,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.006452437938964664,0.04513531882705485,-0.035834074998722945,0.014130994157551655,0.05372084149110553,0.01819974609525181,-0.07143308884141406,0.10740728446669807,0.016011363722701885,0.02929697975916456,-0.012297095350920998,0.0990622696040889,-0.10369726186732578,0.10357413258951108,0.011993567944426332,0.02798821113090953,-0.016020848978967852,0.035036090851893936,0.05422331105654771
CSF3,,0.07824695917466479,,,0.15458049555164527,0.045741734736275054,,-0.016194418357417664,,,,,,,0.040020737930787774,0.01937642802337412,0.007572908001616855,-0.02685698591874273,0.09658194525378683
PI3,,0.09745602676911821,0.08582150936030593,,0.24492399676908244,0.0342760454192751,,-0.018235128813638923,,,,,-0.0004035513055929421,,0.005629169789765449,-0.06327132689796014,0.05113585763435163,-0.029696243485508568,0.1007267038837538
PCSK1N,0.0565409911952849,-0.1082480745841444,-0.03444471691756333,-0.006479865731575503,-0.15139966276646794,-0.037882482473335144,-0.025894545217854358,-0.027299007754955713,-0.023985865481570848,-0.02673252558540699,0.018381785298416872,0.067595238797088,-0.06894580530964796,0.03472338746427946,0.04043850951570743,-0.07495846706122714,0.09790035268391702,-0.00648869269332386,-0.11073293829199594
NTS,,,,,,-0.0362202069899908,0.07193361884261638,-0.019904888209952603,-0.03236716784329564,0.11166070556566025,-0.021143091704367543,,,,0.009536097284663831,-0.05661333035969184,-0.0026224624199837946,0.025457082939963616,
SFRP1,-0.027115606261140103,0.07379828872200282,0.06447536953375173,0.01859099590949008,-0.029388636529387332,-0.024103684620247007,-0.010978519616415694,0.03666198554584184,0.02922366907777539,-0.017172953969724448,0.06619697535371644,0.08280294067686267,-0.06689572441472938,0.009181233404606248,0.024230006812559844,0.1004946953249055,-0.03386604490124708,0.007671133197960125,0.05518978391259816
CXCL13,,,,-0.001499188618365946,,-0.023887059276778724,,,,,,,,,0.0670528269018326,-0.027299237780500987,-0.0040457535848732705,,0.04671498530159274
MICA,0.017835237787727207,-0.0047609533536948235,-0.030543241639296323,0.04401668642526284,0.06640613127315,-0.03058913060323183,-0.014192813848903989,0.016157388821269714,-0.03745702752860954,0.03248129367961332,0.02107275177843276,0.0756396379534265,-0.09295740338026337,0.047434459922818105,0.08213106631189053,0.04766059070672172,0.06990095604008373,-0.007403461021514879,0.08271477315148022
TG,0.06522318124309948,0.04801850329551616,0.007993517178554,-0.025905610690797293,0.02272389074349584,0.006031243532570731,-0.01920342224218305,0.019797650990752615,-0.027340600763906965,-0.012427992087096747,,0.054015866008642804,-0.012325870629311063,0.05097695384748995,0.09104461253944604,0.08658096608413526,-0.03407336397385555,-0.03515209261696855,-0.03773471336219286
ADA,0.04852645072326322,0.001200270661401745,-0.08335674076769577,-0.009767063938114856,0.002765772512269439,-0.047495227732139496,-0.03751577167395201,0.06671597313077873,0.011365069068981385,0.008196211433008556,-0.04116088096454645,0.0786279614590991,-0.07297693808735801,0.05105679839394244,0.06685922727350999,-0.04581168828439733,-0.03675317492445189,0.04043761788006643,-0.013864750297314637
LAMC3,0.011361723533451568,-0.07838054337743512,-0.03631177125817871,0.009889514415076595,-0.05103308032751809,-0.028614450907604266,-0.03291048365883835,0.15009633268961114,-0.01580922637863924,0.03441507609145094,-0.044737648154046246,-0.029436953704031155,-0.05424672144667292,0.14493703780448638,-0.017516242284252366,0.006097723497948678,0.005198781614957026,0.023550667032559085,-0.02042047641427022
CCL7,,,-0.01718119466829889,,0.18284848662090794,0.03951761251882061,,,,,,,,,-0.05357645180303099,,,0.0008844230744471322,0.08849594667963016
NGF,,-0.005123960903048255,0.0185837968661138,,0.027696795806859877,-0.0108778333438014,-0.01832521550380227,,,,-0.02114310562569061,,,0.08654354265635017,-0.009551165857122632,-0.00037235629608643115,0.003202090492493781,0.03758688718898868,-0.01271401170987484
TNFSF15,,-0.014790645799352933,,,-0.013631553296687469,0.08642183182584855,-0.022250829114641827,,,,,-0.013090603493791899,,-0.03673441428979309,-0.016087336084506985,,0.03650880979158451,0.08038390841750195,0.08250656096917054
HMGB1,0.017403153980344397,-0.026289143571631614,-0.05184458341745918,-0.0027490417266790163,-0.06906333037589962,-0.06279609336735166,-0.019582322781946167,0.08813319193757307,-0.025999546521956653,0.07836447702078425,0.016782155403653517,0.003631828544088265,-0.12374826381250267,-0.044384685111063096,-0.00956747929199571,-0.07002657520006998,0.020375119817961022,0.02144504752201769,-0.008726068461190109
ITGB3BP,-0.015036244691390739,0.0962715388233841,0.0020740571737425865,0.010993605678580574,0.021040071041816863,0.04315223964647669,0.007806202788958529,0.09370436319899068,-0.0015302709477714748,0.013867181040895737,0.019135558023450388,0.1331818533882959,0.055268427849296656,0.07664755576696314,-0.03208380642787194,-0.004257858570810986,-0.02540089564858082,0.01599302305723822,0.042030195800076595
AANAT,,-0.027661006879383842,-0.024927299527432254,,0.003032616378505621,-0.0211282620390739,,-0.014607803610453919,-0.0006915515371496768,-0.01432594555117363,-0.019877628724276706,,-0.08376087670663332,-0.02549339032165373,0.09306546896924911,0.060217716077308,,0.025125783380754163,-0.011585317177602522
RELN,-0.017892523617317274,-0.06409547806377786,-0.04714026687841845,-0.02935608952516231,0.004133171828831795,0.05276610901702828,-0.006448144994585028,-0.007962105768189448,0.0029635719097239506,0.02161469684128357,-0.029495086432644424,,,,,,-0.03105379152727389,,-0.025115019627135998
IL15,0.021879086568065784,-0.001295658927582142,-0.0401745045078457,0.0060276250855756065,0.0064607666152762195,0.11391271559415121,-0.015832787711573513,0.0036890661124105322,0.029824287324025565,0.04561832087045216,-0.04073370123709407,0.014760194339753155,-0.04523845903669753,-0.04309499594070694,0.004761282042933942,0.025973992721950116,-0.03043084820784364,0.01954019397324202,-0.00976017649652958
UTS2,,,,,,,,0.11625298828873944,,,,0.03439612288693619,-0.030955840087913376,,0.10369582739235447,,,,
BSG,0.06795365734961221,0.05150129712248742,-0.06283930998329935,0.04107499066483006,0.004431311014787153,0.012169726084444941,-0.012182862175688125,-0.02342785104839683,0.048554320991598066,0.037263242893339064,0.02963266993405135,0.06302562020261882,0.07353084245777923,-0.011939896868692276,0.12097348158030191,0.11156218016849387,-0.09908460395059196,-0.014387241672274538,-0.08781926899687313
ADAMTS3,0.08170861566479659,0.03454066538824794,-0.02189889466350302,-0.024092237866393414,0.0016288839193992378,-0.011532136295534979,-0.02550204077721844,0.10378697345614987,0.0264006488678442,-0.02394820643871021,-0.03191880100143682,0.09423584899994425,-0.16639544940409556,-0.030525739575464124,0.03236905076728476,0.03504906715444242,0.009067712966712415,0.06463583694213304,-0.001040678021346563
CD34,0.002882153689220464,-0.04005414971879494,-0.054930224610338835,-0.008660702639671837,-0.026270358625332998,-0.05657356480232412,-0.0058688053176763726,0.14305638247693295,-0.0015313267280207495,-0.015704764566284488,-0.036384240598618625,-0.00787411798903229,-0.07996704788829069,0.055745767667179584,-0.028220055181459966,0.059445703069464645,-0.028576586363619677,0.0038398694967962453,-0.022525811925391714
CCL23,,,,,,,,0.006568364429680881,,,,0.04247282811490127,,,,,,,
PLAT,0.0742842529913817,-0.02404019524715819,-0.09287781031073779,0.015425047103878363,-0.09225795333805907,0.013171273812186246,0.011275891865857812,0.10515654942964185,-0.024147642908719107,-0.036254437066522566,0.0077954048289871295,-0.018152192168679943,-0.19790207808618981,0.08950823212678742,0.10691540142352232,0.0028857435443308895,0.02467136066454809,-0.005282029083211989,-0.0431898338238273
NTF3,,,,,,,,,,-0.02312549363869726,,,,,0.09500221183971266,0.06270521569544701,-0.00599595367302568,,
LTA,,,,0.050996635256349815,-0.019647861642741436,,,,-0.023680384674957627,,,,,,,,,0.03458051534947316,
CKLF,0.09024087343230143,0.004977199813228304,-0.032288582916211506,0.022888798938021426,-0.02241221242750336,0.010900152231686526,0.013161975134065909,0.11186254259411553,-0.022225689088557612,-0.03145626827416822,-0.0021079054905868587,0.10709965848504696,0.09312757241282606,0.008481859035087068,-0.00035341465260677084,0.05628794733410202,0.04579105174035093,0.05419299352258293,-0.028801014497589393
CD24,-0.02090992408474686,0.03919668293931821,-0.01234643897360618,0.059841987701273906,0.04105788187187811,-0.04741868795864683,-0.010478521880584306,0.05235094748089994,-0.011448833525252031,0.006242393413030367,0.006517914554918544,0.013986766265861265,-0.019067231281624374,0.14143677128768586,0.020511539091843157,0.026805699560716854,0.052972058456200746,0.006946076881836203,0.007506657436589607
HSP90AA1,-0.04618099200313014,-0.06262838313311483,0.10124488441458175,-0.018835166789433037,-0.03615091221126425,0.021769129943095874,-0.03081994448017616,-0.08441395294076022,-0.042219089395980375,-0.029096463170712555,-0.04767598989530889,-0.06343012620337363,0.05573010323449191,-0.14317012051300698,-0.0495009523106998,-0.09910745396509363,-0.041640543369057786,0.004060944941492612,0.03912562217923872
BMP4,-0.02221159888894447,-0.012685275311249265,0.03524905539373664,-0.020195248355082757,0.08721802720328335,0.06382244430904427,0.022421978744346344,-0.027037193906532062,-0.00656311240033224,0.031202424453794043,-0.03170524913741318,-0.015272130037234015,-0.05069754746223834,0.1269699476749173,0.04461216176755298,-0.006795672331125538,0.009616790395322537,0.07897715388134369,0.013792205313821637
SCGB3A1,,,-0.01718119295020238,,,0.0475152200150275,0.016137822681316073,,,-0.012084075190039702,-0.03499018926936288,0.0011238805526579362,-0.008487585274692682,,-0.007530902936620283,0.033990616361289576,0.02103464215164617,-0.04325123851367597,0.08056595593084924
IGFBP4,0.07609153547378969,-0.02829949529566846,-0.06886228938109075,-0.04407330218034913,-0.009528216339416841,0.04502257049481847,0.008122456532022888,0.167188715707205,-0.015770846578077438,0.07662185172613277,0.0006208026880645787,-0.06020122239383068,-0.08272050874856708,0.10807035341533607,-0.04412895359763032,-0.09127165605588985,-0.019824459478071037,0.021152155660247952,-0.059926923311123995
RSPO4,,0.09185076078674591,,0.0010052963104853802,-0.031201618516636605,-0.0033897276401475057,,,-0.0176605809577564,-0.012084073422470346,,,,,,,-0.025821002496842577,0.03849041140747425,-0.006058788220038745
LEFTY2,0.0008959298096943187,0.006952140429750172,-0.03447731114170351,-0.01928504362457388,-0.026049173676358155,-0.001265317487090722,0.029906862031512674,0.1780746044904741,-0.011517328932816703,-0.013250334299203916,0.004001860846353529,-0.044315234682328605,-0.03878514763833069,0.11639668532858329,-0.00804260178366224,0.007369449859573475,-0.03341097619696751,0.024121278367433593,0.03850662067440528
PF4,,,0.13628960680715424,-0.017329535229083117,0.03817720749862899,,,,,,,,,,,-0.04259180891719196,,0.006557834666125082,-0.03833779350758411
ANGPTL2,0.008380322257381516,0.07499659342034298,-0.013817262435406518,0.027126657976992343,-0.06833166362615005,-0.024654251920878483,0.021881856708967598,0.1076453680651611,-0.013133534330790116,0.012567645618221789,0.002803222393637172,0.0649814019479432,0.030930996669466537,0.04855644401486704,0.0032587982977462346,0.017192244693289904,-0.03677522114498818,0.053301809715257796,-0.10581538242602824
LRIG2,0.04672080362228382,0.0032337975218525343,-0.006964386564739299,-0.01642862992097599,0.017778770048478856,0.017676295474637883,0.009304569201343349,0.07115997356291512,0.002392596052749247,0.005440036696406807,0.03491829955770866,0.04048481367638924,0.029587240064275166,0.070459639096019,0.041910162859382205,0.07243654002402504,0.0021825495410417325,0.09345426535252382,-0.032913353545129045
ICOSLG,0.09836534463891147,0.08742051578138764,-0.01840191115937816,-0.00023581658046453792,0.03817061200544224,0.024627624214481357,-0.028013399605244446,0.0244427549869757,-0.0059879446748732825,0.014282057409742265,0.0050048583749063135,0.05222044469256907,0.046155702200934075,-0.03628937402817775,0.04883816467771837,0.08390338880801218,-0.055684382626824604,0.018888636800693904,0.07794341988483507
WIF1,,-0.11115432571869033,0.023195654897435615,,,-0.03670048156730176,0.02272905317195789,-0.017848308427016412,0.0186028629698681,0.07604233778954128,0.01159562894182375,,,,,,0.04665893102913742,,0.04593338852609274
NPPC,0.05557031902032829,-0.018102557926862266,0.021329967983061374,,0.015943765151260822,-0.02788657637387085,-0.038774412693506156,-0.03933093316770554,-0.01944260932453853,-0.01679390482782007,0.027077777770304,0.021895729368958533,0.010719039164090727,0.13755638164696515,-0.031041498667897682,0.07940601103946782,0.03639845795390044,,-0.002538974276677563
LYZ,0.026157419226744312,-0.0017362990998610482,-0.023361023682886357,-0.021664540598983106,0.028050533169645057,0.03603935115459828,-0.045297424826629955,0.10641485944016342,-0.0003595570435007391,0.018680223136752487,-0.0023899489898818473,0.036070679951763836,0.08810883138356151,0.11448054127673928,0.004326811467195624,0.035495282013070506,-0.05563841615338573,0.06845225205177055,-0.018569090555268918
EREG,,,,,,0.042727731780324234,,,,,-0.021750076862266415,,,,0.04873955614049042,0.054206494423439985,-0.04478338754232386,-0.05280480213391337,-0.04413815723876257
SPTAN1,0.0019399009870659518,-0.09607362752769892,0.014046702249678326,-0.026857159213603873,-0.14518191776328615,-0.028597637813394357,0.024745824231219734,-0.04745477058968565,-0.024075941506736573,-0.05012965467112473,-0.03439871742806121,-0.015181888182822102,-0.20681225782200202,0.05483490610001671,0.01396881139075953,0.01106888261510529,0.001703091410963184,-0.03739307101820271,-0.03736984672871828
PTH2,,,,,,,,,,,,,,,,,0.024518573277153344,,
LIPC,0.00843704604583402,0.07085268586198315,-0.021819705765640133,-0.026081876689388127,0.03960302742775251,-0.028115557091082818,0.053522311828025075,-0.02755550437651173,-0.05149206715580577,,-0.008998335823824614,-0.042117618004022084,0.07538489330270623,0.021404860376550584,,,,0.050813574450620964,-0.015505847442932968
COL8A1,-0.03681717557779332,0.11264025267839617,-0.021215775658636787,-0.006754655960856158,-0.010469233351745589,-0.009475587718431646,0.04921531949229894,0.06620115696663674,-0.06608401021690999,0.01031592208013536,-0.015250534634606393,0.048172022898825134,-0.05984319474964256,0.0735933625058384,0.0974494210210021,0.08826368581864778,-0.01916091744868606,0.0020648709771847813,0.14269814795042776
GSTM2,-0.007508877378991621,0.06864941600829313,-0.01186608884904779,-0.02963671600377837,-0.03724457048390273,0.05206949960912635,-0.013388753936345114,0.08594066131843776,0.036108489116667905,0.07221337572082172,0.03024173511486205,-0.06198958438411321,0.020793516122142506,-0.024066884201329738,0.05756051169779871,0.04698663922666334,0.029043295955632813,0.020383175349442513,-0.013239508361456131
IL4,,,,,,,,,,,,,0.08895558771068253,,,,,,
SPX,-0.055327079633290796,-0.0069143889058417085,-0.015357626699246592,0.0031637747474250696,0.019855102381554256,-0.036244107500557385,-0.019220294469215124,-0.05123090437740816,0.016300253677602225,-0.03204828292823068,0.039637109305703175,-0.05265475901259738,,-0.04984140659032098,0.0074251963489528425,0.15961725918429076,-0.07191106971785809,-0.013607723223438712,-0.004482419253744965
MFGE8,0.019984065837865876,0.07893276178333301,-0.024330551053597865,0.0001651820609777735,0.01382176574303874,0.033062408276510157,0.001210450877417525,0.03697991701210934,-0.04554132942231287,0.01350071962330632,0.007399156963591105,-0.015510968984227852,-0.052252560964395484,0.11198623147566282,-0.017811883249256942,0.026049410837307368,-0.11494318291767826,-0.050040691619665366,0.05613866783486476
TGFA,-0.014223268586644886,0.08640407815089118,0.012128507794278764,0.07722589511678014,0.05351591590480329,-0.04201705569576015,0.018008854484019288,-0.005064249695216969,-0.005313790509734979,0.01931808427134227,-0.04059110177464658,0.039109657535932305,0.15557145459503327,-0.007736480991361229,0.04293711058373394,0.05314403910680331,0.024572043172601,0.04527788983449407,-0.011687046597447112
SLIT2,-0.022211595334755557,-0.08607806529697454,0.021458856666521364,-0.01345897741090134,-0.024126795491302647,-0.0044775061048911635,0.010393868087835892,-0.009313339672975873,0.026960628227778914,-0.00017347659043283011,0.01965773680354643,0.006759395327518291,0.08336816898678891,0.06780060234479683,0.03685114305875904,0.02380034994404372,0.016513485604684717,-0.004598348343532169,0.007971973464240417
PLTP,0.012102088145905207,-0.05334332818175939,0.021875786095324756,-0.02498104860463408,-0.036322314513341045,0.05771591293340297,0.024269682071728124,0.08437549378458242,-0.006421263328508062,0.04926104343188325,-0.013854803019390937,-0.008076569891490146,0.024661516735352027,0.1576722537592235,-0.06663180643910828,-0.05754143594432478,0.0352737277032154,-0.011782140732438176,-0.00519086009147276
APOD,-0.03391717252796934,-0.1186314712226453,-0.009326929335520864,-0.0573731740110352,-0.07703988730210913,-0.0792861533647504,-0.03594708392906082,0.05406362755829338,-0.024566840545448797,-0.0457983029032314,-0.028346606652662375,-0.08844834844062989,0.08241752924607224,-0.2098543569073535,0.048533038657195306,0.06294103378813648,-0.030178066458311385,0.00540334921557514,-0.0639162486767615
B2M,0.04612735986548447,0.04390995233778478,-0.024624931136469304,-0.06089385645347992,0.014490952916449059,0.0674459022369981,0.013380584936728243,0.1524561401947833,-0.016676294451292557,0.04291641982637262,-0.001626283510613929,0.0661721938050312,-0.0488898573254188,0.05165905554341904,0.020696317002586843,0.012993125810557562,0.025608089013151616,0.006208199847910458,-0.13705429966213628
OMG,-0.016362902104347862,-0.039296705104583086,-0.040157034951838026,0.00895402121983443,-0.07492623858351462,-0.1266347454164663,-0.01170331533722029,-0.0347893248759478,-0.02954142834416935,0.040461569282441816,-0.03587086487826567,-0.06620675792662484,-0.08768728778144574,-0.15279366807566752,-0.004431427296333306,0.12146420778866275,-0.01656629760463267,0.05051145436454889,-0.06373374605266749
CXCL3,0.009444514921542288,0.15365670815870924,-0.0008679158561598378,0.0014793390581904248,0.145725100723156,0.1364768750529771,,-0.01917934784978901,0.05847270764150576,0.008594411125558305,0.004765693541137902,-0.040934105803315995,0.07468509151286298,,0.016703072497057936,0.039160546903048814,0.03465535995013461,0.008691191575356229,0.10765738286851516
CXCL10,0.02852690734761473,0.04047176780859294,-0.014422687235121419,-0.011336736422827516,0.01802892267604715,0.127747919936211,-0.021641627137157435,0.09519258610571177,0.009434817403513814,0.010035876603574691,0.03029179837170709,0.1161588999840738,0.14999989588094031,0.04570261249785822,-0.055324559680671515,-0.015727331891855423,-0.03313160072837694,0.04131214085250947,-0.026751551518140185
RSPO3,,,0.02139204208697605,,0.028237036175088825,0.024938543153157737,-0.02042959481845099,-0.023986788098036057,-0.0415976183406006,0.007470004992541373,-0.0467126698097471,,,,0.05163488040747931,0.10552634675423313,0.0336753926317311,-0.01308362976361255,-0.05056124682970172
CORT,0.06498848979664143,-0.018783087375132023,-0.012138326706038904,0.010591083368566366,0.005017127059213488,-0.03412245252493181,-0.015192641028271937,-0.03236238049077125,-0.025911716894392187,-0.004805878090260233,-0.0427917445699219,,,,0.0028522939510837427,0.07591834368034031,0.006223070291266247,,
NCAN,0.015173717205189188,-0.06141397772211071,-0.02197458167514396,0.07330628356203094,-0.09704914878931299,-0.09446488230877131,0.006438420275796231,0.030125253669028507,-0.02205129250154662,-0.029610461035345717,-0.04080397598695762,-0.0700218579424059,-0.08871225848882044,-0.10559228920975874,0.03413359721174643,0.03982401499337216,-0.04795176171390797,-0.0004905706332291156,-0.047259796993109365
PRG4,,0.12814968351981412,0.02861489860051948,,0.031515723038070785,-0.020130625525654866,,0.10827826775980166,-0.03519723629963787,,,,,,-0.0051046095031058525,-0.023774463053601733,-0.08100564963415376,0.032542558055929455,-0.0032836941247533866
ZG16B,,,-0.023825129006862737,-0.020853279102590615,-0.015574702815488431,,,0.16717964774047106,-0.01881621529363074,,,,,-0.028340115071408545,,,,0.15116014621634738,-0.0327060697788519
TGM2,0.00704818854011143,0.10316883382844017,-0.017625170149967204,0.01427139126256771,0.0955158560947016,0.01344312503757412,0.09233741445177561,0.1356099424455419,0.05912289927733623,0.020683069952432444,-0.025024435972551128,0.004543928683844038,0.138419636569034,0.08190355692720781,0.027585315630719663,-0.002731834702206652,-0.03648894758031933,0.021525246965034023,-0.015958772101488685
