,MGH258,UKF248,UKF259,UKF269,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
MICA,0.0017082277888181713,0.0717564904317745,0.1043167253945981,0.06875109346930389,0.04621982758276947,0.035504952606626713,0.09219715808211607,0.14280677029474204,0.05067499615704299,0.0702374474166931,0.1255770867938127,0.027219413223436656
TG,-0.01967076711887866,-0.051338079546448964,0.044871593909402624,0.06598574204110835,0.01200405627735873,-0.027422388839617985,-0.0249551291958726,-0.022000229104587325,-0.029675464131245485,-0.026327676291119595,0.09405084032786357,-0.021235403007617806
ADA,-0.007396154583991668,0.1619150762954434,0.009096338926555887,0.11489656899264802,0.04097083309830508,0.01642263428164063,0.15337546442953642,0.18505980380927595,0.1096682538422915,0.02665560734719072,0.334359162014689,0.0853638991503665
LAMC3,0.06889903295000233,0.22839202506032463,0.01994176448845549,0.10635114593710496,-0.04960456905299257,0.07770798557153626,0.07051073647958896,0.16684812041509742,0.05806913193149856,0.06256594864814466,0.3206192422094,0.2723798368397475
CCL7,,-0.02325230807050187,-0.013153012525559015,,,,,,-0.03347257271828541,,-0.007964390445335968,-0.08370529301390339
NGF,,0.09607043551388413,0.009521268819100563,,-0.0002601014102150425,,-0.002245490324928173,0.0007707173010528948,-0.005075612992617059,-0.017310293568616335,0.007591925476227865,-0.027979650445521746
TNFSF15,,,-0.014646522752811952,,0.031761003210747527,-0.022319882379475974,-0.04950914243403365,0.03727665737752219,0.06248238710592624,,0.12438955247927211,0.05457757095130236
HMGB1,0.04457599152372791,-0.031273137392765195,-0.017005873242567814,0.10497287484625788,0.06725425449085864,-0.008948289858438836,-0.0498621552827835,0.004288737414951441,0.050950923609391144,-0.010225293343092658,-0.1204679061438488,-0.008552022271973199
ITGB3BP,-0.042671351347170795,0.0005092894066097298,0.011862552349954801,0.09769815653162907,0.07900164436517701,-0.00841582530601524,-0.011983919511688519,0.052534316545122535,-0.04207385678166676,-0.03765624454734254,0.043033072130267455,0.002403924481011305
AANAT,,-0.033735561418612246,-0.01332683917604649,0.06118260474769783,,,,-0.025746162083462327,-0.029364891059981673,0.010398178320836273,-0.0017433064069691214,0.10616796590304503
RELN,0.039612519672601876,0.06591435348033597,0.038297441709687886,-0.056383868204441516,,,-0.0657265874792482,,,,,0.0035800095314562222
IL15,-0.011190792713531737,0.005413225019956639,-0.024683273066969408,0.03796054697099154,0.008388672965686652,-0.03324489963878312,-0.050257728206612486,0.005892528841163136,0.13970813688389908,0.015887175222306073,0.13194041571727164,0.011510577233624449
UTS2,,,,0.06403942247702069,,-0.012446054174828393,,,0.09825481921631166,,,
BSG,-0.0356824528959763,-0.0037803369664039625,-0.01835776788623845,0.004804146826939309,-0.006503365768080242,0.07397572727917076,-0.013851187592897312,0.08847239936789006,-0.02413077517625281,0.01173630381102062,0.12284255998278348,0.07392948340947057
ADAMTS3,-0.02462181600229765,0.0664306749907096,0.022031146609383573,0.15752543469302935,0.014452574365512779,0.156328939796246,,-0.030828408026997878,0.08817091126797717,-0.0004905382563768433,0.11955796751186201,0.029036543964846385
CD34,-0.004345491314672808,0.17577591092620373,0.04053539848130823,0.09467100629950126,0.10310066792178242,0.019652233183957837,0.09619737807648192,0.1745564311398889,0.10868978450628473,0.07384685380290382,0.3025470769805065,0.12012545263032856
CCL23,,,,0.04924145978993659,,0.01999250318674945,,,,,,
PLAT,0.011939557834591679,0.16217825217122872,-0.046521237859566224,0.1604361659611392,0.016515319694602817,-0.010337372188559756,0.06498071279239831,0.11321724329564034,0.054057098393769855,0.09148800915082256,0.23530724554519789,0.17353952839938627
NTF3,,,,,0.014289992318402332,,,,0.028148698738619006,0.056743619078968834,,
LTA,,,0.053333487537439765,,,,,,,,0.05971351281788664,
CKLF,-0.0071404966214196,0.040362871882555,0.009893003790272007,0.11719558956257535,0.048446027314155114,0.0479432495846495,-0.03647377772750223,0.11900559833752054,0.10302335207649546,0.09380190570383634,0.10697528292560668,0.06236715686622569
APELA,,,,,-0.018406001254979213,,,,,,,
CD24,-0.03442055323249542,-0.028302146353558502,0.03480877132109643,0.012954968073959048,-0.00875916614280489,0.1029228715903664,0.017912966320851164,0.0547088703146914,0.017187766711742897,0.00650759645267669,-0.07540975929625514,-0.06442788883109661
HSP90AA1,-0.04330316089522886,-0.10390547037723584,-0.028288927599186116,-0.157915751193895,-0.03408381948655992,0.07870776566573508,-0.1478731463392088,-0.04727210693551498,-0.10400893444205583,-0.09357191643639434,-0.3074024064293511,-0.07119922255569001
BMP4,0.002308588091392138,0.029613552709788035,-0.016436116958681978,0.040448795321979786,0.03556890564014684,0.041163720948806055,0.0032848552479441805,0.07853943337503419,0.04923039494352468,0.0389824166461523,0.224621967484268,0.08803861421968609
SCGB3A1,,0.099196342441062,,,0.07036874106774255,0.0007025147555646799,0.019779840887103325,,0.10864322636009921,0.018203362532375394,0.19807149487775852,0.15428313990793716
IGFBP4,0.09071654037083121,0.22805912213851062,0.0422805627576608,0.13691527865903994,0.022026079912059012,0.06279141707392914,0.08820190442288355,0.12023522259403115,0.12321733060108986,0.05782511156136515,0.3713161376165749,0.2576587954052775
RSPO4,,,-0.025803921522386204,,,,-0.043166026838284716,,,,0.041593997327386285,0.05043062507911183
LEFTY2,0.027170324063565933,0.10433977807915591,-0.002524089058230593,0.10922682047617963,-0.018242495458679314,-0.005794000184962668,,0.008487505228920384,-0.02841442376829669,0.22220195083357494,0.154871917734812,0.0701035924177192
PF4,,-0.024120534669710713,-0.011475744298752167,,,,,,,-0.016082255067753935,0.06261341520526914,-0.003910044843905902
ANGPTL2,-0.04033006677732406,0.16927985331051085,-0.0022910908332028964,0.13164157103661608,0.009798720703065597,0.14548844161869479,0.143621002817268,0.05905005005495951,0.12074948619131924,0.07052738339645379,0.2879925102730873,0.1550717421575075
LRIG2,0.032049764863916815,0.02914145314757226,-0.003959874120786179,0.06407755856231007,0.023172822079447198,0.03438206594397081,0.01190829830798472,0.062377136799339476,0.01695662396532175,0.006359402933601333,0.11505473858143189,0.04246932151262419
ICOSLG,-0.03525383228253859,0.05844029272206324,0.018741909570827206,0.09510456040181449,-0.006514860162131164,0.0645429273202739,0.09143841971702538,0.037149317361811734,0.07959024878476105,-0.009403002813806514,0.1422004885098057,0.08058743585439254
WIF1,,-0.04340098705429761,,-0.08598652663580678,,,,,,,,-0.033485157093254767
NPPC,0.010832722344777694,-0.01864736475623645,-0.017801709399645958,-0.03669892366153391,,-0.03399087290396928,-0.07522494202221841,0.06341004185910151,0.0013322454423861667,-0.030428704742659792,,0.038523849752762546
LYZ,0.02355454144941623,0.1359287944808923,-0.0014620651902070726,0.1707019791955957,-0.048718541767192085,0.0791330590727668,0.10325273720040551,0.11603569085261957,-0.006106291968950035,0.026698421564815118,0.07615932469407222,0.02883613201603157
EREG,,,,,0.05187866257729051,,,,-0.017148609363092263,-0.0511020554847863,-0.025825240794877895,0.004629366139597756
SPTAN1,0.002376041643850539,0.10069482995217269,-0.06001901895593535,-0.03910709277145453,0.044840246149228755,-0.026913102408580185,0.10439484101137148,0.042345776378758915,-0.015408393621430866,-0.009057513536083613,-0.03598661985238241,0.04843061725738062
LIPC,0.013073139865151866,-0.01796872360381647,0.10367643463100695,0.014361560589073672,0.047017412991726015,-0.03604384126883666,-0.008064429436226924,-0.016766385631938073,,,-0.032797305675916065,-0.014061216300920065
COL8A1,0.027936672732542096,0.08115553411723496,-0.024026094819895226,0.1238895554114608,-0.03427771028209909,-0.04002094541559437,0.03375458491095273,0.09019532541997685,0.04077882587045426,0.008885295732634689,0.02809396746134682,-0.06643599949232702
GSTM2,-0.01871723282297034,-0.02448109117612134,0.005393725870827907,0.05579558834826205,0.027258878664488534,0.011917655506962369,0.05192625506551603,-0.010362162737468346,-0.0038040717246602407,0.017793229283177822,0.054797442519532585,0.0627395645589038
SPX,-0.0196335460037423,-0.0326995663485826,0.0036324719637079715,-0.021706530617539542,,0.09900858816612793,,-0.043198370374431624,0.021673304491836454,0.14435574099573667,-0.0479244143096231,0.043834624099286935
MFGE8,0.013768421909285839,0.17215127090111956,-0.019113262201882066,0.049218339978997466,-0.009651652536825471,0.060641304839798835,0.10142053117926073,0.12685370099018134,0.020653208958391612,-0.026638662561333255,0.4036566890140149,0.11814459597663667
TGFA,0.02628040229995767,-0.03853526895332741,-0.039427704097730984,0.03439127052732691,0.022196894808911127,0.025238352457984763,-0.03201006019095401,-0.0027332953516836624,-0.0018686171556476707,0.03763688454223165,0.07021495787450127,0.009102675561642274
SLIT2,-0.02024407183716435,0.05733503611770367,-0.03077435869707435,-0.05141883006625474,-0.018089224056455272,0.011462601432483654,0.09760377914127785,0.024415047859513553,0.024119112400400138,0.030139458758686576,0.04345073010311269,-0.03273568471575567
PLTP,-0.005456709224894601,-0.006517114418354367,0.03826965511232396,0.15433502675797267,0.06649045800415425,0.0499891976214719,-0.07272092846644644,0.07568271306653619,0.1089614768499987,0.08257528082850164,0.03179164826671225,0.09339492028626047
APOD,-0.02430643321918077,-0.04215425728140409,0.001961274067602779,0.028629302096626418,0.025737822444298376,-0.13314938250166372,0.026269250697863747,-0.1241949386608146,0.0745313191615685,0.06840302595262597,-0.2485139115087641,0.17910833926920702
B2M,0.025159427442052424,0.09381022076509812,0.01585042488257919,0.15791406175904124,0.039320946665335595,0.013489709960921768,0.14317576213537145,0.15522737167462541,0.1308311640107656,0.14006066458189553,0.19471765572847372,0.08477964209373848
OMG,-0.026340604987346857,-0.038015679584854176,0.03340706592091612,-0.08333997615880995,-0.022836667498782687,0.012237765180428756,0.014597955093389093,-0.07852560361605748,0.03750375224696443,0.028330150601770954,0.010378985790251762,0.06436523265366137
CXCL3,-0.015840931149421002,-0.04733826234344443,-0.04715259573001632,-0.025228837033690516,0.03008445852632737,-0.03503100322329695,,,-0.0010083042314638331,-0.03623828587258804,0.02170298481948608,-0.04170353801918118
CXCL10,-0.01349222475827147,-0.0024747381001958505,0.003517712348909399,0.14121077046181665,0.006360364490165536,-0.0008531150187613074,-0.015233195017920689,0.02661986605099013,0.01604997053387522,0.05348767901015164,0.20796069260039377,0.05168486917974319
RSPO3,,0.012530824725035526,0.008315387196562576,-0.03155262486642246,,,,,-0.010176529050985799,0.013870922008370598,-0.05950071250460359,-0.04206262472597637
CORT,0.004485368166251735,0.06681783298610529,-0.01956880753978497,-0.05460888651153392,,,,,0.008761087818201606,-0.016829262530036707,,
NCAN,0.02238823512096569,0.0700141955422495,-0.008747348056871261,0.05539985945870076,,-0.010023676197977949,0.006867985678132681,-0.06312467315640458,0.034950231556772925,0.0696724025033773,0.03942365899440413,0.10573023770393784
PRG4,,-0.004257577648551432,-0.013153014575260769,0.030190452212229924,,,,,-0.0366617299289296,-0.008574316655151754,-0.0077737525280923425,0.11367938029774519
ZG16B,,0.02270096908514659,0.02234273513256448,-0.029510523057171324,-0.021825574073754125,,,-0.02862111264474322,,,0.05457618227677755,0.18356670163530617
TGM2,0.0632552256034953,0.12547931687237604,0.07803680364640764,0.09053996421533174,0.08214438738286073,0.0022666219191267213,0.15453358534506834,0.03032492359130284,0.11962723625879126,0.01863492133047722,0.13335795575949913,0.09869960223606292
VEGFC,0.0036138980786054277,0.1464253579878733,-0.023442193820822774,0.05441461046780787,-0.05444418773817273,-0.02838381437781644,0.0710144540267786,0.04048323982847216,0.008085726084877266,0.05009117244070365,0.09656224185519764,0.011259164148435738
WNT6,,-0.037517085033059894,-0.002667050024499709,-0.02687856954617878,-0.04548864514695943,,,-0.0008349520612113828,0.029164611105663256,0.07490235057677926,0.014422076513747552,0.007859445605949741
NRG4,,-0.02141619206416011,-0.01600782043422811,0.04530291187303316,,,0.02061101495452419,,,,-0.013674345441520963,-0.03305912134391921
PMCH,,0.0035302371931514405,0.03282291633092564,,,,,,0.16599290092963673,0.08306215872478105,0.2109640675993672,0.09011956481036767
COL9A1,-0.02456615740468924,0.1912127532232048,-0.01671900010114636,-0.0075757926062677925,,0.004182266581397904,0.0318714473208474,0.07880061528603824,0.07217350506382271,0.08798796223891854,0.059356923062606835,0.02826922502515561
GDF11,0.0446119245097946,0.0676714065283824,0.03379734824359535,0.051607980823546847,-0.023980959332361444,0.15043545777262915,-0.01596911900149384,0.026796736161866497,-0.00033529631363659685,-0.05473700390860264,0.15773111368634662,0.017521031527556376
RAET1E,,,,,,,,,,,0.04148030315016163,
IL24,,,,,0.005599416308849443,,,,-0.025366405420054694,-0.015825831687217712,,-0.027625699906496513
SORBS1,0.028060878598879728,0.04971198509009074,-0.023963849422223828,0.011537892398960097,-0.04084934749881229,0.01452523468587304,0.01472118488364489,0.059866276448582244,0.03160220874009134,0.03014114676974004,-0.07038023942003033,0.08465692433246431
DLL1,0.024652202644860063,0.08143298305375148,-0.060663475927964595,0.07575386236660982,0.05758806985967144,0.018300610101041625,-0.06599897711134431,-0.012407463259014867,0.07758517470007398,0.08560114098627285,0.20121185062025626,0.07165145514222392
TLN1,-0.03414397647142637,0.19976142371920888,-0.03405818186533249,0.1297701692428437,0.07474737718124719,0.08894802976014217,0.17889293002097242,0.0630616459013335,0.057336139850104245,0.009129699267210866,0.14392805932783376,0.053601095174948994
COL2A1,0.033818352277224815,-0.008238561863931891,,0.052620700287291856,,,,,0.08052458048911396,-0.04124695861735384,0.07613030171298636,-0.026320989843421242
SHH,,,-0.01366814168541436,-0.019832938121855326,,0.0356381192195932,,,-0.00898716240807734,-0.02390622452970562,0.0706083138383167,0.0935409819838884
PON2,-0.022817928582433304,0.04572964960569461,-0.024185031945984647,0.10134936081650966,0.067860765715343,-0.057104193699175326,-0.0861442083992661,-0.03108863989205372,0.09832523175199291,0.10495046889637755,-0.08727536877869331,0.1384365864654621
ICAM5,,0.08778945942418091,0.006684959988372949,-0.04929962977545096,0.09232185083452958,,,,0.08011633182490564,0.009697961378577253,0.04485547576778165,0.030971059594426868
HPX,-0.020986427014237516,0.02649318639367077,0.0016295510813192468,0.007045790624369887,0.10061332612917724,0.04975275629830106,0.10279695995727128,-0.01787382949565833,0.05744030424209489,0.03896753178869708,0.03187508919627584,-0.05842222579001738
SFRP2,,0.014479303935228442,-0.015566532165081802,-0.020134963900932855,0.03710673971067576,0.002515417059153074,,0.01710247368560205,0.06196475058613183,-0.005426095077529453,0.047276336343755845,0.21923364187888345
CFC1,,,,,,,,,,,,-0.06585652468477454
CD70,,0.0011298159186145307,-0.00446783720343867,,-0.04012580588106251,,0.06647245763746679,,0.03868040224056505,0.05364871180430577,0.017906088045893286,-0.030284885655351458
HP,0.1289788441482033,-0.001966760658403246,0.036137167685091336,0.10669260557893402,,0.03386062085360393,0.10617425574994192,0.0662863313760573,0.11172331324649531,0.0195751095800079,-0.012069340648384844,-0.037040978870105025
CXCL2,-0.026041828929206562,-0.013896868696600076,0.03702582248429682,0.04043205488423011,0.019342790588407092,-0.03520652874381411,0.1060608644204576,,-0.009808252585095595,-0.022525232480788283,0.008546155968092157,-0.013506088314178313
NPPB,,-0.02999772487681577,-0.02466531999846381,,,,,,-0.03199405989187688,0.0430271687514684,-0.06700246351598307,
CCK,-0.018855408749641953,-0.01890719725808655,-0.014051703593183295,-0.12115531666602929,,0.04555162625030805,,-0.016070635818801193,0.023508765613838224,0.023417992898161433,0.046392463933823784,0.021204008346570744
SEMA6A,-0.04136880142078106,-0.050514322998642495,0.017294600931600665,0.11472552527213034,-0.00022656979100196521,0.043948289552994076,-0.08294330475549516,-0.08587935493028216,0.04752836049624461,-0.008251866787761866,-0.08235302943456216,0.11757712587822329
IRAK4,0.0017402800771503222,0.042717653881581163,0.03539697187556494,0.11285046386571347,0.040738665221777465,0.02590643277255769,-0.04452854151927735,0.07680985180040815,0.0972519760798115,0.055069145234694465,0.17768569677576118,-0.0030393514867236206
GSTP1,-0.06703054161180673,-0.08908781378992547,0.009798816222891053,0.10114966653040007,0.003814352847023714,-0.027159333957881775,0.038588507523895615,-0.0129404285491729,-0.006305064401328337,0.09720146368375418,-0.0060507622908958425,0.02452076579040315
VCAM1,0.0317591752527767,0.028447929709150062,-0.019941149653214328,0.14127462202673247,0.04591649912201678,0.011420813502593571,0.11116990704346527,0.012530518530098341,-0.04104448710653135,-0.038435627819279665,0.1371986090944977,-0.00723699065984458
NXPH3,0.010864795470572468,0.024154125806296545,-0.05526259030166667,0.06916680773056504,0.0036265527045492795,-0.0017637232647901384,0.03606506405060037,0.01581099354809894,0.007512928300498977,-0.013556635040395643,0.08514117588514883,0.10896363043960842
MTMR4,-0.024137471046346438,0.0023200542864170535,0.01973912836668773,0.009086357785118309,0.018030331965483537,0.020852895647442842,-0.07559552109008692,0.053799157740431064,0.0053893499888534365,0.010458858153888828,0.09640984152793662,0.057790636727130446
LAMC2,,-0.023545077371261908,0.028401638361983287,,-0.03726174273337212,,0.07603615321748432,,0.08312578836735603,-0.020783757648476023,0.03807799020432446,-0.004647301266332446
IL10,-0.020431943039088435,-0.028361676940546497,0.03611848181608242,0.11072286353927102,-0.01991815773065775,0.015848646326643494,0.08134663515580906,0.11087436682138255,-0.029013578774869837,0.03806536300508991,0.038847121662924096,0.06827678861548217
SEMA4D,0.024009407913147807,0.08429233271428405,-0.038129388568513355,-0.0721138049720143,-0.04199004453094746,-0.022049854660596176,0.053955256939968554,-0.020535125547507926,0.020545175817506495,0.04026814744360324,0.061616678467380406,0.1070879978822983
TRH,0.034347966624792454,0.02658866065718745,-0.005184768061123206,0.13924927508752674,,-0.038201608316354406,,,0.0018949662750300206,-0.005185021145068877,0.037992442242924286,0.11368182420866449
SEMA6D,-0.027728068262394618,0.06065965404095215,-0.08070041549513168,0.053130163382149216,-0.012283904032230973,0.07360579174743828,-0.026599121396525063,0.02474642185901418,-0.048312022752734725,-0.0182216167541906,-0.016956340441213927,0.06963075077570988
CEL,,,,,,,-0.0609795567236087,0.0377664400386376,0.05359260215416034,0.03606694508265734,0.0801435574049909,-0.05409847805184529
PDCD1LG2,-0.000887648026821012,0.018299467583572065,0.0177996091111287,0.023728382263145192,0.003986540277226918,0.036427000446517824,-0.05387384064168153,0.05966349852709438,0.08605039246841366,0.04442509348001334,0.10987209217436732,0.04118790603441451
SPINT1,-0.038479687795869084,0.06504642970672624,-0.03047317148285297,0.07946323377232609,-0.005046963722955904,-0.013539444785158066,0.016680850376792778,-0.006906665072463888,-0.005362840095807826,-0.01509962723487768,0.08341429436294596,0.029617376949721098
CTHRC1,-0.06419335701004789,0.1906506267706442,0.03320544180004495,0.10496546052803032,-0.014399038084034779,0.14453079247066683,0.13497789241532993,0.18785377582600699,0.11717285388610407,0.04466862829535761,0.24562365300459876,0.2596176427953403
PODXL,0.0600103453771142,0.19485490902581257,0.03922123480942311,0.13512965035232077,0.042184650895219146,0.17747513808616963,0.1174741346518874,0.15045612567642738,0.11766432641747764,0.08708168087428075,0.31629365197730613,0.14354708361040203
JAM3,-0.0067209834003601355,0.10474489767849303,-0.018766272858132323,0.11394188647555786,0.05718585115421459,-0.022677367731489505,0.013867187032971426,-0.031620519908636666,0.014967503917452097,-0.01148182598801209,0.08391469619560958,0.056659780991668005
TGFB2,-0.016225729198071834,0.057414245644717046,0.061561338455022374,0.14270512117352202,0.024063243606725224,0.03548257685112399,0.04727827073608631,0.04316909795996305,0.05699722223595455,0.024077532836401138,-0.16719345883706355,-0.0060307080853443645
COL18A1,0.008673421923782437,0.23930385614912428,0.05162645128940696,0.16158938654721122,0.07845810318845128,0.0745281402148386,0.08754070813979332,0.11339844254353422,0.17217413534961318,0.009917785081465055,0.37667616811001514,0.2518046516499027
NODAL,-0.028574290293197163,0.03231829534321564,-0.026918150539257116,0.03855230974237548,,0.12454922623385112,0.02406632076417939,0.1499043711404777,0.06483707929073913,0.14682869196505086,0.11168978278728252,0.11966725370583219
INHBB,-0.03278721524831939,-0.005403416475969004,-0.003939760574335995,0.05672159290929082,0.0862435001526082,-0.03448421438748814,0.13095972452797736,0.1654228774200858,0.04217403484527592,-0.004339573984172236,-0.04910565728248419,0.09465930653380247
LCN1,,-0.009422752830370596,,0.06759111146421949,,0.11741357071311369,,,0.049221536691236946,-0.018461208557814524,0.06616729275755487,0.06676622675164309
ARF4,0.011584609288586468,0.030208391107107147,-0.0510918647218627,0.0727805193382195,0.0370532291119344,0.1462436427263658,0.034850324002280775,0.125219198380372,0.10026576672428535,0.061049311023590756,0.1510154907358977,-0.013909777812463667
CXCL14,0.023966308224578334,0.05914959598164884,0.0028914108593296206,-0.03999155446175166,0.009016642415639332,0.020715776447560647,0.12571553103702884,0.10002952042054736,-0.021791664955089083,-0.006990675175480076,-0.09136138178774371,-0.06745501912701733
LIF,-0.02439550885362709,0.1317017000221295,-0.020309218399946625,0.11329791666722767,0.04135135554207011,0.07315235366290583,-0.038645386884767124,0.10680271430623871,-0.013444874240393916,-0.043844257951067105,0.001106559804048276,-0.056494076804595825
IL17B,,,,0.0519851409846324,0.03095712888979001,0.22340398542900275,-0.0028995776509247646,,-0.03509938317508801,-0.029559283220969946,0.1973402317839301,0.09869118680985048
MMP1,,-0.0005636807106961389,,,-0.007371576310990719,0.09700956041431502,,,0.02196171894758448,-0.03042870276992633,0.33482168796222617,0.06998055133701937
MATN1,,0.013082152490272664,,-0.02321204936912211,-0.02565272304940804,,-0.03594684966398471,,-0.050752213145238714,-0.03265275715344615,0.02022560021542655,0.0760256510170591
ADAM28,-0.016306230702572023,0.04649532695430652,0.031492566196076974,0.048297671957654664,0.01679419478119301,0.102825489974587,0.06287990018413972,0.12211652139752317,0.0692257353174715,0.014646522940737738,0.18019900758810198,0.09219479573277574
