,MGH258,UKF259,UKF269,UKF275,UKF296,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,-0.0013701690752665845,-0.03356380886398689,0.019273639691230783,0.02954832151182025,0.01670019669592022,-0.02352366408470822,0.03220318589256772,0.017271424858986695,-0.025453563979742414
HBEGF,0.049116287943310674,-0.003156632674534353,0.08309481519725237,-0.008910332160792867,-0.0014278293055115508,0.022534787334784798,-0.0604448887639229,-0.024324216706221192,0.03321675827235144
CSF3,,0.053379450600722855,-0.020065362403357913,,,,-0.024154646708612497,-0.012805200502352327,0.027732854181006007
PI3,,0.008350316511039074,-0.022593862900298935,,,-0.022989070860917664,-0.08776503894010731,-0.027821446580792886,0.005683719178638559
PCSK1N,0.04000706884448212,-0.017461379670621655,0.02381701835951562,-0.033348379451427435,-0.004080884433494318,0.015067985873564418,0.08059848311629583,-0.01729199946104299,0.00891333016884118
NTS,,,-0.008349011246484656,-0.025586977478171683,0.09298940677423387,,-0.02592680051028219,0.11342103361471664,
SFRP1,-0.02323750617641906,0.09581185220151248,-0.022627261260473108,-0.030034176003000432,0.04255767944382686,0.06480886220513804,0.04914001112580796,-0.018522109407239314,-0.03655523522083493
CXCL13,,,,,,,-0.001971547571480574,,-0.031469123215079824
MICA,0.01468102003364824,0.04985716904582163,0.03664728783979082,0.0036260566126736244,0.02668914689119195,0.06970145663852802,-0.017552484041540677,0.022296187851557653,0.009566293898423858
TG,-0.018495810999342756,-0.0010797308325952366,-0.008358951901243257,0.004763894483846974,-0.01356870539833124,,-0.01987964541551888,-0.024972583474000786,0.011036153706693454
ADA,0.011497204981591583,0.02101108567915106,0.07472692348540941,0.0184197657923508,-0.02203666876290435,0.10958804280855342,-0.04159845948028804,0.021399456940253945,0.05451102367162401
LAMC3,0.04257239261153228,0.005794341567517873,0.11310246153391454,0.031785967955646574,0.10893055527690111,-0.0050789033364075755,-0.027895525493229396,0.022198479489875578,-0.010190889964068367
CCL7,,-0.018046902541927486,,,,,,-0.013418608858320698,0.07343582623816303
NGF,,-0.00584579474496461,,,,,-0.03257447080018784,0.0847957981592284,0.11477927465215172
TNFSF15,,-0.020096108643132816,,,,,-0.014999620921930386,0.03984486291533167,0.044517350206759815
HMGB1,0.03159248066422711,0.011482314023569348,0.08787466903532991,-0.027764730201964856,0.021588969297619238,-0.018476391806670954,-0.015765504172228783,0.05948688208364416,0.016665349920796206
ITGB3BP,0.09909617288894695,-0.03503922298786824,0.06465207192586661,0.03596516027617789,0.02041535830681964,0.01166861962438095,0.031208033190344462,0.04930932651586502,-0.0027165060417972437
AANAT,,0.0439935545002517,0.003527361792888133,-0.019437023324336906,-0.015640864057052877,0.07768275900301931,,0.01465119523590538,-0.023689013546417937
RELN,-0.01533351768221362,0.005350246862879577,-0.0032170245888505484,-0.002033726007756761,0.025633563929242462,-0.01742939535592484,0.02298970372472204,,-0.04282340126267488
IL15,-0.04273817827531242,-0.010115730469787807,0.0291143650816801,0.1120714171989078,0.018266213385366502,-0.01695641524204382,0.005035081479849188,0.03199398937401864,-0.003268220307140541
UTS2,,,0.09466682657155184,,,,,,
BSG,0.09228654447065258,0.013891787521407115,0.0063986372854842296,-0.05081359059185688,0.012066223756071671,0.030530203102144167,-0.09812524197311433,0.020323401792113224,0.014614508064641365
ADAMTS3,0.02878176379688371,-0.026383006852223875,0.10910210075807886,0.009520077374187233,0.04035861575277442,-0.05185686208808555,0.10995892519707694,0.06327046116896422,0.0331830310082684
CD34,0.014359454315718499,-0.012815054796332992,0.08302798581859412,0.011669398906151165,0.012076409200774253,-0.01870273597713606,-0.04713658924748817,0.001141182086746524,0.0027482812602282777
CCL23,,,-0.020594357774089356,,,,,,
PLAT,0.05874535878985689,-0.06511657393249516,0.10058786124743399,0.01567655611051306,-0.009380070712761571,0.07475198115842602,-0.004793147590505016,-0.006980592842396106,0.01714547735269294
NTF3,,,,,0.043711215705534795,,0.0580338541569033,,
LTA,,0.01454772603120104,,-0.01871987911596311,,,,-0.019107625074626374,
CKLF,-0.06845595801899697,-0.06241296404761437,0.09625024829930903,-0.0067280276344245,0.02179586933456677,8.333446988308837e-05,0.08373451770419223,0.005436242523689893,0.0007082882833137085
CD24,0.05252649463211695,0.06944477110109028,0.04724603225994234,0.03276945408692852,0.027549033803590108,-0.032705525927460344,0.10718311868199672,-0.02456074057358548,0.0340981092838204
HSP90AA1,-0.009676642666591575,-0.02656403612083588,-0.07495647240549971,0.06585769915902806,-0.014313275274745678,0.017243418419444982,0.02727037058775426,0.00027904338580591454,0.0015311538368985114
BMP4,0.08046967444487414,0.0016344969007576632,0.03209504821540225,0.03062094961482465,0.04886913757954231,-0.05063205226185536,0.015088237956298425,-0.05669116590652813,0.006917339130432235
SCGB3A1,,,,,0.07348532543319164,,-0.031149479614075073,-0.012409658119037468,-0.023234755579959358
IGFBP4,0.0030034987278545065,0.009928448001668077,0.07358407638286892,-0.018892027725371144,0.04658175796064847,0.01807999428266461,-0.04902756211102053,0.041960276111468055,-0.017017743432446938
RSPO4,,-0.009969672159943207,,-0.021772359049097932,-0.013193219880751282,,-0.020977848871095852,0.1084844727520369,-0.029870907738818942
LEFTY2,-0.018312937767531835,0.008604944063101683,0.12883439201088992,0.004652334713715212,-0.014466526955868196,0.0759241937523386,-0.028528488545302044,0.06569822598037815,-0.024523977609680187
PF4,,0.05803353436122944,,,,,,-0.019107620652980203,-0.02339957226783988
ANGPTL2,0.02410852834440991,-0.017414532427214233,0.022776765545994376,-0.012911527157166829,0.011852519406357712,0.0026263512521355102,-0.026658123630762903,0.004024889164043349,0.08235999701334269
LRIG2,0.06967850480953704,-0.01220960652692904,0.043773353937168163,0.0011013215010660803,-0.010045530624761111,-0.008315244008496979,-0.03409268631129995,0.0331784562426369,-0.018756860282569593
ICOSLG,-0.021265311098214137,-0.019405922936351724,0.06872055399650011,-0.027381653519554024,0.02210812746448168,-0.03931867990955553,-0.007912315871667824,0.03584741009996197,0.050957211119235714
WIF1,,,0.01223298048399131,-0.01680121378500357,0.02064386629492561,,0.058115113154576126,,0.07525965419543452
NPPC,-0.011269260473706869,0.035491504591880434,-0.048732187242203885,0.010477814257254673,-0.018335346973135654,-0.031751615533660404,-0.05228064115657114,,0.0660726953694258
LYZ,-0.05072692818663594,-0.007584277177516541,0.09875222783719563,0.045735498133139645,0.01702343840959535,-0.00685419311187507,-0.022671054909504273,0.04925866764292244,-0.002220449292025344
EREG,,,,,,,-0.026128264456960367,0.016654148804912214,0.011808977780911008
SPTAN1,0.046108482556493614,-0.01864508893357803,-0.014213831118676606,0.026953389255639455,0.0028768926935661314,0.03554651932265164,0.07664838071697683,-8.252130412054695e-05,0.01986615140647989
PTH2,,,,,,,0.0923375461285194,,
LIPC,-0.023680174782102985,-0.008176193192003587,-0.014269676694960208,-0.026972943043042874,,0.054082382794873166,,-0.02415926469627854,0.02044027708682733
COL8A1,-0.0013600217575423133,-0.013072358950166634,-0.010913335003859137,-0.050626784367676696,-0.010660871272802774,0.024276184108233446,-0.07268631502064056,-0.020723701899592665,0.07067701109088445
GSTM2,0.10408270700033824,-0.012329102522534385,-0.015202541059954987,-0.04545732458784823,0.014869913007992841,0.02383506144472179,0.02931277388260384,0.036271588317735,-0.007674127559663816
SPX,-0.037167277869939015,-0.001385936957257781,-0.026026278513486104,0.07385604647132789,0.007881452122607954,0.004544777594850741,-0.05162534370776043,0.027851933567617056,-0.013580625822453165
MFGE8,0.006752559683299145,-0.05998026394458326,0.03562374167665861,-0.022959310034806005,0.02529960254772735,0.08096421085886395,0.028679549100174447,0.01917172651265376,-0.054215022832521415
TGFA,-0.05160424370918712,0.06566995399758285,0.002940950053154874,-0.06516160271998307,0.006165062543012714,0.017209223647669164,0.01026717448155006,0.0597677015996012,0.09355240736887627
SLIT2,-0.01903487160894485,-0.01876401260426534,0.01171264217149625,0.023310868153449325,0.022739123558317677,0.0437871413641704,0.0387015150950977,0.03266235641821492,0.034309674950515165
PLTP,0.019842991817093772,0.041867429831121745,0.10926361615708478,0.011451080619207963,0.037168899814400316,0.019032372258422765,-0.14020984120701713,0.04230267205941524,0.008740008955035752
APOD,-0.11208273101154012,-0.04308084971450992,0.03768408130617809,0.016071737863597835,0.007670957846962011,0.0023674379208151195,-0.05284382554653794,0.027051223343712922,-0.021666767134541586
B2M,0.04108071033887354,0.017260195836590653,0.12128296965340823,-0.010974458741200501,1.0480854572752888e-05,0.08938859161705755,-0.10118920140410405,-0.009896972089132858,0.031034218805320056
OMG,-0.027753574636779143,-0.025924434114702587,-0.030866339376250534,0.010305363925233162,-0.030243994137022487,-0.03390730012904698,0.008516851876607646,0.007523610779160312,0.01740458640652982
CXCL3,-0.014894735259821136,-0.009228171897702617,-0.0237637781593933,-0.01794842883167637,-0.014113956533283024,-0.0024107548276592907,-0.058847013028599876,0.02512594699756949,-0.03982840806516966
CXCL10,0.0016419843225842657,-0.0037677731829378835,0.1131233624246438,0.020933376242379478,0.005486889171353519,0.032293357497670594,-0.028664300046635408,-0.028930631386117605,-0.04387159569319926
RSPO3,,-0.01828540416606953,-0.016457631354263546,0.002227444171857801,0.03335665504109849,,0.07074250777932367,-0.013617264110264824,-0.0014449056355019902
CORT,0.13578666915658416,-0.0410064228897023,0.004043143502799426,0.021101133473521574,-0.027164665375929323,,0.007994178945795684,,
NCAN,-0.024975047962245218,-0.005316469047511484,0.010371783997738082,0.025423069957710626,-0.03356866106818673,0.1584790244889299,0.08660281506722245,0.06030725395956374,-0.007429049092261092
PRG4,,-0.018046905354269352,0.03584963029247308,-0.02782421053497471,,,-0.03318100066475002,-0.003767470018359701,-0.0023091763992133313
ZG16B,,0.03422837856758289,0.06858487168836558,-0.014874643319844384,,,,-0.01697926285715453,-0.01996223500019278
TGM2,-0.03847863320888507,0.002209334459367718,0.0972400354284698,0.038986118158140806,-0.018178904306822306,-0.0017768163836981016,-0.017496493002530672,0.05397378140039102,0.004804431230598244
VEGFC,0.0826949107106165,0.0033905085858717894,0.013098234856413543,0.003604206750284999,0.01263661687815184,-0.03108705903013682,-0.03580324535540138,-0.024841218019924304,-0.01269223192176207
WNT6,,-0.001678547738257604,0.051742453843156115,0.05622470561869046,,,-0.027841029016175342,-0.020505949533750175,-0.02062697785786518
NRG4,,-0.00833369256268166,0.028804901953655537,-0.02857659823661764,0.007006532127868967,-0.024962459379947483,0.02528980007146655,-0.013617265636435248,0.05424167986222084
PMCH,,0.020923477936252495,,-0.021772357998346446,,,-0.01594954908178185,0.031061474967228758,-0.03972533221635992
COL9A1,0.0406058571831138,0.027527335947261037,0.1509132312288159,0.0024509263845697757,-0.02794737522824191,0.011662255949813148,-0.028560654153922782,0.0005779290974436264,0.008866875223865391
GDF11,0.0358501690457078,0.025969271603769984,0.05276240594011059,0.02086966244708726,-0.008774218699505149,0.005567626104766062,-0.024298001024160708,0.02594782620684818,-0.003228129442104723
RAET1E,,,,,,,,0.0676653080945548,
IL24,,,,,,,,,0.02171385178196077
SORBS1,-0.003615266162527582,-0.041754365084666366,0.002610424690750294,0.02125666368282951,0.04839449355818685,-0.04338508795950649,-0.056940007517306004,-0.04430435296597696,0.09184969249958805
DLL1,0.015540984632301785,-0.03374846236471386,0.006833840676364739,0.0019329598649776827,0.07415675491794786,-0.011807461552064615,0.05236487849668045,-0.007278999779004983,-0.051059510654342166
TLN1,-0.05147834390826766,0.025437756059527725,0.04008630019524237,-0.03052759849115611,0.0038881661104151624,0.007395566934206478,-0.08331946159537862,0.0023871924542483666,-0.02812381152691506
COL2A1,-0.017372300299693028,,0.04075620938061455,,,,0.03598082020420841,-0.019817721788619916,-0.027947184697615042
SHH,,-0.018753697713478443,0.02146735922770443,-0.05600870879715816,0.05852170660880082,-0.027071990174250382,-0.008964582653602726,-0.025965696865812404,0.0011089275219090418
PON2,0.02369111935598267,-0.013526702988595136,0.048045435766616344,-0.0549598942114664,0.04645324659792144,-0.016301712173763475,-0.016917809329807652,-0.004232578067232579,0.10140183056761821
ICAM5,,-0.029228968952277917,0.014515849141847382,0.10309516587742265,0.017388632300041604,,0.07351689535582483,-0.015481923430574212,-0.04472615928307694
HPX,0.07444958461013221,-0.03259972156023688,-0.03460502368888504,0.037204516579026556,-0.013193220465541234,-0.03346824358479145,0.05210619175115729,0.04989233113286038,0.0038564296651539608
SFRP2,,0.0328466840454056,0.04200150575361328,-0.0243284275907875,0.006760470224962837,0.027462889647368156,-0.03753239150382786,0.08942375318304925,-0.0008734162104288613
CFC1,,,,-0.0034172946493367918,,,,,-0.027447651959083105
CD70,,0.005231490443024703,,0.046867436853551284,,,0.010815088336773228,0.020633032782578033,0.051471812272510194
HP,-0.034470510264520984,-0.013455947107716902,-0.009571372376316915,0.07682746476251047,0.03760783899896644,0.000308069542328735,-0.0644089515174131,-0.020369940013371893,-0.009232764100567543
CXCL2,-0.03455526292045391,-0.0017803627893810097,0.06235697272341348,0.07362254653422731,0.012645859994941446,-0.017692917657103346,-0.02416000432853509,-0.009328841128929191,-0.049142797060754376
NPPB,,0.08088632667961582,,-0.016391888457505763,,,-0.02383824956289253,0.04623363384685276,
CCK,0.13682639562619,-0.0016457707968396923,-0.08175269300886112,0.04605601977428231,-0.03681598110544551,-0.05328321991345487,0.10712204755517125,0.0052450895090358435,-0.061189243119556994
SEMA6A,0.02745574837125279,-0.009817488841589436,0.00943372992919271,0.02258712170993408,-0.0199266261837052,0.02140859213309076,-0.06945837206337832,0.0016176583251105517,0.10642524046170954
IRAK4,-0.006306124966773599,0.0041962138570266075,0.1366248736542497,-0.013680722170990025,0.004843935971763319,-0.03622255137903194,-0.023449473517222673,0.040616625503018686,0.01585483953777636
GSTP1,0.1179660061358814,0.005082066206160857,0.065377307483172,-0.004643499401915507,-0.00022170718064564793,0.0019191852372451065,0.007330717544217665,0.034245214958626084,0.04928124922832528
VCAM1,-0.015858815212882186,0.00724009698310791,0.09198419593303599,0.056607563711838144,0.005253419543003711,0.027851352018898243,0.060553285766746595,0.05424092817824271,0.037849493817483607
NXPH3,0.017808017883484736,0.0277035838084784,0.02076000575885282,0.022139343349477054,0.008923524762518262,-0.03771583943277129,0.04880875616228062,0.07129492380880594,-0.01913459479196948
MTMR4,0.03752414211295958,-0.012802229700036085,0.027115419681865073,-0.08316549510129462,0.03582898308968876,0.0038870002260097862,0.0634747504187125,0.04178803687672657,0.004649655688966287
LAMC2,,0.04246348737511569,,0.15225623593898074,,0.017345157559229774,-0.015481525159677753,-0.026318380902431552,0.0237376959844175
IL10,-0.019211521061505973,-0.0018768199412754732,0.03322072228571776,0.0652066317502679,,0.01993839529176171,-0.03855216486636384,0.010307318426970307,-0.04138692169279618
SEMA4D,-0.07883233358420912,0.0024052541580450054,-0.047514820618789325,-0.0007452415366289306,0.023114845397290515,0.009399686251886426,0.015674725601033734,0.005989151046535575,-0.023861307421278635
TRH,-0.016982708389904327,-0.02357127175110038,0.06218504923342426,0.007631760148653288,,-0.023172322045655776,0.07215481233567866,-0.015471709695438244,0.08255250190480477
SEMA6D,0.040120183914899285,-0.005578382531962635,0.05233966027478353,-0.016453172050611257,-0.024765994126605132,0.015133103678892377,0.05473178628053428,-0.01444124312556243,0.09514622208159916
CEL,,,,,,0.042349272419140736,-0.029785081447025262,-0.03509162659068017,0.14272639046652566
PDCD1LG2,0.006464132157106215,0.0568265954555257,0.06131938671261373,-0.00961029235807161,0.07564471714209552,-0.05105465828126972,-0.048840111350863254,0.04789511895798204,0.09624445702484746
SPINT1,-0.03618125457359804,-0.02992204275910411,0.037228030433068604,0.012253799861177314,0.08539514645069236,-0.02679424611225695,0.058694890128544897,0.014303584206824003,-0.004052479679514014
CTHRC1,0.036417587934440575,0.03442961932846133,0.05072043785392316,-0.026992595509201498,0.001942699275498108,0.009363259254788304,0.016256913077810676,0.03608507954842799,-0.011533745680156814
PODXL,-0.052345224426471056,-0.0031153454946105342,0.06069586082885152,-0.016670724819168967,0.009660460254461765,-0.03673938450028226,0.05766309932866194,0.003771904756199895,0.014069291082278407
JAM3,-0.006224985866530609,0.005851733705327949,0.05533832565723611,0.010927480120442715,0.022496355808682787,0.010504685412799884,-0.023686955273198564,-0.06961494421724325,0.021883289718045727
TGFB2,0.023553027218766464,-0.041342145263626506,0.0830391491241039,0.02168689819333753,0.027466021587840818,0.026017141190937964,0.008608101954631525,-0.028897971671850722,-0.006453535350728413
COL18A1,-0.047197437115832776,-0.010485459360976527,0.07753112586799707,0.03268024477683603,0.09911707570390806,0.01807639010023575,-0.10587807274619614,0.009065240052052571,-0.028528438258183738
NODAL,-0.026867517138978593,-0.03693368636629193,0.112238254146204,,,0.00665548786081149,-0.017704285155938575,-0.021174441707556307,0.017068760079155476
INHBB,0.02411329924477113,-0.03982148948314288,0.06349571380864669,-0.008757374643167514,-0.01972660758911216,0.04937042813871497,-0.03643303006299521,0.02693450847833987,0.07448998243723164
LCN1,,,-0.020854100852209942,,,,,-0.01564583495169248,-0.020951904787817683
ARF4,0.06382943508032746,0.003027419887139475,0.055160666644675616,-0.06456458908936213,0.02111628379269512,-0.060597126248615796,0.001459702383828836,-0.06164538553660579,0.00021227983206874697
CXCL14,-0.041297764628593366,-0.03301326561740055,-0.056616682526033954,-0.030232486692959894,0.00968976996013168,0.06326627110025271,-0.042104390263826515,-0.069308558098773,0.058247320211721985
LIF,-0.02293833881833893,0.02852537201285302,0.07099093359402081,-0.03566436193854808,0.056910796861966616,0.03714813551648178,-0.08696655283119968,-0.01381425884064827,0.050375945032346055
IL17B,,,0.11921344113914911,,,,0.09945135504907973,-0.026428004435279005,0.020226208265516146
MMP1,,,,,,,-0.015949547818675157,-0.0071790388498188095,-0.04237430578231802
MATN1,,,0.013942782593351263,-0.01659775772280086,,0.06161775719310886,-0.0055754328900906695,-0.018816905097808534,-0.021588031583758844
ADAM28,-0.06514987634742458,-0.02889361250534931,0.12329263120041857,-0.004758346584763745,0.07059784098713254,0.015052452457527012,-0.021139360855940852,0.013005516062823404,-0.04644091248859334
TCN2,0.0027303981920367482,0.010702160777289662,0.05587287106429835,0.029580578806703846,0.01827220931351389,0.03787703842124697,-0.009814241085351491,0.02714368300805851,0.012032157626514935
THPO,,0.055396510828236094,0.10972553975243855,-0.034074476915485166,0.0010390532535098076,,-0.01969113490897135,-0.020369946214423344,0.03187547814254561
CUBN,0.04818541309127684,-0.025747261915012462,-0.0027390382795550007,-0.028091050299387414,0.05993478075845241,0.04097634445133193,0.012229538814233198,0.01741113617979629,-0.02243180255290979
TIMP3,0.07970552491309042,-0.004227573363390712,0.07278394580567579,0.01025611084322931,0.029410891179863258,0.021742673887103305,-0.11233046242705372,0.05374290342005486,-0.01271367351563163
PIGF,0.015765004597485924,-0.021009429757344125,0.09655899879810806,0.012069499299744775,0.060914527912605695,-0.014810897710024617,0.024109446466310677,0.03303633197367137,0.03370297359169765
CRH,,0.0064774445581423385,-0.03206812323778704,-0.02612874501334838,0.010359794954982036,0.008608916108944369,0.010555751577063973,-0.023200770764774645,-0.023986376681247864
BDNF,,-0.009012295903306688,-0.028997316220368177,0.008159189098287827,0.018981031965741427,-0.0424878711492492,-0.00013197006958407968,-0.03526573977353019,0.041674594547832754
CCL5,-0.024784423443728457,0.01116734138429563,0.029421528983864263,0.03700355351937588,0.018626361696683424,-0.009405965425785007,-0.019863802692106938,0.08097879463685244,-0.03586837006074569
GAD1,0.016495571056238386,0.005068643811001153,-0.036605545095482916,0.025213222721495013,-0.008292559294241027,0.05803436013114811,-0.03206807852753099,-0.002830321653581168,-0.006667657921768603
COL14A1,-0.032922407715290675,0.0014700128735280736,0.04814114847928089,-0.02770913039284917,-0.021319025996170776,-0.026614698466867974,-0.10239998817806781,0.0613796281993751,0.04299432133515529
HLA-A,0.04728638697694507,0.03338617513625033,0.10899988920476124,-0.011538873419999627,0.008388562448595071,0.10498643517984252,-0.1072455444593229,0.03585770079191726,-0.026883270393195734
CD5L,-0.03247022304467416,,,,,,,,
FGF18,,-0.016805887674059796,,0.04474951415322432,,,0.03878153455706431,-0.015471710936721374,-0.029636470290513084
ADM,0.001615807912762172,0.0025168205498485446,0.02509167129419362,-0.053650691553924545,0.021589869521048233,0.011732042197388033,-0.00960013792743322,-0.02206642752826483,0.017961162095369413
CCL15,,,,,0.1106273221078023,,,-0.013418613694299284,
GNAI2,-0.01437459934516818,-0.01151356369201588,0.06007028449658307,0.026641819071804868,0.06984895687916712,-0.03620044919288317,-0.023132811786882406,-0.0027707276005599097,0.04509450412771505
HDC,,,0.042895508548162146,,0.00928609034552063,,,0.062075838560113616,-0.021588021806743657
COL11A1,0.13273661821620172,0.042406511222553324,-0.017486058428274616,0.008972977871223803,-0.01986153579276104,0.007093787211642351,-0.10362482843445778,0.03921370213055304,0.009718943149599172
NUCB2,-0.013372905918755305,-0.03685650357554417,0.08608906144809746,0.05832261347425294,-0.004902194466192696,0.013134154789690959,-0.010396476035851459,0.00885358055292187,-0.06486584053888071
FGF16,,,,,,,,,-0.02127218906525177
CXCL1,,0.015548007661978292,0.013846608055618638,-0.005797594463282947,-0.01481107912591667,0.005409204316563165,-0.008485658690929139,0.0885524054168943,0.03842924272914357
VCAN,0.025205485988686077,0.013155449783229875,0.05547752902593476,0.03291155718207444,-0.03059193953574682,0.006020635057521608,0.050984070419685446,0.0003080348195414631,0.010145546650117045
MMP7,,0.01040109547695474,-0.015221773796344365,-0.01639188836794659,-0.028611796251427787,,-0.04404090697528992,0.030659996802408284,-0.0036255609166037745
PTPN6,-0.03818915735876568,-0.05596658187281845,0.11683481569973962,-0.016928585967113795,0.041034873934220194,-0.016545685759618692,-0.042466632820455534,0.017738273296482206,0.03103874930676571
PTGS2,0.059940536533428894,-0.010610301054749551,-0.011285134867066912,-0.028835775467739525,0.044030952170802266,0.055599641356561584,-0.014683518750159153,0.045137459198570984,0.006733325678484102
XCL1,0.038775701399557334,0.029297415485236938,,0.06649758217343246,,,,,-0.02464968536076847
CD58,0.03127284196023983,0.007289577823958738,0.08116323587873524,-0.009383446803023502,0.06267889050535845,0.06910041824713317,-0.01090909105080997,-0.03177573179630498,0.06702573036837305
TNFSF14,-0.027129918463944608,0.04096667150155817,0.004912094000724245,-0.029584579797337043,-0.014466526955868196,0.01184750117195098,-0.007198308389708274,-0.0196133769809198,0.1256950342316043
CNTN4,,0.019808304516791622,-0.024107638826832194,0.023539731573348977,-0.015901088190936826,-0.030637125079368166,0.061907563305733944,0.013276319716790073,0.037054439110832324
NTF4,,-0.010617037138281767,,,,,,,
INSL3,,-0.016805884377683017,,0.03945669835517598,,,-0.02303030777457284,0.004101144159383599,
BTLA,,-0.01601753931245424,,,-0.018474249714616295,,,0.005046034175481943,
MFNG,-0.026193141653287646,0.0038194789783147737,0.07919532133781393,0.013319549042902133,0.08828406241848154,-0.004556355135500071,0.04393285863647322,0.09953866351895288,0.01613939173761504
ICAM1,-0.029324098131332858,0.02136737371412223,0.12642124072265185,0.07184540306703435,0.039731529050370126,-0.03582485764340221,-0.05219344198873346,0.006286570906092931,0.0033431877047253866
PROS1,-0.04728323663272722,0.04004590571906533,0.09708290737456568,-0.01340471932871669,0.07946238026424977,0.04426854295020448,-0.12100965276310843,-0.036861262750576586,0.05145827282837373
CLCF1,-0.03722252498341037,0.036690932117054396,-0.009239251317833947,-0.05262443755857653,0.02659348241670352,-0.02391473346642293,-0.06903247409036534,-0.0004694979477125164,0.02085576811200423
PSAP,-0.12310115571895108,0.015400625723808225,-0.03332237112602119,0.022855334637365894,-0.02146923273202161,-0.01635875610519979,-0.09181672560625248,-0.011872594851339511,-0.03781963176575542
EFEMP1,-0.11333538152731401,-0.02852340072420601,0.06073992356069535,0.05359412045890476,0.029947985447535273,0.025536038931666127,-0.05824989640313579,-0.0700031393099614,0.06421674340645164
C1QTNF1,0.07248400980456547,0.022743557781791903,0.07524448639012953,-0.02835602294153529,-0.023026967700798862,0.04822331867790892,-0.05130893548228498,-0.03205412187102097,0.0306976565386959
