,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,0.041887292575154875,,,,,,,,,-0.0314220675585963
BMP1,-0.0018152590469313029,0.011350919266101335,-0.02970309179560897,-0.011322778573580624,-0.019440779716075694,-0.05261259618735725,0.06406426495232935,0.08498759384474783,-0.011970107882823435,0.10457694789234136,0.06475877977440696,-0.13246874271026324,0.0602692127651287,0.02690036200970318,0.13162035868920624,0.09922063169858396,0.10923313443490942
NDP,0.011868646860783575,-0.10464916583575379,-0.01440800313055359,0.025048508619039435,-0.05316181078492675,-0.1042678447273394,0.0018480758779342375,0.029780246584101642,-0.014216842036409015,0.08107867276033788,-0.009806816510115453,-0.13675294323970522,0.022689086321017293,-0.0064076430285944395,0.003074356010326256,0.0007774708195736005,-0.019896270054705102
TNFSF18,0.13518507117654635,-0.02457832422228679,-0.02788223646732961,-0.050204356053940885,,,-0.01258239544850662,-0.026323251598131776,-0.010176853080490409,,,,,,,,0.003805394026897999
IL36G,,,,,,,,,,,-0.013752909517746612,,,,,,
RTN4,0.13765787030478585,0.05873553915130198,0.028013894784508005,0.029810939606285246,-0.013902981500287435,-0.018179924445495453,-0.09021767012930544,-0.13461316743523105,0.04562621975839841,-0.07780688870173023,-0.085097828555167,0.12222574545072931,-0.012251180721597425,-0.030130964525863196,-0.04884386486328051,-0.06723266554433954,0.014904382831960007
HEBP1,0.02380688680488678,0.016966525029931435,0.04750534526614393,0.027687258955374414,0.06167050867014127,-0.02980295944915267,0.03849347215840117,0.05675052260861997,0.0310810280916227,0.07701986241947117,-0.02443703562020272,-0.008875755784000305,-0.07292101903606435,-0.05630712810179733,-0.011609356788687106,0.003953832409572932,-0.0007187022659953301
WNT7B,0.03718980159207311,-0.021291405526619966,-0.04126265158407372,-0.005501412260376492,-0.034845314702340424,0.18839715666593052,0.020201400888708913,-0.05236594331672861,0.017861765434976022,0.07596909307680316,0.007163417088196587,0.09809206232245642,-0.036534029801147755,-0.033968014181955886,0.012553506984062495,0.09696729791013099,0.02308981753795495
PTMA,0.015383616788493865,0.09650905852164518,-0.13712952013604773,0.0087484525923058,-0.012460827388761198,0.11055629895972288,0.11240781637852676,-0.021051185729838176,0.06448051152792976,0.12138373049146152,-0.03767789048828184,-0.08095333351123614,-0.019606263592151025,0.009348363489679974,-0.01884759270587915,-0.016748279442061552,0.07663637901533821
FASLG,0.0584225827390226,,,,,,,,,,,,,,,,0.11194523683109689
CEACAM1,-0.002658041972901946,,0.0409093814671462,-0.026807667016608656,,0.03934435798747758,,0.02811065462204433,0.018134959901152124,,,-0.007843254126030113,-0.032764303103946894,-0.01903395371202308,-0.02225084122148065,0.034755892165283325,-0.003911620228267079
PDAP1,-0.07006700402512792,-0.01449411532015061,-0.02040286941934797,-0.024735506417453,-0.03476109994919507,0.017047240566652022,0.04189844460321827,0.08898815782313593,-0.029641911823132347,0.10630473886889769,0.05010114036196993,-0.10191479454168192,0.03644869253087267,-0.024343873572590935,0.004055163411707254,-0.03553525009090269,-0.008078040320171512
QDPR,0.19382639438790156,-0.043614314023787855,-0.001531777563472309,-0.06496088506568924,-0.07522562806874447,0.0040473546859028835,-0.02433433713931874,-0.12253061121027636,-0.038161048679043796,0.09833176763879961,-0.05916472587864262,-0.2154023991724886,-0.11039408357938936,-0.08228276864025164,0.0017422459454511186,-0.0601427781903412,0.012086421917728749
POMC,0.0710950836175733,-0.006025587352124646,-0.03241857535215113,0.0012092193309410806,,0.02414151328215639,0.013428161930255828,0.0693111373024902,-0.011808415548016295,0.01733778680116705,-0.029465756047291243,0.017047666206464973,-0.023570053196700604,-0.03441292828639074,-0.034835812471765176,0.02839519191880455,0.1225428631400885
CCL18,,0.07505319691795363,0.023815811695256688,,,,,,,0.09747286119367383,,0.03868577309482604,-0.023230429597516505,0.017133268406905565,0.14192496849925632,0.11810535336169437,
CCL17,,,,,,-0.023611493102767785,,,-0.012692517163806401,,0.04063307918986827,,,0.1783212145375691,0.07473140293967094,,0.14515649187974505
VEGFD,,-0.03713803687807553,-0.022145686957750904,-0.021680553672238236,,0.07186388782330118,,0.005168384445956766,-0.013522803490163778,0.04544765843215119,-0.013464877803166256,-0.02566276714065151,,,0.10497767739944343,,
TNFSF13,,,-0.016711846029244755,,,-0.01628667950146956,0.01744569377516904,,,,,,,-0.009245844241928227,-0.022529454457131882,0.07878899626010254,0.047594108612877224
WNT5A,0.007557101005960043,0.12040167028007408,0.0063898587265304885,0.05654315778015649,0.04349891506530014,-0.06230649012467426,0.10360542039499342,0.02114183868796863,-0.05490140954811207,0.0420226392013496,0.028621695153811445,0.00597235101434768,-0.04042865367981287,-0.007980783474355341,0.11914011075253893,0.04229936679006946,0.0899248463729596
CXCL8,,0.06632291014875309,0.11805146027476977,0.023030204158656434,-0.0017579685783324435,0.22234376981009688,0.06622002283426368,0.09806021657289443,0.00703282486785059,-0.05396981260428268,0.03556087014999421,0.3451580841816865,0.05502849276585083,0.11295901989142881,0.09277598932912415,0.07873169173152403,-0.028430698954093298
GRN,0.12674661324581613,-0.043128155922723045,-0.04951551491893062,-0.016085164493044146,-0.10409000897703594,-0.05183862195809766,0.045270618214258575,0.07635165882137553,-0.03675060554204345,0.003645273928371162,0.08007477883558312,0.000550843079956611,0.035919323281819085,0.04683416974265198,0.011153004119344676,0.05633348630348733,0.13758792001893866
MIA,0.06218374083657387,0.01790493402267077,-0.03559965979829287,-0.005394214971643565,-0.023872947330747366,-0.0007426265293955311,0.043924046839499485,0.04760807406713263,-0.02494731038092041,-0.008955131363903655,-0.018440767213934988,0.08390575639756942,0.03573513215616321,-0.03667155985731746,-0.0064472262811915,0.0439579395108415,-0.042314569920294934
COL4A4,-0.009076649956201766,-0.037385915483771064,0.013024395582650528,-0.008982040430727154,-0.019378034414020733,0.006590450592544916,0.019675723166922843,-0.024318581636589193,-0.013251380608632889,,-0.01788822833335452,,-0.029370521434986512,-0.0356805125922517,0.03997236195763743,-0.013048480732023434,0.040546259008630584
TAC1,-0.02274566034171001,-0.03368784147587273,-0.0032537639171994624,-0.03768980637436223,0.021652881263772593,-0.04924383025423736,-0.07311767963081303,-0.060035760360720704,0.06580450160072886,,-0.03170168429545917,,,,,-0.04404796453402456,0.019269458046024878
RARRES2,-0.1577195672563924,-0.002027717524407262,0.0520359986389625,0.040807348987861064,-0.10439964796462607,-0.027917180401291576,0.020228065569996203,0.12953818883406432,0.003889304459829649,-0.10839794094819145,0.009012703342047514,0.06623539109236436,-0.027762752084768253,0.06261373876863356,0.06276019665084198,0.0590666889883422,0.05351891281584152
FGF7,0.0008196300872238142,-0.07760510882808856,,-0.01966652110961282,0.04871863889979334,-0.04185356226638792,0.0523710501590568,0.006573489207772449,0.026277857259389845,-0.0021163302588325123,-0.015634327330720427,0.060515477815932854,0.08143049631163116,0.01683803254861128,-0.005542206843564663,-0.017830152142971675,-0.009537763422408741
EFNA2,,,,,,,,,,,,,,,-0.021147935486253034,,
HBEGF,0.06639831728706526,-0.04601427948624129,0.05169208768054106,-0.01587305778124788,0.050624806619776495,0.05150451197066442,0.07784339775726233,0.05916686348267845,-0.02865352939180831,0.10151558842635082,-0.04046064237254735,-0.00950183799718549,0.09901192715011761,0.05914954165082248,0.0375839061067719,0.03568274997061653,0.061888478544423656
CSF3,,0.05709227474329144,,,0.10378990643419977,0.09680795599526831,,-0.025728591296939055,,-0.01191548639882719,,,,0.09695792404995085,0.12306935200478179,-0.014312193356066497,0.04145842244936475
PI3,,0.12321918415973111,0.022551113381359202,,0.005691003871357821,0.18926206977430596,,-0.02897073338100209,,,,0.02701308259900886,,0.11665581053178509,0.06098838781478264,0.10322078951914208,-0.056503583617568194
PCSK1N,-0.10382223217108665,-0.020260366269200327,-0.07971673828184166,-0.015037240452888134,-0.08273058895618032,-0.0844600860103303,-2.7151204397561527e-05,0.009068363009475456,-0.04207084653612356,0.058602837643737866,-0.03850137263116103,-0.03197646865885815,0.03782032395628128,-0.09377613660111837,-1.3172667232322586e-05,-0.09056180626169819,-0.038219604121854024
NTS,,,,,,,0.03693207765031981,-0.007142315721186321,-0.015138161971049434,,,,,-0.03150265383890111,-0.025764746285354558,-0.06559152064918466,-0.01710279847588392
SFRP1,0.06742289078397241,-0.057724314875182633,0.044773117819998313,-0.013196818924460424,,-0.02060194040115012,0.061762244658803984,0.04695169011892457,-0.028108390900009477,0.10466386578021433,-0.03587485153444433,-0.13583593809650604,0.03925279540051368,-0.04842837258663556,0.005965992524832277,-0.05216202009105612,0.09439988384303233
CXCL13,,,,0.015850729842844764,-0.01795967878828388,,,,,0.01940181533822583,,,,0.03189468605024374,0.11356848482047778,-0.0042153369194933045,
MICA,0.043570519382116646,-0.005725881508092855,0.00463927744228323,0.008478717733874791,-0.02204236802120317,0.006657793650989614,0.08127366121947653,0.08415848832215649,0.04495039842509383,0.016767701290130915,0.06022602929824473,-0.04598985871299934,0.007822896030853595,0.038382348940700396,0.11190561004916945,-0.01185277057969036,0.041858049141025304
TG,0.0602719445916547,0.010022574960269908,0.0033986451811365012,0.034356721328456304,,0.06958043626525225,-0.016359503803593602,0.008088965895340758,-0.012787230713346202,0.035596044342956164,-0.01887241005194754,-0.07389190286626675,0.07227387968364841,-0.017942999843331725,0.007006705056869529,-0.00372736140066832,-0.03459781886163117
ADA,0.06488159429273903,-0.044073055812440864,0.0056166901024739275,0.0698294555651167,-0.03837770800576481,-0.020333419090179022,0.02617814500281591,0.1148517489725432,0.01931825977658811,0.1207020926974671,0.009042821237619984,-0.1866972629863726,0.05436625194783031,0.0010728342303898783,0.04534685615647014,0.06994149324334235,0.12501066638186306
LAMC3,-0.03518003830636653,0.08596130643834511,-0.04884592408112199,0.028807969543373734,0.02322674173711771,-0.05192034534487635,0.07475835268322488,0.10757473875376583,-0.037805193054680865,0.1180410246388857,0.07364515506692033,-0.1271080736314719,0.0639666535778825,0.046095906776037955,0.1375818484670353,0.1287724120702611,0.12004337732855529
CCL7,,,-0.014086523250142214,,,0.0745813499111475,,,,,,,,0.04528555887104292,,,-0.027252338783167497
