,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
UTS2,,,,,,,0.03916867647746625,,,,,0.07199373729139981,-0.029177601958568562,,0.051330957105678345,,,,,
BSG,0.06412521424033056,-0.014728629572025014,0.0556671791042567,-0.05252707021813434,-0.034170100635301716,-0.0315958927764781,0.06535992104908339,0.029806037213859354,0.05192544158530466,0.07471250276792678,0.11054921438162649,0.08460769766433074,0.026529877503559823,0.03892177734533826,0.021103690912330848,-0.008890203490426608,0.17556396622356887,-0.02724996062535057,0.034057605857585146,0.08935835226723844
ADAMTS3,0.041097219694724574,-0.026885145301946543,0.029086810973261334,0.00964838167869602,0.03449764882744787,-0.008510576559389374,0.059977530841653144,0.038898748518604295,0.033110397512072134,0.062216216444478056,0.04622835081512747,0.10582742819760521,-0.07710707400516262,,-0.03389032173293926,0.14469004584866052,0.04824419406180361,-0.011502846939451587,0.08099769504880648,0.07033590569991319
CD34,0.0734669464630401,0.0566515325222545,0.0657958216584298,0.03954262861104755,0.012733116857174058,0.010296978146460573,-0.004710937006543882,-0.04210794700423613,-0.00027070393486727687,0.006605323964198533,-0.032045961682406206,0.058178493139473306,0.13588382588593234,-0.07084268331377942,0.053640501496290176,0.12088510543614031,0.11986995694700482,-0.04452376268620275,0.009878351510932035,-0.028406387668927054
CCL23,,,,,,,-0.02538255398805812,,,,,-0.005031131671359811,,,,,,,,
PLAT,0.008744661211551217,0.09596754224349466,0.058774173751462246,-0.035096382930051406,-0.048426391060312865,0.04895344637920731,0.039455058662278324,0.015875114182018125,0.06580394797932569,-0.08523232268764684,0.06895244946886496,0.025210310908469268,-0.030608703321877647,0.00245691278216517,0.006847650925146654,0.18971960375082772,0.11506453046306458,0.05367710136413558,0.06438486514123676,0.04647965894744335
NTF3,,,,,,,,,0.05466920983213308,,,,,,0.06056178647455805,0.2603139381369483,,-0.0521979478403871,,
LTA,,,,0.08490168505315716,-0.017606812197762334,,,-0.022768288054264375,,,-0.011789596903160036,,,,,,,,0.03513752577079505,
CKLF,-0.00291399255161082,0.04700147496785145,0.03553647790884167,0.020083635948289404,0.0022609093927043623,-0.016335750635024356,0.08029901439190403,0.015588097953943725,0.02566181027569431,-0.05297434364527502,0.014918814085732788,0.05373751826153835,0.1117854664525384,0.11840995721697431,0.03145505053036488,0.12797922649033955,-0.008117301852654926,0.058656730350470906,0.0787511868845645,-0.015216974474879956
CD24,-0.0013536724931398553,-0.08556846735660902,0.028963917398634836,0.051026367910625384,-0.03473673052232902,0.02926006253529816,0.017654470778633174,-0.06475717763717871,-0.006723924988608991,-0.087903043794916,0.009639973303012923,0.05770922148014031,-0.03135808216725749,-0.10910354683119633,0.08740756670079985,0.07970422965047479,0.06466109923775727,-0.017173359500223292,0.10062425909340167,-0.01854646390512627
HSP90AA1,-0.10281687680643586,-0.03894730699575554,0.01247577089745705,0.002613242483911721,0.05375623717440419,0.051505027375315225,-0.05349862469465888,0.04787279233036588,0.004271737725927027,0.14204794515142227,-0.08197256388244313,-0.04726451801904642,0.026877175221688296,-0.006584976228116017,-0.11176142977907147,-0.2797309419934817,-0.10982254573145919,0.0059953400862738275,-0.11516553542757689,-0.004663524535341648
BMP4,0.0011315687143681145,0.05525217605382647,0.029478397900692375,-0.014015222175024121,0.0555335876602433,-0.02167641082642335,0.032126867814231956,-0.012152812839266952,0.017865747711595117,-0.006592579985965245,0.06807182479403989,0.09049952186703657,0.12537955731604467,0.045723816145732954,0.01570834841578505,0.07271474375103645,0.10710300078584578,0.0002112245176965407,0.11369258753590876,-0.010794152328271717
SCGB3A1,,,-0.023560379050948956,,,-0.0249927570438645,,,-0.015185580229064896,-0.0146411040281657,0.014617045036424534,0.0033382781528854305,0.06282261152732901,-0.01908786900778822,0.14372562967417132,0.05131294781002996,,0.00851271302852738,0.0440060387641299,-0.04075571697243952
IGFBP4,0.004031902175981618,0.05084946009453242,0.0443737408334483,-0.05229491466421199,0.003853467313762433,0.04261023500431763,0.0644305033332387,0.05859466729009937,-0.0005321844140749659,-0.00919455413146916,0.030545040407414407,-0.029759476483779544,0.17352167920152672,0.0329254589616738,0.03553846362420738,-0.08868044132534605,0.14286030080518689,-0.03938016428640744,-0.040197489825146135,-0.03985803907505395
RSPO4,,0.0021149355929699193,,-0.02137354189986207,0.016201544163153316,-0.028845704330314085,,-0.02268801407646585,0.021770640589652182,,0.0065927594772010574,,,-0.0389762732965444,,,,0.01196341099851953,-0.0057287867017501645,0.011473642271261566
LEFTY2,-0.028771453484365148,0.06274740544616972,0.062037566066348,-0.013383552719984752,-0.017530632586987147,-0.04477299209566742,0.05704854587842581,0.027149723015469206,-0.01665117200928558,-0.033247056574158225,-0.02400663990748412,-0.05700043543242746,-0.07820830154368835,,0.04701821484633762,0.06978883066285993,0.1858082504319253,-0.044685905962606506,-0.0025041684451382377,-0.015670247664400696
PF4,,,-0.02444011127132013,-0.012026457023707748,-0.011985576499334469,,,,,,,,,,,0.02535739082314399,,,-0.035048556581329146,-0.019831016527507097
ANGPTL2,-0.0051352224365532155,-0.017417301277811468,0.034079459295679244,0.01771333371338258,-0.02326130418778699,-0.011207549354517107,0.09973684608582896,-0.06827166325784614,0.018015983267638067,-0.10590944816676487,0.09099209691890603,0.015920833091219107,-0.10325944201825082,0.0609122811606658,0.022984641582339982,0.21722934242377426,0.035933042375547224,0.032945330691024614,0.0654042405591759,0.06546881097141015
LRIG2,0.0462327772836033,-0.01649322426663847,0.03925226870578029,0.010344897924101568,0.015684131891480057,0.06417574148945196,0.0642281698864912,0.06595840410537018,0.033284806609101714,0.001360754082849515,0.03199822154084185,-0.05137236079770208,-0.014623851799760104,0.033124754409382264,0.04744035000866968,0.09120971538248841,-0.03554589299145789,0.012586048179260808,0.041428262355972724,0.1108479957345359
ICOSLG,0.040839983281308175,0.06036244294100499,-0.003698633653660988,0.037749927708217355,0.04003331985959108,0.007402287640970678,0.019387754616924206,-0.01894241181284197,0.0346347847368669,-0.04516309414476818,0.04822738237537537,-0.02764020610694942,0.11288573155354206,-0.024551294630663207,0.05914042499388885,0.11730749267829006,0.04431227634438751,-0.053758457108638524,0.003171362528700533,0.05377442013869812
WIF1,,-0.0059592319640596825,-0.03579878668550071,,,-0.012191892084853093,0.011034915861002251,-0.0071566734362476965,0.0418987899200221,0.053189896333052385,-0.05410596538320274,,,,,,,-0.044816463502238786,,-0.032296288357347214
NPPC,0.06290664344241655,-0.018254468626936193,-0.018629102653206518,,-0.018592584870645693,-0.010431436419713941,-0.03468017536813289,0.021979924074392455,-0.021104237197427114,-0.01628471941646846,0.01973758423494533,-0.026295416213241052,0.028742545543944516,-0.009434670989433446,0.0894007991560378,0.040506513653688035,0.010384840328901954,-0.009604274417233197,,-0.03615934857864229
LYZ,-0.01509174065041642,0.05122342731076067,-0.0057758002146807924,0.015495404307868107,0.058558957227103976,-0.053748173428014814,0.03617809016337715,0.007188780282908719,-0.04616836572665714,-0.12333333896185772,0.03167444692468994,0.06600734012987404,0.03305340381297651,0.009019444447536131,0.013923975551216052,0.06207195275168332,0.06729212057173119,0.03697984975186731,0.009481647909454055,-0.034472773485743576
EREG,,,,,,-0.021554044094158915,,,,-0.03420150514943291,,,,,-0.01621132673238291,-0.05607998548016167,,-0.03734776207194879,0.03602165611713141,0.0675677765482844
SPTAN1,0.06881196535754439,-0.008592268458887643,0.025976707808720412,-0.01752816710270254,0.007216376404137793,0.03099665378710026,0.013558403278012568,-0.023237428677796376,0.035782697653770124,0.1270958930537676,0.013035752999530983,0.010476296207285744,-0.029458881977994678,-0.006637267200630964,0.053606547860362334,0.11800736210392127,5.461330629258038e-05,-0.010766317221874407,-0.0017682875565929197,-0.1377751882186045
PTH2,,,,,,,,,,,,,,,,,,-0.02161208909262925,,
LIPC,-0.03720391866633521,0.01107818964008436,0.03775282009280751,-0.018100460569545656,-0.021538973623312332,-0.027927389523064894,0.03432520586918252,-0.03596038209759002,,0.0007820426894966751,0.05761496273101791,-0.027883597186978287,-0.03910933830050344,0.006083540828578788,,,0.0028712370431216976,,0.038189906455237316,-0.016527354860044318
COL8A1,-0.031225897765794597,-0.011006594351940666,0.016861382287088875,0.010627590495413843,0.026427921205660693,0.026128092646177225,0.02198479058798861,0.008501417534040235,-0.01008997280950734,-0.11296828680267708,0.06688198413760225,0.11100434887758565,0.06185186810836158,0.013003760377395951,0.015885651713740515,0.0393012683534591,0.08072295091465709,0.037822556170651375,0.10456857703924732,-0.006977099553651982
GSTM2,-0.00015624663960056784,-0.03153379910456458,-0.02098095171135854,-0.02635307353723178,-0.04146197688402054,-0.04337609328088473,0.02126634026073923,-0.001458167196057552,-0.04488364308081744,0.008342343948031947,0.02826534009147487,0.03190951117717189,-0.030524757858086397,-0.069415004057572,0.02678682160389422,0.03947985289914502,-0.0072372828912541185,0.06597460554999944,0.04988842157897785,0.022851208122391397
IL4,,,,,,,,,,,,,-0.03630587067399286,,,,,,,
SPX,-0.007622417190071059,0.08293245444525868,-0.040919635613662596,0.07220078828806437,-0.01686738426900177,0.05223190588192064,-0.02164648558980565,-0.004929458786553071,0.008653243169803669,0.09704774167084436,-0.06261515239053672,0.009992239326743193,,,0.02326039786580265,0.06617891053222809,-0.07442978645348104,0.003146341299615193,0.06635966799728912,-0.040453011706722025
MFGE8,0.0460475899727902,-0.05328508537708147,0.04887022945447587,0.027806717227667158,-0.005355155288072791,0.04433582076534242,0.03037419209981124,0.037083980582808894,-0.015295134874508317,0.0021610182048006693,0.04670297587883699,-0.0057751628849641995,0.1532094725425044,0.08014644041644105,0.10670995145481657,0.04902200556678794,0.13286230184760706,0.024050655922793807,0.003773221929779295,0.06901583817413996
TGFA,-0.003345441161402342,-0.016936077305919527,0.04973809684580709,0.017364310974508877,0.02575149955109855,-0.012205707408360454,-0.01128538844242547,0.04061776356717941,-0.044492684045925775,-0.04793962799205675,0.06957042546528097,0.1231264453106303,0.06330027099629773,-0.020364025383766065,0.059027988895834736,0.10508725731516308,-0.04513983419403764,0.03028267010684681,0.08219742068380079,0.09780304505124568
SLIT2,-0.0147627787291675,-0.025346406270397255,0.05212501436505665,-0.031358612111995476,-0.01871506596077579,0.0614572244073992,0.03937699949813477,-0.015620808565137381,0.004259766855107626,0.09285405961523455,-0.025625973283830292,0.018800481109457895,-0.0006606372065918342,-0.032457735344023436,0.04315908507368266,0.05859128974870827,0.012746027872973489,0.05066361893596192,0.057877558638921786,0.05769107708711604
PLTP,0.08914820419959316,-0.017029431508995555,0.0319128024598862,-0.04223022937725774,-0.018258611199580024,-0.01580653491324842,0.022077596005171014,-0.01194344879880157,0.049470167604779514,-0.15999102095528886,0.025356778962895402,0.11096863441894109,-0.072082279066342,-0.044531232957067554,-0.03616089484704847,-0.014756863106731697,0.22600075690014018,-0.05449511713144933,-0.050323702614117206,0.007362839245705156
APOD,-0.060800868405802476,-0.01829159369081218,0.020782356371009433,-0.06803973384943367,-0.0650493889340211,-0.011085438439525072,0.00970437218911051,-0.0009307543552215993,0.005139841208892615,-0.06951099496543056,0.00835547483449346,-0.0841205581311343,-0.02350549087723161,0.030364377447098856,0.10286312340585904,0.276274695523061,-0.21894199844189619,0.06832991776485094,-0.1081147253185718,-0.17456275041614341
B2M,0.06329706275294944,0.07474155906665383,0.08869299703860455,-0.015856537872802123,0.01877183966298012,0.0002681447129292182,0.04082782671311965,-0.006844878043322097,-0.0017341525672745807,-0.1426815453980778,0.021863835289665522,0.039633573367388056,0.09588403665465298,0.028762628952353736,-0.00213759363215136,0.14282328712420325,0.17987345975416755,-0.018796583358379217,-0.0057274320288406766,-0.00455638517366709
OMG,-0.02975571684302093,0.041387831785137705,0.0532521402626769,-0.0074257433557124945,0.03907529019778274,-0.004314847373300437,-0.03672425380088754,-0.0066338382461858395,-0.01173692688039929,0.02818037380177804,-0.028392909214289424,-0.07657826577352807,-0.08520266283644526,-0.026002543883228525,0.14177342921390013,0.25442066992289464,-0.13222686777520815,-0.02643820450180594,0.0924406762574472,-0.09698477751783731
CXCL3,-0.023401116092343664,0.07122946186252742,-0.009594477734214582,-0.011699580898352862,0.0630216610449098,-0.048721540987092034,0.04196427476233666,0.058220802210851935,0.07134208865705133,-0.011626121747382992,-0.014356167994307514,0.055215833169865614,-0.007120584496596662,,-0.015138788552433276,-0.09298811648706916,0.026202245684183265,0.019195137130997873,0.06350477030770732,0.050689812624308626
CXCL10,0.026506281634806714,0.09586832447484833,-0.00837208685175782,-0.04033338664548594,-0.02385951897269866,0.0170550720634935,0.00026394348735184545,0.022494338058010776,0.01029346838439254,0.0021206665395149846,-0.04347674576911737,-0.06843031036231685,-0.02539458069055094,-0.018561064482060286,0.04669369474431274,-0.0308861677767826,0.0011136363911148186,-0.047923523736656,-0.02056283519434544,-0.01883173959419235
RSPO3,,,-0.03200378135767442,,-0.013918908828769713,0.061850133189376905,-0.011084714848184631,-0.01813916833097743,-0.0012338980635710158,0.1621995699352082,-0.028589617083122663,,,,-0.010959488639479181,0.11990682129609959,,0.060508848855803744,0.0937968795719631,-0.06763545447401012
CORT,0.10139897160922698,-0.037698233451784725,0.0315278711353173,-0.021478490673849212,0.005188403632546363,0.01008365827878908,-0.0262086147448992,-0.05740934101367995,0.0032140222029718394,0.0722709542993307,-0.03429912476431143,,,,0.014109662881647993,0.1092856232125504,,-0.024526784521677586,,
