,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.07119065519387098,,,,,,,,,,-0.06839810810824665,,,-0.011691906280208504,,
BMP1,0.04978227397583453,0.012170747496213894,0.24486684506111492,0.006015776394377026,-0.0027122633048030226,0.04633501223597761,0.14397123382619756,0.15108087746620644,0.036202644787033854,0.029926207402848976,0.030051145445709578,-0.0732260566048859,0.10498845935109852,0.02430823116020865,0.1523091709555846,0.01738698195242687,0.06864367537008637,0.13965631002816095,0.09722304619721778,0.016846604049170724,0.23114870258663772,0.12160189678640283,0.024118285362704203
NDP,0.08765146673142184,-0.003692632275008811,0.11260528872564239,0.04398503445803227,-0.0006972702803924294,0.11115186660866813,-0.010425571641317048,0.07606434946496671,0.06089709426492739,-0.025925884834748086,-0.0642992397219619,-0.010618359273891157,0.02041643210050208,-0.07482918915904246,-0.002647287944003855,0.005503227845490023,0.04041945737289233,0.008633109596999056,-0.013498697290723765,0.012430271268876254,-0.016234239918589768,0.0891824950726155,0.028821703358161685
TNFSF18,-0.007566723871989295,-0.02016013215446409,0.06869159593237488,0.06024255866107198,,,0.06098097037510328,-0.031246831319961275,0.03630542689953134,,,,0.1162520114135216,0.06663414317377989,,,,0.015113820153730388,,-0.049112958343288424,0.054529166343331756,-0.03279588159253236,
IL36G,,,,,,,,,,,,-0.018034325823429335,,,,,,,,,,,
RTN4,-0.04515969170237727,0.05557949141563463,0.02438563133071643,0.041017189929339504,-0.033232143878055,0.043403677519729164,-0.07678983656587533,-0.19569982720367088,0.04509696336435431,-0.027408699485019325,0.04280513148801699,0.1537385546458675,-0.08301179355186024,0.05368512228448431,-0.046759560861767746,-0.06608143500805898,0.01643649136346677,-0.1406401380471659,-0.09206681986710721,-0.12211598663062481,-0.1081536655261886,0.09716183828109619,-0.0522586542314976
HEBP1,0.03626929226072784,0.01961321065810905,0.0009135500560951599,0.0137753222233225,-0.06254144047858426,-0.005915809001028138,0.017886315383298965,0.06176952061226719,0.028634926270265856,-0.00588202302150843,0.06340913171867285,-0.00978041845079122,0.06747422083397414,-0.0014547979733857957,-0.017704067183010617,0.0736697183812385,0.05619236792389656,0.029325172677021824,0.03831328386045666,-0.06413558819283925,0.07894200661969118,-0.0054844565955491495,-0.11488210892688858
WNT7B,-0.05506681350667969,-0.009268289414637424,-0.00905554566243091,-0.025377214375967103,-0.013688138867162917,0.00802246759239234,0.04662533485056293,-0.028749976650836367,-0.0029728650910155587,-0.00038482079428799396,,0.032136323752288885,0.1004229342354887,,-0.042645190208516905,0.0290896313550037,-0.0005979605296423604,-0.0005059159080701916,-0.02344652239942266,-0.04911290741683998,0.06761642170083866,0.003036797511725758,-0.04128130623137922
PTMA,0.01230390593380009,0.006274878341706827,0.09892969931715626,-0.0071540639136182275,-0.04653803618148546,-0.05203712874354428,0.10877331811328504,-0.05335182393379505,0.018666074263138373,0.0476273907589252,-0.08547737346930247,-0.1221354017199501,0.11438240786044353,-0.02060871035917495,-0.08407877683409769,-0.01895410088861643,-0.06210476776563864,-0.11373322109491017,0.042934568412158945,-0.06866991005511128,0.1572237326428766,-0.04106722995215804,0.02605458707349167
FASLG,-0.04544602822306409,,,,,,,,,,,,,,,,,,,,0.0536893751492576,,
CEACAM1,-0.007820595426036556,,0.03859551147386543,0.00969614290936568,-0.029188573068021577,-0.03263209085573834,,0.05624086242172024,-0.026542996838457664,,,,,-0.010391094489467944,-0.019092050809055284,-0.015318912199428424,-0.03680388193985053,0.00429143441561413,-0.0347134113328217,,0.06201011037076438,,
PDAP1,0.04333680547397835,-0.04314377310395161,-0.015818579473535637,-0.00043689284904193146,-0.023736914469740595,0.005241232424080093,0.08235315268926241,0.13191813033065172,0.02061332310248823,-0.0286744457934202,-0.030862139324572765,-0.06066512323972554,0.03448374405266771,-0.005241695442966091,0.032683072931124525,-0.0026577967580001405,-0.03794853129594926,0.036107658418098175,0.022730255197792686,0.030941987520825196,-0.08112367924257942,-0.08445701805811875,0.1661360168536691
QDPR,-0.04673387001654513,0.02002606059578817,-0.13504683928736644,0.0789176419753792,-0.013709273804356973,-0.0027031613493119114,-0.006318961067068566,-0.15756643765162517,0.06780558197509566,-0.0019844888216480816,0.005063108372978217,0.010415059915802063,-0.07917372627324952,0.036435758524339945,-0.11030849425980789,0.010645623087391254,0.03195968467646917,-0.14558671058751618,-0.02794787163336189,-0.00338065334715505,0.0014056359839692654,0.15048092250603823,0.04259378124828274
POMC,-0.0238614596662913,-0.0380656939652818,0.1391018030798342,-0.05470930719151147,0.0018957809695240838,0.04892407166984713,-0.0095366371845945,-0.00268265789625453,0.030110305200506303,0.005550915122599075,0.04221955284171652,0.04608816853530555,0.04777595991664446,-0.05380335386350843,0.09031183092173234,0.031871353109328544,0.10228986407104493,0.06109697083317952,0.04936265903232152,,0.06265318391010682,0.07459851548423611,-0.061808187474628115
CCL18,,-0.02703639487041024,-0.06713777616790742,,,,,,,,-0.06122243103893782,,,,-0.035239071080783155,0.06786503512910724,0.015492651279806036,,-0.08229774852655818,,,,
CCL17,,,,,0.018010873473930846,,,,0.014479110191015061,0.030373695964017643,,-0.014501483694893107,,,,-0.037828340689113595,-0.028837764621492484,0.05690771668260968,,,0.014886627839201602,,
VEGFD,,-0.030462114692931794,-0.024308225459007668,0.03270782816579911,-0.030465490325807972,0.06630056840675061,,-0.009555678953915736,0.0854372989717024,-0.021629716167389512,0.06729841985454744,-0.017503144915005313,,0.0884923563969652,,,-0.014035016730968936,0.013450908704734586,,,,,
TNFSF13,,,0.022095954854309516,,0.06233515652527437,,0.003974291146446033,,,,,,,,,0.0971812761282746,0.002964922276954418,0.05551675834234764,0.018527503736314555,,0.06778191783806824,0.061754993174388685,
WNT5A,0.00029071616588246776,-0.06665600248741395,0.03249477256677299,-0.020566885867699124,-0.009187324507455207,0.03578648058925786,0.052345234829900195,0.10165926275176561,0.05102052485449921,0.03406557945690863,-0.02074158491226222,-0.040042681643222236,0.1058363195956094,-0.02934756006538603,0.002155167218008013,0.005532540378769395,-0.0482263979121227,0.06451511695755559,0.029994233417568118,0.03071315273296647,0.12477439317558338,-0.04194160691399684,0.04467439772052885
CXCL8,,0.002136167653389015,-0.07954970402180336,0.002558034209009475,-0.03894010077487026,-0.13301975490547674,0.004554890653182963,0.020049705646717216,-0.02062612891636193,-0.006172663689850747,-0.013160673522237872,-0.05202775035103671,,0.008433912231469276,-0.062043932791005514,-0.1522478682917369,-0.16792407346839924,0.10345331258203469,0.004383045277892884,0.003013711045988134,-0.02815747965632296,-0.17004408242780664,0.03269609276987304
GRN,-0.09217784571564608,0.04184285461664737,0.1888711771771648,0.04093087433161631,-0.020716033046348368,0.03609695359507633,0.013476476362410509,0.12963041610189083,-0.0038098053981918687,0.009504217092849324,-0.04671942301749542,0.12271574506198073,0.059727352341767695,0.10133256949211372,0.13163945369872018,0.07372501063645549,0.0455544191889246,0.10262152992778423,0.0742852078672172,0.28051876265265124,0.16868982067681312,0.10740838861454902,0.05084981949227018
MIA,0.044902945726297924,-0.005469209542824686,-0.047320554566382615,0.03195084073224332,-0.025435124863220845,-0.037160783978237646,-0.012468102507264038,0.08984610719791086,0.0016414980561630529,0.0003865922569839723,,0.004128188781873985,0.13007945439095067,0.06796753520011503,0.09373247140549325,0.1332451281565858,0.0698673789306438,0.13102421588408503,-0.06828565516268231,,0.09036296439197264,0.032513805843378235,
COL4A4,0.005421247937932217,-0.030665434716050165,-0.05681354026480417,0.020255835648382046,0.021722307602238127,-0.03933381728594253,0.05824180749721276,-0.04788573279370475,0.06517801914711044,0.07063105586154154,,-0.029467408270893693,,-0.06302487171134286,-0.026921740304502957,-0.00019140999056765096,0.06321955866131859,-0.0715457981761762,0.08302113288507507,,0.09899038271391486,-0.07044585206133637,
TAC1,0.0028766138929042133,0.03504921438716714,-0.023561450690090417,0.010296912474525789,0.013018029985959391,0.08271603969352052,-0.04063547717829725,-0.14731937297257516,0.005662169045948008,-0.009827398665442319,0.10535381482769911,0.06894078744071883,,,,,,,-0.005825225033864635,-0.056953573152903544,0.07276842022524165,0.04264390160883897,0.0586640217918948
RARRES2,0.0991654873607121,-0.01056367067244114,-0.1153331161730121,-0.015095234830696316,-0.038763758925716936,-0.093465203018526,0.03364676235934935,0.17613232779772747,0.043650313181504155,0.015459109105859964,-0.011869762221434196,-0.10568828362799071,0.010654139421306882,-0.060325993202523624,0.017238217229609207,-0.09885197521623654,-0.07235444757320596,0.09071414789485747,-0.007635130681103892,0.03556554759640569,-0.0029595411687552116,-0.1726283396190106,-0.0565883276548794
