,UKF255,UKF259,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CNTN2,0.06136546600729825,-0.028484542791665103,-0.02349658394164222,-0.07496888607135464,0.011014473571251827,-0.00503130129795866,0.06935321897259893
F7,,,,0.06530360051387414,,-0.01907279020866093,
LUM,0.07140714851022784,-0.029197040867156448,-0.04435587606033175,0.11710197126100512,0.011298106161084393,0.06616916304525555,0.021791194953628454
BTC,,0.008658170347924807,,-0.014905254727328001,0.10548845589744753,-0.018457107207091525,-0.030188673086044237
APOC1,0.07423060897897053,0.08733772700800727,0.060676185021978954,0.06687178408018932,-0.03998050962538219,-0.021490188638086417,0.07349439425977113
PKM,-0.05849380526663859,-0.032126308251725,-0.054388267744897016,-0.04983421403334235,-0.03684436825790383,0.028404343902384766,-0.013350181172168137
TNF,,0.00958169663595466,0.03142441538307535,-0.014467020829850916,-0.01788811706303642,,0.04727252133553511
GNAS,-0.05124825154739865,0.0024841494929223424,0.03993564375056611,-0.019925377145320645,-0.02678402496068379,-0.06710141577770212,-0.014064706615041157
BMP8B,0.007930598945613878,-0.01767747764111923,0.04890642528232961,-0.009612351384340911,0.0576237680437464,0.032991106026207716,0.0888398572924152
LIPH,-0.017585006702619362,-0.01733965297631434,,-0.014687676460183102,0.043627424306948555,0.0469485593302279,-0.030891735023649773
CCL28,,,,,,,-0.017176746035167393
PTPN11,0.04711234130229887,0.02704340547368304,-8.247324068761668e-05,-0.004617821908400051,0.01105905495505107,-0.02755991244913688,0.03484203812885172
ADAM12,0.035806248781281205,-0.03828929283400127,0.055567519273501856,0.15083749223645673,0.037119500260161205,0.05777145429155044,-0.01708987347512843
EPO,,0.014751037496735273,,-0.015951191740342503,0.020417060585966536,0.08258018187667081,0.02775238872339153
EDN3,-0.020743204728319836,0.08493724990887239,,-0.04029841627120773,-0.022601396477816796,0.010826081673416131,-0.033189265114249966
CCL22,,,,-0.018053313443893975,-0.01894178066947879,0.031178057493216452,0.0022568712124712287
CCL2,0.027884489598681145,0.011971798435836931,0.04715527624572499,0.019043774970972743,0.02756451190230451,0.04475909462464315,-0.03603763240620212
DSCAM,0.10650892962338987,-0.05003081577572983,0.012987166916896553,-0.0033085867603356387,0.03512462089094715,-0.028716638222215502,0.0008537910775933125
ANG,-0.01920506481033438,-0.00907825298404874,-0.008181822546364778,-0.015676399607133747,-0.003723545045412631,-0.030710249213627378,-0.04158831813724413
FBLN2,0.12424433174742014,0.030630503849847657,0.019760101711139327,-0.016513670366478134,0.030632250683018628,0.04818969420187057,-0.03443421631695786
VTN,0.0042219043821065325,0.0027508723090305383,-0.022593451999528134,0.07907171212001386,-0.014565009651066501,-0.007831287634358496,-0.0017361844945873515
VEGFA,-0.10385862568906722,-0.014109195747391827,-0.014701904510013618,-0.01716946613232161,-0.022483016535732595,0.04663549125937868,-0.08856030848101461
F10,,,0.03810198564050294,,-0.024875705926081036,0.016999562431892115,-0.032248600753227344
SERPINA1,0.03741991697159125,0.009290187205366495,0.048340856070497984,0.06147658983654045,0.018066911626118978,0.043856550561283916,0.032569220052742244
VWF,0.07828427180490392,-0.0639241814707289,0.023375568008884302,0.05574775842986419,-0.018785754666710824,0.061704088346621666,0.04318351506466828
GDNF,0.03511832341670854,-0.01437853039400242,,-0.014827978207500139,0.05036201588295436,0.0658667157255497,
VASP,-0.02126588258609732,0.01425793622138939,0.025230034656838363,0.004886570850400139,-0.020506820833398567,0.03616136155126173,0.031704755752827544
ADAM15,-0.00033174395199375126,0.025841578717689235,0.030428758643816098,0.057381544214632006,0.01870715357981182,-0.015558829395477237,0.018878876797124175
WNT2,0.04334886152386651,,,-0.019785869824950605,-0.0212733551587787,-0.02191026333609486,-0.026139805902159363
CALCB,-0.03130566589231093,,,-0.017316255030670566,-0.025194800633144433,0.012202723497380667,
OLFM2,0.03613339277086373,0.0016544320925977027,0.03789297426146839,-0.018139567359242714,0.014212143075395613,-0.030217466001649422,-0.025765866664366536
MFAP2,,-0.03361970974216,-0.05546374045127268,0.013628429053836754,-0.03654328386354216,0.02442780860545214,0.0010744958306200785
HLA-C,-0.06146722475274684,0.03719439367285026,0.0735265675436147,0.030003927295111792,-0.043063552199275906,0.04202182686461803,0.07515457888763014
THBS1,-0.043149456547869725,-0.024478687602837036,-0.0120692242820648,-0.04935643722739136,0.06976198998486205,0.06672636610991044,0.023302579846192682
HSPA4,-0.006262926171994979,-0.042968383184161726,0.05426769543323359,-0.06360134516216023,0.002967240226273034,-0.030293729410788804,0.020998100141340462
LMAN1,-0.08638822130142433,-0.0015081959159480866,0.08118638108907807,-0.00020554822348438316,-0.015545700550644938,-0.001550535665355057,0.04539923809587441
LYPD3,0.0857172406061539,-0.012960750440773992,0.046554192702167145,-0.033270459591339584,0.05547128441959771,-0.0031593648047130653,0.017166249115465104
APOE,7.556467781122228e-05,0.00976753884827834,-0.04757850040730543,0.05082537589598827,0.010317760985159364,-0.050496738502898084,0.07978886745430394
SOSTDC1,,,,-0.03294539509283975,-0.02753217740936549,0.03478844343841054,0.02331147998751602
ANXA1,-0.10467456229272616,0.030164041176138308,0.027792404081716543,-0.013823912025651062,0.03594853179641446,0.06948640360170581,0.019092990254221082
WNT2B,0.15098374288501307,-0.008307637140231854,0.04513951357365099,-0.030428002820089946,-0.028514990032275235,-0.022705087187876394,0.009390444231501982
AMH,0.10772808358678669,-0.01800951817134805,,-0.02184411006798286,0.05785103686242954,0.002422817132393541,-0.0030246155072138244
GDF10,,,0.06658710874243377,-0.024596831553621617,-0.03190010271599809,-0.01986670291816417,0.020664053150399087
EFNB3,0.031965680459923373,0.019718303646100423,-0.012856703056542148,-0.052073365797134466,-0.029367856014094237,0.003958383528523012,0.05459132636702842
LTB,,-0.030709439349548923,-0.008121777837335888,0.06720879466534206,0.11701856094907746,0.0016102844196705486,0.1082182335132276
ANGPT2,0.09213519273808964,-0.06152883674958193,0.05442349244693453,0.06309397234774887,-0.07060930799024433,0.02083707225350393,0.03147141662701602
NRTN,,,,,,-0.0162481340375146,
ADAM17,-0.006305344831628293,0.01686407868292104,0.02521804181716659,0.023960824699003704,-0.017390459524102203,-0.00014558279151523986,-0.002952364857818711
LRPAP1,0.07695475489510542,-0.005273978415484722,0.014010699976115766,-0.0620123602397345,0.03957698542703708,0.02237675589618006,-0.011548793720349965
NID1,0.1225450994143388,0.007813134481818713,0.0046069691903681,0.05965723342386305,-0.009418885991413968,0.052387871198171905,0.023244430613640357
MST1,0.10016247747085225,0.010530629295189732,-0.004821725124170459,-0.036121680315156224,0.010668369713676296,-0.0207890387084153,0.02529269375189524
DCN,0.08747514134282125,0.03649357516999192,-0.043394750265515585,0.09240441590631523,-0.0065003813462413225,0.05130957945850994,0.026877794090443084
IGFL2,,,,,-0.020523198702851866,,0.10388293689619432
COL7A1,0.03356954306157751,0.01403670861426807,0.027983278283822716,0.035207746988693556,0.06050398121714139,-0.005738516809785628,0.011119469656236353
CALR,0.023856194828465575,-0.017601265932704377,-0.05073943752110421,0.005437166600492977,0.0028398753233182046,0.028702675263208438,-0.00943799294029717
PIGA,-0.03656377516364946,-0.021689196081321888,0.019953642204407433,-0.00741735345764017,0.03225803690084303,0.015782114635534458,-0.03607073420038395
CD200,0.07440943105122332,-0.01246964227933013,0.02355082583926389,-0.02284550554924862,0.006033828751010008,-0.00847738807470026,0.06720484083880056
GRP,,,0.0407648114896104,,-0.019348311724763964,-0.01782154727571516,-0.02167383708352498
CDH1,,0.02199661618861668,-0.03454295990110246,-0.03492107357009748,0.00022853969476232584,0.014007651124375863,-0.03675233104874556
LPL,0.11717051028585707,0.004058079080084126,0.10370934913155011,-0.05455342010190061,0.03588795953101167,0.026117865605346895,-0.048481368632422764
SEMA5A,0.10062746386011415,0.0019622510654897247,-0.004070221214752583,0.019790297629257173,0.03415918185574664,0.058530059825920036,0.03429833937602978
SEMA7A,0.10709681823519389,-0.04547559489675356,-0.006874296163627529,0.019388385347658913,0.008610567856287034,0.05053491920223844,0.04083618303773164
SEMA4G,-0.003518685942710221,-0.0152247406058869,-0.006874032262634191,-0.04656678001567059,-0.04938291585349597,0.03512088126029125,0.032423535182289444
SEMA3B,0.01755457226679271,0.035953686168278085,0.07058686932481185,0.0014243212477940146,0.0468017896239605,0.02830292493234175,-0.03228963472282207
RPH3A,-0.019323918384806647,0.00859185063674737,0.07634076304127956,-0.05244192729030986,0.05630102536132205,0.005273281486575393,-0.04392401556739747
JAG2,0.0067030702314514875,-0.0013714604777613337,0.046863073396004325,-0.008463660479419658,-0.0376073985005508,0.048898344964743025,0.12208935903593565
CGN,0.02537467257229061,-0.03228491287540446,-0.03971868830131628,-0.025082819198373577,-0.04278838318623578,-0.02544701407212791,0.022113123454767555
GDF15,-0.05661804156511683,-0.046555668715855876,0.00923827458221121,-0.032577759139875886,0.018211847989239388,0.009917427713384976,0.06570508859425182
SEMA4F,-0.0423433181676804,-0.009280921648772375,0.09899729997782783,-0.04492958683374769,0.024407339078289778,-0.0031618643905770064,0.02992283362245091
NXPH1,0.11722149733291003,0.03996550495714122,0.06184518372098047,-0.03736257803717626,0.05937511445403822,0.021881800593089102,0.02928094108844631
ARF1,-0.06661307359524624,-0.0213014948083026,0.03693068506569471,-0.03491027951409647,-0.02043683390594488,0.04476131926271377,-0.00341040078566876
DSC3,,,,,,,-0.018266047429200457
EBI3,0.014287833407216465,-0.01254280479201789,0.01691500915120942,0.03397371862616167,0.08230467799082726,0.043751588569284995,0.034438998468124815
TIMP1,-0.04564027558651554,-0.05737094386324328,0.09935584628075794,0.009832432350545674,0.01783440286542149,0.06687589639439075,-0.01991070699349228
SEMA3C,0.0022687469800740327,-0.027036973593748286,0.025758740195687246,0.013311598856642536,0.029238718757693148,0.06492170847303537,0.03488549117834748
GNRH2,,,,,,,-0.01979375183741676
GAS6,0.07289584844018754,0.024469389719602688,-0.036146608041537256,0.047572258487775756,-0.02674735810020186,-0.012028957586257535,0.03360115892208511
MEPE,0.08104891335304933,0.06992224058451432,0.08166469301009842,-0.02760534470594581,-0.001147469454767182,0.028785845502335185,-0.02524078897840384
SERPINE1,-0.08418324643904285,0.008365179685844146,0.10172812381387818,0.0007742984381381798,-0.00558100591200546,0.0896086373310018,-0.09156750382574895
RSPO2,-0.017846239266547114,0.0645163732582986,,0.01713528040612465,0.0027595783630968867,-0.037046385008055537,0.024374607518345266
SHBG,,-0.01140228191289485,-0.024874583530199446,-0.005679747772557563,0.04006906406890697,-0.025860408047601702,0.07481753835742358
LGALS3BP,0.08337400849971283,-0.03405247658844485,-0.000386335434187537,0.049080032597683225,0.0019317219936908303,0.06684033519358512,0.04821934147735964
LAMB1,0.017983177826826884,-0.005580125003476822,0.08971331129115895,0.0716081095144852,0.014712495487995938,0.06583203864265012,0.042074955322874655
SPTBN2,0.15316645142196797,-0.010061309355595195,0.0690380031084549,-0.003107853652764314,-0.026475053808000526,-0.03369005456103482,-0.025634918946946347
COL1A2,0.1141219554439058,-0.0010972784687378495,-0.030309711003290104,0.10164768341370194,-0.0056237653471414295,0.0764841999955315,0.007442116131910885
DEFB1,,,,,,,-0.03911755082937492
WNT11,,-0.01979570050394912,,-0.018658385758746506,-0.022791169319468525,-0.028220985963807153,0.009057681214183107
LGALS1,-0.14285222946360643,-0.033669932624542334,0.07635885626294664,-3.264358450139785e-05,-0.00871195948815846,0.08081302264691688,0.042000061110710196
BCAN,0.1748818835146955,-0.004195080073559737,-0.0316719765616904,0.013266075276530958,0.015295182366234013,-0.019280359645484184,0.01689147512203106
ANOS1,0.11881254959685937,2.9011987702042614e-06,0.007627122291453578,0.03210422339099504,-0.04072766511872667,-0.03493357047461351,0.00350839802297056
EDA,0.04351988648470808,0.005227707612586715,-0.01338957306534078,-0.018541577218475047,-0.031900100882791944,0.015888108536895623,0.054372709025314284
FGF22,,,,-0.024320576208504606,-0.019548632608094533,0.05621055329513398,0.013250249930629197
SHANK1,,0.01345693155524708,,-0.028590133948338294,0.008033717840428943,-0.030277062919630192,0.007678410121157772
NPVF,,,,-0.018053314653992528,-0.017670362798543927,,
RAET1G,,,,,,,-0.022775788842087506
TGFB1,0.00752517101484459,-0.030498792300728383,0.0690264941419835,0.032857157681072585,0.08892784466987369,0.034984047522445064,0.08063733677379777
MSTN,,0.0012966767704758024,0.0972394121106276,-0.020441596085275883,-0.03634053961803681,-0.02764677575905043,0.005912082787757683
WNT4,-0.011816388742913103,,-0.029581005808170285,0.021040583291698473,0.015099547270855692,0.03167612890950565,-0.042949562588964416
TNFSF4,-0.03130565410658072,0.061231233945403876,-0.01322662909041687,-0.01629658198005294,0.016789678459016476,-0.01526019994525968,-0.004333379436944014
NTN1,0.05755466018215807,-0.012191979492660668,0.09723048232247682,0.032588321382623915,-0.012602766530799158,0.03706884454907776,-0.058024038406315245
CXCL12,-0.05106982957223551,0.028930969924952612,0.026537421155447754,0.02373576397656607,0.04455041413963956,0.03115450428792027,0.05409639955929698
GNRH1,-0.018959674612707436,-0.03249196539566861,0.0653749831360879,0.040845706247911534,0.031920191344484164,0.04911003117922459,-0.04161999300758945
FGF8,,,,-0.010334000200388476,-0.024390203861318214,-0.008485039350219782,
RIMS1,-0.023914946474119254,0.0035696403949057997,-0.01153534288068253,-0.0035704413538808076,-0.010679206977747104,-0.04578216245685204,0.07134020715785391
FGF14,0.12363224830827656,0.010598435450623101,0.02314550115685769,-0.04835080578008782,0.0058194506525527075,0.04091062184490616,0.03259405232085116
IGF1,0.03859970359022309,0.033904705999788454,0.06427794592236538,0.06897735326319838,-0.06321805943516577,-0.022569094967088275,0.04095159232731521
TNFSF10,-0.01153691086270797,0.010097581240762155,0.027680264476558376,-0.016262028406168756,-0.012435651889966603,0.014923989117856619,0.05639520174515496
GDF5,,,,-0.008615341350338602,0.06684815797228341,0.046714738190181966,-0.035287083655851405
CHAD,-0.03831433526139958,,,-0.03640294320619693,-0.02214748027774154,-0.02539672318644641,
RGMA,-0.021258093455536132,0.027862795128029454,0.08374659115355718,0.005494077020947666,0.01765242014693398,0.02243860409516049,-0.03482145084937674
WNT16,0.011817597378490185,0.0031781211914207077,,,,0.006656466870594276,-0.04279179844229344
CX3CL1,0.10319187497417656,-0.020810720946113533,0.0611985627531151,-0.06458240494722917,0.09802505826694792,-0.006214023147092702,0.03938856016189089
FGF1,0.10308316597142554,-0.009520010718547925,-0.006625114478326584,-0.018083755610061675,-0.001956875461382887,-0.07001647744104662,0.028457052609616118
ALOX5AP,0.006719901714065097,-0.023012335741418345,0.012607134430463332,0.03600443978719954,0.02146990895614565,0.05542224001903174,-0.008939818030419804
IL1RN,-0.03158445693017093,-0.009204169935027503,,-0.041154342505774315,-0.044092504718257014,-0.019280127325718315,0.009134112419967852
PCSK9,,,,-0.015747220602020533,-0.018735466630214317,0.030641948689474546,
NPW,-0.0544165600613527,-0.016407785255087425,-0.03080918706213428,-0.048556323630203346,-0.03779308182691878,-0.0009543836345596003,0.041440941221919804
CXCL9,,-0.03181150887600034,-0.03822443080417556,,,,0.05977911010736601
ANGPTL4,-0.09370220942853796,-0.017497409543256234,0.02093305481308244,-0.009203519631664858,-0.026293110449509445,0.10032471603606903,0.03569693467093959
UCN2,0.05887863137754005,-0.011377060948853901,,-0.02722861758038023,0.01658342248264686,-0.01782154727571516,
OBP2A,,,-0.0022474782631146336,,,,0.07893678721026172
COL4A3,0.06140126145869519,-0.05008014812485559,,,-0.014825757014059446,-0.024925455326387586,-0.033189267163003154
NRG3,-0.018857435557516438,0.019712047988478556,-0.009722366243350277,0.014047811697491567,0.022927483621562612,0.0183856029237947,0.02629728115635615
IL23A,0.1005784689982197,-0.0017204286185121453,-0.02663997678851738,-0.015747215108730055,-0.0240617334753499,,-0.00016454030302745889
COLQ,0.12370788042484766,0.005044327979472405,0.15127543325694912,-0.031793382298723284,-0.0004156667852603771,0.01718017971383603,0.007347543557612652
SCGB1A1,,,,,0.01093487997368327,-0.018247549985663185,
TNFSF12,0.05983590238112091,0.013650444572546749,0.03322897790324908,0.009681680796597475,0.001087049622393003,0.03337472453978869,0.044252750943919915
DKK2,,0.01316624837063034,,-0.01858849413596974,,-0.0210037319307969,0.03265236913655605
FYN,0.12904635984853396,0.028307212757403086,0.09682931028947395,-0.04184674711161668,-0.014812530595365811,-0.005191169294700618,0.013009908964544209
ACE,0.03766914261248224,0.006487049618701933,0.06804242594627516,0.0655750245979049,0.004525674060432414,0.023732945128009116,0.06179815913698267
IL18,0.07403771447106337,-0.001135685926219667,0.05241185325125174,-0.013290641991085646,0.019006181680113896,0.10408747015536463,0.031365085408347065
PPBP,,,,-0.019280950514453152,-0.0037622914754309035,,
CCL27,0.085032287583625,-0.015991962032670195,-0.026639976089129398,-0.035792228967289084,0.002925431945412412,0.012788379435038388,-0.008868587073799115
SERPING1,0.06491522210587207,0.03286616946770833,-0.03440741019166734,0.0675348171481605,-0.03015649502794513,0.011175883024823113,0.024697312779607142
AZGP1,0.03057464282307705,0.03929142236444961,0.031943184729366414,-0.0003547167449431572,0.051110455125849864,0.051968489372970335,0.05116127968525642
INHA,-0.007251032792069026,0.016381462241251282,,-0.01083481862923628,0.023388975212396766,0.07943450077510028,0.015610786759197087
SEMA3G,,-0.007357580496444575,0.08453199229650873,,,-0.026165501042867453,0.06503170002585387
OXT,,,,,,-0.015280422597880244,
COL6A1,-0.12018322686611149,-0.05731444354649348,-0.012564111761589872,0.047040346252341644,0.026208560726012887,0.11273730033906171,0.027277667020209364
FGF17,0.054509513517246665,-0.021354565507823667,,-0.03983519536824619,-0.048074500405306954,0.02903196249351948,-0.01954692834031348
TNFSF8,,-0.014513107226440893,-0.03257704798649334,-0.020921282643232893,-0.020523196494778854,-0.0162481340375146,0.03154436949632865
FGF20,,-0.009600812491272993,-0.02298795788319471,0.016915941388023357,0.04578566781475934,0.027575290243117306,0.031127180489168575
ICAM3,-0.0528736297255393,-0.005866302068535003,0.048478656141891924,-0.04387384481359448,-0.00852942424965349,-0.01981224444263508,0.023829590374755905
LAMA4,0.04048109581564044,-0.019142591647663604,0.04008587022868275,-0.010717660151385122,0.012781970281760513,0.08085430185274754,0.04361012076878901
DLL4,0.03043550032116661,-0.0247542691882772,0.06173612114033375,0.0186581148714041,0.012300539869160678,-0.011309432807901296,0.05620869859669415
SEMA3A,-0.014435175886509352,-0.04596285341949927,0.01309605611730568,-0.01803349805404824,0.0501797077545439,0.04737115583508292,-0.029317606885003653
RLN2,-0.019344673414749783,-0.014646522455550233,,-0.014467016133103996,,-0.0178215453105136,-0.02255934831493543
C5,-0.03411428065124356,0.002964413566824229,-0.040567111963228486,-0.049790647997172546,-0.009183715307551773,0.01938242846666381,0.05351535443505206
COMP,,,,,,,0.06252863665063536
C1QA,0.0591231070523061,0.015774944983743145,0.017248496556605892,0.12520681449335935,0.043925934564816284,0.07711413986490241,0.075004360175715
UTS2B,,-0.014646522371404276,,,,,0.046698064507438804
COL9A3,0.09403912381291339,-0.06884587571189306,0.0061046337333885365,-0.06377969913044129,0.07470010209311626,0.04590014502196152,0.09317185230068113
DLK1,,-0.011878341321788053,0.011644427032761119,,,,
HGF,0.029141938649860716,-0.018691913637151718,-0.02305703817664473,-0.017653266298133536,-0.008863401601847724,0.05720558384927874,-0.046283821270141134
P4HB,-0.10413362376213618,-0.037790727355503796,0.007447747462882725,0.006625777359735597,0.02144286785836047,0.08661877203095932,-0.00042297071776783995
ADCYAP1,-0.007694349860826382,-0.029572898431972243,-0.050458822692170266,-0.030883869461509516,-0.0022720245149358675,-0.07804214975608999,-0.034560353930831976
GREM1,,-0.012659187104876006,0.04809821820217347,0.09629150715305798,-0.033122940989389706,0.013038192822049748,0.11175671211573904
EGF,,0.001227347105619208,-0.02413601351262451,-0.017688313237678638,-0.017888121061097877,-0.022438111035105728,0.029519147394235917
VEGFB,-0.03648013479836968,-0.0010673565019627673,0.020946870895962224,0.01693691019399866,0.0164054488705909,0.029464682478278464,0.03497215522543032
FARP2,0.006524562193080691,-0.03256380970351952,0.07593979936304726,0.007521129486902238,0.026891722364931318,0.018529296166697972,-3.281166975916027e-06
IHH,,,,-0.01893760792795341,0.09162828450274627,-0.0176049096649062,
LAMA2,-0.02869533955474968,-0.010969724864773595,0.11601366129667057,-0.002261711882282083,-0.009160929646692538,0.035404005398492394,0.026697328439555745
SERPINC1,,,,,-0.017888122484137348,-0.017385734401338632,
NRG1,-0.01732010568033835,-0.025614470767920772,0.13134252297826018,-0.030482751056329235,0.15576445885027723,0.011708657417269425,0.038819733678144605
SPINK1,-0.05375806418707464,-0.019084947685555714,,-0.039930330254087584,0.006384992987947338,-0.021370566181862505,-0.03144681221272361
EFEMP2,-0.03338148435093704,-0.016540356715930238,0.07211882644106375,-0.013080511736223016,0.028328406986052015,0.08268279037101592,0.025701233711317443
SELPLG,-0.004957113692833434,0.031688363314072515,0.08237202554851987,-0.029034930144679887,0.02693645782707402,0.010246570897024127,0.061744059503913075
GDF6,0.0016651938289422115,-0.01640778667467074,,-0.021115461420455263,-0.026729032446205524,0.04980913051888315,
HLA-E,-0.027185008267699252,0.0025200105191603333,-0.011600114641771863,0.07658845889274572,-0.0358671878054799,0.028140536768062357,0.10162839088695293
PTN,0.13045725096844388,-0.025521841165620278,0.05248064248856721,-0.03552157577496236,0.08996203841344748,0.05291757876191773,-0.061893827144203314
CD274,-0.03331497183146653,0.048050629962776384,-0.03105489622472484,-0.014765905649343755,0.07229207328092407,-0.03516129135405712,-0.025888931119466906
CD14,0.03160020413060911,0.03398225124770056,0.016190948513984182,0.07802273417832019,0.010190643873100058,0.08645436759650066,0.06592138428095136
SFTPD,,,-0.03050613667487482,0.03669258724630864,-0.03724646577306129,0.015118390269339047,0.033023125394127675
SLIT1,0.14349202053080062,-0.009902646578339834,0.03540687488569768,-0.04068884301027899,0.0009557338799290711,-0.00036763587081822146,0.005270935156812659
CNTF,,-0.011544787616318665,,,,-0.01782154727571516,
BST1,0.019856947253926924,0.006844951858709483,0.09635393301188641,-0.011617783762731046,0.03807435524247576,-0.04045450051071984,0.007702972829759579
AGTRAP,-0.05674537493512331,-0.04226697457747892,-0.012537009525350603,-0.01669755770081761,0.07076956457044244,0.006475082740774907,-0.028514669208458496
LAMC1,-0.006907348419397095,-0.042308955529043804,0.05042486400558186,-0.0011700488951592906,0.050153392280480324,0.05660041191039117,0.007459116873078412
COL6A3,-0.02942630168141273,-0.04649375309506554,0.024933951823879905,0.09071651714898538,0.005081737767924977,0.09459538884502147,0.03914140100389751
FN1,-0.04947813894275386,-0.01791742921987606,0.025198905823591404,0.026553031350120774,0.010795749694410845,0.05019729649596872,-0.017080030293646433
MIF,-0.10991606074537813,-0.017674692683400214,-0.03486542344817752,-0.06745350491726894,0.02030357195601877,0.019920535211909125,-0.0020196143880061314
JAG1,-0.006678864225469243,-0.03682299424303074,0.07009442124290116,0.04640799865661403,-0.008042231673421777,0.03629163529346655,-0.04025697942074233
NID2,0.03210165559793279,-0.04048215270347295,0.029010201383892566,-0.01602460240492627,0.022711739057668635,0.021752036864241257,0.07283131654252785
EFNB1,0.07974830388840873,0.027383789822889887,0.022501982834237908,-0.022876807815143483,0.09825056272506297,0.0004713921238571609,-0.006135714772792055
COL4A2,0.044654502685701584,-0.001846182078608658,0.03456516375036628,0.11950578080317778,-0.0513421557444344,0.10119453985520736,0.0223778542739736
SPP1,0.07548923245281858,0.025027267307154367,-0.01365451424214215,0.017880147310415092,-0.054136818925246306,0.05670271955554353,-0.06446089889800753
PODXL2,0.00017624038255595925,0.03025737954723577,-0.0036164429793156968,0.026250512968439676,0.051962195058583446,-0.04644709772981718,0.0027701129453011424
FGF9,0.06951022531359947,0.09512252158134248,,-0.035131845596284336,0.019080670437141022,-0.01935312217227685,-0.018177850999541237
ITIH2,,-0.015424281930965303,,-0.04161901045870286,0.014343460514447084,0.011690588395042868,0.04045092337548738
ADAM10,0.0635671119108044,-0.009211920928469884,-0.00367612120398259,0.000616641453852315,-3.0423197335906923e-05,0.028765936909445428,0.007045204341147918
CFH,0.060458268894250516,-0.03936943602756771,0.004225073514135277,0.04996498085994284,0.001099161998518495,0.03924914364133264,0.08134463606405888
COL4A5,0.05636132553993634,-0.027622811808255973,0.07295396408293642,-0.03228705845653806,0.05264250397574435,-0.032406660196499515,-0.03384877399450595
LTBP3,-0.058549384618902564,0.005249985795665108,-0.0777310182196832,-0.015195960953033303,0.003067005565533695,0.02241041344283473,-0.03334497714522989
GNB3,0.03870409662946962,-0.0018621084587465875,-0.005474043535389734,-0.043925736191408896,0.06349536469315156,-0.04247743017016609,-0.025004626020050793
COL6A2,-0.08359143284383674,-0.024247715328164825,0.020881996576346415,0.047541148225609245,0.004645480925245087,0.08173289937628408,0.04300175487285969
GDF9,0.1492116423481755,0.03989788282310178,-0.0311097554312684,0.01773178144619177,0.019806856040431357,-0.018944480800496665,-0.015563992741496065
NCAM1,0.09130138578041082,0.037958635003931526,0.017911053505257676,0.011225449806989602,-0.0038036804866605524,-0.040049431292993355,-0.08472159827109953
APOC2,0.057397111458560295,0.016658089568756612,-0.0037559727856552013,0.018662798815344595,-0.001296460848255695,0.015222748319560298,0.04193610921713522
BST2,0.011361808819200273,0.03266632455406141,0.06528052093442628,0.0534627670333248,0.08301083951416649,0.038459403191800516,0.021449178943611806
COL5A1,-0.09488871260311282,-0.04785277943378775,-0.06610449338188022,0.07323091154051134,-0.01784602542074238,0.06867282863658838,0.005911664156325496
CALM3,-0.02202767954131501,0.02465150096796385,-0.05681812786930153,-0.04564223820633747,-0.01742224074584735,-0.05684142284686688,0.02535616189207996
THBS2,0.04698371899286798,0.03649174636706879,0.058019109296820456,0.02974466275998012,0.0031966439216573514,0.047007801389370135,-0.04208702349141349
SERPINE2,-0.020954775961715594,-0.028941452430045304,0.007900749581952466,-0.005919992773174666,0.05508726769489687,0.06609419459905896,0.024692465585618294
EFNB2,0.03711862884329844,0.033367476406847146,0.06288394662698388,-1.4531849805203756e-05,0.0017783877710831686,0.04118071557123221,-0.06343921487013737
PROK1,0.00046902369760492033,0.06586695503420162,,-0.014467019342547226,0.12431184236649172,-0.01671196909431568,
MMP9,-0.07010545482575958,-0.05058248653950105,0.057016071982817565,0.02442945916348601,-0.0037384701000591513,-0.02246477344942029,-0.01258499543968558
DMP1,,,-0.027650799856803836,,,,
NPPA,-0.017391086266197377,-0.004986552236188317,-0.08409456506506398,-0.046159395658501634,0.017966996665549937,0.03012796772077069,-0.006971453807768318
APOB,,,,,,,-0.018528880417111995
C4B,,-0.019694661703160435,0.08717849560443462,,,0.01544757858021701,-0.020517551599406193
NTNG2,-0.023634195099636598,0.01188444458085391,0.009013255721633489,0.010540154706513094,0.05392731454313324,0.023633469119988537,0.0617978963652759
LAMA1,-0.026206551375810943,-0.0306339206354685,-0.019602619306505826,-0.030051753911005737,0.050822328273539705,-0.027062104187006008,0.01302732436600156
UCN,0.0280320694652374,-0.035436481890226496,-0.03897710977511418,-0.010555066096499593,0.012111279916957356,-0.01833196294234688,-0.028209131298026914
ARTN,0.05330464857748247,-0.004679939875521519,,-0.02722861686822194,0.020498104044573938,-0.03224447372160103,-0.02815863732768129
PDGFD,0.023374496444655207,0.004361957985802062,0.01163200714177799,-0.0055748993439177835,0.04317526662147586,0.06531433111294042,0.023646071187008413
EDN1,0.09073182101649657,-0.032072288182050365,0.02597718900785824,-0.04154089282237825,-0.010425588662179507,0.05955808275409234,0.00476911648774673
ARPC5,-0.06133059705920311,0.0005422177879095194,0.05450295415512889,-0.01620997311908438,0.011935774628793996,0.02027065333315768,-0.03217752086894504
GSTO1,0.026252427924170204,0.02248236174055699,0.06282065937250456,-0.07432247224853317,0.03319338364955864,-0.024764504415605418,0.003405736104082112
PROK2,,,,-0.012570708737478417,-0.020138570631443514,,-0.01689402778371332
