,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334
IGFL3,,,-0.01264489002349607,,,,
BMP1,0.048380493096134784,0.005339445760705725,-0.08833450548763681,-0.05867162093295757,0.014751648909236073,-0.05368064136311916,-0.0589381530822218
NDP,0.05313851166211346,-0.017705572854070168,0.023808662170567582,0.030398049465720268,0.039183478722607155,-0.01349733325260345,0.035381976951793785
TNFSF18,-0.02492195981565932,-0.014292936731539632,-0.018777282074890694,-0.00985104399369871,,,
IL36G,,,,,,,-0.012722258677071947
RTN4,0.0054750927198226156,-0.029521118984884128,0.06381253395601243,0.0669786788286213,0.015685317265224145,0.07484544328506107,0.011720943936151786
HEBP1,0.00864754664791725,-0.05416849637920722,-0.041371788882652846,0.01280065396840033,0.007677616394444535,0.03069204653925801,0.017423281450200907
WNT7B,-0.015480748887723881,-0.010261714366165459,-0.0074979019045749076,0.012228546426765035,-0.012031754252320238,,0.03436481611743575
PTMA,-0.011394981499695114,0.02046710600701978,0.0005953473778102569,0.07298326279462199,-0.017469444304888674,-0.12298599239395841,-0.03633196784443904
CEACAM1,-0.01188054366698,,-0.00943397179645323,0.021326739366300657,,,
PDAP1,-0.0064801533619414575,0.0016317022542983893,-0.02235208541478006,0.010707418191411047,-0.03151095546226015,0.016153596863064387,0.02216174692819333
QDPR,-0.009894009149887185,-0.03293449537164638,0.025841480824230916,0.06883030994983495,0.0648476746582674,-0.08345342877048266,-0.00425383731579298
POMC,0.08405615532770305,-0.037707649846101275,-0.0070707693839553425,0.060368135784990944,0.012795390642295497,0.026467733883387985,-0.027257575574492553
CCL18,,,,,,-0.04047499116568681,
CCL17,,,,-0.012286169799496366,0.004233286890305397,,-0.011622144486306605
VEGFD,-0.01701649521700383,,-0.021183582702259496,0.07200125553809818,-0.010923417297708364,0.0016359946871198545,-0.01245581222256984
TNFSF13,,-0.013861166954794934,,,,,
WNT5A,0.04075594957855316,-0.03686037082100782,-0.04849054859631172,0.025487551044875927,-0.03644114439345827,0.037552103463958514,0.06527277968870271
CXCL8,-0.015933237521364794,0.18933725471159546,0.00813364730684358,-0.050904642805452406,0.10074577640377184,-0.050454520362336136,0.0013784276016196781
GRN,0.038811422003313355,-0.00861091920697376,-0.052587507236640914,0.035371887711421815,0.020465781683172694,-0.06106761622307353,0.03683897001271797
MIA,-0.01513328083444699,-0.009987170989578745,-0.014293870516839878,-0.02414862926124318,-0.012423086725880484,,-0.01705880565829451
COL4A4,-0.025449670968287496,-0.013188287965367067,-0.012460600549080027,0.008734803208107213,0.0351387196125655,,0.06495318789551668
TAC1,0.07837223730863739,0.01600486439456968,0.09029111506835831,0.07215477178171166,0.026768390577690822,0.02720530025466746,0.00886563606073839
RARRES2,0.06863359317008384,0.022009243855395745,-0.07250717396465382,0.041099735456740824,-0.022630651124702618,-0.002027735803191288,0.008925741540164891
FGF7,0.1310112807048223,-0.03779985118554589,-0.03551081433487636,-0.02924110880188268,0.0005340737364580827,-0.04092366068386387,0.02743178883472982
HBEGF,0.03005138202704158,0.030586063254485298,-0.02491737703480429,-0.048589876148879586,-0.028052382986245825,-0.01947321721547438,-0.02512644204588258
CSF3,,,0.04503370126687197,,,,
PI3,,,-0.014844317060474616,,,,
PCSK1N,-0.01131778526989881,-0.06139943293189031,0.024777584182087167,-0.09156322492741295,0.005909737622308227,0.13182691991444292,0.01738170862259236
NTS,,0.07382666809529341,-0.016203585653907747,-0.014653517976635517,-0.0180111318811037,-0.01993503350931689,
SFRP1,0.023680609434740447,-0.019482950354283497,-0.006586964445042554,-0.005867723334068092,0.003974244966464235,-0.001704601490138178,0.009922445763868632
CXCL13,0.09947441050867216,,,,,,
MICA,0.026865649537705674,0.02004443828805088,-0.024103719932061462,-0.0002615911543345541,0.038225194278335956,-0.054412511762879166,0.01847283565341957
TG,-0.016155145644006788,0.12138826467619478,0.07887837557503596,-0.012377851121407617,-0.01077723153161786,,-0.01745810093717459
ADA,0.04523192868526586,0.02025715205280915,-0.052529913347527143,-0.040080504472336194,-0.017503090712884046,-0.06049017899295523,-0.05319996099760793
LAMC3,0.039405862367649244,0.09815162354338637,0.006356616648041815,-0.0365948704404395,-0.03259698377128824,-0.060763080777744415,-0.04307393752953544
NGF,,0.13356825776454737,,,,0.14326517605642208,
TNFSF15,,-0.021532568382442586,,,,,
HMGB1,0.02379900647108522,0.03164551027314283,-0.04733955321972439,0.02464978988885187,-0.029757703589972945,-0.08608865224253302,-0.02858221044992876
ITGB3BP,-0.056309213789687014,0.06810836855866767,-0.047753304040768274,-0.026558532158609063,0.013369079049633588,-0.0493233242374604,-0.02154362189169824
AANAT,,,-0.011891490900165,-0.011131473849868982,-0.012423087416884287,-0.01874187560858756,0.02740807641376315
RELN,-0.037910825897791114,0.04325082882481866,0.0032477850748918783,0.045707714649768444,0.03481975566712427,0.05259262800657948,0.0027156842753883687
IL15,0.010098605339875447,0.1544474710464134,-0.03101785400031509,0.031034396440244437,-0.004832013956195254,0.07794050722832506,0.07856591131405098
UTS2,,,-0.03922579849742209,,,,
BSG,0.04651978557146374,0.0009771742824817675,0.021550217626690814,-0.019246191154618727,-0.0003539264694940874,0.06247997867340328,-0.02225105133835074
ADAMTS3,-0.004517901900073922,0.08172006457668958,-0.02431213745467026,-0.02458858298712519,0.0005547239678962912,0.061637753425647486,-0.024026191387751
CD34,0.020335844524275885,0.01839942202255065,-0.04518698422130882,-0.003191963726782485,-0.023243259244171803,-0.03854253688260631,0.0062282613797149024
CCL23,,,-0.013530628994450873,,,,
PLAT,0.03504196112004188,0.01782413158689162,-0.018461586268511,-0.07154462435128389,0.041850127843473334,-0.0058452754764012965,-0.0008434728650040212
NTF3,,,,,-0.02005382667454029,,
LTA,-0.011880544886136582,,,-0.010720769398426429,,,-0.014459001736250332
CKLF,0.04345386620978153,0.0828990731456341,-0.002443489714338918,-0.02932297130155291,-0.038723588322715205,-0.0937121750560035,0.014565253357638683
CD24,-0.015841019681539437,-0.007678916190817194,-0.0379145836965023,0.08572719805912932,-0.01528860761541009,-0.0064822956060091655,0.0400226010975149
HSP90AA1,0.027916769472512565,-0.07038817402742252,0.05161349786035735,-0.02248530201562197,0.07648989895802738,0.129746366072874,0.005455089676536968
BMP4,-0.012594074016913644,0.010440919377430562,0.024554593231571782,0.004512699623479284,0.004901929797356727,-0.02989369827332349,-0.012320562868972484
SCGB3A1,,0.05697737910034028,,,-0.010478995742502129,0.10161515153083255,-0.010089300199254534
IGFBP4,0.018228952082735846,0.023220241065687302,-0.02082657565466852,-0.014691254968595592,-0.012915547495689319,0.004490750997304281,-0.0696009673578648
RSPO4,-0.01920625769102405,,,-0.01246890747419834,-0.010478994209711951,,-0.02005691171526823
LEFTY2,-0.012026456053270788,0.019954656680959266,-0.022711490569237314,0.04798336511688302,-0.011490345311864249,-0.019935046635213786,-0.01784947617055677
PF4,-0.010806970308877438,,,,,,
ANGPTL2,-0.009862276537655803,-0.024357736991674893,-0.03471619149887617,0.045111236760569516,0.01802624290808619,-0.08347201134526523,-0.0028850019101478615
LRIG2,0.011992852936123637,-0.0018339654970202183,-0.057940527244661345,-0.0013519984829555578,-0.03803633922329639,0.05559708488803897,0.0018631420828497378
ICOSLG,-0.02229174085617612,0.015993422846784802,-0.042472170298808905,0.013866280658959541,0.03864284020730155,-0.028077434778776167,-0.0035912111993985337
WIF1,,-0.051301968659177605,0.04874482193373536,0.10355136942669388,-0.01971929747656935,-0.007310966471167953,0.0056863086298351816
