,UKF243,UKF248,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
GRN,0.05250109834850302,0.14053266851489854,0.07992704133235992,0.025698446999381484,0.07279381482319786,0.06906512551302557,0.033312134819606154,-0.09629394121573027,-0.0018995678406739777,0.055179345896976116,0.10721711080472754,0.09014503269293359,0.13135169087083712,0.14680591570892013,0.10792365520545148,0.26987197300312216,0.027939813537109802
MIA,0.03909852273225572,-0.03417747968120714,0.0031121962782467206,-0.025276498504018318,0.005839273308776727,-0.021936143063083266,,-0.03475387412129432,0.018326125222206696,-0.10606707517421092,0.09742711356908161,0.10810637261052833,0.07311131001473889,-0.02332349450253877,,-0.04252271408263259,0.16061736586868844
COL4A4,0.01285503184096648,-0.036309818899688755,-0.012358444216780892,0.009362414142290998,0.036660458768279454,-0.05128086669038102,,,0.06091592022450153,-0.04523801975946992,-0.02574769075290221,0.028986607816577296,-0.04702306801811809,0.034912276460055076,,0.21538816366044947,0.10296521497774154
TAC1,-0.021810930606769956,-0.07462112680186232,0.080232824734354,-0.01755428347661712,0.027766149103985855,0.05818289824911847,-0.001175613334423539,,,,,,,-0.06936904104191743,-0.059090801450242515,0.08421321392470817,-0.13674125036300755
RARRES2,0.012709385121679346,-0.04181074231716314,-0.03889636117659537,0.06861031960228657,0.022497326681238498,-0.014354301462564339,0.012341903733325303,-0.18359856373597777,-0.0680536849591424,-0.027088359038806957,-0.09670906034689815,-0.06018795102639514,0.006926985735382217,0.04661163256299088,-0.005920929169260149,0.09071718182954974,-0.014453669376972542
FGF7,-0.04801743051415186,,0.023092960815939905,-0.05974285711058385,-0.0058683766335895435,0.01808812539424188,0.0011244694857802447,-0.04576842191693939,0.07626598687883679,-0.02332744488075461,0.04182560674491839,0.0006077627991564215,-0.039665589247525015,-0.009621389299042505,0.11671934901790001,-0.015104831385350697,0.015437304481533362
EFNA2,,,,,,,,,,,,0.03650496626707541,,,,,
HBEGF,0.04848703960336092,0.09207277069989782,0.026765695548999185,-0.0031256210847504635,0.0002937857947712676,0.06053095978196613,0.015312438565250245,-0.043208222399295844,0.10769333150801096,0.09229036242223246,0.009195185167156518,0.02957036356453282,-0.06300447182059978,0.11110399616951128,0.037473757120428525,-0.07700287955305557,0.19198135506202121
CSF3,-0.05959484335462274,,-0.02465989099434365,,,,,-0.10787216437503433,,,-0.11436598734995447,-0.12585596206774205,,-0.061013194909158346,-0.028438935536334344,-0.01380213418674514,0.08734336784540188
PI3,-0.07059897879519254,-0.03180659349647105,-0.04729596470313243,,,,,,,,-0.14943035087714523,-0.14715683532307183,0.012018132744636712,-0.06218032833744615,,-0.10727226356326264,-0.06861901646049409
PCSK1N,0.01757093185911022,-0.021148439953622443,-0.061119287842153085,-0.0420647526131104,-0.017860660157802764,0.028196764612817258,-0.023030602445465783,0.08630089395179989,0.012366833059533077,-0.026722259053312554,-0.10340040635270012,0.03650178026040046,0.09182704936978546,-0.03365089830939404,-0.0308569798589587,-0.011701073352810372,-0.21363848476544187
NTS,,,0.15222800568473557,0.023996842895574404,-0.026305918840639105,-0.016857192277645556,-0.03435179322443702,,,,-0.07542405296298493,-0.027747940218878383,,-0.020496999393318265,,0.008590988852275497,
SFRP1,0.04459282897532967,-0.04704056727293825,0.06053826160717202,-0.034811465273771575,-0.001332296997655019,0.025113803526113847,-0.006587741856386961,0.06753641502348325,-0.05385696952650808,-0.010556583542297724,-0.014796252538620318,0.07384052151534957,-0.00862348875775588,0.00668994934684648,0.09114844696460851,0.14998706907551113,0.00537158515928907
CXCL13,,,-0.022071577752888705,,,,,-0.020142966731733897,,,-0.027492110152007622,-0.013446572990217877,,0.01373692357701108,,,0.056713619985733855
MICA,-0.09190517485526331,0.08502386644388293,0.002321602395155629,-0.01659582492267223,-0.03283111252245139,0.05540686927924628,0.019544416195902595,-0.06973215202952904,0.03028195576572023,0.06130909950754219,0.08024347690604733,0.08945511303522734,0.19325360802078834,0.08699099882925518,0.0626299983490517,0.08258766868439918,0.051327554865240335
TG,-0.0003960584217656042,0.031496252694318806,0.014492387443215921,-0.009504155748006326,-0.022220653602802863,0.018264824082703208,,0.04457452931395255,0.09230661426904366,0.0243525747553987,-0.04295935756457177,-0.03974590435065356,,0.06078150943223449,,0.01731887751061889,0.00606525736506311
ADA,0.006467108673555757,0.13321099552672222,0.08018997070916101,-0.025545025937485505,-0.022378853404013795,0.12803110905992246,0.07874140088942427,-0.07096729679777998,0.020975609021563556,0.018733729607248895,0.051840858277143624,0.09328494260878753,0.09104296889843405,0.20945360617774103,0.013175204538219338,0.14337569304546138,0.0920805425421304
LAMC3,0.11314677468088083,0.17438384448153413,0.15670505449140346,0.0673063860301384,0.0012176896646660653,0.17468584576929055,-0.02219684696597447,-0.04762449176355968,-0.049345607490505754,0.14425087866641176,0.1881855741332144,0.24161777276753085,0.1522788210344558,0.4731953771813238,0.222555869140234,0.28110799450554025,0.23829457890543626
CCL7,,-0.019230864645157126,-0.003868038036497754,,,,,,,,-0.048456199830651185,,,,,-0.05656942303384353,-0.02243948506839049
NGF,0.07902117856943884,0.07575395529779304,0.014358410008881904,0.007695582925956298,,,-0.00014193301774872825,-0.013345217540973477,0.12326965246030819,0.05756860864228632,0.09501427214698908,0.06489756554075413,,0.06938046719100283,,0.23981081750998748,-0.024336183651165418
TNFSF15,0.059467570445154265,,-0.005072135220449151,-0.027499494885139694,,,,-0.025377794813657272,-0.06676473228105416,0.010370151476377258,0.02229535014288806,,,0.024319748201092423,,0.09171274983227558,-0.012953338870038224
HMGB1,0.08409423923049787,-0.0583616389638737,0.011135962105790544,-0.007384949394412709,0.05884889287517046,-0.05519434295821016,0.04763706097301202,-0.09954526791442082,-0.0067719970691423065,-0.01782481385496327,0.01660024745178751,-0.03893717706497993,-0.01786775213725857,0.00567615695794453,0.014249907998787814,-0.2356733553409881,-0.15247437168840725
ITGB3BP,-0.070808586572352,0.014420516467798001,-0.042043878017992434,-0.0018991859405554639,-0.04437138649128269,-0.008095427821781125,-0.02547068738111455,0.033172710441926316,0.10663374386452162,0.04497463940286924,-0.013117988342990572,-0.012967658468434354,-0.03440019896618299,-0.040617338593010956,-0.02558600839876871,0.03839802973598065,0.03441418740155377
AANAT,-0.06153877394345573,-0.02790105882833825,-0.019522456614496822,,0.03623980457115765,-0.05805654387946365,0.10507146060066011,,,-0.03726712787747191,0.04350148237148808,0.016276506470014298,0.001702289263632665,,,-0.005596061969798691,0.0025880060649063974
RELN,-0.05919972976648573,0.0012600699017534564,0.016843412729978087,0.006359781392051377,0.0664952200689382,-0.029833919237724365,-0.03149468946833673,,-0.021359960059808572,,,,-0.047221045024906864,0.006930617521776813,0.023693409993606585,,-0.029182668325538164
IL15,-0.005764176436257815,-0.04127252416259674,0.015494977827058195,0.0037769079475012336,-0.014638152043059592,-0.027896215596537828,-0.019560419096791848,-0.13293394624687196,-0.03864195096678357,-0.038504467513552305,0.07677779504442037,0.020107424328044014,-0.025576723730105954,0.009273951430091985,-0.030078496247086212,0.12830834693914717,0.051677485938839494
UTS2,,,,,,,,,,,-0.036200171734486336,,,,,,
BSG,0.022386362836098593,-0.0036096409788806956,-0.08873566937390949,-0.05799108495707131,-0.032878112992603126,0.0786730730634559,-0.011825536322247941,-0.08789325356734447,-0.12387012597638333,0.03515103132697365,-0.01046618011003373,-0.013518627712998799,0.05271499906296044,0.0013140274785906365,0.025330315416772078,0.021079313317827194,0.14020986634001953
ADAMTS3,0.13381864392675757,0.027098524332806503,-0.05419413595316932,-0.0075829958041793944,0.007189161908672389,0.02817115705056355,-0.05185940009647751,-0.0206139034616454,,-0.04462359168238835,0.050150126040539,0.05140792331086046,0.021412602932272436,0.04352753865112198,-0.034581472259581136,0.03571116623987729,0.009295847243662598
CD34,0.07331656604384197,0.12204266063788322,0.15710324406485546,-0.025038744765748206,0.050709645086105745,0.01844916046426888,-0.03829370669091977,-0.09165787971002733,-0.04811667053384087,0.01398446131318387,0.1406056752994909,0.14036488443563566,0.15527448830424595,0.23763974374755056,0.043586484790490536,0.1620898473855506,0.03328042559273588
PLAT,0.11865060693022943,0.03829265960193926,-0.002098414027870462,0.059532049020678185,-0.06532663969250711,0.06100218994403115,-0.0025631791150327607,-0.08011913088608562,0.05862184850399154,0.08496360596011891,0.01490959225823714,0.0535109856934601,0.06174005315476033,0.09852809367415526,0.04010426041308106,0.04951662247773674,0.0749539792864916
NTF3,,,,,,0.05023411274791052,,0.038594785018712136,,,-0.03146367504278872,0.04345540631275172,,0.008792770778427767,,,
LTA,,,,,-0.019245869159466193,,,,,,,,,,,0.0462805214081017,
CKLF,-0.01275487188268312,0.09842822017825625,-0.010545310310816364,-0.017586496900300425,-0.023927022701551823,-0.035271614940698144,-0.07405777380181362,-0.007681103322831399,-0.05582488219435497,-0.11580237174645776,0.10261895826344519,0.08445515787072874,0.011248882127914474,0.06917779404356421,-0.035104203768026414,-0.04966093002371802,0.08331068371212362
APELA,,,,,,,,-0.08538401218668301,,,,,,,,,
CD24,-0.05455260464490578,0.013905181060384353,0.05332905382548362,-0.07758186236270545,0.030005902085773157,0.05181852021550168,-0.01806767959242872,0.1405553720010076,0.058465409166454305,-0.09786751389307573,-0.038181623121273905,-0.01867783498713719,-0.007805492522412768,-0.08558379998429687,-0.003325252000592646,-0.014130940703796656,-0.04489192741152399
HSP90AA1,0.016080667853478114,-0.126371657234712,0.005586144033172873,0.014772243220900242,-0.005845089465924241,-0.030203940369410712,-0.04045248023844559,0.07257293067870446,0.037310456392757235,0.10992025179713091,-0.19325568900928708,-0.1986823140028112,-0.016599788439536935,-0.01537827161166288,-0.04438764900692748,-0.11132253222445221,-0.2592225946732279
BMP4,0.04141048411414338,0.016131368279775002,0.05036772650047764,-0.0785988075342719,0.00029642975824334655,0.04732429597492405,-0.007577544515326954,0.14493140082858375,-0.012637758447882834,-0.005636737498603464,0.11902501511649966,0.06216018516409379,0.015643958388337206,0.18986352159570188,,0.14939518786995445,0.06839466194634593
SCGB3A1,,-0.019230862722096356,-0.023248835788359564,0.09171435524245643,,0.025901096709876968,-0.05684957353785566,0.020561837351648914,0.018226381308176758,,0.12306580830889621,0.07627554965845781,,0.05649795549350819,,0.05001691340554842,0.023455314073548544
IGFBP4,0.12159355451560412,0.19269320983192068,0.06063824196692193,0.05209165922841148,-0.003348319623353685,0.07047324106516913,0.11231294049807841,-0.03891072229301213,-0.06923643210271142,0.17995145900914689,0.14333343790942463,0.11827544467667411,0.08790996361519177,0.3770213513577298,0.09977241675973295,0.3563013146115156,0.20094822061881185
RSPO4,-0.014459912604112463,,0.01359281219678507,,-0.02238411749115081,0.055770851585175876,,,-0.058210829026877894,,,,,0.09454524034708843,,0.05240231466568088,0.10917825397025065
LEFTY2,0.08670877298355788,-0.03265487045845104,0.029689864360250933,0.027144161359027617,0.005920835054557648,-0.00248294817066851,-0.03435181584281365,-0.10950980909455393,,-0.032702728463145626,-0.005762701340968138,0.010849099549826843,0.08853878705704171,-0.009771591023621745,-0.04657220573272231,0.001465741990917159,-0.04388088881100018
PF4,,-0.0032089025946108025,,,,,,,,,,0.04270460734826856,,,,6.608196565374168e-05,0.01153827156551261
ANGPTL2,-0.021643081154921154,0.05938077992311586,-0.041956683529571624,0.01950764739425969,-0.004531633716904235,0.040279246814683256,0.011990455317139173,0.37173378126678275,-0.14478434460906492,0.016712948022296368,0.13586537012469063,0.1605079674080551,-0.004460901930773482,0.10093589503418707,0.031091087709251473,0.12143164021943659,0.026904520027478746
LRIG2,0.02415045606351642,0.014346639700516235,-0.06811220483403628,-0.029343236019774562,0.014326155805883336,0.042290888683906604,-0.07454229367020389,0.12547249839189065,0.039927624105548676,-0.09523252620969004,0.004347705033668527,0.08932889427782402,-0.021812093073077108,0.0742006581848693,0.05049549893096195,0.08712608106575093,0.02517554582238114
ICOSLG,-0.0031465593698266786,0.012552798318464158,-0.01214500061076678,-0.0097529927236557,-0.019101927840032746,0.03150031264988529,0.005725007399952573,-0.02928134589693005,-0.06502212281481436,0.07600454006751968,0.036193178368666125,0.09137641393714936,0.04568074876139434,-0.0018716034953815588,0.004025147693916116,0.14091431137937577,-0.021242077588541027
WIF1,-0.05068010572495092,-0.03589486708058223,0.05026567899666385,-0.013718884704957354,-0.017273293284819507,0.07551149162423317,-0.030060525661974223,,,,,,,0.012414580232133767,0.004160719078081726,,-0.09303128932518552
NPPC,0.006791629162598289,-0.02667828925103937,-0.0004805013996908476,-0.004786013207739056,-0.03369470683853934,0.005809689181348036,-0.04398153312028799,,0.020870427635072564,-0.044623505980108384,-0.053108435362619735,-0.02506645851138579,0.12042089678746257,-0.01703929191719484,0.02515908205523918,,-0.06409249455359574
LYZ,-0.0308211065286893,0.0524467348399451,0.03451149332328295,-0.01034164388946969,-0.0006104752116357864,0.02052974807587366,0.10701113744419362,-0.0862279224498053,-0.01073217205045231,0.11223536074040213,0.104689177248388,0.1131930846998351,0.019818766924247444,0.10465304511317432,0.09164705826353577,0.23765749683953225,-0.010041616145691686
EREG,,,0.02146028599298073,,,,-0.03533797958383957,0.005549106618504535,,,-0.03238433682253887,-0.04063804967897498,,-0.05771216685496858,,-0.002829819176095313,0.1330915264530146
SPTAN1,0.07486410527187426,0.015895022479727353,0.06923116243458806,-0.021667600499048645,0.049811789843189305,0.08471655941403661,-0.017487760677780396,-0.07988740965701699,-0.02497687850483359,0.04152201152055399,-0.050141729416525775,0.06862424059173305,0.04877284839178698,-0.08639644598429254,-0.03261150253039502,0.0647089808855692,-0.07750070044950574
PTH2,,,,,,,,,,,,,,0.043342758517717114,,,
LIPC,0.027304966818324356,-0.024422737549817056,-0.02597869822363921,-0.011629360583419781,-0.026874864377988514,,0.038358875542878125,0.0913434065253912,-0.029778405988242274,-0.03158130083771791,,,0.005724978076696706,,,0.14723818740935732,-0.02744901571421594
COL8A1,0.061130634642878566,0.080376920549363,0.02503755594715871,0.014889751131707702,-0.016957249222779303,-0.007472159735038591,0.04246087717852295,0.010627808590276658,0.08348249891858094,0.0678793504929339,0.10050752369070777,0.07868057801460734,0.10162170884703144,0.02764474590057805,0.12184509659185627,0.1256779633139517,-0.04274845335889255
GSTM2,-0.005894662300206995,0.027311550431651777,0.004467634696799991,0.04542734694035831,-0.042775013951210604,0.017943570522208366,0.050808694316817525,-0.06412252055650164,0.04520867437944668,0.030255821031392665,-0.008644843459379593,-0.06494411757146436,-0.06329594952701216,-0.01696636776705896,-0.05392777564937543,-0.06624451908103982,-0.04507633285872891
SPX,-0.016146521554211837,-0.004098163841242284,-0.006189984128874783,0.04123565465766529,0.028382053757567194,-0.022980262973550738,0.0023012775517221883,,,-0.0389142056939265,0.04914342512216743,0.009443525593585978,-0.03725283480818363,-0.09208254194230026,-0.04297540385321336,-0.03893555136107184,0.08659150778292814
MFGE8,0.044071617679146344,0.13874587627657153,0.018197459391955325,-0.028091069708199006,0.026846372602834262,0.07606533152116017,-0.04603411057508018,-0.16368535603647152,0.03215541326828723,0.12915590428475765,0.0908485595508023,0.10177049380150532,0.11075223220291155,0.27589329274924224,0.04274770491580984,0.11280694997607621,0.14919068188078044
TGFA,0.006892877792622807,-0.02383867084785095,-0.09831142143690062,-0.051965111244027785,-0.04606409161964968,-0.025103208353701622,-0.022353158165065133,-0.038196819632269494,-0.06367152796456753,0.01752290790418884,0.018672245847180087,0.03185863776881406,-0.09300778798560452,0.04610974712790955,0.026409473153390404,0.03753644923028857,0.13325494348634861
SLIT2,0.009532638225329597,-0.029107035692075,0.04910339151155311,-0.02684866315485781,0.036218644937093446,0.03300802188900977,-0.01777694566290276,-0.014507305834774343,-0.048475431920735015,0.0042437098089792204,0.057232449844234375,0.07165593979014427,0.03562521467351162,0.002023107742705277,0.0017943293200077047,0.03855072999099762,-0.027231884425447803
PLTP,0.1226087000836135,0.05026203051186919,0.10976374269008961,0.009773790616739402,0.021529479143664727,-0.03436774140804504,0.06185909033685025,-0.04599107957167311,0.07170427563988557,0.06605222782408852,0.1255845226346991,0.043192656840854514,0.08375734887917578,0.1701214504860597,0.04890043182012188,0.2260529663170051,0.14127122445968254
APOD,0.17033952096088076,0.13429602813042124,0.022632644641547597,0.14842121320288523,0.05942562829090188,0.16201223127709355,0.05790699496952296,-0.025024315820203813,0.018818001339318453,0.16678562310798514,0.17150456175487067,0.24614166703287474,-0.07640771583862932,0.44263538849376405,0.24299560664988146,0.33157828725203453,0.22314328392744176
B2M,0.1008933709898372,0.052554110511031184,0.11404685675714309,0.11048974678051296,0.03772138027784263,0.022215098777309313,0.05814207423254137,-0.3478367095187096,-0.07514203123267005,0.1594522495468015,0.13273081710824572,0.10493811055590341,0.08228855262522511,0.19772031923723016,0.12415546909542907,0.2299498801603561,0.0202148146726198
OMG,0.08124709844349617,0.00016094496547752667,-0.02340338077625532,0.009310914601468743,0.03586300171039754,-0.05673932900437094,-0.0595604212461412,0.01644467514538178,-0.0018316807365691204,0.056923265809629066,0.11682492089688704,0.18205443435417218,-0.1248588761961753,-0.13584594344614262,-0.059410376240103376,0.02486902548076422,-0.20114411308095936
CXCL3,-0.0543716199123843,-0.01192599552010658,-0.027231493549926992,,0.017106900111876048,-0.018939061075260413,-0.0497468569097437,-0.06178532056838741,,,-0.05763607509237482,-0.037641111570261475,0.011434379492815425,0.05069422320678661,0.030027746430208762,0.05244744141604176,0.0695993681484945
CXCL10,0.12136422187770549,-0.058274136980379414,0.06023159482580854,0.006035822219552354,0.04377373587786143,-0.04118724648910252,-0.014963492554976034,-0.02074814009417388,-0.017740207376145196,-0.005394311566516674,-0.041516031405408334,-0.03944790735732156,-0.035823099961451325,0.04594381180662598,,0.15800167003464521,0.02402750273414243
RSPO3,,0.053509688296831115,0.016230273790830075,-0.05430633198029013,0.060028603373465446,0.04490409319523464,-0.018649508965160877,,,,-0.031393506290488996,-0.0003951714571769877,,0.06549818525176132,0.04826854640994037,0.06967684300410759,-0.09954869912712175
CORT,0.0037023032952802713,0.029915586025132394,0.004187082297199967,0.01817657615211678,0.025484402044734067,0.005268399715880294,-0.04384639343416699,,,,0.022992665683879643,0.09606176387113582,,-0.024200029149339858,-0.041481993526520496,,
NCAN,0.2386196689589638,-0.0008349806852916636,0.036658660167568094,-0.05441530657813664,-0.005349709432116503,-0.032010808302258754,0.03950347975887973,,-0.03173718173803926,0.039126413346696566,0.060918384009628054,0.18721651181032611,0.06941127140716616,-0.14175812868874194,0.06288328460278804,-0.10390799108451186,-0.04123141455147424
PRG4,-0.0012141511808735008,0.07001117641568755,-0.018600643191592367,,-0.018711800775139818,,,,,,0.29730817132202525,0.08829042156549706,,0.2602526397346438,,0.2588771504264853,0.13714297966448977
ZG16B,,0.02584510322390953,,,0.05544876626876518,,,-0.03508962909818552,,-0.041428569488122124,,,,,,0.03148586533903189,0.12708602482758688
TGM2,-0.03220027331130598,0.1523559914179125,0.03575247344901007,-0.00820577592336776,0.014742088836590703,0.00463348072349861,0.05117428528584605,-0.016519675667099866,-0.026466646857726903,0.23249487465819682,0.01301264156802716,0.008536269419527238,0.1157844703236233,0.3108745478822447,0.13829957533476442,0.23640795707007764,0.09300572476010094
VEGFC,-0.04604937146737312,0.129278701337233,0.04983335857857294,0.06393566164147425,0.1069320046603786,0.020543672049828585,0.013970145515464683,-0.04980214534298482,-0.07501791445336836,-0.053699653896584446,0.003014999937148057,0.06860396876171285,0.0923101220251749,0.16581039230549208,,0.1493613324828083,0.004062216506953961
WNT6,-0.048320406157411996,-0.031028574968302178,0.09088676133653902,-0.0007741134234415119,-0.017237504010585155,,,0.04548768063224245,,0.13937172527551814,-0.0332921342545522,-0.0025856000514540493,,0.078108595231579,,0.0012934067304848377,0.12204116557492686
NRG4,0.06229707231206716,-0.017712301486450328,0.0017159401116421359,-0.0334756782832537,0.04794065249652873,-0.0023879599261285122,-0.04448634690903541,,-0.0464591357434252,,,,-0.02816337877159756,-0.006193151943458424,,-0.010743557279430308,-0.041761707820754855
PMCH,,0.09954146519642146,,,-0.02238411641087537,,,,,,0.1151514962473871,0.1175942503823762,,0.10329924556049061,,0.008760785408152658,0.14051147927413768
COL9A1,0.021732655884902335,0.023811108939121844,-0.026208139930402195,0.0004996959511423064,-0.0005610577903922705,0.023748557785313866,-0.034848097222424504,,-0.036317318982803236,-0.0982188919402628,0.05394134485833306,0.16395928414381672,-0.003281289824424789,-0.006051733631395225,,0.03617466212578291,0.14393507980968095
GDF11,0.07806479259855935,-0.06377652225756691,-0.024180519360217208,-0.015892147790758857,0.002170559594540406,-0.0064019531413202066,0.03212010249749926,0.06614100274744901,-0.02780778710406253,-0.02643777884117565,0.0005754074952991689,-0.027612348341809038,0.0690021666040125,0.02561349563504584,-0.023400026990740074,0.13040152350297055,0.011983423553177977
RAET1E,,,,,,,,,,,,,,,,0.05279321023286807,
IL24,,,,,,,,0.04079513734784328,,,-0.036721396361266784,-0.02894149179248251,,,,,-0.017728070545854072
SORBS1,0.06137864466368534,-0.009668893653369625,-0.013247381262947442,0.04911321473416625,-0.0047667957836638975,0.0027421372394735807,0.015118384301234994,0.03460138801342472,-0.018111742833155194,-0.0017599407410377672,0.02128627782702551,-0.007949693569529674,0.03781632709240311,0.06349039306799314,-0.004847470156960038,-0.0005966526983496939,-0.09035464304532906
DLL1,0.020051903843929863,0.012959973959533256,-0.05963730781782835,-0.009152316358269366,0.0009125925293886289,0.005154832482879987,-0.02612898219202214,0.03952663664165305,-0.08338341209882537,0.05622773300835581,0.10438673719160084,0.1137674518978857,-0.003509735209988721,0.023024698854726536,0.12273003807102095,0.07837225103864731,0.0970085744858377
TLN1,0.019817608164078203,0.07114691965234679,-0.03602527167463456,0.026190504644880954,-0.005758261287824737,0.07658540682599695,0.05332069431357233,-0.10073493367671499,-0.008520380313082762,0.06191901354830622,-0.04183653714755332,0.019118069875551487,0.05843155623892165,0.17998074811278736,0.017452486516766286,0.19911866729952749,0.11204152632824844
COL2A1,-0.004345507737934053,-0.03637675115578849,-0.016613196121039092,-0.02962520810260842,,,,,,,0.05643325744978184,0.08418529593280444,,-0.00585769082562546,,0.048013729658625964,0.03872154198955746
SHH,,,-0.024628601855513053,0.06365497797262848,-0.0190994966782705,-0.003326204054167547,,,,,-0.027774709274971273,-0.081951530897561,0.06364883900061898,-0.021075329742635634,,-0.1337183408841539,-0.003318725930218798
