,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.0061559334654030275,,0.05448447636907925,0.11200452725106488,,-0.03970015708591941,-0.02031726954287943,,,,-0.02653576558803696,-0.01373520182029848,,-0.020369832099431467,,
PDAP1,-0.0549829619009287,0.019523746243661957,-0.002404782946611961,0.01418543173966371,-0.09934375724271433,-0.04176921047936474,-0.09781876958964872,0.023408556969731844,-0.033392758572322795,-0.04836920353277082,-0.10236296122384406,-0.013527268057743099,0.002559853885639056,-0.018939879039076624,-0.01872895850657391,-0.022796001552072162,-0.05655245027321806
QDPR,0.10258561115534,0.0592321248390379,0.08551271433705149,0.023049375838353238,0.18146659416447336,0.03936311904138103,0.04674136658382434,0.02620064339415243,-0.005589825584678421,-0.3296883146457499,0.050973773849695495,-0.029405799016856818,-0.023396245993667672,-0.08803791544383796,-0.030564922592269457,0.07370492048169795,-0.15964654910976644
POMC,0.1558546904116189,-0.012605771912196195,,-0.02218649064888214,0.062379773785531195,-0.04348022586460112,0.003216647708934138,0.02698781376288361,-0.018854895706674105,-0.002786377949263564,0.05745771602273639,-0.0034818488256802625,0.030894824507981245,,0.05954863168631332,-0.058457488545262865,0.030885736182605438
CCL18,0.013970666139114657,0.0034130338626090517,,,,,,,,-0.13596462789085306,,0.07552670945357043,-0.09596735133515978,,,,
CCL17,,,,-0.019839660708979714,,,,-0.023781817616798723,-0.00624246604543124,,-0.029611827381079557,-0.018825841317555107,,,-0.013269790760949723,,
VEGFD,-0.02749149222129509,-0.036555396231676744,,-0.022103572917989745,0.08496779546621008,,-0.012442497786191128,-0.025337515176890216,-0.02721119045387599,0.007615658511981331,0.013530874420365841,,,,,,
TNFSF13,,0.033775147523015296,,-0.013684953932336189,,0.0041491141421724645,,,,,,0.010584208543786945,0.06532174741462707,,-0.021622016460536162,-0.010135595504111106,
WNT5A,0.001984508080149363,0.006135248756082571,0.0027347117617762626,-0.05327756664069719,-0.11309503174878004,-0.04605317155487348,-0.07217341299603199,-0.007251919735199249,0.0005340233960118736,0.0417075148988726,-0.03646286192013371,-0.020849717014317343,-0.004739811907710457,-0.04061794933905716,0.04015443541321345,-0.09638854056267222,-0.026883304991812573
CXCL8,-0.1489129928187856,0.0002248721996923123,-0.0029452922727294015,-0.038879410157746916,-0.08595364932651924,-0.0007834527758693209,-0.05663732259743218,-0.03178893878392229,-0.01433641348978938,-0.1361092613984404,-0.025405186945654336,0.02142069561702137,0.0070146148648153155,-0.11219107476117296,-0.04430304031251263,-0.08881546199078047,0.10568725743339956
GRN,-0.07226342562276232,-0.014383906352820415,0.024099955013818158,-0.05787407855309319,-0.10784499728801533,-0.07240916737469129,-0.12372076486183692,-0.02097374291124438,-0.06301989898272525,-0.23529219277944693,0.01494252251865219,0.060137490235239725,0.038182030381093836,0.04197519455999314,0.05384087107632182,0.0659753506269661,-0.07904069741447615
MIA,0.026479202201750394,0.05835188379301448,0.06543104001970476,-0.02735412015095978,-0.044350623458933015,-0.030692219626362788,-0.05372415911667296,-0.0402093899389182,0.007773211652349899,,-0.043463786659679454,0.0028005551415024466,-0.04382342721671474,,0.03602673893731143,-0.0744133284761538,
COL4A4,0.017433653853473584,0.01302956281299149,0.06346432805234531,-0.028202827626486716,-0.10252245847234183,-0.02981223237350112,-0.013083153754090845,-0.024828953369780728,0.02241864299114425,,-0.01769553415236369,-0.005220237292141948,0.06978117231742212,,0.0204632897911021,-0.043519421624202095,
TAC1,0.17665075866811142,0.006140022373783871,0.041278633443029795,0.0967123221585234,0.23213657554133182,0.07718779593723947,0.23420270208716562,0.1952452325369856,0.08542137568043323,0.24153292407790014,0.24533276682043156,,0.05183724671477515,0.06782987468164103,-0.01744448928438636,0.09130905306299406,0.12781093889611547
RARRES2,-0.00980402261245934,0.02901138947323474,-0.05034431462008535,0.04871921135185005,-0.19714032838870713,-0.03662355069878227,-0.15788918719645686,0.08141031265324859,0.012268064251746893,-0.0589539969612384,-0.09949504676163827,0.02713360562909694,-0.029859382122846723,-0.06672920790727445,0.006944215899898753,-0.08889973824334897,-0.012200354113327443
FGF7,-0.05266531437809034,,-0.03925723119363443,-0.035167639387021894,0.19905107671182778,0.014457454010479232,-0.04128454827612792,-0.01001114772167716,0.027924720745764242,0.0658724645041044,-0.031706711302880414,0.07705111159820253,0.022295984926647746,-0.047709229315488585,-0.008403807020770692,0.11221304427430487,0.020951693121074543
HBEGF,0.006176309140434912,0.002860584551432665,0.013688843469581118,-0.07916535113788259,-0.11639304701996701,-0.023212272033367183,-0.038234550312171975,-0.10406022570799353,-0.01609903227570679,-0.13014824447331905,-0.060889023468317933,-0.05345002529269092,-0.026497035915631326,0.015906631609205517,-0.027952561833957758,-0.02875135631761432,-0.01475094059797352
CSF3,-0.04154252772323452,,-0.023107244629298616,-0.023647145684826544,-0.01768039281794932,,0.01387477218111478,,,,,0.009470244806361936,-0.029963930488659786,0.019116909905391735,-0.013971042564437632,-0.0263328237733259,
PI3,-0.049213318950755,-0.019726496590736085,0.02184745701242666,-0.04080783415656054,-0.043077922305187706,,-0.008754503349223897,,,,,-0.0005076519506496869,-0.08815979379532575,,-0.030354434068649034,-0.1321004899622357,
PCSK1N,0.23224816890559072,0.014942594424951236,0.019701720037111965,-0.006102706101665748,0.12309509387575074,0.041722624624000205,0.07539978606069152,-0.03493350405444211,0.07544179752713928,0.3103881922703427,0.2770051040073128,-0.0017025843026593258,-0.01636921175389872,0.0736080859986829,-0.039839917306875895,0.14909991264288808,0.16198606597236823
NTS,,,,,-0.07972449611472418,0.03665308089604585,-0.03523518373557264,-0.02836419304404474,-0.06789696758165564,-0.0428194561161774,,0.009537963398860714,-0.037185343651407,,0.12166995017159297,,
SFRP1,0.031173998847256038,0.0484892640708777,,-0.017310870842705283,0.14926644715109866,-0.007661038497112047,-0.006889605246791568,-0.02359509923816628,0.001349509567215195,-0.10462004947763492,0.050834206436190195,-0.01470646752387734,0.012502711501865004,0.01546003265031471,0.0007235409918708078,-0.03275924904874628,-0.13740923109718464
CXCL13,,,-0.016778593714576358,,0.02707977654659267,,,,,,,0.021241900564066395,0.020294962837309992,,,0.0823699876287385,
MICA,-0.10158116252898672,-0.002860907678347831,-0.006201593524450266,0.006815715094059499,-0.05163232049701768,0.027893549351455497,-0.055210211239381225,-0.04786805582825534,0.012966773857489799,-0.019178147498477176,-0.05686241586700711,-0.01242564888215402,0.04468925806619584,-0.042975034984758895,0.08766477973508745,0.04628427527979328,0.027633199890172235
TG,-0.03311602527228998,0.050608115597923296,,-0.01868117227400623,-0.04273139621755069,0.0379710938215437,-0.0005134994496622924,0.023606738671695188,-0.026847028890299277,,0.03856270694685419,-0.025014836380950072,-0.021251298943921533,,0.019318686686497756,-0.03680447708877803,
ADA,0.035303940342899964,-0.028482812379943396,-0.007903777925141606,-0.022454075856203935,0.0010618105805528788,0.041458607775596804,-0.08373979839020959,0.028916912755356107,0.01124230836454975,-0.13787229262838938,-0.07608027482442896,0.04681761194225576,0.04472348624880211,-0.020598424094499166,0.10371278308536284,-0.015586985602082536,0.09070398508187162
LAMC3,-0.0047825957482992105,0.018108813823140626,0.007828704267375211,-0.01836812131252123,0.07407150281826871,0.03678374845414852,-0.10014513327641857,-0.030275728932816,0.030051840124245745,-0.03178735988650193,0.01884617678675553,-0.012193997121578754,0.07925239238065826,-0.05736288666962925,0.07314585761558393,0.1118251836571217,-0.07390380285082632
CCL7,,-0.023252312737828577,,-0.013506457706650094,-0.03567342640813882,,,,,,,-0.02821559676688435,,,-0.014640298328846902,-0.055342436008378765,
NGF,-0.023933831129956225,-0.039923066282248273,,-0.020665786634697116,0.0005578807968061038,-0.01920162231578471,,,,0.06834180730305808,,-0.03258675543644151,-0.009981952843953153,,0.03086388999836394,-0.020412829163960377,
TNFSF15,-0.029609136131407112,,,-0.015040101248739234,0.02897651162052915,0.012139432351778511,,,,,,-0.02750703850945558,-0.024809105533249824,,-0.03868220290584549,-0.01285056561962805,
HMGB1,0.05539606725181288,-0.002444558048815951,0.0559425104835099,0.059701028853872316,0.025898575299044352,-0.041578375053893384,-0.17384832189265884,0.040434977774537806,-0.029617817646842338,-0.1145329741209956,-0.03164635440253033,-0.003965589764604283,0.012213964432277548,-0.013833554157683173,-2.2864929823620412e-05,0.13392338605198137,-0.036269626167894926
ITGB3BP,-0.11947880064884053,0.0026772006894520252,0.004454563575076405,-0.017188610284479947,-0.03137323924359388,-0.025937993362242298,-0.10755277091349573,0.02921425367518421,-0.017661406149614877,0.012584095194444651,-0.14844134275340737,0.0033279331194065592,-0.027057313138675994,-0.08705925221650082,0.07907325293995203,0.005486748100053438,0.22059238641938347
AANAT,-0.015027142073360516,0.018702089371620052,,-0.013684955392905273,-0.02379922757422457,,0.050956249353258015,-0.02154672165727354,-0.002617340236844967,-0.027693586177172436,-0.03972143402983576,0.11620306866700313,,,0.08934502275140416,-0.05230550395251855,
RELN,0.06193279230690823,0.028793288962772192,-0.026022288068071175,-0.023754017884178236,0.06327653713861398,0.06968849350439295,0.11098568863010153,0.12297175862356632,-0.06182971477409801,-0.005246472981636795,0.045779123772456506,,-0.0027942703940199063,-0.06636848044103337,,0.07641632858131406,-0.0805614125981479
IL15,0.017730407563736412,-0.028885807744495368,,-0.013411366604357865,-0.06135456558370794,0.0656181029303035,-0.06744925525299975,0.006592321431859574,-0.04840129562173436,-0.024864581180570236,0.003037401840149304,-0.0453485831173073,-0.034587151626622556,-0.03871700900776406,0.00862913178314792,-0.028568739304462683,
UTS2,,,,,,,-0.0806045705364295,,,,,-0.02107902501892304,,,,,
BSG,-0.10188596878027817,0.06111367366677955,0.011861775499572779,-0.037047613414264616,-0.03002981435730344,-0.007069335867998188,0.09705300929863825,-0.05999013174088106,-0.019855710960136663,0.18957621342340492,-0.15877087250063038,0.08189887888206125,-0.03379379081136184,-0.06974049233775964,-0.02421447998866517,-0.017136448707412905,0.07434059872872396
ADAMTS3,-0.060948132134317906,-0.029338302826280714,,-0.023647048642148318,0.019918772562774228,0.09623120246220987,-0.14202121151912514,-0.027256440639253553,-0.018330946225157244,-0.02833411390423786,0.057628171884620986,-0.016844119026698443,0.04461131374995169,-0.04451323503599845,0.032401624690381166,-0.004935531046625385,
CD34,0.09695903932476949,0.0029937545010223733,0.03159599203342035,0.005687531486064058,-0.003553211850064302,0.04525599500589037,-0.07629496674171525,0.03783532359949384,0.003291953752995058,0.04758501666428699,-0.02141762144478848,0.09260675056986603,0.06139924774856139,0.030685057811579958,0.10061745950844532,0.08511274154349598,-0.02560184002402988
CCL23,,,,,,,-0.02942275918801751,,,,,,,,,,
PLAT,0.0025396164591831947,0.01664081173071148,0.004736189306760526,0.041567032222288976,-0.026550557604410333,-0.09514254708867184,-0.1444707809909228,-0.0757372237181935,0.00407199326429695,0.007966199248007096,-0.13965607939911723,0.02521035196816357,-0.004001252857839004,-0.041585555202725485,-0.04812119961024625,0.013252354337059765,-0.0368837292836408
NTF3,,,,,,,,,-0.008839938813590019,,,0.04085632200898914,0.04390335688270413,,,,
LTA,,,,-0.017310870032875538,,,,0.03409077325647054,,,-0.03683979871537791,,,,-0.020847267731097314,,
CKLF,-0.13805840976667444,-0.019607925522424213,0.014803025174912941,0.01879681999648072,-0.03802520474521475,-0.04530936205864652,-0.17065141179107288,0.08502615971260198,-0.03339168638461472,-0.16178702782124943,-0.13405184520322072,0.027312088347428976,0.056344480175448027,0.016632885831732384,0.03537151595515079,0.03581678847517684,0.015887951733062414
CD24,-0.11450155056521123,-0.07281832642763282,0.04971744496589431,-0.025824930837130736,-0.034976957355908174,0.07114068473557142,-0.046171598115619515,-8.818158327499578e-05,-0.10619410265270052,0.0666123866614014,-0.006845677273107321,0.05746635787967818,-0.0003436724301718122,-0.026702690917690525,-0.06935132303944475,0.033142438644786096,0.0269798271329969
HSP90AA1,0.09585574766398682,-0.01985705760816685,0.04550498682866352,0.04918014796897271,0.21979789881601025,0.07826232933209087,0.1808527372685347,-0.029839173062998464,0.039899926812881875,0.3458529444115161,0.31196929492290415,-0.030805658521519914,-0.04370537402209927,0.009334097147407482,-0.012342626906403134,0.06719291317091129,0.073411588103421
BMP4,0.19808825181441375,0.029452296861488713,-0.04632004327647927,-0.04038833787078462,-0.0461862455979577,-0.01019628722614076,0.015887570556508135,0.058184083713074444,-0.04792044048971009,0.09740155989964723,-0.009783317914241963,0.05565338831439684,0.013183286927391917,,0.11955817431657785,-0.003926768809634397,
SCGB3A1,,0.03422360516901289,-0.00283085141878296,,-0.015436898852024645,0.14493373559630357,,,-0.026104097384835996,-0.04319906893037051,0.08430548382158659,-0.021694351538565724,0.025692968419433006,,0.09612093742886187,0.039520743845978014,
IGFBP4,0.045703892252819484,-0.014631154859758726,0.012700954396741359,-0.029954027916076643,-0.06264005223884925,-0.01871572118877363,-0.11974757898637578,-0.05207578772008424,-0.018863466496607074,-0.050393207422768024,-0.0884212267448991,0.05504432781860055,-0.021168850950793492,-0.00810875202783862,0.11072454728960177,0.10370822479868172,0.0688764083598225
RSPO4,-0.029237628511958966,,,-0.02649731945670865,-0.03271120823822861,,,0.02271603837929453,-0.026104093566521238,,0.006668132666569862,,0.04259442073789874,,0.11154814124809649,-0.0044517622502374815,
LEFTY2,-0.024012146319584784,-0.0077073270035027735,0.020185645721342568,-0.03867963356938451,-0.05077285169115486,0.006348180267578917,-0.0770908837119497,-0.013338306339533713,-0.018128358769594986,-0.015422982197779954,0.015602210934079439,-0.02395184649107252,-0.011082306647350887,-0.04117380755178497,0.020871365801613768,0.09039924439822822,
PF4,,0.06024717225343963,,-0.011784118255968862,,,,,,,,,,,-0.02084726290688493,0.037877137032040105,
ANGPTL2,-0.022096890772884164,-0.020183281908330443,0.012084170462672069,0.015618334670994539,-0.03952397044355351,-0.06776855517955134,-0.1576737657676504,-0.026056281166379043,-0.010289835709442492,-0.1740828046274107,-0.22451657431635103,0.021576517385806987,0.008510362765974014,-0.08739688679380582,0.06629898584641641,0.09154815800406096,-0.09264890261477127
LRIG2,0.023056966042992944,0.0024899708155386607,-0.03270634707411685,-0.024160573886972746,0.0001645777503146037,-0.020646577549361864,-0.048497340641362525,-0.050783006672848297,-0.020933174585183786,0.010398430922651549,-0.019831965793062036,0.028913172200055456,-0.05729196821987164,0.05774052179168661,0.016567594231925015,-0.044275124259702446,-0.09848486677534221
ICOSLG,-0.040211435194873996,0.02436146736315177,0.014804223928345009,-0.03046052112070155,-0.018151839938441723,-0.07381906198945147,-0.07992848849492298,-0.07051661551887832,-0.007169044441870414,-0.15789514766860482,-0.06198303828224244,0.036699714033833646,-0.0026322187747491355,-0.06810232984159327,-0.009908664877497603,-0.03905791028879603,0.07371689189580649
WIF1,0.358621558189894,0.1000983363135009,0.10139846951651138,,0.14821401657508415,0.06961991645751694,0.15336146293387934,0.12826530831699914,0.044973377168700965,0.23686509698307356,0.2339187126075998,,-0.03225421112339926,-0.039397911432387925,,-0.030373356701499585,0.19051501534376192
NPPC,0.08723044887602067,-0.019100603681391402,0.022355354413365197,-0.018280073454288354,0.11827188904003062,0.018612124656677137,0.08445612447485423,0.050674605215744115,-0.0021350058769260623,0.17993574888466765,-0.16862631030817798,0.0029870008564896,0.05276572192091393,-0.05020962441036016,,0.041004685044985806,0.0619786051638951
LYZ,-0.015774163595259145,-0.027707756990900827,-0.029493184343957975,-0.03293327261483506,-0.09775612951307003,-0.036785076705738745,-0.11763838503556098,-0.00396114606991241,-0.05072569542997085,-0.2576629917733653,0.01194451779450238,0.04027531482956161,-0.010616607826317594,-0.01042892730815526,0.026896876726474925,-0.02830234268788838,-0.03930788044954593
EREG,,,0.020594542481057944,,-0.046032431363001426,,,,,-0.05532187205034358,,-0.0167869770462787,-0.007377080960541345,,-0.03148419597503295,-0.020925392653891855,
SPTAN1,0.1664517457038917,0.05396678223269707,-0.01822494423044369,0.04154269964777846,0.1689505136356835,0.11328288008193813,0.08642971369428519,0.06716494785754411,-0.013919401746213846,0.332613130489054,0.23599719398020583,-0.011109772934079663,0.04105210647164744,0.004588151171001405,0.023314099078516684,0.08037957376276886,0.12531937373510138
PTH2,,,,,,,,,,,,,0.014978860548834376,,,,
LIPC,-0.039678128389190985,-0.0295298803200336,,0.007174864386406062,-0.00860216872335606,-0.024833621843848352,-0.017314414367107796,-0.0009444943260195841,,-0.06480969681885913,-0.04484568453607849,,,,-0.026358830955846284,0.016249526852360745,
COL8A1,-0.16135640667444437,-0.007698743106921091,-0.028849816636522793,-0.015322505642376751,-0.08984787339940062,-0.07204388230635551,-0.0794693813717649,0.04350725364329234,-0.03370296086663221,-0.12180375668449654,-0.14718412484865864,0.015309796217536139,-0.05573615924510527,-0.005964426848120002,0.00917721197503996,0.03051173974498807,
GSTM2,-0.036957271661027025,0.020809698628769604,0.022535108014884026,-0.04566427859662487,0.037939439400387194,-0.0006250138175628024,0.006074976117038525,-0.006767849355776601,0.05270905752802929,-0.04431806992772136,-0.05072206912354561,0.08368535852954301,0.042487930110217016,-0.0014119154250935998,0.009283426316578806,-0.0635211715269896,
SPX,0.12281422683153703,0.01714498072933962,,-0.007900662719035959,0.26502891126101347,0.0031423976825938975,0.09340029256462176,0.08784791639160705,-0.006139285612740518,0.10062537802633768,0.2525029691801527,-0.028448264395030867,0.009065152463213204,-0.0849299795987239,0.011353598043207368,0.0010865786858684345,-0.1734535840774704
MFGE8,-0.11620007650953862,-0.032493428160707195,0.0707784034740243,-0.038551661733378054,0.07617864055834718,2.9940422955933424e-05,0.003916016001703396,0.004786906986897471,0.05302604958711334,0.07166479419583854,-0.10331289491203186,0.011438626814177759,0.025383354981606154,0.11535673195498952,0.043554857254959355,0.005040881424140235,0.02936893925543739
TGFA,-0.1281774717204922,0.025559711668983198,0.0362590830831038,-0.0228002818415947,-0.08312789920441832,-0.020445997391709173,-0.08743752327182974,-0.10694262739340583,-0.021814930807003252,-0.1021720653955884,-0.11533979286386747,0.01752999404367342,-0.02448801761260518,-0.023949162110756837,0.03944672110483296,-0.05741783090018017,-0.05963628902412094
SLIT2,0.2501660811811346,-0.018783126696676054,0.12352235980043207,0.02139446250189241,0.13768287071814436,0.05610686720054516,0.04525270903077247,0.0580726199490025,-0.011880317954984914,0.21508779854843085,0.2679808762226443,0.11090377409210907,0.026040179500758976,0.03953531078386311,-0.0299107252687708,-0.03383373751324266,0.13021805836992048
PLTP,-0.08211089923015644,0.019899314241791644,-0.011870384593093879,-0.015373395880630433,-0.13794652511589284,-0.046852174808413,-0.1647754197727467,-0.004500951258147739,-0.05158649679895699,-0.3151860268080055,-0.032960565488830834,0.02466815926703232,-0.01371324548443207,-0.09452199243010362,0.06298243920890917,0.02723034166830972,-0.030107248143439937
APOD,0.16284282383930268,0.025703988686266714,-0.010105663771077217,0.03363975637476624,-0.10435900062975395,-0.018178429732100505,-0.1560458484074954,0.024067083195929522,-0.03731701678535317,-0.23752991731162998,0.1260110694255912,0.028878531009553163,0.07935568424011741,-0.15802958514306728,-0.0372964400268814,0.032510324843799676,-0.16416830855909917
B2M,0.007285977560285451,-0.013899023660102336,-0.03213425204338987,-0.006862957573256964,-0.16455144403360086,-0.10097259306966515,-0.19928993021629027,-0.0033177318091460726,-0.1189594780025325,-0.36031880143611855,-0.2570845296952145,0.04272985454455968,-0.0001874417845232337,-0.05333053110538444,0.08608535410167951,0.07096022025632465,-0.23971819374136363
OMG,0.15253900531700992,0.042147251170188915,0.028512252560693063,0.07720819546906327,0.07721313493200811,-0.028320282889163894,0.01498781109126697,0.046712662573741945,0.08824855189974422,-0.018110770594764174,0.20698202413958838,-0.016658515724587097,0.08629084235332798,-0.058516022000425806,0.009493146695574845,0.1065403222919752,-0.049198797432543316
CXCL3,-0.03811952636068654,-0.02872643470787988,-0.04350776034992269,-0.031167970869806133,-0.10122636267471559,,-0.009550087633194586,-0.07522432959898297,-0.02792586231933955,-0.009434674518365578,-0.02653132626120213,-0.026824806329995437,0.03169658781178343,-0.053997090633198686,-0.02079692290073344,-0.10883701268775048,
CXCL10,-0.03224018189117095,0.024513159302466104,,0.006026986484181251,-0.023782064562328557,0.09651286302611126,-0.16915365879089386,-0.015486011532578253,-0.04242142880443451,-0.06618251280836022,-0.010380909184418231,-0.02913622337280171,-0.006333404806496303,,0.008799365552322696,0.010796782588338718,
RSPO3,,-0.031585309255733794,-0.023107245350039343,-0.01368495438174201,0.2482069671312039,0.10364792826158425,0.12004514404585516,0.11505399739250509,0.07040197210803609,0.21408800514195986,0.011335337002206139,-0.006630031562819185,0.08179235161669131,0.10258819644688792,-0.014857040033129522,0.06190695986081595,0.10827588955404531
CORT,0.041105283163884905,0.04032982549058663,0.1212461333730817,0.05958419267012636,0.10829925351261352,0.01815163712727431,0.0850413834515072,0.027405479303182257,0.022199254152104466,0.042525361429709016,0.06370081394586638,-0.03217324721233432,-0.02348578891770094,0.018923250287905206,,,0.1546980064836732
NCAN,0.03191040635417797,0.042852245935180576,0.0411348659213211,-0.008503387435970377,0.2126767680237637,-0.037557314351510704,-0.057876804149694434,-0.013687131688667127,0.02511673135716102,0.14096753735411352,-0.2366806617879255,0.08459922602599,0.01251515445794673,-0.012979305054861915,0.04146101601290234,0.08272714207284014,-0.05252308988282772
PRG4,-0.04473773085188011,0.10454575186234061,0.05329563384912328,-0.013506459811431034,0.025684944514974283,,-0.036782650143476175,-0.030844255816672526,,,-0.02193816892521063,-0.030903886509028422,-0.038754418544353075,,0.06344729598223325,-0.04951989547286873,
ZG16B,,-0.011523956006571778,,-0.015675898447703476,,,0.010500889150043715,-0.016489140030130824,,,,,,,-0.018525130008429286,-0.007866020658932516,
TGM2,-0.07324676592404819,-0.046036431968695175,0.07115916791466764,-0.04843638357063902,-0.03333385707711286,0.007828202295331106,-0.02472054693765731,-0.05330716419135854,0.014279553180581134,-0.03584953594301669,0.1437549394642091,-0.007737503779315174,0.05165679229068915,-0.04378207669858012,0.06000291194453415,0.02877886605461554,0.038375824722813555
VEGFC,0.044135091879143475,0.005148698668187,-0.0030558493139070096,-0.024072127870081252,0.06263863921666338,0.03323797971402852,-0.04849561478666137,0.0621752098237868,-0.0582733369813012,0.024635915339592265,-0.03308058128998313,-0.012142905787205085,0.02584473518521201,,0.05911777301362212,0.03023053218328476,
WNT6,0.06044742726924734,0.10547688256326902,-0.052762565310047055,-0.002979347626370378,0.05063859341699913,0.09206840541398864,0.030380612800037014,-0.03669599300850519,,,0.07038031573503947,0.06355662199981717,-0.0381395967727285,,-0.022372901830596512,0.041362791563681174,
NRG4,-0.01119344711321428,0.028576227808517703,-0.01732012252986143,-0.016437979455308248,0.0015808048954435076,0.03755583237949533,-0.008958979560127698,0.056969634973965864,-0.03653329899732338,0.1619788313627327,0.03638256285171357,,0.013461622882157883,,-0.014857041698249248,0.043772908862930504,
PMCH,,-0.024683318840737715,,0.11562318451528399,,,,-0.012289786152318228,,,,0.03175044906900022,0.11779940843825515,,0.09031791061408184,0.04344919232191469,
COL9A1,-0.04726553981135004,0.0610906009682276,-0.03713682288778863,0.04924085230336587,-0.018428699820167465,-0.014422824690915877,-0.006654012732788088,0.003792947227101193,0.007491548064446831,0.12432314392025189,0.014556780961623486,-0.0008330488755664673,-0.014914722068581389,,0.05835088580255118,-0.01588574631132954,-0.06713481038371333
GDF11,0.04413523203563027,0.07394588266901177,-0.06357722852778705,0.02833094815373394,-0.0026988928388573617,-0.02917142063796807,-0.09340749941542786,0.0028761615176021715,-0.05581046299450474,0.0607197638221931,-0.10876880678993646,-0.0027328380842745743,-0.02811792681412639,-0.03806668053909283,0.03322381625397964,-0.01754341940358973,0.03711038252541941
RAET1E,,,,,,,,,,,,,,,0.08700960040444308,,
IL24,,,,,,,,,,,,-0.0213825292958908,,,,-0.06028977757866308,
SORBS1,0.0017173462877315064,-0.03289983493911678,-0.01969574035443516,0.009706687858977419,0.025811240844871637,0.024800363184978167,0.01770862545105598,0.05725877399678157,-0.035137419439026034,-0.09569622389919377,-0.0025073495466509015,0.014694321355752108,-0.009119544350269567,0.03850610349211663,-0.0606509852428666,0.006821524511139229,-0.025660641675016145
DLL1,0.11718869625325795,0.014443686736540607,0.04323761575949496,0.03455442574087764,-0.027667274088670035,0.0026862984558953503,-0.0918739325178384,-0.019449000586741805,0.0133345508497533,-0.08173907576965322,-0.09745047619208412,-0.016915135515190954,0.10487166574160318,-0.022600683730604733,-0.015286081281376679,-0.08777023732755701,-0.002381244652253101
TLN1,-0.16788501047220383,-0.028112005876097093,-0.07696062384976952,-0.007144429202525141,-0.1492138478172812,-0.0408468835283265,-0.14535010073381713,-0.03323753423738238,0.03878548677218888,-0.2496360841783746,-0.2417463711820943,0.005396464588482474,-0.04780281429905714,-0.05838364198117321,0.04022858006346972,-0.004016812104780741,-0.04092203484108219
COL2A1,0.08124754818099872,0.07289594951617313,,,-0.020252637412764715,4.6523672693969553e-05,-0.03395086012369413,,,,-0.0010982747938899375,0.02934619402148042,0.001060618206897721,,-0.021622014789079633,0.011582680976598958,
