,ZH1007nec,ZH916T1,ZH916bulk
ICOSLG,-0.02395100798400205,0.026054167570226924,-0.03012526416392384
WIF1,,,-0.017599313656004374
NPPC,0.09456476801616648,,0.033393446638185574
LYZ,0.017004037000884098,-0.03022717667745724,-0.11235403603686506
EREG,,0.05364534206018694,-0.02616157259105262
SPTAN1,-0.053694043796514254,-0.0009021946711684808,0.02143189227695989
LIPC,0.03665881254070762,-0.02872460225516808,-0.03543606353353954
COL8A1,0.03669999218279239,-0.0659605880499993,0.06314649259670099
GSTM2,0.04450444783814698,0.16915878845552748,-0.008016062395266412
IL4,-0.03966554624500019,,
SPX,,0.09599983523132656,-0.029726512541771565
MFGE8,-0.08617138113913551,-0.056237102134592924,0.022059883861255396
TGFA,-0.05053898232402479,0.12901211060345838,0.02873460228051292
SLIT2,0.03507374792384257,-0.04200386981597011,0.030125521043447963
PLTP,0.07252954845611147,0.004526091395972747,-0.0037325648031829384
APOD,0.04657651862390244,-0.09771949853604878,-0.04230047177316958
B2M,-0.004187757249842911,-0.10345564404641377,-0.05546459922820336
OMG,-0.0144275337937954,0.09386082296827233,-0.0031691406910395194
CXCL3,0.0025323080538537687,-0.03245379424469271,0.012409331325465695
CXCL10,0.02228190678924268,-0.06696607064557884,0.006815160210268309
RSPO3,,-0.016190496701300044,-0.024024168264061063
NCAN,-0.05854058054614224,0.10629743941664115,-0.009915625992721899
PRG4,,-0.036675838424764934,-0.016020486422975454
ZG16B,,-0.02018780696718972,-0.01938554466737077
TGM2,0.007354722224977345,-0.034218831043531885,0.0005026886216549292
VEGFC,0.1217719257511542,0.029738377879492472,-0.0012438675534476723
WNT6,-0.05029860964119605,0.011225181980142104,0.10513112699451271
NRG4,,-0.016190498515868446,0.035843039291209335
PMCH,,-0.034912865411275765,-0.03857770445538545
COL9A1,-0.019269385236994147,0.08969598051908956,-0.019604329917988654
GDF11,-0.10622888925733366,0.05630599555155248,-0.027803862401077226
RAET1E,,-0.017760861835312673,
IL24,,,-0.003779004167325805
SORBS1,0.020924343279778344,-0.0037600531607635827,0.004450208117286549
DLL1,0.03926288363182054,0.01065777268877916,-0.0017838607559964765
TLN1,-0.08851263457071698,-0.07958730431820588,-0.003413734660946
COL2A1,,-0.005824428022349658,0.13989251630487984
SHH,-0.03148950569037699,0.12479564094364154,0.10013722341506563
PON2,0.022458576199593315,0.059595234813210066,0.04371379823054637
ICAM5,,-0.0226046518458289,0.018862711482275196
HPX,-0.03355372649778404,-0.015111741296134509,0.07474051249341734
SFRP2,-0.012862333645950574,-0.005427752931611062,0.01753916188257521
CFC1,,,-0.0076316320625142015
CD70,,-0.024701530886381138,-0.052918778939198004
HP,0.1055227361998156,-0.024219214955489586,-0.029713551280982575
CXCL2,0.04513802297141397,0.025599463266290198,0.0007676250695171529
NPPB,,0.03453449708742023,
CCK,,-0.02130565811481845,-0.08330226333059786
SEMA6A,-0.03937805471404439,0.06783048664690353,0.10257873018153559
IRAK4,-0.07443679761032708,0.07987364474989715,0.017716944095667313
GSTP1,0.0855071626208275,0.059455541240139104,0.0831918353491096
VCAM1,0.012765956679288308,0.06397902122791889,-0.04723929100052245
NXPH3,-0.048585022037954805,0.08363899815264765,0.013191826433297362
MTMR4,0.07430746204617472,0.008529786279706592,-0.02334776695364599
LAMC2,,-0.0033636945788767724,-0.029007981069918594
IL10,-0.07012205274390428,0.026702570617894456,-0.050461629691646824
SEMA4D,0.01053321504418576,-0.002052333756414458,0.03424618802836078
TRH,0.00038522432439012954,0.02657051214644267,-0.03037896968739458
SEMA6D,-0.014801893755506477,0.05462133426110257,0.06875410163998635
CEL,-0.0020170425170070627,0.020880762920932612,0.03246357568589918
PDCD1LG2,0.03215218451390162,0.05675379295450339,0.08425845902109624
SPINT1,-0.02884504948523224,-0.051498532523784044,-0.05099754296081272
CTHRC1,0.0758745977797079,-0.06688527903360736,-0.005841307913878079
PODXL,-0.06817872672884777,0.006459438958535118,0.017104296002714924
JAM3,-0.05456055137180207,0.012957631335196746,0.057016587606146946
TGFB2,-0.07730804761445542,0.09278456745389825,0.05550543837937957
COL18A1,-0.06442089827689619,-0.13534658416808024,-0.06819276734390423
NODAL,-0.10224426282165211,0.044558342736152376,-0.06042831171260092
INHBB,0.058239467465472164,0.12228916014661345,0.08348056561285816
LCN1,,-0.01860240332590095,-0.020346623818766625
ARF4,0.0884161026658346,-0.02813105786149561,0.022759623386312156
CXCL14,0.011840438686368042,0.058586837474600154,0.04580926014944608
LIF,-0.02743532744747143,0.018793236063368045,0.05611604621780613
IL17B,-0.052309339260801994,-0.031422062109288586,-0.02300465544067432
MMP1,-0.08330327616435172,-0.02107968934213051,-0.031797408741103185
MATN1,,0.016027305367264804,-0.02096437350544799
ADAM28,-0.0007890690306595318,0.004141502956225955,-0.02461382223736539
TCN2,0.08630197901635325,-0.04010925143313193,-0.024504084396992608
THPO,0.018152887557558957,0.01040380928936913,-0.015287096797722517
CUBN,-0.0311939216200151,0.04144717848297997,-0.01038124516689976
TIMP3,0.024259409024010272,-0.07957369413383089,-0.036035280820632544
PIGF,0.03238965601965033,0.12770214518489453,0.030428760659600516
CRH,,0.052200337798532,0.05986170146952972
BDNF,0.1504866450286375,0.015278145576183092,0.10191168217233092
CCL5,0.022082408797688514,0.0016836343458545794,-0.022044845454810183
GAD1,0.08192276144733396,0.029463831242616135,-0.020766915316772796
COL14A1,-0.050266601560106816,0.02314200400286815,0.05713679373036531
HLA-A,-0.012447037408732141,-0.05183714389392695,0.018076421119537125
FGF18,,-0.01839537537467823,0.18272920540077683
ADM,0.05210829860598632,0.05082500852816752,0.08657076794861376
CCL15,,-0.0159543076343657,
GNAI2,-0.02693943910909284,-0.04788367115352361,-0.06249277999072315
HDC,,0.07129997296646229,0.19316327354079382
COL11A1,0.01587443469994275,0.006719075348106195,0.13778815993555757
NUCB2,0.05094242416611084,-0.03111568185856389,0.024671752814085224
FGF16,,,-0.02065765538243648
CXCL1,0.019324362198680414,-0.04013496846660447,0.06903792862503302
VCAN,-0.06725140121244765,-0.08519354557646112,0.029043366566211187
MMP7,-0.01962325519976853,-0.05091678915965192,0.00934188817735299
PTPN6,0.05406462032569245,-0.0243063112575075,-0.0620980294729357
PTGS2,-0.0023803778046408695,0.03515517606537984,0.03943325727365447
XCL1,,,0.08464499478415659
CD58,0.1190579505195359,0.008984587074868308,0.03365884012361584
TNFSF14,0.25449704033529014,0.009176642792552828,0.03752688473748387
CNTN4,,-0.0271472466026145,0.003467020849428712
INSL3,,-0.02184506599856102,
BTLA,,-0.021123086552910172,
MFNG,0.05565969760555534,0.025723542427070017,-0.0013091446380007416
ICAM1,0.020413421460720695,0.09984590846625561,0.01387584406709577
PROS1,0.018263874454746285,0.025232947702827597,0.003626736770700551
CLCF1,0.02181521534087394,0.037713818663471,0.07381744251877916
PSAP,0.010172125298463293,-0.01853961378221454,-0.03268646375146895
EFEMP1,0.012888527889466877,-0.027247532088888,0.06814447136771237
C1QTNF1,0.11601630938271598,0.07763243952381348,0.09514113697465225
ALB,-0.0561613818215656,-0.02470153859542822,0.00499939888032882
EFNA3,-0.048257146638622676,0.10450153231676544,-0.005654185367713789
DRAXIN,-0.0017070242819161082,-0.0003707805503530044,0.004167071048614396
NPTX2,0.05547374923172224,-0.0663373653447011,-0.02572836146551252
FGF11,0.03243085915408669,0.06596614156552823,0.11573566072353955
CD59,-0.030250217260285255,-0.10589281664966833,-0.08214955014629609
COL9A2,0.038853025670570134,-0.0006375117937332534,0.10249229415871522
DLL3,-0.009548945835068757,0.08955966794042697,0.0821450455646547
FGF5,,-0.009700129803856542,0.09692618568725882
LIN7C,0.072021879179047,0.0682767684013865,0.009197136813671852
GDF7,,0.054197382697563634,0.09483445680966
PSPN,0.030717808651629503,0.09297408776483482,-0.01814802395651054
ANGPT1,-0.07509919516567222,0.016400136672084994,0.012965094049261086
PNOC,,-0.022546136073312212,0.04627770275865829
L1CAM,-0.04325881060598652,0.031772295550579616,-0.031728846013885446
APOA1,0.04157322446669984,-0.016010884384828547,-0.013032864789221662
PSEN1,-0.06691034106934311,-0.0328329690130753,0.08021960272895452
CALM2,0.013412522656037392,0.10410098140532889,-0.06832924800335433
CLEC2B,0.11471371207726601,-0.010344379385873697,-0.036010401054897584
NTNG1,-0.06376259209663651,0.09308337030495488,0.05498102823862216
LRIG1,-0.014266191066374516,0.059154900804662645,0.005532631104839856
CPAMD8,,-0.022889432315370987,-0.0005565998469191051
GHRL,-0.05709333813150653,0.021095509440584873,-0.0200310906299471
NPY,-0.015634643902083405,-0.027584975548761548,0.03118617935618232
MMP2,-0.007635378192612041,-0.06220836235857131,0.056739930210354984
PPY,,0.006437766096574008,0.12561399190205455
ALKAL2,-0.02989788575637016,0.0654806687664738,-0.0052579310061586166
CSF1,0.05520839951966829,0.10977629285444267,0.06705144123839575
SEMA4C,-0.09712542283405294,0.012512403745961301,0.036267077763982004
BMP8A,,-0.019607122636267165,
ICAM2,-0.08796165454960139,-0.053787178876435464,-0.012188070626017407
SYTL3,-0.004349182004027559,0.07837515140914605,-0.04275826456171593
IL1A,0.045284069534109676,-0.006888673888248318,0.021408366768687865
HLA-G,0.17528672863360442,,
PGF,-0.0472413948614927,-0.052498360925432704,0.02502786882514782
LGALS8,-0.0050340348586981895,0.043289039495456316,0.0030844433476833804
DKK3,-0.06858722977281276,-0.0011011776228684238,-0.0925783670072351
COL16A1,-0.01036258505319357,0.03167021206497217,0.03321230277501861
TPH1,-0.03753712974898563,0.01350318371290813,0.02218216419932175
TNC,-0.05640096335436536,-0.002957684072864973,0.05220872658880946
TNFSF9,,0.05201045037061457,-0.03905161718858795
C4A,-0.05280252700988652,-0.02640398711161186,
CNTN2,0.05147522114874029,0.049193191181462155,-0.08761523885635182
F7,,,0.026628281996331365
LUM,-0.06763297057380444,-0.0952392606166917,-0.027416349923827816
BTC,,-0.026734813652887875,0.03884806885305691
APOC1,-0.12018920924071787,0.023975416666884006,0.017058298115857337
PKM,0.04448920409061662,0.0285680057394244,0.0028415928036266036
TNF,-0.013192026658998202,0.07180513798144265,0.0677865621026964
GNAS,-0.02114420693962753,0.007990484475243283,-0.028345366375296086
BMP8B,0.024101176916326735,-0.05117350192256233,-0.0336338992265128
LIPH,-0.04496370127393483,0.04590305462939295,0.02224284893447478
CCL28,-0.04089334357883221,-0.015224973123920108,0.04413293048449695
PTPN11,-0.040125835375767305,0.03156468613661154,-0.03841295364761788
ADAM12,-0.03341185320647926,-0.09526479576783677,0.0013100241161394903
EPO,,-0.01619049360141377,
EDN3,,-0.02941800899498428,0.021333608337782275
CCL22,,-0.025018555346736894,
CCL2,0.06983911518825278,-0.002737944276030489,0.09340640621740737
DSCAM,-0.044680565632004024,0.10170963105161006,0.05382676312939286
ANG,0.0032103759179366084,0.06480453426542526,-0.0015540654053520099
FBLN2,0.047193266334595564,-0.008965482547833229,0.023342189743636475
VTN,-0.03903914774471768,-0.02640399259339601,-0.03543606516166324
VEGFA,-0.028296642349598982,0.0194815900585619,0.06512908416155096
F10,,-0.012986719793200749,0.0814613817536076
SERPINA1,0.01223255170492968,-0.02021750784975024,-0.033493737567632444
VWF,0.005843670743766245,-0.11545478567686616,-0.08613673718779175
VASP,-0.024541426465143436,-0.04960984444836368,0.003893189870229307
ADAM15,0.033285738586436256,-0.03555484569245643,0.09085925901205766
WNT2,0.03568698125367474,-0.039373080032862086,0.014901608751813738
CALCB,,,0.025564433699933047
OLFM2,-0.03260698970704078,0.14526957024664397,-0.005283806160749607
MFAP2,-0.06475169758195777,-0.08431531563021656,0.03186239327638182
HLA-C,-0.010586927849595227,-0.021076304000297644,-0.017434234941941153
THBS1,-0.06060689697184853,-0.11919851624212932,-0.005231149196870877
HSPA4,-0.04954903259556664,0.018690864531817935,-0.07091478028998559
LMAN1,-0.09047180828341851,-0.006950926222861892,0.025558811533729204
LYPD3,-0.049786113966302406,0.043292647232294285,-0.03183807172398641
APOE,-0.14316711793744247,-0.029440066607776934,-0.0984088043777114
SOSTDC1,,0.08437310855090809,0.01581729173971206
ANXA1,0.029259545094489286,0.020165079865683447,0.05196639379379998
WNT2B,0.07346266032913468,0.03956279602708024,0.03236322867630497
AMH,,0.017310649649465323,0.09831544785984679
GDF10,0.04951269339950006,-0.04277800547341887,0.07741332406531573
EFNB3,-0.00847162826874394,0.03978796536262474,0.014113792098931766
LTB,0.025416741889876096,-0.025835704726706876,-0.030753865339155657
ANGPT2,-0.07213705088047409,-0.060382691308882755,-0.07787361965670021
ADAM17,-0.057079348191454646,-0.056299149415402344,-0.011611040174066061
LRPAP1,-0.039588117192326515,0.002608148142319265,0.06474796442885737
NID1,-0.11932281717616826,-0.11963496760688211,-0.03206800937745347
MST1,0.0017407266483941513,0.056111991655319354,0.14763933976383364
IL13,-0.040283496337180154,,
DCN,-0.08344950727569848,-0.13595284127740365,-0.05322859241415801
IGFL2,,-0.04277799272996653,
COL7A1,0.08861383276993758,-0.024236966872248362,0.026424369584346893
CALR,-0.1296613877437508,-0.10886332506021884,0.06829379118328786
PIGA,-0.00047310832699102456,0.029289971381435513,0.08307058269575708
CD200,-0.059197174696439654,-0.023484652662237357,-0.024883929467774343
GRP,,-0.019211065146639984,-0.0012541448978657143
CDH1,-0.03609781216948336,-0.006528473026061587,0.022975452606954938
LPL,-0.131171154708003,0.09590318616086323,0.0979858692074615
SEMA5A,-0.058075538891302604,0.042782646699410225,0.01571808822293991
SEMA7A,-0.03855244813081607,-0.04028322197644764,-0.06955927636268888
SEMA4G,0.002840361769616897,-0.008583027497046399,0.03947269847575832
SEMA3B,0.004467370009285941,0.0489992175680382,0.05806118765837089
RPH3A,-0.012381488300838779,-0.016944201930172736,-0.05858962759362896
JAG2,-0.058849214007198176,-0.05052774503320051,0.01798658794760548
CGN,-0.00546261581084815,0.01314961597181297,0.02490794103430045
GDF15,-0.03331967866701338,-0.030518747677562276,0.06651782399063416
SEMA4F,0.04965651622009379,-0.016411504881181482,-0.002304366958542402
NXPH1,0.03964047672055383,0.05924371012243886,0.10318216556666525
ARF1,-0.09351174753140667,-0.033785914408526276,-0.04542560931766379
DSC3,,-0.016190498515868446,
EBI3,0.04197770366071875,-0.002871443701873812,0.08833596144979369
TIMP1,0.010736912161635163,-0.11816106932791927,-0.009281676561259711
SEMA3C,-0.052560771490554034,0.001266405342123055,-0.02601547405812549
GNRH2,,-0.01754461171686512,
GAS6,-0.046707312813377075,-0.00595302465953148,-0.03567796590648542
MEPE,,-0.02237270860475829,-0.04507906274187521
SERPINE1,-0.03469082945590316,0.006196110779110429,0.11796494773371718
RSPO2,,-0.003248202353892542,0.0015571585512277617
SHBG,0.08044625538950075,-0.0206087854291064,0.010904540389773757
LGALS3BP,-0.0014538095200253886,0.030750878398613776,0.07824590060020353
LAMB1,-0.15472295450239062,-0.08606164786699563,-0.0463052460662833
SPTBN2,0.058334584396504276,0.08521367456393994,0.020549442153911166
COL1A2,-0.11644524108811226,-0.1583533886216065,-0.0331625123587066
DEFB1,,0.015292336029682725,-0.027139793891747435
CEACAM16,0.06517571258255972,,
WNT11,,0.15631293781446512,0.10043947525247776
LGALS1,-0.030284587414758327,-0.048782584428523255,0.021138959712546198
BCAN,-0.03858834124968625,0.07851167753898056,0.05013383262110119
ANOS1,0.01955268079553513,0.08818124547541283,0.019134607818291856
EDA,0.129440002302076,-0.036258937070381345,0.039519471882072714
FGF22,,-0.03102971076618833,-0.03387643947178164
SHANK1,,0.031308621581850854,0.005310713920232684
RAET1G,,-0.020187803457471475,-0.00034869607079460077
TGFB1,-0.0534202322765534,-0.056182364983754354,0.022785779775820417
MSTN,0.005932104379897803,-0.039043351814432366,0.0350532449617615
WNT4,,-0.06735509293306867,0.05497518009705404
TNFSF4,-0.048614057812209004,0.04907963617779482,0.06110060885063752
NTN1,0.027547287340135576,0.015657240846495116,0.030933621116094743
CXCL12,-0.10644612651763871,-0.07344651688115984,-0.042914537584136436
GNRH1,0.020794341028558615,-0.01386340409647998,-0.014303321808080305
RIMS1,,0.10214078033920895,0.05158439583377532
FGF14,-0.054437960523538435,0.11941454567478443,0.02316085042323052
IGF1,0.0849522334450899,0.0020856431090799828,0.011608512916505765
TNFSF10,0.030808223838105216,-0.057759559296288586,0.009271714580928982
GDF5,,0.11353983323610214,0.01711733242110214
RGMA,0.0439743031244233,0.1164372545391842,0.06534626345892171
WNT16,,-0.0379294180559138,0.05283419168742046
CX3CL1,-0.05631752402455133,-0.02771851640985389,-0.04820680521808301
FGF1,-0.024560058014408418,-0.008737819421771096,-0.11380506013487623
ALOX5AP,0.02696274627623649,0.07954398431430816,-0.002389603497592323
IL1RN,-0.0032358190102474167,-0.01448402549489878,0.011429868197164128
NPW,-0.03644030795347259,0.06009284163262707,0.006143721247698992
CXCL9,,-0.02974927399022708,-0.031113836856946967
ANGPTL4,0.1216994196154944,-0.0016506207840183695,0.034999758064302236
UCN2,-0.01770166168693784,,
OBP2A,-0.020115377195774303,-0.018186161900810797,
COL4A3,,-0.014924171930414256,0.1620753310591548
NRG3,,0.05450790659960476,-0.013324260266659518
IL23A,-0.04822216851039264,0.07018006841588614,-0.013840987560064964
COLQ,0.020895168009731065,0.08833998755369002,-0.027864627579681757
TNFSF12,0.002261586087186687,0.014398014553029788,-0.0009721700634450527
DKK2,,-0.005529971685555922,0.013489280832463937
FYN,-0.02348401887724117,0.044037447010454325,0.04063442263278636
ACE,-0.05381318860140044,-0.0612282648163919,-0.0989926230494552
IL18,-0.03487487659142393,0.04764500923539108,0.006196293669114324
PPBP,,,-0.02514932032622422
CCL27,0.036039418856096045,0.0313074401563042,0.08742769051502801
SERPING1,-0.017738056584176678,-0.02464391374421817,0.050014134967461814
AZGP1,0.052670865656464505,0.04829565108794647,0.07091160054014592
INHA,-0.005041439581370474,0.014316429069966437,0.07251773276955494
SEMA3G,-0.016281163365779453,-0.01612244908190978,-0.04591525550317448
COL6A1,-0.09168680900076746,-0.12260983091574415,-0.016426674364771427
FGF17,,0.029859764631035127,-0.011011439742832262
TNFSF8,-0.00730791544241844,-0.01858820518831812,0.059595172441717324
FGF20,,0.012885342120148103,-0.02096437854045053
ICAM3,0.14806585473845282,-0.015938926488470846,0.05277050462320927
LAMA4,-0.08147465485797245,-0.1092782630508507,-0.008287120017213928
DLL4,-0.08335783771891073,-0.007912286946039173,-0.02165194841717327
SEMA3A,-0.011120049430560493,0.07452639123825365,0.019815460564487814
RLN2,0.10848873706711125,-0.019995956806070175,-0.02462913563834873
C5,0.03133630250194896,-0.0050385618317815226,0.051090140380876545
COMP,,-0.02470153792731052,
C1QA,-0.11412323708261224,-0.0979575781500912,-0.0423396355315208
UTS2B,,0.017095954341862944,
COL9A3,0.01807351984766576,0.01983025937654291,0.036336835152410235
DLK1,0.018014543149800975,,-0.052201476783171406
HGF,-0.08190765537245365,0.08709090989406719,0.05307476888772375
P4HB,-0.09314910038930345,-0.11487135774794233,0.049533332626114736
ADCYAP1,,0.025418468503120607,0.03181409909418883
GREM1,-0.0637625097195137,-0.060405800834943964,-0.05628502937734203
EGF,-0.017312592794705713,0.006678227971378418,0.05357836382489876
VEGFB,-0.08247920888865261,0.09289114047698876,0.05666518620355987
FARP2,-0.009698023345479142,0.06126942850520527,0.06421094368451476
LAMA2,0.007639625789236652,-0.08356513810922997,0.00029816737403470133
NRG1,-0.050615845851275446,0.03713573534954891,0.08648238340472499
SPINK1,,0.04697435629811621,-0.009404576866599264
EFEMP2,0.00267334993804478,-0.0453993470790082,0.10208447872228105
SELPLG,-0.14783417162901807,0.010304327057590667,-0.026319815054575927
HLA-E,-0.11884157150165708,-0.09719466686411345,-0.13825801662270482
PTN,0.0319823490090821,0.10770853717456166,0.06877762990930894
CD274,-0.02133285484151518,0.011798270928993538,0.09471027917121454
FGF10,0.11055321245059845,,
CD14,-0.06425928505228294,-0.014254436884853948,0.012655414574670539
SFTPD,-0.0487480453393494,0.013102366688289542,-0.01595196711279108
SLIT1,0.004851045067705293,0.050405310009991024,-0.059128281908643165
BST1,0.052191191962757406,0.0859086009492731,0.07316879825677461
AGTRAP,0.04207153502174612,0.02212965688713089,0.08809957899691916
LAMC1,-0.09859975383949625,-0.10821259963622261,0.0003529782964935532
COL6A3,-0.05922093999562971,-0.09745504200895397,-0.027318972803998677
FN1,-0.12899367047035545,-0.15300269303814978,-0.02976392101867984
MIF,0.004684904129153634,0.1306891785029441,0.062474050818947746
JAG1,-0.20650553164116897,-0.051921962942894286,-0.016251088559628837
NID2,-0.13036546059211773,-0.10226712001364521,-0.04419439822198781
EFNB1,0.04499475628421521,0.049991915653031405,0.03151614902392482
COL4A2,-0.1330908809686587,-0.15090433779451254,-0.05761438942634904
SPP1,-0.0477276008571271,-0.017615946749589932,0.03805877359902205
PODXL2,-0.0023017852909322572,0.08125240307563983,0.015619275276400668
FGF9,,0.06345342804485046,0.012201014682399439
ITIH2,,-0.017100945081889873,0.052779303423356155
ADAM10,-0.11416774618839563,-0.06044201419713621,0.01393079512363386
CFH,-0.01743520686184851,-0.07800573728857163,-0.003349882700758875
COL4A5,-0.04113374928465181,0.09427884398160224,0.10479849332633352
LTBP3,0.029172049242384507,-0.012922660595981244,0.06909439353757221
GNB3,0.029099814237945013,0.00421785411704267,-0.006666408346566068
COL6A2,-0.027513429456481872,-0.11269396783334916,-0.019557442123652763
GDF9,-0.039665517405242025,0.09531544330860836,0.04918644189486764
NCAM1,-0.05405101076474241,0.11308294477652739,-0.0775094823953375
APOC2,-0.0586128451185886,0.0896656368827666,0.06957094817641406
BST2,0.03708545669417583,0.003750787565070781,0.02854125956875476
COL5A1,-0.0648101548924358,-0.10948089320256417,0.05072269934451418
CALM3,0.05026851155521548,-0.046775808404030436,-0.06995796182477597
THBS2,-0.05295869202525484,-0.0011412744273958508,-0.0005144689529552408
SERPINE2,-0.029398330377588985,0.0072304730329117405,0.020761979400527958
EFNB2,-0.1143954141967674,-0.018866001902851443,0.01998102884753179
PROK1,,,0.009754887631828439
MMP9,-0.021968928567679746,-0.1336478349496667,-0.043016468970366276
DMP1,,,-0.023829556112090262
NPPA,-0.007619293256908132,-0.0030456014831184834,0.11733986130845472
APOB,,-0.01642346610873149,-0.028087618121834114
C4B,0.010272777660502821,0.07330529175960084,
NTNG2,-0.04020421560204425,-0.04899826496203206,0.024695933290112285
LAMA1,,-0.017295415127371355,-0.017345219428311683
UCN,-0.022272994888931107,0.03598691934150522,0.03430397410417268
ARTN,,-0.019601494029723193,-0.04050623917451716
PDGFD,0.07123784323756151,0.05343975814152352,0.05515327361599578
EDN1,-0.056819071416848374,-0.014065799100494752,-0.03192446360923255
ARPC5,-0.013477221771035011,-0.022765856874850623,0.0002704085605218703
GSTO1,0.030582755613218705,-0.034239288857975635,-0.055593534212967755
PROK2,,0.012799146139546828,
SYK,0.04961329202761519,-0.0058402696211630484,-0.05910030708718956
CD40LG,,-0.017760867796184687,
ST6GAL1,-0.057301885743384254,0.011123937326627377,-0.027282799072368226
WNT3,0.026561737639522243,0.05100212217818104,0.009569541016483472
HSP90B1,-0.20564127558365317,-0.09650808868741707,-0.021278268168281107
ZP3,0.020156111761741344,0.0036212616854116803,0.06163842507873565
NRG2,0.06891953131044233,0.07792462229109628,-0.027069813854373525
MELTF,-0.03889017590422611,0.007331417746821572,-0.04868484563847423
NLGN1,0.017677636322240394,0.10287169542331075,0.07230389782100195
SLIT3,-0.04597404908666499,-0.04263749076144687,0.03853530970489321
CCL8,0.03204296888516894,0.03851415326139739,0.035290251981050076
S100A4,0.10535590244332452,0.0011372599124550688,-0.05979888549346408
TNFSF13B,-0.039066471655987034,0.03722222013676406,-0.012199352157435055
HSPG2,-0.12855304679283983,-0.1202390307173045,-0.04068151257350781
FAM3C,-0.011977698995088127,0.05848488582876548,0.09362304995412757
FLT3LG,-0.07068737311654504,0.10940413388169587,0.024247066687654487
A2M,-0.12529767850986212,-0.0903772029324755,0.11361662381533882
VCL,-0.05467398886861319,-0.07461858747660553,-0.013279896775470259
FGF2,0.02871068538752487,0.054451789032055886,0.04849640980762279
AGRP,0.05709888930805365,,0.0027384435563502564
CNTN3,,,-0.05026874266623779
