,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,,,,0.06879287804169282,,,,,,,,,
BMP1,-0.005240847418292652,0.06769143224952344,-0.019087481419299925,0.027911842576781334,-0.0018679238347289173,0.026854630274257787,0.07059080341435643,0.19728352728953844,0.045243894383701314,-0.006883079478741245,0.11385026135395304,0.007376493914435351,0.04069345534739375,0.11833295651041852,0.0067771742033624046,-0.02683534896253724,-0.02162033198003764
NDP,0.00736719819549805,0.026290716919899888,0.023517998190959354,-0.04657172570544283,-0.031040783817445246,-0.04497165406131743,0.0008658511595274505,0.022190288823443413,-0.036744673133908494,0.05188175195747679,0.016105148878173457,0.08806825736058885,0.04092112836486567,0.008244623314755289,0.03658480432965286,0.0015278374927259345,0.03315156579569682
TNFSF18,0.08471644692220441,0.04819408705038214,0.06560410979189142,,,,0.023159982812087084,0.061963688983719796,-0.006741440278515614,,,,0.03828784298758692,,,,
IL36G,,,,,,,,,,,,0.027176504339570716,,,,,
RTN4,0.031014480709918864,0.06062505025061492,0.054647724911052104,0.03330303872841106,-0.0076676904465163755,-0.02270910470027331,-0.14399913717989873,-0.23476301588111095,0.017212574269840724,-0.06171024082704469,-0.03520226127404827,-0.050771142733465655,-0.06246135718018676,-0.06994734644520341,-0.017204955497388773,-0.044975276917736916,-0.008385275330284098
HEBP1,0.004841590578862748,0.02212135041217037,0.018503079434790765,0.018775597394173834,0.0043322245993895605,0.028266068326128668,0.04566080088208467,0.07009672836352324,0.09291090256646252,-0.013636291047720897,0.00814266038456623,0.10623514341788233,0.03884398388968725,-0.05445340372979883,0.016963804472129914,0.007190037974432666,0.04957332365433255
WNT7B,0.09048759345227228,-0.028987559518798396,0.02928853543684132,-0.031103818873755087,-4.1087832631944445e-05,0.005250974166655369,-0.003933111196182905,-0.0698965355217825,0.02012875596187299,-0.012031754953260877,0.12313215527327791,-0.018610404379949597,,0.04599991481743977,0.07172704695280613,0.03132639205684918,0.02872931127922956
PTMA,0.01469762254528864,0.07243800639134149,0.02997562195482862,0.0989397949620507,0.03526162354868125,0.01700216467278168,0.1642481463779149,-0.14830265655501237,-0.04634263142286337,-0.010377579143898306,0.1235261563093143,0.06042627990949774,-0.012860947651597928,-0.1273495728829961,-0.11604904090595089,0.021242284683856014,-0.04995461073204765
CEACAM1,,-0.011597159843842594,-0.012167531628034706,,0.005880840944345466,-0.021935721891934427,,0.015566585163863262,-0.044181915661000944,,,,0.03432685439256281,-0.04104979970105563,0.0710625470624444,0.0197749335022747,-0.02682583681931211
PDAP1,-0.06069276210886412,0.09201883972976102,0.09735627288850575,0.054585446547256354,0.023512549972797715,0.007357153217399812,0.07272048717177602,0.1263282416654912,-0.005059389416444404,-0.05926360228600203,0.10171056950310135,0.003348561599112712,0.042617175771056406,0.03629416984021948,-0.002994149256627906,0.009836398562532177,0.026095812669607133
QDPR,0.09107521871415154,0.03083884560881573,-0.0178263312016023,0.0137516165451592,-0.01244823116707019,-0.015204212530808019,-0.020742277744599757,-0.2376568074252947,0.02507535230129511,-0.0738335834658884,0.01510782107745811,0.01212210721597459,0.07842925858091158,-0.14270180004958935,0.01427717267072197,0.03302979436281396,-0.015827802068734093
POMC,-0.026677345542785426,0.02051798783439106,-0.03440721989210808,,0.020057815577047004,-0.019024371063031755,-0.033407803665376976,0.005651215822913372,0.013995606410592021,-0.03236064686527299,0.044934212889795724,0.01015957760336351,-0.007800266446574367,0.017121090098314678,0.08867368517122946,0.011312551155447935,-0.009397499835357209
CCL18,-0.029606304561279054,0.006957348039361443,,,,,,,,,0.061649508781324996,,,-0.05082117201828199,0.035667275840858485,0.07214995714790541,-0.04461772421594523
CCL17,,,,,0.034831564364859346,,,,-0.02620773292484678,0.0606860565323143,,-0.010118927209884443,,,-0.0271211808364638,-0.007473815339801286,
VEGFD,0.003466064039398826,-0.028001139885556612,0.03813931801115139,,0.04247791894441906,0.06817709732450225,,0.07376895620228256,-0.029291083733178208,0.040991575040343065,0.056333598571460045,0.008183904129708403,0.08560539647282273,,,-0.017669094244537734,
TNFSF13,,0.03737966175945701,,,0.028370979194276804,,-0.01786874644107255,,,,,,,,-0.01907136446789381,0.0034357398480184733,0.019029977738151994
WNT5A,-0.0327363945186158,0.006074617447686454,0.03611223878417734,0.052536354165155896,0.03574973388169454,0.018236236349467916,0.14906178213244195,0.1646726569440807,0.06118302455567743,-0.004446079778908084,0.08337134448831966,0.03367858716122946,0.006983474598758278,0.05893196502538524,0.07832449640601041,0.032145885009584,0.06576898389594932
CXCL8,-0.0029103642478370676,-0.05589330541908945,0.02220426692915563,-0.038104268443133756,0.06104268901275768,0.005000778712575089,0.031917492996392224,0.1264586715112765,0.051046056724140594,-0.01017236174621744,-0.005644736285417763,0.025488270982496734,-0.03991309310550971,-0.06305599923204301,-0.04546226915324843,-0.07519097992261332,-0.04447823497520966
GRN,0.014527522337915497,0.016836717271635947,0.01191013992554606,0.0009318569660371006,-0.009908879007229617,-0.02137919707689816,0.07699012297184755,0.18313221254665707,0.025958057728823553,-0.010749519467543515,0.0897832967504564,0.0884290016776883,0.024432308103854074,0.09681901649391607,0.0132422749540163,-0.011015855039389214,0.06766602427178489
MIA,0.08651204386717316,-0.006134584003999653,-0.013359679462385348,0.0252558873777835,-0.012775529726914038,-0.0017125178139739733,0.10511119954831555,0.09521803683521797,0.007436212870093971,-0.012423087449619199,-0.022682781984568596,0.02292934556783717,0.10492467233263564,0.08238720987396463,0.12625719377140127,0.13765386152115305,0.044852776599306775
COL4A4,-0.03358029811515418,0.02871583118525971,-0.0210572216899884,-0.015033311539249932,-0.014828662469311,0.017717576061654854,-0.017001322790031942,-0.029663031449374218,0.02124120041631718,-0.020869798939989397,,-0.012968581668666192,-0.039774987060083256,0.08252444763183865,0.05860046029438971,0.05995135328101535,0.026015266614813407
TAC1,0.045090137987008866,0.03965646372325622,-0.0166236541013811,0.02464101312713611,-0.023830054630766324,-0.05042010259859864,-0.11896807264720587,-0.1451101341565505,-0.058038673057373986,0.036488991192362104,,-0.06266003751009945,,,,,0.05504718482454695
RARRES2,-0.04141010597354899,0.021994285790923412,0.09786877053096375,-0.05710000533184375,0.04485228940116742,0.025003033296974304,0.033648938442078134,0.21608624357810044,-0.016878659648795563,0.013281493334744451,-0.05245128542871129,0.023226335377126785,-0.06515707590631133,0.11321991095324963,-0.03276499297319202,0.003953808703668785,-0.04781428553042977
FGF7,-0.05089166970967495,,0.015846062686990164,0.005557758549012209,0.015528900265663358,0.10137010705967689,-0.006839174658669551,0.11386128801660916,0.036245667336314034,-0.010278394743954176,0.028527016146993493,0.0030769812180289203,0.026680532612106667,0.10114835705421535,0.01677432613252275,0.052481206552982204,-0.019735837675524448
EFNA2,,,,,,,,,,,,,,,,0.02850713652777411,
HBEGF,0.015653765108049566,0.015020208838578356,0.10161452914039583,-0.04241457687624832,-0.036362637562794016,-0.01597953822174186,0.07512094288312027,0.12123987928705367,0.04170223647500184,-0.005888410398828599,0.0422212612190459,0.038146476996827404,0.014576044912104626,0.0069185563215360445,-0.04617331808689173,0.007834653700558417,0.061774422250295606
CSF3,-0.03358027152953185,,,-0.022078038798501013,0.0636122554827671,-0.00716945348055332,,0.1090514812696468,,,-0.0120782521648942,,,,-0.05450320768327589,-0.01893515817193056,-0.028531023729863176
PI3,0.06968576248940932,-0.03100611249541361,,-0.05230596170362485,0.03604295134264603,-0.026084226295176902,,0.012907236074765793,,,,,,,-0.08957359667700149,-0.08972879044074397,-0.000162118835516693
PCSK1N,0.05253379642403235,0.017424010448551536,-0.01609224480727283,0.07289439245918583,-0.03776903075587532,0.02451157741674945,-0.06898139850629506,-0.06374689026819619,-0.03230863198794325,-0.06094327290391712,0.08128173348315913,-0.07577978872951993,0.04405284377821039,0.03906654004196199,0.092712998896093,-0.004509747499681879,0.024510854833636245
NTS,,,,,,0.013633757072203856,0.10179239606856005,0.0014888675622422899,0.019579874775136404,0.05699121988430427,,,,,-0.01725490373573072,-0.036282901107617574,0.011133758251089618
SFRP1,0.006817427249438282,0.05769384897319773,-0.010846555620945476,,-0.03362110428841376,-0.023942369109932953,0.0753350301383632,0.009629461750236254,0.044580318173714335,-0.01489193994481373,0.03168335913000228,0.03694721182986052,0.026230319182199178,0.021893490865852416,0.08374725128527218,0.002960703790928062,0.009088146019984623
CXCL13,,,-0.05123109936952614,0.20425491250139619,,-0.02372719354596432,,,,,0.1084878905275312,,,,-0.044846425208708754,-0.010257896842999636,0.019085887374630534
