,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02386720524830001,,,,,,,,,,-0.011613281813766568,,,0.08004934868574858,
BMP1,0.019382128652396767,-0.010936383853126185,0.013347076188480706,0.04836854228805603,-0.06712863931112772,-0.01458143636197035,0.09322193906409318,-0.03737830899134223,0.06627365857939757,0.0032015608019965473,0.050703627280796644,-0.03153882872368515,0.1122415735291031,0.03701901751074841,-0.010438639195464006,0.06643879773720626,-0.07777801354699995,-0.055323947307400534,0.08080172377943884,0.19274736563446296,-0.0905210130434853,0.12937713752316088
NDP,0.055460542765162116,-0.03460339370228551,-0.022370776553027723,0.014500148418788557,-0.10015392291258168,0.019483153731229826,0.013711273267271494,-0.017542585638530964,0.014677656414154638,-0.03587553197794101,0.03966998618364702,-0.002997473535406446,0.06906887088552612,0.022304562169164564,0.09425282729343787,0.11632182919849224,0.13737049864687295,0.06057886027855693,-0.06466470685210661,-0.015592685098772536,0.011733095172253455,-0.05179656500493855
TNFSF18,0.06918534618176678,-0.011256829789248175,-0.03974485351077427,,,,0.05740967015919333,0.0007472628277343605,-0.03801456487735184,,,-0.03507501502486845,,-0.07496655839985435,,,,0.03496362837641781,,-0.04469146117032764,0.021954510485299967,0.0874395143292248
IL36G,,,,,,,,,,,-0.019274151497563768,,,,,,,,,,,
RTN4,-0.015382922065930687,0.03613393688812961,-0.05796272594860453,-0.0590740364545009,-0.056836931665741754,0.06013093983664334,0.002129103333493791,0.06544080787380555,0.003674088707399869,0.032077328650181425,-0.028554856297625775,0.07435136172987628,0.02996247875666865,0.02352500496524324,-0.12147408069093445,0.020589396594388437,-0.0010747926322360233,-0.003431104547146531,0.07146768128338984,-0.04819004620173231,0.04538796049797593,-0.05734219974548182
HEBP1,0.007018892253036407,0.018873072888265688,0.013327685536703486,0.019817276696033385,-0.034199772261517235,0.04979187750732081,0.01914574659271247,-0.019455409262978906,-0.026822774409272207,0.08723349254642665,0.03510115713622562,-0.006347401366836892,0.07615547137544323,-0.012593190729140391,0.03610166468958322,0.09424541387508156,0.0850245834288088,-0.03224903358258791,-0.007199191070686003,-0.008809950868171641,0.05925249842619329,-0.028480819233208797
WNT7B,0.012195852871722625,0.036172632086439234,-0.028561813703888914,0.05482516423899504,-0.005026965881627193,0.020109239462164582,0.07002304242582884,0.11976537994446583,0.03846780581486498,0.025564696925138616,-0.02118451367601505,0.138467752370816,0.07267920483931845,,-0.030771317399029375,-0.017809305400949996,0.031041600136298673,0.001427767402490133,0.012997643726563616,-0.04469141482863962,-0.011745141014299182,-0.0031601697874396335
PTMA,0.024281291848876098,-0.0677795897796298,0.10276863957652381,-0.06163712490345128,0.057135931659704625,0.003128519585205146,0.02830922921344604,-0.05374973075665347,-0.003278294378386236,-0.018946341521878622,0.0657224409115395,-0.03230013822036272,-0.18189301567891042,-0.0628224156441368,-0.17240492696292797,-0.009387436000756687,0.025462650183039514,-0.07460323165329051,0.1247832890532669,0.010032221850933885,-0.023115073185258538,-0.001822671083775815
FASLG,0.019885159880621013,,,,,,,,,,,,,,,,,,,,-0.005698133254613183,
CEACAM1,0.003232104722398084,0.01426382862395661,0.03103580586008678,,0.0019835966872572943,0.004455763020863915,,0.005827020668730168,-0.029542541821660027,,,,-0.005960665697176502,0.009176143117410432,-0.015714978181386927,0.0042469954353193855,0.06157571098245176,0.04938424953409783,-0.034037721715198775,,-0.033287356633696794,
