,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
WNT5A,0.07165019748344484,0.07962518011555354,0.0405251410374613,0.028499440628757665,0.11198070304484815,-0.022970150724767883,-0.015936464516861752,0.07401853589011644,0.055241217349670524,-0.0033596161524984476,0.010556720922336964,0.07385266547621806,-0.042603401760436116,0.07191679828626413,0.04679146657262367,0.049283135601492514,0.08093684086282078
CXCL8,-0.02538805941333862,-0.02885032298943764,0.0469399393004725,-0.04548163549389214,-0.01857218259870922,-0.03878414081066314,0.06602864265586379,0.02484172384598914,-0.017495430388336723,0.05485450150354136,-0.010695781505083393,0.038853810723200266,-0.03690020621349767,-0.020886379854806163,-0.024046816466831898,-0.023254147862965716,0.010313542505412911
GRN,0.001973077872420205,0.021163364401853766,-0.023602042058883718,0.04647260358667999,0.039922891723031505,-0.01389357260816081,0.014712977451402376,0.0421345739149355,0.049834192370539654,0.08076399530224139,-0.0059126131587482955,0.03060782220453785,0.09695257011728434,0.0064048942908816785,0.005380729111128363,0.02255787579713261,-0.05799125928227696
MIA,-0.0020191481262507634,0.015350944713983728,0.029234624799603592,0.031571328098684515,0.14736702752577274,0.004051171800083992,-0.01732542365130087,-0.021869726564728516,0.14161147797033768,0.0028589618656554732,0.1156658373942806,-0.04461045154851989,0.039638969726716995,0.019995293396546262,,0.05975683963541177,0.05402159923664161
COL4A4,0.02071089586145559,-0.03203889704686923,-0.04427871622747211,0.11541131675098654,-0.01242278871529522,-0.023397479990405413,-0.029105333888949602,-0.02121444611492463,-0.04752404116899692,-0.027717043763605495,0.0982277435736798,0.018504998961548568,0.014288129950527152,0.008859842372327769,,0.004198408990394559,0.06322011389484777
TAC1,-0.04948571888639023,0.01820188704053176,0.03593812650148694,0.008930940496994843,-0.056428675796333726,0.022086743188494625,0.059688839705507916,-0.03759643832275776,,,,,,0.03598830029687478,0.021229259284238598,0.07141860402889837,-0.05194128052878351
RARRES2,-0.01051344805974738,0.004343371361438456,-0.017114964967710748,-0.021420853787189928,0.04030064510249953,0.002547512133673217,-0.029013676211684374,0.042401573181844586,0.0283399192575145,0.05079719769140844,-0.0031350815049473076,0.05370985791485574,0.06521134167566821,-0.013929649063991708,-0.028671582249906194,0.02723292861284801,0.022302586729650797
FGF7,0.025359339488651458,-0.03809987194442944,0.011871112811726117,0.07530282591523178,-0.014665470013659148,-0.010564890775130847,-0.03924598545203269,0.01328097579855027,-0.011621074664386508,-0.00913254030761639,-0.004599460557713367,-7.734837332882119e-05,0.017105016310856824,-0.009141435018593111,-0.0569337190824212,0.09050339875371798,0.057671893735974394
EFNA2,,,,,,,,,,,,-0.019259172704578862,,,,,
HBEGF,0.10998369774034769,0.0029827488932955165,0.04528216652816215,0.05993404659609686,0.14731728901686347,0.026165084922361852,-0.01709735810099052,-0.007195596070240314,0.05894731169879287,0.11614830254700557,0.04017858738162539,-0.009449768971132439,0.022251424661733323,-0.034682939650001694,0.013501659183290432,0.039835465288277055,0.03780459754214378
CSF3,0.12891052701145858,-0.022426010052070018,0.007829788120363513,-0.026865439530589924,,,,,,,-0.006460809657834924,0.02911460851890614,,-0.001167053119083124,-0.029785366566515314,0.07096186835372678,0.027807878525984035
PI3,0.044817589208605256,0.010907091193801333,0.03827714489412704,0.021565735159101776,,,,,,,-0.0352479382890757,0.01400068194166588,-0.022082786742151247,-0.05150265948846436,,-0.058786418734074294,0.018836853765269102
PCSK1N,-0.014524512196037837,0.08095803843986278,-0.06862457196219085,0.024685528281816672,-0.0044044099060991035,0.06037176221742549,-0.008142814987847196,-0.03185314566669536,0.014909063778067312,-0.02253311292818739,-0.018134321012492727,-0.033610177788984265,0.00651854065727195,-0.028483196649961833,-0.05407775254186329,0.09179210422020805,-0.05043951915362011
NTS,,,,0.108808927091287,-0.015165402462188775,0.01603271561076765,0.015739466307954697,,,,-0.04191252490770242,-0.02346364725397683,,0.07108485960121842,,-0.029861872783216694,
SFRP1,-0.011718094363051882,,0.00022139856096825417,0.023198251079082827,0.06145142908882267,-0.011879429919740725,0.0757113319163277,-0.033330740782053045,0.0011644852893764603,-0.007772386969371365,0.00998892721839344,0.03189691839237235,-0.03348326359818283,0.05983354561399252,0.15319612897727045,-0.024192857165782875,-0.025801871765711977
CXCL13,,-0.016283936805931043,,-0.0027340086521194596,,,,,,,0.048622913586441094,0.05151249516645836,,-0.04308912155933123,,,0.011558679542146372
MICA,0.015418491304666987,-0.008393884545435354,0.027723658672358625,0.01913107191090485,-0.03218906415995331,0.00849081052320869,0.0036010515774317913,0.04073991418157497,-0.02012852545984194,0.08183650758280903,0.013838412533567605,0.10836202651783941,0.024387558400561792,0.030269986913696815,-0.04954845968750117,0.13976226945292158,0.05778785854748424
TG,0.10338965579405256,,0.05705524696048918,-0.01761558350524316,-0.017504872242773712,0.014323752209724282,-0.015030089235749406,0.07256814123596252,0.12947813025278856,0.04365401745726651,-0.023872161110562947,0.02725971217430714,,0.08842749904982301,,0.028097923395590016,-0.025860852495081254
ADA,-0.03437915380110013,0.017301491978515455,0.007739775549413817,0.005762463772857015,0.008057617321162757,0.029833206030146213,-0.024410073639437882,-0.01606205865822139,-0.11317233850867249,0.06083458989697121,0.007553903936910313,-0.002247312335032844,0.028302224870862567,0.053274354870244484,-0.016024983380541865,0.10603720059700175,-0.010239034901294184
LAMC3,-0.01412511468470442,-0.041861418357163845,-0.0473055366871584,-0.030974512428509023,0.048820746563840375,-0.02667850658529542,-0.00323767098396228,-0.013763627174343913,0.043176852901377814,0.05369941865383251,-0.01771617476780354,0.12592900607609708,0.13522232023054925,0.04692237737423453,0.029060425113690364,0.09377225723703443,0.044012835337185696
CCL7,,,-0.01681409634693185,0.010293545278155958,,,,,,,-0.026926711076259293,,,,,-0.0393889588406617,0.0004207916433967054
NGF,-0.02276397723452541,,0.08957519419434495,-0.04102656159128588,-0.016704343224340223,,,,-0.102941382248928,0.07682981436334786,0.027688437331819957,-0.019000297022076763,,0.01454637240883403,,-0.03052764038220353,0.05934298661288405
TNFSF15,-0.02816188086100815,,-0.009293286199944194,-0.028457975574310894,0.07394310043587014,,,,0.0160419482951924,-0.03290142964536826,-0.026250519690476704,,,-0.025352151199649772,,0.056969671969957204,-0.00439923127806109
HMGB1,-0.018896029752485638,-0.009161375507493604,-0.0025800047994602574,0.015776222373181575,0.014127642958260972,0.007996179356410671,-0.047714974321068054,-0.034550108571977045,0.05662285720701474,-0.047834445026401946,-0.009465221582016885,-0.06327811525209451,0.04120100290978025,0.02415363440444291,-0.11262732895025838,-0.07108373477607514,0.06183760294326846
ITGB3BP,-0.007363873790718253,0.021019864254633282,-0.00942027072936213,0.01698834762994393,0.08562944101110974,0.0338559302299196,0.012035786863423562,0.029225406865789966,-0.010115345216946759,0.07102453149626446,0.020678099149740975,-0.0304825602508812,0.015970459856710643,0.05724952240964116,0.05388751351064123,0.007415612365708217,-0.03097496910447389
AANAT,-0.04080082976111176,,0.058623375524733574,-0.025642337943180955,,-0.02030448006916309,-0.01732542461498517,0.014455772154214213,,0.039173403338121235,-0.023622323387350867,-0.010512716626750334,-0.0012564094158080113,,,-0.031171555753657428,-0.023560747608974444
RELN,-0.039250019805814926,-0.02525511384652439,0.01979282396047386,0.005896955780286763,-0.007539150594592081,0.04336226623648937,-0.03694780754594629,-0.006258968482759161,-0.038930359892478984,,,,-0.04020412999610615,-0.018686958933948346,-0.05400149801527445,,-0.06500553785378524
IL15,0.12216682435530041,,-0.039975645448941756,0.0077485878623971645,-0.014432371618078072,-0.008370062122991781,0.027138374954750123,0.01894938737695503,-0.014321773154005662,-0.018816941802480197,-0.002820737530351313,-0.04698842248568216,0.04967016359913061,0.03899854938831091,-0.03150255168110612,0.10909140272065888,0.004789983553827094
UTS2,,,,,,,,,,,-0.02011613722520804,,,,,,
BSG,0.04420870271911865,0.041237851244584206,-0.01190744121981057,0.0054687433494124225,0.053058467300767034,0.030391726090138634,0.07316501526555225,-0.054900866622709585,-0.012172238446332423,0.046773959318045434,0.0869975039450577,0.050098208522995055,-0.016317802218453303,-0.009705497438927312,0.013761381154004569,0.08656225987220205,0.04697737528591503
ADAMTS3,0.0853126369590729,,0.015359690869218687,0.031464015019265566,-0.023246375573339802,0.03702764056762597,0.03198539358725244,0.04992417664575619,,0.02444025487742422,0.11724728341375625,-0.04308582124944945,0.022988071110989404,0.008856291028254797,-0.03621871945050199,0.05849361503942287,0.034365033905203214
CD34,0.0077586923432328096,0.06504565029452115,0.012194692844370348,0.08399250705171578,0.03683107145050209,-0.03525526502221442,-0.03241539903310549,-0.005250206286591315,0.046128041487271884,0.045568298990478394,0.01849430718005554,0.13073017815611485,0.06702207046168472,0.01905732996673849,-0.017715811052160826,0.054288020840317426,-0.05435445087548041
PLAT,0.06015712818296818,0.028910683159313433,-0.019254900237525702,-0.021999303921157586,0.055750088810260154,0.01694115371258343,0.020198129286800783,-0.030688403007021903,-0.01370342036939123,0.043797649987632414,-0.01108444894949848,-0.019757648017080544,-0.03971688035055098,-0.043467756805721784,0.024005048290339153,0.025326781269300158,0.08188517448091993
NTF3,,,,,,,-0.027967368386985467,,,,-0.003873623647150228,-0.03036480856729753,,0.030515665440768194,,,
LTA,,,-0.02684239607244545,,,0.036764218877896444,,0.037135813649120816,,,,,,,,0.07293055178821438,
CKLF,0.0005556872406013806,0.020023554891146097,-0.00824617822447767,0.01068293341739918,0.06125672547690875,-0.05347695328513364,-0.017819106159740666,-0.004809476647518356,-0.0011631567598981304,0.02325222625769775,0.04354888522570949,-0.003529525824200701,-0.03327068350042499,0.0062672896055784005,-0.011227950862623716,0.08363803176250183,0.11360037907881267
CD24,-0.009801123259528912,-0.017922023110276783,-0.029474478569571187,0.09079721433526966,0.043827817058452,0.0049797131594454345,-0.007646929895687105,0.030567686792194577,-0.012373264188177769,0.14140712871525743,0.015561459408793889,-0.01816932843291824,0.039568375052535264,0.04269851231099372,-0.03238641510934938,0.016005477536060433,0.05450731091392453
HSP90AA1,-0.028964327907054162,-0.11942682404983769,0.04027433536224395,-0.06556587949057398,-0.07163167604527632,-0.00871214363997535,0.05510375389562725,0.008358404173496944,0.08222789512975508,-0.14204485186229687,-0.05624806106443214,0.008589844246491278,-0.013237603592123568,-0.03956545782810568,-0.06779053046478196,-0.15647725044873587,-0.06697085915604192
BMP4,-0.04926681509795734,0.01138592332648502,-0.016540229683594327,-0.03335602135923196,0.16518574123297758,0.006160350489820594,0.0420913654686005,-0.015795205506486436,-0.027535080860039033,0.05734024460103942,-0.02883176263615448,0.08365819526323937,0.01603954606680214,-0.0031334748093891952,,0.02453110303386781,0.013968571394409832
SCGB3A1,,-0.023971187028604974,,-0.01819823927001517,0.0018788400836376598,,0.06394278134599676,-0.012934682591912333,-0.03640346822169886,,-0.029080252905489486,0.062437771873919405,,-0.001971950980457413,,0.06817350812602392,-0.032900303105888304
IGFBP4,-0.03417361295770269,0.016641833176711755,-0.06560034246321851,-0.005628481303431978,0.0793289655250226,-0.010427171219263646,-0.026135560950438327,0.013913377392630367,0.06081938812852854,0.04503610093555437,-0.024598534283723668,0.08077258145968942,-0.007765338601757199,0.04116709270092661,0.057294207397235626,0.0628361808307073,0.025627789279558746
RSPO4,0.05486286222995471,,0.04244931870918197,0.007891290061318139,,-0.022744039711963104,-0.014614162979685777,0.042213050550726224,0.025911693920082163,,,,,-0.02506973305524678,,0.027377567774080548,0.017315669540255048
LEFTY2,0.017984754453110558,0.06573867264488459,-0.00746520042637622,0.047135550990400524,0.11913935070424722,0.03734787065147463,-0.016024608442365803,0.03581699302527983,,0.01749588273960812,-0.022857728494510284,0.10816780849069113,0.029224019720894008,-0.0482184555771356,-0.0487771498264418,-0.04997552202474717,-0.05882001195025883
PF4,,,0.0014584488299435186,,,,,,,,,-0.01765236515838876,,,,-0.005888382406451715,-0.03684143090281705
ANGPTL2,0.055632379869982096,0.029054950762762922,-0.011843275921784328,0.0581217673484509,0.11050204748447742,0.01170579174024216,0.0057208101218689305,0.07713744542289895,0.06637491273833103,0.06669151753528346,0.031773279850805976,0.014262340824410257,-0.04394619712678149,0.01300099889739604,-0.0599207324589823,0.08981217228920585,0.029644930662703333
LRIG2,-0.02466267363696084,0.031129357982873182,0.04760619324836204,0.021725191258426185,0.012731149100178642,0.029277368899379444,0.01866103605879749,0.012909105888129895,-0.09667026050515566,0.09498800963153632,-0.033204519670890116,0.06851850868121166,0.07506236222946239,0.03935418988157977,-0.008362325488435527,0.005321425240105619,-0.04059854363669535
ICOSLG,0.011978478359514681,0.02238572704918378,0.024082196205897473,0.05771576571096044,0.04892731456917962,0.020191119713406827,0.057060926120805565,0.07567156336744689,-0.053177891328741685,-0.028787434304165478,0.06366527781215829,0.02216002202460964,0.07813155444954872,-0.04911136655230082,0.014414098436236545,0.11014809849136797,0.0003596919088206372
WIF1,-0.06471489851963814,-0.012114933275442302,,-0.06264662850243354,-0.09739787106349507,-0.017551036737616883,-0.027500828934555976,-0.05101176883359794,,,,,,-0.032960222452595965,-0.03205657598130974,,0.011549328162926439
NPPC,0.03847417859268058,-0.01267568901902763,0.046930287686272464,-0.04774876280781535,-0.024374079666445198,-0.009031937725074168,-0.020310110145699636,0.01866078191875809,0.06612465362080619,-0.0021921381455004304,0.061097498237329045,-0.03339945829433011,0.06743834198519712,-0.003349910249342895,-0.011486497960520878,,-0.024045339420603152
LYZ,0.0404868145442628,-0.013018752223387794,-0.033119639529240644,0.009652470474548303,0.06662120044713825,0.020570282846353538,-0.04293854435486776,-0.0423150290747308,0.007919228386460623,0.11272069708999517,-0.00020098637952474743,0.07427368241829921,0.009096305156684713,-0.009689361560911372,-0.06415968351134196,0.06390474713740521,0.004917699169568018
EREG,,-0.030228610074216157,,-0.004074215269525171,,,,,,,0.03754545090511617,-0.0019201196134175024,,-0.03515345615916427,,0.04059834383852905,-0.01861589834751113
SPTAN1,0.037056224762193446,0.051682340115665214,-0.061959059847808085,-0.010950016004463008,-0.0072336076359950175,0.026214583006959596,0.03593677733151034,-0.029209867615116764,-0.03576891653096426,0.05109315308156964,0.05335830630382294,-0.054085315568536456,0.01571089964297686,-0.027734592668466482,0.06087053685726722,0.059449568699120284,-0.007089851567495091
PTH2,,,,,,,,,,,,,,0.013835210275211948,,,
LIPC,0.09809159251368918,,-0.02879927974671948,0.04501130638502647,-0.022380907726478383,0.010167593054470691,,-0.017354672413943888,0.1364868906079179,-0.03057800353288647,,,0.029682250538863905,,,0.07005625025507531,-0.01368186684125274
COL8A1,0.039342437598580644,-0.027999282834037974,0.01929232463050578,0.04386078560614398,0.09081435092377681,-0.036367174873411796,-0.018881455109732045,-0.02435947128762207,-0.04870477975514334,0.08557598074613998,0.08254727237208452,-0.0009553770770428583,0.026105882022431488,-0.017316547330760858,0.06247591224773054,0.06021092767220177,0.005111601697969381
GSTM2,0.004707058528222254,0.04768282810321067,-0.027416696803771116,-0.011044122642181912,-0.01220451355961081,-0.002777039532548934,-0.008691411034949692,0.02412075397828409,-0.035439592422389025,0.1293751008431164,0.11752750923413213,-0.05456831540862585,0.030389356070960518,0.02265332141565627,0.06292981560062125,0.014301703744215013,0.019495000173793645
SPX,0.054647502546588914,,0.1093664312731792,-0.003756121497943128,-0.057568562896656794,0.005644006017072763,0.026269423835030403,-0.027462457647371062,,-0.05319015539287979,0.03706961114535575,-0.021917667644512997,-0.005897633617765854,-0.05108782326068855,-0.023701676515834578,0.060095914662994895,-0.012426617025643474
MFGE8,0.01788577179548112,-0.02800479083084989,-0.02082999877847393,0.0447631817245481,0.024894895974335998,0.036014925972839215,-0.017808367605180092,0.026645517894800044,-0.014393940723607309,0.05743383011009629,0.012229211725948366,0.06428277635365051,0.11577595652256097,-0.042339196609880794,-0.010559993607707272,0.12904236134863686,0.005782086415105355
TGFA,0.036371917190656196,-0.009995620417066567,0.014561763377094365,-0.0010412532156109584,0.07990665712954224,0.005634734944913907,-0.04876773723956138,-0.000807821185610653,-0.01392417827310336,-0.01337417367228412,0.06691148523368111,-0.02249726096747827,0.004228027022799578,-0.0254538084341778,0.09459253844361547,0.10621251965567154,0.045705101461418464
SLIT2,-0.056355868663037066,0.04125476364341229,-0.03828730219258683,0.032320289571846066,0.03226467129643271,0.014428406066504215,0.03894069470623982,-0.014175856342546655,0.036633611563930996,-0.008943228221919435,0.05145998821566018,0.016394918124317082,-0.001482695849350673,-0.019280607688327324,-0.04916693391183583,0.028544648258747866,0.00393895743707926
PLTP,0.04423297142069769,0.11729503794636278,-0.07524139866435954,0.009561749296612665,0.05699103912096619,-0.05818020075940946,0.04026907698922686,-0.03511597715588045,-0.037557475024013943,0.08668290911280122,-0.010592889911435617,0.08709991352210346,0.06649232885280136,0.0011696243537423878,0.0773287990759752,0.0017070233948908468,0.014508657095471578
APOD,-0.0185572807727546,0.02324682489705811,0.0033953697888947894,0.06664730243872373,0.008728447402548753,-0.01947946386967925,-0.04949630740445935,-0.04057099027912053,-0.029681752198279798,-0.16927256704907095,0.03658991887894715,0.03279233039656789,-0.06443296230782637,-0.0012256221625472111,-0.012988842883547633,-0.0017963120606403588,0.02051836873686708
B2M,0.04038889933336656,0.08472465382602593,-0.03904934105543675,-0.013500183759030155,0.05403136484448156,-0.0606119353745295,-0.03689013928155619,0.015147751391398363,0.047190956208901805,-0.030987973313810202,0.06693667520124541,0.05831211961084785,-0.03002564869339118,-0.012429195954169421,0.02975801073876674,-0.0029407249114022276,-0.06743579067759348
OMG,0.03634050878886261,0.02889799487685084,0.007996921186540608,0.009356721094303008,-0.038337461717940155,-0.010798054469038011,-0.0651580990818017,-0.05175626763301806,0.07092819231612205,-0.10024491450670812,0.06428978178919093,-0.019839629980541482,0.012430217604044762,-0.013263393288105116,-0.09383258157729046,0.13274490793662702,-0.06502029263563311
CXCL3,0.01928217913241259,-0.042225089429887404,0.028726406825783857,0.030025816972851213,,0.006647229233785646,-0.015634065294897016,0.1640123562142753,,,-0.030011177729571327,-0.03433971657206267,0.06922707072439897,-0.05773916907779644,0.06909484338030827,0.09116587215465598,0.011350304690628898
CXCL10,0.08886696966751986,,0.061053495757466346,-0.04311538130482196,-0.019727416987661853,-0.04453863421929743,2.08397176758536e-05,-0.02121444745515525,-0.058522945901766515,-0.03687909540880579,0.0041590875866909524,-0.023676939036073045,-0.030499887644461016,-0.008390468391667854,,0.10045571642370547,-0.009878022403341737
RSPO3,,-0.022426010751562277,-0.006557335823703336,0.008813465468715418,0.01563229279269993,0.017422123063994464,-0.02941891595614296,-0.01395028350543513,,,0.015440142866900226,-0.022396118873072027,,0.01092590392989701,-0.03652221603459149,0.14549103448951203,0.06555777653007867
CORT,-0.031178263959687213,0.04096464129267739,-0.0067220563973696655,-0.03245330505997415,0.04809333111171579,0.00827810426678184,0.014118072972553696,0.0014755426430179902,,,0.04281949076892104,-0.018472302937307374,,0.062394802589884946,-0.027746424308431897,,
NCAN,0.024757741922989743,-0.009540299846539318,-0.09208374007023773,0.024743431996776564,0.05492577035851849,-0.003202870549985655,-0.022529075304099172,-0.03087300665804012,-0.010645925715312745,-0.034050768963178664,0.0063592523235354885,-0.08415974532306199,-0.009663050527734758,-0.010085468950965746,-0.021975083996150797,0.06143406641947289,-0.018303567797285963
PRG4,-0.028177592834867343,0.017117818710089952,-0.02732555303411921,-0.024431555315900126,,0.04737765319713042,,-0.0163101874847858,,,-0.029492200006868863,-0.027257013378947568,,-0.0071114304536084045,,-0.012738049504094889,0.21232927527995488
ZG16B,,,-0.03171464620415611,,,-0.015538485177693417,,,,-0.02538301808238361,,,,,,0.052182118387528134,0.040179869373492105
TGM2,0.05441917395863633,-0.06962098058438647,-0.08040639471856668,-0.027644942959167546,0.022156835655707603,0.0028393382667252485,0.00028030776315989995,-0.023782376226640776,0.0014547317960780946,0.023563269037228024,0.01491833770528099,0.0555366578510856,-0.012347035374567118,0.026555194147881305,-0.034362852404257446,0.04105700921899275,-0.041074723245301634
VEGFC,-0.012190240998116926,-0.03334557497124952,-0.04870145218966234,0.09130811961532447,0.007889049348394874,0.047009472723065944,-0.005841246611057734,-0.016645196450067904,-0.02511247756534873,-0.0329014325794074,-0.00859922765113813,0.052368651007784484,-0.029861532863002176,0.03571638492577709,,0.05163874201583835,0.003849312105226886
WNT6,0.09522250197617704,0.008866799032407493,-0.013237188636639108,-0.033664331088385575,-0.01480316635090732,0.040716857291964316,,-0.014527086930359255,,-0.024139253176406857,0.09185359352877277,0.05404548912115665,,-0.030745109079262353,,-0.006731343060794339,9.102035176382403e-06
NRG4,-0.028856780236204343,0.10766415659617322,0.018745597892355522,-0.023545688574778578,0.1863151273058278,-0.02985194593111282,0.006331431046078506,-0.01941856314148804,-0.047523988745776756,,,,-0.003408160281025627,0.04571143631892336,,0.027492277109675924,-0.02644152694403649
PMCH,,,-0.046080048766637356,,,-0.022744038614317532,,,,,-0.027369148295406865,0.08562889720843149,,-0.026957706597529787,,0.07005572222602748,-0.03562646073992286
COL9A1,0.049629947241145465,-0.036070646277143785,-0.034733932767063914,0.005096534557616737,0.09183473263326691,0.014733483411431623,-0.03095737811782021,-0.022126991053820065,0.03787492602879462,0.03614994622216366,0.026398068818889668,0.004269081708620008,-4.655090564756798e-05,0.00018218241331411449,,0.09993424608706311,0.03878609294961741
GDF11,0.03654702258671172,-0.007622430510099452,0.0665236702661241,0.004845240067462284,0.09712505216341706,0.00842177104444175,-0.007610592059246884,0.043428838021479094,0.10685588732967427,0.005843490542154399,0.02414542830707486,-0.05378226779928644,0.029831512241688615,0.026317553723064442,-0.06011018482051782,0.12418426729096951,0.036321466292181366
RAET1E,,,,,,,,,,,,,,,,0.06392158213279707,
IL24,,,,,,,,,,,-0.020405777456596354,0.15122355751164776,,,,,0.0028957333250850532
SORBS1,0.008953891659719982,0.005675864010236566,0.035356192321580604,0.016724972795419447,0.010335125855183107,-0.023375322626076275,0.009510933817464639,0.018459302264934554,0.023028271352556674,0.08054784254925706,-0.005600888849035142,-0.004890904389679746,0.0600973499485069,0.015969046813477168,-0.01137758165608799,0.022485893263936886,-0.025735224648624083
DLL1,0.024908186136182498,0.0082917499418972,0.033638242193075325,0.011802706060290965,0.07031149770400524,0.02024865316137125,0.05654673688324622,-0.009905365986807215,-0.03934757241232712,0.024764163746315283,-0.018158748652244684,-0.05937386290546322,0.0110235629659797,0.008396437254789876,0.04448221667155905,0.06090533470860527,-0.015363736222975615
TLN1,0.006126953538004793,-0.0013099409824565574,-0.04641208407534168,0.035255820149760926,0.11445233693253155,-0.02204108544103157,0.016566203935063986,0.07062256897349116,-0.013016283161352855,0.07014835094781419,0.015567318050521226,0.04138796872222138,0.06782291169954868,0.028661848643407,-0.055073057866104086,0.05859684006032288,-0.015108463328435594
COL2A1,-0.029536814843960486,,,-0.021821085207877528,-0.01603738844652765,,,-0.01355278755760074,,,-0.003915927824280177,0.013004073017589162,,0.0008735467428685548,,0.07489202359485994,-0.032404622398308554
SHH,,,0.013155258082522828,0.01834260666336284,0.065216232102441,-0.024307290269641037,-0.01677966788021851,-0.012934681461340554,,,0.021690586362944082,0.10803182250310087,-0.033436459489299214,-0.04410592993143429,,-0.01284205277455054,0.02124109948911188
