,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
IGFL3,,,,,,,,,-0.026066248863350145,,,,,,,,,,,,-0.02925847007476449,
BMP1,0.003762130975728774,0.03248986852426161,0.012092337618634494,-0.04621267666253518,-0.06941804967145546,0.01774907192085184,0.05808828667208082,0.173665647635402,0.06393380689742553,0.013609766177375658,0.013962982527769485,0.08527644432777953,0.061557512218515034,0.08332843129811356,-0.0004071525175194428,0.01930245089091053,-0.0599476219788898,0.003380733597661131,-0.0025448366534884127,0.001520837682425991,-0.03615910603641979,0.06637446780762445
NDP,0.04646439452739618,0.08794081346626134,-0.002795075832743961,0.046955660054393264,0.006248329324475446,0.0029122747510509184,0.049268416372007046,0.06677706848698263,0.002330454682692032,0.019100494132864076,-0.01595197855629373,0.04008774723436803,0.06996202916923627,0.07879730148529603,0.04931951392794491,-0.08315597665984058,0.035204845849202165,-0.006337172238505474,0.07112377515509666,0.058743141096750856,-0.04821319278084574,-0.04771573464339254
TNFSF18,0.32151439279029126,0.034744061235661546,0.007956318067171095,-0.014689633506359667,,,,-0.0297305876920961,0.022452921205722506,0.01486751335317532,,,,,0.005260846538110065,,0.08380297326820565,,,,-0.0301737437457797,-0.03691706937723554
IL36G,,,,,,,,,,,,,,-0.0316638625440489,,,,,,,,
RTN4,-0.01048620780347416,0.05068249230180555,0.04091880597923999,-0.027613988459528463,-0.008811077302652796,-0.028617640978510578,-0.04974135850109065,-0.10639275977721323,-0.10508854508078198,-0.08746047547229562,-0.03137536392517335,0.004691126498752257,-0.02286021457512105,-0.04185794556950399,-0.05071287749288592,0.08684997205829242,0.04309774839014667,-0.035766118749782486,0.025263813522646783,-0.003853610704232537,-0.06737351820216722,0.05882704691199317
HEBP1,0.07605232394151427,-0.043711795393780346,0.03058663113938422,0.04258818308345909,-0.06903666448195007,0.049425394251928746,-0.0037876565646764097,0.04870419180547794,0.0040272600220643455,0.024941957340209583,0.006587014909159825,0.031956962101738005,0.01853829826025205,0.059751582384554996,0.061408560905154855,0.02903719111865457,-0.03008024814480859,2.9278589468852046e-05,-0.01769340993218613,0.048907341853701436,0.034569743447994135,-0.03072313671691894
WNT7B,0.10006074274331556,0.0006840757027413429,-0.03251589298734751,0.0020034036665217093,-0.025358527675786197,0.025379120022555823,0.00026745860136100937,0.05450882760454892,0.04379306097350642,-0.025466846672321287,-0.017110580530842252,,0.013540723455245084,0.015649668620860244,0.12139686048602964,0.01794315610722676,,0.03185907140989958,0.02258887946344541,-0.017267149956201207,-0.04541986493210445,0.06054040165943104
PTMA,-0.021322509743878313,-0.10384957710250373,-0.05841346975831604,-0.04157770714141824,-0.03463129555086737,-0.011982897724099911,0.08263707387163481,0.20920560539696548,-0.029766499388001515,-0.05020135446165532,-0.07038695357266746,0.030393183308398842,0.09543661319371104,0.10731657899637322,-0.030031539703821938,-0.1026839492197882,0.012805648975025672,-0.04459468099676406,-0.05521401764792642,-0.05392586497346987,0.01786644102454214,0.011654109687076246
FASLG,0.07801713309007408,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.02649699302891428,,0.08085912529419664,-0.013060768104359263,,-0.008765799175004545,-0.007642295038285428,,-0.0029369750693086167,0.04253216428839126,,,,,,0.01079892742464585,0.07159222742420815,0.12858364236723033,-0.034277313936561346,0.03800622851504378,0.03887728881115904,
PDAP1,0.0650453357819054,-0.03045394285512991,0.009355184330466192,-0.034825343087331304,0.03730263481159586,-0.010349008694572736,-0.016656354379898597,0.12359690244016731,0.09051031084018181,0.019843683895583858,0.026234873079561825,-0.021396001686075732,0.0679761564393402,-0.015604464908958983,0.001955864763124234,-0.06250728368183732,0.00205229821067704,0.042048652990705676,0.029667198378071025,-0.0552829375221297,0.0051541216957759865,0.008808596740789681
QDPR,0.024299517838044307,0.03485689834506932,-0.03816139813172307,0.015275311446524342,0.017129953893895197,0.0012499753370714241,0.01498656517273924,-0.06745275183723395,-0.10759141514963114,-0.07090991663864936,-0.01584434828773631,0.06238575019266738,-0.031270072659635245,0.004176806955742208,-0.036205353272582584,-0.004650187012598716,0.059263896039374896,-0.02077654635466177,0.05532498748520958,0.03761786513504889,0.025598567080395037,-0.02419645649446892
POMC,0.0499892684357678,-0.013027474153261309,0.02312084383896776,0.03528686236619413,,0.013178331795051164,-0.0007689537694571435,0.02681729940588781,0.036104154011638655,-0.014272974921785355,0.02745063567534716,-0.0473050494778813,0.03977908723888663,-0.020235151067492286,-0.0006618390015649331,0.14447622657393744,0.08553381101396798,-0.03882555844458187,-0.019937345227152268,0.028466728984760038,0.03330227501954309,0.011452294169823882
CCL18,,0.005490562740332266,-0.01441721854941489,,,,,,,,,0.014815029890332803,0.07793695268436591,,,-0.04065719166391193,,-0.0249599036927998,-0.05546171120435184,0.06745704265387938,,
CCL17,,,,,,-0.04078579806375409,,,,0.001712265422650935,0.07264305475699387,,,-0.028925837370741506,,,,,-0.024318095169360506,0.04487799447495789,-0.03857560267749428,
VEGFD,,-0.03941251492080139,0.011194449676974357,-0.0007624149962866295,,-0.03877963354176636,0.11219804713709584,,-0.043667958954837084,-0.03602166600238647,-0.01553439402308194,-0.02042608080771219,0.10071300022545826,-0.031000715839925634,,0.0679108958553295,-0.06801091553506577,,,0.04488893787856859,0.010760460926432994,
TNFSF13,,,0.026497815975381485,,,0.013378940042129715,,0.11407726025882094,,,,,,,,,,,0.0967068139962425,-0.008337640382826967,-0.017401686819459673,-0.012195852375354489
WNT5A,0.008577609496889276,0.035354167821087024,-0.006927797937943756,0.007448569419692216,-0.002791564300263217,0.014587870750871403,0.06186885531617562,0.16898610657391072,0.05787083524629636,0.017224706462993407,0.06885670039367668,0.0062061491501028835,0.031071365001235748,0.026344629097951947,0.04149346755733086,0.02459737996989229,0.08306293653016417,0.07064604673606652,-0.0029534219997486193,0.016792062889185225,0.02352519081451004,0.07539358004788276
CXCL8,,-0.08777913981665886,0.06919257106130655,0.09368670215567597,0.031380962871021684,0.04814481615536881,-0.013041856926154576,-0.005096267945527749,-0.02171904675889601,0.016490237808518406,-0.014466303172201808,-0.04654420828663706,-0.00214383474323596,0.0729816354230919,,0.021937723922708183,0.08195906638332656,0.022589308255053554,-0.028223828537161967,-0.038458484906726854,0.02507362189955636,0.02085067755298654
GRN,-0.047227918370999385,0.029587819212585936,0.06162314141580468,-0.0527394736399795,-0.03698380453802031,0.009774307234240656,-0.009555577376721427,0.014735868258191986,0.0652813740990321,0.01098789288274686,0.03998654738846232,-0.009919779948009133,0.04569305512036359,0.0004982694435933231,0.08052095217160934,0.042924088487909004,-0.05682200266494966,0.004231798287216624,0.059409778972955206,0.0407562978895796,-0.004664081459680252,-0.04612315799541052
MIA,0.12149514771932804,0.027917814726311812,0.06587573914283981,-0.016636635256532768,-0.03257500290869813,-0.012182761428414434,-0.03679969572654692,0.1255611790383438,0.07132267967885768,-0.02179514271549248,-0.017667101688336392,,0.02480724452725863,-0.0005135324617914534,0.02248528413591795,0.14768089348194416,-0.10270601556970006,0.07030517871276686,0.02451586115268088,0.0872619668212345,-0.006172404505916908,0.04367709926690969
COL4A4,-0.02210050641135492,-0.006561031816554873,-0.025012703089038777,-0.015260878594924643,0.0160727591638623,-0.022776999783019548,0.01938877571852991,-0.013447431301217934,-0.0256863534831532,0.02447361242602861,-0.009512465220134311,,,0.14229543868338163,,,-0.053253886286666434,-0.031557117071263616,0.07137660492639804,-0.04961720034786627,0.033876926553354676,0.01426951007948089
TAC1,-0.01908304760830175,0.0821946071220749,0.0029958274015303285,-0.008891457439304386,-0.03887022941270578,0.017640636262672683,0.055924888353000954,-0.057248112711413064,-0.0627352565685735,-0.08916199003722414,-0.04520981032654795,0.021356271337408222,,-0.06349609287722625,,,,,,,,0.005340801249689877
RARRES2,0.008121219713352262,0.04710799392092818,-0.019082688691213108,-0.023849234212790983,-0.01331955964520392,0.05014041571625058,-0.07211416323646162,0.09443880041285083,0.07773639444059914,-0.04514792321279364,-0.04952938542722671,0.007657496464025245,-0.06977500993804678,0.08603457125273468,0.030477798660190267,-0.00417089334902764,-0.01961119545215239,0.09325401998373394,-0.03438536097438823,0.02989124424430493,0.012428461521516845,0.0311114699763711
FGF7,0.07631470745087356,0.01856031117817893,,-0.021114229492359023,-0.03958352356002262,-0.0028321254839094056,0.02031963254474185,0.05587639553679678,0.03306197099439615,0.05127684810791399,-0.04537072839826885,-0.022176587215766683,0.023155937445839197,-0.001852524628087432,0.08828555925284974,0.11824428551252211,-0.13849103301123913,0.06663130693515239,-0.0424295895908592,0.011035023601535457,0.009281892170606666,0.027998621618783904
EFNA2,,,,,,,,,,,,,,,,,,,,-0.03365983635687112,,
HBEGF,0.00843134650304869,0.021889108959965067,0.10434203045758375,-0.029950435839964554,0.07729076135907978,-0.016577161385919574,-0.020225104301222888,0.10917561862509625,2.7682016873090893e-05,0.10366013020748993,-0.0166700666482784,0.012355855050906611,0.002279890290068309,0.005424996310683276,0.08786094174602692,0.015401220671266017,0.026022378568717332,-0.05527596222378804,0.00028872175503386424,0.01982779673221042,-0.030869277245634135,0.08976715752217222
CSF3,,-0.050930308060806055,,,-0.03843843215558351,-0.036687520925509545,-0.036838714338960125,,0.028942803815225963,,,,0.04059511214274687,,,,,,-0.003249006595918472,0.013027797881167662,,0.11113031950590341
PI3,,0.018884341127668163,0.05027004059938693,,-0.0005740249294554513,0.04929001762510001,-0.044558916314998774,,-0.017514472777430106,,,,,,,0.06724901831726264,,,-0.015608897125524148,-0.03752767866157538,-0.0327762660131899,0.055379162266370595
PCSK1N,0.04017652247806883,0.044136211131193294,0.003506602662242171,0.004159653240259285,-0.014564026010853411,-0.020893688421542222,0.07295809075360725,-0.06974853110624853,-0.02500247698622715,0.0543511419674358,-0.02245625850269006,-0.024220884118787745,0.03224265010761506,-0.056581325837798985,-0.07920470285947967,0.01174338307147021,-0.040478755320987846,-0.026654493140558386,-0.002164627268573059,-0.024039840022659565,0.03447512515301345,-0.04358832865234063
NTS,,,,,,,-0.039732187873350366,0.036740601742395344,-0.021413815311348686,-0.03329746262546943,0.09982036389570537,-0.01839003413758293,,,,,,,0.015108968362428865,-0.041008123195054896,,
SFRP1,0.004914498738024993,0.0463456975365691,0.04266013182261794,-0.01820433299460607,,0.008797858153080056,0.073419726980469,0.1116246962023932,-0.030876055338999876,0.04679757287039529,0.03463590758385346,-0.015060607973665405,0.05080361712440268,0.030099415938685016,-0.027677193556275057,-0.0032088978417913953,0.020261725649474246,0.08185053082800524,0.0546713634689012,0.069094563741596,-0.010567899358261273,0.027250577804374537
CXCL13,,,,-0.021456124586897028,0.009010889951125978,,-0.011041182469633136,,,,,,0.0487393468971116,,,,,,-0.04633585503127479,-0.03083776441121805,,-0.038297254366331246
MICA,0.03668117146650769,-0.0010134661341098038,0.07925896032348342,-0.008849320390991454,0.04516714176804316,0.01739237182947343,0.021583322809204546,0.011574465345197854,0.005582889890012904,0.02630918845227755,-0.03951977815602973,0.06288246867798926,-0.030320702498840488,0.027613105173058216,0.07538429418312512,0.061580532717314104,0.007970158738374967,-0.0035430421538830575,0.019507722010986706,0.023372972709220757,0.0666390559901443,0.020040984344969207
TG,0.06056782167971987,-0.04059958460168172,-0.04712510240086688,0.07671191596960714,,-0.015249652046224296,-0.043522275583587865,0.022701081471402575,0.003001883599477385,-0.03406226779725513,0.058504532408131825,,-0.021070144384211734,0.05403834248564385,-0.06566141694161959,-0.050076002922552744,0.0401140849689932,-0.005845127104034065,-0.03231266860783921,0.026714214264673387,,0.0076909292377012285
ADA,0.1310283677355754,0.12576387124345767,-0.015132957504747238,-0.036689822411749194,-0.003823468313010191,0.013080472152605367,-0.011165450720599605,0.09736281738458055,0.022591960463243247,0.015745540726014258,0.06790343066245065,0.020064775822768843,0.09697717694801661,0.032397170321478194,-0.012428598777982457,-0.057167810223430586,0.09821349063681763,0.05940558346052333,0.02983050286298984,0.07772557122405777,0.00733186284656067,0.07583558348583075
LAMC3,-0.005148261261179673,-0.04689885616796573,0.06685915478366185,-0.03158205792042407,0.0315958880347669,-0.0002911217755438555,-0.015228418707663295,0.16570799431812092,0.14783713799074602,0.07362401121720243,0.040476976696605625,-0.02143836320423629,0.0625682155125495,-0.021027889028724888,0.03926492539717971,-0.02635842730957089,-0.04023080327965899,-0.06347447849089198,0.026061659823579685,-0.005514003947844632,0.06770955858174006,0.03383380648511497
CCL7,,,0.07468997027429501,,,0.003344542464730512,0.026870029193268478,,,,,,,,,,,,-0.023927500947614148,,,0.06366347167006714
NGF,,-0.008162957226204259,-0.0054648246916652555,,,0.005732889566016661,-0.022106557568351462,-0.016958098883418916,,,,0.09882585668468263,0.09685244977565437,,,,0.06120804523355332,-0.037091992734989754,-0.03125603463916138,-0.00816273583626587,,-0.00247037407236651
TNFSF15,,-0.0020868988446444887,,,,0.006981859442391421,-0.032809137614365796,0.0993298218096707,,,,,-0.023173323843011764,,-0.06052320471013345,,0.11855367409782167,0.05798055036394993,0.06531663094783828,,,0.022508789396536107
HMGB1,0.03255160661892487,0.002311714484409832,-0.10454280657127428,-0.014041679420740685,-0.014184042731155195,0.024048277490797583,0.04718604874771665,0.13601303109220045,0.08108254267063641,-0.06532799242213189,0.009074092872681887,0.02665820649684721,0.04798757562719568,-0.03635374475336475,-0.033662619640846034,-0.14235493761927126,-0.07767751451992892,-0.027238714213157534,0.04858733840274438,-0.03003256681252897,0.008645008594255947,0.009201675360368616
ITGB3BP,0.0014057700651142683,-0.04460837964056063,-0.024880544353077873,-0.006737765350428025,0.00216590640896349,0.0170952124480786,0.0031560798100612047,0.13830627707799134,0.12190468706135824,0.02749649629018818,0.05197124387370985,-0.04247611671569626,0.059811219762943305,0.12504684276779457,0.0370093320361895,0.007206124197936931,0.04797688715750092,0.05351968546278585,0.0790636172386886,0.06493324165951511,-0.06702579564997492,0.0018994629622597794
AANAT,,-0.017130736236660137,0.012016495082817106,,,0.03790993493299728,-0.029562995165803168,,-0.007667147255414099,0.01567149586422289,-0.017667102671025697,0.1038249715822638,,-0.021754726632790326,,0.09126860439696145,,-0.025996785968796645,-0.031974495473094534,0.027563016923759738,0.043506004871747175,0.09170028404252989
RELN,0.184724239739553,0.031417201216412276,0.01818573128991826,-0.04167692317582732,0.05525554132203427,-0.01006219569148066,-0.04358598586805513,-0.0032458080819755446,0.006347486387320039,0.012513396685884111,-0.021189270997389535,0.031771635683593716,,-0.027427307139240412,,,0.04352621782146484,,,,-0.059672779299451396,0.08572470589084363
IL15,0.03051798878654332,-0.05160012001620934,0.023813771979630523,0.0068698851095635,,-0.009652936216101592,0.056745323643437054,0.018762122841947018,-0.051367843165338815,0.022373448724516628,-0.0379723934957576,-0.03542973595226488,-0.018674897363115756,-0.026751664388308873,-0.10331238992678571,0.17169354490046637,0.02594811398187068,0.021572389831103243,0.08582250835698389,0.03541385371623251,-0.040757716970700346,0.027341382630057857
UTS2,,,,,,,,,-0.0038248790198554864,,,,,,0.023734229344950328,-0.0015295482476682088,,,0.0066457264439826105,,,
BSG,0.023905207476894907,-0.008339925001078706,-0.003043884207640098,0.03184688834852244,0.007114258071673329,0.012674785691224998,0.06477355960793142,0.08938407245033007,0.07477266165143451,0.07863533906398794,-0.019343219695667255,0.027458953331068025,-0.015010505097329027,0.11452171883979131,0.10700337368684788,0.16031476067007858,0.03849006854511352,0.06205249613694449,0.08848360122919643,0.030106398592721944,0.02611960045079612,0.042155096519068465
ADAMTS3,-0.030353955974583735,0.04231584697013193,-0.025023814700215773,-0.03120563061478682,,-0.011017463246270075,-0.006935352436862968,0.007797071046126153,0.04762857399023957,-0.06702514584381952,-0.010351154742630146,-0.027762630378502535,0.07338473922402189,0.058809281400147066,0.0747221479735396,-0.03692029916278728,,-0.03112850461511657,0.04098350021331053,0.010998360965000013,-0.010953318298404542,-0.03567811234113825
CD34,0.06433162932301517,0.09172112818401791,0.030651262231282554,-0.014667050747095001,0.047666273184699404,0.027681848445023534,-0.004986640736652462,0.1348306922993635,0.07247818164800389,-0.016116853383358366,-0.015247312594518725,-0.026308705579696764,0.0617194996503368,-0.04240703713101514,0.03802571715765978,-0.0040946686989955326,-0.08843722191069187,-0.00380106649570958,0.030959441992682954,0.03465106468502381,0.08803357388275727,-0.001319661537868488
CCL23,,,,,,,,,0.013286369222203543,,,,,,-0.01728240236474836,,,,,,,
PLAT,0.04102350096497313,0.08398405667946572,0.026200564708865302,-0.019786392851158473,0.020269188734494036,-0.017319014403466646,0.02445161997503708,0.1335914968403547,0.09983710628251598,0.14106789675710368,-0.029745202238861367,-0.03423692649421201,-0.003407543085721201,0.09335566287795406,-0.01994487458607206,-0.05452506074652048,-0.12450268976063099,0.018520331066352123,0.0848207405453042,0.04480649636298217,-0.03157787990452792,0.009134186941952605
NTF3,,,,,,,,,,,-0.028518918278280445,,0.0015442669993845964,,,,,,0.08422592811784857,0.06367024821488576,,
LTA,,,,-0.013060769444628015,,-0.035587183663337095,,,,0.008298918186773618,,,,0.041234655083450776,,,,,,,,
CKLF,0.00825728011465467,0.04165027826877642,-0.010903060540004268,-0.05825156157180299,-0.006906919755639751,-0.02616510208448315,0.01063596210738516,0.10275311283679424,0.07708067945121322,0.04340608235526218,-0.0075037756667858755,0.042605555618267586,0.019033668664322188,0.0670628837500552,0.05268556149023044,0.034242462066473335,-0.052335882366278313,0.04510042158135701,0.1044138915379778,0.03714317688129253,0.030187961742575035,-0.06103752571503441
APELA,,,,,,,,,,,,,-0.033188254110890734,,,,,,,,,
CD24,0.03889384044308284,0.00986213607414939,0.059853922344563,-0.008596605555504462,-0.01820538319854926,-0.025047890384768144,-0.0001745962194169595,0.08645686492156049,0.03328171274052247,-0.0641899452411401,0.005271268508046411,0.07925876166343504,0.05682700769633667,0.07901706815722677,0.03997053402803242,0.03227277516047704,-0.007341714893267046,0.03244833064037373,0.0393897928693489,-0.011751434319579344,-0.009324874972302276,0.12577969191614743
HSP90AA1,-0.03338844201616358,0.005917233471205831,0.00838042060666698,0.05329144485652663,0.010033434891203208,-0.0056679143935319445,-0.035895587530744406,-0.1672567787149592,-0.09218753875035977,0.0474971963614839,0.03752685622598632,-0.003284888511054846,-0.0004431979409670605,-0.12027040392147693,-0.050338205014367865,-0.15439043928140853,-0.004399744031395939,-0.08105773773173106,-0.04918015764132619,-0.09251011127194092,0.02900475356215093,0.05239193079737469
BMP4,-0.022744624421225927,0.06022535573581009,0.07123144197412495,-0.013845181233684896,-0.023214096410207087,-0.002844333088669373,0.0965639158053988,0.17146808020279336,0.037456232418642474,-0.04789626558225472,0.03327787386437818,-0.027576885260217496,0.028920016767448178,-0.007737514805609428,0.1947956146072211,0.051830398164193,-0.03952441522879293,0.03758315877878117,0.006472000302637282,-0.03791207051972217,0.08508159311026192,-0.02941232942638721
SCGB3A1,,,-0.03683187481561788,,0.012958072103784312,,-0.013266410561673983,0.06164892339338018,,,0.06124925237112546,-0.030434090914487635,0.0575893165702942,-0.025110809549139468,0.08943608091343554,0.12565817432469456,-0.01596491501907826,,-0.02932567603185876,0.004791319044147811,,0.07940367560310539
IGFBP4,0.014051611616743995,-0.024266789530008187,0.0040423247811765565,0.03269072377480008,0.07209646746088026,0.04351606674838135,-0.007018771799499026,0.13447543948862528,0.07113513780198415,0.03968717568190023,-0.006640746265210525,0.0007155096861487358,0.06710242208806096,0.04497764939579965,0.01641760222846874,-0.0897354565096644,-0.08416969312391843,-0.026608887673024894,-0.004972302968932755,-0.054158662322442944,0.05586449190038994,0.02397959758680525
RSPO4,,0.16092611100808416,,0.056752608635878124,,0.0033562146707550125,0.10675325709353836,,,0.015788793898217444,-0.014902371719645868,,,0.043890830938258914,,,-0.034171133571704114,,,,,-0.008666777814611129
LEFTY2,-0.02188198762141769,0.0621650301959522,0.06916731438370408,-0.01322117556502071,0.06714089402970479,0.01628010643156373,-0.03697916430086716,0.1195453928922531,0.10020353758120429,0.01763715371371155,-0.01634063285060238,0.03895687347664461,-0.02620184230232522,-0.00445241576124418,-0.031401784017820414,-0.027962212991435437,,-0.033221689244854594,-0.017266035535285572,-0.006520911869218218,0.036615354611264424,0.07599014517380136
PF4,,,0.0852294167516195,-0.011880544954120206,,-0.02422544793469207,,,,,,,,,,,,,,-0.030851570400105194,,-0.02847678230753469
ANGPTL2,0.037726921988264404,0.07098885007849134,0.01647880561433869,-0.0011386686755653084,-0.0657937879742658,-0.03564323303761536,0.05172226402684061,0.1678494131758081,0.09028799519306131,0.025366581516861903,-0.002071309669064932,0.0256542143517944,-0.12186995861635364,0.08510044149776556,0.09055575748224633,0.10511989081446067,-0.07402621432261361,0.009986892687111747,0.053183462619879225,0.019968183082568747,0.025190584502422286,0.0031429886023369162
LRIG2,-0.0445778726558286,0.008389308526471517,0.005241500480382023,0.02147791900590151,0.007437573177925423,0.030095368374156498,0.003403529940045491,0.12073878044178649,0.03886713521640941,0.03492189648227792,0.00715412244971689,-0.03343635580899454,0.07460434452160382,0.030531242008449287,0.047199669696195976,0.06579864384082608,0.026935509412176508,0.08607492886485342,0.04640866790245708,0.11076395727133487,0.03427106680119645,0.09882971422758596
