,UKF296,ZH1019T1
BMP1,0.07651647887816725,-0.034272199450382526
NDP,-0.03207964213664043,0.02433687698546981
TNFSF18,,-0.05591257856544469
RTN4,0.0015009009164941654,0.0021147096331595567
HEBP1,-0.011849139983022335,-0.006938397765868151
WNT7B,-0.011246852505375245,
PTMA,0.017935869506752636,-0.06359730260849428
CEACAM1,,-0.038741738344802885
PDAP1,0.03783824299606972,-0.026120146001068503
QDPR,0.029436598906700313,0.02804252764681063
POMC,0.037734061320442824,0.012938599238051249
CCL17,0.06720535786545187,
VEGFD,-0.010210818856967516,-0.02142643844417406
WNT5A,0.006458059770349031,-0.05153298772649381
CXCL8,-0.009508758500772327,0.11261583288766955
GRN,-0.010883171170495018,-0.07799500196480243
MIA,-0.011612656071372029,0.031457599926983
COL4A4,-0.004826905722102024,-0.05918326322856627
TAC1,-0.04269548858105509,
RARRES2,-0.008772377681482955,0.00892502250771499
FGF7,-0.02684675028481759,0.002132609674912443
HBEGF,-0.026222361864626897,-0.03551812821329155
PCSK1N,-0.0450226327099272,0.044859058760754494
NTS,0.020916128173070005,
SFRP1,-0.013920450734648074,0.0042159415683169265
MICA,0.1059322888091022,0.05233719459172794
TG,0.10166481772983789,0.046951108436033596
ADA,-0.016361261667063056,0.016593832723608114
LAMC3,-0.036367420308283126,-0.06547520018478269
NGF,,0.03782434997093763
TNFSF15,,0.06792988873919392
HMGB1,0.05282923568458905,-0.007935845753166654
ITGB3BP,0.02168596084454272,0.017961641753056538
AANAT,0.013089467638298435,
RELN,0.03306911517709777,-0.002245342288483133
IL15,-0.024959404980623053,0.1433393106826781
BSG,0.041325789537394686,-0.024761936207981717
ADAMTS3,-0.030532186797934478,
CD34,-0.00883987500685721,-0.11680404184696934
PLAT,-0.002201562236178297,-0.045222547858881704
NTF3,-0.01874559819349868,
CKLF,0.0425937488329554,0.06075289352445281
CD24,0.032748668329366105,-0.015488487992916126
HSP90AA1,-0.0015669792332356257,-0.08891464180831334
BMP4,-0.010930418098475978,-0.042886714624637695
SCGB3A1,-0.009795389520829763,-0.08109924462694428
IGFBP4,-0.029462657197701324,-0.016485191605331385
RSPO4,-0.009795388088032458,0.019208354714296275
LEFTY2,-0.010740762838756118,
ANGPTL2,-0.041630861369733825,0.017253146576392146
LRIG2,0.015342254304599776,0.05196338369257795
ICOSLG,0.07502547274966874,0.0030699570737113364
WIF1,-0.018432892292977565,
NPPC,-0.013613192302860918,0.08932724583262024
LYZ,0.04221313830632642,-0.05899466719132423
SPTAN1,0.01071438090962413,-0.047972561429586225
