,UKF243,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH916bulk
BMP1,0.00650815755723503,-0.0003770195751188244,0.015355845405906565,0.018641150577003645,0.06349947809952156,0.033327284584197654,-0.025493665650542244,-0.029348316758285826
NDP,-0.020482124388999896,-0.009014218610344389,0.010986387984738076,0.02672918885771733,-0.041506267738467176,-0.0016622984916700233,0.03745599213045099,-0.0684153372183627
TNFSF18,-0.03403079700849771,0.0019529735870195116,,,0.06727081562473762,,-0.0027484378740571754,0.050553877052720936
IL36G,,,,,,-0.015082911631834043,,
RTN4,-0.04457566582271272,0.03351668000902733,0.022265582617327084,0.02219288765718425,-0.02864994187213654,-0.06982187888336475,-0.008993560445296181,0.06499784029042312
HEBP1,-0.019947265716895896,-0.00026756076955257766,-0.040528831658607,-0.0067428335919485225,-0.00245848104857032,0.03694581992730359,0.11327238532900154,-0.03829183148843245
WNT7B,-0.024627252091243675,-0.015709238582761135,0.04799823403579768,-0.010257548103042387,-0.04542755710036906,0.003812572480335355,,-0.046247638715101395
PTMA,0.07678229221254708,-0.012175485138085352,-0.033465899323973446,0.024746612694731048,-0.03602664539839004,0.027309818452667046,0.013943895054658742,-0.0019662377282132024
CEACAM1,,-0.012055895765191327,-0.005945317147256824,-0.027172926429784913,-0.02208359815510183,,0.08084035118466111,
PDAP1,0.021149891953457508,0.030691760818875116,-0.017830304779470993,0.03415812310402178,0.02406698907384039,-0.003922664934591527,0.011216168396484765,0.003489304241426202
QDPR,-0.053054235508191945,0.0085833557536163,-0.0028177215864573445,-0.02410654528570796,-0.006201035674823722,-0.017921971452360134,0.05083793891278335,0.0029682812818402106
POMC,-0.036517436424085906,0.09071058660139034,0.01618782470191904,-0.032861543417602515,0.0784777449850942,-0.03231529983186367,-0.050165711576181146,-0.000652436937067702
CCL18,-0.032253033542555126,,,,,,,
CCL17,,,0.08377838741186604,,-0.0010838360399636426,-0.01377866797939644,,
