,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,,0.046867250250600234,-0.015746162249161824,0.08359898600830162,-0.002960495953825268,-0.026065158144991364,0.059307225714259997,0.020803571995729086,0.022901958737738988,-0.07540498928818092,0.02178415206243388,0.05489655331192761,0.026200229037064936,0.015124082199749218,0.07482353831121338,-0.0192860929121681
EFNA2,,,,,,,,,,,,,-0.0035215585509339033,,,
HBEGF,0.01588431802574101,0.04426510403732398,-0.06783636600017262,0.039603920484037484,0.030658599410327083,-0.01241070290903608,0.04946999118000916,0.02642273032553405,-0.00010589494053875243,0.06267162645079243,0.16098279820111708,0.024768995852086317,0.07668106818791756,-0.012830926952264154,-0.019299720217457284,0.12711342977218557
CSF3,,,-0.018151559481699227,,0.08831771420309432,,,-0.032642359103858196,,,,-0.08858978491900023,0.004776654885082486,-0.03331833452176141,0.07543889866614947,0.07245976118575684
PI3,-0.006797638121550081,,-0.03132411153906922,,0.09319061493163122,,,,,,0.11677038366773035,-0.1603729283850311,-0.10925376205437692,-0.035093310461448285,-0.0546057900860956,0.038626193165825426
PCSK1N,-0.03764354081228655,0.0010280497866220935,-0.00016097158957203514,0.02660833508425179,-0.03597904361389225,-0.0494984420056616,0.018085049120589138,0.053767062514595475,-0.034505912078124264,0.05741116851608125,0.05318451909798708,-0.011643325356294025,-0.005038675626320777,0.1291598883422453,0.01731031064620911,-0.13345391949241836
NTS,,,,-0.021741870316443628,0.01035972075822112,-0.017366318083614038,0.018844567100452438,,,,,-0.018990439642894083,-0.0384380607194747,0.03604995028692162,0.04844829696134194,
SFRP1,0.006336163022182902,-0.038445456031402855,-0.013287832111720788,-0.0022347754419966763,0.02055511518751006,0.02439269062138774,-0.014316633083807864,0.08309806047562247,-0.013391377892816064,0.028867639668477836,0.04384821032275055,0.06092711850027473,0.09853510475126936,0.057139179884045696,-0.0002568099832838034,-0.04107473570784764
CXCL13,,0.0020878860196494636,,,,,,0.054688595144718695,,,,0.026411602779282343,-0.02429044827983969,-0.0017895488687565265,,0.01982865499849434
MICA,0.008630482533212783,-0.024793957419932438,-0.031662416935887804,-0.030248066431548336,0.05084594154249378,-0.0360121639620758,0.01502448512957022,0.0007583576102775828,0.0644810128381063,0.04228245831971022,0.03799859663146959,0.04264414096492784,0.005985025598231661,-0.03942710503278137,0.01158611746452379,0.021555064940118957
TG,0.06258047751559395,0.16642214418313162,-0.014339676096175829,0.0788598920129148,-0.005216095457555695,-0.014669357904956706,-0.010360885086695809,-0.028882277873241623,-0.023515173816829,0.061241688378773314,-0.009268529976666506,-0.023282054165960468,0.05705808848646152,-0.027421501300289818,-0.012643538932834143,0.04438446742354287
ADA,0.01637434669433522,0.0009161526290104628,0.03525891886274575,-0.04166010605853063,0.041309178604974225,-0.04086738753291856,-0.016826910603727246,0.02972886985295662,0.022734084653920027,-0.001872890286297358,0.08964339917486916,0.08917300663003619,0.02295398537522018,0.004442343722423365,0.05813535673826019,-0.015641785994363416
LAMC3,0.03495674400545844,0.060274136528437494,-0.025323722837140388,0.02735371048526643,0.05695106344749759,0.002437288391946025,-0.045545731698320664,0.020126277460403477,-0.002720529902377878,0.0186882701571828,-0.10530208532599755,0.06793026616528589,0.08885101960411514,0.054167266081158495,-0.004370183940836416,0.07964737786929617
CCL7,-0.02209151056992601,,-0.010367562906614386,,,,,,,,,-0.02626109730430907,,,0.00460805038908086,0.0021481418641613277
NGF,-0.018858195815839366,,-0.02375473461894734,-0.02394817183457403,,,,-0.011964285102126633,,,,0.04258761475423009,0.11830994681981398,-0.04259535430036842,0.08454931160476852,-0.03294238521119112
TNFSF15,,,-0.011544788367521387,-0.029078330838107826,,,,-0.02078729588397428,,0.07463519471944688,,0.04112522624641344,,0.05008047793855615,-0.022216379526592712,0.042756568964775775
HMGB1,0.0082379714504316,0.051968561047976036,0.02172902565136231,0.019560537097539982,0.015405055282948736,-0.06281732621966364,0.049740451916650406,0.03288597584135875,0.029884865261718057,-0.05495754807403005,-0.01892961394899993,-0.01775258066985706,0.030166067651117155,0.004863114596321595,-0.04751167984322196,-0.023824188285985655
ITGB3BP,-0.022737604702729855,0.03143632604359948,-0.04957853715668874,0.027114004279725025,0.08832910128056036,-0.0645492915819062,0.036344306963719736,0.07964595665603352,0.0860844029234964,0.05311548614464039,-0.08217045118783407,0.014563676733009,-0.0027159817587339378,0.05567257211013537,-0.03053544756742379,0.04572755145871492
AANAT,-0.009968079268401982,,-0.010504577809494847,,0.054647316150780424,-0.013192239291922002,-0.011943158200758483,,0.04254351523490172,,-0.040360757246937745,0.05624925474588009,-0.004193818583232796,,0.0754981244754918,0.050302547910714646
RELN,-0.012920781861431628,0.006242484409841946,-0.018233594629168084,-0.03197738396057235,-0.017477828849662185,-0.019128444312690073,0.03557278691672573,,0.09286909223790815,,,,,0.033912300158597766,,-0.018876157871250084
IL15,0.00179331092271235,0.05268284923421098,0.026729547274801625,0.12310234025997141,-0.0042866913755022305,0.004565766863874441,-0.025669760980392607,-0.015282322035719248,-0.01947553736221545,0.011494787906763802,-0.08428443745596509,-0.02047633400662085,0.027457338094664486,-0.035588497883405464,0.010137722431249429,0.0006368288902292274
UTS2,,,,,0.03427109730482677,,,,,0.04378921367854541,0.016283501688708988,-0.01961887716483088,,,,
BSG,-0.058163214548448736,-0.03171019004147691,-0.070762938849603,0.011003828083988665,0.0001668668496972796,-0.034534721185985044,-0.024347914309922704,-0.10534236946483903,0.04872732177278767,0.12836395556957975,0.0842322355982681,-0.09304719142228869,0.04407512583441211,0.00476173227828974,0.05071940502948788,0.10311481538947552
ADAMTS3,-0.00310264378675641,-0.00491198462231543,0.028263892332776777,0.05808509233807292,0.10893496190419485,-0.0054062276786689435,-0.03552137650473954,-0.002656402201458535,-0.021867216861721342,0.16969583898479043,0.0824611354461046,0.041009300419266086,0.010337150432615691,0.01930132969020375,0.1233217184822746,0.06053949444078561
CD34,0.03253985056274489,-0.013903843449259589,-0.0036744396891968565,0.03942408343968862,0.04679278522306028,0.014143090341978143,-0.022345324711882893,-0.03673073808617561,-0.007450405422977151,0.01399899127920147,-0.05374302158928943,0.02324253231384204,-0.0003129026979919803,-0.015645832709643637,-0.012089778754072269,-0.0030091439605646154
CCL23,,,,,0.02193189971256663,,,,,-0.028153477345606234,,,,,,
PLAT,0.05398167726582826,-0.000220775032411169,0.04336164603324008,-0.0023662925427151795,0.078542312537541,-0.035391628148026086,0.01193866061475612,0.04344581891260986,0.09423846483963023,-0.008860255744661844,0.01302636469500484,0.056917619677904624,0.1266484383148444,0.060498893861151856,-0.024470403495863817,0.051237147471424105
NTF3,,,,,,,0.07035998794957278,0.027288607852671596,,,,0.05667841262238933,0.025810224377277435,-0.001693644413130152,,
LTA,,-0.014296304085276053,-0.013287831490095114,,,-0.012705501284470143,,,-0.019475539766284872,,,,,,0.0979338743198137,
CKLF,0.02702270104701396,-0.002285099101394584,-0.038983914564445,0.004704027820272951,0.10113106042288145,-0.0386365617683664,-0.02499184412377621,0.04134973012636224,0.04889737692959424,0.06686618007387335,0.07641913672146207,0.015610713047674632,0.07057713041540381,0.04743254208138365,0.03703843077839909,0.004452065350237452
APELA,,,,,,,,-0.027780234740457363,,,,,,,,
CD24,-0.004333695507149933,0.0869003998531212,0.037563834667612414,0.011791539173371642,-0.01012422423045217,0.025720689161431172,-0.04357088647388832,0.07664587054139707,0.04672131474617236,0.04392961544043345,0.08708200283624508,0.056664796633370824,-0.00813950081533157,0.0015981322185019678,0.022840982644768283,0.006890634562499775
HSP90AA1,-0.025601195032638177,0.0630674725518006,-0.011292468984538282,-0.0037815786982251867,-0.07374855928992767,0.032880079781036874,-0.020955272702260403,0.040199078643492835,-0.021226857202649746,-0.02762976058464449,-0.02157456760496207,-0.13725218246917179,-0.13565524579991464,0.026444505995650208,-0.0027987542449274226,-0.03342389512999805
BMP4,-0.0011709221298183763,-0.015154920379819485,-0.031002106004654997,0.003514957936005642,-0.002993799264659059,0.0625652349731032,-0.014817042363715392,-0.01588889142152158,-0.016595171400810196,-0.001525003443544668,-0.014271378387003722,0.003970669109348603,0.04368490235398737,-0.029114908967614782,0.02796802984532889,-0.01065073740369099
SCGB3A1,-0.0070386370220295764,,,0.08691678464043137,,,-0.010074170754661386,-0.005159045699767402,-0.013589774095671745,0.05717235200491349,-0.060493384529441294,0.07455894398754258,0.005691621364921265,-0.005127793377094948,-0.02527316704954892,-0.046501359216686945
IGFBP4,0.03367399417546287,-0.016947273163664196,-0.02826202856680991,0.02180783887891158,0.0946791798089883,-0.013808613025638697,0.007323292989859347,0.08578090007868822,0.013394708773655077,-0.058390034057129746,0.0001804615832670683,0.0010773765041222135,0.01457180600450116,-0.009566185538621146,-0.002274461575284544,0.018524134791176754
RSPO4,,-0.023111608341420235,-0.020339354129012346,,,-0.014777271485068922,-0.01007416928108602,,0.1689750291255331,,,,,0.13679058642349146,-0.013445542402650779,0.14882689037780492
LEFTY2,0.02531434497632033,-0.01447188445088894,-0.019576591327949942,-0.002557191219159042,0.08294533768327696,-0.019640976843005677,-0.011046449826508252,-0.02350398468228025,-0.02404233634577205,-0.054541965383818135,-0.01600489364086993,0.01576431652167326,-0.03627718330152528,-0.03935150599464978,-0.008978428154852473,0.001544623376043595
PF4,-0.022916393718530326,-0.01300443163651083,-0.00904549438285264,,,,,,,,,,0.032115392172184315,,0.0064543991631774685,-0.014914621586350672
ANGPTL2,0.014161870079927254,0.012048346612916871,0.02647546110486295,-0.04421792802461792,0.03672273458006462,0.005639363339707676,-0.001892305737400782,0.030277085605565315,0.10389148598634121,0.07219340895105726,-0.01727137370581269,0.07921436495536262,0.13570370430371897,0.059310120341087805,0.06544111460620378,0.07418419300603428
LRIG2,-0.01603677484113214,-0.0009207627184027447,-0.013328586146934739,0.02612035602039994,0.032027685737553956,-0.009030116767386678,-0.00807273428411986,0.05675006083360198,0.01693346955664227,0.05332818918848168,-0.045967289925251904,0.08383760811458067,0.08363719653161952,0.015056631318787863,0.03351636444989468,-0.0069863149649906945
ICOSLG,0.0324357512958937,0.024228602569680454,0.0037068830849054497,-0.024581950917960855,0.05675971746188998,0.0015445936323428356,-0.019118892025968434,-0.05002302955838742,-0.03155366850409637,0.030491483236309402,-0.11980471871622338,0.03601044977863671,0.09197838236951542,0.011425157878367067,0.05664134023926088,0.0796361998266678
WIF1,-0.014699474768523638,,,0.038122539048681826,-0.05969775272158566,-0.011403270395265997,-0.018957500777979024,,-0.018939022657898485,,,,,-0.02689912764529424,,0.08193089638520908
NPPC,0.03403992359187322,,-0.014031792464840986,-0.01717082748474719,-0.04481789309030464,-0.009771248141993864,-0.014000629937526541,,0.032152104052562226,-0.024874563476898252,-0.019038638586347377,-0.027837009835198878,0.08172014092638095,0.043903327404635706,,-0.013830203912048093
LYZ,-0.008691110753273026,-0.05277926548076507,0.020328894074292607,0.030155181188564917,0.10209081864054786,0.016111537382262658,0.02166802328574178,-0.005075795664741633,0.029420614839012083,-0.03794155624984374,-0.04327391613389596,0.013049824696029224,0.01855784606907184,0.011579693095079053,0.0514041802403116,0.00605794266416277
EREG,,,,,,,,-0.027484241591924786,,,,-0.05330531863364315,-0.009305829693153226,-0.0360406950327969,0.013795546322521793,0.0642204706465201
SPTAN1,-0.0218704281412054,0.03870535693861577,0.07871997228474416,0.02667742431435386,-0.014015235992756735,0.05223587547941334,-0.05860008407031025,-0.008096536851360768,0.03705385348191852,0.06805475342962654,-0.059910493356878994,-0.010603779315383874,0.0514616269523038,0.010846830850978777,-0.02583156122154597,-0.09009437336482548
PTH2,,,,,,,,,,,,,,0.03888644180609685,,
LIPC,-0.028055689366217988,0.013560733638161442,-0.016255427090461717,-0.020181044155932568,0.06347365023842719,-0.006154022645336806,,-0.0015463713638751817,0.04899205544918413,-0.02637692830442801,-0.05448562828520363,,,,0.05351883084460976,-0.04888997596715659
COL8A1,0.04497498551388748,0.024503595632857377,0.028832254637934318,-0.042449729529450884,0.028751262709714717,0.01563295696449842,0.04841201202241831,-0.03865193691343329,0.08075170482460568,0.049695296611791964,0.12228764003375352,0.045604191377605796,0.0681121338480228,-0.07377100281004491,0.023976170905657866,-0.007556195788647238
GSTM2,-0.05163460222432559,0.017503863493321507,-0.023152537483310663,-0.017496993683479137,0.017318798135817125,0.006667386720020708,-0.010697670156055432,-0.02483020423928318,-0.0010472995199156264,-0.05178939464451413,0.01394325321058826,0.03654418227379942,0.028957874102785996,0.055522952969852865,0.06883917322968093,0.07543872782387424
IL4,,,,,,,,,,,-0.05208306063562125,,,,,
SPX,-0.0035519311551521888,-0.002618612365264059,-0.02663634475809616,-0.051042954605620104,-0.05116262326757454,-0.020785152729117268,-0.028829813512726427,,-0.0465586931323352,-0.03297600550984587,,-0.02647764800400895,0.00892643754110874,-0.031595990759507295,0.02699101892899777,-0.0832573426553839
MFGE8,0.026823950763672597,-0.019164207809805767,-0.03264468830232003,-0.056798893719648316,0.04765994341282038,-0.005528608989827874,-0.019006933064521198,-0.02836497778360885,-0.007023032750776678,0.04377125325652397,0.06928249332519026,0.029845711910051677,0.010924271563736541,-0.028372138912415076,-0.0020171497656584123,0.05020869970654911
TGFA,-0.0605613469379949,0.02995702543214291,0.10250003709819909,-0.03768121172281383,0.027047453194857584,0.027845645154810486,-0.008896392527300167,-0.03704028294595229,0.028123415841776873,-0.06131586757767588,0.03208475702378148,0.07812659553062505,0.05540823946502111,0.03959439222131099,0.10948234596815969,0.06832629226551916
SLIT2,0.07221832149672822,0.004943372929377413,0.06108750985634551,0.040658384188411466,-0.04068410461053776,-0.0075054497409272995,0.032834541319217175,-0.002137926769791457,-0.04380797331160494,0.13914691306549304,0.03851770116230922,-0.04226432551516188,-0.012622054800219872,0.04433629294170861,0.0831045636147943,0.026500676990181698
PLTP,0.030412867489161687,0.04650056433847698,-0.025667811356198802,0.004828116943028538,0.09311734519198223,0.04604056054135145,0.013110999508169689,0.058094536455357844,0.01766080351092222,0.08678619536701244,0.05665820323047485,-0.022898468704970913,0.062436892290209905,0.002413881167883326,0.030997191467148265,0.03251091013470548
APOD,0.008607934676565392,0.004741639329902916,-0.008531083585322273,-0.020782439138506355,0.010739371186980401,0.008807865839096343,-0.053546900182669104,0.009884499711481698,0.010154316339218556,-0.12987932359954127,0.04586024089228488,0.13213754466663727,0.1472905536465701,0.01482960799995333,0.018429497727982184,-0.0637642542679289
B2M,0.017616024879801517,-0.041994471582171955,-0.07264105372222084,-0.005624202120503244,0.13887895379278745,0.003915940517269226,0.0455893501781067,-0.01901775888682617,0.05561476777435711,0.060065006906185874,0.047297420979073315,0.002143327705361395,0.14835913789485913,0.03188183060035643,-0.007823056608430063,0.01804894319879896
OMG,0.04129649901249555,0.07836112414214765,0.012944669200724897,-0.03296570812418865,-0.053499347439315996,0.03470013384240896,0.01594970081321176,0.11573003044797422,-0.034391576190497285,-0.04339988669239393,0.07994092486633667,0.12790508701467207,0.11932817201704685,-0.025600572674843416,0.06701159977523252,-0.09050795842626118
CXCL3,-0.026669038478255937,-0.026735873836146198,-0.04147934396635426,,0.050799116313598125,-0.01690450890135849,-0.010777231686226275,0.05572888175416875,-0.014025915386900064,-0.025635732150778984,-0.0333964266648553,-0.10560716864452416,-0.04528756325099076,-0.006120201375934145,0.05772217894006351,0.046699372553676
CXCL10,-0.043739688088794824,-0.01149679285785667,-0.014382916145063882,0.06360299805066022,0.12357861781008884,0.008307473629334632,-0.016371403735294075,0.07365392603374185,-0.007331274645122617,0.03898801934641439,-0.10017475792029717,-0.010330608947565387,0.018765201403289727,0.07525796549003953,-0.0028628677092165152,0.043600329963749906
RSPO3,-0.007422770173472795,,-0.010504577033325479,0.18191312609793447,-0.027333124794513657,0.11696470402619041,-0.01509849488969019,,-0.014656811256271456,,,0.0525503228345508,0.11508100912484735,0.048846011368938555,0.15031849117324803,-0.04006299513653767
CORT,0.027741900234922515,0.004701246981426552,-0.02355732059263475,-0.03030881225963506,-0.010368426090488311,0.01535095804709369,0.010397509271201736,,-0.009788819557236032,,,-0.029944600591625164,-0.0022162404726577176,-0.009606477695217072,,
NCAN,-0.020334713482747006,0.05414500000779136,-0.00623964097288833,0.012356883025968164,0.009204224966760492,0.00048152901662283274,0.010268892587204889,,0.059053451796722334,-0.05304707870528728,0.017534788197396272,0.10624506936937513,0.1251011123368348,0.05621341283087806,0.0010302344538736543,-0.08589767361576645
PRG4,-0.033222993607125606,,-0.010367564522245165,,-0.00684815263010086,0.011322566192665234,,,0.022966464888975493,,,0.06234599207100092,0.0349786806452387,0.04825693608422419,0.09445154476499167,0.014216133697225589
ZG16B,0.036477392674887255,-0.015648719882089275,-0.01203282657852215,,-0.025564111159937643,-0.010095674156632758,,-0.03100602449540429,,,,,,,-0.033325587895005726,-0.026745600904597162
TGM2,0.036331346022829704,-0.05512858018129841,0.007300202562185123,0.08934735278050683,0.04239711259586001,0.034785481989059897,-0.008755180112943356,0.02806114917883756,0.01734147868788783,0.01242288733205925,-0.062168105675827305,0.005967702433361004,0.041402226327485844,-0.02261092483380769,0.005518469766330737,-0.03698935697122688
VEGFC,-0.04218319984729261,-0.02009355895336694,0.09223290550110307,0.0975482658723078,0.054359919444947856,-0.027185159725579323,0.03250112187207966,0.0697984900274969,0.020941682478294022,-0.006190393622394278,-0.019969343366768227,0.017244914771789646,-0.04672891958485786,-0.0017258187515507572,0.05882754545793518,-0.03132449613375638
WNT6,-0.03564416392762711,-0.01447188483069636,-0.014339676691566786,-0.02122255072864829,0.04480909272355814,0.027178789543047654,,0.05564546787876568,-0.015262827537430905,,0.027721586821217094,-0.03920308780513506,0.09812996588345599,0.03178449701913437,-0.029346486461667265,-0.027636229993740522
NRG4,-0.020347056813390437,,0.07974964799874713,0.07153699861268378,0.022015398164143125,0.037648279361708926,0.07568264047858399,,0.048784705930233326,,,,,0.020193289806242506,0.006158040677367958,-0.041560651095229974
PMCH,-0.008524983061939486,,0.06697185699964092,,,-0.014777270771905965,,,,,,0.04023361177195179,0.05605431255239748,0.0841228207053271,-0.033479922820370614,-0.02347386446289212
COL9A1,0.11410799535342189,0.08113261224670762,-0.013178371490751717,0.009705151185304664,0.07030447203504155,-0.02705772529883901,-0.02134024836667139,,-0.023247637327133443,-0.008469371704575639,0.0830897706104664,0.10075229542167245,0.1057627140398281,0.019292656652537755,0.004924321187980949,0.08934022017586171
GDF11,0.03620084979446352,0.07072999539834629,-0.027333107137885452,-0.029368734545323735,0.09999698537319943,-0.012971102231393474,-0.0011232769550568841,0.007477588067702511,0.049026854822420265,-0.01512848055433652,-0.004931148287006705,-0.007873738270971329,0.058523705632537594,0.016374265626972515,0.05109258434242114,0.019707447840497227
RAET1E,,,,,,,,,,,,,,,-0.02931924022979503,
IL24,,,,,,,,0.02040656654873809,,,,-0.019901357645948286,-0.028456956301528783,,,0.06436954163759147
SORBS1,-0.06772099224357683,0.0016976418104852201,0.04724365833698378,0.007938725936580402,-0.037730826037599974,0.05698174632962822,-0.0072809283119131115,0.04172697302696558,0.042692314964848536,0.05995323041176576,0.013760141630941898,-0.0034090015760465213,0.044767170680102115,0.05732361072162104,-0.014505109338111903,-0.0650896402085774
DLL1,0.034338589383803304,0.015556179724368192,0.011342973614431545,-0.011656971779021577,0.013515660317089914,-0.01424926809673449,0.0076649706456743865,-0.011425370844465472,0.07242301232368713,0.1374828491423822,0.014685212146134293,0.10464515691409874,0.1048683128628887,0.004265865923945066,-0.00019613385653415426,0.05067382468577494
TLN1,0.0146580186942629,0.01701938624322509,0.036797176344083984,-0.054248317477880496,0.05383121614708573,-0.0015514486546093491,-0.028719731222183353,-0.0360750795143841,0.05944928054916675,-0.014305369911598535,-0.04866817199513083,-0.07540250813930606,-0.01025754877479042,-0.016266046354190086,-0.03424687016808934,0.06100952899906451
COL2A1,0.0009547869160549618,,,0.04204906529428397,-0.021855018042219017,,,,0.032744400685347716,,,-0.00037058814664763933,-0.013839406363785587,-0.01118737493407043,-0.004463788418870548,0.060354239916214455
SHH,,,-0.01077360174824506,0.07586008187792027,0.11523927819336,-0.04082957004926532,-0.011566944678302589,,-0.013589772907840887,-0.07097027821554411,-0.07190232050895531,-0.06520074984953063,-0.010410666168893513,-0.02758473956539708,0.060916348568850955,-0.004960914456035455
PON2,-0.002394557066464562,-0.055114365216847115,0.034094650549263264,-0.04312946612881128,0.04290309520560533,0.024304297126112023,-0.025587252348688114,-0.003074254830568978,0.027255864044349702,0.023213426417320816,0.0716335005947844,0.061462044695477766,0.11124316953071973,-0.049270714773570624,-0.014912607382579181,-0.029484318658836994
ICAM5,-0.047552058913853744,-0.018628565927425234,-0.01679142299373524,0.03749345555597549,-0.03257626049243929,-0.03280353534078598,-0.03596010761057466,-0.018508647597111284,0.023632727044817513,,,-0.039237458308559986,-0.010112373793732667,0.06891671601807316,0.042397827619598615,-0.03220314769005379
HPX,-0.04256627568316734,,0.022134346950711318,0.04699907266686459,-0.019597733017775405,-0.005611369138333515,-0.010074169727623941,0.006518845377434716,0.046966201693678856,0.03237425052146279,-0.07967026050238454,-0.00659952939042582,-0.029409745017930058,0.05540836531842044,0.08530747762978208,0.03789159567801193
