,ZH916T1
IGFL3,-0.015224980031276376
BMP1,0.06674304700801074
NDP,0.0037660515469884657
TNFSF18,-0.02568181936573524
RTN4,0.04875293441218056
HEBP1,0.013069264032021782
WNT7B,-0.0071035039657368435
PTMA,0.09391995705903142
FASLG,-0.013204619987049011
CEACAM1,0.051965731497550204
PDAP1,-0.03960468497076572
QDPR,-0.07567575299344566
POMC,0.06794328391829156
CCL17,-0.011968504880374974
TNFSF13,-0.019501679732058855
WNT5A,0.029436721566498653
CXCL8,-0.01089641942084634
GRN,0.019576516919185657
MIA,-0.01543752890097104
COL4A4,-0.035147736375506534
TAC1,-0.015733816674053144
RARRES2,0.015118518625686663
FGF7,0.04780865719136216
HBEGF,0.03904067821222335
CSF3,-0.012600989279233433
PI3,-0.027377763435483524
PCSK1N,-0.06346549818770107
NTS,-0.01866034683630507
SFRP1,-0.01822672765073347
MICA,-0.011113145101047028
TG,-0.024574332637184327
ADA,0.10889515329335571
LAMC3,0.08300790622940273
CCL7,-0.013204615291643757
NGF,-0.016671420368488274
TNFSF15,0.05526260120309989
HMGB1,0.007652997865964585
ITGB3BP,0.019618865879876976
AANAT,-0.013971033639779
IL15,0.012024517266890291
BSG,-0.01936586986519881
ADAMTS3,-0.04303662618427614
CD34,0.04819438306728192
PLAT,0.020683235800888163
LTA,-0.0188029057938412
CKLF,0.023818564767535102
CD24,0.0032507279850727128
HSP90AA1,-0.002197880263428487
BMP4,0.016924255183034993
SCGB3A1,0.03429097598125368
IGFBP4,0.0998644758419965
RSPO4,-0.024799064511439782
LEFTY2,-0.013748232648424983
PF4,-0.01880290144270933
ANGPTL2,0.04358812954021393
LRIG2,0.018916120537144664
ICOSLG,0.0158545730468683
LYZ,0.021455299264026867
EREG,0.00019814943548919893
SPTAN1,0.022022259714821475
LIPC,-0.02377398427896888
COL8A1,-0.009949270466229294
GSTM2,0.011071983397970487
SPX,0.01306057076608121
MFGE8,0.07360348535531651
TGFA,-0.006834581051544025
SLIT2,-0.0022055413754788816
PLTP,0.012801249779021568
APOD,0.0038718687992007625
B2M,0.06729479524696366
OMG,0.0541218027140571
CXCL3,0.002098468399358401
CXCL10,0.015770402303916846
RSPO3,0.017241053519212096
NCAN,-0.011039158965831294
PRG4,-0.030354843502541033
ZG16B,0.00762840591929431
TGM2,0.10515214390591913
VEGFC,-0.01256393898337532
WNT6,-0.020178930442191854
NRG4,-0.013400103986319694
PMCH,-0.012950868417945505
COL9A1,0.06344903236827278
GDF11,0.04385284258915719
RAET1E,-0.014699818862685628
SORBS1,-0.02301976834589087
DLL1,0.0676161141658002
TLN1,0.01347378792126031
COL2A1,-0.019501678224511678
SHH,-0.01021252507981425
PON2,-0.03566876080312112
ICAM5,-0.028895713546401598
HPX,-0.030923956165333305
SFRP2,0.025246951511279158
CD70,-0.02044427984563761
HP,-0.020045089936699914
CXCL2,0.0005546350913197971
NPPB,-0.013592913121586829
CCK,0.005593151135110182
SEMA6A,0.036292845245717936
IRAK4,0.08447777891665266
GSTP1,0.010001351637244164
VCAM1,0.03887738489622334
NXPH3,-0.00485359948912632
MTMR4,-0.011667504889680394
LAMC2,0.05534316716372004
IL10,-0.01458860958785233
SEMA4D,-0.026818552437616716
TRH,-0.01522497425696811
SEMA6D,-0.03577487238937921
CEL,0.038542043361118175
PDCD1LG2,0.04772444682543925
SPINT1,-0.0029868714052038977
CTHRC1,0.08706268434538889
PODXL,0.08059690865840707
JAM3,0.02277608970403474
TGFB2,-0.057419332312458354
COL18A1,0.07958766508461777
NODAL,-0.020836761822015624
INHBB,-0.04277591163051014
LCN1,-0.015396322646780538
ARF4,0.05587831635652117
CXCL14,-0.05683218193466627
LIF,0.022643718930348316
IL17B,0.15814404871802798
MMP1,0.05524587857924389
MATN1,-0.01851682208039465
ADAM28,0.029910752747994485
TCN2,0.03648788927927899
THPO,-0.020045096038859962
CUBN,-0.03998360800420274
TIMP3,0.055319739840755576
PIGF,0.07268544093914411
CRH,-0.02283077595100305
BDNF,-0.005176453843398953
CCL5,0.06106419627563943
GAD1,0.007505041845976988
COL14A1,0.040187182768843734
HLA-A,0.07145280042266573
FGF18,-0.015224975478455846
ADM,0.033018127910289345
CCL15,-0.013204620050500467
GNAI2,0.03183427912605478
HDC,-0.02538664217290685
COL11A1,-0.01915575495236872
NUCB2,0.007833950584057184
CXCL1,-0.03321780057686593
VCAN,-0.003888788095334139
MMP7,0.042082278745719764
PTPN6,0.0011705888065076967
PTGS2,0.03164367221732635
CD58,0.01599308905932112
TNFSF14,-0.016645018239154513
CNTN4,0.14352744028805273
INSL3,0.07173371970490534
BTLA,-0.017482572018619823
MFNG,-0.019987542511164715
ICAM1,0.0013553480043585558
PROS1,-0.001416579753173334
CLCF1,-0.019568444531439563
PSAP,-0.05759926896209702
EFEMP1,-0.013030571060141438
C1QTNF1,0.029833050267787424
ALB,-0.020444286226048467
EFNA3,-0.022748485278704177
DRAXIN,0.0033743554091938337
NPTX2,0.06069623563086508
FGF11,-0.053783822036672084
CD59,0.02550948972077684
COL9A2,0.005525851062929505
DLL3,0.015502175209941807
FGF5,-0.0026093609183146854
LIN7C,-0.020249136704642467
GDF7,-0.02579042635637528
PSPN,0.0014690382525731388
ANGPT1,0.09928480649510238
PNOC,-0.018660362284458762
L1CAM,-0.022710551866577222
APOA1,0.023724582306085044
PSEN1,-0.026967518345733018
CALM2,-0.03466940988346301
CLEC2B,0.029807837382444004
NTNG1,-0.019065926957853578
LRIG1,-0.0441280086566921
CPAMD8,0.025934153404725952
GHRL,-0.026006539974134088
NPY,-0.02283076956841088
MMP2,0.06825223589389658
PPY,-0.0025809268277352873
ALKAL2,0.01792498747295657
CSF1,0.014156869107051141
SEMA4C,0.0335054492474755
BMP8A,0.08612588356587067
ICAM2,0.07118995220229472
SYTL3,-0.009969953036560248
IL1A,0.05628067562499716
PGF,0.09007337482797029
LGALS8,0.0605800403559932
DKK3,0.03636022582707792
COL16A1,0.026937921824707035
TPH1,-0.01550305744192765
TNC,-0.008726067562135693
TNFSF9,0.03873782994927223
C4A,-0.021853321724606915
CNTN2,-0.03844760386337704
LUM,0.0667313560158235
BTC,-0.00951838799140737
APOC1,-0.0741967834255128
PKM,-0.051908744806820104
TNF,-0.010741409338119411
GNAS,-0.03335431886598185
BMP8B,0.04668915136791695
LIPH,-0.04841846524156263
CCL28,0.05296099748823263
PTPN11,-0.04031846904633441
ADAM12,0.06069018267401354
EPO,-0.013400099918859777
EDN3,0.008954152379422063
CCL22,-0.02070666588216455
CCL2,-0.03767012484057791
DSCAM,0.017935851509791014
ANG,0.013817719569463364
FBLN2,0.017941592791844506
VTN,-0.021853326261618396
VEGFA,-0.05407094058153052
F10,-0.004757188304501488
SERPINA1,0.0005643724311323942
VWF,0.08293956585098512
VASP,0.0888361832124605
ADAM15,0.02068642168065507
WNT2,0.019015640251276986
OLFM2,0.007713905242588417
MFAP2,0.0655603053904245
HLA-C,0.046530410084523216
THBS1,0.03129561089302797
HSPA4,-0.027513109046479557
LMAN1,-0.003768105898489534
LYPD3,-0.0277888589188812
APOE,-0.03413585893468361
SOSTDC1,0.1053074523779677
ANXA1,-0.051104245635850185
WNT2B,-0.007233875149293031
AMH,-0.02862799280512903
GDF10,-0.035405316340898246
EFNB3,-0.02622834747974835
LTB,0.03689026449551196
ANGPT2,0.08755515305281315
ADAM17,-0.04121487104291224
LRPAP1,-0.05841709026655529
NID1,0.07774629119866242
MST1,0.010854304532481002
DCN,0.06829168465470656
IGFL2,0.01754759900680969
