,UKF259,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.04735739624335836,0.01840341624580067,-0.010492986978439443,-0.011856412908301476,-0.04044456941281569,-0.0197495361255474,0.020521908151913397,0.042232343673908636
NDP,-0.05041699085636341,0.005389062135768655,0.0830310424241397,0.01672833852945459,0.04966879089896913,0.014591092038083505,0.057228461989654075,0.0278588524635621
TNFSF18,,,,0.05976519183347371,,,,
IL36G,,,-0.013349798522538153,,,,,
RTN4,-0.004462413343341009,-0.037007563552095064,0.03487709010138511,0.039981344884322256,-0.060898904171864554,0.022612218653101365,-0.052653692683746985,0.07376814898149003
HEBP1,0.02243914392656061,-0.0002537936016501208,-0.046264994868486314,-0.029401883538324486,-0.04189448566301169,0.03006945976196209,0.03471271096327557,0.03749155972148786
WNT7B,-0.024342219594627776,0.03905901129886403,0.03235845361367169,,0.01402219936482921,0.006827449258980263,0.03762682950517688,-0.007624539580240761
PTMA,0.02668481758355849,0.006612898910253336,-0.03780465923686046,-0.06037274208666996,-0.09798789513472686,-0.009297760857769184,-0.029216492795670453,0.04261767630046436
CEACAM1,-0.00775541040213094,,,-0.04017290579550743,0.022338549566660003,-0.025733318765142812,-0.02060675003230169,-0.002489060611844796
PDAP1,0.007672611156396883,-0.011706859921161942,-0.012701127368590949,0.043823251659744454,-0.01498347813514531,0.008402489904744759,-0.03554149513621505,0.08335261937580053
QDPR,0.015309562378033206,-0.01828349372300852,-0.016634252440295677,0.02677517588003473,-0.10044818748785615,0.00489426696970653,0.061394977239987686,-0.010042996756331848
POMC,-0.02617557528085515,0.029966614352694838,0.11797112695145351,-0.026566182976031305,0.030738847092073363,-0.061787459977789734,0.023558137149498715,-0.014097947170320662
CCL18,,,,,-0.019964878336832626,-0.02631769167732883,0.01902741546123341,-0.04936771438908473
CCL17,-0.01629190953947001,-0.013718239391250789,-0.012195419950990154,,,-0.018256544136229694,-0.02974713735172889,
