,UKF243,UKF248,UKF259,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
LAMC3,-0.013275687759103974,-0.01726402167535121,-0.009704807145262766,0.17076972057735312,0.006142779156440716,0.09841255789682486,0.10820329833257486,0.11757790576229976,0.15586661297676355,0.010061938911795519,0.08315613780062787,0.1164082532451148,0.00803226822680963,0.017942267376097644
CCL7,,-0.02198337250027983,-0.01617308361857041,,,,,,,0.05179477995529111,,,,0.06220454733452117
NGF,-0.03243804049965904,-0.019574519620571124,0.07185805953953517,,0.050441659683087066,,,-0.10286958212910008,-0.04585057240091803,0.0039917373585991265,-0.02041216253117157,,0.06350411292669969,0.002368300003712801
TNFSF15,-0.04012990447602688,,0.013734256021911011,,-0.0023376774834535396,-0.02983598112267137,,-0.06727788045152028,0.0824701635143114,-0.010021844335371023,,,-0.01168114935906033,-0.008845567905028447
HMGB1,-0.09584362473511382,-0.14889695249736823,-0.12149431811910533,0.14800544791577241,-0.03984877623059305,-0.09435198267921553,0.024055138076368346,0.028677828019836413,-0.013935832498829844,-0.05573756821281701,0.011365261882246036,-0.10716780301376255,0.019087966681042085,0.011826698870598631
ITGB3BP,0.061428872174082695,0.011065057962352253,0.04219753077202102,0.16206880859190892,0.057223313723093146,0.05434549948449613,-0.035457167194349194,0.025567628000068284,0.03564158251497742,-0.020262438281692816,0.013073178466203999,0.020037352906941742,0.048012186228789326,-0.023991720014713804
AANAT,-0.004417494869308536,-0.03189452896128838,0.05366588928032842,-0.013384719408436293,,,0.1781508844164787,,-0.032135440276010556,0.02503052166901815,-0.027843505783084078,-0.009770028203509721,,-0.0220752341513767
RELN,-0.0559301970370288,-0.012687648077658925,-0.01815951861004775,-0.08072436965684011,,,,-0.0015579752305012438,,,,0.0004106765705577291,0.06407177908306332,
IL15,0.03276465804713767,-0.022402760591172563,0.0025559831796920065,0.11469528250584454,-0.0354649159876737,0.02262382557729396,0.022776469352367518,0.03343408741437093,0.07002297146481067,0.018232461608220122,0.0022911427947404617,-0.01211134687560773,-0.02849391840465679,0.07289697110706085
UTS2,,,,0.06150692363921846,,0.012882335855954358,-0.07896069519751373,,,-0.02710209636982507,,,,
BSG,0.026372393412458853,-0.07005020755513856,0.00639246424365546,0.062181962871456053,-0.12591743707283,-0.021408332468205858,-0.0005957320342898031,0.0754897806033709,0.1136938159925319,0.08074420508172883,0.04298152291560039,0.14537945208758107,0.030368230826096018,0.0274305611649137
ADAMTS3,-0.03760411024139904,-0.028957385194508953,0.06808835296341736,0.23202069474060316,-0.03728517117667209,0.04476623325972551,0.008415705316173598,,0.03501567798760643,-0.0038784097317192843,0.06407285144062724,0.10665192353146058,-0.00790358447762022,-0.06765695999838955
CD34,-0.06169810777875253,0.0324938059637882,0.009331376779500229,0.13318190469262275,0.001690335845351605,0.04185852345674977,-0.0008759481487453247,0.03830939742515432,0.07227176130849215,0.011152267753803229,0.0980197049253443,0.1877168473994363,0.07853709353352228,0.02194773898143327
CCL23,,,,0.07029781156474388,,0.0774945627693897,,,,,,,,
PLAT,-0.038865938675688216,-0.08993453071298609,-0.06836523900944523,0.1970059737962795,0.07830845542192594,0.08139467958277562,0.0017447844095964692,0.11245946814622083,0.08749761808432413,-0.10213167484339551,0.005322425320890678,0.07653900089316541,0.050502459580131866,0.0056340374694273596
NTF3,,,,,0.05753858114216336,,,,,0.017804207879619446,0.059391007057838924,,-0.012155468653669194,
LTA,,,-0.020728614018022912,,,,,,,,,,,-0.029709938350122526
CKLF,0.012468682610818821,-0.03008804928449499,-0.003470307461546573,0.17747790610367317,-0.007413398670473703,0.07119999970947995,-0.0028856834154466853,-0.1520240214471645,0.19156414708714187,0.036258634653568905,0.045939357559335266,-0.040819686119512824,0.06788416299461286,-0.04785222062170455
APELA,,,,,-0.013611652737944333,,,,,,,,,
CD24,0.0008353127102610989,-0.12031324357051984,0.012119547357614946,0.014006589613115576,0.12850096665896266,0.014843540757260989,-0.02926181230580952,0.08977782648811791,0.03287974181252237,-0.021448859588263425,-0.028962195984377832,-0.03881534246467673,-0.0033203847143202267,0.019855407367284913
HSP90AA1,-0.0005152820780525897,0.08489856063073212,-0.023281121366966993,-0.20165147932884206,0.006087590200417004,-0.03707712260195522,-0.021701758618805043,0.10408437533420921,-0.1438918682494478,-0.005887718412486685,-0.08112868314489356,-0.08198577618636842,-0.06398853537711882,0.012204323182322407
BMP4,-0.043731479522548175,-0.010099774287533936,0.06024969433373366,0.03978697582809024,-0.012521133241006118,0.133817077288259,-0.04780629073311229,0.04016138504198528,0.06867434222036195,0.006910765190276443,0.056407458739709426,0.09253552265977254,0.025783270277868527,0.04404615578190565
SCGB3A1,,-0.021983370301971953,,,-0.044214831740860085,-0.01312319184699217,0.03889037802341719,0.016693777452056104,,0.00991044620260855,0.0689966813833106,,-0.008997393107714592,0.037278958047984895
IGFBP4,-0.08809848363170752,-0.02316066521871783,0.014253740232166467,0.26656922375765674,0.009173748274191524,0.07348650721385688,0.02962657365271239,0.09818495553296575,0.1033166438957882,0.025853043588326814,-0.010848344622344224,0.13227212326375803,0.023906734895846396,0.027862692301929594
RSPO4,-0.03962639214069886,,0.024066765681494552,,,,,0.039902450166611536,,,,,-0.016336771920468608,-0.039184298738385186
LEFTY2,-0.06637446316583717,-0.04211215341315165,-0.03270319760665634,0.25640056333522904,-0.052786586154740626,0.05196301429542938,-0.06858524523962096,,0.21918983690348376,-0.0027600986011725713,-0.0064617547297879715,0.11674946100732052,-0.022216930509136344,0.056085275717776016
PF4,,0.06635796762343318,-0.014110696828456289,,,,,,,,-0.018964069153969344,,,-0.016003863140190387
ANGPTL2,0.03891736975952606,-0.054856286386349006,-0.08013924522250038,0.1829963990681777,0.09754488483276787,0.15716963652604216,0.044799239851346366,-0.010276349635771679,0.049953078280197794,-0.03584306465849568,0.02685459546878453,-0.022611223484481687,0.04105442965327565,0.11847061636617603
LRIG2,0.022871249132379392,-0.008797440223407497,0.0075720812351170435,0.07679906521472304,-0.00363991337477638,0.07302256081364795,-0.030905929647502925,0.028701442004275726,0.13021180879278021,0.009532726672549842,0.005075027443618921,-0.012817774112803987,-0.014315580567481079,-0.01928209414091211
ICOSLG,0.059652327690578065,8.408462432723331e-05,0.01714354766245099,0.09512710384448714,0.024409413179008174,0.01766263691483638,0.055777213483848745,0.007168315539478748,0.013130376537344527,0.052446385815566876,-0.0322719179686072,0.03012063788161761,0.0415732008054586,0.008451803027964548
WIF1,-0.09221694774529643,0.07348045930472258,,-0.14210207529215793,,,,,,,,,-0.01518661191094293,
NPPC,-0.007957425109229841,-0.028844468880075448,0.004555089033500451,-0.010257057292068942,,0.034899383076686226,0.20956697521292836,-0.008448611360422928,-0.01870113703890286,0.05262228130004187,-0.01200744167525674,0.06836721309262393,-0.042020957806140825,
LYZ,0.13500347330105428,-0.006875261778599239,0.011394707996828932,0.16021844343112948,-0.01944600625985967,0.039046624334782856,0.07828802994196289,0.1540955839309023,0.09597635866301532,0.009246241138412407,-0.026596957425065397,0.07706708405702958,-0.011535262608419476,-0.06208054857962771
EREG,,,,,-0.053566074893955894,,,,,-0.026956214702657157,-0.01590164241665907,,-0.020347724866069648,-0.025315493514112
SPTAN1,-0.18848939694331313,-0.08714071361460117,-0.11273540512655764,-0.08071936022155486,0.004635569147200953,-0.0006128310931709966,-0.06786617069328185,-0.009729708409321356,0.004545637068745321,0.02593993087635886,-0.047812476323216856,0.04743782011356774,-0.03044301945762427,-0.03840204501741394
PTH2,,,,,,,,,,,,,0.030382018828930667,
LIPC,-0.05294643919371542,-0.02791835660750724,-0.002382220868318858,0.11542754257846002,-0.025127244217210798,-0.026376964184020975,0.027842262396240554,-0.058638097819885916,0.035654153009751034,,,-0.04259627077223537,,0.008532674595085455
COL8A1,-0.02610423633779936,0.0283833802379091,-0.04812211585040652,0.04071024496008829,0.028510084428664123,0.11056351095124027,-0.11908448032122425,0.031098697863236945,0.09134547293180328,0.05361864011940711,0.07048483474445406,0.1216528405145016,-0.030248997057793672,-0.09730532350371718
GSTM2,-0.02218729675485325,-0.04078641881407066,-0.03881811814901233,0.07869536141517285,-0.04859081370118389,-0.05178946509177691,0.035069790789188704,-0.015437829662858676,0.03521291063227688,-0.027051493763204558,-0.051125394134028446,-0.010327574809499227,0.009368681507255592,-0.027737092488528216
IL4,,,,,,,-0.0450524955411526,,,,,,,
SPX,0.0006179469265650963,-0.028789775777812412,0.01353047737599648,-0.05911926978140371,,-0.010033314572490291,,,0.02596056086094398,0.013747479764633147,0.010614041873849057,-0.05249229000134026,-0.021866269817306837,-0.023036188212042
MFGE8,0.09480388871080815,0.007365569546381406,0.0029897190254209887,0.07361059536202805,-0.06842569654270951,0.027679538468147368,0.024613030352321163,0.15948497146013813,0.061699783316552424,0.009332848601075264,-0.019184532283494277,0.10344877685572013,0.03066250026807646,0.04457339730159898
TGFA,0.09018945944623685,-0.04297500593030406,0.022849589337762915,0.06624712763070637,-0.026667956698270896,0.01578907176676196,0.011340788490269515,-0.022926463946757743,0.02816708789485771,0.049854852720219986,0.04418667119168629,-0.07101203844743717,0.016859817348164687,0.0874358086151701
SLIT2,-0.0488245584145373,-0.029037612531523253,-0.017273239466990387,-0.06483189571329141,-0.008641714204046596,0.040131272198131555,-0.06972501192328108,0.06781864478928051,0.04015173178720218,0.0468442809631665,0.023693085681978678,-0.051594947006302454,0.023440620646995168,0.026487319768164853
PLTP,-0.09160592246125694,-0.0340938513168849,-0.11333338965678212,0.18340210564204226,-0.016505726991504766,-0.008105305888917174,0.006793451737301969,0.0261712195488818,0.05949695731808145,-0.023124564533735573,0.08759284630337574,0.1347806645009614,-0.009114612040159722,-0.04111376116418526
APOD,-0.052082435343965665,-0.124168837748441,-0.10345722477296114,0.031859899663707475,-0.04003695283773173,-0.04810021710886725,-0.011106200235466933,-0.031088834767664823,-0.10540616357072902,-0.05630833126727508,0.01221619846905778,-0.14153426133403954,-0.05490780090787393,-0.12138901039407665
B2M,-0.02263658679965387,-0.1051563752878602,-0.08877771435634146,0.2637565427169574,-0.044556430890781956,0.07784171855253087,0.061510727102652804,0.013163488621703617,0.12707297992674443,0.04193103836975531,0.06722738728470616,0.17186916272661157,0.011850080343165802,0.01746581700672675
OMG,-0.03835005987701887,-0.10261086566731968,-0.03341990890185824,-0.09683001773217279,0.06039979054685559,-0.05047927203921762,0.037777450076721744,-0.025775650776286956,-0.07139624046962527,-0.038525439805678754,0.0233349835753024,-0.11060380139836017,-0.012119168301218139,-0.03418337678068127
CXCL3,0.04939839318628041,0.0069915548871196396,0.17813760096172138,0.07286500160666258,0.02885600312488435,-0.025635767022149307,-0.06596449101661714,,,0.0486086155726185,-0.01105880792378784,0.050695863074305014,-0.0379444040527733,0.012942218675257768
CXCL10,-0.01370375111936616,0.03350372456574854,-0.03965572146885684,0.2195866736170276,0.039135932086044045,0.0985237239244781,0.048788818946229814,0.04067231226735711,0.1146586833891806,0.11014572736500912,0.008384502844159066,-0.019749534696389473,0.012470650164463113,0.04401905638476471
RSPO3,,0.0189452285058704,-0.016386821499708333,-0.045173661092660765,,,,,,-0.0068261985280181695,-0.01701498844458039,,-0.003201681903107748,-0.021173122019781672
CORT,-0.04442816730195517,0.00031224039839416345,-0.036748705477454326,-0.07818314141416502,,,,,,0.02682258182192827,-0.019844934499878827,,-0.02717024273869212,
NCAN,-0.11157851792131865,-0.10331605442147843,-0.05297068736016301,0.0820361932201426,,-0.06754747941748067,-0.023736525729860784,0.008917383650391963,-0.006689973374614528,-0.020021131653872697,0.016817050741761968,0.038161298766215684,0.007945571133059237,-0.04138076905688734
PRG4,0.0310640431111004,-0.002233020032036362,-0.016173086138905415,-0.018354407594405577,,,,,,0.007744297276212014,-0.029282415246400344,,0.00899637108147238,-0.03938294466080178
ZG16B,,-0.03048429960411727,-0.018770844428446884,-0.015435607839284339,-0.03066546685671395,,,,0.10222561551328259,,,,,0.005007938390590125
TGM2,0.02144069815956327,0.02362748668842246,0.08704985525492161,0.13804590476678263,0.061230846237248185,0.09879850769139252,0.032032083101849684,0.18569398317410635,0.12343264275888369,0.08858312680132226,0.04270908852192974,0.08050255649754834,0.050315033328969506,0.01473097127699838
VEGFC,0.016008584651446185,0.03395228657513324,-0.02882477000080161,0.07356140680525122,0.04540154595338235,-0.02449358318664782,0.2374319742766448,0.05257302979360025,0.031622477172920396,0.08912185933568684,-0.039762016086519116,-0.0025728298042964164,-0.027882241738793438,0.0418503756677395
WNT6,-0.01984123571397108,0.0030277012274984275,-0.02236946062299892,0.01583182592685354,0.04654915274946469,,-0.05712962762669119,,-0.03397338641889723,0.07153863913503546,0.10080213571057389,,-0.021681562483515278,0.034809587743642664
NRG4,0.02214121727578027,-0.020247457854785204,0.010218695602830062,0.04710108609274039,,,,-0.02707243946891258,,,,-0.027282833320087706,0.06412459459728946,-0.0010981869093496701
PMCH,,0.04993215938638363,-0.027273248488594044,,,,,,,0.059868438392467666,-0.027843504795697253,,-0.012420918235444325,-0.01578962876940334
COL9A1,-0.026191095382758302,-0.026536628116222136,-0.005956065067526998,0.14360834854094923,,0.04009117352879535,0.060653126525602376,0.02472454505452187,0.21702649643259245,-0.04227980128833282,0.01607286687943267,0.10223582010585795,0.019173050811676896,0.011316956934243092
GDF11,-0.010038927743826483,-0.1068612521083661,-0.004601573374584838,0.13692355376226592,0.0639064461126105,0.028516790723452947,-0.036909791916830643,0.016146416776583034,0.04677486005855388,-0.06149266219943236,0.004940879525493693,0.04311623018784013,-0.034372975997626135,0.032944697385674425
RAET1E,,,,,,,,,,,,,,-0.023226767019776655
IL24,,,,,0.03321021195078334,,,,,0.005460960717969362,-0.01866169671299657,,,
SORBS1,-0.1277664484935799,-0.03494572149109839,-0.06096516934335897,-0.0540561966526086,-0.003693376798223383,-0.02584793545354568,0.03253018544281526,-0.014887378911713949,-0.012799270692505145,-0.10782027550451714,-0.018135019701789733,0.04562080240845962,0.0069409128738651725,-0.11279321448921795
DLL1,-0.01814243347309622,-0.07386077350041298,-0.0730730875893895,0.10633255355736136,0.04060437129692305,0.13944051791031647,-0.1184691487433835,-0.09636922494430308,-0.020044919307269884,0.017599834877072278,-0.0036672148336192464,0.0269338406710697,0.056099366674723365,0.06961569690960746
TLN1,0.02646274583641855,-0.006595889136151147,-0.03451409195129912,0.12641256848332794,0.03587444348078167,0.05941670142698239,0.0022902722785487083,0.0027407371210608797,0.03389945680537604,0.05424615382495136,0.026404751786827774,0.11885963139041726,0.06354301047786512,0.0516296639525901
COL2A1,-0.04208914752761989,-0.044470900683547275,,0.07832855203605274,,,,,,0.05598264743983253,-0.04863809038688839,,0.03038634073704841,0.06247903842383952
SHH,,,0.035693032899769335,-0.02839467172640294,,0.07519293724785436,0.011841120389714271,,,0.053147021876072745,0.05758022032558773,0.052962572633970126,0.03375486831105432,0.11629437658502825
PON2,-0.11629203092934748,-0.08101028853255403,-0.1356236442114444,0.14016414202632152,-0.0187191732643294,0.05677268441764067,-0.004340982799493336,-0.016041312632007542,-0.06285637429070198,-0.006524505406644525,0.06680856769057805,0.063857222248242,-0.031887377712283206,-0.15549236331660823
ICAM5,-0.07300681147198468,0.03220861934990935,-0.026194110476938412,-0.07058191757097955,0.02760368440885952,,,,,0.005595843415566773,0.016259236517690734,,-0.009818652548238235,-0.0008012873660675818
HPX,0.006825959032364488,0.016929461495601376,0.08055812204634039,0.023496228181597717,-0.00801361783151532,0.09081460484579768,0.019932125792287068,-0.060903505370774984,0.0020340404392521277,0.13840314410194512,-0.023464151593139405,0.06238552668600902,-0.02258175218969389,-0.015678651064654592
SFRP2,-0.032236476482069835,-0.017224083703348124,-0.01914077294975692,-0.028827079814257917,-0.02158751161445316,0.05021586326238988,-0.04505252205834324,,-0.030569759529460592,-0.025190073859256024,-0.00810449445481902,-0.06438422726518231,0.003839584369128907,-0.05585454828104637
CD70,,0.020272371433193583,0.14984493637343155,,0.06876504292837961,,,-0.01464164974098527,,0.011770481805939766,0.03899319843848285,,-0.0314159303920959,0.023587114626052893
HP,-0.08373747315842173,-0.02974617289849088,-0.030342982614853648,0.08341486446118243,,-0.05266319452067232,-0.03909420690594083,0.05207910313705528,0.13812441466559583,0.06685473414867804,0.02576943003518985,0.08207325975463843,0.005911984861931416,0.009866554405605734
CXCL2,-0.031060897383903354,-0.06391494962582986,0.14230352068246457,0.028219734703456276,-0.005938793865374428,0.02131609474415358,0.12009192774184035,-0.046121492739403344,,0.09398015761316479,0.00800600135740373,-0.0024261103341842324,-0.03287509414356661,0.04054646079184147
NPPB,,-0.01658072194232658,0.21064256869005724,,,,,,,0.08154602596383491,-0.007179023914308979,,-0.018564346062611425,0.19613022954484194
CCK,-0.04534062240061402,-0.05801414140882683,-0.0717301397581365,-0.16916619714976014,,0.08412690004857153,,,-0.010064926307173462,0.022566751830223972,0.0029102865315680667,0.03142985795030335,-0.01803718437582847,0.06294058229227827
SEMA6A,-0.11261074108948019,-0.07506814478837885,-0.07665340357130594,0.1587619839242373,-0.036648379782030976,0.0014653286483401334,-0.019699916117136992,-0.02700039188614184,-0.04320057136671808,-0.05436931646914397,-0.023199251434727054,0.011037564986701349,-0.005660524676848559,-0.055276247698098295
IRAK4,0.0032509863085278764,-0.005678638831038587,-0.025412403124628967,0.07487656097587933,0.014313794496829851,0.01213905239698925,0.029980172766615045,-0.08185750316646678,0.051291840562466946,0.07629397901006116,0.051343597092746496,0.12520305669927548,0.04205196561699507,0.012921230407599163
GSTP1,-0.10159152084007281,-0.07639328901905869,-0.011190326977731846,0.17565488401569831,-0.1108300475098912,-0.1007746406856067,-0.027211803200654486,0.08628295393914057,-0.0356644397200969,0.008952766455951095,0.13836004249766495,0.008308260807037383,-0.008786581872791568,-0.05575262820338876
VCAM1,-0.06406982783896524,-0.07846550991644632,0.004152517731897717,0.1923594658373394,0.09597348372436651,0.05249284977159345,-0.00621627548605915,-0.04532073178825904,-0.0678118221689148,0.030621547574088418,0.04700391479357336,0.04906214812264407,0.038037566345060794,0.03420116356893408
NXPH3,0.05746128068834512,-0.02051687576208054,0.01450118225699845,0.0897059105882444,0.036556843697695525,-0.01819113815994506,0.017924130407912253,0.0824353163401774,0.04503533522470063,0.049717874930339676,-0.04976599119909138,0.034814013814330115,0.010281030921609098,-0.024162856747081272
MTMR4,0.07216732979350984,-0.04671308010978959,0.021447123543084774,0.03854811247523004,0.047815568173393906,0.057741485737682625,0.1258322192656326,0.03984400653942134,0.10746648841531134,-0.003456463082582438,-0.0031941614732778826,0.0533376250434495,0.00860469114918605,-0.023972985804261063
LAMC2,-0.006044062322410544,0.058585179735390035,0.17518171257099258,,0.04845715610632896,,,0.05405644979395882,,0.11104905718267435,0.009116946532166324,0.05104339221851325,0.04841776795132393,0.035956384639798965
IL10,0.038516987468882574,0.021716246324490224,0.03655142467515629,0.029082375112614814,0.036937797383979176,0.013468251363683079,0.06147331342613428,0.01681807119804058,0.01060793076744022,-0.02068851302478204,-0.011570178046769103,-0.025444386670686367,-0.017166415466437795,0.013145097739035175
SEMA4D,-0.033046020004385925,-0.026374367989938072,-0.07892408975877317,-0.08152448214678835,0.07406398532933785,-0.03599085984400959,0.007575905291886831,-0.10132926722593406,-0.06678499292479353,-0.0033195701974996356,0.006521838359750265,-0.12177272443125958,-0.02282104113560048,-0.06745130428736129
TRH,0.042400926424924774,-0.05562905180798272,0.027962661888723768,0.08921195255593345,,-0.003021493696936568,-0.002236349283945728,,,-0.027734611257905006,0.03190674630988376,0.16934490871824157,0.034454653236615555,-0.02405655016922355
