,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
WNT5A,-0.08419930362396165,-0.04308386214003219,0.010059622694109866,-0.02207198874594203,0.09422538338571655,-0.029279271610916195,0.045996761655972364,0.04863754119432409,0.012639511068308695,-0.039702516894469984,0.012161365648505371,-0.03568644815481094,0.04804760176449858,0.0520803497507393,-0.016768038124977985,0.009216068144175043,0.015934782518323986,0.07535216395091755,-0.02667485293052339,0.09642636431018345,-0.031679134229917055,0.031198458921140787
CXCL8,-0.09046945451347511,-0.03179808923299373,-0.01917306073513222,-0.07403671697232982,0.00853186075344432,-0.054426932184578725,-0.025669033624379483,0.0011648867924370435,0.0199638719070684,-0.01455846904217008,-0.02851381561114355,-0.040895837882384774,,-0.01565005958779592,-0.005980891920883323,-0.027023326283753323,-0.16077120546412393,-0.029628153827321636,-0.0017751971034866002,-0.11388757362236303,0.008807812947285831,-0.04585864487119929
GRN,-0.019610659645857807,-0.007017018430927203,0.03168739247106498,0.014753881322855733,-0.007160462389551192,-0.05934182172650594,0.01985555911112169,0.06263432088659818,0.015055344416480024,0.030166971823747446,-0.12985026497937113,-0.002362547471329646,0.06018629930265072,-0.10261416463658991,0.0933736379010662,-0.037440351721425416,0.013695999928508175,0.045888480966084194,-0.0427081332279675,0.12193416911416032,0.01691398968181125,-0.002387544863540888
MIA,0.017131234755043218,-0.02405549214682938,-0.00024297306303087612,0.02499102988577708,0.030569013854940645,-0.05806541295117336,-0.0288882635414293,-0.0002457908648746013,0.00961190381770046,-0.017779660078516703,,-0.014462559737643599,0.0007362492178620409,0.04507438184582898,-0.0433085695984269,0.06711947790713843,0.19422880643774454,0.05033558614593953,0.06140863269055767,,-0.002163697553414518,
COL4A4,0.08345636652781649,0.04925871037767707,-0.030624541089644863,-0.0383709561067782,0.046138642416075785,0.025183186782295763,-0.008615153292885962,0.029973438810084282,-0.03083076298228533,0.008763850186374121,,0.04295785235588521,,,0.08386668147045769,-0.01370007777577462,0.04865450520234874,-0.012726729734254122,0.023941817290943496,,-0.00457414601483105,
TAC1,0.10465981861386775,0.0010189910049605672,0.009000601455776308,0.019966283920319773,0.05192973300057019,0.14288614733176602,-0.027294913595856254,-0.04708518670004878,-0.016095676372169694,0.060580146533597945,0.0671119901234761,0.021583984912908742,,,,,,,0.01964019245267338,0.0009368865663986364,0.014191217392076103,0.007916646007592516
RARRES2,-0.02471136207757214,0.02796943196154443,0.054159216339909645,-0.010594144832267009,0.11188200819885333,-0.05843476395277925,0.048127062129530614,0.07971650942429162,0.015237201240083532,0.009272874507819374,-0.03495403658998189,0.015087783789101007,0.07578887165568075,0.033946751212582935,0.03731473188930952,0.03993656154544219,-0.010499139674605586,-0.02261468210435183,0.016427458960842713,0.017977222563621657,-0.04423963693944121,0.05783513862282791
FGF7,-0.043970713720345715,,-0.023111612729158446,0.01379496749692496,0.004950395006326749,0.033566396460990695,-0.007669725044103122,0.002794443940826646,0.015231688440323968,0.0033412488270229824,-0.039284578315798804,0.012300294124440933,-0.024926805185886747,0.07511905710042255,0.06467943243263645,0.058920184971871535,0.04015247194807044,0.0114146507114321,0.0762436944983485,0.0433415383513808,0.04998266582065038,0.09642535826394577
EFNA2,,,,,,,,,,,,,,,,,0.0139637752937356,,,,,
HBEGF,0.05406996821610288,-0.033434643481007595,-0.025609697637698835,0.010432586035219784,-0.03551677070757456,-0.059305441610375646,0.06313752570489943,0.025362352789948677,0.011867547784381968,0.00494914092857213,-0.04219482799255815,-0.0007452147763377853,0.03785318509530013,-0.020236156398763694,-0.015540937223754315,0.0035317115589851996,0.019966644158145384,-0.025801276558854468,-0.002465154332596665,0.060613363591130134,-0.018688103390717022,-0.013341944792720295
CSF3,0.088648250573286,,,-0.02685821069618351,-0.0037568386670454755,0.029627899183132623,,-0.014866722069034204,,,,,,,,0.013192592315761082,-0.09120903032360882,,0.002232897882253718,-0.04185792738960036,0.01870226987912718,
PI3,-0.050762201540308895,-0.03635979703906707,,-0.04512295099402585,0.017638548679738648,-0.00259196285093704,,-0.01970042846447122,,,,,,0.04766666955989004,,-0.053658907901106785,-0.1263241854120441,-0.022165893942635632,0.0638381749513137,,-0.07310125907924521,
PCSK1N,0.00970325956865642,0.01054415361525399,-0.025747099566102643,0.01604804348977906,0.024557942969136316,0.051866162584696555,-0.018173832638204324,0.006659547044509775,0.07765188279874358,0.03588117483666754,0.08010582488997543,0.022273374436023424,-0.0652380239864624,0.12925434072842373,0.02426290461067087,-0.008396388126830067,-0.007029775821740798,0.04396559328004086,-0.0009775908428964147,-0.0036282514213941608,0.08798684850606606,-0.08302373251254336
NTS,,,,,,-0.055112185041432074,-0.029324471190202657,0.020395417936230686,0.03772936801240774,-0.0201034541956512,-0.03588410651355404,,,,,0.007302572972148592,-0.00536915349795369,,0.08822882457071372,,,
SFRP1,0.06340419403875915,-0.013405873394562099,0.014242167963854845,,0.011599885744043357,0.0159411896321755,0.01040013360710222,-0.01521571764554813,-0.022808193811230004,-0.02131302956710564,0.002462009563252664,-0.04683483505001314,0.06070143251506282,-0.0038860729785047577,-0.06215154506448276,0.05512430234103605,0.039526754913075855,-0.025512348434468236,0.0006367573291566102,-0.025330110461090943,0.07578924102440543,0.001371815079590747
CXCL13,,,-0.01402000226736561,0.08685409272684147,,-0.025586772311240992,,,,,,,,,,0.008365478050564751,-0.027638224176214473,,0.03758893038937329,,0.004150470203095065,
MICA,0.026930472166926237,-0.029410344160042776,0.04498690372923233,-0.01120253729352488,0.01763329281144245,0.0366674780492428,0.031149062267294594,0.015257656738369393,-0.013088171316240488,-0.014758240705231521,0.03764240087255893,0.005151520562066441,0.019581866429734144,0.01327952172988559,0.1129914938574087,-0.03731874982769968,0.10923470572680263,0.04791155991452434,0.037414261621550496,-0.020750564765295798,0.015129723078114289,-0.009884230009571041
TG,-0.0002464644528623817,-0.022778997869096262,-0.019440091080178485,,0.01428329963611541,-0.026684397663788703,-0.03384817007337831,0.01049751588615737,0.0179835617091351,-0.015424146787968012,,-0.03311531399420407,0.08998406169395078,0.0014892889359324113,-0.008379197410044895,0.06424271968201688,0.016826928734552837,,0.03424041516734039,,0.06262020381185028,
ADA,0.0009101774857841244,-0.06348726506640542,-0.0040608065052779715,-0.05299430576121467,-0.0052530383312252545,0.02226376579706228,-0.007519713177083995,0.07666942094962409,0.03041915267783813,-0.025050054794370342,-0.03453222427586374,0.014127742751189647,-0.05568412460768197,0.050198916708004304,-0.01842510948567449,0.03912420891281561,0.06232662220036767,0.03322714685711888,-0.048207133608004146,-0.015095340372205989,0.04582169150137844,0.07171339196353019
LAMC3,-0.001402652667550553,-0.004921892209141762,-0.02392643291360039,-0.03981430157109907,-0.02608589149704728,0.0024752317407152106,0.02184190050602122,0.03662358353228084,0.043868891572174135,-0.033561897362038635,-0.031172424168968253,0.08041100358137358,0.017934983116176403,0.025300937346223844,0.07971401564137529,0.011858602253497767,0.06802961914641809,0.007618684245253793,-0.1322806571355821,0.06799267835584981,0.0584137295585324,0.021561714619044835
CCL7,,-0.027117058645457003,,,-0.022929890457609625,-0.03392333607295285,,,,,,,,,,-0.018669573482542896,,,,,-0.053385707592444986,
NGF,-0.024687096610295126,-0.046558643085895975,,,-0.011802129112390586,-0.03620963047205652,-0.03230023290543942,,,,-0.035884130140857305,,,,0.02022626888827125,0.051897091398425604,0.10898966028797868,,-0.00529081221135855,,0.009644553597251625,
TNFSF15,0.00618968375063626,,,,0.06734910273304144,-0.025116722912199352,-0.008839886256058855,,,,,,-0.0026708646998725885,,0.08289857864051363,-0.027762197845831303,,,-0.03043801834906713,,0.1127601670616473,
HMGB1,0.0308497462897586,0.052383806043580915,0.0314418324954549,0.04358918890222181,0.049255216310435584,0.002743810234013491,0.027072367737819448,0.05649378700769079,0.004274392800126324,-0.010602864520634497,-0.021069871480663253,0.026816830486496884,-0.0017037054090528372,-0.04581949276769398,-0.08201679741373726,-0.0657377994565953,-0.06060560685485323,0.031403123030304216,-0.010391091401098949,0.10161473827314492,0.05331245952520672,0.09427834346561702
ITGB3BP,-0.05968234032978954,-0.013281494866406071,-0.03362042773124079,-0.0011248089232288136,-0.00943417405593184,-0.004971310663665747,0.02546235802468039,0.023496236909712524,-0.04738630159392954,0.005556761327853553,0.024426789611838206,-0.027438687776406127,0.0431198612716601,-0.03166055152667483,-0.04532137013790267,0.01691526000660249,-0.00823604553743867,0.03522714415915205,0.11143359506754347,0.03373985773060026,-0.00484997881080921,0.004166953683902427
AANAT,-0.01840642015269868,-0.021897372908587287,,,0.02699556414489206,-0.006579099036951298,,-0.025574946246173635,-0.02675512972968064,0.01381446129281564,-0.033736359674942026,0.04244983585618362,,0.09880955494467858,,0.015535595227356959,-0.039723784870882656,0.03847049570156351,,,0.1397007244565005,
RELN,0.06779346172898743,0.04819317359757297,-0.045619514959387306,0.09103301893398129,-0.019062560683770487,0.01506800586504725,-0.04750837197560032,0.0011895032155317242,0.006803214340742056,0.021272765285173176,0.04439030045097723,-0.005284476647808611,,,0.09418857849165069,,,-0.03452592535829213,0.004695970852684573,0.0548819112730287,-0.00629257993837443,0.018348467109338504
IL15,-0.0434135320958897,-0.014168282766630989,-0.024766378620091456,,-0.007030763763502979,0.007222923262072673,0.02665648739102644,0.032237989564460286,-0.029035054939027014,-0.01486593166108923,-0.028895734866327058,-0.0343417269012047,0.06026713168495193,-0.007871494777901503,-0.04752408988170701,0.026945848848126338,0.011630334231820532,-0.000332210667974778,0.0041875459114089466,-0.020873879707865167,-0.02838994065457639,
UTS2,,,,,,,,0.0529777129924409,,,,,-0.021036761065292887,-0.07206271215693198,,0.02722417090894036,,,,,,
BSG,0.012845970363537698,0.097602845150669,0.009059119039264383,0.03106301047945062,0.021145342145940847,0.03786513369138833,0.05433915611131805,0.061779311278659065,0.02203558779220566,-0.005843966859190508,0.08743517797054022,-0.03102432032412681,0.10781335030645711,0.02737581084199785,0.09714714796179656,0.0024498982307031955,0.02776466451919801,0.061584170616847234,0.021844975176749205,0.06340789160240906,0.04838451458433357,-0.013227316164269068
ADAMTS3,-0.07200007195550853,-0.022748113379997832,0.003979231629926724,,-0.0007507742630879016,0.0053544524988938386,0.14937661804596547,0.07998408178810862,-0.014896578296019659,0.012146600519686716,-0.042436862136777345,-0.019848710100049766,-0.010787375648437686,-0.02075015978073106,,0.028485877344444,-0.008212517463726582,0.04185629894125343,-0.0149381832617735,-0.009246586918108007,-0.022773798118753023,
CD34,0.024465214525759765,0.0513412000178782,0.002262060256212377,-0.020892737360725725,-0.024947675970879407,0.026958919977760426,0.07039973532195247,0.02471069598426189,0.048294177355119844,-0.02474774505471166,0.06375106042307731,0.06355133352615194,-0.001522446531085609,0.037583972743696306,0.033280664907009705,0.03519922220868977,0.1086363056182082,0.05477563618363888,-0.07057832871740173,0.13739772021973304,0.03925390534172237,0.1278135167491669
CCL23,,,,,,,,-0.002032393613265699,,,,,-0.02731758967562429,,,,,,,,,
PLAT,0.036540466243476954,0.027992253228350628,0.0028306832189872876,0.02434117846033521,0.0020558160561635354,-0.04532709605968017,0.04590148321042711,0.05524930595476976,0.019047421000372964,0.03318493275826781,-0.024800772656866577,0.08429693300802758,0.0112685643794576,-0.040891227870365365,-0.01895182483507558,-0.008200953466221822,0.04766552530870279,0.06033796103134929,-0.0821449743528077,0.03208041275307121,0.04446039129559468,0.0051882139445666685
NTF3,,,,,,,,,,-0.008121022328007887,,,,,,0.05444450073477866,0.045447311677619256,,0.042434842585647815,,,
LTA,,,-0.014296304085276053,,0.060712989735238004,,,,-0.004400538735235999,,,-0.0343417311403635,,,,,,,,,,
CKLF,-0.01468104041658924,0.024316670543489086,0.012434250800956385,0.02987174206357228,-0.017653880108830296,-0.03271354052649122,0.01891283898983958,0.07775927660129972,0.0159681519289466,-0.04668984909551767,-0.009688322368503992,-0.010059199042666389,-0.038135072142253826,-0.02389575351837222,0.03743714813930612,0.06555019053642075,0.059543932880885456,0.08301244386438118,0.0028031800313911303,0.054355929147623716,0.03811165792722323,0.013082467047839299
CD24,0.006361041160935859,0.003386331720312165,-0.033732956004334236,0.09410786697849721,-0.01719420384289313,0.02076147518016405,0.03337963190370525,0.04867264100265969,0.040069202272951805,-0.0944030172065446,-0.006748521064429499,-0.037537416199307276,0.029286607412460777,0.014249013422990762,0.10429965708183997,-0.012361473392833616,0.015404697971397588,-0.0048357274862287835,0.09596836953294591,0.10206595451336214,-0.006876210852865504,0.04448443160471437
HSP90AA1,0.022290576742583976,0.00320844089817868,0.0057277567484683625,-0.059248856423843005,-0.03850673117367204,0.078884925056711,-0.0343881608879891,-0.10362028852836434,0.06581417450529985,0.006904013676590733,0.10429342526404638,-0.018559210975044402,-0.020036265574896725,0.03861201440834528,-0.03234656852000442,-0.11109261775283917,-0.16662105305374106,0.004354476351834015,-0.013081029590683807,0.009781423751115405,0.04574010775006379,0.020576918242930637
BMP4,-0.006371274476819184,0.035557549011553544,-0.015154920379819485,-0.018818308756065175,-0.017274018380223466,-0.043920410488239435,0.0935439084923199,-0.031030763407148897,-0.002903987363143103,-0.031424424669603816,0.0196682988366177,-0.029262701897560188,-0.012942805242094221,-0.06911431924411074,-0.054991443427734696,0.03739766443866421,0.02062135134796773,-0.021494231918102385,-0.06271201533634642,,0.004818252915690384,
SCGB3A1,,-0.0007505889443519328,,-0.02870877121507693,,-0.026951524466361818,-0.012382743858484353,,,-0.014997318007751954,-0.059385434080667814,0.0034758431916158948,-0.0337121002514124,-0.07565074770011529,0.044638478451549383,0.10844615050273594,0.0499848348315495,,0.006574029111398151,,0.05147438245391641,
IGFBP4,0.044966541697721976,-0.010461960856065286,-0.015281987490096441,0.03025698520392713,-0.06769828135754999,-0.06795186688740713,0.07680138024030408,0.09802241056100748,0.05709317813754755,0.03063434646761998,0.014586272795537569,0.04167972992964401,-0.05208421225968192,0.006066864195806223,0.03189027751147431,0.0045268130349546045,-0.04231616810106023,0.04839284405584578,-0.05260364843623246,0.06624196860983769,-0.004198021998965893,0.08814443336109712
RSPO4,0.0888183059628031,,-0.023111608341420235,,-0.03812970288680852,-0.031106440343633586,,,0.039867380754325145,-0.014997315814054933,,-0.002409186617145177,,,0.005626097098170703,,,,0.012582218438798047,,-0.028121206453523714,
LEFTY2,-0.05051454278345576,-0.061469231128364284,0.007838528315754295,-0.01097797332183398,-0.00909170610335421,-0.040482261080923024,0.04270404732157363,0.07885444733187898,-0.014855959072840381,0.0004723529231323127,-0.035884130140857305,0.02658487356880143,-0.033004426007759644,-0.0029442987035919518,,0.04263915448427643,0.01302995957564661,0.11458220004070956,-0.05140074786646127,0.1121167165423307,0.0010775423201257,
PF4,,-0.028129592607113903,-0.01300443163651083,,0.04066242467990709,,,,,,,,,,,,-0.019262090935005072,,,,-0.022028932244765143,
ANGPTL2,-0.045994840480782374,0.021255932481766694,-0.022541925876767146,0.0368703181929591,-0.005592940247432967,-0.05348519008988643,0.08977190235907206,0.07384720478636846,-0.0028064305215038596,0.023643670881960368,-0.020620070542909357,-0.030741701241118382,-0.013618333265390099,-0.005496777208042239,-0.0019329185983602572,0.034367381770445876,0.11612028140421495,0.00894154228770978,-0.009916777860488678,0.061768890716425655,0.008763357261956772,0.017180824012178363
LRIG2,-0.06508406543751526,0.037958799177693986,0.003927646498958196,0.09405248442127201,0.050212140993242005,0.021317547639204234,0.008622557715673862,0.058302646490400845,-0.0109895941644073,-0.056475851239165306,0.06246527883900922,0.008207408142734485,0.028991679171103686,-0.0123588464072146,0.016045926445769437,0.03660172568037416,0.05169796059457785,-0.0013146891500470997,0.03278941404290988,0.00023044369430841321,0.040959237730273865,-0.03040522636285465
ICOSLG,-0.057924001278365694,-0.03449860803453154,0.01243853756916828,-0.051434151601010725,0.05573979178292885,0.08433325752548729,0.03655951579083893,0.03200245947503825,0.05461649854713888,-0.02846210478779594,-0.055527664437495655,0.0269380169793826,-0.030918000587513015,0.07370315048991023,0.049385311949098905,0.01736744837806138,0.08799444546820602,0.022085076585689253,-0.054346333240180004,0.10170291482020191,-0.023996491650836053,0.09303590889752061
WIF1,0.06901864370781971,-0.014187425881358854,,-0.04655454991421197,,0.024996280860811893,-0.022965602488926314,-0.009282727633778387,-0.023126928796295236,0.003784653509582425,0.11521703499749807,0.04756065445497799,,,,,,,0.08129084448956937,-0.04504970005282207,-0.015610864721211303,-0.04376270497786165
NPPC,-0.000981871836168469,-0.031615960925662434,,0.06906802496782889,0.006493112407603777,-0.013950442538292127,0.020834254665202456,0.04902084622612288,0.023717415973757747,-0.020842598819836616,0.03388626028522535,-0.029220579430635118,-0.02413602803236755,-0.013659468862761013,0.07077411954857275,0.08079418935398058,-0.03358311661436928,0.0030375395453552693,0.009157704808338501,0.006313911172986744,0.11603783685286728,0.014895320411391418
LYZ,-0.039786523345696885,-0.06365539858915821,0.02838206110307539,0.02002517342828325,0.01304981008066987,-0.050862436278063757,-0.0064324007527070915,0.03534444936956614,0.03062936453116517,-0.01931491305006121,-0.0892227749131302,0.046653596787688816,-0.019880429460733935,-0.012084476721730356,-0.0337687065745003,0.03613474344448176,0.0701542148042106,0.020127472605737957,0.0028781526220855594,0.019836870024183544,-0.03782779853414189,-0.06530018032896243
EREG,,,,-0.03620289015036505,,0.0005089507787045753,,,,,-0.03691428319550497,,,,,-0.039777259433661276,0.003046463524969728,,0.03725665452384081,,-0.005053365613377874,
SPTAN1,0.06801171567585465,0.07611950445699563,0.04080075239077882,0.031215582275503133,0.012857720821625028,0.10402300432510261,0.0039859058645892375,-0.010103346653557742,0.08606365554116806,-0.05754678039865034,0.12393709747523149,0.008779461781667488,-0.003209715492582556,-0.0010673341547157102,0.016048571476209954,-0.007730180934851923,0.031159635206667265,-0.049872760194360224,0.015953910619448043,0.08614057825854984,0.08251677971644103,-0.042929804043709476
PTH2,,,,,,,,,,,,,,,,,,,0.03217204276320301,,,
LIPC,0.008440339529679042,-0.03443801506802102,-0.019572364629250293,,-0.035952052173046985,-0.005599934461848022,0.049438876462459154,-0.042276843322302644,-0.008557974170603767,,0.021949794403815934,-0.00073068024514973,-0.02559378706503471,-0.04973438882605904,0.01108763090935227,,,-0.0518910977843514,,,0.12785835244066365,
COL8A1,-0.047618343487712246,-0.06548579348230477,0.05351436150168144,0.06193111532080782,-0.008800029992384982,-0.05747039521734187,0.04811764261792662,0.08781192519460226,-0.01778336272276521,-0.033278465128473156,-0.08029196524584661,0.06474095896639855,-0.006104618420529471,-0.013843402901163707,-0.07529753547305831,0.07859905625544364,0.12905842442584314,0.019344665735868304,0.0016304300652421153,0.08577414279104355,0.011917998806656664,
GSTM2,0.0009526822344848709,0.06773740276994215,-0.028496068505570314,-0.019860610515709236,-0.016717460827766588,0.00831799705839918,-0.006711457494519014,0.08971714846721582,0.029118518173971954,0.05400805345765783,0.09671533195318534,-0.04129235112432962,0.013826615450960728,-0.07348027589479515,0.08304620579757971,0.07907340619685797,0.04812733641567168,-0.07112158307826175,0.007382372112147628,-0.05040054548945577,-0.020721940205459328,
IL4,,,,,,,,,,,,,,-0.008756079669245388,,,,,,,,
SPX,0.07054277693457554,0.026257525908467534,0.03029616933820027,,0.008546245407126363,0.028965110680898708,-0.01016679394255147,-0.017599859693045977,0.011282445969660819,-0.026721902058428018,-0.030030843913750823,0.04662704152503708,0.01590520087388501,,,-0.019641349278183177,-0.011703459981312102,-0.02310744970746502,-0.004806433488456171,0.024645662882818182,0.03937982209566928,-0.0691699368293243
MFGE8,-0.030732947320647044,-0.050342581685442554,0.025450786577941618,-0.0685155444293154,-0.02611222462069015,0.0284539439082337,0.05699820956850665,0.062287594264849325,0.009183116235413648,0.021919791520238416,0.08301787349603781,0.02800104697622974,-0.04113748494844666,0.048490159003241995,0.00859215089858736,0.05046351300992413,0.04592745696377071,0.008216231623444568,-0.0031679913330526065,0.029671745643469218,0.04579249469293926,-0.02376859848506265
TGFA,-0.03302154205167677,0.0549665782253639,0.019678046978671856,0.05495447004815783,-0.01704808098787713,-0.015028991504910156,0.013546397123744959,0.06498374388934489,0.013136485038059448,-0.011942850033600922,-0.05850260774346695,0.07484191423274908,-0.04513473985221397,0.02835518413629467,-0.04382896354802365,0.05314780617572177,0.09583748241420371,0.07894885284046332,0.03720772425448205,-0.07437406025319733,0.03043034027413064,-0.04752578399988366
SLIT2,0.12131741376398542,-0.04115996995921596,-0.003939867833407463,0.1446008805144231,-0.05844853843518974,0.05909617087592474,0.02873949317015215,0.016409658940013203,0.04427387341788827,0.07058209948554858,0.021806608049977572,0.020706496086042008,-0.0028199686527780455,0.026799341523122255,-0.005324682543159665,0.015390689328634107,0.03923745930967661,0.02022828612461826,0.04352133133496223,-0.020974844928932607,-0.0009176212130135266,0.011677756780833753
PLTP,-0.02843916019215879,0.002632654089950217,-0.05940471035930535,0.030933030708685437,-0.007950397437721184,-0.050777418337539,0.04743014194073521,0.06692149077331101,0.03510456149782206,-0.048160529507001164,-0.06347265109348102,-0.004761821545060993,0.0807889287966761,0.021630163161198968,0.0666646057759924,-0.02928729531704992,-0.008341541972516183,0.02526629846381598,0.012546917433776473,0.0444264054277584,0.029567880164403107,-0.00437411611880447
APOD,0.04518961532812444,0.15129765012158491,-0.020968812466202885,0.06022841404028467,0.0031308440411928432,0.044814355261042285,-0.03642795249282088,-0.0120416163191475,0.03594940967966735,-0.01956846630847832,-0.11183376588543745,0.021799219111840858,-0.03268880850753837,0.051262464222470744,-0.02955762768669716,0.11109196987389629,0.17196856658960624,-0.009078949978978193,-0.2139559604323486,-0.10255908091470381,0.043080993076804325,-0.0042684622625937104
B2M,-0.07026725313999636,-0.04425747902639726,0.020849889775181193,0.04276885487916333,0.024727029115091757,-0.1062701286008357,0.06707424278256421,0.0803114575182814,0.03902844424348311,-0.0347644120249351,-0.12203197048082752,-0.017779720878570868,0.052752704624195554,0.013145768678606874,0.03059643535914618,0.07696654429505694,0.10770568126749162,0.027014574654840987,-0.041079525477332166,0.12166813725722737,-0.10281580595446023,-0.07567677833310317
