,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CD34,0.14194733579356122,0.006002068662649567,0.041058220266513505,-0.011971746648681798,0.08877732980478664,0.0023945974782132802,0.027959302268395964,-0.026092109528465596,0.013068507114447334,-0.01939468373559695,-0.06976644657032097,-0.03981156965083979,0.04314407109027396,-0.04142153204893202
CCL23,,,,,,-0.01608449948700798,,,,,,,,
PLAT,0.027015301155624935,-0.02502305334002482,-0.10149167774381496,-0.039236167407306864,0.008275983359471358,-0.017885499269689225,0.029758187285442193,0.00046248163711510546,-0.009236579000304184,0.04904603282159819,0.04035071265173056,0.0496977316531195,-0.0051419460009393785,0.057633491923478254
NTF3,,,,,,,0.021384963818840867,,-0.000585274463426039,0.01790162142262255,0.08821842256670906,,,
LTA,,,,,,,,-0.021067211625779285,,,,0.020803795073978906,,
CKLF,0.053423239517819444,-0.01405414012555529,0.017693246298513893,0.02560901388634521,0.03483203900880595,-0.05252777157453434,-0.011917769847173871,-0.023527468223124254,0.08186039238186908,0.05423828146151801,-0.01433353919338636,0.04433855774922743,0.011008425908684965,0.14808046795918636
APELA,,,,,,,0.010068450151970174,,,,,,,
CD24,-0.028100297443898425,-0.017435032565106947,-0.05280642016961459,-0.06204421926763738,0.01900148572752825,0.0383806930136329,0.02585338176126486,0.07720609815442377,0.0038766385668905045,0.024748867403414893,0.09648616004229697,0.04177114845339862,0.0856798778084747,-0.07148906418929428
HSP90AA1,0.003217572498350869,0.03405194617638765,0.014107692959776878,0.10786921765024284,-0.01468397345750331,0.016670269677680368,-0.010672914935199592,-0.04793006055531337,-0.03315941673789948,-0.0934715805538402,-0.02076669243376294,0.0780270922414514,-0.05255799160071047,-0.004213086361304183
BMP4,-0.004817504451173852,-0.009482114800259487,0.08817440240007773,-0.0345174970298857,0.009490591893625408,-0.04329898406467448,0.04968413031887113,-0.01795144022001298,-0.032652213107071476,-0.018793113315467454,-0.059351140831339376,0.000999828246477411,0.027305981249575294,
SCGB3A1,,-0.021324607344024103,0.04982434350090849,-0.0037783378003715326,-0.017709225270671078,,0.04505961073657803,-0.014700421670246929,-0.023052575004537626,-0.02757537882447338,0.005696440483649024,-0.03874421365764938,0.027471693494453477,
IGFBP4,0.0322527556305778,-0.004257499307537435,-0.005958016258349552,0.0766207589490475,0.012927796711614576,-0.009286476465990772,0.05405404131639063,0.018332115934962638,0.04239190937151366,0.024270622046243483,-0.07159419726330252,-0.0796174922749236,0.0016612293925260578,-0.06304596610477839
RSPO4,-0.020962482479664316,,,-0.024446867646175523,,,,-0.029223539174614288,,,-0.02395393131900033,-0.03470350500038778,0.031153503325056644,
LEFTY2,-0.0351122937528788,-0.006701191494747588,-0.11119595424068512,-0.03794531758878797,0.06019959935552102,-0.017137880086391,-0.020890260695589156,0.06437917498163255,-0.019676258728192904,0.02928001887768844,-0.009551076351617284,-0.03640817065775188,0.049294977166271,
PF4,,0.009843653529615512,,,,,,,,-0.018822384849716583,,0.10304352128586937,-0.02533027647874363,
ANGPTL2,0.023151095873614212,0.004701531181248208,-0.0871365781272492,-0.032306632192164356,0.019058140877133197,-0.017968464377810106,-0.08760002348821415,-0.008644471275668246,-0.008261666489486856,0.07810672298186971,0.0068706156092269745,-0.01749111059372548,0.002512473090762374,-0.02949129772060611
LRIG2,-0.05432920153175687,0.002016782922912938,-0.08353468847344508,-0.018783141081077384,0.016491455700504094,-0.026554190304054787,0.027421646457291286,0.027466533474848915,0.02806626727658947,0.06116939715280318,-0.0033181183366843272,-0.042537139248041596,0.014127582508069506,-0.06782378948358925
ICOSLG,-0.05841923721091547,0.024453709619032524,0.034818694987089,-0.017781877377133153,0.055010137283119584,-0.029230508234783383,0.0032587963766434747,-0.004063984916856644,0.05031264419285973,0.02493005304358729,0.008726774987973304,-0.012120965431081937,-0.030399620158063745,-0.03876997492912053
WIF1,0.17123465729545917,-0.020776118789041603,0.09566050644365184,-0.006102690611389636,-0.04162403999711437,0.1374998087505312,,-0.012228207807383373,,,-0.0053102579712404835,,0.022969468218251583,-0.0024497707877520433
NPPC,-0.015251636673010976,0.07066333275740046,0.02926306275496964,0.03720757379907044,0.024298043135319334,-0.0173458601445697,,0.04019535877571873,-0.034601913247326,0.060098692798225384,0.01176414215888506,,0.042075061837161094,-0.10720408012960912
LYZ,0.0019958193557289648,-0.005725064756108702,0.013559293375015264,0.02002573705410437,-0.03969070839897716,0.009145748230096555,0.01817628857121408,-0.04034458999370886,0.007434877653452047,-0.04466711561677937,0.008717741193590934,0.020455025482392548,0.018969994265770947,0.021581913691970222
EREG,,,0.025886092346613373,0.022247264409830717,,,-0.02442789933864786,,-0.02644339426994939,0.009365332727156445,-0.029835025322785223,-0.018832223523830783,-0.02916265188550673,
SPTAN1,0.06559864590578995,-0.05196279457553689,-0.11010328471647761,-0.05096257561110892,-0.008168612976259398,0.0719203018294257,0.0035412451883906648,-0.039609040428542165,0.028707136167359742,0.018168582056512762,0.017600098588144722,0.024226639366252824,-0.06792910142979547,0.06507208085425371
PTH2,,,,,,,,,,,-0.017639314634850346,,,
LIPC,0.04364669930700592,0.0741791495089678,,-0.023668591605720116,-0.021513581681616288,-0.036972453506291345,0.022030993322797166,-0.022396924779870542,,,,-0.03326902036662499,-0.026430992168397865,
COL8A1,-0.07333574939568299,-0.010609205658023427,0.006363712518421944,0.006934479255264013,-0.033587315061599184,0.012229040755705927,0.0021909745536270358,-0.012082361617162958,0.010545752056599234,-0.038996832184734154,-0.07555425127675813,0.024832818736297887,-0.004871648159849065,
GSTM2,-0.01459717788532771,0.08969506806122964,-0.05685714162752151,0.013592100940094571,-0.011731552739411377,0.05397255682248627,-0.010570307821108628,0.09547981417277593,-0.004326155881922493,0.15673813079706986,0.022991686046770016,0.006272551942598594,-0.025850666648538995,
SPX,0.14552208289037294,-0.028442497107861096,,0.06816804243436976,0.001845077445212404,0.028329321531429842,,-0.05047204593541018,-0.023370031651351014,0.06428477717089544,-0.04528851311438636,0.0688866499892549,0.029106688390286257,-0.03975523705190435
MFGE8,-0.05136306447762661,0.0004983345421285352,0.006696306234973033,-0.0032997799720856126,0.01667430369779758,-0.013455686279670007,0.019553065109369425,-0.026885988225274066,-0.013517622691147884,0.0663189702772289,-0.0006202120804264415,-0.07142071398218576,0.04643969816672224,-0.01410776797091804
TGFA,-0.14813601019688225,0.014706762227888096,0.019496174270034188,-0.0884031738615573,-0.018491826833151058,-0.014160517921289327,0.07638317947385947,0.024327950577307942,0.00676259221119389,0.0820497791748966,0.004007978142101188,0.05769937350937338,0.033399044416091865,-0.036999466267304736
SLIT2,0.08694479063774145,0.03954717515605864,0.011049288175221564,0.022850250334767234,0.09069787947114825,-0.012639289524461951,0.006837219192181764,-0.009012623095294712,0.07085878654266138,0.08129640163952888,0.004146649355240556,-0.005582960256475478,-0.000520771039510248,-0.023281032829523183
PLTP,-0.07566272641597789,-0.003132205860923321,-0.05340483832073508,-0.01401579334774867,0.011676961108310754,-0.044187694398062166,0.01611077563671781,-0.0055191905092130756,0.09792668854678654,-0.034257254664517164,-0.08062102570080439,-0.03289862175482429,-0.027414820404415573,-0.012856191853570075
APOD,0.021077146635250513,0.002327505597946993,-0.13626690194859759,-0.11799581685426522,0.01670832985569733,-0.06507748021643554,0.019578066336255744,0.01937976941142323,0.005714873771376337,0.10942466465369,-0.015384954830560156,-0.021536082686793714,-0.026319090417566606,0.007326387994953778
B2M,0.07508065786251393,0.014197250749219828,-0.1447707961196459,-0.012934753682354295,0.02742807608144779,-0.04736279835602097,0.051823404136725704,-0.026517975832194802,0.10700824450470595,0.006578000889311649,-0.11448017237925083,-0.08098997697968179,-0.022811387057928526,0.02936875184458814
OMG,0.11457787633564856,-0.06551298704890532,-0.06707770663497979,-0.09183175554311493,-0.0026357903341379715,-0.11973470281095999,0.008965853397876509,-0.0033157797877750392,0.05043941376111139,0.08681112180319675,-0.017197359540028528,0.019959973498682983,-0.03428799003030142,0.010563819321557668
CXCL3,-0.004027077394063577,0.08453203947098852,0.01489521236620803,0.02811387373985756,,-0.018559863910640174,0.006263017147958164,-0.015172207355845947,0.03458882255204354,-0.015397521301004453,-0.05412059609788064,0.009943342839052387,0.1021200880086397,
CXCL10,-0.014142899618408292,0.08486026631769951,,0.035170489349596164,-0.018962921518561132,-0.0205423311094753,0.053339533694938907,-0.024110473595005455,0.08618011017492798,-0.025246274626743684,-0.03273084284492008,0.015741876086653117,0.0007196981895368023,
RSPO3,,-0.004279426736120239,-0.03416929933830613,0.08472976031524287,0.038732147003816046,-0.023212026093880466,,-0.015854664271206322,-0.04468203711225543,0.06514552220271869,-2.856324093942607e-05,-0.018751938137086453,-0.024126030612083925,0.06284675960194192
CORT,-0.02350263620679965,0.019206497259429356,-0.02078435591028605,0.03667401803043549,-0.031917721825545774,0.06540295195575169,,0.01741338607960437,-0.02643007655012966,-0.019696669076739493,-0.039838600407205146,,,0.018789480518210066
NCAN,-0.01931028104195019,-0.06657985942293819,-0.04004396430376107,-0.0017775289038528819,0.018183473575884464,-0.06728545372476165,,0.0014929886518221544,0.004416287937290828,0.10368111834654793,0.043296836475786034,0.11849759881119902,0.0036510252938002567,-0.05647712391266538
PRG4,-0.03207558023315344,-0.009114921797809025,-0.009696540800526364,-0.01694661616666048,,-0.020107921000301,,-0.018536723405725798,-0.025387306439401156,-0.014093809783410705,0.04857572250803173,-0.04247819359437853,0.02323155876029705,
ZG16B,,-0.006774179412194256,,,,-0.021709732047557197,0.026986161423244264,,,,,-0.02338164877559237,-0.021609323704753974,
TGM2,0.03855003203520851,0.04561483381419994,0.016092287528557216,0.08012505841589003,0.050209602236381795,0.04860911447074739,-0.02927902315196721,-0.007708776123825543,0.020488939360421905,-0.0071826726615538145,-0.015044920263140842,-0.03430927857065491,-0.010677941113720165,0.06583923257130751
VEGFC,-0.02301486922760545,-0.032456694882216856,0.080099555377947,0.017039635911066272,-0.028439970563471483,-0.02651103134732039,0.05130571466444545,-0.0005278644603338668,-0.02982990883493406,0.0329183373349889,0.019201223397308093,-0.0076592214464213295,0.054411947343980915,
WNT6,-0.029188985540655944,0.06931352250570719,0.019563408170837848,-0.023350805549860562,-0.014229500086809446,-0.019773507285475587,-0.030815530649122437,-0.016510208271375997,0.03090148702396155,0.023014917481952477,-0.006699757561989219,-0.02823814636959567,0.0012228212579003638,
NRG4,0.13382093309881773,0.050980413726125405,-0.02561172663958267,0.0354156797671621,0.06604050487528237,-0.025045691217426953,,-0.02206942956518154,,,0.01702199667609823,-0.018751940238731328,0.025838806991252343,
PMCH,,-0.022636979847826904,,,,,,,-0.02355975324319919,-0.027635480474919503,-0.018212277418035817,-0.0289706973958651,-0.04300307872008936,
COL9A1,-0.03388794169068932,-0.030332015407401516,-0.06573654325363235,-0.05303261516808188,0.08683534122834381,0.0391436386290519,,-0.02514759032342407,0.00070543292188254,0.057246197594585886,0.012106923598683001,0.0052144866993181,-0.0006615863766749183,0.012512798086829284
GDF11,0.00052342818068687,-0.04396272927227454,-0.1358735007156006,-0.0473265307204178,0.010994262897258208,-0.022957172558976623,0.02113643510409654,0.04295186239710653,0.022778174667590082,0.022778104504956143,0.021089552291533375,0.03376206244253173,-0.004977845362402378,-0.019193177518841326
RAET1E,,,,,,,,,,,,-0.020570745205758887,,
IL24,,,,,,,-0.017378010641270352,,-0.017565584300397393,-0.01852227149294017,,,0.14062547532489444,
SORBS1,0.06702184498789253,-0.008828428996356835,-0.09836276621454065,0.013656154438043444,0.0028664231061579543,0.04585730926244322,-0.013846305956074504,0.003926862411911928,-0.013809640969123535,-0.01637302744189116,-0.010526684355046336,0.03685489288781545,0.0037379792454954987,0.04837159328336921
DLL1,0.12302578255404524,-0.05911719097615012,-0.041766875714402324,-0.059702124905260875,0.03192416071903479,0.03416107469439146,0.028066770470107777,0.05376436886696198,-0.01886450097081712,0.07519786837294655,0.004457650151796123,-0.022282876238349503,-0.008427267598161429,-0.07414577120386182
TLN1,-0.054301867227201366,0.007026678744780848,0.09308281088255528,-0.029404383712400974,0.02124867273472214,-0.04267683752461579,-0.00038708730956098,0.03435222962578479,0.06239835184113242,0.0014883968429210289,-0.01454350653847376,-0.09806533324765399,0.0003780409334018033,-0.00013099886568968927
COL2A1,0.029680049390165497,0.02304529045855898,,-0.015135899068907433,0.03146568376717912,-0.01855987022676756,,0.07267056441749292,0.04494979572726035,0.015153458426061965,-0.018208521910276897,-0.02729040796954652,-0.030253113479601763,
SHH,,,,0.002135805104861478,0.026389841112468584,0.012254352608015332,,-0.01470042038533856,0.0511182622590317,0.003692964658918836,0.060006991357109185,0.03595380403347919,-0.04505955495809418,
PON2,-0.005034882173996128,-0.07489724382955434,-0.15438157712035155,-0.1198370291163619,-0.05495158535887524,-0.06703897472892875,0.010276755928113938,0.011280236768605137,0.031095830425969116,0.04774102815353551,-0.04338068436228174,0.0387635550630969,0.06402430256212378,-0.06480183987932196
ICAM5,0.19472564543546483,0.06308530344140617,-0.021991377598619286,0.03669661789064006,0.004599295269715588,0.06481800438731486,0.07901977025702386,-0.028709126940350046,-0.04910063984192197,0.0632162787992113,0.027652787620559897,-0.01959286240986118,-0.050712492331580525,-0.03991077841108633
HPX,-0.017400055306945977,0.061077902883119345,-0.03416930832130045,0.032079762116853205,0.062133799318795896,-0.027027037787605027,-0.00909346121054681,-0.03736553468548603,-0.044485815064045336,0.047665851258694346,-0.018754543437274313,-0.012721505585221943,0.052955584040205575,
SFRP2,0.08808212324254534,-0.028351122292679828,,,-0.011928809225640689,0.010584349556067924,0.1156281051297155,-0.028838462759725163,0.04493949170434121,0.02608911899193628,-0.02197240354659786,-0.02162854448746084,-0.04126759448686931,0.019270355594229044
CFC1,,,,,0.06828994325043249,,,,,,,,-0.02971236417733402,
CD70,,0.009591229512945953,,,,,0.04561308043225035,,-0.008220109195517706,0.01879175539798411,-0.046063876180574975,-0.013063097646309807,0.05832038107407821,
HP,0.08080216630167167,-0.03647014150752704,-0.04271930873104107,0.07402339214936594,,-0.0005306746110039617,,0.09544932434077333,0.09964170322007591,0.002786896366858927,-0.033650540119787936,-0.028050851617027434,0.09611286270490961,
CXCL2,-0.02987790401514067,0.0033665436095838344,0.030722573762138994,-0.001045516513789759,0.011252425341005385,-0.01214875934720328,0.09515540588374584,-0.02909566510764335,0.048296932038695214,0.038333002194240726,-0.007477050049828939,-0.010860905742374208,-0.001895297486414908,-0.06931324300602144
NPPB,,-0.027510807367626424,0.1168798951527049,,,,,-0.018917466482726165,0.032661561454205304,0.0037094903379494277,0.028252223529722016,-0.01902175496447539,,
CCK,0.16841947924979123,-0.02395353639222343,-0.048630876404994895,0.023556852329941362,-0.009227552368740817,0.03308525273679248,,-0.023598095858261524,0.01190356803731036,-0.03829216481072314,-0.01923479506125791,-0.024676351214531253,-0.06686711861115907,0.04045887364961082
SEMA6A,-0.07375086309194516,-0.03456667535660759,-0.10150144863284803,-0.035587713483257934,0.019587659733686126,-0.01500619652785134,0.021038535715457066,0.02905552737002356,0.013929131081970006,0.008514861203531522,0.03889862685693034,0.014659065110582561,0.04627162334902147,0.07588624491573683
IRAK4,-0.08027051414799238,-0.012856348321914114,-0.01662517343635762,0.08217300093786455,0.002963192935196752,0.023855554304038837,0.009101815393680018,0.003271935134959364,0.04102892841456972,0.0812758059515996,-0.0372991981354704,0.022941022438009145,0.025172716243981458,-0.07366110517977445
GSTP1,0.05827153225960935,0.0657138786821211,-0.02592136378968332,-0.05634056674042788,0.0028965362668666077,-0.0802913504043804,-0.025356162417579164,0.03235355311248662,-0.0019616359373541424,0.06750509490220934,0.00142109282529699,0.0233450634779756,0.06958030058322953,-0.02703677678920303
VCAM1,0.013143721880744044,-0.004327320506080415,-0.044784719901904906,0.010228721940724337,-0.014350157832434762,0.0038016457176250607,0.03281317819810912,0.03880680323778481,0.014592045927057307,0.04000947492126953,-0.05671826786331783,-0.009317075084814429,0.09484993609101072,-0.028143459011077027
NXPH3,-0.0860261984508146,-0.02168850939620417,0.03377485148889973,0.05200931482156213,-0.002032964799574498,0.030959699542458276,0.017566141743335966,0.01911442602915835,0.04551166923178258,0.002957370151835123,0.014287799995111173,-0.0072608511362542505,0.08606223724524982,0.0015450826804534379
MTMR4,0.0732902573465927,0.03215224127162152,-0.014091666386368069,-0.020617205996949002,0.03134579386021512,-0.027476688681860397,0.04085869906193528,-0.0005296049649764199,0.034075664343939376,-0.0017960964246867934,0.07537274896143831,0.00879594026030618,0.030715040896854826,0.0008797439286031339
LAMC2,-0.01986446475686774,-0.021593107166512682,,,-0.01949671723294943,,-0.025242351613910287,,0.11909088376592118,-0.02432493971988045,-0.017677855945432988,-0.036242276462762686,0.03299494683830068,
IL10,0.04519738115959819,0.010301086994775433,0.052840263600326946,-0.03742203336575612,,-0.024354693707643708,0.03514731732855877,0.022807163419150712,-0.029824672628664603,0.009206515967160406,-0.025409492932489265,0.036677266310638314,-0.01068774812354138,
