,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.015098978218421086,,,,,,,,,,-0.041351301886174044,,,0.03331167513909066,,
BMP1,0.03862088492503401,0.053060782640002094,-0.10740223049867088,0.0407087584695003,-0.02223479140174528,0.04417433870480583,-0.025546582956787016,0.04395952878330605,0.09954661907972098,0.019587583906638145,-0.0263161339160283,-0.08034312383872665,0.11531955598496453,0.06227063263330619,0.042897039235355955,0.028623627156247385,0.1940584964267411,0.04696619084586489,0.05629462741196689,0.2329840442761524,0.00948351638510693,-0.07307502941554926,0.1090221794412073,0.038436949295142804
NDP,0.06130755428674129,0.047029635197010665,0.010472805508761463,0.015078256277390593,0.0042446766705701395,0.07159423512204827,0.06468224989481161,0.02018379130793039,0.0005857767104871801,0.011988260781640852,0.006821773892912795,0.009845832775315259,0.07282466083352458,0.010144433121956268,0.04475221805776763,-0.08146027270365547,0.16308117738064135,0.11702181395311151,0.0017323612019537267,-0.14726925673592364,0.014301483519878793,0.10198595672820213,-0.15740915045577547,-0.027509804317354242
TNFSF18,0.02330097267052597,0.05198507423198572,-0.02942914103982715,-0.024170222044478187,,,,0.06345157987312466,0.05283257567959977,0.04375122800056081,,,,,0.01835298051269908,,,,-0.030816741390384244,,-0.002072798295335125,0.0012200014070630283,0.07893097401518559,
IL36G,,,,,,,,,,,,,,0.06296471095531893,,,,,,,,,,
RTN4,-0.08165370735595358,-0.15061973155338143,-0.031016921693796076,0.03347593040813833,-0.003436127773435022,0.08143896743612958,-0.014451870523152967,-0.13156392344689372,-0.12097651140912064,0.045090784541282715,0.03047254234388619,0.11230558460478794,-0.010379868113807958,-0.03880475614248505,0.07628723297430641,0.09323033409061933,-0.08985972639756827,-0.1838965017838437,0.014652589937374135,-0.2784578565216744,-0.0024301621003731478,0.12373820388010655,-0.29460043885825343,-0.016972333928833107
HEBP1,-0.006262300970857938,-0.0512097971214525,-0.031215388714306812,-0.030022366298379163,0.06821190498305232,-0.05227476352328641,-0.05056654141816668,0.013983250611270412,0.05464104751449682,0.009455007995376599,-0.04099951834786864,-0.0017720737613078261,0.061790088338174315,0.0028861623019476074,0.08403544963358538,-0.06407595597332973,0.07249575330785124,0.03468895631899182,-0.02757675984893196,-0.039907114306856,0.007701355330257556,0.09058106231557454,0.04661004227407713,-0.002217547837319743
WNT7B,0.0413024501609582,-0.05017030149945289,0.05365308804309106,-0.015013792687202277,-0.004989635839216917,-0.03913683150955477,0.03387189639803468,-0.008851006597361068,-0.03794986821188955,0.035628355185400445,0.028154971024857756,,-0.004485658986431858,-0.035947890900524034,0.07694177909672387,-0.014993915800481176,0.03177475290273507,-0.021451862236330888,0.04060437547971307,-0.04818040368571713,-0.03264734484984081,0.061098065351356076,0.029405640163083297,0.07591468377453431
PTMA,-0.08493628643967174,-0.05680229356148531,-0.15442115938646672,-0.09196047099591285,-0.10495343807354818,-0.06648244699168271,0.024557793928564917,0.17110212014182558,-0.03392498908436982,0.014435229358020512,-0.03634685763423059,-0.12446229951351928,0.2334699950813863,0.10788092975062313,0.018230785781766512,0.14778187380434826,-0.20236854269875157,0.02688451819233472,-0.023750167582752047,0.09107489269365564,-0.05748485629479049,-0.07274780248274015,0.12196179301558042,-0.11293312966704332
FASLG,-0.04054832513311583,,,,,,,,,,,,,,,,,,,,,0.0352966601921399,,
CEACAM1,0.04200871336497749,,-0.00476265972917827,-0.011522182868603946,,0.02723007654148856,-0.04715061256445697,,0.014821106420289604,0.0910535642645854,,,,,,-0.028460630779943766,0.06129751071703462,-0.009718354110739319,0.1077173030035438,0.029560414463043198,,-0.03885005401908214,,
PDAP1,0.04502344277168451,0.006922094041866974,-0.003444164706922004,0.01401512981472699,0.07221751996721475,-0.02006122374139335,0.0436680635285874,0.12543922347390601,0.049073712536761925,0.003353020073140321,0.05506458774978557,0.07867801788531907,0.12333200867092783,0.03637734613779522,0.05860892335740952,0.07417833417423149,-0.08983556615699421,-0.03315188882075627,0.026460158019780664,-0.008930132575745754,0.019149339508958117,0.11611957466411113,0.06567939701257419,0.05191498774153248
