,MGH258,UKF248,UKF259,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
PTGS2,-0.03620166622579285,0.057630437297673885,-0.00907232107528721,-0.024012219518191078,-0.05789511144675009,-0.07070512300736857,-0.019265972874872674,-0.01115089518567356,0.012662527861326352,-0.061324085533502326
XCL1,-0.01631132383207824,0.060473859288285456,-0.012324308029619844,0.0072935373272082354,,,,,,-0.003685897329308809
CD58,-0.006528319136322838,0.056966704911737526,-0.014986723258021577,0.09128054933652881,0.0030397094600877785,0.06563460425711094,-0.0029104176277171944,-0.026209608496503528,0.0008878263912617089,0.002931651917744236
TNFSF14,0.01043667281070889,-0.017803382911050054,0.023901165591084485,,-0.027236819210456873,-0.028189213504125312,0.10321016751415879,0.040593626892399766,0.010653614743221242,-0.022857180466387295
CNTN4,,0.023805978386939965,0.06980036711693306,,-0.00772811030788048,0.017784713475524048,-0.009805823895961747,-0.02912033060601549,-0.030224444388613,0.04617069866363752
NTF4,,,0.13063203893651226,,,,,,,
INSL3,,-0.01582820205982809,0.03968780538571979,,,-0.004386796349768316,-0.019672615218796426,,-0.019112123986352255,
BTLA,,,0.02939879975197781,,-0.0073173132292229034,,,,0.02297227016702801,
MFNG,-0.019585637364577475,0.09493007385324219,0.00761920153789562,0.027265933038607706,0.06000185374736195,0.031511109709986294,0.047256498106185756,-0.010850949050257002,-0.007267375203302129,-0.0028812362570593045
ICAM1,-0.0010785619599404303,-0.03296454177788508,0.048840733646791167,0.03932539343726057,0.07112029114603372,-0.012645729131074104,-0.007833316670088873,0.06052735751183306,-0.002998446359301224,-0.02095038844435865
PROS1,0.007391854996275067,-0.0008720051062725023,-0.0012626315658093936,0.10127380208552582,-0.07397944671698027,-0.02166651592033019,-0.006351058147757092,0.05299517073291211,-0.05971989417830419,-0.04652907835301137
CLCF1,-0.0366089355108631,0.0298482505188645,-0.01911717291811031,0.0183139537111823,0.00220331944194394,0.007188240444629361,-0.013727969420333054,0.11405093300144971,-0.0017907369470134596,-0.03221718396871243
PSAP,-0.055759582126566835,-0.0017922220577441942,0.04717289929511294,-0.002512692861342538,0.07384227752735571,-0.052590855366087874,0.01931928015815248,0.00975633798323135,-0.010403843391693687,0.029151383063052556
EFEMP1,0.0403868625593028,-0.0025422346642444667,-0.01988833334388654,0.030102955640543296,-0.0010613055244573007,-0.0006856229287918419,-0.03427788295276661,0.04682210364055144,-0.03346539968644733,-0.055912382915791765
C1QTNF1,-0.012478990708289355,0.001867111943707432,0.0033561318015419895,0.03507082902607253,0.07197961430716794,-0.07852023191958311,-0.08332724648245732,0.07862711297715642,-0.04866411160536237,-0.057815538793288636
ALB,-0.005989198151392263,-0.024470813420235167,-0.020109674090082207,-0.012611535283717112,0.014599470766658518,0.010629492647686777,-0.03616772785465215,0.0012929480930302228,-0.01374287131438161,-0.007997348031912762
CCL13,,,,-0.024036305581319955,,-0.02092572686324525,,,,
EFNA3,-0.02842928866205417,0.03737321599297063,-0.051819292347414926,-0.012854392764088009,-0.03770715361695471,-0.026878791467615848,0.022276168076790295,0.014270539675805587,0.019294799565284466,0.07639539804472943
DRAXIN,-0.006240769844846416,-0.0435894634885498,0.007414964514793386,0.07832396372748539,-0.03421059246425921,-0.0368599578153156,-0.06285773891210492,0.03854301255836083,0.03263514784246352,-0.05012308746972432
RAET1L,,-0.01233032312631561,,,,,-0.019915031125508437,,,
NPTX2,0.03224206349488709,-0.02292059623895223,-0.005044834741264771,0.0923885527747124,-0.0522797345210932,0.03523739077040038,0.06249563478100135,0.001377048143096994,0.08607403349674989,-0.0027954807365052846
FGF11,-0.02688037926714377,-0.01319536646225155,-0.02972429958776014,-0.0013186305850256548,0.05830304408652261,0.003570573047975436,-0.04897255681165188,-0.02088034475221203,0.02102834510130733,-0.06931832073802931
CD59,0.007101230275989391,0.038439807342628335,0.02860219402975844,-0.006060169864699284,0.05650493909713037,-0.0021158807519667797,0.03705686448496784,0.11066921497902356,0.07333519932708138,0.10631932411340797
COL9A2,0.006790087567534318,0.03813023923119519,-0.008069101156592793,0.11698970335441453,0.029801593846136717,-0.006200609724968538,0.05967382350597933,0.041595926744229954,0.08297846478101223,-0.000344557909500528
DLL3,-0.007825520476536509,0.04222686918697604,0.04186766819733559,-0.016160668953111464,-0.016009760421577635,0.04369187885523144,0.08477978678545946,-0.04024065576120238,-0.0034821078027255084,0.05305801029280074
FGF5,,,,-0.03042641198459372,,,,,-0.001588887141220087,-0.03169489434742885
LIN7C,0.0557079127833409,0.005483969843144125,0.010045347902221512,-0.027800191232776873,0.0009260139269623301,0.04715490451460446,-0.00385646761605286,0.0035885443931821226,-0.000528621310813263,0.035378214310372906
GDF7,-0.016895344558545296,-0.017101077953520897,-0.020210878667265543,,-0.015910604798719877,,-0.017072134581791708,-0.012023401974841702,0.14688489153173362,0.0795344930580584
PSPN,-0.011536295850634723,0.047186993887393634,-0.04748597410853327,-0.014968962222364136,0.07464963693205644,-0.04657378108580053,0.015261047012536768,-0.007029931999112723,-0.01919379405033951,-0.036420501666670144
ANGPT1,0.014872581674042037,-0.0038248983405693,0.016588292990884282,0.051426859388308134,0.004725699224598383,-0.024664607820826176,-0.012833104479187434,0.09727240852712568,0.015567467204243254,-0.011400682282059147
PNOC,0.07532542175081658,-0.05508605653738086,0.06258984585081317,-0.012611535283717112,,,-0.018154583009352722,,0.02659438326508985,0.020889048837557673
L1CAM,-0.025370964240326897,-0.027144249178132886,0.02606610779321414,0.007878655942525918,0.022551718173939438,-0.07320434556583068,-0.0675506693962341,-0.02290343497392944,-0.03123041634177791,0.07155656277100503
APOA1,0.005674890688636178,0.009557646247531998,0.04918159052882194,0.0024018830363890776,-0.02592251607760282,0.10804127238178358,0.010128500508816793,-0.03201026314842307,0.047430564223246534,-0.05283131015430797
PSEN1,0.008152813225996466,-0.004458842911521897,0.05744698227615261,-0.038503412722926705,0.01409655142923211,-0.02798736240039484,-0.015846740502837107,-0.0059935981971349995,-0.012223768258491507,-0.027407244988318265
CALM2,-0.07349083913482432,-0.042098060834805835,0.010681951763966397,0.10670394489793095,-0.06014382902035093,-0.016157975161190722,0.004139792765096752,-0.06580446077629076,-0.09140044451891709,0.09931363590880245
CLEC2B,-0.013130582686122489,0.05035612271697841,0.023184145266488973,0.07115431293891582,0.08178510454237359,0.06709306234733763,-0.000729939681143352,0.04058224855083281,0.07078711675087508,-0.07105923583933335
NTNG1,0.026852860016759083,0.010473083107996611,0.022276528405212544,-0.02066666499119063,-0.016858978816795406,0.02820978430854274,0.05979892422406086,-0.0357342340756113,0.09482089479977229,-0.04069185412299127
LRIG1,0.011423182418608797,0.010603661760542652,0.0018230922450454426,-0.06924111493655288,0.0789682137457017,0.053796778759548775,0.07994618328796912,0.0643214001225431,-0.049834320739391334,-0.03414593332465859
CPAMD8,-0.014866453243402624,-0.02477289412244223,-0.013397954917444636,,0.06572952801692042,,-0.0191791644482053,0.031007674647298013,0.07696478348929517,0.03011656574325219
GHRL,-0.023718357389497503,-0.010773672665312114,-0.0010619575039724177,,0.12183573312218816,,,0.008099952896281149,-0.019298605463853855,-0.01791630980129298
NPY,-0.021809667118293033,-0.012406695813831591,0.018864045318432634,,0.0731849092440444,-0.10584235129517423,-0.03991977418070766,0.02185051696490083,-0.021373029782727898,0.060003561817542225
MMP2,0.00802852701456098,0.13589045060581711,-0.023985056087444917,-0.08987238144346113,0.06090305850184385,-0.011743011136409855,0.07589547162372513,0.03627998361568435,0.06324155810998093,0.03619402900148743
LHB,,,-0.01166860691602507,,,,,,,
PPY,,0.046345288470308436,0.009393349713444625,-0.01166510775982437,,-0.05557997265713755,0.008605428145645595,,-0.05863903740197705,0.04982288372878127
ALKAL2,-0.0005332346004576843,0.06666232201679245,-0.011499080257437639,-0.004261840510264759,-0.006285632640401346,0.006311515866382818,-0.010457239994506318,0.007607208762136437,-0.03099943500691794,-0.052400557666696476
CSF1,0.0006472244904821806,0.027892173013971372,0.019722133335445275,0.09264769879602343,0.0005775625317552512,-0.06785758797868288,0.006571486546599046,0.019993111434928573,-0.05927440070953302,-0.008192594418186063
SEMA4C,0.0159153177925312,0.04555155465657871,0.07495431055240409,0.058921735736814286,0.06536664849433432,-0.003079584287556699,0.03334552593029491,0.038348879038528995,0.05850297024124684,0.015155575389889214
BMP8A,,,,,,,,,0.025766280700590633,
ICAM2,0.04547628134187661,0.0777202670646735,0.1135860832920773,0.05129832744424644,0.18188738682214764,0.06521036152367016,0.043750520440441566,0.07613890663214534,0.13202761905543425,0.09617425333536811
SYTL3,0.06363653406199332,-0.026503380554435886,-0.008862708187604677,0.020917729638318505,0.04896349461660624,-0.011643822548613758,-0.03372150919507261,0.039411922083756656,0.04075287880006246,-0.01614770338780427
IL1A,-0.01727457973941096,0.05154104725490106,0.024335630563247418,,0.11079976782355286,0.041017148994469836,-0.04498115726830901,0.025453274012037553,-0.07547597786868222,0.032955781386217554
HLA-G,,-0.01897342303252447,0.14941863942771968,,,0.065066347151583,-0.04828624740940152,,,
PGF,-0.0003222007824002671,0.09927614845543355,0.018667972402884172,0.10805164150898049,0.05251739050830423,0.1465425568507525,0.10022884512568776,0.05943444149782275,0.10584095665555923,0.1013886752602993
LGALS8,0.0053107066180646,0.022940042421426818,-0.0005645390419928608,0.06549159173229557,0.04211799463354261,0.028694849994209456,0.05496723324022554,-0.017823689645744694,-0.009961550845760772,-0.02469284275877339
DKK3,-0.013400713679853212,-0.014259470695773645,0.036196775255825875,0.014180177509397911,-0.005333096892273588,0.0093096639913918,0.051427859054605986,0.044441291359695906,0.05643288450556397,0.07842638670978391
COL16A1,-0.03330527313763351,0.08823705289473252,-0.0002665242567039106,0.07089344276627497,0.037744124543950805,0.005433598419739896,0.025324318781314536,0.06583256404558599,0.15428814523758755,-0.01605303977901374
TPH1,0.07859685939858081,-0.013931311120401193,0.029602885877001824,,,-0.041273236655677045,-0.042669612358744,0.09545914965239126,-0.00315963221791266,-0.04231606307688579
TNC,0.04244655391444054,0.06334236699567186,-0.021366808260986137,-0.06329877714290677,0.02470740891559224,-0.06383735411552954,-0.09948435409421606,0.09006341073091893,-0.04856507339787794,-0.0654777541545389
TNFSF9,-0.014866446187542034,-0.024772891550609733,-0.020210880026767245,-0.02760690405939458,0.0009424971651320629,0.06504694853707467,-0.04288883720512368,-0.054404022992596696,0.0032974192820792387,-0.040196716782350844
C4A,,,-0.013833810601543962,-0.013833337828778039,,-0.02329694321851964,,-0.031611261193485306,0.03555539704831755,
CNTN2,-0.009422450791251433,0.010970357011468302,-0.02367952394734845,-0.014647297824019441,0.005536937047347522,0.0427023233776227,0.04815621082618355,-0.07368158126904577,-0.042514818366806664,0.020352888308852006
F7,,-0.013591043953474788,,-0.012611537053430159,,-0.029352803376933762,,,,-0.025122302870178286
LUM,0.04371740569917562,0.11350351181074984,0.0008652064165923041,-0.10978698718690612,0.13154900359006172,0.10067149156386025,0.1257825428946613,0.09763233030881206,0.06658842166915196,0.1112357795704275
IZUMO1,-0.01420536028190966,,,,,,,,,
BTC,,-0.012330317990339741,-0.022749281586692892,,,0.1412531574967799,-0.029092625989515453,-0.02712365510519307,0.011439463659048325,-0.051182358382330075
APOC1,-0.06725133018240222,-0.041076854237971624,0.023220517486595996,0.07646101660271461,0.06834105744483525,0.08288028317895382,0.05561707535447492,-0.01676748717104739,-0.05829460386586767,0.03402714117377867
PKM,0.06538529903759661,-0.04993787546949516,-0.04106476780604913,-0.03350337723259989,0.11757553514781341,-0.06247992444492016,-0.1124077972958911,0.06732632427587801,-0.05248114051692787,-0.04853042466381623
TNF,,-0.031714233409392854,0.010058391774192507,-0.017952700966921947,0.003552252026448609,0.041223303521097106,-0.01991503655733766,,-0.005716212018385014,-0.019552480009103146
GNAS,-0.031480731291703014,-0.05369148354582134,-0.029213752710625148,-0.059385530976308415,0.06757161167224024,-0.08696597092198198,-0.08213317157681758,0.08499640825709029,-0.08022943344371404,0.056891404523462856
BMP8B,-0.03443427692054599,-0.053427694755610204,0.10975330819102662,-0.016379976509284973,0.05014124155628671,-0.027045155128722784,0.06306933802152778,0.020750676753324575,0.10556709016691544,0.030421987021033662
LIPH,,-0.013931307690621316,-0.01752562257576707,,,-0.0003945957287860626,0.0517110270414279,,0.04739960878781561,-0.031177830817417013
CCL28,,-0.01959611722216162,,,,,,-0.0218509191727609,-0.022830773245093635,-0.029582039529405846
PTPN11,0.041902016912286504,-0.05221459337341703,-0.03475841013726314,0.021806910410899355,0.0478877732056977,0.01938045341164598,-0.03454149711733948,-0.0358045608452485,-0.01694230836917844,0.01985424839374605
ADAM12,0.06647243067857617,0.09995061685768654,-0.022175766262867387,-0.0032274224542425006,0.12182278837684395,-0.012118867503929091,0.007896146456521851,0.07652667739057559,0.07625545193186728,0.039933915315467416
EPO,,0.05628204874504718,-0.017867070945882413,-0.011466896136598815,0.05866710739405748,-0.0036836746265681663,-0.023060081871244097,,-0.02427862992804038,
EDN3,-0.02087816989465558,-0.010184734165554961,-0.02224201987860305,,-0.009794070929831675,0.008331235244111715,-0.015765094746213373,-0.006361562570154382,-0.004003772669404129,0.11675575739828369
CCL22,,,,,,-0.025720803836156093,-0.02108809178542516,-0.009012682170872933,0.050723861934043324,
CCL2,0.04684980472528976,0.08853039815144495,0.031094413921371414,0.015283961578081434,0.0889938506349513,-0.04756328147933184,-0.0629512638242995,0.05358191271063268,-0.017540723293659084,0.002950390308059979
DSCAM,-0.022526684622843195,0.00408452679613499,0.000315896201227714,-0.016870381281417938,0.10080786124779514,0.03606421490134664,0.011777792959211435,-0.03457997455388421,-0.05330460086120721,-0.0263398013659134
GPHA2,,0.005895558631695035,,,,,,,,
ANG,0.00030381011835950455,-0.059914455861417706,-0.03036627784615288,-0.05212377747968639,-0.07616567758002527,-0.042489977255759766,-0.05571354051721342,0.03676707382672989,0.015568890253680006,0.004673433549111344
FBLN2,-0.01957585289293223,-0.022208539971836107,-0.016307275947767427,0.029922412010651978,0.07213643001003421,-0.003133443570557229,0.060775037535015584,0.05098671144656981,0.033976266044307986,0.024221971876997723
VTN,,-0.026335026557119865,-0.022974444558924244,,,-0.025977238503183217,-0.016215384695706398,,-0.03959439289372893,-0.031694905350085796
VEGFA,0.04755585316293162,-0.09481028676029175,-0.03779567338862991,-0.12764526600241133,0.016794965048197368,-0.06282934939578379,-0.11441129720131993,-0.029931246400460236,-0.08256253365025204,-0.06794448528568069
F10,,,,0.015182424233167669,,,0.03468306395775301,0.01990673190851616,0.01691578995822603,-0.006647545460150453
SERPINA1,0.0373293942475684,0.024708610275053455,0.014205291007967035,0.05627765353937898,0.1243676778470207,-0.03205543345162566,-0.05662856069156216,0.013305680166644476,-0.030178526192529902,-0.021656352500284977
VWF,0.062427008015777545,0.14250619953793917,0.02539499192384699,0.12049628273795952,0.1074687372884562,0.12214088609445732,0.16529474799107316,0.10103082500305666,0.12741721269156042,0.09634434844634907
GDNF,,-0.021817436981685662,0.08361983221899236,-0.03810262460307675,0.03935803880856768,-0.048557398209941566,0.04208420788198557,,,
VASP,-0.013665752499267932,0.08107321198396386,0.027077700309107333,0.018312320712072967,0.07529514752524424,0.03136336312057017,0.00793574931207899,0.01370309881596551,0.0681337774423154,-0.051034617291929756
ADAM15,0.0004513232239351291,0.032568060141251645,0.04296402908598304,0.014004230389142825,0.051739381664392604,0.05118228578118148,0.0489554240442085,0.05450557492448213,0.10780780240382408,0.02926705793637846
WNT2,,-0.024369420221563347,,,,-0.01313016407755758,-0.023683859189391476,,0.0796698657025106,-0.03827604875355045
CALCB,,,,,,-0.02467070658275025,-0.028049647366223972,,,-0.03012180909143046
OLFM2,0.02987943897236926,0.041513436830557755,0.0216080108105838,0.05461053086434449,0.04840153399970587,0.010852719179436913,0.04134137333630659,0.02822987066084016,0.01989408956736983,-0.030688910918558496
MFAP2,-0.016393380890408562,0.0754021272904613,-0.01565574226963578,0.09411054311503965,0.12817409548333905,0.03861054719584732,0.03374905518910417,0.017963847575997217,0.1127975769246434,0.07404439252146719
HLA-C,-0.042375462817327715,-0.007129425551603137,0.0030112966933313863,0.04735458737707228,0.04872179223829911,-0.06370490550998978,-0.06893564222588577,0.038923451982196385,0.026130795326029826,0.047637429524700854
THBS1,-0.0017651446372426746,-0.019185192875876667,-0.0066403140266346455,0.039873745644936655,-0.03164740911986347,-0.007350262639251579,0.013854985480202052,0.025407406806148714,0.024699156766127016,-0.011340300056278287
HSPA4,0.02931403525015308,0.015996039361480557,0.007494386095840294,-0.03198473925477891,0.0041389469768305775,0.014075131428317487,-0.011987568770837679,0.0006652596095241682,-0.04823608736692158,-0.01704728764835495
LMAN1,0.026753208854800224,-0.017790950506818403,0.008998207273623795,-0.0779333021095081,-0.047310058638650905,-0.0764065405542887,0.011932754617016247,0.0032582859514126913,-0.038786180913480725,-0.06522209014093193
LYPD3,,0.0766821255286428,-0.013099755850592164,0.05773123617987079,0.045585776336830926,0.007034201792571303,0.024456786830016564,,0.13281027635074266,-0.028476769788557094
APOE,-0.06814999838641586,0.006016965317642114,0.02982752654280272,0.06181321681302906,0.06979570458398161,0.037160862686464506,0.12283188009760576,0.055892393247219355,-0.049587063807726685,0.06185589142108196
SOSTDC1,-0.014866452008626296,-0.008775327771782311,,,,0.047880939192824004,-0.0036098309074475876,,-0.04048812414940619,0.050359118271430144
ANXA1,0.007497109029915384,0.04769167784987103,-0.026732201316097996,-0.0036584723198337253,0.03815974759893081,0.010517768288455782,0.0043248723278452245,0.04286073000168048,-0.13251210357937301,-0.09995324756638439
WNT2B,0.026404185534426673,0.024824857207394958,0.015784404967805025,-0.00019393513547431144,0.10824590149085309,0.012188485804387082,-0.0350332674003415,-0.031783319724779754,-0.02627296288782649,0.012622585296832618
AMH,,-0.025951778045254965,-0.018202672145377245,-0.0009953667472365566,0.08938680889832284,-0.03050418046859538,0.015052058822833603,0.0018794738516916714,0.07680423840654757,0.12162586191066144
GDF10,,-0.016124022197401798,,,,-0.0350434440385597,-0.035514733581695976,-0.027578310450763307,0.07006131280023208,0.03290663295160818
EFNB3,-0.019325181813370854,-0.05334243430388991,6.237099251048655e-06,-0.028563049668956536,-0.007980169595517837,-0.043918826257888594,0.07552781681680229,0.08491605950852789,0.03207129256744019,0.1110073005719436
LTB,0.02171194967274529,-0.027458497114840462,0.10233500115931045,0.010764855393992022,0.1090662688026691,0.0571253644971384,0.05108589330885071,-0.023069551883263442,0.08851875926976038,-0.046763366789226456
ANGPT2,0.07054487047051244,0.06848022126514507,0.08259894300944978,0.10716488799744521,0.09912449761757432,0.049325869719275675,0.11703989252819305,0.07068986633276086,0.10557748559172521,0.0955106584263248
NRTN,,,,,-0.037472612123933026,,,-0.02757832034435229,,
ADAM17,0.04714777394852182,-0.04662998815496162,0.015108029629562246,0.05382828835165436,0.06361624584527399,-0.03852900318218302,-0.02131689389554956,0.011978972530897948,0.03872150947836216,0.04042140465502389
LRPAP1,-0.0160338863285378,0.003522125004070409,0.034863642756535466,-0.017495756276542856,-0.01090672835945834,0.027708356410214522,0.07189087301075431,0.05439589276649963,0.040077030007131476,-0.017642030295258328
NID1,0.012297614252665708,0.07390709143914967,0.010353163405726177,0.09304456836888364,0.05749789847337321,0.04573752090931839,0.1203289553459309,0.09780407220334439,0.09794843123795273,0.12395371624999908
MST1,-0.038405639139441054,-0.0052265302324301975,-0.022883718408082152,-0.019963995176752403,0.097840688501743,0.01569625767830043,0.009256004783995245,0.031786086425419975,0.056406155512139164,-0.05852109089542881
CCL14,,,,0.21954711555568082,,,,,,
DCN,0.06178652080859757,0.13126352126304228,0.03305698127139148,-0.11246952132596881,0.03924403514870336,0.09408802643560966,0.14727147406518204,0.11271636112947532,0.049537097500141805,0.10056281155978644
IGFL2,,,,,,,-0.004374593442037436,,0.08609743374002209,
COL7A1,-0.024000413339925194,-0.008422726504895199,-0.020573988333047587,-0.02547026950490995,0.06072761292175613,-0.049336049594223996,0.011956101861559628,-0.0025558256017907733,0.08628702451411031,-0.03518898687382062
CALR,-0.026662263099946626,-0.030880537748004304,-0.02378803251742253,-0.06466782944826803,0.04245832262475559,0.013898030130999148,-0.040925405938739785,0.06666190685205556,0.0969794530388433,-0.05103212432835849
PIGA,0.005321790733517583,0.001053704705727677,-0.04527555527828798,-0.04851547553735847,-0.035600264778783246,-0.05255671129688965,-0.01258804893010164,0.06407905758538945,0.05109552891226571,-0.020774539788421358
CD200,-0.007651193156209946,-0.019065832161285944,0.008268897211286952,0.04597471939761671,0.06470069882008635,0.04531325003802574,0.10784880731766405,0.08473621043992496,0.07123223218549814,0.0810473201634851
GRP,,-0.025855238590760398,,,,,-0.021540687259793277,-0.03017964563512009,0.07768525512812274,-0.029217545815691
CDH1,0.01127794454339197,0.004492137910027145,-0.010584817242783633,,-0.006544034324578993,-0.018077067120035758,0.055013066922577784,0.06766568278768943,-0.04885000539011271,0.073368483574122
LPL,0.04556094958231362,0.011086961120898553,-0.05428337123223736,-0.0205245598496336,0.02922951740844384,0.061244191419820265,0.12844715932400683,0.031831257071232306,-0.053575431433885067,-0.04936902144673715
SEMA5A,0.024776811449898788,0.011517597217288088,-0.03076566715344201,0.03210649362813638,0.08280253511345567,0.0010500144725633775,0.10914879213277102,0.05659360819154091,0.05561053760519771,0.044168091287443714
SEMA7A,0.008485656160822336,0.060056355430480456,-0.024188343750945234,0.004208284684467012,0.012067981083648186,-0.02538310161972378,0.05867091815122345,0.06338569848779244,0.08044697843675051,0.027320560421078718
SEMA4G,0.02636137298525246,0.035324644332611996,-0.010308354315701363,-0.033702454331314816,0.08310384176449978,0.020157209931111694,0.09129057748583656,-0.03460069616890043,0.03072433160104375,-0.016510930104922706
SEMA3B,0.01349194359025988,0.016607108657370747,0.003054577183517262,-0.04539178908603245,0.06107965427094101,-0.05782344929125778,0.031920218719076514,-0.025998938812900413,-0.04591477855739381,-0.010187081407686874
RPH3A,0.013616508348356314,0.02411037751625321,0.03484964493224966,,0.11046524955806211,0.01392436206736896,-0.0018218622632630108,-0.009484743696189145,-0.024479994008941842,0.08466033994677882
JAG2,-0.04072029439869426,0.05274273992491969,0.03257671557451557,0.023904730228696377,0.05425023122083908,0.006395807491536109,0.07873521559399031,0.043517380421709544,0.15651952547727832,0.08427427619020889
CGN,0.039241004087592714,-0.005706820407464999,0.029969829172683368,,-0.018259685417686834,0.04132507495898706,0.017122382286665246,0.06450327208968165,-0.028645751330675793,-0.014283105460118314
GDF15,-0.05505264679992632,-0.038594583085657705,0.004256151184139999,-0.01292584433698602,0.051228885037746544,-0.012721510297987406,-0.03278579163854087,-0.02484737299265336,-0.015380623836318955,0.025781247719316457
SEMA4F,0.010720637114454444,-0.019899054642646394,0.003372949329861343,0.06066527231097063,-0.014715501566897238,0.027331099093776515,0.01950147373049647,0.03720661069719337,0.012767207240472022,0.04436031047217617
NXPH1,-0.013313309138532948,0.04147962117098365,0.07499953041866306,,0.010246615897644955,-0.019015150506640606,0.06762681057424455,0.09229597098214246,-0.06795965829461212,0.02868339165713977
ARF1,0.004840993293669294,0.029583222824772888,-0.0033838684184230167,0.06938817265876936,0.006483389460187517,0.07296295721852716,-0.016567397020642638,0.02222208717243771,0.04020581196936553,-0.03377702800695624
DSC3,,0.13193116228616436,,0.020489850392175022,,,,,-0.02427863729756409,
EBI3,-0.021794754744740182,0.05733631314780791,0.0030500008278086877,0.11797610626318036,0.09170442912020654,0.007428538361651198,0.02817401081815141,0.028721353606655918,0.042831605851614586,0.030543627561897116
TIMP1,0.05409690808560719,0.06679962021982125,-0.008251486128175603,0.01711545476754896,0.15669040269795248,-0.03934255912576334,-0.04711849203356426,0.09116138476343913,0.06811091276707747,-0.03317017585440893
SEMA3C,0.018701960539573324,-0.017849548536385904,-0.027326947975387386,-0.014275247225145655,-0.013002992993570486,-0.05696314690909422,0.036786561765291416,-0.029228699363486745,0.03908087481044778,0.06297434253537991
GNRH2,,,,,,,,,-0.026309212405218725,
GAS6,-0.016807837798435685,0.009074921416886523,-0.018651651312473025,-0.009199737755888691,0.03804470228254808,-0.008774589140452553,0.05351119236959074,0.07886268885781803,0.061702802219219643,-0.026836594311991438
MEPE,,0.01366114595472972,0.0022833832817106083,,,-0.017312825520206226,-0.02020099418067884,,0.028102013861529794,-0.013225806622369746
SERPINE1,0.02805038548402423,0.03531252884387205,-0.027558586292072227,-0.09592942256809835,0.037150934876780416,0.018232591884056164,-0.051593284950055135,0.06267253279519448,0.01140949327605582,-0.0847578705223903
RSPO2,-0.0157072590647212,-0.03171423246893876,0.06235763872621078,,,0.024146182962093764,-0.030925427734057178,0.09860539999045001,0.00196318231177443,0.010918499465185683
SHBG,-0.017646330074031484,-0.01522055250335838,-0.02368738405881326,,0.02311548259969347,-0.03405219417151481,0.005174546385690963,-0.022403440379364592,0.03313385264588822,-0.03529709235815572
LGALS3BP,-0.03332598983867352,0.01887750315371945,0.0017060779079400897,0.034459556184054524,0.08963309135178317,-0.036201985340760114,0.021280533519602567,0.04405954122947151,0.005559950339855131,-0.021022334595630607
LAMB1,-0.023913597274453954,0.09636655524147571,-0.008940412744600702,-0.05116389379419025,0.12465965890286637,-0.039536664412503204,0.05424663955011395,0.07384121841931478,0.11558319913342902,0.06252637601803686
SPTBN2,0.011445169049779231,0.030445924057011683,0.009641203218146474,-0.012413126751682506,-0.0024817017485070716,-0.046264286205558385,-0.02703643832373816,0.022070963561211365,0.018248327356123303,-0.0056801745312645875
COL1A2,0.09525747580032154,0.09233029942861769,0.013976570199998345,-0.07994180313584694,0.11882511162410822,0.049453172168106525,0.10625331903764774,0.07280989336880049,0.0808135140628762,0.07493700750852102
DEFB1,,,,,,,,,-0.051993778743680406,-0.02427451227148035
WNT11,,-0.016842483574427355,-0.020008011471108287,-0.01616066811071899,,-0.004733112792110391,0.0224498038399123,,0.1659705018601585,0.001230465508165681
LGALS1,0.0073827303144629606,-0.020540672379384194,-0.014671798915628403,-0.07746268437152846,0.06380709720200417,-0.07534954209747013,-0.12568001984090854,0.03731165610827438,0.08695081895102622,-0.06484197847412254
BCAN,0.012755372849775612,0.06542999190052422,0.01975932124714632,-0.016304865583063537,0.07561068668063452,0.05467052488591752,0.12160402640598865,-0.0031666187846945797,-0.03377352864761222,-0.038361809811940005
ANOS1,-0.005772501497526121,0.04628533076108872,0.01674694721095909,0.1105102257986597,0.05887167001222315,0.00013440909445240206,0.04487412184905979,-0.04788346056846178,-0.0657932667931359,0.03847922502889713
EDA,-0.02211253893587402,0.0985422225630701,-0.027482930502112122,-0.017009078601621926,0.019682572948386032,0.011841558560644285,-0.03551473154076751,0.026993594826187208,0.011384364774179765,-0.009833808338785372
FGF22,,0.0020668814414257536,,,0.06470292413445379,-0.03464985925078505,-0.02176370669222812,-0.029547989865272104,0.009756347145455504,-0.030299937020593106
SHANK1,-0.01872109544564575,-0.016842482493160733,-0.024123850701214745,,-0.017986893802169012,-0.019259402068564326,-0.027694392827721567,,-0.04328391509859477,-0.03287538388953082
NPVF,,,,,,-0.00788278439123383,-0.019672608350802433,,,
RAET1G,,,,,,,,,-0.030272839190101358,-0.02007024188964699
TGFB1,0.02044576707447927,-0.01655855439835101,-0.030825895051614233,0.03739978531516557,0.03139136197076999,0.055934174455167934,0.02985335678953221,0.014976036910461185,0.08404774870108461,0.028113293946140608
MSTN,-0.03122666931772729,-0.01887546975340033,0.09619735275819212,,0.03131263820818873,-0.029123422946226284,0.0568361929238118,0.038354790357661143,0.001239959447572767,-0.027139125310165158
WNT4,,-0.011348427817733474,,,0.043689486138562564,-0.006550843513456779,0.03671850888219354,0.027523574937514044,0.06016873963106622,-0.03314474821115363
TNFSF4,-0.006557671000071887,-0.012421716306930654,-0.005015027919573196,0.12860326090357027,-0.035694181663816785,0.03208073092725161,-0.029675565803201527,-0.03279598812949617,0.05631091141273927,-0.0011497975441812683
