,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916bulk
EFNA2,,,,,,,,,,,,,,,,-0.016055734235042148,,
HBEGF,0.0368418140631988,0.009776822353984761,0.020874999378303557,0.010291135113498412,0.055015925161775545,-0.03206826996682065,0.08700575126138495,0.025999006962818337,-0.01212726723550209,0.02164834838320007,0.059527413483741985,0.09579437022703645,-0.04358560440819863,-0.09218768770111928,0.037552779008998866,0.030039424406517308,-0.012942099793719518,0.06713332724557255
CSF3,0.05590580983211765,,,-0.024416531221681345,0.10766274529532753,-0.03347014670359139,,-0.0011844540098435968,,,,-0.012066457983250508,,,,-0.02999320687162929,-0.019379408756106446,-0.033276353189477775
PI3,0.006802460292766341,0.036738267696672676,,0.009017742827882518,0.10564011625191219,-0.0077073916460764546,,-0.006473348801138553,,,,,,-0.058300026697509895,,-0.06259462085026814,-0.046208556947683416,0.04890600226782439
PCSK1N,-0.04433941269764357,-0.02114393033077451,0.02357741320000338,-0.026327824382523853,-0.07284472686493373,-0.03681098904821595,-0.02943650632589441,-0.024378896671399343,0.0005576215331427288,-0.032533895265073665,-0.04363596339745468,0.06727717224628259,-0.02822509428142484,-0.0357964863914951,-0.04087574690993333,-0.04451450202314046,0.049361170670853695,-0.044394255733615606
NTS,,,,,,-0.002630128528578757,0.12584248335568757,0.038741281151989,0.014589348697657243,0.02134370928715319,-0.023389121655541977,,,,,-0.019560865374298346,-0.027182769804032093,
SFRP1,0.004327930232602471,-0.0008742925730703018,-0.01597550942236645,,-0.017898187471504318,-0.014408329821357601,0.007901462581981,0.043632657261039445,0.006422309233298205,0.013138683473617267,0.07037860751319314,0.08853662862554544,-0.026683844580812528,-0.09029647885183009,0.007675524738987221,0.03581841554920544,0.047165211758852646,-0.041514929872561994
CXCL13,,,-0.031969935919464905,0.04237519444289447,,-0.014278838855742574,,,,,,0.059328493336816515,,,,0.02286604926052808,0.11231068881422628,0.06833567277875285
MICA,0.02225729201302006,0.02829698370863548,0.011485723846025454,-0.019659599820933526,0.05666030696567954,-0.01699658282233849,-0.007648947364204609,0.028558044573212357,0.013394792208825723,0.003909904782964376,0.003374951768872073,-0.013257918158628895,0.02135495993962159,-0.0690484996332699,0.03836502421337571,0.010296996564649616,0.0295753287588685,0.024952705932655698
TG,0.046701802613157255,-0.022884832579532076,-0.017978134411990317,,0.010047265500829804,-0.03055951462958995,-0.020390466357959745,0.1001540170650628,-0.023277748836717266,-0.013123570946693516,,0.042591907835569785,0.007568145239167262,-0.036242042919151,-0.023557081702650327,-0.0067606475733198185,-0.01594955120152648,-0.012815556497765727
ADA,-0.017856502581122723,-0.01374514130034096,-0.028313750936241326,0.08027826837373365,0.004491089915264415,0.020021817868640643,0.05016472391758022,0.07792660529561454,-0.030547776959525156,-0.021313734615708256,0.02251025799305838,0.02171869102944025,0.0031930221230946562,-0.05902185374323731,0.03911193726936883,0.07099353225492634,0.0375691313018633,-0.017961385200438027
LAMC3,-0.00532778068154932,-0.05113213943195527,0.00970212363487763,0.008047530845355842,-0.051891179917615625,-0.037518861999178824,0.00015907156614317465,0.09811750352274934,-0.032745476490549666,-0.03239906642215614,-0.032370956871172585,0.07603215864944286,-0.016842614633929907,-0.08170244816370724,-0.021427273924577446,-0.00482696030444321,0.06290961734168282,-0.039325550026204636
CCL7,,-0.024066394865191233,,,0.06812222367337753,-0.018931104062003493,,,,,,,,,,,,0.009998143002575656
NGF,0.028765123852874986,0.026759761562727684,,,0.1555658393200996,-0.002420901560110716,-0.01945797397569303,,,,-0.023389137055726743,0.02662176387837186,,,0.05527454764993706,-0.015839918154989,0.0012634789976569728,0.1128778452631116
TNFSF15,0.07941545623529836,,,,0.0029042073515347534,-0.01401652520627122,0.11741058395917663,,,,,0.09635226007989531,,,-0.0289208286136279,,-0.012034280134144542,0.07284839273478032
HMGB1,-0.005509125380159561,-0.05074893561178881,0.014423015277208448,0.007497151655337426,-0.09111425040517417,0.0049372788461365105,0.08083511071734971,0.0788538726112916,0.03328666273086813,-0.01783762070556252,0.0036214469786828023,0.03513412995536303,-0.04592250303914382,0.13758856511761564,0.026342990976251545,0.044513406551491434,-0.0065396211345476775,-0.022524491073835227
ITGB3BP,-0.007446098219916718,0.03950478848033871,0.051072273037599335,0.052038051813012486,0.07105340879160098,-0.059931749247738725,0.032928798874082836,0.054844999010260735,-0.004025390873392223,-0.02414390779748391,-0.039829326841781955,0.06404358063439612,0.01797759673312528,0.1390074544635238,0.0733736941616992,-0.008155108948278002,-0.041390453119145375,-0.023815241902059605
AANAT,-0.03971644182706315,-0.0031055555477068207,,,0.0262557830952568,-0.01262972747972864,,-0.0184780995932654,0.005578976096937108,0.11411533753008832,0.0783882801785361,,0.0491901106291664,-0.04959999366553054,,0.05308875633379941,,-0.020318500272719316
RELN,0.10724987806013916,-0.034682328081785264,-0.009935127627218019,-0.02749674482036812,-0.012478758341327695,0.011181501483445416,0.024578605710460676,-0.054220541896022705,-0.02647811471047349,-0.040180048784034215,-0.026437155708451402,,0.008441601938840389,,0.00098677211261958,,-0.014536106219093087,0.04677886173734317
IL15,0.02418078169295497,-0.04289541721667745,0.0508203312223594,,0.052708509485751114,0.013654990120745412,-0.016811478762175973,0.01885755470012284,0.023394928950332884,-0.023296763048481918,-0.04506084100832277,-0.011949480279270147,-0.0185367236855887,-0.05716914772584493,0.026082313963835455,-0.02804674918438646,-0.029355313048465385,0.00012632990109474887
UTS2,,,,,,,,-0.014700850403792511,,,,,,0.09724513893841477,,,,
BSG,-0.04137111024571634,0.03014955311819341,0.014518497708650657,-0.003101191518284836,0.029897465624459812,-0.060120016292699856,0.008740937796890884,0.016182974653167523,-0.044446023522487325,-0.019179662494825313,-0.16686896901850934,-0.11513799596704023,-0.02739633012378954,-0.16082315250452794,-0.09022884016701078,0.014128830467038998,-0.03411881618863417,0.02995638638978242
ADAMTS3,-0.03185650621361087,-0.04046164703845398,-0.03158888560547719,,0.04545039878545242,0.0026128006798089086,0.0018812237467429132,0.08218450974090424,-0.07099448462794367,-0.04771861642823424,-0.03530953420437679,0.008599504006593013,0.03598341304890612,-0.05073106225589551,,0.04464292053742412,0.0068334462759239946,-0.024683180301774486
CD34,0.0631217858728891,-0.017334485312440067,-0.004468081156216911,-0.04048529559075841,-0.01610280908727832,-0.00987246844830062,0.06430378719695748,0.07278529437317095,0.013896801659790235,0.0015112922005114354,-0.021746438739540665,0.10551785605401579,-0.00130954055182836,-0.012827146898658432,-0.054491016587338396,-6.383100556865511e-05,0.04395387738693947,0.035182088560019996
CCL23,,,,,,,,-0.021025144131886657,,,,,,,,,,
PLAT,-0.057686668893157114,-0.07012645127930149,-0.02075054109552432,-0.012305093356582395,-0.05046021686001067,0.028165708589822074,0.029775505352782543,0.11326262082819409,-0.03640953631901085,-0.016169721278345706,-0.05879620603053775,-0.01383936440665096,-0.008506251657141004,0.07061146518851462,0.06642551005909136,0.046088194065342036,0.020785068704330535,-0.05172999597666035
NTF3,,,,,,,,,,-0.02441979801064147,,0.0168060809675865,,,,0.03724251624897557,0.08624428426451973,
LTA,,,-0.013221176556206722,,0.09300802216890364,,,,-0.02016144603333662,,,,-0.018536725973770523,,,,,
CKLF,0.060844789251936725,0.03364919522531202,0.03595940885121549,0.1186025351062714,0.013415148896220818,-0.008242470625679985,0.06454387748396281,0.11365920846974571,0.02686098676293898,0.03819178370139904,0.01942259884743773,0.05636367445105316,0.02937088787091714,0.006331333969089627,0.02740988270870094,0.04292982662472584,0.007121015260727823,-0.03165674056308946
APELA,,,,,,,,,,,,0.004734338015824045,,,,,,
CD24,-0.016363659959892626,-0.02724381706657104,-0.0007562044412930714,-0.05621662984557278,0.0677804070128732,-0.008581770730278614,0.007492562064871675,-0.042704509952640295,0.08856052331810739,0.027574175207234118,0.018010142111375933,0.08330788032352811,0.03179131051858779,0.001038198369544105,0.03926478433051126,0.020352317395216753,0.028601115199971557,0.01633381347175166
HSP90AA1,-0.06729196411996116,0.053338228923446224,0.06477486506794809,0.052958979478700596,-0.038525419358970116,0.011449715265676216,-0.020548241728785974,-0.09000369265916607,0.04736656372068015,-0.000728738222378224,-0.03195196037642486,0.023668472384128537,-0.014637442237046154,0.10461225951283896,0.0701253610346021,-0.05168387711714418,0.01566674508917614,-0.03898185200378208
BMP4,0.003806066427312417,0.021732518855748815,-0.014015222175024121,-0.028010350880165073,0.12679680599566498,-0.024510026360930248,0.06365371726988182,0.047803828670728694,-0.02757440445121992,-0.027433269882891145,-0.03507329673271199,-0.006073620479051138,0.006191786718987086,-0.03748668343002887,0.11272087369875343,-0.022103793841956234,0.0058762781026287896,0.051139383585824254
SCGB3A1,,-0.0240663924585839,,-0.02609885731548895,,0.08397503518433537,0.012411264954009514,,,-0.012760405459729552,-0.024606600840381708,0.023032371546220003,-0.012934682246548396,-0.04103195490160102,0.037370541786203366,0.02354216794331358,0.005717855764274024,-0.027823651349798587
IGFBP4,0.030196608712241845,-0.032664275252570464,0.015800848269167743,-0.005866972326621824,0.00370636038768316,-0.024973189299751165,0.04577601792400404,0.09146577529753709,-0.020379367308818497,0.019354767352021855,0.0050662488412974716,0.041496538400566906,-0.002411792639792861,-0.04687204810547899,-0.04008469066386664,-0.01305483696268158,0.04004205222326838,-0.0032115379398170766
RSPO4,-0.027069448135322742,,-0.02137354189986207,,-0.027396310413138957,-0.017359119924922294,,,-0.023448989134363447,-0.012760403593231592,,,0.0013815544589242555,,0.002662650233816492,,0.00483494665046485,0.05450491816979465
LEFTY2,-0.017658777982293875,-0.04431160253700022,-0.013383552719984752,-0.024255223265149298,-0.03999194143636428,0.0013187479724936807,0.11729464057079103,-0.027717891187611848,-0.047659877539430615,-0.013991938603143352,-0.023389137055726743,-0.02911817278757578,0.006000382147560959,-0.0607535466320523,,0.026690851684760306,-0.022888566634103626,0.043891373510694165
PF4,,0.01850053934332864,-0.012026457023707748,,-0.012183925329243934,,,,,,,,,,,0.013203183698218485,,0.005103047566128855
ANGPTL2,0.03039879750790473,-0.01535884618709085,-0.028691056641413883,0.04608619402062495,-0.09303606803331406,-0.02399144351252234,0.027866223055652943,0.10430454387248661,0.011507680813996269,0.011671382548261305,0.027988047430212586,0.0014883314807646565,0.05717618370947258,-0.1006733527015441,-0.03872261556072844,0.045587088160677185,-0.009496869113451918,0.00944732958342464
LRIG2,0.02680328235116382,0.004541006047189066,0.001153506043645703,0.06476820421210712,0.01042545831944212,-0.05740102613401939,0.07987021730040168,0.10358094569123742,-0.039993320726364474,0.009799971164746676,0.018831129684662547,0.06737808814909375,0.006191228857990759,-0.04002230976366012,0.05229766434567853,0.021966077236063013,-0.03061379645980007,0.008778834919240164
ICOSLG,0.05690294020221675,-0.024712457168564718,-0.04510039303493504,0.01875515247314444,0.06247629307787619,-0.02434144088531583,0.03754220296921588,0.06309084462328264,0.009021798994174794,0.023251564695943333,0.06198468118916957,0.008109519643540399,0.03774096332376897,-0.07905024642480495,-0.02072437011467795,0.05771019842208116,-0.02248376638843055,-0.02088463508849856
WIF1,0.008944607155412435,0.036546830036870655,,0.06032017540069871,,-0.021237208781701277,-0.015683719685724906,-0.09727846730955432,-0.01809502950967498,0.03572114560195227,-0.023158379957003837,,0.03480566048067896,,,,-0.015645715708879966,-0.00836007320716709
NPPC,-0.05524480816021605,0.03660406394708461,,-0.016985454340600788,-0.01890027281993122,-0.030281647182323027,-0.00306371853891253,-0.049751551947811626,-0.03529765311743143,-0.0177338382528212,-0.028749511740403272,,-0.012053900160685523,0.03949631785351735,0.024436441261581808,0.10878176637603977,-0.013773760125095043,0.09956323493337364
LYZ,0.08925568946348163,-0.0364511109620994,0.0070751449795430875,0.01342478729171117,0.034134987003267905,-0.006561271675852034,0.0499471899806794,0.014697683563467552,-0.0014419962226415123,0.06358033364787412,0.06693299209424203,0.02623795264173567,-0.0112493560582795,-0.005558768443335007,0.04526370088008512,0.0010111422881622077,0.06093562337553698,0.03615515530815044
EREG,,,,0.0630563862199883,,-0.024428400523959618,,,,,-0.024060586827226043,0.011060290164768793,,,,0.03129693441487729,-0.02096285336347065,-0.023106793076919322
SPTAN1,-0.06078009753769624,0.002506759952806361,0.03596128060895382,-0.027660241089920913,-0.08462554306029815,0.01285925259226404,-0.01191750895457992,-0.08554902880851879,0.02290044201429159,0.011197392260671542,-0.1056795454297543,-0.013957058436938015,-0.011054721761357307,-0.11982789409404604,-0.01395023512010377,-0.011437174815794194,0.0335447393593998,-0.0017203597356239306
PTH2,,,,,,,,,,,,,,,,,0.0012674429647801721,
LIPC,-0.0010775057877266264,0.13260413911976238,-0.018100460569545656,,0.005648017530182341,0.07162726376980218,0.01722342189870322,0.0431926092117701,0.08099247647626083,,-0.018335148484434436,-0.024359870537849538,-0.029119463049749973,-0.036956964137058845,-0.006969119174903855,,,-0.014930703135970641
COL8A1,-0.0051198169971223995,-0.057845585755273564,0.005882654537839566,-0.030484484842138535,0.020691903713716715,-0.04507497709801336,0.01111037009678386,-1.2938822713821576e-05,-0.05252706220237342,-0.04115682182665521,0.007665855781584912,-0.07399176093222835,-0.009776324232020336,-0.05996894547222168,-0.03733286800813352,0.02080689649017555,0.03759955245800178,0.020516091872811722
GSTM2,0.026228041919589794,-0.021725871118457918,-0.02635307353723178,-0.04062870014629783,0.018639723156270903,0.0015311017960566835,-0.014216369002935129,-0.012239258811254622,-0.02395582404153765,0.008273586471625023,-0.03826865977723408,0.02808917689112875,0.003645309204794399,0.005892875914316322,0.14638360304960976,0.003302301360590606,-0.03573212963512709,0.03847372543196018
IL4,,,,,,,,,,,,,,-0.035327330612458636,,,,
SPX,0.023639844774821558,-0.04943202901173318,-0.005061642520551656,,0.027790180094989094,0.0364911555960286,-0.03285946598587439,-0.05019082454557293,0.027444687117374047,-0.01851565580581034,-0.026265456483533244,,0.01505024477157675,,,0.00409187561816174,-0.0325675835949896,-0.02869892676454958
MFGE8,-0.029247531738862638,-0.03233743630286202,-0.0246424763986706,-0.01300284323798093,-0.0145727440120609,-0.08503298727568827,0.06020207451537109,0.02954639322124597,-0.03639089393068493,-0.0027305357759092952,-0.0860179881547027,-0.03828694526944278,-0.03467045884230591,-0.0762732910754729,0.03460368752348544,0.011938141490106826,-0.0072109049242439875,-0.022145864446145018
TGFA,-0.04309486268018125,0.01220276216597998,0.012673595316017576,0.05170951856861808,0.06379802827429998,-0.00353820620449434,0.002231496319908195,0.012098024186275261,-0.04691993471448607,0.05449639848686593,0.07034734187990963,0.025585378902661028,0.052178871983073555,-0.0796096645049216,0.07727031394080415,-0.023285767250853438,0.021088757020552833,0.03815033313684812
SLIT2,-0.019882796545027698,0.01780237657650924,-0.020762595703726586,-0.01939850247737059,0.0028891080826008533,0.045150802263912306,0.04108583675234635,-0.004621113926366608,-0.003966513414233109,0.04282186212367473,-0.06222825788191307,0.05531771609513721,-0.00546724639013016,-0.019176892026264963,-0.03594681685325518,-0.02515937961935346,0.003170833679964623,0.04849508505005877
PLTP,-0.03834968932212145,0.010767968332814829,0.05392334954129441,-0.0016466544069800907,-0.07984227676388228,0.04765384098449659,0.03225717537750744,0.13463054860678278,0.05072575136503321,-0.007411681723268296,0.035694162029867915,0.0075069387316840635,0.0015734850883654652,-0.05809023249164072,0.006714205266307184,-0.011783330856768191,0.04892096417582763,-0.007528020843930848
APOD,-0.06448108024352836,-0.051249660558836174,0.02975294983720645,-0.014195273274686396,-0.08803071407632497,-0.030094947969977658,-0.0011219624376922206,0.044214295356048164,0.014255520552338667,0.01178590570247801,0.10142819622819217,0.026360426892876963,-0.0003314886300095412,-0.008390473273394428,-0.04768336094344839,0.07403791024357305,0.027390046661001685,-0.07725867291358797
B2M,0.025109396972085855,-0.12794538167037153,0.03789688607637638,-0.0390473843479739,-0.05117482459077415,0.04095409613090996,0.0421706815527328,0.1355237750623143,0.06042375283858064,0.07449683554992602,0.050960398381652644,0.05000234799611201,0.01719657575528717,-0.12720110513485317,-0.03284591028137195,0.07196795741624679,0.03396779164224064,0.02626282924756037
OMG,0.059239320569879406,0.013489924087394996,0.012406207063042107,-0.04823809246963919,-0.09528161407903744,-0.01884881203231229,0.020306477157099444,-0.027062635102163484,0.020793329500529666,-0.03198537684101866,0.018253943230231325,-0.00302804442864357,0.024937392170755402,-0.07421329698213301,0.049438308542357,0.025813747417783243,-0.028784687364918706,0.036773731460381834
CXCL3,-0.016530646856553324,-0.01653306247666531,-0.024725251104319338,5.5588169866776485e-05,0.17988466143795354,-0.057403028705857416,,0.07420472408043505,-0.05403160681249123,-0.01365093459291027,-0.033871165928395376,0.021857046839626523,-0.01334979944988987,0.0029172084532349215,,-0.017243867189501032,-0.030563192015165653,-0.06230760920099222
CXCL10,-0.06076075675879892,-0.06924738071898698,0.009378433019094858,,0.028972563944082468,-0.0344163675753937,-0.0070419717694334945,0.12228203298355331,0.0034807755530111414,-0.02073676878175022,-0.03506845437312746,-0.016203962023721187,0.07462499782162495,-0.012893825101378714,-0.006821832582372556,-0.01973867966675968,0.043881506414552726,0.06685727901716791
RSPO3,,-0.032691136277855484,,-0.024416531983260183,-0.014149252298685931,-0.016806474872987906,-0.026227998720531893,-0.03034201932184181,0.022569836066731366,0.06274803405790179,-0.017938114858624066,,-0.013950283132954027,,,0.09510054491044369,0.02227313830917571,0.027256938106901645
CORT,-0.011163401371722123,-0.00939612693983907,-0.021478490673849212,-0.032404064493293666,-0.013871427076308646,-0.020397194787383333,-0.019487227200571788,-0.05251366238757868,0.05935432763753797,0.00817991231993671,0.01444702525255033,,0.049341771838557286,,,-0.015399746978751705,-0.027991621575878072,
NCAN,-0.061170266083640144,-0.03880883099619968,0.03770148888299348,0.01717127576891259,-0.091385403368182,0.00756905086629789,-0.016960372977899728,0.03633129900478889,-0.040581242854747235,-0.06672781590953407,-0.058922776920368625,,0.0469474820996952,-0.04126931881358805,0.005418617118364914,0.07770486476423427,-0.0294373383842772,-0.04541893374024766
PRG4,-0.04142010643892185,0.0031738136170165955,,-0.027300836979664917,0.006504740123584036,-0.012033375670715328,,-0.026284432261346205,0.07340768971020958,,,,-0.016310187049293812,,,-0.02272326903996887,0.04783615021649118,-0.027935041426192124
ZG16B,,0.008009123814075328,-0.014471886384454293,,0.02004238330152843,,,-0.028378268514554647,-0.016020099098954278,,,-0.018419696325628093,,,,,,-0.01712197413795798
TGM2,0.020570151997786456,-0.0011017283636827653,-0.03413859101399955,0.01383319451779222,0.021699109928512844,-0.01877255359725562,0.1253078235320558,0.08117392245163042,0.04323846968139306,-0.026084581454084925,-0.011844341802749198,0.04081015412889268,0.0039870969306867645,-0.061947288343157145,-0.05232437008458694,0.015580320366174351,0.005980625532019584,0.02752119052448262
VEGFC,-0.009013233897622456,-0.04595419317247795,-0.018582459423105012,-0.007215570084222077,-0.024888837850598096,-0.01852335263248071,0.05067863182238015,0.10353160737347848,0.004770929592967531,0.026654787005180043,0.012932424455468565,-0.027615276351066392,-0.016645196005630976,-0.04004600401767942,-0.003938424755704618,-0.030855480379700345,-0.02872514489272567,0.021656968257700505
WNT6,-0.0376925648468389,0.056638601910369034,-0.013383553071229445,-0.012747548488769567,0.08468188328115811,0.0058587630008883305,-0.01724339722582455,0.03675084121904396,0.006246038204115001,,,-0.033858016743664614,-0.014527086542477146,-0.04479745724831687,,0.05995342217505015,0.010609000551244406,0.010570390531757946
NRG4,-0.02808983641455056,-0.022165994582649944,,-0.018301503242731908,-0.016995680957773547,-0.01713997000786882,-0.003910640359109986,-0.03273892782019573,-0.021350449538959062,0.018502000942354702,0.005077005860431907,,0.034660511699785373,,0.021171308161059825,,-0.005712647916937305,0.03171522448243039
PMCH,,-0.025547501640049017,,,-0.02354917174613395,,,,0.025526154320432475,,,,,,,-0.02160666888862826,-0.012796412833528368,0.02831680558309837
COL9A1,-0.04376046018876128,-0.06156596562287098,-0.023077921378496694,0.06475029268371478,-0.017750748318271524,-0.03344660756121477,0.04884714914187994,0.059237033903216975,-0.00142251387413042,-0.02703053466153117,-0.023727040392744998,,-0.022126990463015868,0.008224089235928505,0.13374946467633497,0.05464355200087324,-0.019366449621697764,0.06567154612762702
GDF11,0.01776283660661617,-0.01851084743359871,-0.01648419157123927,0.03718159301911468,0.014844031701745398,-0.009684372734492375,0.05646768553191849,0.06857679606419174,-0.05943246706216939,0.03561962769700359,-0.07255682091900793,0.05248676958460462,0.05729313387033031,-0.006752252973156225,0.06636942468616112,-0.02090636597717422,0.04621488623820012,0.0030036625982068047
