,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
BMP1,-0.01782936012196277,0.020200552537627956,-0.019953289065798897,0.028466248856631286
NDP,0.032668595763160925,-0.03014569317122032,0.038139526488788975,0.03718661895610071
TNFSF18,-0.011239797602576464,,,-0.03667363201507602
RTN4,0.10356525057551542,0.01558174563747013,-0.008708072225076482,0.010439728280121923
HEBP1,0.00948118807617133,0.040327059277810426,0.027024155364966662,0.03649517835163723
WNT7B,0.03877678071479669,-0.033485872476708686,-0.018778891632153995,-0.07185776052944955
PTMA,-0.10098554281702823,-0.04842819992643214,-0.02582631193517021,0.025010274510879702
CEACAM1,,-0.018763785934444076,-0.015399748901938029,
PDAP1,-0.004199637484854898,-0.036999054104888664,0.025892331593367443,0.050045048525399295
QDPR,-0.01708007880810481,-0.019052667614392987,0.07830254262160827,-0.017433086439929833
POMC,-0.029652853035007275,0.04604095674069284,0.02798592477960334,0.06364888635285747
CCL18,,0.07062181443433732,-0.03760516705289974,
CCL17,,-0.013311997927720188,-0.022230504327465695,
VEGFD,,,-0.015399748901938029,
TNFSF13,-0.01090025892045167,-0.025543724530530266,0.07777497836791661,-0.00017673877929580894
WNT5A,-0.04112886098318533,0.021797496208586377,-0.008796946818021472,-0.03452465028120331
CXCL8,-0.015504911332753168,-0.048876920364194866,-0.07505960095863469,0.01924563945969496
GRN,-0.013408124697495066,0.03208729207588177,0.028577182421074137,0.003656775486016644
MIA,-0.019709770365329834,0.12173041667458,0.08722851577436282,0.01717317221043327
COL4A4,-0.01037111478483772,0.04131946535432912,0.14744574545658867,0.004456343727274693
TAC1,0.03150810643750961,,,0.02319506933822857
RARRES2,-0.006990728762103278,-0.02054901891953966,0.002077762216986949,-0.07183479157463606
FGF7,-0.0016936906685562263,0.016640602778265165,0.08519511733114433,-0.01471270032736278
EFNA2,,,-0.014636430732707817,
HBEGF,-0.05436083089098827,0.0515240461938822,0.019879116760683414,-0.04001402203379195
CSF3,,-0.05824280993485765,-0.02787563578814184,-0.012075067061051496
PI3,,-0.07292981283233968,-0.05321896717999248,-0.04807648192961659
PCSK1N,-0.01829243273388086,0.006403646891625804,-0.014780111088657087,0.024196929221440233
NTS,-0.012660774750195265,0.0234808353367113,0.07202735636124588,
