,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.08423943001837465,,,,,,,,,-0.027761433634607605,,,,
BMP1,-0.006425647853267532,0.006442846436031439,0.042269547296540394,0.09415865335952607,0.12248588595920228,-0.010078164225752206,-0.05994034886204754,-0.16764046896707951,-0.5419334820482451,-0.16200481510962927,-0.0868997503578508,-0.2078496226147495,-0.3356004781394439,0.07015928037165234,-0.009384049488422976,-0.10368627616328419,-0.0853165941184079,0.05094824197331606,-0.08998631863986353,0.03523436055441016,-0.10091546999752174,-0.014587350437408641
NDP,0.02681963664709277,-0.06389744889406553,0.08996248533222022,0.04625235150482671,0.12384099660782537,0.04216940684030433,0.14790527318974891,0.09025741663793996,-0.10791060336041737,0.06247811721597987,-0.04662952790615611,-0.10021985277393479,-0.05342215344863837,0.10847837621169926,0.000598577785515141,0.07922059748492304,0.10050482087681384,0.000219497044664157,0.02726238595377713,0.013138974885477384,0.09259134415174367,0.028762106379361236
TNFSF18,0.06448278589999008,0.03433958029362174,0.044415552073812786,-0.008147315678127574,,,,-0.05634379610638108,-0.11907928053211078,-0.048836727140509226,,,,0.0841275164369338,,,,-0.02862987648929084,,-0.01516358307558902,-0.14262055104018104,
IL36G,,,,,,,,,,,,,-0.014620714445887507,,,,,,,,,
RTN4,-0.03679775889894298,0.2676209886042682,0.12934912206547677,0.025433070794362415,1.9645775344436152e-05,0.08983629866947927,0.24665473809397653,0.5604946995353756,0.6886133517429962,0.2764728041077743,0.21799605324825347,0.5288485034407612,0.5332313805820869,0.0825412077948473,0.0874234017721009,0.0790602976982113,-0.006742773101954614,-0.03290117674744187,0.2535456644452493,-0.059418561808144504,0.43589102223089565,0.09327641686860921
HEBP1,0.0462683175027524,-0.05793724303463697,0.0001473970057095138,0.03587385051849523,-0.007668191389943699,-0.014377713215110085,0.02784792166013293,-0.14690625908215013,-0.25283520883296434,0.01537216830937909,-0.055708800528511,-0.21657545537037942,-0.05625606358224812,0.08959615937640716,-0.06906971022116182,0.15033226058217722,0.029000350673906872,-0.035029061950529676,0.017234399131161014,0.03576207699533538,0.023212769433791754,0.016435171328355192
WNT7B,-0.01930309402966789,0.36451879406211884,0.0727940347530551,0.04036184713819687,0.06902481045058699,0.02889556547725441,0.1068623979842505,0.1641071252076309,0.39086453313324254,0.058195795675192695,0.1535497403119959,,0.1441521513087117,,0.026858758174354434,0.03291304983909725,0.08099860255812723,-0.014013477246608697,0.08287124268937522,-0.004849398101040246,0.025726827337488295,0.037141599003161656
PTMA,0.03785498588439973,0.02167855342735949,0.16140812434390855,-0.013742594509706357,0.1502423992190674,-0.036898905743445364,-0.1626303731682457,-0.57258504622381,0.13184248668956716,0.14522065246771168,-0.1785065872764722,-0.6546647263802827,-0.528055084836846,-0.0568374207771163,-0.01848040888635005,-0.08087271219004086,-0.06315708146285286,-0.032412526728701214,-0.044819434485309353,-0.15863929351699643,-0.24970571787959223,-0.11063023089260164
FASLG,-0.01930309948660312,,,,,,,,,,,,,,,,,,,,,
