,UKF251,UKF259,UKF260,UKF304,ZH916T1,ZH916bulk
IGFL3,,,,,0.02100741130905043,
BMP1,0.015854061514362732,-0.02858069932574719,0.08506081878981336,-0.02770304064079796,0.1372465349472136,0.0606720052254806
NDP,-0.01837793050179128,-0.061777338379364125,0.03395231966730035,-0.018012141509951476,0.05894011578298075,-0.004907060410395497
TNFSF18,-0.02454885416645087,,,,-0.008052832382781237,0.07687003134113522
RTN4,0.024885602132001042,-0.03212011508503739,-0.010258445806344675,0.10939787895639548,0.0076588467522779235,-0.10890732511458862
HEBP1,0.001224810581009643,0.002215206843315908,0.041121489706801934,0.0021209460982367736,0.027315154432627286,0.04740521856720543
WNT7B,-0.01524898722424676,0.00423948003027583,-0.03339182918024559,,9.337543549634542e-06,0.021505051726006294
PTMA,0.028225101682552944,-0.03917778437852396,0.08869786385892434,-0.07518564977471012,0.029466918948548203,0.08300571171789378
FASLG,,,,,0.0529857065962982,
CEACAM1,-0.011702680529786727,-0.025505398206689615,0.18950061083734737,,0.0460134546096892,
PDAP1,0.019593933253990434,0.021991116218853014,0.06640618017514471,0.0023088686305741445,-0.03080567251534152,-0.07565092939610082
QDPR,0.03152429131422525,0.007365431632389041,-0.0253822296168492,-0.07952710485883072,-0.0004877430602603501,-0.07310218367254767
POMC,-0.020793796225380703,-0.02375166165394448,0.036228770284358815,0.030250203813480148,0.030305258042981894,0.06921741974229155
CCL18,,,,-0.029019708469544388,,
CCL17,,-0.014783244262111217,,,-0.032225363034287254,
VEGFD,0.060591468120131,-0.016470166617523426,-0.013932180235994145,-0.001767060893978039,,
TNFSF13,,-0.010197151033227995,,,0.06022785900798799,-0.015210740081204153
WNT5A,-0.03989311829288239,0.011847417771489585,0.08209512594341377,0.09970346654326959,0.09553709988201463,0.12678356511695335
CXCL8,-0.015694701668912858,0.09736216995808038,0.0009587737453195437,-0.054104638942806454,-0.05078790245706972,0.12420729757030786
GRN,-0.030684337272356494,-0.021143840749583063,-0.02898957987384077,-0.04810054617503371,0.12106670020905189,0.01118311906691379
MIA,-0.014906721101097191,0.00783936403068168,0.06802651490680554,,0.05498625409955749,-0.02176430944688381
COL4A4,0.03930051922362562,-0.0007113082075799001,0.032401250937318736,,0.04745785115692727,0.10342443037190312
TAC1,0.016177831776151144,-0.003523733385012771,-0.005562119236390462,0.03300577283498901,0.08438166384218149,-0.0658883542803764
RARRES2,0.007160353268449804,-0.013573418347771234,0.0018111884525911688,0.0323802002143292,0.0013380931322530072,-0.025658390727599102
FGF7,-0.018918725178131514,-0.0037188726046258284,0.0018323910101074633,0.017016527533124434,0.030506325334581974,-0.012000117215547659
HBEGF,-0.02311163365856952,0.009999644632725957,0.080322943329322,-0.07686271270422569,-0.00040020111756748996,0.09857558343130256
CSF3,,-0.01762033816446742,-0.022636276108280198,,0.01717053682016181,0.00017485336343484007
PI3,,0.12466404520140331,-0.042738315143224605,,-0.07371500238279143,-0.043687953596407744
PCSK1N,0.024345170998943403,-0.05453447774703536,0.028728721955109362,0.09446689598998476,0.023619874766995858,-0.1459119170326637
NTS,,,-0.029891435132187286,-0.021377228097474638,-0.050243238997351246,
SFRP1,0.006843922515056934,-0.012898952044161843,-0.01589420491848997,0.019678513677828482,-0.039526783325438145,-0.020867780439256422
CXCL13,0.0203763722228698,,-0.01575136005249255,,,0.15985690259173185
MICA,-0.03297822379892817,0.04620952182076881,-0.007051271820101189,0.058538059838917536,0.05518322674227231,-0.015842549250635895
TG,0.004351423342648267,-0.013920012891360392,0.07452766198389355,,-0.01215357908297148,-0.0267647699400276
ADA,-0.03287473347268146,0.04522654953076272,-0.0027390704890144254,-0.016841762026096108,0.11023235293615052,0.11083101776745835
LAMC3,0.019315230480211342,0.017539602454899005,0.02354270734290095,0.04153466325147708,0.12697666911138103,0.07816056525384511
CCL7,,-0.010064147080041027,-0.020883395301565216,,0.0017094650546079502,-0.05639138825253256
NGF,,0.04389774756467109,0.027793369723906773,0.07734094319809177,0.0799300210229266,0.014252555468883167
