,UKF248,ZH1007inf,ZH8811Abulk,ZH881T1
DLL4,-0.006425819977218856,0.020537919870242453,0.05712450447081545,-0.01402966697431941
SEMA3A,0.034165320697117196,-0.04747207084728142,-0.0039239126123719595,0.07675781947715064
RLN2,,,-0.01425584164170733,0.08178917654026918
C5,-0.03119190547357636,-0.04114299718369236,-0.009707192323008382,-0.015008423902240942
EDN2,0.1635127959165062,,,
C1QA,0.003508844072508038,-0.014501413051269825,0.017851359464441496,-0.033156535338976875
UTS2B,0.056224873176735614,,,
COL9A3,-0.033055320344757604,0.04798365894538012,-0.02604214275578056,0.004362683956838391
DLK1,,0.04725691657515315,,
HGF,-0.020527173083085392,0.042988686344739596,-0.04700317705998364,-0.024729888569214136
P4HB,0.04322543547628627,0.0034018059832596525,-0.09126853559556047,0.0007435076056613498
ADCYAP1,0.0855607489163256,-0.022772603484800424,0.011355837790901996,0.045294077275080516
GREM1,-0.019105831820205976,-0.06715018563986923,-0.00589787969339948,-0.00018582686250587683
EGF,-0.005696220636618005,0.004420137976409894,-0.017430117593375427,0.0777549278491699
VEGFB,0.05062217881534594,-0.02028075686214795,-0.10041158205637697,0.048858060656914566
FARP2,0.042344928384117374,-0.005723292296344191,0.030494793990123288,0.051110110406197874
IHH,,,0.026571695744512087,-0.015207590696002726
LAMA2,0.002274137656234642,0.09367857799395021,0.047339333073685534,-0.020238680637844134
SERPINC1,,,,-0.01501826125538262
NRG1,0.017601323436482564,-0.024485971458595487,-0.030037795483496103,-0.052646313574812004
SPINK1,-0.0406424874297234,,-0.03934746872237112,0.001588910683966634
EFEMP2,0.002136250357914507,0.06471088579681733,-0.0436927842622125,-0.03847711933795719
SELPLG,0.055219593540267016,-0.000433983697374501,-0.03748591467920682,0.0015005213540478508
GDF6,-0.023057759773451418,,-0.023842309795459753,0.004628601934712731
HLA-E,0.04374552263576946,-0.0013042685002216353,0.024014299480765184,-0.08560536370911116
PTN,-0.023690167049924594,0.06713221265307555,0.030804213333410324,0.01706020686870572
CD274,0.007703562891585499,0.0837027558684467,0.003618655259427536,0.09683248699181048
CD14,0.0279937309094134,-0.05129768953298331,0.028336913635655454,-0.030167075743065166
SFTPD,-0.006525894467680058,-0.031439633582312825,0.02823156113819963,0.034262297372971144
SLIT1,-0.03295105783544508,0.028874658019174524,0.03586073492531616,0.044121259922013295
CNTF,,,,0.00914746367359563
BST1,-0.003875762113263786,-0.0013859870973073885,-0.014702982503455494,-0.003491044152861445
AGTRAP,0.056325837966894034,-0.03267826803476765,0.007398724227474601,-0.009043737452299493
LAMC1,-0.03044091211790959,0.09394894695540348,0.018974863195412663,-0.039591209603269124
COL6A3,0.05629142202598558,0.013310586564327185,0.005492703328043715,-0.004042275933668257
FN1,0.0228459072468987,0.1045157771899642,-0.07191559372298655,-0.01235996374631053
MIF,-0.020594117063146046,0.07621173577016811,-0.10422618979075367,0.09341003892975756
JAG1,0.004359955119489652,0.029232379714747122,0.0401308579002466,-0.016817068009976625
NID2,0.022431664867607906,0.07136817127386466,0.05119601503911533,-0.01284223438632123
EFNB1,0.04446446627032072,0.04045237796973867,-0.020735339793496593,0.0024908897916831726
COL4A2,-0.008448251094683034,0.05323905148809132,0.03873436789197872,-0.010159957648567119
SPP1,0.046547518645128114,-0.04394044782769283,-0.03101717719539941,0.03874037191701742
PODXL2,0.008350138802695565,-0.05558121545623127,0.06598223957586105,0.08631029398258137
FGF9,-0.04332795441533793,,0.04149842844963553,0.06388979860445443
ITIH2,-0.022955999189887548,,0.02434078286287703,0.016575201455059786
ADAM10,0.01302912514356375,0.0837002347547424,-0.024269165809589557,0.030622389737960366
CFH,0.004543517002931154,0.02255198873601171,0.05974339227651919,0.006316562312326633
COL4A5,0.017395202805831036,0.0705131810772091,0.02449703556200241,-0.050952527072162246
LTBP3,0.037645268756429484,-0.06892505393405134,-0.06542616852534908,0.0009153503101376494
GNB3,0.004107173727041498,-0.0087309017677055,0.0807521075395159,-0.01377517938040854
COL6A2,0.06726447039951931,0.09223068126555253,-0.029566685339869368,-0.04090202227073777
GDF9,-0.015489631234950941,-0.03206172325321028,-0.029233437985124264,-0.03430092306441183
NCAM1,-0.017816356898581465,-0.06118529450303134,0.04249977623732798,0.08673918038777159
APOC2,-0.013497768737681224,-0.01777560709976281,-0.01249299600106279,-0.0514998051363682
BST2,0.04586608899153597,0.06414871754737379,0.041753004655516325,-0.05430017061727415
COL5A1,0.04301127234511245,0.02154106174986722,-0.039569487301607656,-0.027907882855478263
CALM3,-0.044232019493483085,-0.008084449883969582,0.027118693548196546,0.06747027850190922
THBS2,0.061713195855582575,-0.03206958035852876,-0.00802124795006102,-0.054082563397834016
SERPINE2,0.05228164682693256,-0.03675119089919315,0.007094652009917581,-0.05355378181928668
EFNB2,0.017502432439017456,0.029444999618144806,0.023743084643334418,0.009061007994750398
PROK1,0.07453263961319725,,-0.014255844804302439,-0.014436244806028333
MMP9,-0.019266846863995463,0.1283585303159931,-0.07026995197376801,-0.0361814519977062
DMP1,-0.01628322324273146,-0.0021843222535149922,,
NPPA,0.027058834014136165,0.05173813164088834,-0.011663527646493872,-0.04559641952906764
C4B,,0.08737967781003346,,-0.017821545254364992
NTNG2,0.08371582832996682,0.09419398742240093,-0.0028145132770598653,0.05367886308494283
LAMA1,0.006788459360663225,-0.023798405358509706,-0.001451903480884778,-0.013955766724447425
UCN,-0.0198123434773626,-0.04016982099331008,-0.036268879689669555,-0.01933017479764676
ARTN,-0.021596024665690675,,0.025024135723291274,-0.014136319812820703
PDGFD,0.0016476790715533333,0.060994565360350965,0.015958779302926558,-0.009070086039476512
EDN1,0.002629769449559417,0.08932505600559504,-0.0013313615395481645,-0.057849474431610357
ARPC5,0.011749610371567952,0.0006943018645646207,0.004261558479413427,0.03769898873075275
GSTO1,0.055663575730864875,0.02385316989127157,-0.021271920435701266,-0.03162015679941951
PROK2,,,-0.01238721457394747,
SYK,-0.008805860482086805,0.007623040803703419,0.040711431383097525,-0.005555656777878192
ST6GAL1,0.00926777275370132,-0.0022138870353350724,0.04879104685666064,-0.006104099776356449
WNT3,0.048256393092087756,0.02459464326377051,0.013181039108257532,-0.0003175998185400459
HSP90B1,0.06299739277790875,0.03787087354532583,-0.06351502135654936,0.011468033123169468
ZP3,0.033854054696145226,0.027336431256086074,0.016276164046969303,0.005898658034533655
ANGPT4,-0.012738051036783835,,,
NRG2,0.028244130160490648,-0.05410767736410646,-0.011151838346791627,0.026936063509299623
MELTF,-0.005581541387193668,0.0479239335758434,-0.03590715408351065,0.028518633175777186
NLGN1,0.0022667028797769867,0.03347271702663852,0.10595287650480716,0.01827264990025913
SLIT3,0.02254266469104166,0.032398012337665344,-0.0018235520635684463,-0.031454405353286155
CCL8,0.052167463502835854,-0.03643965725170376,0.02569916547469244,-0.01856999441550834
S100A4,0.05022290185346324,0.0021284487055652813,-0.006448074217804953,-0.016444695833221456
TNFSF13B,0.014130289045319032,-0.01457523611835595,0.060486071719644534,-0.005310665099385269
HSPG2,0.004612948274381295,0.09595653097573528,0.011728138060734195,-0.03169231202338359
FAM3C,0.03284534275560646,0.07176476766441581,0.07277997134057912,0.053732339788681235
FLT3LG,0.04098497409392051,-0.05207389628359958,-0.04417982134087893,-0.03910718823533305
A2M,0.03667638949834068,0.03988642678895231,0.04657586575242833,-0.05989640655884847
VCL,-0.033231082231091634,-0.016816419927824695,-0.06917320344072861,0.03099820795035404
FGF2,-0.026847103405855006,0.056283693781543256,0.03465732390505129,-0.022576177897276756
AGRP,,-0.034743691657093054,-0.014687680658796495,-0.014826659310245504
CNTN3,-0.026329590528339247,,0.013823142202441605,0.04156163698138519
RNASE2,0.06097182175790712,-0.021444533766030047,0.027558033402227004,0.01954693941403984
ADM2,0.07633628497032792,,,-0.01892667291509526
GAL,-0.016866993074501346,0.05998577112830546,-0.03425022012126235,-0.01907975937162626
CXCL6,0.08629778665050256,,0.022524339610375997,-0.033070370746059036
PDGFC,-0.02297581015775614,-0.04387928677452947,-0.013797699755385829,0.011729849913127697
COL8A2,-0.06027076482146429,0.08953161103100898,0.02636243284279631,-0.0018203875803566231
SPON2,-0.06747436803812419,0.08831891518358673,-0.009053112863024121,-0.017888297922341454
LCN2,,,-0.0028966728421126486,
SEMA3D,0.03993553692976058,0.09407351515467749,,
BMP6,0.006441251193416631,,-0.02594809466138483,0.02764552935875285
TIMP2,-0.05273797693764619,-0.07306269763524695,-0.03765118674339995,-0.042669515495930725
EFNA1,0.00873591444080235,-0.013448960208326727,-0.02097084931200851,0.010637989356299006
S100A12,-0.01862156285750566,,-0.01571835201921364,
TFPI,0.08331661561600752,-0.0001233136334061417,0.0008624433445338379,-0.005160146923591282
GPC3,-0.026480043746543513,-0.03267368037019898,0.06305692797551696,-0.033263684948472455
NMU,-0.016302569982551196,-0.054315230138278416,0.04914572233199061,-0.028934837291479908
SCGB3A2,-0.021271571002865083,-0.02158831918443312,0.00705962738791638,0.006757834802915046
LAMB3,0.04547907752257334,-0.005961644966830136,-0.05609910291742034,-0.020748965848833626
LGALS9,0.09491888627870125,-0.03207917886888526,0.04535846785598378,-0.04831874966195615
VIM,0.032024753335647936,0.019817561655667372,-0.08461087218337467,-0.008773141654511934
PLAU,0.06826981605212744,-0.0002077803315259885,0.00330651095550924,-0.02829267714698632
TGFB3,0.022874014601142505,0.035792150379047816,0.0038815766183209967,-0.013143403943213894
APLN,-0.06110740425185687,0.04636213484751484,0.03049774303881521,-0.03530879844180131
SHANK2,-0.030636836168486767,,0.05743123245410982,0.07877406354064169
LTF,-0.02768287879014334,-0.034208337683242024,-0.00654652782138967,-0.036091695637712966
PYY,,,-0.020771337254098274,
PENK,-0.035569066867728434,0.004002357026692649,,-0.01997589063181926
CTF1,0.008755872082589322,0.12176684996552099,-0.01980329323064521,0.008538563393275123
COL3A1,0.033695260607307785,0.06112191705617755,0.026897011858799648,-0.0400699740294362
S100A10,-0.0031587299320192607,0.033677423282176384,-0.08717973042157323,0.05216540709487072
FGF13,-0.046409689539013345,-0.025635721804322005,0.024611545075221758,-0.008584820002526968
SEMA4A,0.03365524659610135,0.10733513426441622,0.014664556779140806,0.02275233318645384
EFNA4,-0.00010630155669739186,0.020877771608570902,0.04177394922203709,-0.011715121853192048
HSPA8,-0.030381246986206895,0.00874492766515425,-0.04273701042640607,0.04577176666841489
NPB,-0.011836308333127564,0.05281439915013665,-0.005936132723100083,0.07365622670714836
ULBP1,0.04526725972617495,,-0.01916666308551581,0.004125990501412834
SEMA3E,0.07103441206032465,0.03270016215143992,0.03141794494152031,0.02177949525439874
FGF3,,,0.03475604220563302,0.043756833841578406
ADAM9,0.10694908502804255,0.007676732122423303,-0.021585319798256456,-0.04944809393393918
ASIP,,-0.02088694574662133,-0.027841918452510224,-0.006796475074873103
IBSP,-0.026322369438148908,0.08073512005203168,0.027605133388872386,-0.026200572648403402
MMP12,0.01603684978600303,,,-0.014035571708094231
FAT4,-0.0021155016667281142,-0.026431825398186636,-0.03891004717268334,0.026994085692686118
MDK,-0.04847527372694833,0.01087432088080092,-0.01371102290319184,0.0037753197102652876
BMP5,,-0.02883679798260205,-0.018334411099038436,0.010769673071885387
CAMP,,,-0.003105438641042337,-0.020553662910673162
HSPA1A,-0.04428688492384429,0.0664487553694486,-0.03855189223085245,0.016445743537086728
SOST,-0.018621562911233992,,,
SEMA3F,-0.00855619616880344,0.025266808778259955,0.03602099989030973,0.00027515171271101386
ARF6,-0.025537354346959803,0.08144992970318092,-0.01926510194678519,0.016668057614116404
IL6,-0.00894805952457512,-0.008286787605344497,-0.0482218538268043,-0.03640257794563619
CALM1,-0.017635728977465202,0.058558448198729234,0.050843537852602295,0.020645976400068634
VIP,-0.038401928855160576,-0.025635753226864913,,
NMB,0.023578525135610002,0.09596290884852457,0.07274871325647154,0.020060530014295905
CCL26,-0.0009796439601406687,-0.02570438098584557,-0.020021228975760412,-0.024985022637205263
FBLN1,-0.02155831643548144,0.008372536678863467,-0.052740156792223894,-0.013477119839802461
SAA1,-0.013309566978484011,-0.041936315291303636,-0.010553794239212018,0.008371573150953788
MICB,-0.01181807295757222,0.041886815417157525,-0.01311657105807565,-0.029568189157650936
MMP13,-0.014224304839310175,0.07830264658228211,,
F13A1,0.11009940250868978,-0.0028033267608755497,-0.007329561400263345,0.00785109241517302
CXCL11,0.03143281908049969,,,
COL5A2,0.02945702513218418,0.09086161161861868,-0.01597579705287484,-0.026113688761647977
EFNA5,0.029648453864753663,0.11344309145179138,0.028228140019552993,0.006034764119712824
AREG,0.031734102228107824,,0.006339150133134273,-0.018341871062477397
EDIL3,0.0850892645545678,0.02804556319711425,0.006504576569951046,-0.007813581320566788
CD86,0.012149394893748526,0.02138485137764031,-0.002785370826947599,-0.01959581249116799
AHSG,,-0.02674068522515528,,
HRAS,-0.05054389171266121,0.04240455606159437,-0.09470363018537453,0.010700581496573994
C1QTNF5,,,0.041759385908991364,0.07316116955470342
RLN1,-0.01238488020112053,,-0.015916983718582862,
COL4A1,0.017691244286884605,0.09063106925399585,0.042127228687184944,0.00029826843723590734
CCL3,-0.017488071919925425,0.032880578811416025,-0.05514504514396639,0.01923905390057856
BGN,0.02380367137699004,0.10267376042462485,0.014724640313109343,-0.04034914771554681
RETN,0.06526513176414647,0.018958889919450023,-0.02632955211842756,0.0036154005911308742
S100A9,0.02852436163104223,0.022247951457841635,-0.0003341312467211043,-0.02775310723401332
HCRT,,0.06975448918433864,0.0014713989950105252,-0.014107562100488004
FADD,-0.005412904398722305,0.05633076816011895,0.02587775791453996,-0.03944066770915837
ACTR2,0.06994364308287093,0.03175670340881509,0.028620088592498448,-0.021382694735275563
BMP2,0.047251965558551344,-0.03361704831701691,-0.0032488385997918637,0.008668495192353921
PDYN,-0.06813725685199579,,-0.029923927549035497,0.010574657864506513
CD55,-0.0027751929588563234,0.08360287581137871,0.030779752246656102,-0.036406184370757315
PDX1,,,0.013801919188753646,0.003649808889115422
CD6,-0.02444463693453149,0.04114492120506786,0.02703541634438291,-0.019681280262889445
IL16,-0.03999957785109825,0.04434952169340181,-0.01321922357258371,-0.006145834209794032
LAMA5,-0.050276798491909636,0.024382529176651836,-0.010793127750433501,-0.07165303235461792
RGMB,0.008825326656907315,0.08989923190528991,0.028539023015304848,-0.010892073148217824
INSL5,,0.16616286997283639,,
IL12A,0.0111353394509097,-0.017825837569417326,-0.03445586609390264,-0.01612283558386795
S100A8,0.03833445268275714,-0.019814102875624007,0.009887410279175893,0.008921303502002024
TAC3,0.018064653684887088,,0.015721918893765254,-0.02685038090142354
TAC4,-0.038194228540107886,,,
MFAP5,-0.0130821398363021,-0.026376981737859302,-0.008412780252422515,0.0325215598453316
CXCL16,0.005873449567087175,-0.03859207279499047,0.053331914228644826,0.006956679622475537
AGRN,0.024500893549720938,0.1019864995358449,0.021343833857836555,-0.033757440425915886
COL4A6,0.2073848099654067,-0.0011863552166186855,0.03688426633425863,-0.007346274765807784
FST,0.06316618223690569,-0.007986900039402438,0.04815459578124742,-0.006733775790123924
MEGF10,0.0055476196593951446,-0.005846078990035585,0.013874875452596202,-0.05201526485031054
C1QB,5.438127402893661e-05,-0.03015492970743989,0.04804413705429992,-0.014897140103485987
HLA-B,0.045666310317537866,0.05110666378392314,-0.03926955274918676,-0.022889707137138424
PDGFA,0.02696885558788185,-0.06229511738276692,0.0004971381814591927,0.015329747890807394
LAMA3,-0.022127590044680224,,,-0.01630009886663931
DKK1,0.03648094335393452,0.13299275214681536,-0.015858309888137724,0.05847205401294669
INHBA,0.045185051667210104,-0.012773862386106559,-0.05486984056210977,-0.022628994299493277
IL7,0.07720921795275218,-0.02710004843464445,0.02704230914009349,-0.027300022539295195
FABP5,-0.028897709796724083,0.06805849906375484,0.018648665899188795,-0.0018342250967792392
CCL4,-0.021135729081456073,-0.04124558554151816,-0.024839130550023528,0.010371439636583449
FBN1,0.05190021265426728,-0.0045574602346167645,0.0390308662494908,0.015636976013208948
TCTN1,0.0439331245708016,-0.009746423573154939,0.0310177977750901,0.0019808740567614463
NCR3LG1,,,0.04435698091405671,0.08455888673452314
BMP7,-0.025388664999724423,0.04639069899342511,-0.03907057576064991,-0.0065651041928873055
NLGN2,-0.011787406615809421,-5.138860917236895e-05,0.05223929097671882,0.06364397816544332
CCL25,0.06431336607443933,-0.027806261696376445,0.003774700186745429,0.0012407573002948349
NPNT,0.05126572956225065,-0.005559081967170229,0.05135192321387902,-0.05379511720303353
KITLG,-0.027137371199715092,0.044227941218985885,0.05971457836567494,-0.04833342103823279
MADCAM1,-0.029282215478007516,-0.031439602840997054,0.07080341220416395,-0.015018263787346624
F12,-0.07134279768500154,0.03734596495780136,-0.026720306639610218,0.029787200059317655
S100B,-0.030937698202911458,-0.04490400690524738,0.05065728716383629,-0.1114039496366781
IL27,-0.018498720249102665,-0.025635739814789782,,-0.014035571708094231
CD99,0.03366596725738196,0.09532525902393042,0.01698470162468509,-0.06692729849515709
PDGFB,0.013988752891776032,0.07342746207382815,0.017443891041037315,-0.0072569861385684805
CLEC2D,-0.007896461595496005,0.12004018509465723,-0.005818666952170042,0.009382918140200291
F8,-0.04631287603441136,0.09417405830521486,0.0763428621023975,0.022903869711040036
C3,-0.023770827350493812,-0.04761270296957515,0.058728657418433854,-0.0666233108207513
DLK2,-0.022594720417835005,0.10072902696880963,0.005045422382657993,0.03079976127974931
TSLP,0.003704345298744308,0.09422825604649607,0.0470296016951013,-0.019404532734666746
OSM,0.05639763292680365,-0.07922507599154426,0.06536523760268248,-0.019777169007214296
PRND,-0.013582756594501515,,,
SLPI,-0.01131726605044157,0.014570379870766457,-0.04434624455807792,0.027482669806822634
AFDN,0.004176845571591688,0.05197917462015136,0.058244137371870126,0.032171050865321
KISS1,,,-0.021831874299611226,0.0013940263290601754
ULBP2,0.04289630732523866,0.15115083708668525,0.03422095993860191,0.07612416793427433
ICAM4,-0.012204642454126965,,,
ANGPTL1,0.014005893255551335,-0.026740686700986,0.04322259695626672,-0.022771805419125216
LTBP1,0.05646191457292219,-0.02051001865332839,-0.04176698551691375,0.03493015844789325
NTN4,-0.044082821069719426,0.09127710405116497,0.005860349257513488,-0.027279132518700646
APP,0.05327944366363967,-0.020940829615995884,-0.015431285015185458,0.04806581369058203
RIMS2,0.018370119688065175,-0.037535554234080115,0.06409110520251408,0.01474399025936776
WNT7A,0.041182522171150676,-0.004567798883780714,0.09918415199691297,0.01157199706146437
GPI,0.06443271234341305,-0.0357381867507419,-0.05280086006344592,0.015396725908971835
IL1B,0.03827170482661386,-0.05199420790078057,-0.010756818219067831,0.011396785496737605
SFTPA2,,,-0.015517360794678466,-0.015018264829920408
HAS2,0.01506467169900274,0.025870847721430165,-0.009787193413291904,-0.004671299571069563
IL11,0.019799652646083257,-0.025966533076452233,-0.043249592066435055,0.030272862738287873
SEMA4B,-0.010334612053533327,-0.03268907055053721,-0.04815738206860574,0.009480598552017692
FGF12,0.030644468075825125,-0.02023761900133448,0.05135858253304194,-0.0015280937279858946
CP,0.059943871262184575,0.01096642379396227,-0.02846940453093789,-0.0030038279317858452
NLGN3,-0.006316524596796733,-0.019527001625257303,-0.010289229856857476,0.038667058998685055
GZMB,-0.012163001967306982,,-0.022272757660942312,0.01806203877873377
PROC,-0.025302478180308476,-0.039046505403245495,-0.021979687018037528,0.042559244182547876
TNFSF11,-0.012562640675786926,-0.02917316749114489,-0.014687679908846294,
AGT,-0.005667070082613676,0.015034419370232349,-0.04929613512967306,-0.05879408041264336
PTHLH,-0.035883421194267746,-0.011287944164218036,0.06743819142746466,0.022224598917982636
COL1A1,0.04048208155222496,-0.005497693575666531,0.01418437950781681,0.00922663066081888
LAMB2,0.007375397562657278,0.10718163647800599,0.011242163150405066,-0.070367825099386
DSC2,-0.008143171082751996,-0.03924793211249618,0.016395016741553487,0.009597534486413185
WNT5B,-0.026319585073867575,0.045333021316645315,-0.03768070680901481,0.048457152849560675
LEFTY1,-0.02928221737007813,0.02710021230151964,0.014727203366098405,0.005795494119646977
FGL1,-0.023759712744575074,,-0.021533561193058604,-0.021117236456750677
CXCL5,0.032679646440512446,0.013627937250746429,-0.013878690079692278,-0.023012146786394586
S100A1,0.036939744689605425,-0.0016613122430070462,0.07780509598361238,-0.07932334098151454
C4BPA,,0.0331239188413197,,
NPTX1,0.03305757242315626,0.003965806190942984,-0.00498983576504905,0.02796113925156859
TGS1,0.05666227876486122,0.06806679038243513,-0.038255522705433684,0.011380993030630077
SST,-0.0599788753883127,,0.0072078631935984915,0.03582005354810113
IL34,0.001602279362826477,0.05123933131509121,-0.000585478516556213,-0.04488990254474801
DHH,,-0.026740699614515192,0.022960044086073803,-0.06516704153568449
XCL2,-0.014066502833731556,,,
TF,0.10126325022064549,-0.11197003822328119,0.03853050489293008,-0.06693024741613418
IL33,-0.013217061412762854,-0.02934359208591628,0.009841666667366689,0.02286845542589907
RBP4,-0.02359024770320138,0.074512190067676,0.039078152115014766,0.02786672189401067
CCL20,0.043945548654422,,-0.06187604768261384,0.031408316276999894
NAMPT,0.04420396206302046,0.0012867831676616846,-0.03996532886105835,-0.006316175665702595
