,MGH258,UKF243,UKF248,UKF259,UKF269,UKF275,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
TGFA,0.005279950567162828,0.01728016732658471,-0.02989127621350124,-0.03129198312188904,0.020336431854989005,-0.0527074305270976,-0.006899068101873984,0.025607438816769686,0.010959862294095526,0.10629935633272629
SLIT2,-0.021940583772975048,-0.05067462349435039,0.0379915530711209,-0.033757911395749074,-0.049051717775806275,-0.019103177136530952,0.043523076132119386,-0.02481751848703726,-0.02526039662354043,-0.010920292858663194
PLTP,-0.015418723361112385,0.08110537465817724,-0.0009354420260417938,0.0267350805925268,0.11740465930104775,-0.051519936281401384,-0.020862415155713993,0.09460260501028614,0.008686691149730185,0.06304447081921696
APOD,-0.05516815408483052,-0.07218832563906315,0.05663459393125512,0.015661927536425972,0.07651258990607858,0.027206534812391252,-0.005406837513750784,-0.14812733406676798,0.033226935976957625,-0.06152816045699051
B2M,0.003464073550902989,0.02763906944909112,0.09150788773074227,0.012566587964432236,0.08798740730281043,-0.04298770270496216,0.01490487304931397,0.0730486594385519,0.01654478168795902,-0.05171083619580765
OMG,-0.048414387633874935,-0.014887801263660806,0.03590792490688363,-0.04750251499284575,-0.03173650256961679,0.008551945758289003,0.04779667249545382,-0.08397826674971938,0.03203580401633336,0.10274389729332853
CXCL3,-0.01716844712474035,0.04268257770492265,-0.02872346548235797,-0.04548327556416425,0.06133819792263821,-0.007718163569773078,0.05023979404684118,-0.023108010693150865,0.02930678420517192,-0.01890203671869775
CXCL10,0.004781927594026398,-0.03925748117147732,0.039843547691817145,0.03958867930709587,0.07916966763868294,-0.0027941562025025485,0.012487038754669687,0.035243110000518336,-0.03101168495072458,0.06943274288991089
RSPO3,,,0.013125593136103782,-0.011518566259854163,-0.02423991415596217,-0.031549273681092935,0.0383837668198956,,0.02077766376256669,-0.0008145134418298798
CORT,0.001190292046263349,0.20211316223868847,-0.0013992940417876226,0.04253570888465798,-0.041952602257219106,0.03454916500678616,-0.017993812534849177,,-0.03774611398061817,
NCAN,-0.006607919342989345,0.07051513308995999,-0.0030963739802839637,0.006199207850540855,0.035353193470765445,0.01008659760918727,0.033429365991619026,0.15632191070362866,0.027711026058639582,0.11004735037377862
PRG4,,-0.038261435052867936,-0.02237434627599568,0.03928860159721774,0.015758120349607076,-0.026694971614553763,-0.02655097150935693,,0.013273626934950877,0.06892898205465287
ZG16B,,,0.028938151072025086,-0.013194335173927912,-0.0226710946753788,0.005012456709538783,,,,-0.025675639976589976
TGM2,0.0010542561251694065,-0.006881915889767389,0.0758649923638217,-0.008868020060665959,-0.013884768260326764,-0.014514932017466401,0.010198253994098412,0.04658583692308483,-0.02514370993083828,-0.04589128365640502
VEGFC,-0.02131924029036692,-0.027453343565461124,-0.028408683804171816,-0.020261404762674656,-0.013655000550616265,0.012976763523006885,0.023360047184193877,-0.01440568561336832,0.010565612538936519,-0.011767330914715638
WNT6,,-0.03481815344897697,-0.009909898763553141,0.003130878890771373,-0.020649128913765254,-0.03175951131881088,-0.03344230485167654,,-0.0039022011569419617,-0.017464906838773112
NRG4,,0.06512230705958649,-0.013702922145538182,-0.013835775425506932,-0.026154778675146328,-0.027416823841528923,,-0.024474876795173024,-0.01706830354314727,0.0600445748793907
PMCH,,,0.13632024669838674,-0.019170814782044795,,0.031730567216524695,-0.02524628164482022,,-0.017255694031447166,-0.04440354340161614
COL9A1,0.1339983278392514,-0.02614837777199085,0.04537455676448514,-0.014450457617820154,0.0899730023855366,0.022924904461482612,0.02701992973354429,0.06425462515596274,0.022249830748734534,0.04236906196759403
GDF11,0.06255356616787672,-0.03629174170718367,0.027430218239476587,-0.05051390795489387,0.05228349825828843,-0.02199891427332768,0.010047214690357412,0.08442119477681959,0.03170706992706722,0.05261211305845402
RAET1E,,,,,,,,,,-0.02258895653691336
IL24,,,,,,,-0.01692094636230327,,,
SORBS1,0.03413141876711599,0.04238521706988432,-0.049015420362581545,0.00926674777681877,0.03326560288367841,-0.011076454102664625,0.03766833401309083,-0.06699877205843406,0.008570070124107968,0.05849642664277937
DLL1,0.015145219576962674,-0.006465821105127254,0.030549301071439425,0.03434541686919293,0.042485678271932045,0.019347144411249146,-0.006732710626478755,-0.01811218044613741,0.07591557067254025,-0.021817873807602268
TLN1,-0.018789260832447748,0.05715848921199775,0.04974715737445677,0.041097119596776685,0.06878770336628415,0.018204776995073692,0.04288327430333731,0.05340145586482788,-0.028154774414520158,-0.049888811423354336
COL2A1,-0.02002421754584259,-0.00455442247825297,-0.021219704271503576,,0.08005886802977455,,-0.004481153097277433,,0.006092819472822988,-0.029967890483915897
SHH,,,,-0.011813559479905651,-0.015236409635316386,-0.025780963690814528,0.0255374544099133,0.021412276001928403,0.029757507097986892,0.13497710483548853
PON2,0.05493682949388767,0.06977300203733336,0.003405945737590192,0.009601073857086917,0.06622970035752469,0.06426096722931834,0.013421160401777127,0.031398001424104656,-0.03950908483144052,0.10786905496294645
ICAM5,,-0.05286931000695207,-0.040098605989137,-0.018412270930755273,-0.03787383137652544,-0.013521562505112435,0.04295651424815591,,0.01580078600271274,0.013300793040574774
HPX,-0.022745150467012084,-0.04229381298197667,-0.016571023989352913,0.026202670470452803,0.027741464718848453,-0.02800587350233121,0.1106902450460495,0.030125709360873096,0.061572250990603726,0.06038569291001523
SFRP2,,0.03118015123547206,-0.019779994854839427,-0.013454364013821931,-0.015468437207942134,0.0119435429415761,0.010031916006086043,0.11408059629930489,0.009076948107802841,-0.04030057892207201
CFC1,,,,,,-0.017960138391039875,,,,
CD70,,,0.014807768542802318,-0.02286859068131362,,-0.00010514740463440393,0.015622403667757523,,0.04182106334997247,-0.01802885407577488
HP,-0.014326899219803839,0.03665609570685183,-0.036126449445308094,-0.015577476736979047,-0.004919056408647383,-0.022650766921091976,0.002396564740360726,0.03236870583909381,-0.009640795954083304,-0.030802941831346388
CXCL2,-0.04501800649540702,0.04899572161215535,-0.026624908095059473,-0.008777287945854188,0.0010412547774875317,-0.03194879603598039,0.04342856102759427,-0.04382481371512787,0.016967651343053836,0.07787210363844053
NPPB,,,-0.01919372441649799,-0.042082655050390085,,0.019743747715520194,0.0442867572273596,,-0.02579041818633019,-0.020887993694465617
CCK,-0.03537419364063382,-0.07802364656018627,-0.05671401847377892,0.006167253282165544,-0.09847944888797741,-0.010677368670228836,0.0325472315891824,-0.019774485760871402,-0.004576161194494796,0.033506264320956554
SEMA6A,0.022571222941825286,0.06005236290096421,-0.010298412437685025,-0.026379245468436688,0.0718350750444897,0.008212920014953669,-0.005639925694808007,0.10711270044260816,-0.019862687890789432,0.07907679781462348
IRAK4,0.003677035025093076,-0.01354993868011161,0.0861199375752657,-0.0011102117051213687,0.07599890557230618,-0.009066393131028134,-0.018253186438084486,0.10350744360669699,0.04406321554559754,0.05967664525160197
GSTP1,0.009381677468415584,-0.00816495963790164,-0.006775430786934378,-0.05018557284400281,0.09298716522037939,0.009398423444871665,0.08613373249755739,0.01626682304959564,0.021737213970334263,0.012123095117978723
VCAM1,0.09936507050289813,0.011096494088595284,-0.007033856538934537,0.07459343295555744,0.09650104994743461,0.004684076851630205,0.053706948041856585,0.12740071655528395,0.0010916910378548008,0.03829136565729575
NXPH3,-0.009516097288224407,0.08703111334403074,-0.004543649776910832,0.02351465517630937,0.006038265196166919,-0.023279758795526715,0.10678924479504764,0.022856367469563574,0.030878701488276376,0.08254204599251411
MTMR4,0.044760209834743894,0.015184715243113094,0.004768881456335203,-0.006861932119546679,0.004295130745829031,0.002015575606620141,0.07775712171669893,0.021634218288860464,-0.02516829734694078,0.04978856296648895
LAMC2,,-0.023695375816437953,-0.015065066710388965,-0.026405379498718934,,-0.019798069607993116,-0.02222195050014468,-0.023663422557853565,-0.016749342562962646,0.023658204598354556
IL10,0.06191766347085703,0.043537793973232944,-0.020866368059379244,-0.008095805846396568,-0.025433182022989137,-0.023052336078672422,0.0026538807177760894,-0.022825643568158176,0.013421890407801552,-0.011879943489184133
SEMA4D,0.016756904965763632,0.09647504129952496,-0.007762909685351076,-0.04636014207965573,-0.029315440703689095,-0.017562276912141343,0.036873865970698715,-0.08305238399967171,0.08474812652301043,0.06292824822794332
TRH,-0.019575153632536473,0.04559421969278911,0.046667533515801406,-0.017290100826518943,0.011096583953886489,-0.05217109575647532,0.041010668465461225,0.015633461261184863,-0.07499933635832565,-0.02339595371744904
SEMA6D,-0.01094446826326819,0.05506186485723943,0.023077760058540776,0.016501845108002722,0.04594932144776185,0.055735997548365376,0.026631124892919647,0.012894588704919044,0.003059258298653989,0.08747095270219621
CEL,,,,,,,-0.027625688709046716,0.03381332851067166,-0.032972301418236385,-0.031246847282751948
PDCD1LG2,0.005601955213354,0.09892232381570745,0.0201866504294973,-0.017036628546508382,-0.028237227396393734,0.013533540944424697,0.016076094837558615,0.0012118418703500528,0.10664848045125473,0.04177168089458237
SPINT1,0.028261574670124825,-0.004350901273304134,-0.01006352024142418,0.015123477662437455,0.01188144900907242,0.03498596005274975,0.010803348401956547,0.027436394385995367,0.027036185362526444,0.009393949374926528
CTHRC1,-0.00353543650779406,-0.06909040084998111,0.0546026334439785,-0.03150136487238583,0.034274186103782786,0.001575850978553979,-0.00018445860897217773,0.028724299455410923,0.00773809749540706,-0.02437632864730498
PODXL,0.05170300434315518,-0.025902427279939372,0.07621358953147064,-0.0048000974372460065,0.05728765123994964,0.03475739576989244,0.003444467984416121,-0.015035202132276335,0.02854032933841621,-0.012970805413629678
JAM3,-0.02923825596340514,0.09625770658711508,0.01982898480622208,-0.006030604647263944,0.06053998292853695,0.039466302375026845,-0.02446327504209751,0.01639226525249712,-0.0015494611489026047,-0.024040735772533645
TGFB2,-0.013857961863927319,0.04990588298165099,0.02519611066393321,0.017416964385556608,0.08000154352089625,0.054212182817237456,0.00327018741522416,0.09708881891458712,0.075816660004357,0.0639301891611132
COL18A1,-0.04517332471935506,0.006285499229082682,0.07340453162536006,0.015409243785632265,0.025968167779645484,0.005422950179072928,-0.02719066992568035,0.018896677942527338,-0.0022305194210997022,-0.058731812624616235
NODAL,0.03405630262876622,,0.014103224768916383,0.0793781182257892,0.07464886918313461,,0.017583512401879317,-0.035597383565442835,-0.019154129444657508,-0.03201949027836756
INHBB,-0.026790677017059124,0.08512469395250773,-0.025745121090320927,-0.027114672055058534,0.04489996534717197,-0.0834094503457555,-0.036450586666908424,0.0483357281721401,0.024875435390748116,0.0711520645800151
LCN1,,,0.07786743054534723,,-0.01700860889374626,,-0.019738685837432435,,,-0.023659261814392207
ARF4,0.01121637571525127,-0.08093001775605854,0.04931179792824409,-0.05799727968195183,0.0302162781107319,0.02709577408292839,0.02517262973704671,0.01463541467003883,-0.03441088549815369,-0.050721023435957045
CXCL14,-0.04760228751026211,-0.02618809355560385,0.0207235118175287,-0.06119906506227662,-0.04019899861139499,-0.026483074594931585,-0.012306327939531517,0.1442880562560262,0.02012489508199055,0.061616063470052135
LIF,0.04339003898791081,0.007724295066669893,-0.008011497608745087,-0.02681593839562737,0.03769380949476944,-0.03457484325031769,-0.01787717247403159,0.07230692556655664,-0.036455484715024626,-0.04244252286565132
IL17B,,0.05402495460477813,,,0.02860549246354752,,0.007623595700287828,,-0.023829516869630245,0.02484547818066027
MMP1,,,0.09598326373695978,,,,-0.01944260197624098,,-0.017255692664901782,0.018682388816250128
MATN1,,-0.022315188401731075,-0.019779997550338525,,0.046945598784082776,0.001254944735016179,0.04768047448440546,-0.02393669548679155,-0.024558875353204966,0.001608472271576243
ADAM28,-0.010199593884081327,-0.03345344015615352,0.03643460348736775,0.005355353996386748,0.10235871222228535,-0.05648648311261986,-0.004546363553854339,-0.025178161441255165,0.00694923379526195,0.005951054521116371
TCN2,0.045189702430545715,-0.004104212005746872,0.052496918430445585,0.020465144127064672,0.05432761831461716,0.04103841426473788,0.0038836057494260837,0.020055946092704852,0.03272846304436138,-0.015172856621943618
THPO,,,0.026821684275003452,0.02598035231632482,0.08803436721450296,0.09866347898039533,,,0.1033027834303074,0.10380543149487552
CUBN,-0.04860617252454015,0.07968646831198718,0.0502303963909994,0.013200388793586641,-0.025999063393325958,-0.02617419151711362,0.07276009015093028,-0.014720997086930674,0.026405878657286514,-0.0016503127618611802
TIMP3,-0.009433825498904869,0.09922276052624428,-0.0027624763065465215,-0.036223886980317865,0.020996700825747533,-0.026032645080795648,0.029219171748984384,0.05127233441686488,-0.028378046937638967,-0.03134843850660906
PIGF,0.012635381668640559,-0.02534984771786425,0.020490406025577453,-0.09116526836057677,0.014484026686153388,-0.01142157354077185,0.04601076728963757,0.030602209659973994,0.01758472088961942,0.06951571680017861
CRH,,,-0.017650523247016995,-0.01332494740844908,-0.02615476783072021,-0.02506831615504386,-0.04090439864156404,0.014957304494739981,0.06409671312176152,0.026992232759941934
BDNF,,-0.025206975956285457,0.013153630818316449,-0.017266660597891746,-0.0706214673856917,0.029012134633743424,0.044141622856775656,0.1180341373494407,-0.005447004277774411,0.024398495485736613
CCL5,-0.046641394379442244,-0.03492588107294473,0.08570709027253993,0.040751990816580375,0.037784283321087644,0.06704219924892206,-0.018046193485662648,-0.01694034326962127,-0.04342000944474867,0.03592351293618094
GAD1,-0.0010978505698045387,-0.0784990792428087,-0.014165769119067298,-0.0147413525084079,-0.0444359650358468,-0.019452750233743356,0.024960559107628018,-0.015937973583301627,-0.058022923617032554,0.05316012924417685
COL14A1,0.017122927801086752,0.04063747658902279,0.08916330729513786,0.008014188986132334,0.008779332805475689,0.017867432695195612,0.03321829224564802,0.00429395681696441,-0.011711945746670466,0.04349900101894266
HLA-A,-0.03888602407661036,0.09556728448842924,0.11192689492854356,0.05402590324972965,0.08756433129864408,-0.07172812827815599,-0.03814737901676596,0.0906589789676668,0.0008635572247371704,-0.010311372255645003
CD5L,-0.024098922180614542,,-0.0176505212049859,,,,,,,
FGF18,,,-0.01597053146429137,-0.01058657106899127,,0.049411266636018525,-0.017559775228283676,,0.023186146283871528,0.02957832100375685
ADM,0.06832735739223063,0.05606639431449842,-0.024759605799835813,-0.056014122075798124,0.05421363453092936,-0.007686030089558632,-0.0025260575938217595,-0.021693627190179192,-0.05842954555126041,-0.02111364525387441
CCL15,,,0.0327821580433913,,,,,,,-0.02029131047079548
GNAI2,-0.06161862990184166,0.01858309943533639,0.04634616825131807,0.05978899614468119,0.08953421865006193,0.001809665035909628,-0.04242424994677864,0.03501583689740083,-0.03644359764497835,0.009070374335906788
HDC,,,,,0.030962364773091538,,,,,0.034491546406014734
COL11A1,-0.02465348920498349,,0.022781843208791928,0.02849814263034017,-0.03092308266270241,0.06587864242767438,0.03466519961177691,0.05753116392587368,0.025537853448691108,0.03888202129894647
NUCB2,0.015183558568145343,0.006488143061006804,-0.002435620409605463,-0.02247745656661048,0.05470486093299974,0.07796688665829586,-0.025614514419159497,0.05293247595949632,-0.0880018970913661,0.00324422276204565
CXCL1,,-0.01222130482741403,0.010037799419790275,-0.016592541080873078,-0.008647066772881575,-0.03603214910653309,0.03071134395821543,-0.03598034873200881,-0.040530195908098414,-0.018017783106498618
VCAN,-0.013115258974563112,0.04535555982159047,-0.003231096641016491,0.08977542774558951,0.07074360639641508,0.010692557098868115,-0.0022498300759357798,0.03505302277645845,-0.008253070570106855,-0.06747203228438296
