,MGH258,UKF243,UKF248,UKF259,UKF269,UKF275,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,0.03310334703864782,,,-0.020120867421295492,,0.06563186927885496
BMP1,0.0016297513290436379,0.03797503777063649,0.007218255575507706,-0.07103173536209564,0.11250978187399006,-0.013005112557099801,0.040674149480311096,0.050947262754450606,0.04448578701023781,-0.03362665950044141
NDP,-0.02190564911097281,0.11217991046066801,-0.04837649596781755,-0.07316995762477234,0.07444608814290375,0.006619663747978885,0.04898131243627845,0.03437604016128453,0.05236795497344126,0.09608760081510923
TNFSF18,0.07113348429124908,0.1487127276715403,-0.029448338408718883,,-0.023309895305265973,0.00010747642724220555,,0.05096598152136177,,0.0038047514486976085
RTN4,-0.11657451201195135,-0.0023679476676656637,-0.02601312189463347,-0.02091894647263964,-0.1409597498811971,0.0007456440515014692,-0.03475316184745769,-0.09304335621207666,0.0057358021092042315,-0.020053372650210007
HEBP1,0.029761438567702272,-0.03363420815433777,0.013553361084521024,-0.011999318710235686,0.06621373002662755,-0.021516840589661707,0.023339301706272686,0.011429483413256713,0.06274168596425364,-0.01359880120725484
WNT7B,-0.01840845438320102,0.06798772636843942,-0.043580310672447276,-0.02495039913686606,-0.04208727373105097,-0.009709499275676855,0.0020087032231002233,-0.04339054637303614,0.039321106556145846,-0.04993671000652269
PTMA,-0.047916106229435144,-0.058942722623215704,-0.03228556565737519,-0.022983944690840516,-0.0336861229274934,-0.02629198100829379,-0.02625591081518293,-0.0870800866940737,-0.005400627698299603,-0.06834179668948738
FASLG,-0.018408459587223917,,,,,,,,,-0.020291310373290725
CEACAM1,0.011892902149240889,,-0.018743060344908483,-0.028810557833521995,-0.004820089403906656,-0.01495763520221549,-0.019738685837432435,-0.02981600815466308,0.022397708547626224,-0.013301880726340245
PDAP1,0.00530537372893364,-0.06997952096643038,0.03872348199623608,0.0047037659448644145,0.04974726979663045,-0.015637090169238612,0.057752659069115655,0.04223445327598407,0.039566470935602685,0.0038424131072620073
QDPR,-0.009603568523043976,0.04918926110065443,-0.025223933196723995,0.05078348370467006,-0.05952004540672518,0.03638459550578848,-0.023000483389362537,-0.11032074300375182,-0.056247475381074004,0.0763079416933232
POMC,0.033564046347333724,-0.04410270127711434,-0.01269955457832926,-0.014903775824506292,0.02940843890547078,-0.01914891095894285,-0.007798784113505263,0.007072742519110173,0.018829178753781557,0.012067628635641484
CCL18,,-0.03132421669935479,0.03397912921691493,,,,-0.011935345799774774,,0.014363667301474137,
CCL17,,,,-0.01669895566143044,,0.03454091766339781,-0.02849403218985638,-0.026528201412687212,,-0.01839179374113949
VEGFD,,0.015778506235899402,0.0497513654037842,0.059962204548843406,-0.01203942617819394,-0.021929018240887405,0.020785783012519418,-0.010466140113526777,,
TNFSF13,,,0.05951095858577407,-0.01151856588159125,,,-0.0031436616328067565,-0.010484855502905161,-0.020469133975117466,-0.015426848859540996
WNT5A,0.002200590094069161,0.037560964771826716,-0.006132624267261563,0.02643526963838724,0.007716963422076951,0.016553625230313927,0.048863669831438764,0.044534734598507486,-0.045077363639335864,-0.037866303738500764
CXCL8,,-0.028142321073078992,-0.027547031717970193,-0.03188560913814891,-0.011057557003154037,-0.07017459159259695,-0.03126004934775665,-0.02448436152536568,0.01131688492280023,-0.04349616392293688
GRN,-0.08915682366146414,-0.027575993755857026,0.09246132420401544,0.004862840715173233,0.05229377163112074,0.06740719301622419,0.006711133007798059,0.06586311162947867,0.0520354192556654,-0.042135946091315823
MIA,-0.024095085830396417,0.11114845871437327,0.04355894509705689,-0.03516239836697202,-0.006236613367016587,-0.04045537042686536,0.06215138028563268,0.006590725996132057,-0.03206299552177563,0.0633883733969593
COL4A4,-0.02131923926085807,0.03017121077112555,0.056696472655533424,0.017218870964080406,0.08254692331526735,0.004596396604388397,0.019122155458462162,-0.04086454986839627,0.0049124521145922076,0.029069319491620154
TAC1,-0.01840844957193849,0.007014416216505355,0.003425382833316231,-0.0003426820313380952,-0.06640108484114561,0.005010340618195245,,,-0.006453153438603589,0.04281327117565152
RARRES2,0.09970299900922774,0.07657863441224322,-0.04259156759058973,-0.023702534506640408,0.09290264942500508,-0.0034153489558303995,0.038262728988550744,0.022249891066789186,-0.02511391509692592,-0.07907851415280988
FGF7,0.030204180156110726,0.017165374458084474,,-0.029600448286660964,-0.04408270382525659,-0.011905307627490163,0.036873447887354104,-0.0071450049458686065,-0.03633573140219595,0.04100462939380627
EFNA2,,,,,,,0.07070596245372911,,,
HBEGF,-0.037070092806296535,-0.05693749634915091,0.053085735569182,-0.03541103446723023,-0.00021059799953137437,-0.046285901441318944,0.07241062398949828,-0.062038363079573895,0.00826961677624252,-0.0396432173603087
CSF3,,-0.0355287739487061,,-0.019903699115760336,-0.01636531365454813,,-0.02008151932144809,,0.0319830804839456,0.06745778180124865
PI3,,0.047845675452711574,-0.01079116311992684,-0.03434777556004161,-0.0184275591737816,,-0.018638012284343926,0.022625902396050574,-0.02988660700910023,-0.042070933941361924
PCSK1N,0.03817485018986142,-0.004787450806514098,-0.0017522372836528415,0.05157771466496224,-0.05187878636790282,-0.032444898957698164,-0.03441953031011702,0.04636445844720721,0.009287480767283949,0.08184217860899179
NTS,,,,,-0.020114939087354473,0.03383773302914097,0.014399549611795525,,-0.005878586543058556,-0.014222770908068184
SFRP1,-0.008457200480251864,0.017304973604347955,-0.016942992151980682,-0.01457048428919179,-0.013634908650780072,-0.032088268389238506,0.026850075369808424,-0.016618614631432844,0.00818504538225667,-0.028008696063439406
CXCL13,,,,,,,0.021425673207055105,,-0.03396969749245268,
MICA,-0.02583233252825385,0.04591110469699347,0.06614960063086645,-0.02659364375142475,-0.002082482263315186,-0.0002624385591162732,0.038991533318661446,0.04463497571146563,-0.00667885697159066,0.05274975893708039
TG,-0.021319234456485422,-0.02832210364803534,0.011893354359458853,-0.01572386101169452,0.01877168976510331,-0.02073618948669707,-0.02814949679554176,,0.04811123049781196,0.08651750668061464
ADA,-0.0277150602799664,0.018345254220971552,0.030188673942560106,-0.04214511252803677,0.11876616040519195,0.00978341357268539,-0.003489941095361156,0.0549163647987542,-0.05339477015260646,-0.009594104836643368
LAMC3,0.012927882376332925,-0.05667819966115158,0.05622325271597936,0.0353472625027439,0.05370048918145626,0.07090209883797524,-0.011427981186909979,0.032760435473710534,0.04527452385367309,-0.0219975869081284
CCL7,,,-0.014877741394903388,-0.011368326388981598,,,,,,0.06389490039746244
NGF,,-0.020469136630487925,0.09551578194440892,0.0202491396827671,,,0.06793079434949902,,0.015393534897742853,-0.0261779038082929
TNFSF15,,0.10989965452272303,,0.010512393308422756,,,,,-0.01622797408813067,0.004083833223455083
HMGB1,-0.03381048786979839,0.035477672490856364,-0.025645656944319268,0.05991031308030155,0.093873647600267,0.00155299464108782,-0.05843529243290794,-0.041108846543624476,-0.004980622835413291,0.04316818036471048
ITGB3BP,0.03054103552472082,0.028295724791859846,-0.004303133573497415,-0.006964179004543109,0.11619314281778308,0.011703849513298671,0.06779345617783107,0.06486586727488543,0.008112529484064566,0.027624612505766255
AANAT,,0.061294280768912905,0.04092505698829598,-0.011518567110945862,-0.014761955793220555,0.04113169602212991,0.039170392710453715,0.027836718157922512,,-0.021469044932643778
RELN,0.09141154297051884,0.06384814960002483,-0.04660009233252691,-0.01999365297861071,-0.02604761375131407,0.06440268820153672,,-0.041036598218444346,-0.019601634035131765,
IL15,-0.029725478867985204,-0.03599603202072192,-0.007727902324813114,-0.005036852212062038,-0.019089433433167394,0.017048637658764316,0.029162355645741874,0.05364466461870028,-0.039585023299220694,0.011541148605550245
UTS2,,,,,0.025483945589370265,,,,,
BSG,0.012271831148971605,-0.0075635413994639645,0.021004946932824776,-0.010379925619614667,-0.040819736227146186,-0.02037343699778556,0.05348109574408601,0.13626256585190372,-0.018960093876060673,-0.015825707540722742
ADAMTS3,0.04521156103301748,-0.025141297993096914,-0.0017612621971152549,-0.04187504049478864,0.09474353535620593,0.036570711210961414,0.005501956693012267,0.06315462955267859,0.04043483207703907,0.07609635079316236
CD34,-0.0028779801142999797,0.03091169695288886,0.055642352704723945,0.05086747822377242,0.04106721886129824,0.017883329826311602,0.014203709699409402,0.047828856351334575,0.030974316726528724,-0.034380050373415114
CCL23,,,,,0.006193172989777797,,,,,
PLAT,-0.009368514135220989,-0.017729069526940717,-0.010145162573223456,0.03900478146573132,0.06578018565800003,0.013824390787938703,0.00017890249124905276,0.10443202932460974,-0.0035903280801036397,0.044503140506634425
NTF3,,,,,,,0.0668068936168136,,0.08967916813513173,
LTA,,,,-0.014570483607561633,,0.07589274075787016,,,,-0.028894099016615802
CKLF,0.0011695887092628425,-0.0023809164588722027,0.0096442773614721,-0.017005045096777575,0.10091287530678232,0.0413066118165794,-0.020161983721115155,0.028919943946324026,0.00036464729547071534,0.0225776387984088
CD24,-0.006249597352836438,-0.02494247469025458,0.010519815702920798,-0.03182012522331038,0.02548335377975259,0.008200238214785683,-0.004212444785721191,-0.00668721039295496,0.011028336563343363,0.03702509249881366
HSP90AA1,-0.013525891139925446,-0.12834715692239732,-0.025064699311401897,0.030643549613781525,-0.09738028964558502,-0.03913780561399426,-0.018464358033778848,0.03703278714981933,-0.009986277658841108,0.021272846915947437
BMP4,-0.021940587283798045,0.07527633604376395,0.02735925834751962,-0.0242573153678914,0.005522879393427542,0.05601622345937942,0.04793402579136896,0.03503187567407747,0.012520228649511573,0.023985607043969306
SCGB3A1,,,-0.014877739907149124,,,,-0.024455726886396963,,-0.03370038154076963,-0.023418605171654894
IGFBP4,-0.013455490044442133,0.003015736286091294,0.06532292265772982,-0.02312762475779989,0.03126832145360962,-0.007045706050672267,0.008664689643785159,0.08566602252730311,0.0012558924570635819,-0.02993814274136781
RSPO4,,0.04512056263421052,,-0.022302677915961747,,-0.020888733071760097,,,0.22648087922282822,0.09743241917178683
LEFTY2,-0.021108445251030696,-0.02777457066829018,0.030393326637467605,-0.03255647843227383,0.06176189120071167,0.044099484331420497,-0.02157097429241144,0.08502929966865408,-0.030864751535808366,0.018519430576909135
PF4,,,-0.015433266927080238,-0.009918640805001794,,,-0.017195113708061056,,,-0.028894092330306972
ANGPTL2,0.020493860345069163,0.019141188997187253,0.025066652177445137,-0.025395539729639083,0.051571086085732715,-0.02941745827919669,0.02503589939929601,0.012737442535168692,-0.024782655778059097,-0.01548473179857394
LRIG2,-0.0640825027670302,0.09244065012109066,-0.0038544687651467014,-0.052700006421015674,0.10415645660702183,0.015862549055614916,0.021721714767321133,0.025732134817567493,0.03177325360610876,0.05666522455537482
ICOSLG,-0.036267673384533405,0.057335658285955514,0.0004939855153729997,0.018521961354303323,0.07916265299572406,-0.033370549370466726,-0.009722620946933313,0.021182968878011615,0.02250937838223998,-0.034600558038323515
WIF1,,-0.05819097806061617,-0.02776965881062546,,-0.06580508259202385,-0.01611934054757638,,,-0.021097919134654697,
NPPC,0.0418998197026473,0.0002262661508258834,-0.04615473421895254,0.02212230692035561,-0.03974598181976379,-0.0032744102828191203,-0.03253430789617031,0.06760108079677586,0.04034026224778401,
LYZ,-0.07195402652140319,0.008144335837617204,-0.014768927746519826,-0.045649624654051764,0.0615989234630535,-0.013552695878932968,0.0020741059076506423,0.0008583147040327874,0.024938112423344,-0.01471113935845948
EREG,,,,,,,0.02684496233970327,,0.07919663699692214,-0.04363677234327222
SPTAN1,0.1217541965813334,0.08176923025476136,0.02482237319895245,-0.010887991517774793,-0.05566928954573228,0.027003188455955295,-0.01975701064159843,-0.08909116787750472,0.030119141183048162,0.14174361667272692
PTH2,,,,,,,,,0.006559327507393774,
LIPC,-0.027295001996297787,0.05089535043437429,-0.018894375272579207,-0.01782453624069779,-0.028077584750356575,0.055821913844169756,,0.016621228237478476,,-0.024796209174087355
COL8A1,-0.010421144006500812,0.019400947558919548,0.008341081022911664,-0.03584377468444371,-0.03323410903866225,0.0387549161990603,0.01922618837552003,0.10782610119661529,0.06459993940193755,-0.03801518559004172
GSTM2,-0.0337017782805193,-0.007522498297192085,-0.004597207005651605,0.004825330264740042,-0.02422531676689681,-0.02364916621868779,0.012095692932497484,-0.035030995743767175,0.013644784493764451,0.06897147382416474
SPX,0.05895821440347418,-0.01704761607042611,0.01421955291390968,0.015024087194878478,-0.05177153019258784,-0.014984413718826087,-0.02134993152369683,-0.07222595816317229,-0.03531893974417089,0.12465947747199381
MFGE8,-0.0016500083326701483,0.03859777681215308,0.024391390627820357,-0.04365273672537972,-0.01809364735544243,0.006744360773589795,0.0488442656138192,0.08712162215955914,0.03242276560561644,-0.02900063354180173
