,UKF313,ZH8811Abulk
BMP1,0.059720589904296816,-0.04678647428973375
NDP,-0.006130106953058974,0.003997849919109342
RTN4,-0.025073294647887212,0.00951089293999202
HEBP1,0.0067076803130661075,-0.02121468072569372
WNT7B,-0.030479056243987616,0.020627455126903987
PTMA,0.09155105495692083,-0.05910740011612973
CEACAM1,,-0.01821210412297487
PDAP1,0.028841812785058634,-0.05943601590084056
QDPR,-0.0021381555597341497,0.06459977237791165
POMC,0.04855567603248112,0.09271470317302209
CCL18,0.09861166853125204,0.03159601776466167
CCL17,,-0.012920606384633042
VEGFD,-0.020029143629377605,
TNFSF13,,0.009842847149528842
WNT5A,0.022918547251140727,0.008078018445488706
CXCL8,0.014276979088989394,-0.06184143989038755
GRN,0.05682132634483178,-0.027589579066560732
MIA,0.0023147325275249065,0.09549234089248937
COL4A4,,0.03205617943698877
RARRES2,-0.06254683152122494,-0.05212773410841707
FGF7,-0.024597144396948066,0.06111394641438461
HBEGF,0.004048400411284151,-0.026512795767495347
CSF3,0.021825802765044918,-0.05098531594158278
PI3,,-0.09572068057537836
PCSK1N,-0.023124829756241066,-0.055326191795451715
NTS,,-0.030142429709792577
SFRP1,0.09575829764553431,0.05750850161723744
CXCL13,0.07239944345469734,0.0157983145029313
MICA,0.007149652324465626,0.10941895930472752
TG,0.03993996338267146,-0.017168255548444665
ADA,0.08721403996243635,-0.018064531862423235
LAMC3,0.052889555701583886,0.05027682752349875
CCL7,,-0.019365010762758445
NGF,0.06801036377257311,0.13199411732364202
TNFSF15,-0.01916209959414018,0.07054325040455835
HMGB1,0.04332887256189152,-0.05536741658511275
ITGB3BP,0.05004895030337,0.01453252785576314
AANAT,,0.033342620216520645
IL15,0.01657838159808308,-0.031123771983202778
UTS2,,0.19222516171541285
BSG,0.0009870808324484047,-0.010889594395351093
ADAMTS3,-0.03759516980188784,0.14014883708646222
CD34,0.01637682692086993,0.09214466801642061
PLAT,-0.004842302293753455,0.06687882032443794
NTF3,0.008087486954082882,0.03948009057325299
CKLF,0.05333302088629927,0.049890646308409704
APELA,0.009135910572230016,
CD24,0.07849090284239323,0.06549409591572926
HSP90AA1,0.010536590801617838,-0.1511526217224941
BMP4,-0.02831105481749099,0.061606297306610706
SCGB3A1,0.08317466544760256,0.0656297755418651
IGFBP4,0.032781644053505636,-0.023516424570871337
LEFTY2,-0.021666391716116323,0.009630754252026787
ANGPTL2,-0.026180204112804504,0.080051474515974
LRIG2,0.05410696321069494,0.02349754116359141
ICOSLG,0.013377051495799595,0.0791086181729496
NPPC,,0.07766458722278688
LYZ,-0.021804676016422067,-0.01342326453199048
EREG,0.037260955632600665,0.09166292898610805
SPTAN1,0.034075168624101024,0.026568661053663768
LIPC,-0.03167874243981416,
COL8A1,-0.04252219620677785,0.03753621241461412
GSTM2,-0.0025107358171665437,-0.04659136178857088
SPX,,0.0683411313045028
MFGE8,-0.0552873127550269,0.02410621188540533
TGFA,-0.034144392554332104,0.0612349807076483
SLIT2,-0.041962179016975305,0.002906849326073275
PLTP,0.06666008591684246,0.03973422138870971
APOD,0.01425202718786811,0.13674797692569557
B2M,0.04588979816567078,0.059091996707482566
OMG,-0.016045088192446728,0.10473607114749121
CXCL3,0.05534191641164334,-0.02378371581165109
CXCL10,-0.021863076343002386,-0.019996857903166812
RSPO3,,0.05395654087300726
CORT,,0.0571962414345647
NCAN,,0.1348408149197321
PRG4,,-0.021210045628408804
ZG16B,0.027813328829871514,
TGM2,0.0014272770381561558,0.01994942343530087
VEGFC,0.006066196607637386,-0.024921656379358312
WNT6,0.004881336631565541,-0.014243373733856113
PMCH,,0.06773225828288783
COL9A1,,0.05497729121279037
GDF11,-0.025521877612410915,-0.007472506454274355
IL24,0.025066559409218404,-0.014675319943468495
SORBS1,0.008232738970246088,-0.006477560344547542
DLL1,-0.0016909222514313914,0.13096800879074783
TLN1,-0.02972066162176573,-0.05467287097603453
COL2A1,,-0.03208217321994432
SHH,,-7.258915319051608e-05
PON2,0.004379430883636231,0.08852311533744187
ICAM5,-0.01706160101767321,0.011183564678378792
HPX,-0.02217371103547666,0.008943399110123549
SFRP2,-0.017787752335449356,-0.005771957425598968
CD70,0.014486903321960608,-0.012913977195079218
HP,,0.009823269057294004
CXCL2,0.15972344424422605,-0.004029589759566087
NPPB,,-0.03866399003372176
CCK,,0.04122992482342363
SEMA6A,-0.02917523323755439,0.054077659174956286
IRAK4,0.0669240268266833,0.02649678387000327
GSTP1,-0.07431164052984451,-0.024615477693227528
VCAM1,-0.03967801186418541,0.027287999311124897
NXPH3,-0.034011254007244716,0.07706881663518787
MTMR4,0.03575729341578216,0.05406175207239009
LAMC2,0.018381773539823374,0.005581016439738743
IL10,0.05905862593031338,-0.034340722882991684
SEMA4D,0.005592221091082326,0.04853631692678625
TRH,,0.0491153765294688
SEMA6D,-0.02428743923808366,0.008153004394913274
CEL,,0.0544417545225984
PDCD1LG2,-0.028219404944416448,0.050424780802813186
SPINT1,-0.005782478362928815,0.09986727762371035
CTHRC1,-0.012535155335916015,0.021858641669913467
PODXL,0.046057109390374676,0.0077544512806167025
JAM3,0.02363638492260031,-0.05551230381461471
TGFB2,0.024290342498985013,0.02028763995143746
COL18A1,0.056271417388806935,0.031066366911464253
NODAL,,-0.0025054367414682715
INHBB,0.015931079596957255,-0.029071362704730565
LCN1,,-0.0233347570934813
ARF4,0.04061849834680838,0.07731242904124606
CXCL14,0.012417207775949072,-0.08891773641767706
LIF,0.028842216853942997,-0.07322321244522173
IL17B,0.026233657448548643,-0.020306175407319535
MMP1,-0.03936133239094298,-0.03208217626564574
MATN1,-0.018023654446346144,-0.029361864773975524
ADAM28,0.020606689078162436,0.0011763083876731393
TCN2,0.0242044371169707,0.016940986520630336
CUBN,0.032868260834910776,0.024337869896928443
TIMP3,-0.026048094982208236,0.05102642625143053
PIGF,0.07471586457128966,-0.0019341322375815507
CRH,,0.051062897754515606
BDNF,-0.027801452820024847,0.0001271104221542435
CCL5,-0.004219391469844669,0.07633473886057265
GAD1,-0.027001474326667857,0.016389600701218535
COL14A1,0.016321918765825002,0.03372619652018793
HLA-A,0.01493026237912089,-0.06148929017801704
FGF18,-0.01871452087162756,-0.024006763318517633
ADM,-0.024446459662106543,-0.09794660864289957
GNAI2,-0.094410922267464,-0.0046250859827181206
COL11A1,-0.02789276189272049,-0.0048659233760452395
NUCB2,0.017379231709603097,-0.0078815944067953
CXCL1,0.046831246790158126,-0.020447284341932086
VCAN,0.04125352617952254,0.08522261559766373
MMP7,0.018294387407433277,-0.020863029405308712
PTPN6,0.03446899752317617,0.007264768219784801
PTGS2,-0.011926252896437244,-0.08321192719139989
XCL1,0.036142493454718004,
CD58,0.01108226465686178,0.05223046034349876
TNFSF14,,-0.019204147967561782
CNTN4,,-0.03921599068644598
INSL3,,-0.02135740765237122
MFNG,0.005757621298626571,0.025933347095080616
ICAM1,-0.03412645342492857,0.005992992539521782
PROS1,0.03055188402857853,0.007166536736983742
CLCF1,0.040914267460580654,0.007665833794174098
PSAP,0.027282372562379347,-0.0105757762250174
EFEMP1,-0.007031600752312264,0.0015280107225748576
C1QTNF1,-0.02512297996236466,-0.04371280226619175
ALB,-0.017061606626865396,0.12009368180028221
CCL13,0.013538171305441406,-0.014255834237863163
EFNA3,0.043272286874214104,0.017439104159272346
DRAXIN,-0.0020586979953956786,-0.057145914248981015
NPTX2,0.06598648744440595,0.03170692017615179
FGF11,0.04496154013126319,0.04724917042135505
CD59,-0.026524897616825836,0.013385616248312521
COL9A2,0.04202049441951112,0.07431092027044765
DLL3,-0.021863077753981188,0.09866454517875616
FGF5,-0.020148001037087214,
LIN7C,0.024903972682457712,0.03781998511660749
PSPN,0.08355559719865885,-0.01661592566377095
ANGPT1,0.06901990838784759,0.019950991177969155
PNOC,0.02920250678498604,
L1CAM,0.03611303474734549,-0.053710314796356885
APOA1,0.06795167948658691,-0.008982061340718928
PSEN1,0.027959800555972577,0.028283452299176504
CALM2,0.005688372835005977,0.06727209171001097
CLEC2B,-0.044187076969718644,0.03257760461108572
NTNG1,0.03018615612744279,-0.0011725539360297062
LRIG1,-0.03031899114712973,0.10867527051177618
NPY,,-0.04982983235144729
MMP2,-0.04077993749511038,0.017624792878028716
PPY,0.08131056452939198,-0.00152336007135816
ALKAL2,0.05439704973994585,0.028569961551862203
CSF1,0.05680201441864158,-0.0035417209794054
SEMA4C,0.026670382614250865,0.015176831679517225
ICAM2,0.015602434514412981,0.0066836209391674785
SYTL3,-0.027990776500731684,0.027446684162697618
IL1A,,-0.036015554180064906
HLA-G,,0.08086516907622161
PGF,0.024970964975047312,0.047681924009490166
LGALS8,0.01913865930254597,0.0395555045046951
DKK3,0.022829843184736385,0.0748043519820429
COL16A1,0.04399929588591742,0.018170686243908735
TPH1,,0.015041440077358314
TNC,-0.07737742925642806,-0.10129696334461347
TNFSF9,0.10696889977329449,0.013575937776843872
C4A,0.062266295523700575,-0.01587124609542094
CNTN2,-0.019815702687889084,0.07301468264488646
F7,-0.017061609021034475,0.0014252616799237654
LUM,-0.021201427502219032,0.06531757183373475
BTC,,0.0438846862741358
APOC1,0.08840126580992909,0.03264544588289635
PKM,-0.06936912654694986,-0.07165387952221747
TNF,-0.02428744121128836,0.10660562739399222
GNAS,0.003769120562671392,-0.07654258451613599
BMP8B,-0.03976456959338632,0.034686607345794276
LIPH,,-0.014255839480812209
PTPN11,0.03236183065721269,-0.013457161095621143
ADAM12,0.06071073758234041,-0.0034204554890396293
EPO,0.009472414834082662,-0.015482205752178279
EDN3,,0.12708709630958154
CCL22,,-0.017522522316626057
CCL2,0.020436654308965525,-0.015829175967110587
DSCAM,0.07998642823518398,0.08104917794177176
ANG,-0.02408179807657419,-0.026901048746199776
FBLN2,0.021927580435545026,0.09902299181627817
VTN,,-0.01769722067381437
VEGFA,-0.051098347278916476,-0.11161189007611858
F10,-0.03308158555265776,
SERPINA1,0.07620449550272607,-0.01869353883209123
VWF,0.025486746028607697,0.09179408199226421
GDNF,-0.05154741098557283,-0.03903255326423639
VASP,0.04409068789057079,-0.0013693625956493652
ADAM15,0.07419971194612594,-0.044744673361742704
WNT2,,0.1352910190886041
CALCB,,0.08398578757782345
OLFM2,-0.011312435173964033,0.083655632358192
MFAP2,0.06089167298792853,0.06351685550413538
HLA-C,0.06268813481037382,-0.0022998320448938837
THBS1,0.03276120149415635,-0.018986123667057823
HSPA4,0.004874064222345548,-0.01766935235791288
LMAN1,0.07650163831997162,-0.040195829697143415
LYPD3,0.03363597002574358,-0.018605586628964554
APOE,0.03169957799586855,0.0225793971745492
SOSTDC1,,-0.018310742063704383
ANXA1,-0.02400654398884115,-0.059987572810515706
WNT2B,0.13807670045590228,-0.03070356826826179
AMH,0.08381169670772347,0.0723455260922717
GDF10,,0.04845306904167138
EFNB3,0.00988343726785375,0.05232754505679171
LTB,0.020974838280567003,0.0495222867128173
ANGPT2,0.09518975369337511,-0.0034686989514192564
ADAM17,0.016140621443255253,-0.0395262740741052
LRPAP1,-0.000578700173960491,0.07733107139253197
NID1,0.07015156079248727,0.019970763657671167
MST1,0.03214728449924351,0.07049291451897215
CCL14,-0.023928985607837912,
DCN,-0.03251177605720488,0.07470795134653455
COL7A1,-0.009842154039552426,-0.006674466530266364
CALR,0.048373857866024016,-0.04002261412908274
PIGA,0.02056627623476792,-0.05439977729938919
CD200,0.028901985131314704,0.0289096817978503
CDH1,,0.04563824442779731
LPL,0.023627738521252852,0.1188467220260349
SEMA5A,0.04523598984596743,0.09636946936394876
SEMA7A,-0.007170120367338687,-0.011891027269295867
SEMA4G,0.008897434217245235,0.05771024810958596
SEMA3B,-0.048938060544377646,0.017969454286225962
RPH3A,,0.03678602141396836
JAG2,0.020011584824302736,0.05794884481857059
CGN,,0.04120584089449358
GDF15,-0.01206997137256299,0.03928060731771735
SEMA4F,0.04088369217920013,0.05819418422807984
NXPH1,,0.10629114184474608
ARF1,0.07608024635001204,-0.006843149776469517
DSC3,-0.005446502993232413,
EBI3,0.14015428201413527,0.09782482540259188
TIMP1,-0.03816977030579939,-0.10505397192243011
SEMA3C,0.016214630546496713,-0.026031111074759753
GAS6,-0.02521787277272963,-0.004561914684517219
MEPE,,0.0076228335499300215
SERPINE1,-0.06098553124240502,-0.12453168866877652
RSPO2,,0.018038980536937397
SHBG,,0.06951878047880138
LGALS3BP,-0.037047632119645825,-0.011200103102090115
LAMB1,0.025011318522697477,-0.05624003227120897
SPTBN2,-0.002609326654149394,0.013385942837990905
COL1A2,-0.050421580928044135,0.022619185606974877
WNT11,-0.02186307661434444,0.022713203559788182
LGALS1,-0.049440375841984775,-0.13342045732567845
BCAN,0.0462596861330934,0.12777792289974316
ANOS1,0.10113012026361383,0.009486327184255497
EDA,-0.02301085487672466,0.04974875228146209
FGF22,,-0.023605519324258036
SHANK1,,-0.012470033038542598
NPVF,,-0.01752252349114612
TGFB1,0.011847750103106196,0.0061577273591411396
MSTN,,0.06524298173729594
WNT4,,0.06821619664862433
TNFSF4,-0.006439810748747523,0.01721542698148213
NTN1,0.028977699499186528,0.06844563179036563
CXCL12,0.05626611063569706,-0.018106809941483202
GNRH1,-0.04536711481931802,-0.001040693591146344
FGF8,,0.0423224394229112
RIMS1,,0.03727219703943207
FGF14,,0.049412911919790185
IGF1,0.013104723229509884,0.08779632091252637
TNFSF10,0.015430001927060602,-0.003636652229473529
GDF5,0.051962524539020956,0.02875615095787139
CHAD,,0.07044072052766988
RGMA,0.015382128021135071,0.09579358926783287
WNT16,0.058942158951099874,
