,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.0060052526780842354,0.02308662038162064,-0.02553123121556731,,-0.06911440261441454,-0.020671069647609248,,,,-0.04247584170209852,-0.023840002006363475,-0.016893069523023527,-0.017163926969733963,,0.11481177389039714,,
PDAP1,-0.05798655802717961,-0.05212829618235135,-0.03102877319321559,-0.06568479356959533,-0.026698556626729847,-0.27399249234462003,0.044702864630508043,0.011683316676453153,-0.03539778003429801,-0.16111373862718104,0.06469666770363704,-0.005080013863836997,-0.012381789575647438,0.03834608019187418,0.002936927498370505,0.04839666173842044,0.002622005146561559,0.1233523589154295
QDPR,0.0970356943164573,-2.34996374995629e-05,0.02479153390686258,0.13897840001273012,0.11653990243976144,0.0134573151280161,-0.0065089505254358766,0.042985270412390635,-0.24846214781943216,0.03026188802520316,-0.08244520992523678,0.007267506375043446,0.030361987152174166,-0.03014799594794077,0.054726720473764374,0.0686155140742187,0.15619220072362333,-0.06425874601393981
POMC,0.09194060461192417,-0.0253818767171213,-0.01077732190473196,0.16124243541519592,0.020631687513443225,0.03873709657077733,0.09386781006745554,-0.011744039402249176,-0.03202942283484901,0.08884366362902768,-0.0597854928839687,0.018322933546172062,0.036684816327170605,0.02589798541540383,,0.010439203833291551,0.03403863379896441,0.10682156956814437
CCL18,0.008170187584719692,,,,,,,,-0.11236204137972959,,-0.03642081362801213,-0.023324531583518094,-0.010670058376901697,0.00801048905365996,,,,
CCL17,,,-0.018966972879316642,,,,0.001041866433598981,-0.02287558249648109,,-0.03143856736764414,,-0.016913327534982793,-0.024386206393825823,,,-0.03043156819394962,,
VEGFD,-0.010268002813229767,-0.02662939437087725,0.006122926861233174,-0.009645229615557652,,-0.08641877220663527,-0.025218664200248132,-0.016779516405322555,0.006470491961101055,0.03702196067864288,-0.04103211772025591,,-0.016893069523023527,,,,,
TNFSF13,,,-0.013082993398764961,,0.02486347953430577,,,,,,,0.07329842585852663,0.09826839299798762,-0.019273939617110852,,0.025968867209722295,0.07163657667889338,
WNT5A,-0.036106167572404924,-0.013038440485756248,-0.018900936933264806,-0.103398397563634,-0.14157646660540768,-0.25108557903140594,0.025775496053012784,-0.05525788477649008,0.016083707467541453,-0.043197000595060944,-0.028967819566714587,0.04249711819081882,0.011371686056607232,-0.02681043336198526,0.0410627889791845,-0.014413701867433201,-0.10204538533470074,-0.0801281465010144
CXCL8,-0.12083016807747606,-0.02138773686021634,0.03397576707444863,-0.06620738291251246,-0.05807368254517288,-0.07874914002198632,0.02689338555311859,0.039644980540927854,-0.053581305002678825,-0.030121844926521646,-0.05892628791776153,-0.06206882306575896,-0.10465225758443299,0.03276785975185235,-0.009236371225386073,-0.004551913772555685,-0.13307606197518101,0.011869196120227125
GRN,0.01666708407334484,0.0670250085880684,-0.005363648784162848,-0.06962052214566929,-0.09631847866692278,-0.30570729787696344,0.02111673395914464,0.03689161526513195,-0.2191327585673719,0.08569794047670164,-0.10510405798678499,0.048048281473070026,0.014697840995167674,-0.06082893021386419,-0.06285548398889294,-0.10737668923956144,-0.08794942649131897,-0.07896464430199839
MIA,-0.017895124957070453,-0.03738452661593636,0.03747217780835415,-0.06911070812391011,0.030386157064493248,-0.09996809029064484,-0.009502906097318624,0.010448211457893016,,0.002614384115722686,0.037664210589575184,0.08309837964478162,0.09696398620413259,-0.017226286873479893,,0.22456476188104746,0.006936329232074321,
COL4A4,-0.015097141492122594,-0.029187923500947083,0.04028777571333894,-0.09631282461994131,0.003121163682847767,-0.04262253211928164,0.05485380666917109,-0.03205820154484724,,-0.03727549482852127,,0.06455887531585393,-0.027048445688343012,0.07392742268560043,,-0.05678644238209702,0.0028032058016069492,
TAC1,0.17118533643128392,0.06243020979844159,-0.0013012118721985376,0.18173413108710498,0.12602901068895436,0.44085094280075815,0.01662737850386054,-0.018145493958598716,0.24178978099632747,0.2380662197869054,,,,0.05864470937773924,-0.0015737049065788467,-0.0400053908030448,0.09781719446357513,0.28961501241182475
RARRES2,-0.01003750127646189,-0.01165474523410097,-0.0006497909531206937,-0.1313339776821581,-0.06469706350593504,-0.3601710969815841,-0.01940808327993466,0.05721696679766708,-0.05533017107742057,-0.11339568613960825,-0.014666264640961602,-0.032299063508465106,0.011776510231469741,-0.019115712057862954,-0.050131474526521336,0.04947321543415261,0.031614400248962386,0.029195779225146164
FGF7,-0.014115320483265853,0.010555840903910499,-0.02401534282684632,0.01707350093972563,0.05011021355038985,-0.08018634160553473,-0.007395394720348171,0.04887674306529796,0.019364429442543827,-0.04360529860597405,-0.04975038119557422,-0.0090268842971381,-0.021539857313158182,-0.013399698868315811,0.0758883386668692,0.16807307871958369,0.0678805670048776,-0.06594940066326263
EFNA2,,,,,,,,,,,,,-0.016055732045438406,,,,,
HBEGF,-0.03954188372481696,0.00831553851393928,-0.013165728392350699,-0.0741397354047281,-0.09271302059382337,-0.12270909112944973,-0.019429593928093285,-0.006291791113188823,-0.08971069793597329,-0.05785294347473312,-0.020803542343469216,0.0361425154731465,0.02039544239140321,0.037002609376670464,-0.11562416750207434,-0.14205708381671775,-0.06910515070416241,0.05970893405794409
CSF3,-0.01840435447678815,,-0.022606977884170692,-0.042844884323226105,,0.00745314113763736,,,,,,-0.04022427079975045,-0.021184666174090684,0.050922609089222165,0.033055494253165695,0.02236466899969595,0.006535697870424824,
PI3,-0.07030473825445203,,-0.00628036353843187,-0.06520459835442347,,-0.06055763430778854,,,,,0.005622570627907116,0.0008231630030553202,-0.05165127561883619,0.07487261837408055,,-0.03255524943075948,-0.04448198157749872,
PCSK1N,0.1900932805153944,0.07866461778029096,0.026783672162130026,0.04282954759939372,0.06432160418051412,0.28196763181118895,0.059505312116366595,0.00898245668329039,0.2917543852968225,0.24337616726360517,-0.03782380286375958,-0.010546441415416061,0.02118044407297362,0.051589936905510295,0.02263909824133501,0.14120989299624334,0.06574132340800654,0.17912555672280522
NTS,,,,-0.08182692077851211,-0.03792070420744353,-0.06610279277293345,-0.028231144794387486,0.019501831787885837,-0.039797764792588695,,,0.0408878392442998,0.0632692576495804,0.008330526894328538,,0.23895248123297141,,
SFRP1,0.07953910788572273,-0.013016965893384755,-0.016549416978806263,0.08083848456216627,-0.0625766420275488,-0.005925545654373699,0.05543875770392365,0.0018839372871336285,-0.005382601813946835,-0.005388448664127602,-0.028800821411321193,0.04403958332469359,0.0522437734639415,0.03684845555827018,-0.031207203467575332,-0.008930683706255525,0.09901975252119126,-0.03736770408816168
CXCL13,,0.03630196955977642,,-0.027616345042251515,,,,,,,,-0.03799080136158796,0.0328452218020216,0.03641506163368188,,,-0.012693159797791665,
MICA,-0.08282675465419605,-0.0056852010830883625,-0.03838714735952069,-0.022093448761734157,0.012538812031942802,-0.11733108394123502,0.011337449612166203,0.027374735503185362,-0.03719139754536836,-0.07466435769372991,0.008008994613422098,0.05515377826028285,0.12341703977243701,-0.02279725097456211,-0.05240480442443495,0.04295387442472234,0.03943907764863033,-0.0794741350614271
TG,-0.034502548321766975,0.054826813831244915,-0.01785944291449226,-0.032061397060733694,-0.054736291128825186,0.041975610801336535,-0.023846895183054356,-0.016554959712715485,,-0.018592995180505528,-0.05754798138038455,-0.02247358371976109,-0.024091340746880796,-0.020251802406667487,,-0.03475385649546181,0.13192986268641968,
ADA,0.09115836083355588,0.07188413747224186,0.007965197412302274,0.05965207393864708,-0.06204326183142693,-0.26604037482373605,0.061349621476720885,0.005398174927321621,-0.10146242262231389,-0.07656398966687325,0.0628177805738841,0.033428362005524535,0.044910161238554375,-0.06014479364904775,-0.0013729763789532064,0.005061822108642699,0.06225892709212171,-0.05775759297344133
LAMC3,0.05624198326195358,-0.06188516019272583,-0.014395623677526639,0.017048204127459242,-0.0809686515469377,-0.16836194892409603,0.0403423283510783,0.05880959872727286,-0.07908264200886538,-0.027526728061349558,-0.007999562796649533,-0.015785653382474105,0.017759771955613766,-0.028167338497130528,-0.06192276321783498,-0.038966522146541095,-0.09563540049848372,-0.07318661787978
CCL7,,,-0.012912348692622571,-0.03661417480013076,,,,,,,,0.008460641772281768,,,,-0.03357454876268031,-0.11077119987814277,
NGF,-0.034191185819057904,,-0.009533712454309657,-4.506418789696985e-05,-0.052233102941996984,,,,0.03957661722937986,,,0.0319914043816478,-0.015839915994817214,-0.042244556469521057,,-0.033037575178357405,-0.012435503100056377,
TNFSF15,0.015482468099260087,,0.06577241326051557,0.03975660771220131,-0.027041713394995916,,,,,,,0.011699276972697946,,0.20676682607746644,,-0.06681945498109321,-0.04672235025865322,
HMGB1,0.04208690738006917,0.02781284902328369,-0.004639194012419712,-0.019822295195282225,-0.050556936606233824,-0.30250467782757173,0.02959478113050047,0.023703831443758344,-0.1483260452345661,-0.02470153752088588,-0.06472885132195305,0.04910910948386859,-0.11540866618692372,-0.020733507080217383,0.04013223102177827,0.08806636327559468,0.001387096436341847,-0.05116108420242969
ITGB3BP,-0.12419522339257003,-0.024326156001370666,0.03708026654738194,0.017866409552050905,-0.09969682476510165,-0.29262914544349783,0.045659339320860484,-0.023254921620882055,0.04469103171729095,-0.1306754870118462,0.007390020612482525,0.0884158164516351,0.006294434623888363,0.0030927274186951766,-0.09365951098570056,0.014962839549279277,0.01647252484985914,0.007001109937547467
AANAT,-0.042099905721967444,,0.008617741230657045,0.037184182003853525,,0.0344816994849056,0.00550046731753886,-0.019083167239257424,-0.022367827434978595,-0.042171830992245134,-0.049600142267107204,-0.022238383020379216,0.0537237455077584,,,0.07846050113612912,-0.04586323484498839,
RELN,0.035758236674397585,0.029925255402384453,0.06875095661504574,-0.012171457314245154,0.0008971155066856017,0.2507693568924159,0.008148946643953462,-0.004192051574017374,0.05937356949873791,0.038054190557384585,,,,0.062431997796485394,0.017648124733520915,,0.0934773952965871,0.06675808705814958
IL15,-0.06012696293873553,0.029692236781305146,-0.023698713715467754,0.009709790450607976,-0.03612272201366933,-0.12653784286007427,0.012746067969484699,0.06154703880957274,-0.04639936521105828,-0.0013029811195676845,-0.0005678374247181383,-0.019545109684936966,0.01444084959506414,0.007626639841861332,0.0896957750087857,-0.011085398022058261,-0.058793470333326894,
UTS2,,,,,,-0.1344559664608047,,,,,0.07676687012505007,0.02636112751794398,,,,,,
BSG,0.019847843225869553,0.015691309711899904,-0.016964995937581703,-0.050368221219351264,-0.010568233298763517,0.18807460244310176,0.041629117269472965,0.02546064266225514,0.1833997242552237,-0.12998178758503887,-0.004410647960106821,0.09464214774488135,0.020158328340100312,-0.003184950613093002,-0.048585229789944714,0.039206152684530614,-0.07543783387675809,0.17188920435992697
ADAMTS3,-0.08984766815443948,-0.07012281692161762,0.032624381933245634,-0.04591899427297465,-0.00564456222121461,-0.2992301551809658,0.07155471241511958,-0.002390057519176129,-0.001917629302255445,0.032434414003178556,0.09621308077956635,0.005252553811177394,0.012914546504026632,0.0431529617766859,0.01699554934631439,0.15186116545860281,-0.010567147487085182,
CD34,0.021866235529575995,-0.056605985851387354,0.03973220503128577,0.012494501028854613,-0.025132491544320755,-0.15969594505395726,-0.0074508948810418545,-0.0007011757401293207,0.07178839778374349,0.04009966437420867,-0.002806164246126188,0.04587452639813359,-0.00938638230143791,0.0062096630891781725,-0.02777037218387867,-0.06943822421256127,-0.01741186923644896,0.11097902111045455
CCL23,,,,,,-0.05519842234992779,,,,,,,,,,,,
PLAT,-0.025223164957052426,-0.015361091048173263,0.05863306638854205,-0.030607054212494215,-0.13044944981290907,-0.2726181889505394,0.038136211299678646,0.012429752794311456,0.0037509869328481707,-0.1374341765926576,0.11183135167382491,0.08000669805866496,0.024918250035759412,0.00932032734597888,-0.0019162904852055484,-0.013044177996261232,-0.043517617441582675,-0.024000547368032272
NTF3,,,,,,,,-0.012231342087077962,,,,0.06406463670178139,-0.00742922822083795,0.0447025388422916,,,,
LTA,,-0.029349124711715566,-0.016549416204598523,,,,0.006528536183660216,,,-0.030429775619445022,,,,,,-0.02006239425028692,,
CKLF,0.050957147647467685,-0.022571742760753823,0.04093776005174881,-0.0769609143353508,-0.07410611524270878,-0.333477594422495,0.02284915375149606,0.013845865194404025,-0.10803296498675187,-0.12481633849974515,0.04449388573047203,0.045916721850834785,0.007248831560769678,0.019016859906560636,-0.005687145249113111,0.1550691105241808,0.03390456016112451,-0.017183452311510417
CD24,-0.03045792005557063,-0.01899023592238834,-0.005011795597189638,-0.021993443114711946,-0.06293977949648215,-0.00589023565911244,-0.044706557598174795,-0.0015786347349045248,0.018432403462876272,0.034715876235824734,0.05263890149462483,-0.023036386188697282,0.00616892016093096,0.0544209092478039,-0.11283051176451488,-0.04243519494534374,0.01251865509939967,0.04728239676598895
HSP90AA1,0.09335334480513678,-0.05923102756754201,0.005703030000650377,0.15543519831880886,0.16110146772445635,0.37862997035371504,0.008456153353134079,0.012215531425056256,0.2754565722266607,0.25525367106679264,-0.12266230424758412,-0.032849550649652906,-0.12574004961188867,-0.03666688595992601,-0.08349263735339403,-0.04702554990112827,0.016723497061884453,0.14410893126612712
BMP4,0.04746962906059141,-0.031111792640276192,0.0193479074291896,-0.030412270258241517,-0.10438982411406378,0.07259106910900087,0.05166669271941605,0.0038019197299346027,0.006897554886336443,0.01075376246075897,-0.007822098732830327,-0.01647524937121801,0.052329309837759366,0.007469943005857305,,-0.013422249269684574,0.12278923182217213,
SCGB3A1,,,,-0.029089350935863782,-0.002900895812677155,,,-0.016096838212846434,-0.01651748544206988,0.06393826790768034,0.22449320369293158,-0.014916451418833713,-0.0033417702775075846,-0.03173261358687567,,-0.05196929208489878,0.1154818889704081,
IGFBP4,0.0012705712981145386,-0.07283059137450866,-0.017555230547794055,-0.06728922858312454,-0.12959125744736774,-0.16168056816879603,-0.013715268966899468,0.0033685467645785763,-0.11090347890949012,-0.043872117173576905,-0.09187056567035806,0.017808477199393533,-0.0018917158923975777,-0.011852009147272106,-0.06190557463342018,-0.08447371692963303,-0.13608773153499767,0.04381227101457286
RSPO4,-0.04176803888742081,0.11664204566644326,0.021953471746743575,-0.033573839604169015,,,0.02122786152097088,-0.016096835858319707,,0.03960603877859744,,,,0.031214119429921538,,0.10275474792565674,0.05275539419473092,
LEFTY2,-0.03389004873973408,-0.02970957661708658,0.01574829046244333,0.0032703859294873024,-0.0519466463867161,-0.24102936992937024,0.02689291840717411,-0.017650377387275644,0.012741837046186767,-0.03355063241442496,0.1227700947454806,-0.021518582778734918,0.14106833018091927,-0.029062556243046236,-0.051589030479606335,0.005415460579672986,-0.030303862090859106,
PF4,,0.02493723729102156,-0.011265769845875342,,,,,,,,,,0.04024901564633686,,,0.015556833416107712,0.06707875402128237,
ANGPTL2,0.05289494845520066,-0.084527298979926,0.010201834991227537,0.006034459723988383,-0.11440973065232773,-0.23492794138767248,-0.03494000804237637,-0.023037758411080862,-0.11334549653667196,-0.2178614626263198,0.06621277922511976,0.028026964306988977,0.05820090595549268,0.009369998497141702,0.024848299434325212,-0.023878486344729433,-0.08084742095498057,-0.06505360718696679
LRIG2,0.03208106173383805,-0.01288056046495849,-0.001592471536637166,-0.017000274054595716,-0.030537797731593576,-0.10781028912217594,0.014241540254331029,0.01882696284963247,0.051866822574188634,-0.040450549104968536,0.04241171452618261,0.05018075904890759,0.03583721386816583,0.03114730724927795,0.07889065271260738,0.04106312240551081,0.031875454865466786,0.0013801054750348888
ICOSLG,-0.029394938133506385,0.0035656531230632976,-0.009201653060062145,-0.028233858545027843,-0.02432240667949433,-0.1641593163721194,-0.04645411879551471,-0.020938229585110938,-0.08197754655719026,-0.09033080561553561,-0.03618975396343669,-0.010785530974474789,0.05673789972785837,-0.03304406308193737,0.011484168991140409,0.021377784162357437,-0.034681397464801755,0.020092618487926213
WIF1,0.19348111030585577,,,0.09541970731195716,0.16344226781325613,0.5328659044237192,0.08396254029750766,0.0073012658344142126,0.20288693486392975,0.23114553805724808,,,,-0.01986600996125869,0.23003960599390594,,0.023856198228425527,0.2612373667505299
NPPC,0.016587410005023614,,0.01567442046008957,0.06657855784276755,0.07505857265062868,-0.0038952286553190834,-0.02033572208071153,0.0039382407976022975,0.09137083954654297,-0.12187847169108951,0.048664530586649414,-0.026708832035374882,-0.013085025441634857,-0.027865934561658354,0.0877815564808872,,0.04959868747318912,0.16216517295733332
LYZ,0.0024485082565626386,-0.05180771005454081,0.011377381430573172,-0.08482913320106687,-0.049318302344194306,-0.19339455867056687,0.026104132667518997,0.045627222985300406,-0.22626997129171458,-0.02060140894060783,-0.04931840134646551,0.033625792068577645,0.015018435979670432,-0.020353111298584796,-0.06785832874626514,-0.03284286874144766,-0.16650864974089846,-0.015574012106924795
EREG,,,,-0.047246358370986924,,,,,-0.026497379337458857,,,0.016444417437615644,-0.0364820630216468,-0.012379243528669454,,-0.05391553142670564,-0.05137244741503405,
SPTAN1,0.09685969048136694,0.03236752409528098,0.027164919209880543,0.06349909095130608,0.14179727353837882,0.19835172115503277,-0.07627908160750925,-0.00694628924868135,0.2574483171914577,0.15247614374466706,0.012137700899779807,0.03994707981484257,-0.0290750454689529,0.06045634713255763,0.027837730136942344,0.10543076478692512,0.2508492209418591,0.19882446458625883
PTH2,,,,,,,,,,,,,,0.010395222772402412,,,,
LIPC,-0.047326783582715526,-0.015042717878795683,0.036615832469489,0.047620593944920894,0.09272056180401363,-0.07745895122434042,-0.03111986035482756,,0.01205571444992011,-0.009870194857877412,-0.036957074860120155,,,,,0.0021433674902237455,0.05352499658274571,
COL8A1,-0.14453429966037415,0.035493160031607955,0.00578345383249145,-0.0838212245769483,-0.09782659540356063,-0.08724896370267388,-0.017245393867003394,0.010830042921934324,-0.1416639208009294,-0.1420635722420037,-0.015800982981622406,0.08100802661532346,0.04617551221995568,-0.0012862794886100808,0.013900626329633231,-0.0952991583703602,0.022381135338134853,
GSTM2,0.04360244560294996,-0.010356565920941141,0.03806330492882492,-0.011621917779195523,0.006311343287400816,-0.034224888891357746,-0.0200839736301641,0.014646965567887698,-0.0651160459623797,-0.07488213481867141,0.02473605383566786,0.021375796926870378,-0.045491790525538194,-0.03630410516120632,0.033783879824274964,0.09786116665678457,0.03740034838496774,
IL4,,,,,,,,,,,0.14657313014691903,,,,,,,
SPX,0.18267342105493423,0.011008689563227304,-0.0331744089243981,0.21920884483563266,0.04492060612744371,0.16363451539449766,-0.042115382972141686,-0.03677033645117549,0.034603928633873855,0.17038902635998074,,0.09839282815619858,-0.01827203089972867,-0.03857467782817923,-0.09129507992259145,0.23767839909107824,0.36995695101637127,-0.040485682616519365
MFGE8,-0.04973411688285513,-0.05017270678906701,-0.02387050809265352,0.07442687942036097,-0.07589177415666301,-0.11464931593817579,0.011158701950444815,0.004680200497147187,0.036002725625041206,-0.08012369073672423,0.128374184216861,-0.024927325256791512,0.0523188025207,0.014568423166622723,-0.03666776383303207,-0.07462474715604908,-0.03149071669530995,0.15255080786699063
TGFA,-0.0736912540364827,0.008526036378768089,0.11124708245599405,-0.0826920076192162,-0.058810187496859026,-0.1870173662735593,0.01342019643064283,-0.017996803849507657,-0.079193829718862,-0.09618756698025882,0.029806165204045946,0.01924902608205357,0.01725725942601277,-0.0014300124000812223,-0.023109806121525047,0.15307563513625147,-0.03338202093966265,-0.10963222398734261
SLIT2,0.21265476822698662,-0.0008518106341650068,0.04183222413346253,0.05773179415269866,0.03078733482501814,0.16495333876079493,-0.04215373039070948,0.032532843394242054,0.09429161199376607,0.20963659439516505,0.031794494397475906,0.09829462718057427,0.02669997802826,0.08567146237328638,-0.057140170394176695,-0.06246951799308572,-0.0568670681944089,0.20126253862758353
PLTP,-0.05113906116394318,0.02732342985583666,0.013943854644647435,-0.12745364557245115,-0.09183155776728323,-0.35327821355118777,-0.052342624528985804,0.005099994885232207,-0.24910172695258806,0.009809836131282517,-0.0335882717805931,-0.03014899852660825,-0.019428722154373034,-0.054489302284572765,0.008070884755902088,0.0816914390808995,0.12807976773213867,-0.009192344993822052
APOD,0.09630912273152631,0.046771129556971325,-0.003841445689784394,-0.04449097467259588,-0.024316700980644552,-0.3555489526859245,0.001465867679549951,0.035606137270667595,-0.21587626986387637,0.10358053561699826,0.027854861495786684,0.05214023496930711,0.08167173729097531,0.0022362111470321066,0.017495054846527285,-0.06878070254536023,0.013293639615895537,-0.13286892816556245
B2M,-0.021087422440016025,0.0013634423700801574,0.018265866542773634,-0.08288023932585868,-0.15232759578060953,-0.43305421177717246,-0.08797583647843885,0.013894895006798615,-0.2998575919191964,-0.23437505100433453,-0.007014603359274272,0.09517281205170089,0.004346582539462943,-0.06458690663580641,0.05356473776118393,-0.13752377699566937,-0.3059459631069147,-0.1788003353396353
OMG,0.1587275966208681,0.030356427758346297,0.01375905560465631,0.05314811367317008,0.03354419928744667,-0.12695456806749134,0.004508280699902258,0.04607106167693806,-0.009344454384098227,0.15444321631097693,0.06053523299898107,-0.02582369417811206,0.04836672462882217,-0.00817694691551493,-0.026646930252443215,0.1812486262776882,0.22157445573246867,-0.06511450837343544
CXCL3,-0.03565586791145,0.014997303139171008,0.0006808428395715053,-0.07975959326384455,,0.0016490247949037399,0.07073108209894505,-0.017220211872553032,-0.02795079715674536,-0.003858156048851817,-0.05560004947083686,-0.01793943249808825,-0.031902332050598975,0.007721155948653679,-0.04646813476757164,0.03823180919026466,-0.0509041084103466,
CXCL10,-0.07450213641814595,-0.06264943268335936,0.05075712284637951,0.013773059793781272,-0.01452550865037896,-0.30140587344320524,-0.08577103774949806,0.018499386486615563,-0.021223828191943322,-0.029553849819655895,-0.048340266899927924,-0.009765301177596114,0.020541944253518768,-0.01576533751350816,,0.05166372846461023,0.11258008799762637,
RSPO3,,,-0.013082993828402755,0.12674989018325775,0.06572585571824162,0.10884082499104158,-0.03628208659344943,-0.018682106026764296,0.09919995725281745,0.054628787311847886,,0.05974393450211947,0.016727745732162243,0.0032544151814093204,-0.018277301158103606,0.013773626264205734,0.07184395365563703,0.10898380757108174
CORT,0.07220623307491213,-0.017730232392905967,0.011742724176504717,0.06819108074189105,0.05118921622725331,0.23005649360976546,-0.001917664389054877,-0.04055470330864809,-0.010375292980302334,0.027714630575722245,,-0.01430721062175151,0.09024040978526009,0.040171978850518764,0.019223513913430107,,,-0.04363457901816002
NCAN,0.05937789785795645,-0.04523294757937269,0.004432716695550446,0.15368977311751217,0.005873363217381465,-0.17397993711002338,0.01603333645582339,-0.007481567063888529,0.15525349584629553,-0.1940978893970094,0.059170229247609514,-0.029169779602084778,0.06008061841643174,-0.007447367956691083,0.04881464963494561,0.20765250745472663,0.3060156148571746,-0.057590088752390876
PRG4,-0.033558437694298,,0.009539443652978485,-0.007804407627309253,,-0.004608595413854057,-0.021430180505476938,,,-0.034414439345421335,,0.0027626623444711065,0.08431162613387036,0.003895570217291911,,0.016763865579911705,-0.03308402001859033,
ZG16B,,0.03097021243510263,0.12326251328107997,,,0.048635584321369114,-0.01641179422953091,,,,,,,,,-0.0018840917456892053,-0.04112996456907891,
TGM2,-0.028302940594801037,-0.03648867165178633,-0.021334420463642974,-0.06520730271163823,0.017553377007016292,-0.14052513229064953,0.004202825775147613,0.026125863535264884,-0.016567665346069835,0.13455949288105992,0.06437691284337539,-0.0002449761857939545,-0.04800889908665246,-0.03951104149753886,-0.04195324349201647,-0.03798615865888316,-0.016379968670711217,-0.02978191451179051
VEGFC,-0.045857448125243366,0.0333111188476257,0.027409061601102857,-0.035825552960292315,0.016418256372069836,-0.02776689061498135,0.009050006171293912,-0.04715720283093618,-0.03433163541423834,-0.005737131327407803,0.016446200673179808,-0.03262293769429397,0.021243457700013627,0.02695425219143486,,-0.006122828382378106,0.022944111200485447,
WNT6,-0.03557384140694929,0.024756427445733285,-0.017859443656025806,0.1458664755781028,-0.015178974569909283,-0.022814227338402035,0.025546440728314523,,,0.02758038981686598,0.05323571244730694,-0.00430469232941176,-0.028621114167497453,0.03882558915115966,,-0.04282139118631089,0.06398453742224505,
NRG4,-0.0014337964890325842,,-0.01571492149452335,0.05649382482120156,0.09205325900229079,-0.03792827961698362,0.06531450493646138,0.002469365768134823,0.10610347128427784,0.032035841229724075,,,,-0.0005398155282562953,,-0.034071605630069966,0.006164485759594962,
PMCH,,,-0.02177455473369997,,,,-0.0005133546392782387,,,,,-0.025765695979792162,0.13130864815155624,-0.016248132686890782,,0.03699624442764837,0.030477346265307757,
COL9A1,-0.050229360835316095,0.013902072041876863,-0.01641308853606666,0.0024554466874032958,-0.10529138482453516,-0.04983778330872051,-0.018172325631139342,-0.017196921798304433,0.10898528076544345,-0.02382982677439209,0.02955314460354911,0.005468221987301782,0.07438732195506881,-0.024951062711330036,,0.12686726429543752,-0.01317482057728033,0.010266175722208977
GDF11,0.03061078407780679,-0.011215667447344058,0.03201336363283945,-0.005168081304826986,-0.04101943304768101,-0.18917950013811727,0.014547676998914632,-0.026976960586643835,-0.029258679335731223,-0.1049046948188077,-0.07611525100734243,-0.010200891782204806,-0.05635109207279412,0.028123766172520503,0.011036736925153803,0.024967777065438446,0.03005479486454751,0.00020001421549630853
