,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
ADAM28,-0.02182453079082152,-0.010040620327731007,-0.042716594552695726,-0.10662584597920972,0.0006014947626083952,0.017818257280427966,-0.040467811755194726,-0.01777593017136436,0.02642014577764249,-0.04592567465974607,0.07543097745361298,0.016627408876475132
TCN2,0.03534936885550627,0.016509959675573803,0.016282478324259046,-0.10189716706750986,-0.05770955962706864,0.01037212252514114,-0.017132595495804218,0.0741789335703359,0.010251808700519803,0.0439719997872913,-0.0020808003998789887,0.05367379746580284
THPO,0.03114603926248247,-0.03239507898751625,-0.018129294076445885,0.010047625605300288,0.03487186331822869,-0.017666649646473184,0.009739415775287016,,,,0.025790954352322943,
CUBN,0.0015342204399686385,-0.030667209898639726,0.056670966928062526,-0.07552676400916704,-0.006782699628755598,-0.0451700140950611,-0.021603425989151298,0.043459781296872745,0.09727696019714177,0.027629656915531958,3.4453454987746713e-06,
TIMP3,0.04831927713634381,0.006471372116106587,-0.0009929623920979945,-0.1430248881571784,-0.002488855556819169,-0.04317260537459186,-0.010199290900558735,0.05467371111402187,-0.0012171134451020448,0.04796855099208748,-0.15682170801966078,0.019486068712729697
PIGF,0.03416170772108532,0.01942428166612127,0.033512251788966246,-0.1913478888327495,0.027432554517061572,0.020187364206064536,0.015078439014216318,0.17180914367468683,0.10571424094457767,-0.027989171227080868,0.03046346424375344,-0.10060233750466999
CRH,-0.020060546691089292,0.046953195874966366,0.043314626897419585,0.27639194770597614,0.13022873768127405,0.01548956287680246,-0.02410067626031017,0.06996843536768392,0.02675749049619754,-0.030783994369441944,0.03608483085101808,0.01723095700218432
BDNF,-0.0009786953304666368,-0.04830430848311206,-0.00018388667595118613,0.31831240538882544,-0.004511465443001374,-0.018978527699232466,0.04981753809313796,0.06001639804559533,0.00835601438765326,-0.012717766055172991,0.019833035325398412,0.1693761752319612
CCL5,-0.04897016847687064,-0.0016134577251385469,0.01352790765626929,-0.08176897665394085,0.0328318121898254,0.02016393313426153,-0.01986923622297541,-0.026536853859920568,-0.016956829716285017,-0.03029201675523202,0.013343670815169847,
GAD1,0.03669973660552309,0.04966001789620962,0.05927526110904166,0.3113783481635657,0.04229608286638545,0.08295599758032475,0.15064228177621763,0.07844184097813003,0.11782100065319345,0.025877471583994515,0.0009681119963163417,0.15902503458889003
COL14A1,-0.040572249120329314,0.02438178657014824,-0.01301175247858157,-0.06389995380106833,-0.006051410580431806,0.027656517208065563,-0.004401466599265638,0.02906475577911258,-0.005578975714346456,0.017982418380846073,-0.10741134163588123,
HLA-A,0.05480444185922797,-0.009694277972368883,-0.06821368207913459,-0.273400109006143,0.010717821377468316,0.005671685550002235,-0.11139810713323096,-0.11157185628584462,-0.11338711825078239,0.05114463290880136,-0.18992507939244604,-0.06456068607723134
CD5L,0.03201340965649611,,,,,,-0.029319269077743213,,,,,
FGF18,-0.018151166831559665,-0.014309562461260543,0.04065362635347312,,-0.016202657281614585,,,-0.017594216509689113,-0.04353153999468774,,0.05825052968507923,
ADM,0.03313102805259003,-0.0061847392741300996,-0.013058075783705807,-0.1487883523920011,-0.05769772655494424,-0.012082718422069497,-0.01991488305883102,-0.042572416634148104,-0.04817494898543961,0.002725609479715363,-0.06766467642717136,0.11229120022530185
CCL15,-0.01280634425620542,,,,,0.014313989241944368,,,,,,
GNAI2,-0.027647723708400553,0.031663393197720054,-0.05115842713563102,-0.28834484016486545,-0.02672785019111497,-0.004922480817065199,-0.07190983082671015,-0.0038569701811045592,-0.06943576593444524,-0.023511176544824944,-0.09687641102363258,-0.14485762926967277
HDC,,,,-0.10801438918525455,,-0.021506873620322733,,,,,,
COL11A1,0.03494862223431116,-0.06246418611170973,-0.05866718552628057,-0.007703078362450002,-0.03094528646512748,-0.024806756109547152,0.040184929644799514,0.0886541018647524,0.029322223314528686,0.058962311961431535,-0.10044821687437738,0.19531616240913963
NUCB2,-0.0006057162301385807,-0.01580322387761802,0.0894505634643696,-0.10899956804853604,0.03209277793360013,0.04989131916761558,0.08120642124923556,-0.06869035799129884,-0.031894598447925776,0.009645376170003144,-0.01524066528855204,-0.000220791641765908
CXCL1,-0.023675659386550262,0.017520974245185277,,0.012454814678207303,0.049142900869212525,0.07363597690352913,-0.04000058821178075,-0.07902001962625682,-0.06861180881784648,0.00854025265033155,-0.050874594709498885,-0.03637932386663881
VCAN,-0.009130061553680032,0.008327366253987925,-0.06756733039637054,-0.25849906524412564,0.01022987636751017,-0.03152646201103223,0.01946857580100598,0.046075261846040584,0.012308973126366942,-0.028316440223281062,0.017947419105889973,-0.11795365547968818
MMP7,0.013857098766397598,0.043049050738344204,-0.027510416803164198,0.02174408308548533,0.05798574573248177,0.02349701888500321,-0.01725396952119693,-0.07032313451736483,-0.04121749898642125,,-0.09180243628293919,
PTPN6,0.0019299415400091241,0.030454331738718844,-0.007045176942953137,-0.12567092698186563,0.008579369802717191,-0.006300289923769333,0.001773686720557211,-0.00729409292493693,0.048258087178282165,0.014728918997608297,-0.07334162375449792,0.00695280277796992
PTGS2,-0.02289429292619724,0.004227902533030664,0.037142082052693405,0.26734033390887824,0.0061777815623604805,-0.02607576336815689,0.02264831759044541,-0.08808065767808447,-0.08916069540118814,-0.022579139986335105,-0.06921648721455076,0.11554801563575669
XCL1,-0.021982768598013513,-0.015569316072776923,,,-0.024527492655901637,,-0.022632298714161905,,,,,
CD58,-0.023209819058171578,-0.004129770921754407,0.00419500167988032,-0.22964692081739949,-0.023703866395718903,0.004908410837865682,0.008094694177792882,0.09126109119370818,0.030243796182579365,-0.0656278670204565,-0.01709652316259088,-0.09056316481523345
TNFSF14,-0.022149905578157464,-0.028762553763125066,,-0.0547846654347773,0.038900928386551945,-0.015702760849033593,-0.049145527399355064,-0.05083031900688921,-0.0632767761440798,-0.03800280592320006,-0.03967327074342389,-0.03950406728448259
CNTN4,0.035939311216013084,-0.027980862061376087,0.037159797652853994,0.14207031595289257,-0.0013731398645076913,0.029335301427626623,0.06254315395416273,0.036882535958735654,0.10765301543123558,-0.022920094424374857,-0.06404365247334733,0.18659319399492125
NTF4,,0.04076398097256918,,,,,,,,,,
INSL3,-0.01969250354546867,-0.014309559654523386,,,0.04858039255263488,,,-0.015424531654741397,-0.01804038979380285,,0.07991385218781001,
BTLA,,0.029977469139207742,,,,0.037873255521045215,,,,,,
MFNG,-0.019720298535403476,-0.019082488315004174,0.034595379445876144,-0.12918958739642755,-0.029156605678805653,-0.029848130418754074,-0.05044345952965982,0.06440853527488655,0.11615197825968403,0.03007843302607576,0.006764385930769597,-0.07951653565298622
ICAM1,-0.004348651047970563,0.0738351520180813,0.035479969538875264,-0.15874217449902794,-0.031130182601737333,0.06728881487503667,-0.021468704561761892,-0.008460051837425337,-0.03172388697546176,-0.024573472041076162,-0.04162434101194109,-0.03243687410962963
PROS1,0.030785382997763348,-0.007132819533183741,-0.04207643945853087,-0.19286017610715833,-0.05454656875008621,0.011674429226094683,0.031520124717258104,0.0551109779370543,0.04332974775742744,0.016916659397636265,-0.18422786551504075,0.004328572996119075
CLCF1,-0.003044939335914924,0.04066838720229135,0.074319943900668,0.00923719968911948,-0.03517512944412952,0.0006702630923815771,-0.0396865784425842,0.04393313474791815,0.09378311789783716,0.03359875555564048,-0.026196659040079506,
PSAP,-0.013055478925605745,0.0337193791915656,0.016656636942502592,0.12791561723717443,0.0016123639578201918,-0.03400608290067163,-0.04313249394662657,-0.013468074800139392,-0.07837097551191645,0.023809125761908887,-0.10942132292595297,-0.10982757641149166
EFEMP1,-0.008559493560810762,-0.012284548729445571,-0.032881037169880084,-0.23526867979875782,0.06620074402047472,-0.050285098733452986,-0.12379871698228029,0.057831943991722444,0.10840962847028689,-0.003040668381790974,-0.10954202954444817,-0.0767579443931975
C1QTNF1,-0.006398222048986521,-0.0028753157584939545,0.0656615778116461,-0.12386779795000624,-0.012026979184573326,-0.016791559233236743,0.04340162909439118,-0.05277337480410514,-0.0895111003971279,0.0552577933186225,-0.1100264190332007,0.020248163223763774
ALB,0.013656773301632983,0.06629220681420503,0.03004675346194465,0.06385246079501392,-0.018799439665809638,0.04479578679794943,0.003023708060361039,0.06831311602628268,0.04100542874316618,-0.051858062367663424,0.03617037970545489,-0.04653422138573213
CCL13,,,,,,,,0.01423622524200425,,,-0.053490586673485406,
EFNA3,-0.025050877405874743,-0.0019057847411019918,0.06972253571950708,0.2820277960349641,0.0030140416625816673,0.0013469270811609388,0.09511011683617182,0.11170646902067477,0.08110292228487022,-0.00097266643363202,0.11377287863546413,0.21158672372630566
DRAXIN,0.027022324628805952,-0.008677371143541578,0.02816440127549378,-0.1477635540557045,-0.05478653688392621,-0.014320645691356942,0.022149445209048817,-0.03451380074899035,-0.07144316814497713,0.03305750938341017,0.11096546948443577,-0.027475726323760007
RAET1L,-0.015340651513288917,,,,,0.032134484432688196,,,0.05643207092465989,,0.0012361899273006936,
NPTX2,0.07098462602828612,-0.004624113158847709,0.004569641022080491,0.29180376925655155,0.09923969199593768,0.041911261057844,-0.0894806294153719,-0.02848048846787401,0.03907050552172436,0.027243400040806054,-0.08647665754083288,0.06697933530946647
FGF11,0.02761415794324927,0.026983126357099565,0.005636385007861885,-0.1224287614576374,-0.03542730058684861,0.04336076520953958,0.024924473471145167,0.02860999368919204,-0.007854772415636318,-0.020558151870160482,0.028076064624303846,-0.08061629647941292
CD59,0.05177650928431469,-0.004247508009678646,0.025984411030752032,0.16131086145023185,0.085453928302726,0.008043569808396898,-0.07878088908206562,0.028442553734251825,0.01467671744255294,-0.022009465626198467,-0.16414468221811665,0.0537473777703246
COL9A2,0.0047499900422420605,-0.00943270763058402,-0.02950500754922787,-0.14465696650650858,-0.03357937241389025,0.047704687298719864,-0.0057065018888266756,0.12363616712568984,0.11055522192983652,0.007692911023612128,0.10046463510591773,-0.10635306239692317
DLL3,0.0042223783743753004,0.004600226696477974,-0.028461402460013874,-0.08759402727861612,-0.015102258206065875,0.030007645131109897,0.04612127501960581,0.1706474082967643,0.1335412159274342,0.045581149527666454,0.12643712001711988,-0.009432217627594129
FGF5,,,,0.1615817439616924,,,0.015213350611993184,,,,,
LIN7C,0.01670180186317502,0.04698500913594248,0.061165105116906315,-0.07859906549571977,0.00324160294570212,-0.05368979037483,0.058702692199775704,0.06423506938995177,0.01012728574662189,0.11100354906053117,0.08953213375598909,-0.016694704226448896
GDF7,0.04090950752724534,-0.002394293480180113,-0.027792225012746474,-0.04312296910634353,0.0570532748624509,-0.015702760238824283,0.0794448673538189,,-0.022587716620586142,-0.029843177302499888,0.002846999681388839,
PSPN,0.01036448623061343,0.012279482856603293,-0.0033505324156987027,-0.010654211934085844,-0.028177361343365997,-0.02503874220002991,0.00022795942752241576,0.0583245943846445,0.0353601227186803,0.009353035193739555,0.058354813063467265,0.05397293557056554
ANGPT1,0.01163895152647723,-0.0004966724456354823,-0.045295792482547774,-0.159297313992259,-0.018853717874673437,-0.06507968188200762,-0.016001999817369765,0.026028052256057414,0.07008017457568541,-0.011233928348488496,-0.02697350902784489,-0.02023479992116301
PNOC,0.06668407123157563,0.05728984615822089,0.10256344176844659,0.3181812729689535,0.0321316593259079,-0.018597456155989192,0.16917327955036673,,0.015171062163996423,,-0.03662752583517932,0.18812213634499245
L1CAM,-0.0009611393817383595,-0.004162002556045955,0.06576831841503171,0.22646720613371363,0.004469768508227453,0.06486975789790995,0.04227311346538313,0.03239731705953823,-0.0566577804997813,-0.02915667007091144,0.08513762234189767,0.09941146199412944
APOA1,0.04736325104056233,-0.02228477489982463,-0.02867834919370968,0.0034263720023498417,-0.02242309705245435,-0.025413409820568538,-0.044224876368994616,0.06128776611644433,0.06382658568794718,0.09691668930409769,-0.023029028300310585,-0.033000226082110146
PSEN1,0.025542835964184062,-0.03467668974993372,-0.003607240639064902,-0.048734572991181405,-0.031589466962846265,-0.011155224215698705,-0.08844152212407592,0.030617110599102753,0.037911961753655646,-0.01749625469687222,-0.006301297728143583,-0.15024255667020478
CALM2,0.029953233209291046,-0.02582487266662234,0.08404118173746793,0.2641420843246531,0.05450188891045681,0.0937830981461036,0.08462598215393319,0.12930876457550072,0.15674344959542996,-0.039184164437485305,0.12867099298149823,0.04046008325190908
CLEC2B,-0.058165356784889356,0.04857668333389594,0.005359999861098497,-0.14363336367382704,-0.046562490595503714,-0.017916389656017905,-0.01918381548405063,-0.055208670526050295,0.028666187403284495,0.03532083315200256,-0.04671804984297261,0.0716457969496575
NTNG1,0.04331405800326706,0.028373514073651542,0.11238942445379155,-0.015440839457824044,-0.00019340624508525688,0.035934740727149944,0.14055155436181918,0.07239373308124258,0.04374638886024996,0.056795125377513495,0.0016229777960926053,0.04135467762769958
LRIG1,-0.019631884479826497,-0.05691440008098393,-0.03631477606416119,-0.20568252408778917,-0.0652540369749989,0.002669366354109498,-0.0833425509435989,0.11921104813819723,0.15273718341755968,0.061936682492718484,0.045107231936838625,-0.07704624062113545
CPAMD8,-0.03082095512135585,-0.01692565573151662,0.1190149705693319,0.007323990584758522,0.05331869048496171,0.012983367584161952,-0.03743401194839617,,0.03549280750113835,-0.036618127796476364,,-0.09400272999555213
GHRL,0.01837489618562753,-0.009430773364524577,-0.02797531021010223,0.03791808091577038,-0.033490246220587834,-0.014320645691356942,-0.018507107450897054,,,-0.03673489082484078,-0.0007881869985614126,
NPY,0.05332400380704598,0.0030032697072039077,0.04159412223228312,0.18832774698735985,0.07388936276836071,0.013030865107317569,-0.021070548688341625,-0.06361958370394863,-0.010935327650752709,-0.044076260117882786,0.021057095950965835,-0.017668349934619066
MMP2,0.00043191246935306245,-0.011860942726989277,-0.035531307728263184,-0.2157852522957242,0.03274137431906164,0.0042159750182529645,0.03457813957991368,0.06446153683427548,-0.031217761043995186,0.0742024651647683,-0.012112704961329592,-0.07579188549672497
LHB,,0.12022767134799345,,,,,,,,,,
PPY,0.028061909550761304,0.11199792213592412,,,-0.013959480485574308,,,0.006930208846722196,0.0025393995910045074,,-0.020945583457922943,
ALKAL2,-0.02876898219160516,-0.014526804640389867,0.015103845104810037,-0.03602143517228169,-0.033672517326894025,-0.03807693071496263,-0.03132206367786429,-0.0378813744407376,-0.004859484604036772,0.029133595782904205,0.03932639163580004,-0.06008243803005281
CSF1,0.0024764088658357094,0.042052593183128956,-0.006255011078523749,-0.15490793233966466,-0.007482082519528159,-0.05523105866079622,-0.0352039780386502,-0.02351928475080392,-0.006114563806447296,0.0517603269818378,-0.02760159451864405,-0.08521026025661967
SEMA4C,0.00042007948407859314,0.019461508378722875,-0.02470542603233927,0.0017677612811880538,0.047943690120445664,0.024090602101033354,0.008937477693260044,0.06831838715375149,0.001529390782444057,-0.0263990221937915,-0.03156869899826382,-0.013326423614546444
ICAM2,0.038424797404964,-0.014463815335025325,0.04672314376825146,-0.10421220700650914,-0.05226847649865233,-0.019363102723770283,-0.0010842439492863873,0.07764437153442695,0.07283923136161609,0.05048646866570648,0.012270210990219233,0.06372135185929531
SYTL3,-0.021150734690470442,-0.044300936359591085,-0.014339006615782685,-0.13172636887159975,0.015330561571923447,0.030121445423118395,-0.025109740558673998,0.004006691337792984,0.0775719204648762,0.0774324577989084,-0.015289520430023327,
IL1A,0.021301785678573357,0.06469288265995733,0.014242880337845945,-0.07255705290058875,-0.0332947244265714,-0.032578239552887675,-0.012699008011998683,-0.02181439062000938,0.02249922247446324,-0.03531614224180173,0.019565875551890363,-0.027163374974580084
HLA-G,-0.023605599607926867,0.022167798719552434,0.05211847109705315,,,,,0.021714637122776537,0.002023859254055139,,-0.027871862016205992,
PGF,-0.0016324705080642576,0.004960040468475969,0.04148915769879283,-0.11758742203750348,0.0028429316283166946,0.0064431316009689946,0.07148632841290416,0.04951466659583597,0.09619137711492114,0.04760115198469209,-0.036845682171606206,0.04683673161570859
LGALS8,0.04094016754531271,-0.01170729536216585,0.03538027035803096,0.003341535163157414,0.01950246282880214,0.030945718574358624,0.04276259932190619,0.033606334214526655,-0.0012187606963755886,-0.01738328084013122,0.04671633308462046,0.03841109983192127
DKK3,-0.0035961335729001323,-0.05488352912782815,0.022591958247648487,0.2678374280790841,0.07878466493459284,0.009594287660615358,0.12519449500982377,0.08497623323693751,0.060630360970980235,0.04513322446240965,-0.023833475236987197,0.17287831700871778
COL16A1,0.016009358757516624,-0.020059230496122963,0.03583173251283195,-0.1064882942964818,-0.030707486580672193,-0.0398436597520746,0.00934613869225635,0.01743058639513007,0.01533452093094041,0.036451892318320384,0.012011986391042673,0.12318468101183329
TPH1,0.0019480360447152018,-0.018041149367736837,0.04691064213431878,-0.03776603162586284,0.031288766600029015,,,-0.0022888830874188124,-0.06839995963425685,-0.03543590821295692,0.01896919164972884,-0.03155907741719169
TNC,-0.01633115911338812,-0.0171249279775415,-0.05857779270521694,-0.28386669595120023,-0.08395924267638283,0.007766093489478141,-0.11299758946321894,-0.04623382095543668,-0.08125932403313985,0.00015054741072902716,-0.12156370959202893,-0.1316919243330788
TNFSF9,-0.018962348325714973,-0.025532433828288507,-0.022193774946519307,0.1540747982200677,0.056309273920463865,0.17168045551302222,-0.04280285703228804,0.08054752700951606,0.04853957090156515,0.005629978672844389,-0.013491175023518102,0.1408472888378528
C4A,,-0.017476272844586953,,,-0.016548263926173288,,-0.01996973183214586,-0.04200865893294393,,0.16022151640281623,-0.03917539211829752,
CNTN2,0.01837076690329996,0.01882502752886657,0.0037815557000064424,-0.08076965875206772,0.016223199156251405,0.025685371287790557,-0.11853207332122011,0.14315998581127817,0.1082596412015632,-0.07515297267354246,0.08531188568092024,-0.14629868176775782
F7,-0.016909165060490117,,0.0596934983309214,0.08091113247849384,,,,0.06472876182537302,,,0.001988441426095906,
LUM,-0.029442416779761713,0.0009576544888205308,0.0034368490098274406,-0.15649705546368403,-0.0329385703288793,-0.04737625350734916,-0.06447747140550021,0.032520119564929076,0.050665237463377054,0.11154636643074835,-0.07037068223331194,
BTC,-0.015340645123414525,0.04121762788458259,,,,-0.010606981273289996,-0.02433764228955392,-0.03829189800695252,0.033658214637416646,0.0025081796638512562,-0.026750668955633796,
APOC1,-0.011190773039597087,0.0029540406490733027,-0.0776891913034228,-0.27643225063312843,0.013203274918637426,-0.03041016201950855,-0.10948032156491722,0.05139963293890859,0.048238799478059126,0.04022386729743837,0.05331384774680957,-0.032631194772646824
PKM,0.038336228086436906,-0.014584974705458716,0.06820539829959057,-0.03655923039731045,-0.01866451586706315,0.03117338005375642,0.11318186369551453,-0.08507035055904281,-0.08944648055316631,0.08398963495072934,-0.09134744492042311,0.13230884848491323
TNF,0.0882542672197214,-0.02224066584691761,-0.045902853540548065,-0.04662579369280114,0.031263487287403004,-0.00688968284045164,-0.054039587215385036,0.025435484596807004,0.0027121127190171674,,,-0.031132155958596624
GNAS,0.06991697098073608,-0.022576608575087403,0.05532198340987228,0.3027131194905324,-0.03135095219288231,0.026079352855625175,0.15281072113921998,-0.10248836950781463,-0.03843268222442959,0.056864232251956214,0.014402242632851114,0.08766961787265651
BMP8B,-0.013848816240734486,0.029886953486537544,-0.018243905787009622,-0.039337439633731465,0.031694525753361125,-0.013901599224740616,-0.049027055129927714,0.034829520378332965,-0.027160868727197873,0.008936238864285921,-0.06933870451710565,-0.045434227033314234
LIPH,-0.01733250087745942,-0.022140144225422206,,,0.04834612879133622,,,-0.037732935079685885,0.0029494065180619856,,-0.00826951417042404,
CCL28,0.07641240497723506,,-0.03031323895705771,,-0.020545138710948523,0.05115954767831953,-0.024805507487271068,,,-0.017198469944417642,,
PTPN11,-0.007703144431432034,-0.015210591879764404,0.08304888677917928,-0.02949488157414724,-0.028934159156644743,-0.0047289301407601415,-0.0334498352008373,-0.07574221292321368,-0.03978039799967602,-0.017539538246009827,-0.037557989705475636,0.021144250671402215
ADAM12,0.03501633471201879,-0.027174882704322,-0.0005099900970210146,-0.10972960422587874,-0.07781793808884424,-0.015890805299716187,0.009361191353410884,-0.042167655068765166,0.004998924103839365,0.006290931667576844,0.008209483205461218,
EPO,-0.023289245761368697,0.02997377212018189,,,0.025637584136591743,,,0.004832533360148154,0.026657361895304318,,-0.03708919112153894,
EDN3,-0.019021399273071896,0.002419491339069245,-0.026799248071575427,-0.0003083646898204735,-0.021636507217771904,0.03936469516536864,0.17025999900565875,0.12966727938390002,0.03591637637564031,0.028920319185522667,-0.00752300132962762,0.03666213143912179
CCL22,,,,,-0.028107717496011927,,,-0.00791892969236806,-0.0215522920707471,-0.021348547585850027,0.058152052572720395,
CCL2,0.0006966700621018634,-0.01126569836855903,-0.0196196969005874,-0.055161725429250234,0.005643670755213485,-0.027755841651090154,-0.05871246021487074,-0.035493293131498176,-0.041114100229902216,0.03272120268827954,-0.04871434488975057,-0.11235280033322337
DSCAM,0.005226075694106963,-0.011431851879128697,-0.009919788837066994,-0.019689218110933052,0.005568723823360784,0.06481903727577804,0.06636630182158397,0.11240385734848686,0.10410060672887964,-0.0377002784337252,0.07665788668122059,0.05036647069554054
GPHA2,-0.0014336631582267476,,,,,,,,,,,
ANG,-0.02688605242000322,0.0051666948885717235,0.04026904989719829,-0.10599504242160637,-0.037405688651191656,-0.011981522920157663,-0.030662728685206708,0.02133521022595393,0.06160207054367379,-0.015918815880650732,0.028224603494424787,
FBLN2,-0.01576975435044273,-0.01655754142292175,0.012691519122134958,0.020018341852140773,-0.036903767009883355,-0.010215068694208101,0.007315490162730684,0.06364950588310207,0.1343333622536877,0.060292596341163324,-0.02585083706244857,-0.03228692482902108
VTN,0.012760024559912254,-0.02902364887949129,-0.0215135801405647,-0.00019887065268093168,0.1117630893745441,0.03034921229391995,,0.0008485289649270997,-0.033030603772674035,,-0.023029967104365924,
VEGFA,0.039604885209595306,-0.01115159211108304,-0.05046317260625431,-0.04053094466693843,-0.08132798741355728,0.016704228514400503,-0.0008161341667962468,-0.11109660395203243,-0.11947811842003182,-0.0005785845050207949,-0.09929551737397685,0.06716494262131349
F10,,,-0.037411627095731516,-0.05165800677700442,0.1102658357855689,-0.019517647858378017,-0.027251102481382114,,-0.006114340545319986,-0.0184705141252578,-0.032531227431358424,
SERPINA1,0.03142044403997027,0.007596769050450532,-0.04312547077464695,-0.1798465734748105,-0.010801380640132047,-0.0384791505090766,-0.12653058672841058,-0.08235873634260515,-0.04218023813084281,0.009329348072202738,-0.1471519396888383,-0.06885311251338891
VWF,0.017416888415875305,-0.02450004015690191,0.07010876993779534,-0.19942516947341815,-0.05079184294529286,-0.007736592991822193,0.04618046522690365,0.07699407232744405,0.05572620081785155,-0.01180166423776089,-0.006833270314159594,0.04373707029827053
GDNF,0.02631259202636664,0.0458084474875281,-0.02256448036093557,,,,,0.05308744660344381,0.04196866262875062,,0.007926815420220432,0.006533498645075046
VASP,-0.01230133735421952,-0.03208353859471925,0.037784496240299364,-0.08422174276362286,0.011217989343376152,-0.006254888502578752,-0.010771898107873884,0.05799489569609772,0.008820981506571592,-0.021301296108789267,-0.08292158901634285,0.07380752791504716
ADAM15,0.02459915779706884,0.028959753613844785,-0.044815530816136484,-0.08355243689496028,-0.006972604294116795,0.03446348982131873,-0.0798034474682052,0.0006683160856776129,0.010038474439891969,-0.032779687256350803,-0.03992567056418124,0.0850437267149423
WNT2,-0.018491153010474284,,-0.03540260304243431,0.1777666431156106,,-0.018655426917511993,-0.028094069698255678,0.01198310660081659,-0.02949616072374312,,0.015335706014040471,
CALCB,,,-0.02180631495006293,-0.0351187033313322,,,-0.018808125813307267,0.03913362192177121,0.0460144139895053,,-0.009797322738676164,
OLFM2,0.053370625707318264,0.019638262485938515,0.023585350298461597,0.15486399694168856,-0.05053371330728254,-0.00629886392345296,0.0447859853373584,0.06745915829950211,0.00394477783900485,-0.0022764285527023856,0.15240312728531188,0.02362117040048311
MFAP2,0.006981932839611986,-0.014429734545656644,0.04509421929744629,-0.11011785123958122,-0.021606298027525766,0.02195178396884546,-0.021864780700950548,0.06372629488267958,0.04182116605366055,0.05802053842040917,0.0361998786827802,
HLA-C,0.03293066223189703,-0.030343157941741576,-0.003960508036695324,-0.2691765541810682,0.05639192531918206,0.02735390761059412,-0.07478284449348645,0.021389838566292525,0.0496905786476952,-0.040408413424961286,-0.12129937069763626,0.004565115919340498
THBS1,-0.03621021234720035,0.01576142488765304,0.08296681358844787,-0.02738510203594808,-0.03009360967135131,0.012543287306526468,-0.049941187349232245,-0.01660253676521863,-0.014023393618237444,-0.0028623877351507438,-0.14797890631177327,-0.0026613830379475186
HSPA4,-0.09084013086339866,0.017023971512574038,0.004370864830078455,0.006044079659501439,-0.009362210013573156,0.025751295567843543,0.016033549402816715,0.014842154218933052,0.026896567136091842,0.04008830321099021,0.022678192952650104,0.08908069304050524
LMAN1,-0.014670923524270279,0.004811659859076374,-0.03828094185869853,-0.22803313393025765,-0.006050480596162333,0.012607885086472566,-0.057020135074225174,-0.12160017430707291,-0.08716181229176044,0.0421926157135753,-0.06987721802856277,0.04213879132203106
LYPD3,0.0003561063838163278,-0.0165489404211499,-0.02703821854526839,-0.05447906627007025,-0.019544396361698427,0.019009653895443797,-0.022632289323159856,0.09145916776964017,0.050469548416900885,,0.01670775314405578,
APOE,0.010921626516445153,-0.005857582993948731,-0.047439772073504145,-0.19895539616452776,-0.0013555556712903875,-0.0489791548963467,-0.09669240118592742,0.015600887099597172,-0.060117023004748665,0.025648854581119093,-0.05530837699206542,-0.0633047238716099
SOSTDC1,-0.021068619490148235,,0.0496597433414213,0.05096900196954535,-0.025485446322026456,0.05401898881397431,0.01902498100008937,0.06556838472883174,0.15212531366489193,,0.04582151504440586,-0.03369993814338579
ANXA1,-0.03336756547078295,0.01870113726799162,-0.03751620478917668,-0.2876895063438826,-0.022582857398249754,-0.033212152795422216,-0.08103646924172203,-0.061283757678155214,0.045582897616255696,0.02976681110994735,-0.08416208250819106,0.019401771627329326
WNT2B,0.016818836158882116,0.0481572110232731,0.023652118902127702,0.017390314780378068,0.03322316230248726,0.043606795426474436,0.179417310300221,0.11783658628334837,0.05396682554059139,-0.019640501519222683,0.009775864142066463,0.03463054717572027
AMH,0.013056508706179956,-0.02299546192122014,0.06789212646892738,-0.05959950830134057,-0.020121885320046908,-0.01849407964521356,,-0.028887787242350693,0.09656051245005123,-0.017198467751247143,0.013748001563089357,
GDF10,0.05061932512901207,,0.06615324483937872,0.053750483273901056,0.010073876096369656,0.01373957914088793,0.08121069872169341,0.11178346407716454,0.0377548217845827,-0.02170639777920805,0.004104331892278941,-0.033026341862311646
EFNB3,0.06589663734611055,0.055614094294467536,0.058896883767913896,0.17782971578094914,-0.019882416761097844,0.10868089537436734,0.1260799774649561,0.053185678942791595,0.026283453527392663,0.13651592488245276,0.04258393106188751,0.11823321142898936
LTB,-0.014233098324180711,0.03607297305749432,0.01217412565194811,0.05082552550812444,-0.024288418538562572,-0.004817661252151229,-0.0410857011861155,0.07660549701641171,0.12547262052962085,0.04475115921748504,-0.026657537923688888,-0.039503978577694006
ANGPT2,0.011349763332111955,-0.028886351276137655,-0.0020202983023492028,-0.21713647198044705,-0.056791905268928626,-0.03070369068366742,-0.0238734005435385,-0.02904552958785763,0.04275053823851981,-0.048340234567027116,-0.04612094074213136,-0.042779514002921605
NRTN,,,,,,,,,,-0.02170640556627601,0.04954264224601238,-0.04679556256157661
ADAM17,-0.0006130431887563711,0.027310503907050986,0.04117984117485964,-0.08849361796608753,-0.0020058738215420445,-0.04626868649924174,0.028719043791851938,-0.07717894802041629,0.003302179219912899,-0.036679689589439624,-0.032668324673530515,-0.0445729212386324
LRPAP1,0.002516533346551641,-0.023322646816206473,0.07186869440046469,-0.0974970199079279,-0.0014018766575343382,0.0646820356033805,0.0387162845093753,0.11758193086241779,0.053559276651275724,-0.0017511031741908488,-0.04899254174287168,0.022962048813113145
