,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH916T1,ZH916bulk
POMC,-0.03436686496093025,-0.00429179560217253,-0.04214029975386058,-0.03937637119940044,0.024577444284537453,0.058907762602100074,-0.037790978489276095,0.047043893747223266,-0.033553405513141975,0.04782768703068172,0.006092755829062404
CCL18,-0.02257816156442642,,,,,0.07649001788963987,-0.06983327428980031,,,,
CCL17,,,0.05379100395100793,,-0.009097581068775975,,,0.051061986235512606,,0.009666665471335349,
VEGFD,-0.004127394040144838,0.06044052132171592,0.018676312640564692,,-0.03096658626092253,-0.025738926190380994,-0.001135082892766179,-0.020243838658703946,,,
TNFSF13,0.03858787093287121,,0.014174548174243799,-0.014474581616634502,,,,,,0.04055964221291709,0.05275838694619813
WNT5A,-0.016233674361253732,-0.03841882682532124,-0.00710334840054484,-0.08353917105276527,0.04727961956384977,-0.008882049387641124,-0.0264490630397306,-0.03295218404651232,0.07030020264773088,0.08752751270497235,-0.18015334742267278
CXCL8,-0.024533827424264347,-0.0054462209835511866,0.03218061936944154,0.2922597434732445,0.02528603796506211,0.10899241667133137,-0.02760835400763563,0.006579111124889997,,-0.05534029051280729,-0.21321475743957868
GRN,-0.10562285078914323,0.041255221523164465,-0.010571777215203903,-0.05409590247474221,0.04099333955673907,0.1492847353854953,0.0068142782645836735,-0.008639008571440258,-0.011297536652387108,0.26800095688666065,0.14490918120343205
MIA,0.06205395294935112,0.06544131355679834,0.023574129751102176,-0.026172835148237854,-0.001960763435569193,,-0.007533494057567962,-0.027724864768830907,-0.07022495150979659,-0.12095339834818843,-0.08521962991604547
COL4A4,0.00584650343180444,-0.013881700577472712,-0.018027847616733778,-0.013771924915192562,-0.020455229165810156,,,-0.026894147393252375,,0.06900760263226763,-0.0802502077017553
TAC1,-0.003024056487128796,-0.03300987232852235,-0.11824265542055802,-0.08065279955935942,-0.1009559504350435,-0.06895793518900414,,-0.04064847596172167,,0.055333453043549294,0.1314064904771197
RARRES2,0.018132949354905222,0.043007093202387055,-0.04567032090221341,0.08294347393526742,-0.020551516199281125,0.08386658909261685,0.02942537222400677,0.029722805839084983,0.0003834469468028864,-0.05227141235484377,-0.15661964357588234
FGF7,,-0.009227287828650189,0.01039436499623924,-0.018256101674329908,0.03855773261390412,-0.004858231022989308,-0.05042889243010398,-0.06763874224089265,-0.028086037260560685,-0.13746144193767335,0.005153842018259411
HBEGF,-0.11408681533788906,-0.008009405250634035,-0.018002175538839118,-0.02451088462453943,0.06983171150484012,0.06866692398011963,-0.043417431654928666,0.03677617298231964,0.0045612657286742495,-0.13786230985457562,-0.1898506542123677
CSF3,,,0.030712364436670067,,,,0.02837391160749755,,,-0.005369502801648076,-0.055600439182112646
PI3,0.046138587717453605,,0.14917659546752315,,,,,,,-0.05637319072289658,-0.14573154984010503
PCSK1N,0.028659057114014924,-0.06075799232538807,-0.04165969914309297,-0.03512168506080631,0.09779616637606015,-0.15187466866624838,-0.04211185139434748,0.015543701665335008,0.07009747788033642,-0.0010827457410461543,0.2397134085520459
NTS,,,,-0.016812391227485908,0.0470997848421403,-0.023173301611884203,,,,-0.07785784845243443,
SFRP1,-0.06603707757961359,0.05033310409460762,-0.025788840038628344,0.02010480425870258,0.057157592955396,0.15646025153614534,-0.006177132810278717,-0.019253623586678693,0.0078009988730070355,-0.00025698953296486414,0.004046418068636574
CXCL13,,-0.04262491209505116,,,,,-0.0646987928288655,,,,-0.019204115015601198
MICA,-0.051547320118772194,0.007341902957783863,0.044882810552766036,0.022302413612108055,0.05453153765977018,0.058261474028712484,0.014315866180223546,-0.03677267863161087,-0.05069656403488962,-0.01881183309753639,-0.07531613067733185
TG,0.007521831594600074,-0.04150024163485808,0.02203318499878443,-0.0002499199143841564,-0.010167324746141312,,-0.015495830431521408,-0.015993421247061414,0.07781575583734221,-0.04322946471982146,-0.05678260596804563
ADA,-0.07412758098512483,0.011924012725876825,-0.07434024250070696,0.026807585233813467,-0.009974484463527054,0.10250330217037648,-0.07585727301652848,0.04143939914505055,-0.14651611987661267,-0.03505763548072432,0.019355196062313448
LAMC3,-0.11121388979827947,-0.006276906039994656,0.05112283951136088,-0.014199148889168317,0.06026065423139044,0.013330936409993813,-0.05094063410716946,-0.014208630024359377,0.02520175582686456,0.23039892241263282,0.03945779931431245
CCL7,-0.025533732380296808,,0.09639790896087584,,,,,,,-0.07767311463520486,-0.1654186985615527
NGF,-0.0008980098783898286,,-0.029051121647195487,0.14273385443676354,,-0.02317331686996579,-0.057363373251875203,,,0.10567381581414101,-0.03127563493221828
TNFSF15,,,0.018220290250836314,-0.022485474670630987,,,0.016406965084589005,,0.019114492824448583,-0.006082834188674385,-0.06315769957232352
HMGB1,0.020570062939563476,0.027677958071751385,-0.021345892578936994,-0.04431379687137362,-0.09865644753902732,0.08085146162223078,0.0093249833029819,0.03438338666703575,-0.020552002656403258,-0.17243214550812022,-0.08652279815912971
ITGB3BP,-0.0224425081590914,0.06726909046906124,-0.03280628904963897,-0.02498348119475455,0.053148282154251464,-0.01282863891923268,-0.07657100651701607,-0.02904084790761049,-0.011900097744886512,-0.14585699232884006,-0.13051633972418
AANAT,0.008075717787850293,,0.024939123922043428,,-0.015905157921565983,0.07422407359544451,,0.030451923260226714,,-0.043126807058476685,0.04779181834058368
RELN,-0.015610905869222754,-0.07017077400645245,0.019469178529086903,0.016665958157932134,-0.03868954826061411,-0.06201485852802357,,-0.02805099540631066,,,0.048555543241552784
IL15,-0.06434858540593164,0.02170893650486863,0.037462428680658084,-0.01599975197417692,-0.015455644837658333,0.0031277029323175036,0.03517280874547402,0.03364539485731725,0.01331457222605555,0.042624216172714356,-0.08979269492489197
UTS2,,,,,,,,,-0.0567350426530875,,
BSG,0.07683069198148489,0.005288014189222786,-0.019247684621837166,-0.08168338564756973,-0.05778850025367368,-0.04481418582612574,-0.04686669353631806,-0.026959762623688273,-0.030137768077659832,-0.13226230445214643,-0.15653423742566422
ADAMTS3,0.0015452108507871029,-0.015057858196816496,-0.044255968470951965,-0.025770971903613688,0.1081816658308004,-0.03498372012184075,-0.07400128711504768,0.05983833080455069,-0.016608477635140256,-0.13103017648024312,-0.14626538212383747
CD34,-0.03921098441207185,0.008098003558795992,0.07582150903166904,-0.035669876271670696,-0.00014157848160926162,-0.00854644248160139,-0.09645235079296315,0.07505474540083805,0.0646470254355583,0.09678768629522853,0.03729230745672556
CCL23,,,,,,,,,-0.028967480437578005,,
PLAT,-0.09494547239437699,-0.022302086402409965,-0.0889402251150324,-0.08511966659930989,0.06436628642596423,0.07490198551320734,0.0002997065490234559,0.05492206259880138,-0.067743045494603,-0.021432289123921644,-0.022862956828047797
NTF3,,,,,,,-0.054007916098645616,,,,
LTA,,-0.03051940814358149,0.02153095442498218,,-0.025362017351756465,,,-0.008646142695461611,,0.03734460773262276,
CKLF,-0.01418422905814935,0.025906704505942825,0.0038013287583322478,-0.055574200302025104,0.03266682670408421,0.09656207261182781,0.010792452985013351,-0.03841245471576336,-0.1088063301761771,0.007151447773124413,-0.06832671669714177
APELA,,,,,,,-0.03315662656113987,,,,
CD24,0.007566286860888443,0.11286163179891039,0.025883226691144703,-0.03915288076141689,0.059657576405399544,0.07584255949642825,-0.0806096589742529,0.019174436002031402,-0.021530010050317426,-0.04071153537842771,0.029139975050861754
HSP90AA1,0.054208283699584414,0.028435539973382492,-0.07692976832598641,-0.006322114082234902,0.13594691008008516,-0.1422985151204568,-0.022097362321376057,-0.0671209976285543,0.029651131791760005,-0.17254795389357358,0.10127323572780089
BMP4,-0.03393168733180216,-0.010919840120225293,0.004537066253743937,-0.05025070151330834,-0.03163135525323067,-0.034749662500372945,0.09911933370440129,-0.020024024322714065,-0.06406910935988412,0.052057070164132996,0.046732077649394105
SCGB3A1,-0.02553372982695768,,,-0.020423966371667802,,0.06382579486753971,-0.019996322308239597,-0.01639765932267715,-0.03574819799763833,0.05567152760986973,0.05487809721284047
IGFBP4,-0.12292078680637507,0.025686470300424234,0.11498637596021376,-0.07140459380932082,0.058354692060615866,0.21049212897657157,-0.008922097385843741,-0.034648069279528786,0.026544932424557126,0.1988290354744308,0.11256134591608943
RSPO4,,0.007977920938106904,-0.056662364851010616,,-0.02949757018040895,,,0.008126291670786627,,0.048338897996995436,-0.07883706936747208
LEFTY2,-0.09304178235342428,-0.030894232910050872,-0.03521249464279441,-0.0273139595830268,0.022326516399600482,-0.02317331686996579,0.00490165048385884,0.01996539452452201,-0.05978274660566443,-0.04614492688591065,0.03378465139371384
PF4,-0.026487145932295023,-0.027761549727998363,-0.03451253665453593,,,,,,,-0.07207642024904956,0.10754428189416572
ANGPTL2,-0.09907460671818989,0.03752289764393405,-0.009638351900706147,-0.07742835286924271,0.03177389536790408,0.1291295135906103,0.08351248043786184,0.046871952179321254,-0.08311415893402103,-0.010249896093833472,-0.029183579642806358
LRIG2,0.03799059708782288,0.06069067286686771,0.0272646467634568,-0.0627375028036868,0.037154755190960544,-0.06896109972702072,0.04247525729280712,0.05181220100540648,0.05075768643638833,-0.11372765016589995,-0.047385456940938965
ICOSLG,0.017512461764708637,-0.026265219252837865,-0.00944989636389214,-0.053507711604826695,-0.003028639061998001,0.03746858195799541,0.006420049525713775,0.032571709117023714,-0.015844704421776358,0.04679358720889886,0.00887428496891104
WIF1,0.03616823686377257,,,-0.03240275606948965,-0.022762576238137617,-0.017151483899260942,,-0.06010015834609102,,,-0.016835329887535753
NPPC,0.06909719361040517,,-0.01592382036729457,-0.03918330728245584,-0.01726733935115195,-0.057532773338996854,,-0.011647049352317924,0.118859029108263,,0.05460347257001407
LYZ,-0.07996002069669386,0.11074961648978604,0.08054311097013464,0.10705093034921437,-0.032897693138933995,0.1341516406641755,-0.01732166441964739,-0.046520080997996247,-0.024876982985865714,0.21466106853515185,-0.009015374756846481
EREG,,,,,,0.10984384539642567,-0.04169042659138466,,,0.032429806391806065,0.07854533931798066
SPTAN1,0.029137971856422966,-0.04159277788374908,-0.06412959199742455,0.05361880168154505,0.0038551052452316624,-0.0993000662854555,-0.049376735958422346,-0.04040068533892964,-0.09491861572237742,0.02875612155568362,0.3837319500365659
LIPC,0.021909421695244673,0.0310238502714636,0.021786709601482237,-0.0248115127614958,0.023512997830905578,-0.042694446044578185,0.03947081873098309,-0.03691555970588325,-0.02713956593291524,0.15904750046152022,-0.022844875597196296
COL8A1,-0.0749769579412522,-0.04856171692319992,0.08473429933107979,0.04767172801458822,-0.022893948557025708,0.10529126431178246,0.15293925171763853,0.0329909076851378,-0.03985266939959667,0.19861339740039596,-0.06608738710634925
GSTM2,0.033477781130350964,0.0015475483490252195,-0.0390028216019123,-0.013529944702550251,-0.003979865577241732,0.006281828657535431,-0.04697606678990988,0.04030053419538698,-0.053286784357851266,-0.17653811435768602,-0.009520162150224321
SPX,-0.017261075472263087,-0.012989291746435429,0.041523642427769104,0.07109286640875716,-0.04141098183879535,-0.050032324960451874,,-0.06398821762686199,-0.03392944263295428,-0.025817148253162062,0.21173900650313873
MFGE8,-0.07530790537589785,0.09471323119799738,0.03073870063804127,-0.08372721759579935,0.029244355602506187,0.045015625031262635,0.0011399816973807287,-0.024604046699899757,-0.018435379282379823,0.021382097220379606,0.01370191326603912
TGFA,0.011055008872548237,0.018036345832555527,0.04764989692518812,-0.029325668062160602,0.021065801159308024,-0.0018294188125811868,-0.017882326765704226,0.1263917367175146,0.051849233962282505,-0.10123043620943876,-0.11114509121472071
SLIT2,0.007492786914381292,-0.016168757460285812,-0.04091323743542783,-0.014469334208886131,-0.0276427959702005,-0.05540282110819265,0.07436721339786996,-0.05285946748808871,0.01979994970345313,0.057406992986209944,-0.20095266454145663
PLTP,-0.04045760553751244,0.07058254125233136,0.12757547073839648,0.0215252106110416,0.056511754511371116,0.19516825770247404,-0.04489366373380548,-0.09766242408835045,0.047042212193054156,0.24220287320288564,0.11694379577715094
APOD,0.08450819455185653,-0.0927908892594355,-0.03358112935537857,0.06299424078897457,0.07204529476055568,0.04219470543178746,0.00041564581942846575,0.08568246841422252,0.07843841229107042,0.39938385762043926,0.37410521723707446
B2M,-0.12791733253574378,0.06016366795446859,0.19478214403933067,0.019681700919490817,0.1386894873689437,0.2274958822503744,-0.1260741945850134,-0.1111939836553756,0.01091609523253696,0.2595175014020745,0.15520822516409902
OMG,0.051844939848124764,-0.024774744329484896,-0.09835037649050726,-0.005808433125256871,0.039785965844072076,-0.07630181938641978,-0.03158270555426215,0.08701597316945797,0.09538139483160539,-0.002079657329582768,0.22497494288189418
CXCL3,0.01513694171061862,0.04087438944187635,-0.012220548465399238,,-0.048715044740902456,0.00014954823618509112,-0.06925817316658903,-0.016923915039642475,-0.026376939532713663,0.015141600631599944,-0.19670550864299627
CXCL10,-0.059211266034973016,0.010829130512865066,0.08573067662637789,-0.021869848369091973,0.10838001835175462,0.02180145659048205,-0.034229640365754654,-0.026894149092300264,-0.044516285313095774,0.004995864160441936,0.08666039567673464
RSPO3,0.049884433864333715,,0.01610193093870366,-0.04562206032331266,0.009975421673639935,-0.05119813136760964,,0.058644346864204853,,0.016404881687296383,0.12912285032449883
CORT,-0.029006111576678123,-0.021603417190857694,-0.038580315824619196,-0.004613636437411431,0.03780345731990577,0.03043091841567713,,0.008154118243847456,,,
NCAN,0.019825942594853894,-0.04884059929617651,0.06504586461481317,-0.06753544490025847,-0.043464263009335785,-0.10910943092832676,,0.046858240344097045,0.07077537994229065,-0.18555896512132922,0.2811846070737862
PRG4,-0.03839968412080832,,-0.05130078650808523,,0.01663216608296513,,,-0.02067688139728591,,0.12477620669970463,0.044838318453761856
ZG16B,-0.015457588797834486,0.008564800346655594,0.08338214079960506,,0.00806703585484741,,-0.04169318755613688,,,-0.028460871061141868,0.012001726808574448
TGM2,-0.020367608198192867,0.029847837857453173,0.10608603645186893,-0.025500852100311125,0.02537087358658646,0.02606816266593198,-0.014383966154528782,0.05386405348508545,0.02833454814066196,0.09270106881867082,0.2121319943737956
VEGFC,-0.048756038317797755,-0.0021450631021975677,0.04357608204368082,-0.03279968454416485,-0.0007356875799577044,0.01163971616352531,-0.06502708827825891,-0.021101581643596812,-0.04365744258497392,0.0038543173882544367,-0.10462498482958021
WNT6,-0.041198112721474625,-0.019373804613207146,0.05085507374150326,0.02820922841727018,-0.013308232929714427,,-0.04871412307556495,0.054667996676019404,,-0.035367154906948965,0.023805956489524868
NRG4,-0.023517463948665884,,-0.007930095856968217,-0.020089872087212374,0.022894278412910564,-0.030009948179375873,,-0.024617456258966414,,-0.08618837817667643,0.02574046193584381
PMCH,-0.02710514281495904,,-0.05721634273009953,,0.036690605523313546,,,,,-0.03124409812736553,0.08434496857837852
COL9A1,-0.07102943284035677,-0.044711471023465524,0.06919784866040202,-0.046284986995165596,-0.021784019642729364,-0.02350810224838682,,-0.028051006165650608,-0.09091479161545048,-0.05554270353003859,-0.0553125937640118
GDF11,-0.03593801212346144,-0.047144890227303546,0.03470371297824518,-0.06643241376101654,0.004896401858668949,0.045012927691939486,0.02900405226522953,-0.008688954690672738,-0.11157074322113478,0.030367850438765186,0.02568633711835071
RAET1E,,,,,,,,,,0.10843103552595011,
IL24,,,,,,,0.07127488364854175,,,,-0.1209281813413144
SORBS1,0.04010436711811046,-0.10161197305520839,-0.06278244308591409,0.02450817306791192,-0.04817806553836342,0.012127936885142618,0.03413425286354814,-0.020139922269278906,-0.02372152203136181,0.029901853171427115,0.0888477911968119
DLL1,-0.05803552016762796,0.03109168251745353,-0.07518008893292864,-0.03595105619372298,0.014524308454260117,0.02875978407980991,-0.0339646108264134,0.03515335049752895,-0.03449200068839323,-0.04908160615981715,-0.07693092834218745
TLN1,-0.09512136264992385,0.06907380491250897,-0.04118008783027891,-0.013944489478957314,0.0805321977254988,0.09992013141016391,0.00724985341622612,0.06003596798376357,-0.04618272906684365,0.18798401325865569,-0.10082939852558143
COL2A1,-0.03712547020146446,,,-0.01777907638801107,,,,0.06126253676655506,,-0.04559902661748074,-0.007843544475730376
SHH,,,0.04207989991743181,-0.019405933520593978,0.0724228085447557,,,-0.016397657889419645,-0.049652490113048835,-0.26368561442132343,-0.08336255194951021
PON2,0.001052000793895708,-0.13364458195865486,-0.12333693524382508,-0.056777222941975895,-0.030817999599857576,0.04752243533320493,-0.059529713090314545,0.0112690151922512,-0.09539024368947685,0.08579273770676102,-0.07930969697728979
ICAM5,-0.0688187169660264,-0.039767817141931484,-0.07059767652202983,-0.0572508107418733,-0.0376467196599465,-0.06024167547362783,0.05547302821504374,0.011587541738931489,,0.0028178957788982766,0.13317651914074022
HPX,-0.040965429942461336,,-0.012710111978847714,-0.016410816759133605,0.0033207575124959443,,1.6298086144682213e-05,-0.02370842146768955,-0.02637692573286579,-0.007135717909799074,-0.08501493315050879
SFRP2,-0.024155225975327668,,-0.030659469525064112,0.06958744421478472,0.05584263187266964,0.16122265652089687,-0.0012815312012699072,0.044473921049611786,-0.044481485787542636,0.13247103295544835,-0.07329590773760114
CFC1,,,,-0.027730264178003915,-0.02536201888451419,-0.024487082572569575,,,,,0.08226197187500267
CD70,-0.020734559975413965,,0.005874437365689782,,0.02069876517396448,,-0.02812852160170407,,,-0.023668600537412543,-0.13699959250667534
HP,0.07786552127376671,,0.09707190338422518,,0.09673438659684488,0.07878360012124469,,-0.03218913911882264,0.07326668441853358,-0.027425185438775295,0.013738796918278185
CXCL2,-0.03032792648295078,0.01143255382256179,-0.02182920027425211,-0.009743728009643082,0.0474801054230208,0.12097933655580428,-0.03841217249128137,-0.032454906049904225,-0.047341070314932475,-0.05636411630484383,-0.11607908732534045
NPPB,0.010463028267708775,,0.08346309863543239,,-0.02220801517531215,,,0.04158626369573191,,-0.1258559881950177,
CCK,0.012732342761818052,-0.0730937348894549,-0.09991691793841814,-0.0019017079045948603,-0.12059771044618625,-0.17616871500103506,,-0.04735741253847264,0.13846984183061847,0.06240737053413935,0.4062424845861635
SEMA6A,0.00782423883566778,0.039138358971498005,-0.08156942421812038,-0.04146389809620343,0.0006072368230999773,0.047906563693979665,-0.04079638154291481,0.06460688924831572,-0.033514938592294576,-0.06219528899486558,-0.21188328752915905
IRAK4,-0.001338728037978084,0.02701521603627221,-0.003021393389274109,0.028300468681469165,-0.05478712126277839,0.12033610447198445,-0.045100607366510094,0.01193555662182097,0.060617456002620515,-0.060918050256466356,-0.06847380518089873
GSTP1,-0.0227049088976743,0.014990129581992185,0.03774257166399085,-0.03766889759153757,0.08784841496193858,0.16049597850585223,0.07046046325868166,0.0015598553400641198,0.090744259054806,0.017064732265777403,-0.12584369077850838
VCAM1,-0.10755405278399516,-0.03277476727316481,-0.032303186870741615,0.08009602900898928,0.011248710048353166,0.07447229687018539,0.08425909105933192,-0.043049413257496345,0.013774689175069016,0.045191177100654664,-0.03507386090780001
NXPH3,0.05557369101102729,-0.02576955913851063,-0.08606447567004655,-0.03964165403805332,0.01197306958006998,-0.028663441086669933,-0.04725843355048078,-0.00018320973069622798,-0.01545621518281969,-0.0877678362825874,0.01724213181405228
MTMR4,-0.07174623926019727,-0.001311584689100454,-0.02814609767060562,-0.020570881044305503,0.022420932022353235,0.07810533847888997,-0.03217366635423408,0.03796540701567017,-0.06398730485456552,-0.0664887863022813,-0.023188076584741365
LAMC2,-0.025855227044487027,,0.06039654320612585,-0.022485472460681263,0.035558956656158484,,0.11095851791662079,,,-0.019601260041568955,-0.02542588322804454
IL10,-0.05462925280950075,-0.04425048096358349,0.03019152845176455,,0.0833203399127225,0.15397155873445836,-0.0837081869374096,-0.018888916970545823,-0.049685706584878,0.15929825881806436,0.020887719103082104
SEMA4D,-0.0012939539519189293,0.027304002908542617,-0.01720282043857631,-0.024424189834855503,0.02540918412997665,0.023210629163312523,-0.04529360711610249,0.052307056564003966,0.05647127322309313,0.02043845600863268,0.016880806667732087
TRH,-0.10365355038459216,,0.030553001506721147,0.03511076028232611,0.06526448066274593,-0.0239842940731628,,-0.056629384268068586,0.013710971429317906,-0.08031497208956531,-0.23876157227244432
SEMA6D,-0.02213140177986474,0.02770652493987865,0.06976273332924288,-0.08519075734669897,-0.07436739419172905,-0.08422714918706142,0.004075881889047651,0.04554234220118479,0.05636726003448227,-0.08766387770249258,-0.28406334833025687
CEL,,,,,,,,,,0.015441596907220603,-0.021970236141708045
PDCD1LG2,0.00033299248630054313,0.07467973467055712,0.049040790180768304,-0.015790438048306685,0.035421192139741896,0.022747846245126876,0.026216255286771125,0.01042486162571137,-0.05257700205154668,0.04611812201839304,-0.13293568561738828
SPINT1,0.03933432401310825,-0.027720411793736535,-0.06005455395901704,-0.020423972612216807,0.00683297592357434,0.05206474815026431,0.01941186060872779,-0.027724863678160436,0.007529886149918763,-0.0021070744015481238,-0.02437016948413086
CTHRC1,-0.09857598061121102,-0.039025533442140777,0.025139121537341623,-0.054078875955575575,0.0538483568531736,0.29738282303034574,0.10592786626068634,-0.03259898757099222,-0.08193750470895643,0.08705399456049827,0.04539031419910088
PODXL,-0.06375456765892923,0.07844564815086512,-0.0037761252583598526,-0.09007990673093468,0.04170087507987972,-0.037603468126969804,-0.025389355296655446,0.013884602622987102,-0.11027503234387777,-0.042150801749257796,-0.06687130508507648
JAM3,-0.06431016295016174,0.04763908301579511,0.010864929706452822,-0.047032444106580834,0.015650869567076665,0.07475052572889135,-0.027284485782594046,0.018987556349813802,-0.023123277967088754,0.05757116772533106,-0.11199646293845225
TGFB2,-0.10745532885676756,0.0075737722882770215,-0.01637573377587389,0.06281080856382044,0.004992887828782166,-0.02680343781684053,-0.05219120115823273,0.039871086556285476,0.09395920479102643,0.06328502938838385,-0.07431518563778525
COL18A1,-0.06481736861991333,0.025388129441186118,0.13363408268291227,0.018015974543512572,-0.00854843340489222,0.12556617595937059,-0.1115684416713211,-0.003400289526353887,-0.018120368822940453,0.24156968525923314,0.2220156341905639
NODAL,0.003353858096818333,-0.029756326811316083,-0.04889562579661859,-0.04418844341640941,,,,-0.0290099006682457,-0.09871774402413719,-0.07750529771235666,0.008181528372981568
INHBB,-0.030171952937760677,0.059272186935914364,-0.0010958626383040055,-0.010639726741212437,0.004306336620874815,-0.04233942134183501,-0.00910644217995777,-0.0605442679700003,0.01455450880552457,-0.16626355136293716,-0.01080903712583519
LCN1,-0.025855232862018386,,,,,,,,-0.03484873450793332,-0.016602718674462762,-0.021725220053770766
ARF4,-0.04290717288109999,-0.06519484337703878,-0.04531606759267596,-0.0421033442360986,0.02678784922952764,0.0508929112386172,-0.06453747694195994,-0.05421476963567436,-0.12233264841912063,0.04522378621937865,-0.27076624381516645
CXCL14,-0.08398173249681383,-0.09737259133676768,0.036710877170669294,0.06352664273615546,-0.020288888417073755,-0.056215419859986175,0.05503285403116145,-0.046422523482465415,-0.13401316259852952,-0.10613959063871051,-0.04203728051023481
LIF,-0.0845425860806674,0.016084196068681042,0.019824657885947186,-0.019920908278226616,0.08731946442943224,0.04563541344990988,-0.04769214540191078,0.07298273295199213,-0.04391156617436879,-0.21574562986085963,-0.2688584327425944
IL17B,,,,,,,-0.06320532492431544,,-0.004414640802011512,-0.038371173979990056,-0.04725377553842213
MMP1,-0.03564570801986429,,,,,,0.20031957879326637,,-0.08415787766382075,-0.04690667811087749,-0.1502151503427848
MATN1,-0.033947166476914696,,,-0.0192314611160062,-0.02248693043145583,,-0.01347873986968611,-0.017181246157919154,,-0.062233086332610155,-0.04640099046414188
ADAM28,0.013807151577720963,0.08955373719966092,-0.07788889508670953,-0.015677290166457473,0.0017358336046350254,0.14218603671908986,-0.08556656986117206,0.04712266501064576,-0.04347796077071713,0.13945413553119804,0.13442787476623616
TCN2,-0.09712176698310797,0.08973944020098251,0.07067440750433798,0.0013374749890157644,0.02863972626067594,0.19546293989786181,-0.02654363148486607,0.008767586686163533,-0.017914855673655614,0.10569640955040334,0.1634443560612113
THPO,-0.0442345635129389,,0.0044769569073638445,-0.027347976251060245,0.0015586923630138154,-0.03307195056468242,,-0.01718124813157218,,0.11073424764977492,-0.08170369985538391
CUBN,-0.04379306075142087,0.020579507203516114,0.008779024254928176,-0.034212213704527365,0.07241324276367324,-0.02543127195053835,-0.03871479950978407,0.017206107034726296,-0.05451467117684622,-0.01086069738667626,0.010422324131475194
TIMP3,-0.011171044108138496,0.06148481381847381,-0.06694102585357732,0.06330405163374365,-0.0255726595294406,0.00976642859690455,-0.0005766730863687237,-0.04110024880011739,0.014045050217083027,0.21269498086583546,0.13154795803696456
PIGF,-0.02483894450234084,0.036833303860360884,-0.06200879660706971,0.03131746920519775,-0.0033258110189137518,0.05667590786813893,0.01631233681462413,-0.026587940353847678,-0.02363023653206808,-0.14122437982411631,-0.08729107573542563
CRH,-0.030292483583289627,-0.02872738618802449,0.010723724730405977,-0.016206511695004984,-0.03539967754615856,-0.02837100247320125,,-0.023499522149258836,,-0.04284339689009584,-0.08251023961557828
BDNF,0.028750870796979543,-0.033406506683448745,-0.07222061864387712,-0.01277235685811493,-0.010530641154163618,-0.03282628226306489,0.03193318611893065,0.04988951413651508,-0.03202445971053739,-0.0237566761912016,-0.27988719464292655
CCL5,-0.038896604783927084,-0.04925287133217008,0.04231254994079593,0.04133105013678995,0.0934708299776604,-0.01499850990923028,-0.07954700141339446,-0.023308429231587973,-0.014163824287046047,0.09801886583492764,0.2313766915505546
GAD1,-0.04034144151178446,-0.0059629121193521435,-0.13650425455272158,0.038372267703954716,-0.05063551840448898,-0.1009774869042196,-0.03800968312949385,-0.005996216618692351,0.009702945125443048,-0.055689306581954034,0.030928274382495353
