,UKF248,UKF251,UKF259,UKF275,ZH1019T1,ZH8811Abulk
APOE,-0.04947168047495434,-0.055539558918116426,0.006906709585599129,0.029875570430205986,-0.02719898436571511,0.08591537339232806
SOSTDC1,-0.03399669530218985,,,-0.02545503819337487,,-0.035702803301971814
ANXA1,0.00022102589520602969,-0.027360845413631867,0.05830929665184174,-0.03490815245202684,-0.01040430581812819,0.0017997633701588116
WNT2B,-0.0038755069039553744,-0.01800104878141126,-0.005780571185040631,0.040878630009968324,0.03121453084888205,0.04784047365657872
AMH,-0.028112636558205773,-0.01716059159469993,0.13680108211253553,-0.015170391593130059,0.02752254104552376,0.03422536868517172
GDF10,0.021055595635830777,0.14586296823307554,,-0.014173366409842156,-0.011533360252932242,-0.009564458941534104
EFNB3,-0.015477612203336993,0.025310736487048985,-0.013006705032890102,-0.0698806520440782,0.026176747007124246,-0.025503866301095694
LTB,-0.0063562695977358264,-0.020975358593293917,0.0021537533359723814,-0.01831164498491312,-0.055782259868847814,0.08605531326398072
ANGPT2,0.0008765420247788856,0.09101284309431303,0.030845020566823325,0.07321886528319248,-0.06021743554394371,0.06207641246497827
ADAM17,-0.03679759634775557,0.011743931825154168,0.03506130563427795,-0.014003568246097095,-0.052693335820719354,0.03674334198498809
LRPAP1,-0.006718824411327781,-0.009390256580428653,-0.0011235834283747934,-0.011331128422139871,0.058479358364276326,0.0496427288224853
NID1,0.014091045675989856,0.023555237359930543,-0.015542443137632868,0.002879653304010727,-0.07053074330374696,0.059770371521522675
MST1,0.045794106981110284,0.002952028169692943,-0.017437240174047065,-0.024039079882269866,0.1202123972429117,0.05479575358101539
DCN,0.0004699741096572208,0.0311041018529441,-0.023500169771124124,0.048209959166480666,0.06726635891350907,0.05215656201258607
IGFL2,,,,-0.012476150545390493,,
COL7A1,-0.014562758158146272,-0.00440430248300787,-0.031102547366805393,-0.03447778164303671,-0.07625920685451135,0.06429404833432469
CALR,0.022120963546664315,0.05013430119271287,0.006745590907330603,0.07082559100125077,0.02235103544089171,0.0366206906304836
PIGA,0.05280102687528445,-0.0489798539137927,0.035011632167310056,0.011305248764271827,0.08467187897645645,0.010353724285842945
CD200,0.09010740391389872,0.03809737032627084,-0.006059627487090826,0.010479578010560193,0.0587747567362569,-0.003204310973925208
GRP,0.02210717633297028,-0.012203962344911086,,-0.01937073338670671,,
CDH1,-0.04082784262683394,0.03857744849995125,-0.013735314862374216,0.014397809489049566,-0.09432828402001948,-0.005289033923615436
LPL,0.029276189762098666,-0.015876375316971558,-0.012248790279000391,0.0787373120756455,-0.0029545794971831663,0.047747273337611765
SEMA5A,-0.042871585418039426,0.05129424506523841,0.07699759912704117,-0.015664116784221416,0.012060476081021397,-0.007969223756289815
SEMA7A,-0.013567564159623246,0.040437384185448434,-0.01443361379960945,0.004329593142553982,-0.04895134326244709,0.016440080198177855
SEMA4G,0.030731343295236798,-0.0198701305664832,0.008719167216978666,-0.03853361400237145,0.06955207087468347,0.07861630696418566
SEMA3B,-0.0022956186090848556,0.005947831749008072,-0.0022705521275486525,-0.035080515266280754,-0.01697612449353596,0.06096494368721601
RPH3A,-0.016216909065796297,0.008010544260564554,-0.03038149948254774,-0.004576826668856588,,-0.04199248263813289
JAG2,0.07045399720664702,-0.0013300071251650092,-0.01353876316978416,-0.0012992206018253344,-0.02554541834387141,0.009298338373461022
CGN,0.0027830062745143364,0.12070924849833292,0.0454474875496192,-0.0288253551571933,0.003725876335403126,-0.009484229668737442
GDF15,-0.0016010333687217788,-0.019102748933723025,0.015458679551288238,0.06598026800967256,0.03892959498628956,0.028662597836898444
SEMA4F,0.04452447897460027,0.029454292838684108,-0.030444699254576,-0.04825669614561032,0.014777531459727702,-0.02252952992239468
NXPH1,-0.030858000297053798,0.05914871847115921,-0.008893554524051998,0.003308571359999187,-0.07578406951677424,-0.03232545719291046
ARF1,0.0323008517369507,0.041112619134844285,-0.007843879744409603,-0.004089897035807006,-0.1131059083942854,-0.03935924030827763
DSC3,0.040456674752386214,,,,,
EBI3,-0.00021932910143952097,-0.03791015874032287,0.011995961134621714,-0.013636473130410949,-0.04250115239258553,-0.02858746612877888
TIMP1,-0.026362792019288036,0.04459224257599308,0.009045700232629267,0.10275260559726397,-0.08770401828973438,0.03939202307945349
SEMA3C,0.027312769519958962,-0.003579033622707791,0.019185463036694404,0.02964915539070135,-0.07099456943154103,0.0346025135993948
GAS6,-0.014211560264763196,-0.02550569637655506,-0.008505848045499767,-0.028824512652044908,0.06541479592883157,0.028544105713945174
MEPE,0.04199379193996446,,-0.008023924333907875,-0.03714076255634189,,0.029111751966935724
SERPINE1,0.008360900589926988,-0.030897891791559374,0.051947209161166616,0.09595617243630228,-0.08817458741240214,0.023228180265955047
RSPO2,0.15087141496537157,-0.019102746500634264,-0.01629577084002561,-0.02490292008166428,,-0.02417216157815688
SHBG,-0.016487882255922674,-0.01840840757582915,-0.01468224790913136,-0.00792809031594729,0.015430125235095184,0.008082296695658681
LGALS3BP,-0.037055933861637504,-0.029436964705828704,-0.017174992958967,-0.030214017689170234,-0.053255120132184836,0.06778130384793171
LAMB1,0.025528549216355292,0.06017834719797252,-0.02451102810997707,0.0479582269114057,-0.05937630890519714,-0.01988226482677199
SPTBN2,-0.03919071230611596,-0.031684583710631466,0.016770014872941358,-0.052173157897322534,-0.05224103699937576,0.008423107796209925
COL1A2,-0.007416487224025388,-0.03868947403625836,-0.02845033905951949,0.08845985034060821,-0.002550684912022904,0.056674666638848556
DEFB1,,-0.01080229507643732,,0.03801391930584062,,
SCT,,,,-0.010216528408358053,,
WNT11,-0.018244862399784557,,0.030194800590648215,,,0.0035151978318993535
LGALS1,-0.01600160713035355,0.034462615163093596,0.04605371657640596,0.052198933948715005,-0.04014060621117716,-0.003956077688764207
BCAN,-0.014894955277153114,0.053750160704046424,-0.029628422155155685,-0.018395841064033996,0.05193318388557683,-0.00771178742537327
ANOS1,-0.04026207395340058,0.022991461897770966,-0.03834048169690103,0.016360070680503824,0.012051235294639546,-0.021423117688762622
EDA,-0.013356998756463893,-0.02229072999204747,0.0075264470169892714,-0.016008294208946207,0.044407286356307994,0.026959663825209847
FGF22,0.016938270655157427,-0.014874592953660046,,,,-0.026356118848050235
SHANK1,0.019503557255862072,-0.012055896734989396,-0.02655547437163948,-0.014954167590928028,,0.024806637894247606
NPVF,,,,,,-0.01956431058798217
TGFB1,-0.01793729203904141,0.02021306492761469,-0.0169881866261694,-0.024340729185393154,-0.0479516546344313,0.028318855810700646
MSTN,-0.035967281514042694,-0.0011530773585797544,0.025107712693488132,0.016258796350920916,-0.00012799621837825261,-0.022152482377410593
WNT4,0.09841521802339655,-0.014123134838931463,,-0.015698904662234555,,-0.005955294340545097
TNFSF4,0.032665124180001386,0.1302924014627869,-0.011986632243121395,0.01417478916941557,-0.058459523990035026,0.05058875533884157
NTN1,-0.005079537106538509,-0.014867815213720333,0.016887843094501757,-0.0020653588258280286,0.06776348462019208,-0.007372192813586422
CXCL12,-0.0355750976659384,-0.03820392987578851,-0.0067146233628844285,0.010781482490632098,-0.11007591399815643,0.05417643019699013
GNRH1,-0.014973455212676425,-0.019489734394443344,-0.003934811447368366,-0.02369531657126565,0.016542881136372974,-0.04139077632076641
FGF8,,,,,,-0.029507547602246338
RIMS1,0.007537390027889593,0.02056680948465321,-0.01922297987841189,-0.04307759509410133,-0.0018054072584460063,-0.016316422746653833
FGF14,0.0378809000789825,-0.0012801507816171168,0.017718054796744872,-0.01704196137083415,0.022557070237032732,-0.007556809448968607
IGF1,-0.0204760289678175,0.027014648143919545,0.031194013519577412,-0.026597735888971165,-0.07519760891412007,0.010435981646739506
TNFSF10,-0.0022695569210013744,0.025736697873263072,-0.030842427640006553,-0.00663196930087902,-0.002164172083967446,0.0007554038835796391
GDF5,0.10619831668238508,,,,,0.05568238879696806
CHAD,,,,,,-0.039449735455932354
RGMA,-0.006706490955402419,-0.018610258731307037,0.0036656141519881952,-0.006971167274262568,-0.06973416377995845,-0.042603295890988525
WNT16,0.07495782486263118,-0.010966474984388517,-0.025190641065826025,-0.01757420864386285,,
CX3CL1,0.003148194104529776,0.10608846399060737,0.034796215192972005,0.006478851619719512,-0.041229187497362825,0.04770398566454369
FGF1,-0.016333208543422496,0.022109381020279595,-0.027324638200843,-0.022080419118411552,-0.04116339184037486,0.010559223800861996
ALOX5AP,-0.005884115247675624,-0.045352345568853966,-0.024326245899085514,-0.10763320979279399,0.054484159875507754,-0.031354152378074325
IL1RN,-0.03340045593536869,-0.023625752545810307,-0.022620694236784217,0.13513859156531513,0.00765960029826204,-0.03450440778813339
PCSK9,,,,,,-0.017065204958761855
NPW,,,0.0437376521321564,-0.01417336774561081,-0.005081517226357507,0.05012434446776398
CXCL9,-0.011791879227619283,-0.017374115341894696,0.006846212204902005,0.04640749549767392,-0.05688122413320399,
ANGPTL4,0.030369835527191646,-0.00033361041033299574,0.041590212923690674,0.03846521777738937,0.030807420060382364,0.055509811055940224
UCN2,,,0.03214968551648611,-0.01600829519622149,,0.033335914408914744
COL4A3,-0.02470179287880774,0.03868000229028874,0.03742884809336434,-0.020708427803032257,,
NRG3,0.059307955942637935,-0.009511778651974213,0.030857212492961503,0.021430697344567637,-0.037768245214221875,0.00822807886126007
IL23A,-0.020138782609723863,-0.014628085485963293,0.040779676453947596,,0.0526980401211878,0.03299016887867498
COLQ,-0.052605875736737535,-0.015079850879684524,-0.019179022493173693,-0.03786686274786701,0.0008330229041040115,0.0969151112148025
SCGB1A1,,-0.011128336917740527,,,,
TNFSF12,-0.006927829586450632,0.0679209613305399,-0.03440929931987314,0.015857981816790354,0.13368413466598322,-0.0061122420284181024
DKK2,-0.021094411063710346,-0.013058951893986355,-0.012844774295466287,0.0005173289595075941,,-0.020144282621173428
FYN,-0.007990427784980126,0.011430462728627591,-0.031742714396235966,-0.014414922248335856,-0.1129705760142149,-0.001305883476539002
ACE,0.02742050406568133,-0.02612741156557811,-0.02358414107091952,0.016943449816900217,-0.0036093292795413225,-0.028721522266563472
IL18,0.015745719861555412,-0.05141720976871751,-0.018597059611366318,0.007765153591537996,0.06173392571007989,0.053157314422934
PPBP,,,,,,-0.020894695047751436
CCL27,-0.01335699884619973,,0.029537016186116,-0.010227109177962598,-0.04267563487751148,-0.0051550499112791946
SERPING1,-0.04262284713992028,-0.03626703413924203,-0.04413142283312457,-0.008328124200715662,-0.025625087274109767,0.027927741818820163
AZGP1,-0.025390928014165738,0.031147753907468278,-0.024028035028784173,-0.012838066097549517,,0.07076672196026118
INHA,0.002520779612119711,-0.01705292748095881,0.04294907489712395,0.012518752231839816,0.08898031877994907,0.01240103630856469
SEMA3G,-0.004811447202522526,-0.028029097257421982,0.0008714254917769631,-0.0253865522220897,-0.04327173531452041,
COL6A1,-0.03189116030650981,0.054806483884800944,0.0490909494153337,0.07316521084045498,0.013001492532988448,0.03911918312680452
FGF17,0.020842898309162895,-0.012203962344911086,-0.023759167777194997,-0.023256876593570834,,-0.0333544626765687
TNFSF8,,-0.010802296188532215,0.0016907028414604392,-0.013106061876003695,,-0.02267231693325907
FGF20,0.013285510541183185,0.11325615243565756,-0.008870808852111629,-0.02981900980376143,-0.04572207020193511,-0.024654227784751133
ICAM3,0.06565786600754644,-0.014262826224394436,0.04802951636808,-0.04211290818906752,-0.07629953822964088,0.0960803354303564
LAMA4,0.040369576770016916,0.08087671139064406,-0.04732580603479318,0.011619568163533678,-0.023025641977863498,0.02807729858748289
DLL4,0.03438791891679567,-0.026501256031020277,-0.009415686985734653,0.04225766035211331,-0.059560576746760026,0.041849498633232556
SEMA3A,0.011875974966308033,0.04368321546265779,0.020503696011480086,0.05391835600468758,,0.060765548621972004
RLN2,,-0.011600949568026122,0.01995046947646715,-0.013350160582783422,,0.09301965451380156
C5,0.025514076020515933,-0.011634153318590267,0.013136698618987785,0.021940405677049014,-0.027819450369296894,0.02911135416214823
EDN2,-0.015091291600021001,,,0.017628370809251562,,
C1QA,-0.012917365520334855,-0.034255973746626485,-0.09345183824165136,-0.04928726372135688,-0.0919761288912866,-0.012055614829053115
UTS2B,-0.01614938320579363,0.08296200275281686,0.019243598681966356,0.08416370974974527,-0.04341098767230892,
COL9A3,-0.0035042094811174557,-0.046112021667601526,0.017634488361661448,0.04305868059098063,0.058123049678903485,0.014807935143288105
DLK1,,,-0.005218638543860629,-0.03560778705415713,,
HGF,-0.0068877935662494056,-0.07342910303365291,-0.045822958050222976,-0.011924047200559802,-0.05933349864988981,-0.014772237201862819
P4HB,0.002334386766431199,0.039053659369489443,-0.024332190983744367,0.06600662973883369,-0.05563517260581382,0.027790909900315384
ADCYAP1,0.061384742890450324,0.06135230476285307,-0.03290291508135597,-0.022129331757131214,0.010568321862601614,-0.012809610588668863
GREM1,-0.02122777419587466,0.06668860581620754,-0.014084657926543096,-0.036511348628832097,0.005986175697222777,0.01952440463072556
EGF,-0.025220461078906277,0.018389557464192123,0.05093994677470996,-0.016639620745954813,0.05940333067752372,-0.019168759897669516
VEGFB,0.034871746180304294,-0.029529760327289253,-0.01872407766210297,0.01975174326380826,-0.03996095982127,-0.02868937611771284
FARP2,0.017138681333622244,0.015394328097624872,0.04426013434886857,-0.03292303569968982,0.029637016424121858,-0.04704796421799746
IHH,,,,,,0.0002886551285100001
LAMA2,0.0385284804996329,0.0018126198903386254,-0.028616790621716123,-0.0039192629227958456,0.0011741039236155297,0.014661682303440188
SERPINC1,,,,-0.012346520208835926,,
NRG1,-0.028008057749340974,0.03261138679636569,-0.01796444039699393,-0.03028997566419813,-0.06713178647631167,0.034475056053600434
SPINK1,0.03010060136431734,,0.041614922469749537,,,0.01930759965201947
EFEMP2,-0.0039007309452220966,-0.009752560793472757,0.0028095401321117965,0.033512491067681005,-0.11070767122665402,0.06164022382449758
SELPLG,-0.044543576627325825,0.04279170398295571,0.027370392295754453,-0.011184485199468432,-0.000269066889004745,0.0532487125741201
GDF6,-0.025618613339613915,,-0.018255363533999442,,,0.002213948225229818
HLA-E,0.010057803309047257,-0.005585737375427267,-0.03534189756909929,-0.0023852297791175318,-0.06941500726436331,0.040625352488296344
PTN,0.0022921768463779065,0.07914615738098355,-0.025551600058627114,0.06109264360139013,0.07710894711673412,-0.06258389710807155
CD274,0.06776844364839579,-0.03196144857296778,0.09349583192120092,0.05809312644785305,0.005047056027406343,0.05016412746402267
CD14,-0.0030756161102535188,-0.032837078504321965,-0.09697664953574817,0.0629347303461852,0.061464357063938636,-0.008169153616313169
SFTPD,-0.01066676183294423,-0.018408408852607794,,-0.02119110989206851,0.05729852165572486,0.02914600614492603
SLIT1,0.0016201062247495942,0.050280032060158526,0.007853619148016062,-0.018383004647170246,-0.031175194997746902,-0.009534603510054397
CNTF,,,-0.012844772975020494,-0.010524400225423816,,
BST1,0.0862600055078093,0.0012281334239837088,-0.030631849831176772,-0.011074411635210144,0.06532596489504527,0.007655674916982459
AGTRAP,-0.030597639560121154,0.0042170728327367525,-0.030197215551322435,0.0405174247089577,-0.10616698448823816,0.004206586150130169
LAMC1,-0.011134629075326755,0.05253515246085187,-0.006254955451598054,0.053829075231052514,0.021827272326817544,0.05649908528305748
COL6A3,0.01303441001250177,-0.016944646238263913,-0.04858906832310897,0.1447724222468611,-0.08244719977227129,0.06071169308496065
FN1,0.019994452790387456,0.014650909689958387,-0.0439607094523582,0.062028502690865,-0.044606351982438355,0.05936932294822403
MIF,0.0058642556913735405,0.04932863540794461,0.00845166293776237,0.019707117073760556,0.01784570823523565,-0.06286975414736326
JAG1,-0.009823169539705088,0.06068384739405239,0.06672610365847637,0.017047592593117427,0.010649594460937965,0.021766270666742644
NID2,0.03341942844667961,-0.020244309637693362,-0.0036150685741987896,0.05532471737312824,-0.021334517341553384,0.028186598057327712
EFNB1,-0.03994433695809351,0.017322828253047932,0.027613595847678092,0.03168981244544882,-0.01624402864009924,-0.015139736400993547
COL4A2,0.016553460546844794,-0.03133705472236783,-0.07296950025277579,0.08339979658313743,-0.03452748381725075,0.06276239104243427
SPP1,0.017920413824127405,-0.02887085123992262,0.0405895652653537,0.03761185744709337,0.14203998306359464,-0.07173040981106193
PODXL2,-0.03262722558689753,0.009395520606282008,0.026906651806370387,-0.0064177659760836624,-0.007761368738255742,-0.00030694145806745417
FGF9,-0.007416855537750641,-0.0017925535207995067,-0.03516941068260879,-0.021426883276204567,,-0.005522548602725715
ITIH2,0.0007458428294537379,,-0.017161112554891316,,-0.004907766454691401,-0.04510236832317486
ADAM10,-0.024884027143781105,0.03629296299011587,-0.035650081965186244,-0.03410671501103393,0.024647619086843837,0.08163805911801819
CFH,0.016421462818748768,-0.016000731214170328,-0.05898549492901746,0.010311962440597915,-0.009352570147613527,0.08222949152881959
COL4A5,-0.042440434477522326,0.02048554102539232,0.011545424532489915,0.018576709893373632,0.009068568559772653,0.011921166514120594
LTBP3,0.006115184946773882,0.04903252535044992,0.04921474517543164,0.04399921755422056,0.059700993984424126,0.022926562008032145
GNB3,0.00807057538510193,0.027783293716516808,0.005868827632394608,-0.017418854349981652,0.019867196106508955,0.16639752069140482
COL6A2,0.01312404135526009,0.0454272443560406,0.02737807786266414,0.027581166689349245,-0.07860817445068612,0.049553135635421366
GDF9,0.04361837586739653,-0.029013570099953555,0.060941361722236194,-0.016575824999421035,0.15182736155579973,-0.03214945342269148
NCAM1,-0.05111331715667598,0.024080822262437213,-0.05083612890258704,-0.039747983016910265,0.08863451860982886,0.012838957183821578
APOC2,0.12511740542613967,0.02615581656255529,0.029366082981920918,-0.0037874908261967925,-0.0278129960384902,0.01138756811881445
BST2,-0.012396613000560457,-0.03550511444510344,-0.006912345551795861,-0.05888158282408826,0.018286599502713153,-0.020605457497029734
COL5A1,0.035289433803442544,0.10576614867428086,-0.04215256393987711,0.05387829340828173,-0.05938863870883574,0.05765245323648064
CALM3,0.0041972494500291625,-0.012617749943593803,0.020555039808189016,-0.05944577818276795,-0.018274518701705697,-0.01632355645865934
THBS2,-0.029669487174884508,-0.03506266235767691,0.021390744259020524,0.04758504539131914,-0.011928953737279814,0.07009963688319074
SERPINE2,-0.009936404924632039,-0.011541871156315484,0.03179939109295719,-0.027144623304230737,0.04384809042054807,-0.01872977740614078
EFNB2,-0.05584926303801296,-0.031172433746292375,0.085949425107707,-0.012469582967785456,0.04534782904932963,0.02776140030870448
PROK1,-0.01095419547710815,0.008339194106870208,-0.012165014698700226,-0.0170023420700314,,0.038120468191835746
MMP9,0.04770350251855161,-0.010966477079945322,-0.06693615327170305,-0.017574205719395795,-0.05145108313760069,0.061238302177517696
DMP1,-0.01809167951599791,,,,,
NPPA,-0.008730294228252947,0.0906615540775788,0.0024503531609331194,-0.02957496662279074,-0.07063053003548911,0.09114251946926205
APOB,,-0.011128338030408151,,-0.021349918754134906,,
C4B,,0.012043101819395342,-0.021912352726120826,-0.01382618881485337,,
NTNG2,-0.0476759167723018,0.00672955843731812,-0.0337281175836067,0.013610689647766221,-0.0615422930435324,0.0013003132357152325
LAMA1,0.01645973385966564,-0.02428282118412378,0.0014694844781566218,-0.025455039338295436,0.05622960964278301,0.002999184066635815
UCN,0.025258578151685022,0.02716771828516805,0.011223162259372657,-0.011797043947935184,-0.0325003675168134,0.006234899148459391
ARTN,-0.023994534205361753,,0.0449409858625095,0.013912548482418397,-0.05748215297664411,0.03183344553696658
PDGFD,0.04895885129367045,0.06405824165957881,0.016673059711400928,-0.00913885815265463,-0.06663236219442231,0.057118503764371546
EDN1,0.04747011874769444,-0.01203648318211719,-0.017320917510533683,0.07705801186594159,0.025852926399712622,0.028646330019549485
ARPC5,0.037889282116142446,0.019644627260306496,0.01709146194850152,-0.011810195624542382,0.00025638659642888306,-0.03218606167301697
GSTO1,0.005782137345369744,-0.06987031554145864,-0.0002613947254407629,0.03440680189539395,-0.010027986575951336,0.02073586783573451
PROK2,,,,,,-0.013622830752395903
SYK,0.00010008434571362941,0.029342699339514416,0.03199822435129296,0.021354287654687432,-0.04361030958253379,0.0014306649831285793
ST6GAL1,0.024278212783990758,-0.03797836944650292,0.007897732844877547,-0.045873295987182525,-0.00705981838928385,-0.023989500124291192
WNT3,-0.008380984850197592,-0.008578848144296306,-0.007555304340583036,-0.058277046719016325,-0.016678349199282863,0.007661816582191395
HSP90B1,0.03483484366332697,0.024279730974043175,-0.017784149044951757,0.077746129418717,-0.0035335299499506764,-0.017111494815640196
ZP3,-0.02661781056734941,-0.024190690273352692,0.012598420879742129,-0.02070960702854107,-0.013856674245508432,0.07840114735504819
ANGPT4,-0.014152771449521703,-0.015592518865579429,,,,
NRG2,-0.021887202317637574,-0.022966266580562604,0.005946502375904316,0.01324070291294078,-0.05488735212940041,0.008255837558566795
MELTF,-0.026210779204074667,-0.035159585108516314,-0.010356136495487455,0.010416835455350068,0.04329264086692909,0.08682715738198704
NLGN1,-0.04772284641869429,-0.005445051004989732,-0.0061674848252281115,-0.007757079447491273,0.013078382480940627,-0.016189115650305237
SLIT3,-0.015868487133183503,-0.02254602595174556,0.02841217699338224,-0.01618354342481635,-0.04954368652435466,0.09280825845177026
CCL8,-0.03835959242064685,-0.010120082391854584,0.016374046053851662,0.08078939527964672,-0.02972343922190185,0.21634696273318363
S100A4,-0.024115659643159742,-0.011292169949861375,-0.012685303717970327,-0.05783366567065433,0.08552989167543804,0.026197297593937956
TNFSF13B,0.03229907881770357,-0.031773239938315635,-0.06166769066097628,-0.052793793082772066,-0.019552488771590992,0.03409513313259827
HSPG2,-0.0013170027743049522,-0.0007504987398547193,-0.05562019454932914,0.027877199981997978,0.015435520597777683,0.08572155908087416
FAM3C,0.027038039177768772,0.002120523807294012,0.008433174754195446,-0.02089360002710215,-0.0031528811779234765,0.040143837634679165
FLT3LG,0.06436201168363803,0.0009107970297154908,0.03475813532639891,-0.03790388547848753,-0.06614033964951112,-0.01046331094394762
A2M,0.006551467068085069,0.010458859439102505,-0.040012299438650624,0.011804737878172515,0.004768252780474145,-0.004544134495724177
VCL,0.003838567929266114,0.04090304857670836,0.005343043851309071,0.003390178019544019,-0.029390776226634645,-0.010920738877026036
FGF2,-0.026665091895601914,0.017396551769300064,-0.013085142175719308,-0.007663386751900274,0.00461538272614389,0.08289891778690667
AGRP,,,-0.0037525482433426968,-0.012476150545390493,0.12150004507213256,-0.01615276675523518
CNTN3,-0.03150677381110145,-0.011445483034510312,-0.0014183593586613943,0.015747084595826723,0.14622711176793968,0.05585452679464219
RNASE2,0.03878437991252699,-0.03342889189797736,0.04070151099286364,-0.010201796812197367,-0.08287132819341006,0.021009705458456877
ADM2,-0.02013878337428705,0.05038743187828615,0.05288214928745238,,-0.03843135328159638,
GAL,0.014615858367533407,-0.008646129278732652,0.09119991323280785,0.009130787272493059,-0.013752136619402291,-0.026030092347625662
CXCL6,-0.015091289242966042,,,,,0.10533400678611998
PDGFC,0.02526777615744592,0.013650129310780083,-0.00636370017063085,0.001671454108626646,-0.06200991279645011,0.036008480363847656
COL8A2,-0.00375059191440939,0.024364412304009885,0.06537839222811562,-0.04850694191045554,-0.001996653747911725,0.04390056717460695
SPON2,0.0059540094889584255,0.016620674474731208,-0.034401336869125006,0.0571212380024004,-0.04844338690154342,0.035794974240530526
LCN2,,,0.010689327986161063,,,0.05661408444400729
SEMA3D,-0.014345135108536555,0.021466727703302414,0.14221392932041108,-0.03130642489509396,0.18161929399639437,
BMP6,-0.01730704000747745,-0.010966477756971623,-0.013741334328327656,-0.011400035397498016,,-0.013313631015177201
TIMP2,-0.026247292037935004,-0.012663500942036327,0.009090367555900728,-0.02147334963592985,0.03339455715084516,0.05904300305311236
EFNA1,0.023652568584711056,-0.013751227113432449,-4.9150975403286375e-06,0.024620563035463092,0.022476920212473953,-0.0009846857501014722
S100A12,-0.02068972108795393,,-0.015846546474459895,,,-0.01728624687867103
TFPI,-0.008054821360882269,0.09533208840887854,0.0018502200430364634,0.06256142693038866,0.06383466038877329,0.04083553892305953
GPC3,0.08137507861951954,0.1163258329490966,0.03820228150203994,-0.0149541746196634,0.13410573059894157,-0.0009970850829498308
NMU,-0.01929078491515349,,,,-0.04458875037943882,-0.016050725738918855
SCGB3A2,-0.023634045891830064,,,,,-0.019564313762901655
LAMB3,-0.042025843194214034,-0.024587748432982715,0.011144168819710766,0.0003545896692523622,-0.04430683990698813,-0.004359002582296746
LGALS9,-0.00899938312258649,-0.07830190019546567,0.009609622512107036,0.012871152806430705,-0.026307391261611673,-0.0016438040261737633
VIM,0.014278929348982835,-0.03366874825767754,0.03174530931213924,0.0889256989290167,-0.06760070746776553,-0.019676947577901387
PLAU,-0.013454377572264524,-0.022850534227598505,0.01467477802888822,0.023448856235215643,0.06926063218162316,0.024934971663276437
TGFB3,0.006978418995415786,0.06338945652597154,-0.022580374965551025,0.015070296811331695,0.011498088214280567,0.017028741061977368
APLN,0.020353275612818557,-0.00402585614630956,0.04953724808575823,0.019032040188350363,-0.006639446287957484,0.06577374282481076
SHANK2,0.04273636003133149,-0.01192651581933802,-0.017872226485779324,-0.04312552761749874,,0.02995550411192178
LTF,-0.005085252022154419,,0.019572212422348252,0.04126893632092437,-0.052483045440653416,0.06172563246672211
PYY,,,,0.06228615229559116,,0.03591898673291331
PENK,0.01638982252041297,-0.02052107411853079,0.052515949295743006,-0.038869801820363675,,
CTF1,0.033229793679647915,0.0252604311196282,-0.003256017960813744,-0.011687463919944572,0.04140275862174819,0.08539335777882291
COL3A1,-0.011573084259894518,0.0037567245123124805,-0.05512365048999313,0.05250400106426013,0.004443176248820953,0.026638564518787877
S100A10,0.03381528142251467,0.05894175282489118,0.05381974770443487,0.0317995982696373,-0.0038438743658504838,-0.04856871095625985
FGF13,0.07432219783598787,0.02913378707417739,0.08895238341161707,-0.05204959045810147,,0.00613063098823531
SEMA4A,0.03828446370650859,-0.03119866373940981,-0.02205583117640388,-0.06186151908411116,0.05702815308324815,0.019902879664186277
EFNA4,-0.0133024975368968,-0.00037670171808512225,-0.0312273113921996,-0.034079942714551656,-0.011978192092560845,0.06984628858196187
HSPA8,-0.06688602575691283,0.015071581369655751,0.013091236538372231,-0.04531575250173973,-0.014687216434027012,-0.004261252656436076
NPB,-0.013150878902987898,-0.01292016572654176,0.07150554910198653,0.04732655765671965,0.013044454544700799,0.02884160265048749
ULBP1,0.1022631161679527,0.036052648165486194,0.026448267048767713,0.04596181316717388,-0.04160530958544726,-0.021078524614510593
SEMA3E,0.06101794007541089,0.016738066342480307,0.04323458397521859,0.04516512951062164,0.04297297702915708,0.025144012785804106
FGF3,,,,,,-0.03164287210491998
ADAM9,0.04196207758821802,0.00894378198680483,0.006262662978583349,0.052760305498810486,-0.03520447028382092,-0.05746211725949409
ASIP,,,-0.012658159759917985,0.07437796429249231,0.05728165254222911,-0.010742650755417464
IBSP,0.004970078787787619,,-0.02277424127454732,,0.040338585801792275,-0.04484665686356726
MMP12,-0.013356993237713315,,,,,
FAT4,-0.018815537390463002,0.10209471889237341,-0.0306790242837928,0.001237729402068369,-0.06192396030483336,0.003944537299747878
MDK,0.00935131238823046,0.017902967130109932,-0.05094197004620902,0.056301144139816926,0.06307517775921424,0.039095549034994605
BMP5,,,-0.0070989585736589604,,,-0.02198576632603274
CAMP,,-0.010966477756971623,-0.024585983597646043,,,-0.005386799430332447
HSPA1A,0.0044687831593048285,0.03615658625728073,0.039692960963687865,0.003930191984565165,-0.003696363888321949,0.007456065189199201
SOST,0.045160261349984444,,,,-0.02895507092387545,
SEMA3F,0.03288778296497777,-0.02177264051895691,-0.011655964324358115,-0.010909344451961931,-0.018326038479768422,0.03258637828273339
ARF6,0.025103668604976842,0.014182728867934945,0.019512242337924937,0.009460411196092504,0.023443402257958202,0.01071621482881754
IL6,0.02004202137286062,-0.014503377238189747,0.06185534878607611,0.03981205887492218,-0.03521514153834344,0.13803455768904047
