,MGH258,UKF248,UKF255,UKF259,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.04241357591995778,-0.019692501957846314,,-0.018158824114667897,-0.005406077411771874,,,-0.039084425113166656,-0.027323587889412197,-0.002403849748155595,-0.017496421655473708,-0.028281922607084512,-0.01636489176937906,0.1218146482970934,,
PDAP1,0.07872124936422357,-0.02610435458041208,0.044344378960450494,0.010818966678160402,-0.0036821762350219187,0.07601380158316882,0.09050318268987752,-0.04239387180081282,-0.045164158164335146,-0.05702050000959621,0.005895769898096171,-0.04771495445082975,-0.028344472251089367,0.009239097222235032,0.02727062279858057,-0.02014378891367098
QDPR,-0.023787487068068575,0.01945970290387153,0.0431392784811818,-0.030540085253698522,0.05143061294950698,0.09581701716638609,-0.055646822131913035,0.020120399987673482,-0.02207670616161881,0.031615423677576845,0.07895987108709136,0.024362094105088574,-0.04454079914890397,0.023660933856338183,-0.05167988852433337,-0.02991468456099723
POMC,0.021528287081858576,0.05742633840023028,,0.005659217660690886,-0.019266526076356913,-0.022929645661566612,0.020880967259390336,0.04195943126396608,0.0644045681575167,0.047973412798869304,-0.029831816574140378,-0.0006923904133301226,-0.02677081315036196,0.045449934201478775,0.023817628426147232,0.045296688802083394
CCL18,,-0.024574381816502205,,,,0.06052244425038429,,,-0.019372873056472305,-0.04032242913088206,0.10487255126902624,,0.05139987891227488,,,
CCL17,,,,0.0023695700772527655,-0.020709019928771416,,-0.012563675042489455,,,0.012399617235231038,-0.025257183075122973,-0.025163279248078402,,0.03767634220704956,,
VEGFD,,-0.010977392128313663,,0.01466295389437168,0.026964716521979543,-0.015492195504408167,-0.013464879681973988,0.04013736996707837,,,-0.017496421655473708,-0.02653949297772394,,,,
TNFSF13,,-0.01854462299480385,,0.018156352697856405,,,,,,-0.029995925135631055,0.2038683378405195,-0.02698436280002506,0.0021401427021586583,0.10784163337351144,0.03944351749658177,
WNT5A,0.010404722091059724,0.0025939244971749224,0.013809524584076433,-0.04182994976670019,-0.017404241003584692,-0.0356337852541469,0.0011742667377080298,0.0115538238790643,-0.006508615374693189,0.027587261525518148,0.04232069932817913,0.010361319639461124,-0.0031149077187466816,0.04741039696667708,0.0673821058845811,0.06531220099114093
CXCL8,,-0.006467218836831812,-0.02445554068380929,-0.00657925086182066,-0.0017513316914566006,-0.040547922748777915,-0.021708858156016173,-0.012128394415187201,0.18899423696747372,-0.011052508621032658,-0.07081288923217284,-0.03572637132447091,-0.04758227230024155,-0.005872255166287237,0.047302323209243706,-0.09140797693355783
GRN,-0.023927855601506863,-0.000414817653638181,-0.03453239096504022,0.018047354081467057,-0.042558367595345196,-0.0041161156455337775,-0.041618445677998765,0.014976938276345702,0.03486257286334766,-0.02310966126996285,-0.009960535569608275,-0.07916636235157623,0.022331566370084387,-0.03638984641191352,0.0011809439245648143,-0.010082843848958998
MIA,0.04580555481884992,-0.015014661385281127,0.014493605206581531,-0.01592521889754645,0.02310463796602574,-0.021010200322125895,-0.01844076978704828,-0.014669853764747335,0.02897402212974223,0.03574029750087994,0.04662277094514362,-0.02539439584336756,-0.050915249895219124,0.07400554077249222,0.08781663633034807,
COL4A4,-0.022857126402777983,-0.02951363290051716,-0.03533595386332047,0.06004988659162013,-0.02162085751520197,,-0.017888230829369873,-0.041605296872459833,-0.024493364660945476,0.023437327265349115,-0.013479131816725573,-0.038761997607334925,0.0014120559745561968,7.88207945247127e-05,-0.0190074085423409,
TAC1,-0.01973636364771616,0.03455577525140847,0.01978704046703036,0.01318634149940596,0.07806744038439975,,-0.03170168871892075,,,,,,-0.0009765258957915378,-0.039429254638605735,0.017816045936093386,0.24037413273439587
RARRES2,0.022485046667488587,-0.021184331278328108,0.01864400707875036,0.061252149694586325,0.03608451108088154,-0.07381247218597614,0.0700178353190975,0.06665500781802222,0.09374162140052648,0.0034663557441298593,-0.028554680578315228,-0.01614956459592397,0.014324021899396161,-0.002655750247210942,-0.016906872897557643,-0.050690168510353656
FGF7,-0.0017289875070197072,,0.00915187880383648,0.027872862035693183,0.025906599038332388,-0.02248053989357618,0.07708829627538581,0.04069800413807153,0.0358775795750362,0.042086160443087196,-0.032579045459060124,0.098078187586944,-0.042890183249728195,0.07108738477202303,0.017840046382508443,0.02284432125271836
EFNA2,,,,,,,,,,,-0.01662917786915098,,,,,
HBEGF,0.0213486850366148,0.043774090567080454,-0.03940600295411324,0.00011798727123930122,-0.021442180785918558,0.024042135932566214,0.05940917387450155,-0.024787630012186264,0.16097706183423946,0.03687266659389868,0.010967199306394842,0.03956294093615727,0.06447551058093348,0.03214373342963042,0.032662185016593195,0.011667814951513868
CSF3,,,0.06382866280807747,-0.012536343332857795,,-0.023274331809807144,,,,0.0536815148610717,-0.051944896237843784,,-0.023461307773787965,-0.031578327451125966,0.0072510291708424565,
PI3,,-0.025853285770006135,-0.028757953650514305,-0.015908010237260895,,,,,,-0.015351251888531578,-0.04275450027512619,-0.021380309759369696,-0.008807124790395858,-0.06860921468046481,0.011679878092093898,
PCSK1N,0.004958402449790326,0.005994073679306441,0.05218761645918646,0.008954583883499238,0.0060880840959463564,0.09708920207233922,-0.08167073131365989,0.08087195535698606,-0.03628667362686927,0.029611930341903268,-0.005460210645512442,-0.00908750893027461,0.040070974952987906,0.04787236741371015,-0.009829609120679324,-0.020190142932931327
NTS,,,,,-0.001388958311461914,,,,,0.03706212855206887,-0.020259497623832574,,0.02710858709195034,0.029939756826782894,,
SFRP1,0.03540359386095496,-0.006568467932652427,,-0.02394277392749186,-0.03218535595801641,0.0686253370159273,0.033014247064449595,0.08306054435443219,0.0016440240333528225,-0.03123102008154796,0.0410446402229589,-0.08685105026717922,-0.027219369211991862,-0.04567653867191986,-0.04408711797799441,-0.10210964762166257
CXCL13,,,0.011251519745220321,,,0.009159897169656981,,,,0.07196038821977781,-0.042725098426457976,,-0.028383885475600754,,0.0614881023759216,
MICA,-0.003492601652701239,0.0392224430479642,0.01287698850395182,-0.049514390098950506,0.005888139382823037,0.028409176343788988,-0.00209424313987112,0.083154169285835,0.1033649635776391,0.04531125710305543,0.07844841599015268,-0.07188483490194185,0.007830260221597198,0.043326811706916345,0.06861474282736381,-0.05740768926050523
TG,-0.002292439722335612,0.04237969039046671,,0.07528071532711171,-0.02086355387657947,0.060958040482556125,-0.018872412685289667,-0.060445287126343644,-0.031543566672126766,-0.020771341843447106,-0.008847666062507899,,-0.019309016817909516,0.03478415202586421,0.001151936658463776,
ADA,-0.0004011445668984714,-0.007409916261853095,0.06932334702584464,0.035389987627800726,0.02678383367387692,0.07880419163930474,0.012473825102838437,0.020781464635218815,0.09234113388395371,0.013602403423709655,0.13611951757882218,-0.04013217361266306,0.1183586815831711,0.11576126240232418,0.011304339686882907,-0.054130901871034656
LAMC3,0.05609469029576255,0.02534941116921218,0.0005039631087458919,0.021176885186633822,0.009140849533605791,0.026996378633015072,-0.0058282432544219465,0.07292368963633505,0.07417314144558496,-0.0282577602027328,0.0979261634483646,0.04352636542717735,0.10914392168836327,-0.008836918977327779,0.09732096598410843,-0.0036120474345660413
CCL7,,-0.015631382824153023,,-0.025705337688284254,,,,,,-0.00434437746673207,,,,-0.03309102613338929,-0.0027987295668691846,
NGF,,-0.026838308068883116,,-0.0008816767182593889,,0.03164269420515047,,-0.02040849405110969,-0.028789312471339312,0.037723665418744314,-0.01640565374190216,,0.12396097157878663,-0.06722448819103294,0.10692905688729631,
TNFSF15,,,,-0.018691523735640276,,-0.01482155196849946,,0.07425168809415345,-0.02907477150317916,-0.004062696241607048,,,-0.014569069346565187,-0.02767291634088997,0.09637656225492311,
HMGB1,0.014066359459065918,0.039761070423389396,0.03007383879787286,0.01729065749265065,0.020492897132811588,0.06620460543613174,0.013226462464615008,-0.05570390729082045,0.007404652007264471,-0.054198870397264676,-0.031999117198601455,-0.03789911011689324,-0.08956883347289059,-0.007779480291311123,0.019453665433679743,0.05495691024498141
ITGB3BP,-0.02759208608838594,-0.054966480808812106,0.021357658523472337,0.027214494211298266,0.02065033988253842,0.12534868378284067,0.09370612925210509,0.005181995648536644,0.07093163788256358,-0.042660598646580276,0.022727338141318006,0.08096167976616057,0.03337544995851427,0.06433601476355576,0.04248802278244758,0.032321673513202934
AANAT,,-0.022678758328986522,,0.020134118184342548,-0.018762715928196283,,-0.01685296834100163,,-0.02017765936312731,-0.020553956214630686,0.013508780168088628,0.0025156508600939005,,0.08943141154912554,0.14233090317945066,
RELN,0.006284763256817684,0.019402207123212313,-0.0278540655250458,-0.04520837842373023,0.05359208704838165,,-0.018657690592845277,0.06562779083001008,,,,-0.025001402499941962,0.08637757248265197,,-0.003583851039034027,0.042290134631963655
IL15,0.10532915714658628,-0.01858350946074078,,0.008515959788562623,-0.04157993496102836,0.05548715794128191,-0.015630349204753258,-0.04525527153139819,0.0708105221450184,-0.03765568991540167,0.05450975909144673,-0.012231826384048215,0.008642904748028493,0.0045846094586412325,0.006670165668331594,
UTS2,,,,,,,,,,-0.017503198011243414,,,,,,
BSG,0.04622249191669589,0.02411928055667629,-0.03245468986271211,-0.015349104137263729,-0.03705036360303267,-0.06296374523308418,0.004001508066141352,0.018793303364834615,0.08703537135599948,0.08968082620347637,0.002712575803779833,0.011385439683340678,0.045871070580222245,0.07905468054271914,0.029746323638505174,0.040065626801150604
ADAMTS3,0.03185809232160108,0.009810028813487602,,-0.024954909012638086,-0.0006168788691206209,-0.029079212340261562,0.014243065717528472,,-0.024160692916472565,0.03216534021815337,0.061600834623625374,-0.04822795063357888,-0.007738297865947432,0.12081938172321306,-0.01913544985381825,
CD34,-0.03220380637324558,0.020448797552567215,0.03633179247178389,0.04954996482634604,0.018161876721388335,0.09826109063822266,-0.03619738446670034,0.05243169124777088,0.08964405087063565,-0.015404376374885731,0.06201890975388281,-0.05365035763036357,0.02448944121333281,0.036627872095318814,0.07414635476582448,0.05657782914420994
PLAT,0.036835869956032566,0.03630190232866569,-0.03661806110681128,-0.008145437285744114,-0.04995191524073147,0.03242770872936008,-0.005629996250192369,-0.003641249809788286,0.0853169774527131,0.019483464659105682,0.08616020864431458,0.039494956087955474,-0.06091706603920636,0.08960745053134284,0.06638483912682175,-0.04701137284189407
NTF3,,,,,,-0.03157078474731438,,,,0.01538589895320438,0.05918539402842161,,0.0018072228894630356,,,
LTA,,,,-0.03294585223881262,0.013131896165382807,,-0.01563035113417086,,,,,,,0.05893915058087114,,
CKLF,-0.005497945884336365,0.03270937772998042,-0.02235131432971588,0.013639970662453987,-0.03504106286928582,0.08680775821984639,0.03841814993365119,-0.09357676659918586,0.05719837045353548,-0.03667790289710355,0.05603270405899099,0.04913018711710293,-0.017986532879264258,0.11468047833003465,0.01525385625474336,0.12535187924702504
APELA,,,,,,-0.027322736703279192,,,,,,,,,,
CD24,0.012225221057410167,-0.004309638314809896,0.039685217911739255,-0.029077137091476857,0.02837786276793208,0.09763016428770037,0.05148457533044725,0.06309633952666666,0.09559982947086518,0.024851456371689017,0.02532545505868079,-0.06759551860638004,-0.0027199386340978427,-0.04688848972445105,-0.03335802726976594,-0.05496279134545589
HSP90AA1,0.023282317709281665,-0.07424336056828837,-0.05152637314463821,-0.0202098731290142,0.017115356282003034,0.005876149424450853,-0.05212942964468791,-0.11958269974112483,-0.08387446982847517,-0.05673103716512712,-0.09792021382213707,0.0583890329989295,0.018719074990622683,-0.14982171641424097,0.03371204215638868,0.007194376329410656
BMP4,0.05517716593301338,-0.004937706979565127,0.029818949669115677,-0.05169142720713992,0.025269953864662305,0.062358229905928195,-0.01331867353815036,0.006277480132156844,-0.07847454575155985,0.01834009768573987,0.06512076554230792,-0.0550511388607067,0.10433881968423539,0.0763772567570696,0.08721091444411844,
SCGB3A1,,-0.015631381261035627,-0.026438012446329914,,,-0.018581560078429028,-0.01090665231867554,0.13027420261615227,,0.003171901824445635,-0.03183251978203249,,0.14236485908812335,0.08229526872857063,0.08976423094608774,
IGFBP4,0.03378129109951813,0.06036862615960677,0.015552772516102294,0.026624855856203493,-0.017534222816025652,0.032824516263827666,0.027808922049235844,0.05111178077000235,0.07197551178050016,-0.02769108152418974,0.02220419723742173,0.023653057215808723,0.07092486076775958,0.005588531301561613,0.07481448974697492,0.022438746297566845
RSPO4,,,,-0.018360314758693666,-0.007653336334172548,,-0.021681757737862125,-0.012997939707047892,,,,,-0.020375697261649645,-0.010863022484396991,0.029371566631193537,
LEFTY2,0.05905264682344958,0.04850910737603663,0.06466166544926215,0.022346093473995885,0.01865468348990315,-0.016758578526983894,-0.019295493921087897,,-0.025785338612816795,-0.019888676610601945,-0.019120566832452682,-0.07294247744003544,0.027221958790407324,0.026599772199400146,0.02073778036205144,
PF4,,-0.016215048854604557,,-0.00938831304093231,,,,,,,-0.015241792808694223,,,-0.04712044154879601,-0.0213137561365911,
ANGPTL2,0.028272797208026616,0.020192206706818268,0.059273559780313685,0.007119584252704382,-0.038511957251697725,0.03481395707498033,0.08999606463577785,0.09652744412018949,0.05488559189122717,0.004741761571277188,0.07481170060350435,0.042950796270300025,-0.06707053447314983,0.088525508746493,0.05553691620262219,-0.013511775937291089
LRIG2,0.003110312208354576,0.04169528769077825,0.0332777191544951,0.029683822193083312,-0.005859600732225248,0.03439170029719167,0.0650053171690541,-0.010655591229632454,0.046545713103452964,0.009453780647663806,0.026190227650508505,-0.09463155356580978,-0.05503221831242661,0.04882406681327332,-0.0109636725024082,0.09101465987483252
ICOSLG,0.044675562576376754,-0.005812746316727472,0.01273538895470895,0.02294568887764678,0.03848674101224524,0.003341650781605671,0.00941307934403908,0.005318506579886804,0.07990800642148162,-0.04095877362018324,0.05439720193801751,0.10004696622594739,-0.02609445029839603,0.09466222575398972,0.030161782327099047,0.13286924124159652
WIF1,,0.021073983300570306,-0.02903475783377777,,-0.016218347646998657,,0.00672048217362838,,,,,,-0.01894118423357775,,-0.03911028712786058,-0.013669496943192009
NPPC,0.015325376891467183,-0.007389320508466965,-0.033168675056101354,0.015935572921849602,-0.012813123996246742,,0.010867450929153416,0.05723822118994717,-0.02416064651441504,-0.034975463180818546,0.02901704208682672,-0.012401257017344227,-0.042052996731959086,,-0.01941575768868362,-0.04879498096633917
LYZ,-0.07944652315857437,-0.03759251217243691,0.004604914248634986,0.06979930357275503,0.014701441379632084,0.030151354015018336,-0.03568045111994532,0.07930770737205527,0.09165460623061816,0.029011564020138738,0.048569998971658535,-0.03926323101025084,0.017004933870773946,0.00023575682112524915,-0.0037795386414862233,-0.04277578657291835
EREG,,,-0.033339373991939106,,,-0.019596541914023373,,,,0.10620938485785393,-0.04843145059670349,,-0.02537827447507654,0.05144286911212409,0.05917806288664101,
SPTAN1,0.00272781881720205,0.025091132021577218,0.05261941567354908,-0.040461413567086095,0.04602333407756429,0.031021253136549656,-0.012814077844918188,0.1094524642497098,-0.041143436540120364,0.008953327402960823,0.047006480560387844,0.03530272378099705,0.007906621665531953,0.018760669252699473,0.0051123911837897395,0.053775309120689216
PTH2,,,,,,,,,,,,,-0.008150372309274794,,,
LIPC,-0.029263957459256234,-0.019851481839176986,,-0.0014557319502685722,-0.001104345170649202,-0.02450295830379662,0.03207095917133062,0.04224960273309072,0.02621123608467923,,,0.02053836159151462,,0.004375719855728285,-0.03323752687561717,
COL8A1,0.048550310719567266,-0.006019991785642921,-0.030880631283351462,-0.005888246740048946,-0.017651007967798775,-0.08156511468734515,-0.004911343742879418,-0.08731556290051296,0.01710959712467027,0.04610032539897478,0.07566911885514026,0.031593099491910984,0.01763200960384816,-0.04547089552270922,0.05614317820135768,
GSTM2,0.06727684424878365,-0.05231775756690432,-0.04115667085196694,0.00040404293764830976,0.017578650746947797,0.038623928690047056,-0.0059192250773768525,0.04219028868663197,-0.03758908714757391,-0.0046369076646528016,-0.010068100259621206,0.0665032385114589,-0.04325841419276795,0.08667787514509462,0.05108296450776286,
SPX,-0.007078924951422025,-0.03210663556321153,,0.03034107097961461,0.03409805404659608,,-0.01086835115103694,,-0.005656691278993163,0.1209855843970596,-0.01892463395641542,0.15025216986243936,0.07115888463648332,0.13542298677342746,-0.06379090248906687,-0.07469633817327706
MFGE8,0.0036260497774861095,-0.024435846682206497,-0.0640685863842396,0.03814496381708333,-0.0738268644750285,-0.037144625425435215,0.018888907268592735,0.035823486072786626,0.09089809108061518,0.03599263208797686,0.0051273761030598015,0.036951532304716796,0.015844978606817266,0.05456927363978468,0.01851335249754521,0.0738309026957217
TGFA,-0.006218340800899659,-0.008913086236964664,-0.013369899728851956,-0.014553995325530523,-0.05659616598192797,0.003155336725418702,0.07673557843535002,0.029839977794955064,-0.0455077179250217,0.03660242550868689,0.02815627554765932,-0.053735549632439865,0.0005530394936027358,0.08972250882529753,0.07496863057415239,0.007899756023423158
SLIT2,0.05437713758552534,-0.05397200210921073,0.08371654816289151,0.02795165125205401,0.0006875884170444969,-0.03245701829050974,-0.03515866638634324,0.0005388946402038445,-0.02732355450477268,0.02570100995570177,0.04088326408260311,-0.03190815885499653,0.012851112527898775,-0.027381756471598868,0.051472744466134555,0.009687003998030177
PLTP,0.010942354166859684,-0.04933046672492173,0.03948909637090285,0.04989603055975362,0.012440918561247585,0.05443752797479622,-0.00650137375373612,0.12029422915072262,0.10649751196794224,-0.0016139003714673913,0.006265888711141444,-0.043262148939082215,0.0687407293482062,0.03271606641118978,-0.0022244933735139105,0.012511291390779443
APOD,0.0016795640300994873,0.010963287060838867,-0.0034372730072577047,-0.008826796118641834,0.022482632862502565,0.04064491889539279,-0.006621996415603736,-0.027853074007790416,-0.10602497095819684,0.039888567070200234,0.04924532714806019,-0.013514478433579417,0.05914476462022624,-0.18897061898153522,-0.04002214914948736,0.004986122434641112
B2M,0.054290952374127156,-0.022403982829651677,0.026008517216922475,0.04639333070418329,0.0525653965926161,0.0522949446757877,-0.0008160378480333034,0.04353841673865034,0.030296430127289217,-0.02086525643563446,0.0648166703103462,0.011711370157232165,0.04711981203356228,-0.06968353850212704,-0.0020409993357123524,-0.07438414970584593
OMG,-0.011423891865256943,0.03434868770839673,0.017215941322931087,0.07275387143764449,0.08276200434306548,-0.012410597665207319,0.007202056602556311,0.07052707010208278,-0.042753155111104744,0.0014572103570130598,0.08359819810221195,0.029375191574060884,-0.024944444407199458,0.1446267419038059,-0.02202490994543628,0.09344566800699595
CXCL3,-0.01840691223865959,-0.04004257496420637,-0.03355230992392181,-0.03330275967234096,-0.007060167200608008,0.11320554709968368,0.01879055567371999,,,0.04687837082765917,0.029251162553481893,-0.02191906329771928,0.039225101915561306,-0.028452017547799083,0.08591622313999978,
CXCL10,0.0037493058484308556,-0.01680540192768982,,-0.0026143422828894007,0.0093410660370885,0.1625868757535773,-0.01788823195946559,-0.10716083685111157,0.055991313471796235,-0.024193580421112953,-0.020443662698673138,-0.029529653710771812,0.02742257659658354,0.049996408562382307,0.05128520424236403,
RSPO3,,-0.02123324531896629,-0.02473382526546648,-0.026045050543359097,0.04762850715229153,,-0.011763017055854972,,,0.00464627249480418,-0.024684956915989143,,0.10708019163038204,-0.0335809208909626,-0.027214068998210102,0.010872552900108037
CORT,-0.02285712603485348,0.0704327933330267,0.01703784701504518,-0.0029384953820259536,0.02011298028232468,,0.01447454323615077,,,0.0067624656631022385,-0.015949761493352862,,0.024053101349087502,,,0.12495796335370019
NCAN,-0.06154067233610564,0.016711565662015523,0.04915804079158664,0.0016099798773343034,-0.06012588098915001,,0.07072844629892616,-0.06346982085958687,-0.08757236591657322,0.0015498934966587572,0.0431320491974846,0.07022178666716732,-0.0045183633912928975,0.07534268306467747,-0.031805014846559,0.010635560424986703
PRG4,,-0.02350773298157077,-0.0276556118583494,-0.025705341694079557,-0.026858935624180347,,-0.013752911436744552,,,-0.0256613787591659,-0.0065284546006070055,,0.13335110101208134,-0.01920355399532163,-0.012600725265714312,
ZG16B,,-0.021676007957016963,,-0.00925514060126954,-0.014358613584315581,-0.02210760870294305,,,-0.022430801906210236,,,,,0.040199559959736536,-0.018182819919327936,
TGM2,0.039378493575980784,-0.011999985449805376,-0.024711175898442933,-0.030296053129519964,0.05515010583497012,0.05705525583678751,-0.046902610443774286,0.008291452433086577,0.08398784004511421,0.002327105235714956,0.038048133486023546,-0.09106326149393444,0.08303904344210128,-0.07759639983076647,-0.03254889615248125,0.13692695543364697
VEGFC,-0.0228571275065516,0.015685116344546637,0.06161401535128592,0.035265400176349125,0.09690623654298994,-0.05338474788369171,-0.014035394310368043,-0.0374456216984528,0.11747742286667777,-0.014886286559894865,0.020153669198571825,-0.02891160567528935,0.0775325245490373,0.06509703958220944,0.046550861575712685,
WNT6,,-0.025220890623844344,0.03468124070562438,0.06870851552158672,-0.023107742748202202,0.03610537321082182,-0.01224938340981578,,-0.021331695246264895,-0.007628792689541077,-0.015871716716247698,,-0.027041875559891872,-0.05056879733777481,-0.01878830821628466,
NRG4,,0.009796191973083465,-0.01853933161398368,0.025864507070373074,0.013953460305651382,,-0.016373924540280926,-0.04160525097813805,,,,-0.0014828216752220261,-0.026906636895506906,-0.020824656185336216,-0.010341827900158428,
PMCH,,0.02348484573444968,,-0.036148187071176174,0.04481159685001938,,,,,-0.023814095949459164,0.013704922517221987,,-0.015491730612950705,0.007155624374834016,-0.036184253011677964,
COL9A1,0.11487482336615266,-0.01903704757309214,0.018126229358144876,0.14813178347060665,0.028965699208171956,,-0.01865769774925569,0.044819073789368946,0.03141388519827742,-0.027883510928488474,0.04667561958310173,-0.03782887180818471,-0.08793931123488864,0.06243674046178921,-0.03253441096949415,-0.048023843419827
GDF11,0.021094002267808228,0.057895901541922715,-0.03970111527984594,0.029892659157392382,-0.007083033265523473,0.010006208639552101,0.016552618022821278,-0.0171727849225913,0.021599651328661894,0.04739414683039899,-0.004392154718465619,-0.05752769520659415,-0.04859096853117456,0.06594560503010771,0.04321640235758261,0.02761118328357146
RAET1E,,,,,,,,,,,,,,0.010401846697790458,,
IL24,,,,,,-0.013940982365815204,,,,-0.017755216093306363,-0.014998770171571984,,,,0.052272747019893866,
SORBS1,0.010532066793316183,0.042663266907864,0.0754000905952851,-0.0015607328816817142,-0.04446266310725618,0.009305419838310305,0.005817514335490635,0.05351660823867978,-0.02595143659236062,0.02891163943352789,-0.04146797564822641,0.005169023340524955,-0.08085725463612571,0.03930008571743427,0.01670861356547639,-0.07487234259303231
DLL1,-0.010981661278244525,-0.012210499907034426,-0.008102416496754318,0.03244582387952054,0.023721292738187683,0.050103397918199365,0.01345781328405806,0.08253420847781634,-0.015229451654216603,0.04044758833663306,0.04630893620946723,-0.02033508445970569,-0.035039533407682816,0.09041570426948126,0.00416356051007964,-0.028580936180913983
TLN1,0.07263481408577521,0.050602451438574426,0.0475558160411546,0.022441687332387376,-0.04711683645587978,0.015340566605615731,0.010334671187210457,0.04529654474780915,0.0839729860740978,-0.027403412111532365,0.020988865649477755,-0.011933307251478427,0.0810928142797269,-0.003146550842076206,0.06109993311951353,0.07384114354757607
COL2A1,-0.021468686849552585,-0.019354398000999234,,,,,-0.01142784454038692,,,0.01041409281727989,0.01660038922552118,,-0.009509801290099627,-0.04053778158775497,-0.02545599861959466,
SHH,,,,-0.026712070479075162,-0.03312477540651189,,-0.010906651365366232,,,0.018478656759903248,0.04398595680718699,-0.05846488618561124,-0.009945004611026206,0.09255100907122943,0.10939901030861586,
PON2,0.059959324077462135,0.02731482332957758,0.0283790665016116,0.008387427594928094,-0.039205959236212985,0.07703654614852663,0.03876570584630922,0.026791857822740364,-0.03661422714952735,0.035302645259057755,0.08119041209535674,0.0339372886745135,-0.0468662268743005,0.08186635018242575,0.007658198372600569,-0.014892940008179723
ICAM5,,0.07530107137580393,-0.026438014317345337,0.015707477470609285,0.0013962861072162856,-0.013196852719969055,-0.021300100972264126,,,-0.010892660586899632,0.024541901743748637,,0.042675001759434915,0.01606800121045455,-0.008527562018219154,0.08940893688914373
HPX,0.0501175226157555,0.00901755687729379,-0.02473383176790627,-0.04044144670004536,-0.028177889242929847,0.04727382039938765,-0.027722531003368286,0.01519271915065871,-0.036760684561196494,-0.02359471922077021,0.03889469132277891,0.08212618914629859,-0.015771095691587193,0.022465662459259784,-0.03286303850253112,
SFRP2,,0.09618028341227791,,-0.00993725013752824,-0.023484428055097317,-0.013758518180506833,-0.021396058819318983,,-0.05546454830791233,0.00725071806269765,0.036320014028632434,0.018653854278154726,0.017096810020983965,-0.0026664892725267245,0.07412665407074508,0.009158563565048277
CFC1,,,,,-0.018070451911749438,,,,,,,,,,-0.025000993765256097,
CD70,,-0.009265191744469032,,-0.028139659778771833,-0.0337077198632204,0.09085987415002879,,0.03919551490222395,,0.022831058487088347,0.026010827915393185,,0.019216596932052785,-0.05123376817183307,0.06979744072695045,
HP,-0.04259865289263769,0.0038075471811680126,0.03848211752937249,-0.026568335369442586,0.02619526850722494,,0.1801903719880487,0.004527341785773993,0.028840671771519888,-0.009357822040308692,0.054527471257064794,-0.02973320843068265,0.002253572543007745,-0.01378413124480515,0.004906753850055241,
CXCL2,0.02901628923598869,-0.00427875667651417,-0.011165364467458798,-0.028283036523122397,0.006572513800690878,0.04837125752290603,-0.02158688440563317,-0.040987854475676336,,-0.02321943609928585,0.025595506600803362,0.05002681873812916,0.06212458565462105,-0.0009814294107972107,0.07036048345095884,-0.00570029184692985
