,UKF259,UKF260,UKF269,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
DCN,0.026078468220953638,-0.06047898502257809,0.08888671861654256,-0.08589850095541025,0.018327062797101144,0.004825981554181237,0.09422338619792504,0.053585904949125227,-0.02387347819340497,-0.05133205277051734,-0.03384940216291038
RARRES2,0.006432313161993553,0.06498461529992941,0.08259476563664787,0.001468652715973964,-0.010245022902277795,0.010946045151650421,-0.05099414599569745,0.052411620868366586,-0.06441976200587977,-0.027886623784927934,0.03292869749367824
SEMA4A,-0.040665128450914925,0.004935297856022735,-0.01633112422290677,-0.03798134599449337,-0.049917486643254474,0.000857228203009198,-0.05025781097930172,0.03623128192134618,0.046662600924315144,-0.01037288157716511,0.0015411217641121554
GDF11,0.02925514567200595,-0.017835792307805694,0.007965188546005784,-0.014862141468599254,0.06122132758285174,0.057572211502797024,0.00133544988613754,0.0092833828890768,-0.07862307920385765,0.0017669699887966983,0.053345193019758895
GPC3,0.03660041684730343,0.05347500549817854,0.13253672361079702,-0.018764684118651974,,,-0.032364262932656325,0.026756095933860496,0.036766039958117336,0.040697702431889644,-0.030523443636712545
OSTN,0.007079681504277908,0.07743998418883247,-0.015493338488276939,,,,,,,,
GRN,-0.006409722219600711,-0.03501651169697807,0.07443166271536818,-0.023139359763340816,0.03415897222569786,-0.029468669437842217,0.014722082845879192,0.002757554916413177,-0.025827043593877257,-0.049106407513796795,0.040028428564694234
CALM1,-0.0008082086856282476,-0.04315539690245229,-0.08678284922266408,0.008586821247123934,-0.013278816451128907,-0.03087518895172177,-0.02789404527682509,0.031064657518420618,0.016811845138341306,0.01030113738081265,0.03295484641964492
ANGPTL4,-0.02664228763062159,0.004166735970791611,0.008628145051577609,-0.02508007505627576,-0.004652313577043012,0.009706170090175154,-0.07173390504981615,-0.006435484383413087,-0.060002277055026046,-0.009997454613080402,-0.0168096353296393
BMP8B,-0.02000991658839545,0.021245293993029084,-0.0323952749249515,0.007645840316983056,0.006231854693212109,0.10844919415839996,-0.02955498935817979,0.019677501480118962,0.0012638125651956102,0.01005711226853161,0.06200548476289893
TNFSF4,0.00737294071293298,0.06378536282657656,-0.023726826664668667,0.01208452214735258,0.06059217711775522,-0.07561736862124054,0.14127969740545898,0.027392194776754655,0.00032045482713778564,-0.031196342475783193,0.12173992342464733
RBP4,0.019706624790385163,0.014776025616343296,-0.059132357518321785,0.08011697470436,-0.018220328575520386,0.023299438039603305,,0.07420700194445376,0.02539332002942458,0.0513340072294621,-0.02398300044098666
DKK3,0.036403720122991555,-0.014880467774414298,-0.04587368470948938,0.006729833059099467,0.028550571164101365,0.0077559119080258775,-0.004754357439383687,0.05604372352863744,0.04762282396958156,0.0009381033233747638,0.05274954258329678
COL11A1,0.01920120809840282,0.06426221208640966,-0.027175678820300243,-0.07899307579886185,-0.0030669802527135775,-0.07746144368326903,,0.027197916953075756,0.01757037773455761,0.04264294333936189,-0.062363766557433246
COL5A1,0.011114705565373416,-0.00496985707412954,0.0676691279033311,-0.051932843083121315,0.02697163104652711,0.023755981343557518,0.029686580949041436,0.0005627793365289059,-0.0167622985906482,0.03168552473970991,-0.0032127040453854426
KISS1,-0.005938692722113649,,,,-0.016140237591439368,0.010683313458945338,,0.05293051860355346,-0.004560552339525769,0.051685496075041554,
MEGF10,-0.007293637122357974,-0.017286906639370266,0.01833634068289988,-0.024326756843830673,0.01042352031404394,0.028261553214764295,-0.07644328062873013,0.03140391662665559,0.022772490244915337,-0.022858682285805714,0.06105299309406473
CEACAM1,0.07286799645864586,-0.016207974107219532,0.09319231490854452,,,-0.02175958471448479,-0.03236427428237567,-0.019823706416046027,-0.021930871553749082,-0.0165275523045265,0.07727615073333491
EFEMP2,0.05079251395872165,0.013427784422857674,0.12515029747732911,-0.09112979625858722,0.020567105886736072,-0.0005360799156031421,-0.06327525757317486,-0.03220204281683526,-0.029135623655526605,0.047113800370351934,-0.010655119062562526
IGF1,0.010311640209018313,0.039529268804493194,0.00650643337368266,0.025177728667053697,0.04644187853375569,-0.03671407704362178,0.12762668463130747,-0.011820093608401054,0.06835907464976003,-0.01823662372019962,0.05429240809513582
COL6A3,-9.551479583855195e-05,-0.011761130282465856,0.10128806642022177,-0.02743771448028384,0.00785104208051514,-0.037566801886398854,0.00911027279506632,0.030407204515625307,0.04186668919166443,-0.07061202807341144,-0.010695749632750575
RLN2,-0.016579044736784367,-0.0033424826611370842,-0.01719614046316102,,-0.013752909233478038,0.03415573283446477,,-0.015284224134068755,,-0.01716078717313666,0.058705624171186514
WIF1,,0.05597805644308334,-0.019744167352293354,,-0.04277267405407445,,,,,-0.019129452094262592,
IL13,,,0.03659348385725797,,0.12292804434312263,0.10417957832674912,,,,,
PLAU,0.015653868088151515,-0.03541798158251197,0.046832786018262816,0.049557154656039236,0.04053792945901977,-0.04982738239809089,-0.03163736286664578,0.03935139009625147,-0.006475882688139345,-0.03818342888300776,0.004733246673747342
CXCL12,0.0362266641374991,0.015626905652176438,-0.006378700355332624,-0.017555820364228987,0.029810368854970824,-0.023156444676701263,0.045425482159369535,-0.0038301762906498347,0.026434331976003696,0.0335484269987572,0.01297709369410786
