,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.08380718336073473,,,,,,,,,,,,-0.030127670035614004,,0.05223503273351817,,
BMP1,-0.008214609858213522,0.05440784290035341,0.0611870855452643,0.01711624351136562,-0.019111430584574405,0.022327302019532376,0.09053675778609566,0.05790787486221187,-0.004845324527206258,-0.048520189952678074,-0.059414191071210064,0.07109004382241077,0.0008660162495757897,0.06371234366080354,0.012335346553444647,0.007522498958791467,0.11049078552467742,0.036727376092580095,-0.018619345162255652,-0.04255321396833606,0.018163453705727032,0.00778014343543372,0.053287485471631285,-0.05597167364860798
NDP,0.008424981094843633,0.12495180278240854,0.00850639390903368,-0.013260112487058993,-0.01042239949616758,0.05914911729511769,0.03523142883167915,0.015133720990282222,-0.04201931694443349,-0.02196697692449954,-0.04593628933463801,0.08312485458652923,0.008533909215683606,0.07656291135300648,0.0690058548174446,0.01333083419662832,0.10066653614172004,0.024645368223835517,0.08880569449221598,0.10407785720959567,-0.004622180630952408,0.1864927257594007,0.015350472595314878,-0.0469293361773582
TNFSF18,0.12293137576571603,-0.03701519806848912,-0.018735496372167128,-0.024337350172814614,,,-0.022505106526628214,0.027305721506119103,-0.0069063384864238965,,,,,-0.03003664629261234,,-0.10686333267862641,,,,0.12278005200879029,,0.020727570293440797,-0.04688612665340141,
IL36G,,,,,,,,,,,,,0.01435557225338915,,,,,,,,,,,
RTN4,0.035494137086186796,-0.0501665049567932,0.025436728736667923,0.01901428611279292,-0.005413954182862109,-0.06411872318244363,0.041400066398037096,-0.0552373527629264,0.00494902681567119,-0.02703096227560361,-0.07150516974143985,-0.02757931013240018,0.017346865653030216,-0.11124731826576492,-0.05488038931191176,0.0013462374140845717,-0.03937859356170143,-0.01772247425026333,-0.07057389289582243,-0.018178033287278583,0.025131751004784663,-0.014238694063126387,-0.1788476666411929,-0.003922756692296755
HEBP1,-0.03558374488215231,0.0416924361563649,-0.05511414899000255,0.02033858460773867,-0.017575843199856694,0.016922591830473174,-0.010868677818753676,0.012127154155855933,-0.021104389459142982,0.020658430332156082,0.029645787675357048,-0.018255405502119355,-0.00164349305420144,0.04775473282210882,0.018880558964290965,-0.02530650268483006,0.015387434310479299,0.03628161729248871,0.06735326264103124,0.0548605862113533,0.04882997725827083,0.09024137489472021,0.04884318848126963,0.035044592315667124
WNT7B,-0.022933607805372985,-0.026315236230975536,-0.026254555147050582,-0.020145198987569796,-0.04716296288947917,-0.042247386226166674,0.0801351033235598,-0.027753546486172235,-0.00746042549991504,0.008824572766621889,,0.03923133049889913,0.02570035707517633,0.013719438746532092,0.012167713167035944,,-0.055910048635139216,-0.03723920689525962,-0.008866055483287033,-0.022904219805889487,0.07548733303848995,-0.056652933289874585,-0.032644214623900485,0.07380701394794371
PTMA,0.0042637343728388725,-0.042546152791738255,0.04502029720640294,0.02814963251944674,0.007308232816766957,0.01531970459251588,0.001633474183158667,-0.03654771043507134,-0.03420627823626274,0.0015476958030864244,0.009249900611106887,0.07186879015273481,-0.03633954713407962,0.04637539977462542,-0.04486402975561116,-0.10514517620936387,-0.07938757972320748,-0.02767886658362916,-0.010828463540410048,-0.08200527461360509,-0.028640116813411633,-0.11256134084361935,-0.04123355276068168,-0.013832078721481969
FASLG,0.01783725555783513,,,,,,,,,,,,,,,,,,,,,0.012135609105763306,,
CEACAM1,0.02811479409099217,,0.05966867027655497,0.02866811853846625,-0.021278927208581624,-0.012514876064019303,,0.03468090938548218,-0.031901630318999286,,,,,,0.08260468822400996,-0.015226176352858858,-0.02783040886707544,0.02912897703858942,-0.03431904727069449,-0.00024721743233592616,-0.027867143520220242,0.012651590102412786,,
PDAP1,0.017238386294677964,-0.013157058545707697,-0.00581352016336456,0.017426028264656765,0.010699306345225054,-0.02070831410935984,0.024453585147073638,0.022142090698723825,-0.007836672885825588,-0.02405314232401409,0.06668234572255735,0.0759519770214951,-0.0059128537305850526,-0.05372925489216892,-0.025800427535170763,0.044890642111006684,0.10396382649255148,0.03865545072994332,0.0062478560879305695,-0.010887640966753109,-0.03642890141148213,0.06404558329245066,-0.03862869396944174,-0.03560118352811868
