,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF15,-0.032335857595895745,,0.04202939300272556,-0.018417551756881218,-0.021043569934675408,,,,,,-0.026825168371086554,0.09588852478769262,,,0.0489917135057862,0.011787441392890225,
HMGB1,0.0960382757795996,-0.02353505717227558,0.07675590705637161,0.04502196946884546,-0.04724400318949096,0.20365866439575026,0.01697923702583592,0.0066373987322234,0.03452614198903841,-0.012593221105621208,0.025421327940539303,-0.029109793067507307,0.11171445493624445,0.008903416732926628,0.04762496196112777,0.07494655350550149,0.12093702682708447
ITGB3BP,-0.026396215856579995,0.041504998540965045,-0.02959796004769377,0.008369025057155897,-0.011665403848117423,0.14146706874269718,0.005136899306056702,0.0033679209332762687,0.02322401688658365,-0.035719510819943845,0.043843615995825945,0.11518455413612554,-0.006379734804749973,-0.028474693698718804,0.03734504317852289,-0.013915891718686405,0.004729063825946314
AANAT,0.004513959042654201,,0.042474386357554184,-0.016595315608545713,,-0.013737497710987557,-0.0073080711501319045,-0.03190209623645751,-0.015918911277120473,-0.020192913739293723,,0.016519883762970596,-0.023642962591983344,,-0.017258321304279626,0.0018615174775561507,
RELN,0.06410417251286153,-0.014426446954091846,0.005838255800371883,-0.0034353595785962185,0.028892281738383638,-0.04354122251658615,0.031298292634945546,-0.012618999251071216,0.11795482652575744,-0.007422274683006039,-0.06459723037283416,,0.008002631887236513,0.0032354552163138257,,0.06726548451121644,0.09316590023075161
IL15,0.03580406434859174,-0.00636670868219977,0.025895041800577376,0.005517094402825933,0.05595393309755158,0.04124261936281813,0.000920672756327681,-0.002379069200578348,0.06734941981169558,-0.018727994191904018,0.08449954544515749,0.03410396704963964,-0.06976015910668848,0.07024314250673845,0.02826945872862354,0.04340363773198538,
UTS2,,,,,,0.054836510194621504,,,,,,,,,,,
BSG,-0.09316691768164273,-0.03235601111069389,0.01765034575715473,0.014418749462865314,-0.02013174599786246,-0.05229596350419004,-0.15077930153852107,0.031969092270610074,0.01518808882990496,-0.029006182142672424,-0.03825890875845797,0.14377929694176855,-0.16989899149765242,0.026198809122746188,-0.018168464664536525,-0.028737657443689942,-0.04623445882433663
ADAMTS3,-0.04587138135653646,0.007149912192017667,0.0337808957118816,-0.0031483437709045273,-0.005331375646467555,0.13262793838880604,-0.012596087302720297,0.051622755612119535,-0.010577465917280976,0.06203412082397328,,0.04493983518422734,-0.08190089842919458,-0.0632008909125106,0.06704187354524697,0.04132463643181704,
CD34,0.014658193132642876,0.017405946458140132,0.04362591504665791,0.0015218887687765785,-0.002643022587271067,0.11052147617767395,-0.019848343523741294,-0.017566518506915173,-0.0052590554656880145,0.020859377856101678,0.016938665931613774,0.05879498236676232,-0.043067236293547875,0.019583067696615154,-0.018079555841363663,-0.05090749176801694,-0.029368598388044214
CCL23,,,,,,0.051759594117058,,,,,,,,,,,
PLAT,0.07488882340596664,0.06052483520431039,0.07103703051739597,-0.016471662162266757,-0.030411451226353498,0.18899025584328905,-0.15561340123384992,-0.037375750099319,-0.09844562302816717,-0.019990216985557276,-0.05957574909136813,0.15733802489954793,-0.1472636549302689,0.07295607182379349,-0.03951318479622352,-0.004543642855420979,0.013257120549147676
NTF3,,,,,,,,-0.029142231783140154,,,,,,,,,
LTA,,-0.02805997047735013,0.05703456788265658,,,,-0.0036895917738219938,,,-0.018727996503696363,,,,,-0.023227099584118213,,
CKLF,-0.04057218504159977,0.05072100188071076,0.02288669288912307,0.07541139624864725,-0.03220211806551344,0.21478889355616965,0.07735442339404301,0.00536484262160546,-0.011305738147337464,0.0005297673139137886,-0.030513307749198016,0.1704560413809162,0.010627000485420278,0.0542615443269055,0.04434329942931474,-0.024699897490843028,0.03092027675311683
CD24,-0.026213109403327575,-0.02168851197331173,-0.03309412150223585,-0.008622348400021277,-0.03622725794913402,-0.027075732465443595,0.1781944515896285,0.19025548802844344,-0.029251018636199916,-0.009855547321739823,0.10582326467619745,0.11843345781551665,-0.044490173347923066,0.06881017012045146,-0.005805356180117663,0.0005177381811786732,-0.11986323238574167
HSP90AA1,0.003808381667322436,-0.05236484931408017,0.062320019152441314,-0.04277804813200591,-0.028440942282908926,-0.15970438150111468,0.10523048560808662,-0.003405976542943663,0.005676779722617109,0.07400016065621878,0.23411239509903614,-0.12450471724292632,0.05479865418542417,0.09537724477615442,-0.02706694292873835,0.05594309840702051,-0.04021127377321465
BMP4,-0.011901480964118753,-0.0059044642391540055,0.002864559121327227,0.026871278515679616,0.02413284819616007,-0.02494617382233932,0.01367550289917197,0.06173051435327348,-0.08704098523228829,0.005656605728701972,0.05855495242733114,0.14393215955007727,-0.01462803044846628,,0.09153828994501896,-0.08735916872345843,
SCGB3A1,,,,-0.019762972204665035,-0.0035496348082024263,,,-0.01531273056496831,0.0011461141944481164,0.03893574442982807,-0.003237595221672077,,,,0.04106301035386209,0.07096988925766669,
IGFBP4,-0.013610595055388326,-0.009335579289478892,-0.05746222530290984,0.015023432433398399,0.08179625199591761,0.13404887054153405,-0.04923344810993534,-0.02567190386383425,-0.01965544685662555,-0.0386249933112077,0.044619988513918546,-0.01616192233737208,-0.18949449414836603,0.02030187359246738,-0.050927695279947775,-0.048731647564986984,-0.0007595417672771647
RSPO4,-0.031930137637537256,-0.022694228223635766,0.009916634808681182,-0.02280968249735104,,,-0.032368181127612784,-0.030397066886079935,,-0.025978679533370155,0.006267951016449963,,,,0.05547631505562667,-0.017983667945374513,
LEFTY2,0.004142966598936553,0.01806416637374839,-0.03408694597128332,0.054410389179756845,-0.01461756940510561,0.16784639529044523,-0.02170361238376753,0.055378883584188895,0.028163650344490806,0.036846614600890316,,0.023132762062061572,-0.180273076828427,0.023887520557137873,-0.017259845709106415,-0.020638836847117408,
PF4,,0.02778146620563283,-0.04490843380659878,,,,,,,,,,,,-0.023227094209195085,-0.03877817221035583,
ANGPTL2,0.06358077549095871,-0.040768969689400754,0.037030225342310825,-0.00885070365452807,0.0047102879104532185,0.17650781522437317,0.0758330590760067,0.09601888984462763,0.028010415079369223,-0.11326154145020177,-0.044681354969530525,0.09561591572746796,0.048533012750666356,-0.004497711497455789,-0.048452917851143903,-0.09809524065864175,0.20723667968626192
LRIG2,0.01915870306607545,-0.006613260103792584,0.045587707216390334,0.049920276675004135,-0.03535513471285892,0.12610584690678447,-0.059017223544560356,0.03443974056565802,0.03254301104479902,0.04629640265245266,-0.02866015627832658,0.21131247115350751,0.02608303759813977,0.012353144345421257,0.047402195341390355,0.00572405640793366,0.12302850388500632
ICOSLG,0.009535113959007012,0.013051014712187167,0.024064842623165272,0.006505801860765966,-0.04127407052028239,0.04965623562981055,-0.005480150486219434,-0.01267363570048298,0.04673624906398528,-0.00035269621229403326,-0.08284913076602943,0.14267802594287332,0.019748949095247593,0.030713173662163328,0.028174917458064913,-0.05737681788548675,0.0657904869846925
WIF1,0.06056578128355784,,,-0.029034881894622087,-0.030500337985859265,-0.12563575815288452,0.043899594808163606,-0.03093708305616349,-0.05276080283766466,0.05599489497200788,,,,0.06249045955163199,,-0.054755528328057815,0.10023684338900839
NPPC,0.054797217537664256,,0.0022125376836161833,-0.039789733622033543,-0.029301742413864008,0.02143033090655726,-0.024716379956289482,0.015250821482503013,0.02202754009697613,-0.009300565448284824,-0.059679157306253665,0.03178329606218286,-0.02832721904589681,0.02496236716264257,,0.1081613094404211,-0.030274367904777923
LYZ,-0.057093225974962095,-0.000739725266847302,-0.046603212726287556,0.012938512279761165,0.048255497418805096,0.12451879480582508,0.0183639882100328,0.05345227072077132,-0.057469283452303226,-0.000853601337852092,-0.05719973692946261,-0.0385016145183552,-0.0321524996463962,0.008902234332385775,-0.021623834005203752,-0.031893338637518566,0.02154206957476177
EREG,,,,0.07539357947138689,,,,,-0.04457063716155891,,,,,,-0.03507829249715748,-0.03296380368364844,
SPTAN1,0.1323248000088198,0.0188488534050443,0.05762245982856604,0.03893477768992891,-0.021999608025925144,-0.10370139744204264,0.09828640266898932,0.05865199331405613,-0.03292203793735248,0.06991938174166999,0.061486149016127985,0.14894358996839566,0.014092945167794552,-0.030387114392055298,0.12828789380380257,0.17219615200651703,0.006904712508805882
LIPC,-0.011271518014644901,-0.012555554118318234,0.028092053037175106,-0.022083526916398297,0.0061042036244733,0.04907603652059568,0.06622822238549418,,0.021238455394386475,0.017780992018540373,0.02283070663811261,-0.030891986509523496,-0.02886771925362954,,-0.029367838482695675,0.17241041950383856,
COL8A1,-0.027002799720924328,0.0017048210771557324,0.04423992410057771,-0.00467389593840422,-0.014777450231538371,0.06612749532288652,-0.06570596077535863,0.07162376807778403,-0.08144662576275824,-0.031039359952729738,0.04766327300634675,0.054577599833845046,-0.06572595889223491,-0.07181277312079674,-0.10727637790054531,-0.01979117985549111,
GSTM2,-0.005107306862518375,0.016611893393701498,0.0013619599191809846,0.09726318031608008,-0.019508471589355765,-0.011577281280757844,-0.01928660478967745,-0.029437335566758163,0.046477366753520044,-0.02236720939632696,0.019940805594734483,0.11902316745339053,0.04913198046885463,0.12673800726417875,0.08421222628015934,-0.04940189386103293,
SPX,0.004971170112314862,-0.05007912506584261,0.010486055039331768,-0.02485903119310674,-0.019364405393242797,-0.013548008056783335,0.12111834826958504,0.03705005555067981,0.11266778286017089,0.04652180696916811,,0.0656754577107577,0.057114585083128215,0.0975225297464495,0.24157410517266842,0.2781805562255744,0.13906869098249894
MFGE8,-0.10230245874986829,0.027129428915841386,-0.07743984843352286,0.05879978571162839,0.030646497310920544,0.10012250692189016,-0.06055461377760538,0.025307403937190488,-0.0763379989074931,-0.02283291704236284,0.03693559052886985,0.04775466183476313,-0.12344061167085607,-0.0640875645823793,0.010681185543274116,-0.12182370409929162,0.041544757787626466
TGFA,-0.11757993196894621,0.010571796178740274,0.0022122598393345475,0.037004256009467745,0.00827128885494373,0.03396020326115418,-0.14624358333944518,0.01628018589271202,-0.0046919119563879775,-0.04043920228602172,-0.05754898098186967,0.047432268819334565,0.03781535838317709,0.019158902406109707,-0.005768142473279393,-0.07523249530216712,0.06298604518212723
SLIT2,0.10013477876712053,0.0030849036084179366,0.01756760228208516,-0.02040548709560988,0.006775628060068935,-0.07599276219765443,-0.012367821495272983,0.04376236565986824,-0.022228053619736298,0.15800094377076462,-0.0017973834185425388,0.0687810452599179,0.11334871694294606,0.05235249639716235,-0.05434594957483727,-0.09282394193237226,-0.05408658228678909
PLTP,0.0010507276474477135,-0.028669641322053966,-0.04297868977538881,0.0753244867645591,-0.022246523871798107,0.12888655543991087,0.11495264206027771,0.14407757559827833,-0.07566882433965408,-0.04640153958852293,0.1887942395355634,0.049950064243605354,-0.19707593749049906,-0.017450151443045778,0.10470484385767664,0.056739930545558113,0.0314755618292704
APOD,0.0949891933484538,0.048069247331255706,0.06962015564553121,0.043742186610574135,0.0663826795368172,0.12157078449315945,0.13919664580113625,0.009647622677698064,0.1261606262178454,0.010214143423492344,0.06992490931802098,-0.1632541436820893,0.1675858389404242,0.1025362758926804,-0.08106657058378162,-0.003809706887894438,0.1463883295985073
B2M,0.1012749930529881,0.008471758976656727,-0.012380056234924424,0.024521422532976078,0.03892756208882001,0.18878861254647697,0.125814480950037,0.1176237701036064,-0.06140890132251024,-0.07533545114989408,-0.1794179654330687,-0.05822052550598204,-0.19874096345135514,-0.0010862591034573404,-0.1353428045174146,-0.17745540992624237,-0.018186015510662346
OMG,0.0997920743101957,-0.06509623187195392,0.0006052664459200168,0.019479119040930932,0.01764996506385019,-0.007204866989850512,0.12836334790617052,-0.04771475777369365,0.07387912845630937,0.0019339574583882458,0.101069601848381,-0.08525232152872413,0.12519093589932306,0.05342621881365179,0.1744886457706757,0.19881861569751733,0.10947130702880313
CXCL3,-0.04579827965021063,0.015982511148168854,-0.018426313391976677,-0.010392447799974208,,0.020988986874305456,-0.11200129362925441,0.019406041284821925,-0.0508758519798759,-0.01348754886792611,,,-0.016376971557248047,0.03028016770441041,-0.03937121461571067,-0.11538787099874831,
CXCL10,0.07272162379608821,0.024799912413433614,0.0006943786906496597,-0.009014927611023696,-0.019832007599740797,0.18600477140579869,0.06521201859391641,0.012594889908191614,0.017912984690418937,-0.021433347384102287,-0.09213439899390684,0.06525928767469412,-0.03465625785607322,,0.09328388987929921,0.032054220551157205,
RSPO3,,,-0.02654792756577427,-0.022083513300820652,-0.06392016020340884,0.002228531194602842,0.03566360449066021,0.027361207651442836,-0.03762797271067952,0.08138396264652424,,,,-0.024278134111601943,-0.016553053993736307,0.024513799905293943,-0.06949739519983275
CORT,-0.018793079374138984,-7.877080291054555e-05,0.018240486050583406,-0.02680167767427415,-0.038441694840265585,-0.06817389591623635,0.014425743697185814,-0.045497039412652956,0.013428871763087233,0.04188652416374105,,,,-0.09611111468687206,,,0.03819582806081736
NCAN,0.12902992961947624,0.05837586821626875,-0.017959110006778425,-0.02149505164924986,-0.02301628469115744,0.11122015412866747,-0.14503990543794315,-0.04062386767013753,0.018112840036504135,-0.06607605698848647,-0.11012128866117098,0.07306123544504174,-0.11348915942536152,-0.045516241707603426,0.07840859276096822,0.32172827376324215,-0.09758503549255251
PRG4,0.04467306705370982,,-0.010095985789487822,-0.0158117162395025,,-0.02099252081112117,0.03462662247118234,,,-0.016478483118649447,,,,,-0.037497128402610075,-0.01212717435721815,
ZG16B,,0.012445161053612179,0.049441558717784155,,,-0.018564761504265857,0.03370037017945804,,,,,0.008681132948899642,,,0.11827066902061226,-0.03308175797747302,
TGM2,-0.063124364550076,-0.0328338411414972,-0.06493106441127007,0.022367818269667373,0.040735216053368384,0.11124437937431686,-0.03582652369748603,-0.0009525940818942626,-0.03252394910525035,0.12618468919933262,0.10902802590037336,0.017965613518454448,-0.07213108682894154,-0.03625904077892909,-0.08986016273259907,-0.07117312540461089,0.0003443235431523965
VEGFC,-0.03505634138801344,0.05457496836460521,-0.011286612727129318,0.005049668912721159,0.04383708553009971,0.07068321285290881,0.030558977651280714,0.04151714208812625,-0.04800318340425222,-0.01681694885266672,0.02912447769432575,0.1025261295538429,-0.03341876360200827,,-0.0294171072231831,0.011554623026436029,
WNT6,0.007330116190525247,-0.017108029512125433,0.020392798644338603,-0.02178702271221344,-0.023662323678748234,0.04685261674253433,0.006603664276303215,,,-0.014676983754379069,,0.017641935353336257,,,-0.02492689332280251,-0.034183381234315746,
NRG4,0.05545303990450837,,0.01741535374119915,-0.022521722044924305,-0.028967058436927734,-0.013475551293179133,-0.017647705526267196,0.04081472275691011,-0.009857874989120004,0.05112293097985589,-0.0831649839473524,,0.0307224951847046,,-0.016553055848938732,0.04688091314060026,
PMCH,,,-0.04952880067660668,,,,0.015508453600728028,,,,,,,,0.024487115903843282,-0.025317770189294167,
COL9A1,0.034939744850195846,-0.006201384745220457,-0.020613902874496652,-0.025458098749197355,-0.008517060199904981,0.06884679043834363,0.05243782158289991,0.009994822372424146,0.0014326886722833526,-0.022355307005943334,0.012500129192912846,0.10524428403960298,-0.06634268862322969,,0.012094116675034645,0.02375210886072384,0.029806661244583837
GDF11,0.0020384953192958397,-0.015002934182807768,0.06360269815204875,0.03224924851336573,0.03923004511707653,0.14843429188541615,-0.04317904887715028,0.0005918213994961652,-0.05237286124869298,-0.0688084740507657,-0.018715652226015594,0.024927720383898525,-0.02160566520049641,0.11083778926992577,0.053796359009048444,-0.0007289236246074818,0.0019915078895490846
RAET1E,,,,,,,,,,,,,,,0.07137518913964573,,
IL24,,,,,,,,,,,,,,,,-0.057470826598087145,
SORBS1,0.15862647257781207,0.02385105024002418,0.10425492719932937,-0.0029670103448868547,0.06013187175138389,0.01141596360222569,0.09509415347837204,0.04615644268077533,0.05881026067274778,-0.06570751111632106,0.03685971908967045,0.15096930055698216,-0.01629056843265525,-0.03973023473667868,0.07278018583310646,0.07227580376482122,-0.07414243013028245
DLL1,0.044239858153516845,-0.03223881121429625,0.007822164077913363,0.01697776729087008,-0.01728800668157673,0.1671174587627154,0.07060836412601904,0.008687305141415998,-0.011007612410233859,-0.0071192168043946276,-0.09600354050209639,0.017735010263969647,0.020861338705617974,-0.08830852618679019,0.12179873164931787,-0.00177487051602211,-0.018880228419291628
TLN1,0.012473353417556649,-0.01809048237564535,-0.014799808489681548,0.07170225966187392,-0.0027260095269644484,0.1614719425051322,-0.01531273518831893,0.02736846194095344,-0.015236566056925086,0.00958207710732217,0.02075985158556642,0.031005196454076372,-0.04343176959847418,0.023202739542110346,-0.07122942879592539,-0.12506713555147686,0.051181471735981324
COL2A1,0.0014534055166094976,,,0.11397095711973945,0.0038829391086765423,0.006189375093291234,,,,-0.013692631135410829,,,,,-0.02409028833865294,-0.04631455347105721,
SHH,,,-0.007057040961413342,-0.01530948594848355,0.06321188067727647,0.028084938998575625,-0.035019521979961145,0.059116822663651515,,0.08975580085509906,,,-0.04281390024942578,,-0.05766810469204238,-0.05216925779567284,
PON2,0.09993795437939283,-0.0019010621473963328,0.006982145986241744,0.05861692456865599,0.03489220919806787,0.18657700275099412,-0.08346347062432301,0.08141813753799577,0.06545280744540054,-0.0446335099806556,0.0980866703447875,0.029881048629737932,-0.06594012142126934,0.010590622261541302,0.16975117720770574,0.22342975206575205,-0.015836952169097303
ICAM5,0.1383730920625054,-0.027773481815026833,0.005098215300360017,-0.03745215658519974,-0.003966270956891375,-0.0778429767561379,0.00032858866125135195,-0.052344655930321685,-0.02840102548539095,0.0014622006758022018,,,,0.024666114936456415,-0.02330834450326744,0.02141077838861988,0.005819417004684868
HPX,0.005192909268326409,,0.017868970761899836,-0.04006379043253689,-0.02366232527493897,0.009070814951267147,-0.0018201923122622668,0.01977745878386435,,-0.03321662189467099,-0.10115486029194741,0.058048358705785105,0.006306256365205386,,0.04622823375894021,-0.04347378451850977,
