,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.018973580162428266,,,,,,,,,,,-0.024374728773715954,,,0.09251625151094098,,
BMP1,0.05377672114709962,0.04089559935491625,0.00321304269638275,0.022758291590485907,0.04449926730832646,0.011636964619208635,-0.06195523976693267,0.04131551694412892,-0.07763505171699564,-0.028777076157561178,0.06364937802072028,-0.012138879098265809,-0.055122823957359283,-0.1066486891584416,0.0019067921701451207,-0.04120092637271246,0.012408207692288498,-0.06167248986391862,-0.0019314283803327033,-0.02285386404517377,-0.06056758623041049,0.09997395205356545,0.19869002757845367,0.04873503839824223,-0.02024913187199313
NDP,0.07804458826898936,-0.0115795209304042,0.047064763387571595,0.04982836619864178,0.055521569696803046,-0.0025169299859224385,0.01549766482543645,0.05298969928662804,0.058710585718812755,0.020490991001376736,-0.011524439201740339,-0.07026769430866582,0.012548692948445666,-0.0031614839686326945,0.05616262965205741,-0.06461384903407284,-0.0448561663009005,0.07457382100426878,0.07828881767088997,-0.010258546541590467,0.016329579016095074,0.02505042226943287,-0.005724981670799156,-0.0075875841906624915,-0.03541890594866291
TNFSF18,0.01997132962617054,-0.03528333999755552,0.08559625483301717,-0.022560185502998556,,,,0.0028001826421911757,0.026115963278211488,-0.018708197662671636,,,,,,0.045845816637236754,,,,-0.005066040120581603,,0.014285961981011827,0.08573400281226723,-0.04984249609512081,
IL36G,,,,,,,,,,,,,,-0.03222833221448061,,,,,,,,,,,
RTN4,0.03957908605363452,0.19363248968203545,0.03774575959414394,-0.07768402308055025,0.027782994576521874,-0.022049266228999453,0.1179983360830269,0.02822146780531708,0.1102477187950328,0.07440669094276332,0.07158832029902605,0.16864273337458183,0.018105506087538706,0.16671227102501002,-0.1005069323865997,-0.026836285374768263,0.008191491118150387,0.048054769256461946,-0.012908652294975925,-0.005914533528272018,0.18155326466438187,-0.02785628364803975,-0.03111205252618723,0.051797129874506256,-0.020601191333623748
HEBP1,-0.0012345068223535204,-0.01915400374727946,0.014891674673566913,-0.016060938435563665,-0.0008859490252524667,-0.03213695609218415,0.057441590793204426,-0.005482836238635059,-0.018318690603461255,-0.017160437021554877,-0.06178606435245489,-0.04388115943123919,-0.02032126941876292,0.03710596458692707,-0.0052513275795192755,-0.004550301405041473,-0.0585384301728517,0.04476812167695521,0.07770803184818145,-0.034142255340037835,0.07063980719211632,0.1291807095659272,0.025091579856201824,-0.015247434832495441,0.006748882805225491
WNT7B,0.10326938953288343,0.13932372384954975,0.023346730987577582,0.01049911781071441,-0.023111260090784052,0.007045029460860537,0.03311313298644081,0.04355979414666108,0.027345046820818106,0.010190235186169867,0.09323390261876703,,0.011736759939446348,0.024659809333746775,-0.05640679697212036,,0.004298533375930945,0.026697064947059954,0.054762611592410776,0.012186960811764564,0.06541210260127417,0.0409567283285698,0.003575161863112074,0.022540950109029595,0.1021955499461478
PTMA,7.029335862491316e-05,0.010672211364212942,0.12434639859692996,0.22934783008982654,0.15512818337260673,-0.03038437728574317,-0.10014517136355652,-0.017855879539863544,0.011458431651381596,0.07602475521683093,-0.01068837451964762,-0.21496533767318815,-0.08765004196179052,-0.18833350588484668,0.08930080344551428,0.07616979247689122,-0.003220275936239551,-0.023126701366022684,-0.0028966789666642154,0.03155488002752158,-0.0034565596213723265,-0.00964038479963643,0.18596173690682344,-0.0468820692304565,-0.06513143637729847
FASLG,-0.01930309009154271,,,,,,,,,,,,,,,,,,,,,,0.07253296573190182,,
CEACAM1,0.21721719125449276,,-0.01286827820514118,-0.032818662581424705,,-0.01046676540180723,-0.002275380884553624,,-0.037076954432129446,0.08369433016281451,,,,,-0.042475732624396995,-0.030603842339149787,-0.03166894422071768,0.06367717457702249,0.0029139699654168053,0.018245165331634797,0.005586266380155576,,0.04254771933899626,,
PDAP1,-0.044432984441971926,-0.11799127622622556,-0.02577282168282358,0.09381913265796238,-0.022773213011697217,0.010134266980148826,-0.05339547796785501,0.026632371503468543,0.0014860564676224194,-0.01100291149733346,-0.04923855877178505,-0.04571952894984548,0.040573199754250173,-0.061893417712583186,0.15057979215032363,-0.004046048203039903,0.03703526175619212,-0.04520574057219523,-0.03761751563265544,-0.011390309640525292,0.07950995828007569,0.024191072932097237,-0.040961517905749936,0.008701716012306569,0.034328703807519775
QDPR,-0.08278050176690095,0.1304716425171422,-0.04839540617196667,-0.08291290311483247,0.12439224188076478,-0.060320193944021445,0.10087765282572088,-0.02404629272121875,0.059644339578623036,0.030612682579897226,-0.03306790073733852,-0.22814472068091599,0.011649513436348083,0.05204484529418592,0.013436526009563536,0.02658396395233455,0.014370720410424365,0.08472869995156283,0.059304236334647896,-0.026510201242323093,0.002604976335905269,0.00035556613815218775,0.03832567525275971,-0.0025210908962193853,-0.024377665756341708
POMC,-0.02544827293330851,0.0653737857550877,0.02609448549193546,0.019781149776958107,,-0.028000726424712314,0.04589144131690491,0.04922107762232627,0.024757662527728368,0.03038559848128126,0.0007191527857401918,-0.028928217874254824,0.046391112735732556,-0.018385215588542708,-0.05978533935518888,0.16514189465124438,0.13076057850253037,0.05137569942155953,0.07908411276407862,-0.0036728673490090623,-0.02011877180302929,,0.0543170540558688,0.15587858335860785,-0.024068997979853277
CCL18,,0.005638810491613713,-0.056115626573665534,,,,,,,,,-0.07413640802467446,-0.004653170721565761,,-0.03642072009958564,,0.20129772973426463,0.02587546985402804,-0.05882103761039988,,-0.09950946667355083,,,,
CCL17,,,,,,0.06357442001770815,,,,-0.02333276485955715,0.08083515884759457,,,0.05122467871641759,,,,-0.07385895962124754,-0.05517200382677102,-0.032136671881471325,,,0.06873004516313229,,
VEGFD,,-0.05331339802339778,0.05311223045851345,0.03478699480979452,,0.05066207165226709,-0.0196733230588201,,-0.03178583631663914,-0.024859087445454082,0.003706725550610733,-0.023404776924250827,0.02580022270230877,0.021550542896792747,0.17689422828074303,-0.04160525301274267,,,-0.00922583879227704,-0.03389426987306743,,,,,
TNFSF13,,,-0.014871566558447822,,,-0.01801206460717877,,0.007173248389334756,,,,,,,,,,0.05634739423653076,0.08546960695819067,-0.005753167983276795,-0.021202765983460527,,0.01684176398136998,-0.01961087906533981,
WNT5A,-0.03614007392584283,-0.04032416651277077,0.014475530752317263,0.061774293894676445,0.028080221320378095,-0.010878645366219332,0.013517657866033579,0.03085658362303566,-0.05173883155636455,0.04365792479937013,-0.04731243295011176,-0.004130129501861926,0.004819849644862255,-0.013476782065032843,0.024952203110760025,0.00467811660766284,0.003979353258159542,0.020237401282983767,0.036376860739365996,0.06129289441753092,0.03224846794918405,-0.017297567846960783,0.13443475211090325,0.05855454956712687,0.12773103592451587
CXCL8,,-0.059227582019475776,-0.020329973055797007,-0.016720313440154188,-0.13611820242476716,0.04175996872622949,-0.06391580224063886,0.0688006890229905,-0.04017663533582356,-0.07582436122685729,-0.02691402274648003,-0.09397946433360185,0.011235707183702037,-0.005830234332046263,0.004460598902914044,0.09061222587825044,0.033173295554895926,-0.1982457181718175,-0.2907422601007244,0.02322404852060891,-0.1458893185018061,-0.001235405457696525,0.03910213745951984,-0.005574703416990186,0.09506392241460641
GRN,-0.06953018587298489,-0.1124331957033005,-0.010432800643946088,0.06933177877146597,0.0048152502402372226,0.007266094677213182,-0.05670669126873568,-0.04620454391173358,-0.04653005926960668,0.021517989440680226,-0.007717727477867764,-0.12395953850649798,0.005040087114170934,0.04926760732023781,-0.06797966764805477,-0.04824135019678486,0.0015340749451805535,-0.011384304143811854,0.013568615517622134,0.01811511091116072,-0.15508142458567423,0.08971789511463146,0.1736799425551431,-0.03792592360343395,0.1196087068715204
MIA,-0.025266079996742245,0.015344840039683495,-0.002003135426902494,0.018891305653033947,0.016816738152034116,-0.04340247209775614,-0.05969565987359212,0.028165701677127845,0.029004696775203297,-0.0327353157254397,-0.013215585580812502,,0.002291514710580403,0.06040769864208499,-0.005337287292154658,0.009057444297265066,-0.03955649203765484,0.23146913620325596,0.23236925205242756,0.06060633509956702,-0.2387093224261064,,-0.01155769270186202,0.01897092469471425,
COL4A4,0.10081435649852559,-0.030968859714145907,-0.012669606590808118,0.07264207863933306,-0.006220639905585724,0.007360578400384366,-0.006556241399354684,0.0865229849227578,-0.01869705493291442,0.034613078829361384,-0.018466627942262556,,,-0.041918967380096164,,0.14063722167054385,-0.028388621668743317,0.0821907990805551,0.0585007815661081,0.003582435005041965,0.0649509680206674,,0.10892010577460437,0.03134404652878413,
