,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.012188934749614647,,,,,,,,,,,,-0.020915613945364536,,0.10902443739782966,
BMP1,0.03724441716607393,0.0669176462834872,0.05781851408634501,0.02939922665715727,-0.03608678100185994,-0.07186070097749882,-0.027213710272397343,-0.16495885493916787,0.06132267138433217,0.006114270147399101,-0.08785515307630982,0.07503930319531327,-0.06841225837337685,0.006652205814183725,0.14397557214446394,0.028626448794020813,0.028468151336240387,0.027600867132971774,0.04679665854876593,0.07876924366758337,0.041016625191740846,0.0962361458529931,0.008865180697129913
NDP,0.025292492841837013,-0.03493202052006405,0.07374113382536461,0.09414421434596665,-0.005328134448019477,0.1372527943161217,0.018615480875393265,0.0032399951504576514,0.01305574639054254,-0.008388636602052961,-0.014115583464412699,0.0072914822770231745,0.013418833646836712,0.14321870621375227,0.03382951984971313,0.002780545320502902,-0.019948250360749122,0.07838054343871548,0.1083240389053965,0.03444821176382685,-0.005306516907613183,0.17552197869048583,0.025257706139249884
TNFSF18,-0.01499219579742456,-0.011597399235236174,0.021845428349861862,,,,0.014406647022830526,-0.03962916298962428,-0.001533761450243408,,,,,-0.0005313652068338354,,-0.057131151213571076,,,,-0.02156990347958807,,0.06409726798157721,-0.021767131283357964
IL36G,,,,,,,,,,,,,-0.026048419763777836,,,,,,,,,,
RTN4,0.0029255965803290577,0.006513471200159773,0.020822722715274675,-0.02291590496303897,0.007238403269246677,0.17571868820817152,0.18247794488725932,0.19715804424724603,-0.00961921033575616,0.09603971114369067,0.06844243398297226,-0.03841833000408525,0.10154137508877366,0.06110705549163459,-0.05536344400404613,-0.014355010527604345,-0.020162767273554254,0.06240352171092799,0.011234567161949373,-0.13117921116722525,0.08549589223444005,-0.005696190436030095,-0.06287488490055007
HEBP1,-0.045215812438973955,-0.040249418950929046,0.027514353068134528,0.05355797873302808,-0.013056527755025268,-0.05129039665438185,-0.09766852865382453,-0.07526071570430272,-0.05970039009430139,-0.052842451808788535,-0.010713668535831588,0.03877396659821419,0.07749494597824975,0.003395746256185281,0.03113799683275738,0.05181342440554597,-0.044406384884790616,0.020263541891012645,0.05699984170424702,0.03246089260374768,0.03273958633151687,0.13005857274778146,0.03694586159545511
WNT7B,0.10738368326624978,-0.019841425838334138,0.020722600056914377,-0.030100985446782524,0.024460631790887314,0.016638236828336962,0.028030677006586572,0.236998000733641,0.07021432973060728,0.002105258682879379,,0.030716266926737186,0.055516602171340176,0.13608885882126076,-0.03272528512074603,,0.09036316470242975,-0.005131064974387293,0.02818058445731213,-0.0451044131356057,-0.027914304300679666,0.01982359522779753,0.01979437998458309
PTMA,-0.1706874438975488,0.0396942038783562,0.007123844081787471,0.049394892523718564,0.002646422999557112,-0.12957733610746075,-0.1716812683279404,0.12021400245026202,0.0015523869676288581,-0.05155728700768337,-0.1474468337145045,0.10616102282440622,-0.09084689340707496,-0.054856827918153106,-0.08878117953976375,-0.1274487412588922,-0.053526244010923874,0.02062950344327214,-0.0031359313737180953,-0.06980854258453875,0.01271576215620277,-0.038012952423931,0.0009424424246276615
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.006001712067850754,
