,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.04407611079346446,,,,,,,,,,,-0.029695617804969023,,,0.03940411800206783,,
BMP1,-0.14197281659944755,-0.11281275726006365,0.011012822812206238,-0.19115411681987307,-0.10848157473861417,-0.033998191674557775,-0.01715619613939908,0.1988642327264821,0.027251220672587412,-0.00896042467776665,0.10792450096823067,-0.12957636767933542,0.06206396142928793,-0.20230304894218554,0.1422526312496847,-0.07969795591287343,0.23328860554295394,0.20820053503260164,-0.021194401497417758,0.11274648836782275,0.02321580499794125,-0.038280443358665775,0.0021913535886215704,-0.014813910188676824
NDP,-0.28334896653984487,-0.11806358678222309,-0.01545386614645471,-0.07950235248138714,-0.16464603970682687,-0.16964240556518767,-0.03550566529160534,-0.02320443484840818,-0.09030066331690122,0.03808635084503759,-0.024960488295566442,-0.04845879263439029,0.02041601149741513,-0.30989891055601626,-0.1511360003676239,0.036026892058065675,0.0011541119164506345,-0.1637393257313414,0.016039764361745538,-0.06580065915698884,0.022509251139954237,-0.06785525266043814,-0.1718314820744723,-0.09675348420188598
TNFSF18,-0.0457465002606999,-0.07703387135897262,0.05529868751018325,,,,0.025792961281733046,0.016367891753571052,-0.026778378605057475,,,,,,0.04946278160162399,,,,0.041299405882888406,,0.020176242583176036,-0.018298257374786173,0.07105381233444483,
IL36G,,,,,,,,,,,,,-0.020194357258811847,,,,,,,,,,,
RTN4,0.13850224523796267,0.06434118979170066,-0.015816859777347734,-0.127454091049842,-0.02515294258774596,-0.058665751322270955,-0.055474638817847824,-0.24407477540719702,-0.08609284355785989,0.01288520713647283,-0.23840775543336012,-0.04119425900216671,-0.14236386517796312,0.16668282261351705,-0.013289385570410475,-0.06329560581645541,-0.0994677510733694,-0.06640639348858622,0.03563549988168402,-0.18931014841296312,-0.029678869996160522,0.01271207238633988,-0.248140471932971,0.006326599044950403
HEBP1,0.10110943407989885,-0.003508654616066184,0.032092105188541206,0.04635251777924129,0.0376418219493563,-0.02173750449849908,-0.0017264202783597027,0.10165782617513389,0.06035102669789623,-0.031242843761451238,0.10389074283626226,0.02231018226556408,0.024092599869827428,0.04808421135782382,-0.009641266345638607,-0.002080406766550142,-0.03691544207224056,-0.08399337296826717,-0.07180928578424157,-0.023895072522757955,-0.07906219415875632,0.07348013917456622,0.0070701098710230625,-0.1077888344060721
WNT7B,-0.10967558718386963,0.0010607264820481357,-0.008161349662997473,0.04345593693637258,0.07642307194350939,-0.10279712030822866,-0.015432080013423015,-0.047464356526246566,0.027990346418681557,-0.010917751829432314,,-0.07688165436116363,0.016433817871501288,0.20445027866487817,,-0.04560668663278477,0.0787116731261902,-0.01373386868875636,-0.04711895050779763,-0.04541784946433449,-0.006545208887026254,0.023508135947833273,0.04013054803123922,-0.06266211709588973
PTMA,0.4215231704277113,-0.2959182387936262,-0.01926553334594925,-0.430180098330332,0.13271739033162783,0.08685974988177687,0.06394207946599922,-0.1208998973382344,0.02797168680032683,0.053033524604679604,0.24553700711958204,-0.026166636434273156,0.05617037707361527,-0.028201632500850688,0.043081506170850145,0.10720389218325174,-0.14349853493825707,0.03424614390371439,-0.04390811305177404,-0.029060613314464877,0.05649700961060681,0.07221246052470771,0.31197470315175885,0.00493951103382174
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.0247298076831331,,
