,UKF266,UKF296,UKF334,ZH916bulk
BMP1,0.018650207707936673,-0.029189889421449174,-0.015705337719576076,-0.03440773356534517
NDP,0.06853151425469532,-0.02422500131604048,0.01486886374666189,0.055926529290674966
TNFSF18,0.08971707539226266,,,-0.024308728173287022
IL36G,,,-0.015082909444278206,
RTN4,0.05191748166383192,-0.00021967080706223954,0.049016356271575356,-0.007047855107202552
HEBP1,-0.031308302226462345,0.008128621911594839,-0.02107128309293737,-0.0006938810709488165
WNT7B,-0.04635386369819504,-0.012031755724295719,0.06391320694720248,0.07604080054649393
PTMA,-0.045960430539937515,-0.022031565498942012,-0.07945633218098123,-0.09848919734777413
PDAP1,-0.04872284442545181,-0.002314369350434483,-0.020848228054862257,-0.019294608734620612
QDPR,0.06761757244014038,0.017045607355192935,-0.011378736515683892,0.030076139010713092
POMC,0.04075600181619186,0.035646930119382275,0.029493774278068482,-0.022388920322047094
CCL17,,-0.014891940749164657,-0.013778665981002079,
VEGFD,,-0.01092341863408892,-0.014767023103101466,
TNFSF13,-0.013544732696180067,,,0.050135450429561905
WNT5A,-0.02142158346699301,0.048027137122746505,0.013730379565460714,-0.06553543106741622
CXCL8,0.05689683777912008,-0.010172362398096185,-0.005440108715311259,-0.10047194965965703
GRN,-0.027214765181713063,0.006182322826474313,0.06349201292431983,-0.0021500999924260254
MIA,-0.02449148896826589,-0.012423088245731927,-0.020224114876338455,0.06660276565147911
COL4A4,-0.012887214748492156,-0.02086980027739547,0.049444880675318326,-0.029555653413092572
TAC1,0.0824531250844334,-0.036618027062074045,0.08138009474067666,0.038660534946978214
RARRES2,-0.03872759332168419,-0.03405538543068797,-0.06601883693488253,-0.073366046071565
FGF7,-0.03693692471444435,-0.035207751976465876,-0.03961839424543703,-0.042216918041830524
HBEGF,-0.06080724251831873,-0.028052386418199227,0.013833645852051608,-0.05173492271695732
CSF3,,,,-0.031089165754314498
PI3,,,,-0.04980488440980285
PCSK1N,0.0275534759076253,0.01792545344688528,0.04457421287784175,0.012356125566136992
NTS,-0.015732361127329533,0.023515616797913242,,
SFRP1,-0.011061212047088993,0.10122486970513972,0.006374749813861679,-0.03878623744428039
CXCL13,,,,-0.025217536545531955
MICA,0.05772337996610473,0.021839970641897268,0.0005323012260421076,-0.034651799268206676
TG,0.0025337532786029286,-0.01077723285011392,0.01109025350818504,0.13950610714087894
ADA,-0.03547596068281848,-0.01750309285422768,0.004947766973986849,0.03463072891398767
LAMC3,0.04174975994068893,-0.04582517649911059,0.07237742863079312,0.006031927087608738
CCL7,,,,-0.05264408708657969
NGF,-0.017328835199422177,,,0.020517060603604868
TNFSF15,-0.021041004985623737,,,-0.01829126378656254
HMGB1,-0.02318623238626416,-0.02506100034593338,0.021747408144210806,0.03772222839737324
ITGB3BP,0.016451626056923782,0.018654675112563798,-0.038252944608699394,0.0046328177031155025
AANAT,,-0.012423088936735814,-0.018482762469877775,-0.01898300631865509
