,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,-0.015859549237511036,,,,,0.08043556613681041,,,
BMP1,-0.028671268389636784,0.0052945895522541215,-0.003988549564548397,-0.04364195479015699,-0.06639035812369422,-0.020251245715198034,-0.04767152428083598,-0.06875083889722122,0.07772862624941018,0.058688183138463884,0.07817166413724615,-0.05725853944561242
NDP,0.0013955041715540647,0.11139727959826864,0.0049357636589916105,-0.06991135581325877,-0.02194647927436608,0.022200451315638248,-0.04087703456227633,0.026660621858231787,-0.06444130083828302,0.04824274564334607,-0.05540373522639752,0.013686619430796963
TNFSF18,-0.0457950793853951,,-0.014130670682667552,0.08884460451601506,-0.01588254145948183,,,,0.09242011750011167,-0.01952153860985132,0.15565684818345116,
IL36G,,,,,,,,-0.011367923481875257,,,,
RTN4,-0.0048165045342999984,0.13022634004694275,0.009529563131941567,0.09734987647349619,0.0712121248499001,-0.006540454916661668,0.043810869313715244,0.09619766006447479,-0.0889948994548863,-0.08933503705407812,-0.1475742702826687,0.002171851268539838
HEBP1,-0.03942542575190197,-0.03014564451890933,-0.04123695896202567,-0.04105192616781437,-0.04431057836117414,0.005418164243661474,0.020064745687026125,0.04493809072444518,0.05346429527322923,0.06913794520571578,0.005891506578229583,-0.0012679746475549542
WNT7B,0.18872409062496426,-0.005224082921298444,-0.044431834644808314,0.10834953490485909,-0.045525826624923646,-0.01586637286847796,,0.014110188026528877,-0.021078017100363212,-0.058776975965702305,-0.0436504307410431,0.0572842303041651
PTMA,0.015018837342871346,-0.10745009037847707,-0.030628952118373447,0.05075743599404316,0.07345712857098909,0.0638169606626011,-0.06516547150483318,-0.0894507467339594,0.042385165098023724,0.03225445997606515,0.08742679141375154,0.020341243580284243
CEACAM1,-0.021830965317147493,-0.014562081177651707,,0.01738337221534758,-0.0029168505030519884,,,,-0.04203692622084866,,,
PDAP1,0.045928421935186994,-0.009468319829045382,-0.022696786320261834,-0.05080047416744766,0.001180023434059081,-0.04143787069284427,0.05589191317752719,-0.07847224879236146,-0.036801752828396074,0.05351681458225703,-0.10903711616885949,0.05316189206599659
QDPR,0.05118277171505824,0.10097245577462155,0.011439252920362849,0.02775834932858065,0.09014997355509806,-0.06352128424643845,0.012031596763160615,0.02200519399970028,-0.01426204729488293,-0.06709839151037733,-0.13774065653338502,-0.01303272228018964
POMC,0.028965943727263247,0.08511552014697712,-0.015724630020096646,-0.03995003849997067,-0.01842884514778914,0.00873743186481676,-0.025810183998091325,-0.024355897902838326,0.01913809952755218,,0.11721564956829272,0.026729865193816916
CCL18,,,,,,,0.001004092750420785,,,,,
CCL17,,,,,0.06416779078060736,0.05378875035867137,,-0.010384920835931273,-0.03740152067883505,,,
VEGFD,-0.031268477884080506,-0.013932174792556365,,-0.02656899919802422,0.005785241289635097,-0.01440479984953152,0.08101235007000249,-0.011129841315517827,-0.03944706036229125,,,
TNFSF13,,,-0.013703802737996325,,,,,,-0.02764107242703993,,0.1395425220152469,
WNT5A,0.06869731172054634,-0.05714362081259303,0.018196693368777238,-0.04078972496695284,0.08252757808776683,0.013057404731559684,-0.04923800930634387,-0.03084539379693989,0.091743064944469,-0.03225798508926328,0.151355444661611,0.004813245909310598
CXCL8,0.02608442447516352,-0.013558639506416198,-0.019492770577725763,-0.03865420563117552,-0.04712460817506255,-0.013414375961404105,0.03634879097931815,-0.0334631741574009,0.05674882649322654,0.07662520037926224,0.17921001494290006,0.005637339077104421
GRN,0.032449984651492375,0.026569772631490497,-0.04326488017214132,-0.05550223345572419,0.042831579406268944,0.041610980849915616,-0.02123255494778603,0.02379965280663809,-0.003722480532026984,0.1261933487036532,0.13070925954464602,-0.028368894889532942
MIA,-0.027807997537156917,-0.042275032297759606,-0.02477911828231084,-0.04530426612783329,-0.03125789371777934,0.05545898281278514,,-0.015242827735075138,0.07610744812204805,,-0.0013618935162536003,
COL4A4,0.008327293775566385,-0.03375949295852926,-0.013038562865499731,-0.015628408595874346,0.04853288638116731,-0.016880863505519702,,-0.014786108398189036,-0.010948099679113392,,0.2077332105855091,
TAC1,0.010553232957984427,0.12126964140982817,0.016387199512278572,0.09949629411964354,0.1107861289661116,0.022456840857570763,0.044310468028768826,0.05827664475206301,,-0.06393133040826135,-0.08304626525928135,-0.00032430388013104483
RARRES2,-0.00023555209351877246,-0.07230830211832623,-0.03528796252454738,-0.07435533642078446,0.07839287159803975,-0.030141929459401712,0.04109608556170012,-0.018422052165173217,0.027333291340361894,-0.010258248270407807,0.05633153294541528,0.1728069288240711
FGF7,-0.03529225908177133,0.12415571970463433,-0.015223197941885093,-0.024133558609502424,-0.047144558806578495,-0.038615135556835795,0.04080447716395987,0.0004681904814158134,-0.01937626394006112,0.028114837736424356,-0.021537886571955822,-0.10980047638038355
HBEGF,-0.029949316405730706,-0.03708392751918039,0.012703712056931361,-0.04359359239188331,-0.10575588271243218,0.014659712550401511,-0.09417150468693497,-0.022802718517223337,-0.047993148236071925,0.09594143289441243,0.11324691639561572,-0.0009074869059364276
CSF3,,-0.030771568403876157,,-0.01653455548492327,,,,,,-0.052827140610303115,-0.006208847514536457,
PI3,,0.03417196175473687,,-0.01861812770853439,,,,,-0.016124140508944135,,-0.05834641331171232,
PCSK1N,-0.010574329028101492,0.05882869440436331,0.012204704008952601,0.003751369780950258,-0.052409821794725496,-0.028408500276115932,0.05514114176384843,0.0783338009518046,-0.04039903458941528,0.08113831709352744,-0.12656788934994956,0.09632831621821522
NTS,,-0.04667108502653901,0.12730430674569707,-0.0018696961396627292,0.04936677129884984,0.024944259156743316,-0.03372396424979519,,,,,
SFRP1,-0.0021591479632384336,0.07482696020888928,-0.04844306100768417,-0.0003536970289429934,-0.00316774686424397,-0.019638122021040514,0.02178392752419846,-0.029653548337604363,-0.021412249805346485,0.14726115741520596,-0.03203187727307396,-0.09124789137749134
CXCL13,0.02839068756382066,0.029737231106142528,,,,,,,,,0.12267079364192902,
MICA,0.07358945218196139,-0.004549375711872401,0.010765533554521048,-0.05285160071183902,-0.045619877336776055,-0.03239819032678029,0.021270430851733697,0.004219223531399194,-0.019385551188661462,-0.032009583764147524,-0.02489260913897113,-0.03374612469595099
TG,0.01448226548433508,0.042355589409628594,-0.0183725556652939,-0.01995572915709951,-0.01995643646915002,0.026044989562941587,,-0.015599616438417828,,,-0.022950440882965835,
ADA,0.051016240410796804,0.03674805275634136,-0.03589259220120049,-0.05741442253166855,-0.03214039493017843,-0.023081469067393678,-0.0015399567572246756,-0.04753661289323389,0.004795376756578191,0.17403922724978843,0.08745522637126942,0.0822629931539682
LAMC3,0.0720623904448247,0.11956395029965285,-0.006652157894816805,-0.07421598007407645,-0.017990022688542096,-0.0191372572524877,-0.03176912643661371,-0.00754285252237314,0.02461629683153489,0.08124765449838472,0.17675809197286516,0.003570647425365026
CCL7,,-0.020883387142220374,,,,,,,,,0.00206137064765978,
NGF,,0.042027721869977594,-0.01753234593688963,,,,-0.033723986454788094,,,,0.039278280719393745,
TNFSF15,,0.1461491080949787,-0.021288111637190455,,,,,,,,-0.028415920061472644,
HMGB1,0.03956146474785828,0.019841099396866065,-0.05411394404619673,-0.060435126018431214,-0.01358576039596437,-0.046360954530025145,0.05659237119555679,-0.01944880056558444,0.1226860362193364,0.09242891527057338,-0.15573287376261769,-0.026592839504568894
ITGB3BP,0.041182443948473306,0.029138690956536432,-0.020643439587376303,-0.06475428311263673,-0.022777997326496966,-0.018630448437815174,0.0401560214386561,-0.02609199096175348,-0.060093202658755854,-0.025909849984284673,-0.08006778772043871,0.09605865299870625
AANAT,,-0.013932176781452829,,0.010689076579602531,-0.01794693994248435,0.018233986224397734,0.05099336993875522,-0.013930377972994661,-0.04626448116121392,,-0.015677244526403917,
RELN,0.017258851544095125,0.07589512845267737,0.011965707329548747,0.06128841842729414,0.07193896440145427,0.07005051045241929,0.013077682419449033,0.0744230745280716,0.01435764549933677,-0.08517626952309917,0.015557647454718278,0.046619411546418195
IL15,0.0053928270869941074,-0.03877593580260886,-0.01514775699347416,-0.03890339748671983,-0.014109145639256906,0.015007596944181516,-0.029807326673349753,-0.012919781718356246,0.04565305300264217,-0.05587272943325177,-0.03890072883603255,
UTS2,,,,0.006844544539559307,,,,,,,,
BSG,-0.018573770166746065,-0.007358849407860582,0.019398210416480058,0.010532522939954776,-0.029819033900899527,-0.019930862204982292,0.11210151266349486,0.007373426281316614,0.02917798103584771,0.05698107052791612,0.0428225166481939,-0.0235422806884627
ADAMTS3,0.019755376721298488,-0.011479247219362882,-0.024398654461121574,-0.07833959843111424,0.0022814968126213635,0.018581016756130296,-0.05091159414715226,-0.021468507455289738,0.14139536848498224,-0.027436988995631757,0.004985392567433021,
CD34,0.04436518262755712,0.04359872045183324,-0.011876276414267207,-0.05759513319095298,0.05282253581742676,-0.003343299569785878,-0.020109129920253297,-0.029920144454800096,0.12212468842147155,0.20096468841644025,0.047852478495588796,0.12383964064508754
CCL23,,,,-0.016970466042270736,,,,,,,,
PLAT,0.009228433150057253,-0.014696686738265866,-0.01898881364195618,-0.052934230461126074,-0.10858431373142036,0.04887498409628329,-0.02375018867715169,0.009754687884236618,0.017131726287972212,0.05618612807037857,0.05992971276510824,0.014985865578700155
NTF3,,,,,,-0.015126728584732393,,,,,,
LTA,-0.021830967557395567,,,,-0.017284773528264435,,,-0.01291978331318013,,,,
CKLF,0.01941347361255742,-0.03550966988288992,0.003110790371959059,-0.03005544016327268,0.03969482627199927,0.036579831638652714,-0.058450960530146666,-0.08594438447279076,-0.01899659575251269,-0.04586994475616388,0.00680870695192786,-0.16169361956522113
CD24,0.002045090414839032,0.04478506829323889,-0.015257802711599832,0.045000483039316024,0.010243153081374754,-0.02696908228528078,-0.019263222001252998,-0.03571805460442549,0.009255304706525592,0.0057655992243605195,-0.05739800120210502,0.11606476102112806
HSP90AA1,-0.0298340212473323,0.11733138535514565,0.007146095238930644,0.06314100408175584,-0.03055987275358626,-0.060291725802512255,0.074653733480798,0.08732486609792663,0.018542350249120005,-0.006443052501061119,-0.16164723657465124,-0.08806950927963841
BMP4,-0.023142105342281803,0.042779444571905405,-0.0009290538978849746,0.030287568168785636,-0.019487208357383986,0.03690260885177226,-0.03929023191675306,0.05082889815007808,0.00017339330258691658,,0.06947712564841108,
SCGB3A1,,0.1153614920752431,-0.019336379710150314,,,0.10993693077923754,-0.017562057604787108,0.028269781408455433,,,-0.03150351376448408,
IGFBP4,0.034387280630820055,-0.052751528417518075,-0.025603977302895094,-0.07628408507387138,-0.05409024395538583,0.0797980262258951,-0.035376343199420214,-0.017344631559372253,0.03969706146433746,0.10891318323553487,0.18135184632713985,0.17320450578635468
RSPO4,0.07136127348982486,0.020763095761301264,,,-0.02010324388359999,-0.013818735483717894,,-0.01792177344049827,,,-0.01976838435798553,
LEFTY2,0.035303915947311734,-0.029722659832278345,-0.006193044747136727,-0.054810809540977876,-0.03083431762766257,-0.015152412464745,-0.01666718072134252,-0.015949328216705118,0.057712726121121896,0.016136183568966688,-0.046657088164819706,
PF4,-0.019858232132277318,,,,,,,,,,-0.01548569405548997,
ANGPTL2,0.022867685967647447,-0.06554715707300802,-0.0002267318584170671,-0.06452731345302909,-0.006189303827903783,0.027101085641726474,0.012725686878150266,-0.033271601809359064,0.03620737653727886,-0.10666406871032275,-0.01858647370841734,-0.06658711875935298
LRIG2,-0.048389668066264865,0.002046213862811289,-0.013786282787280077,-0.062282751777571324,-0.011486698834395629,-0.018366759078743994,-0.010683591959532716,-0.02936024733121965,0.009010173317862488,0.046365735878847555,-0.060763265909197096,-0.0239891227698864
ICOSLG,0.01612932490586497,0.008437294335210649,-0.007591288576105085,0.02675520935839385,-0.04430167050846132,-0.002903571449496401,0.032065183642493944,0.01664357928675779,0.005899313214313931,-0.0037844856022886193,-0.05913527652151901,-0.009376162198175369
WIF1,,0.1218270915621677,0.04118786963322244,0.10863154950689236,0.07373982334892319,-0.014885791361212958,0.09797644523723091,0.12459308090130441,,-0.019497741490769757,-0.028415917729519614,0.0026492910347385014
NPPC,,0.02257307805660701,0.016243372135176706,-0.030002812672928196,0.07277427306601175,-0.019204660584306206,0.11979677212172697,-0.06658758908562915,-0.02018953469495449,0.0650802990377463,-0.03721569981210523,0.08076374315139426
LYZ,-0.039238106771652875,-0.03283294962946741,-0.007274662625285057,0.034503495941759256,0.04646146468131635,-0.013541491985575901,-0.025419338969146398,-0.029492856112388454,0.008586978999193605,0.03698087512856776,0.0742945734986308,-0.07306635064223566
EREG,,-0.026947596069210895,,,,,-0.03469212661939364,,,,0.12039886160896474,
SPTAN1,0.013904508744764387,0.0525281453462958,0.03597502597806394,-0.03127224149053407,0.04910737593134083,-0.020129106595451286,0.0981498632699006,0.05675241550568719,-0.0038330565002618797,-0.03547791035592414,-0.030240345877657546,0.04878894554058536
LIPC,0.015565252020114578,-0.0185396655426546,0.04003855409502016,0.04173171067265518,0.009557227224543455,,0.031987821460133355,-0.02029577139626882,0.006869352090299145,,-0.02414901292190793,
COL8A1,0.004796585271062701,-0.06342245949746156,0.03821450731963742,0.01181932466622459,-0.03116763607616925,0.0007316240219882038,-0.023588616740090124,-0.06641616889447344,0.008848320924254412,0.15054900062727697,-0.10709708431325399,
GSTM2,-0.043514515594217984,0.043489193505485996,-0.012809468223017092,0.041224407221483815,-0.033970090371136,0.02846911918410576,0.020187172467468723,-0.03590229318773467,-0.03652385321813422,-0.06258899995839706,-0.0371205153149775,
SPX,-0.01752131677575644,0.2084655180037688,0.07331417400140636,0.029620418292896748,0.081348403267872,-0.02968985460256914,0.026303623211531426,0.11820279595278467,0.07782929121484235,0.03282251234763207,0.011929611564314671,0.008057893976785703
MFGE8,-2.671841672819755e-05,0.027629387260487193,-0.05162396955518076,-0.009895604482679976,0.009652731943863402,-0.0047923085548374905,0.06370334892893062,-0.02418999521798377,0.006628034048380451,0.19318752844625287,0.0972388802870881,0.024682820391413895
TGFA,-0.023052256604157807,-0.07126826019334098,-0.007169356371636202,-0.02705604600257383,-0.08077468939656175,-0.015107417643733937,0.05180247656213183,0.023869254887257673,-0.06137027785921248,-0.024550738952836687,0.06023904754635278,-0.0015016462716156834
SLIT2,0.015860166030827558,0.07227350982595368,0.01623992961538734,0.060823028245319,0.03213335896982153,-0.09322505257590522,0.022013921614325783,0.12313965656650648,-0.015038151301412029,-0.0530061641596714,-0.05111816413351897,0.07004908129473732
PLTP,0.02276660651378527,-0.09540047173972821,0.012788636116305792,-0.05308635817494381,0.009931439869684663,-0.03596489253916131,-0.08513729768578673,-0.005187065440098763,0.030933294173326315,0.06239566519963868,0.1707359357129696,0.012448762218043705
APOD,0.03484493348225574,0.004393694899737439,-0.011347885491138979,-0.0034014000320395487,0.07235822857509994,0.046128636643434265,0.03240320823617054,0.06950334797028591,0.03535629891036612,0.09782195245189754,0.1848266799458535,-0.04528369556096118
B2M,0.012575921768014042,-0.05640749081839828,-0.03489725278186504,-0.08099381927532477,0.03230683835247177,0.04370056766374533,-0.10080218809200979,-0.08096869049550473,-0.011789720949964767,0.08994310775340737,0.029972188634110854,-0.02329563618870233
