,UKF248,UKF266,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
CD59,0.054449216214501876,0.0115035196927265,0.0677061457027067,0.07850349235446308,0.09936832194543735,0.14481012042448657,0.12904230557730323,0.02563682363565929,0.0711947948907122
COL9A2,0.013562486060422848,-0.022087896677951496,0.034742051566981354,0.05679011507196145,0.0827370846955633,-0.005158439801416513,0.053829241282294674,-0.0040327615449307925,0.026624632615736415
DLL3,-0.004771480861575132,0.04360088016604629,0.036042701083279255,-0.035118569398658976,0.020208482393292107,0.034542868731515554,-0.03256314778173846,-0.030782466473897648,0.07572526565012713
FGF5,,,,,,,,-0.0028732444087626375,-0.03818896703505356
LIN7C,-0.03617538825959136,0.04178509673768742,-0.02476218561715752,0.06740082704579275,0.02751601220085494,-0.014724387064886994,0.033804279239203545,0.0035781711415216887,0.010131030116366712
GDF7,-0.031164084540289648,0.02951049840643852,-0.013348467980068002,,,,0.08881650941061539,-0.03080654076092214,-0.0345364409593482
PSPN,-0.023296764422177953,0.026459921444638292,0.05585881624514442,-0.030481469253127818,0.08415703232568802,0.01951988201718172,-0.06936481434583444,0.03909926663340697,0.02197751590450293
ANGPT1,-0.0013429168574548903,-0.009585545385384222,-0.038836080408545054,-0.025923890220156162,0.06715646751687702,0.07860790725403045,-0.0227479467315588,0.0005689030963284667,-0.048411112643774505
PNOC,-0.03824978640881187,-0.02050264860515459,0.004704684667543059,,,,,0.11220416216565185,-0.04022908162769488
L1CAM,-0.042834575446838885,-0.025151337500808283,-0.018602772466867687,-0.02310479299968552,-0.03975551099884547,0.009368359374402679,0.05458500000397069,-0.027127645433740626,-0.015148922973450699
APOA1,0.02672617671903529,0.014876800351079383,-0.016503058707491913,-0.003756096297623676,0.005547772388128836,0.056778948083444455,0.15116123342508742,0.004353407121182673,-0.00979396094244842
PSEN1,-0.014738571737792952,0.02150474161824858,0.03220652461135183,0.017759300228179422,0.05912373371730613,0.15862148401942544,-0.11310921081853721,-0.02099843751885564,-0.06567341855070387
CALM2,0.010924702410990866,0.00324212546000958,-0.03311357629312754,-0.05833806177918516,0.061895395600082295,0.0023022352593946825,-0.1272457167027628,0.01451454524618103,-0.023589232434005424
CLEC2B,-0.0083973814121521,-0.0451708991013076,0.02965546981079346,0.01559869937239909,-0.009061353787622005,0.038964323512578995,0.06062823169000926,0.042160530558888014,0.0987254802808211
NTNG1,-0.004635952479810718,-0.03100358993684612,0.08244760684147062,0.0016038226133036264,-0.03870347578106689,-0.04644420545186802,-0.02988610002593185,0.07246788826622806,-0.02890025089340909
LRIG1,0.023450135117892887,0.03228365641751311,-0.012739904697919314,0.09958653451195643,0.03950407017576717,-0.05878531960518572,0.03877250596618582,0.013812675411139012,-0.050732457591416626
CPAMD8,-0.0001003062907203161,-0.017427336436953742,0.025155662934936988,-0.02863853269256979,,-0.05987341687662307,-0.09478156607445187,-0.022629105226329965,0.01889683609474117
GHRL,0.026038344921032134,-0.001122717806317738,-0.002719328046529028,-0.00037947825233426827,0.040636689645970336,0.01206878830726709,0.07349739959749217,0.02663475223293292,-0.021587242313899323
NPY,0.00041025393595448944,0.01422106248399051,-0.08007880029591066,-0.033443604475233535,0.19382274093351598,,-0.034674728643864346,-0.01132983065685222,-0.06787477286321551
MMP2,0.06303062904773908,0.08700263906132003,0.05439303107116924,0.012037994691043278,0.07661620997126473,0.07369534137702513,0.1016827301107121,0.001041980382738096,0.08831893943650071
PPY,-0.0066647880592585005,,-0.010273965520490163,,,,,0.056015811843903855,-0.006556832787200172
ALKAL2,-0.024782529980289784,-0.00478130177083851,-0.013848091962203933,-0.028815353675584104,0.0019366261005192439,,0.041646796126050795,0.07375548267956368,-0.0190557430439075
CSF1,-0.015542352424852817,-0.004158050601571994,0.056334793995019734,0.07115489126464113,-0.17392385128312163,0.003012545467826153,0.08810750718696392,-0.017207678415878412,-0.02435265757542614
SEMA4C,0.03920641807471652,0.027924110536119203,-0.04565857202622534,0.08072616012146937,0.033024024441375754,0.01953201432964621,0.04082201678328832,0.03390860267512608,-0.005629938329845598
BMP8A,,,,,,,,-0.01938412605469873,
ICAM2,0.014828669370717801,0.015781391123694737,0.06862957842228457,0.10017241016689023,0.21802508617058877,0.14748032889968996,0.1388014351157026,0.06402727526253178,0.07277233771388177
SYTL3,0.02507597002463073,-0.02562385796076677,0.018099074175322097,-0.032751199427000506,-0.1007152230004633,-0.05945752028264623,-0.03864605277006145,0.00481558941139559,0.013000895283448584
IL1A,0.01073847283795232,-0.011893112039018522,0.06879042458080187,0.00033363456034955866,-0.08347800696739142,0.039590386689189225,-0.048050826728794134,-0.0020067018866686045,-0.038803746425421365
HLA-G,-0.020334625538364376,-0.014393298249678594,,,-0.041322307860314024,-0.01337208019676711,,,
PGF,0.037090122618965375,0.13139558894526174,-0.013135750170231409,0.07955050202326629,0.10050894189792742,-0.062156602181645294,0.1357736227358716,0.016649943329055162,0.13485066985639804
LGALS8,-0.0684492763473321,0.05776505930606637,-0.018879367725411204,0.08323083399942101,0.0064266153285172465,-0.0017613444024756455,0.043487985825466355,0.008542558501472782,-0.019425918748931185
DKK3,0.04771762007148419,-0.024097040591942016,-0.026776246426957227,0.0991611992286817,0.09689427133931634,0.007993705530539165,0.043334731909717525,0.012964499003834527,0.06259228240164708
COL16A1,0.0838058138158292,-0.0064978603878623285,0.001929126538977064,0.13500588734471705,0.1032026767425051,-0.03720379209442168,0.036049184706400166,-0.009982833260297294,0.043745065336993294
TPH1,-0.014930779459573214,-0.015251706649395685,0.021917962798527604,,-0.05373560536333744,0.02820751010033983,,0.02816849068746865,-0.02100153460700814
TNC,-0.0429259663134368,0.04047365531922145,0.029729816295140023,0.02521933963257871,-0.11362021137235503,0.04938557725788171,0.08538084313259735,-0.022733073869632397,-0.11605109592451694
TNFSF9,-0.02655016294743599,0.053569913507422295,-0.023710734344018367,,,0.05940113150136216,-0.05070906044676799,0.024802487611616218,-0.04318967944267733
C4A,,,-0.012179270795726957,,-0.04852633287651867,,,-0.0261036881348117,
CNTN2,-0.0388970951218155,0.0017817099042836074,0.024681606628409875,0.003974810941232777,0.007469620301255987,-0.01881956302363116,-0.12842512273193818,-0.018871767979834368,-0.035932034219574624
F7,-0.014566100644865528,0.014936855017594149,,,,,,,-0.030269695353368414
LUM,0.03238171489045385,-0.018736624756312374,-0.024242287254375834,0.05761002628783781,0.05377309691435361,-0.011473835738565332,0.20423926111176863,-0.016878972373849964,0.10529812842546861
BTC,-0.013214926936099389,,,,,-0.0816683168126758,,-0.036045056029440956,0.005084211489110182
APOC1,0.013107196255714364,0.018608084689913526,0.05876163503833904,0.1052787072826309,0.044436881883268824,0.06380546428446059,0.15116927152013024,0.025761645579088555,-0.00017889456982238359
PKM,-0.008983005101792037,-0.0077431547529245226,-0.012452912334794945,0.007525265830037283,-0.12751504974830163,-0.06205925314300999,0.04241905327002455,-0.053139137070099755,-0.06654402541940502
TNF,0.018204193059104992,0.03988608838764625,0.06845551012644517,0.05546559917272403,-0.08205771260072905,0.11585122031731968,0.11346993074702731,0.04847040608310677,0.06445790143490031
GNAS,-0.1099081065803163,-0.01488925737527004,-0.10365707322770575,0.050165849474571825,-0.03592110508468877,-0.09588749292178961,-0.07445274316568572,0.0029279618366245116,0.03339640961544725
BMP8B,0.023028313718849017,-0.016370908409818172,0.002560870086885511,0.017984819122489486,-0.0073700498560246176,-0.030015245379191605,0.019860647691077715,0.0032221131807666217,0.012649453099131302
LIPH,-0.014930775783732047,,-0.009819821665962736,,0.014812020094640948,,,0.08433007179454363,-0.03756596063262798
CCL28,-0.021001993421823295,-0.028485451340990748,0.11063307367589685,,-0.03758161048937503,,,-0.01505181579614242,-0.0356432023415082
PTPN11,-0.056334507923254236,0.027666743141620175,-0.026744677252593965,0.045820866188475404,0.015724435871186927,-0.08281385672974736,-0.14408549098495538,0.02836305792697114,-0.015577658396552401
ADAM12,0.033469186252826515,0.05311590655906179,-0.02278404238419315,0.01453544017344658,0.10083460105385944,-0.0009745285865578131,0.10254276129354864,0.032842035447145465,0.08366209629124265
EPO,-0.020062108122402555,,-0.010273965968950785,,,-0.04523329618208417,-0.034994948972672,-0.016006355174067847,
EDN3,0.029898299819400048,-0.01899888970989502,0.1723219741524404,,,,0.027380053902588682,-0.029083430813160872,0.03075003648582384
CCL22,,,-0.02068685297508935,,,,,0.06031337928792192,
CCL2,0.055070343780533104,0.042263268945596,0.06499088913992436,0.0674833508393795,-0.13387662175497966,0.07382086948662113,0.15531267564114595,-0.013987430454455415,0.015275548533284038
DSCAM,0.003271799136751778,0.02780016812276456,0.010792633411327005,0.0019188161343187977,-0.03308889337030755,-0.006424713965262659,-0.01216273115209626,0.002272992608525186,0.003133827057866607
GPHA2,-0.01664110828292492,,,,,,,,
ANG,-0.006190020981032957,0.08015679289389938,-0.041087111061165485,0.04282523298646673,-0.054535466801927675,0.06673160237935077,-0.007340460296847273,0.050622192458228896,0.016769783609124126
FBLN2,0.026606916289247988,-0.006328879346084048,0.007145149267809015,-0.03622459488626664,-0.042370630034002016,,0.019337125405097664,-0.03089719833986758,0.054410025312497556
VTN,-0.015792772629600035,-0.015251701662073859,0.050895801663706976,0.09763750430149852,-0.03587757605466608,-0.026991451360792916,,0.03924664448741829,-0.038188980292081606
VEGFA,-0.1018677699427099,0.030045320752192902,0.007495489962742133,0.07866466549987716,-0.10217536740766052,-0.04483252905906386,0.012894764053322804,-0.04859422664516012,-0.05675393385374492
F10,,0.030192971141563066,-0.01126518162900491,-0.026346403321929043,,-0.04723349758998653,,0.0904945314535714,-0.031016161438616272
SERPINA1,-0.03587849687534919,-0.05269721957170849,0.03382993584144918,0.07649414264886974,-0.03525534705583434,-0.027563808576349946,0.04464749645706619,0.030905752310053373,0.012623755266271007
VWF,0.08329243357566317,0.0825237782812828,0.07998282469655447,0.12997486886940152,0.012459350534387128,0.21011781511537905,0.14776703098902558,0.05628912025672653,0.15024427352470188
GDNF,0.03576472963762939,-0.02373986499742929,,,,-0.02725671603135777,-0.029886091680914467,,
VASP,0.07756648575401984,0.03365675063701137,-0.017455249885987654,0.11038304938511943,-0.010175583093221877,0.09367194894223481,0.059206366648769944,0.03657822983066157,0.010896796652090543
ADAM15,0.01915184534830337,-0.00930530123461838,-0.004520915814120467,0.009698331856992167,0.04657385844898511,-0.06283767411387474,0.01645646919266271,0.020901979211725746,-0.013121941577570996
WNT2,-0.026117745540331305,-0.025098097858939787,,,-0.04575415178633201,,,0.11604706596590508,-0.012800117629365417
CALCB,,-0.015459231229509854,,,,,,,0.04953470485094117
OLFM2,0.00888140078680357,-0.028540861677291786,0.021633503085720387,0.0018447134231261457,0.06092077834764324,-0.04276421491295828,0.03195244067904714,0.022153139333693388,-0.03775034020156707
MFAP2,0.025635621295750696,0.009549204139625369,-0.026981399760472393,0.08692906123586909,0.23146173454886482,0.09676006850856203,0.14117468860462584,0.019457013159463837,0.0785273024161742
HLA-C,0.053080764759174386,0.04813447219343231,0.08342433973466992,-0.00024477266302675376,0.03947325148570177,0.05978194967325321,0.05409630309675123,0.01652168593766005,0.04352437655583695
THBS1,0.065260475193741,0.009038782260763944,0.08547800580576004,0.12301246409518438,0.019143684421005534,0.13474671673678776,0.11047610116273493,-0.05529883242250558,0.08152548354737818
HSPA4,0.0034823660395599063,0.02670707604025968,0.042910353733462935,0.0614940762087407,0.053264603597429544,0.04790487827961225,-0.02426093115535931,-0.0328467773612443,0.06569649792825798
LMAN1,0.02911753996247603,0.020779894908035085,0.026901015136217923,0.09968262258277472,-0.05226690348519405,-0.018501777225064263,0.016337850745689993,0.008408858660800678,-0.01865768712005996
LYPD3,0.054385834382819846,0.0001753203472529067,-0.014384378741485947,0.1216730370197439,0.00483682410525987,-0.058201143073791,0.09698499420414895,0.03254750357307049,-0.034311470194512125
APOE,0.036712355063812374,-0.030205275731032107,-0.01975646680984694,-0.05471987467291334,0.002622628329081081,-0.0365736897755251,0.005182300506845144,0.0047053986675427584,0.04171854246184524
SOSTDC1,0.030900454225551797,0.020896082226014696,-0.024849318301270244,,,,,0.004532125182072228,-0.04707487646315667
ANXA1,0.01826717978013015,0.031761127375624636,0.05006748101252356,0.03756510757758492,0.04662854594232542,0.05097796277550823,0.09083887641816225,-0.06710678840218214,-0.07071361227502783
WNT2B,0.05076725964266782,-0.02041618471761042,0.12286717269943959,0.05836034504900408,-0.022690612411281636,-0.025167149022946124,0.08390601115345629,0.07633890627834357,-0.033167771352024054
AMH,-0.027813625812294497,-0.027762937163692433,0.05887995792089329,,,-0.0428597586575983,0.09161008214104172,0.023924377542115734,-0.04402270118163871
GDF10,0.08324835321763528,-0.032003400189493464,0.02523925197074109,0.02030254634652217,0.11497612974133495,-0.004700736379975496,,0.06116977467376888,-0.03798224965618249
EFNB3,0.030685694483732963,-0.018298178430797854,-0.030669176472617944,0.005281254961309081,0.05861649829916785,0.00735946563288849,0.04114881903160359,0.02528951664291022,-0.022867702880536134
LTB,-0.0042526344455696575,-0.015866574371791235,0.013414099323231742,0.06098470164538143,-0.025154253543767463,0.06031469219808687,0.22587187391326796,0.022257003939435215,0.0008189975257363401
ANGPT2,0.03415835067198413,0.14060545715805584,0.027707471292883024,0.12203887184153688,0.11906691448278948,0.11866875616724334,0.12850284547019433,0.019580235092306563,0.162256685109061
NRTN,,,,,,,0.0429973625295051,,
ADAM17,0.0012421324017843377,0.041665453656159084,-0.0007088290490605655,0.051029320892515884,0.040307340841736025,-0.007861676718949332,-0.02040741390706068,0.03797450768853002,-0.023839215946210097
LRPAP1,-0.003721001655090182,-0.00861048103540351,0.029952404006934177,0.0018165535484802391,-0.08131082474474526,0.016463717008226405,-0.0034030296130875713,0.024437822976379222,-0.010699466848259875
NID1,0.07263396011612491,0.05989193777203077,0.030394820201016276,0.13068986769995977,0.13259137762704198,0.07987536012008774,0.15679236840037006,0.05803221502299843,0.10422226403685769
MST1,-0.03527269196412856,-0.024377301860373204,0.016982622156723977,-0.06435189556281226,0.07726993429426918,-0.048619335280109734,-0.0023155795554748487,-0.012854688812021356,0.054955991093638336
IL13,,,,,0.08204167759186001,,,,
DCN,0.05752812890507022,-0.0490597822427587,0.040757201718437525,0.11215556383016996,0.09241598384933582,0.1598907081543101,0.14748068450197604,-0.012656218452187418,0.0961445362234717
IGFL2,,,-0.012179272084441969,,,,,-0.04229146819895263,
COL7A1,0.012487756088626286,-0.0289468857462843,-0.025745212315369612,0.09836916316014996,-0.04784889225868538,0.051230071006315575,0.10754926954305906,0.04319378638371308,0.04811673338835926
CALR,0.013637117508732243,-0.004011204260346805,-0.0020340642788724546,0.08020052145868342,-0.018317517072190856,0.06983087987810391,0.13225170642554832,0.04278490626695419,0.04834269835334485
PIGA,0.021047289576255224,-0.02459829529526156,0.057303066583505494,0.08196125556931105,-0.008909728021657353,0.049341343272112745,0.04712208442530381,0.05379630744516135,0.020416304540282898
CD200,0.03179698233475663,0.046969914060757414,-0.038726672413602385,0.02704967719167222,0.03911350648383049,0.04689730461702776,0.10817065172097685,0.05031100199706693,-0.023808826960966024
GRP,-0.027710160367316022,0.034202061141351325,-0.0189097936525822,-0.023481573604104883,,,,0.025370214905648766,-0.03520402629425724
CDH1,0.015897669682009143,0.0833629051066733,-0.02377696315377936,0.021888034069907525,-0.05118096945940139,-0.11604229364523304,0.003640505508389813,0.018378515012003466,0.08511714081234484
LPL,0.03345783403951451,-0.008105024125144437,0.023037522565127734,0.08580174108042395,-0.035816739227204984,0.09981660593710247,0.011829678488357039,0.002799642824055296,-0.0505818206111174
SEMA5A,0.002952385390258673,0.024100296118688237,0.009594038373126251,0.06050811379761478,-0.04930611376191184,0.028563740042472942,-0.013890036778823897,0.0077887377900731115,-0.01299286706360881
SEMA7A,0.06431392135547749,-0.005436778713499032,-0.008173371148278812,0.054700267381517106,0.04112644311035207,0.10276927167601932,0.039830929403528684,0.06348022269495292,0.06125766278106169
SEMA4G,0.0018460025630614985,-0.0392069440563111,-0.004166046223461938,0.06728170205074697,0.07150267771638925,0.024758868134612158,-0.021125268396040595,0.04877290343906355,-0.05082079201495306
SEMA3B,-0.003920801816493244,-0.03208983339012458,-0.07327093399546256,-0.029275881597711426,0.032674183724398016,-0.008940992868826013,-0.05760082410987886,0.0011721225492094293,-0.08029053728057306
RPH3A,-0.020116111407451287,-0.00824406034758912,0.007340018509459828,-0.028040987730943788,-0.028521386497714546,,-0.010138343471491486,-0.015501363188308708,0.04560334421521208
JAG2,0.05035903418281781,0.002904613019808244,-0.0009079817312947806,0.04404460840451299,0.06364827437518304,0.14269237459696013,0.14551856918457243,0.05963991615723282,0.03231186829724986
CGN,-0.004830660947089527,-0.025098105744523695,0.004949548009601241,-0.04269842806657756,-0.03679453426167559,-0.05132326715046151,0.01075205155466504,-0.026438872590142503,0.01014106304954714
GDF15,0.017635371956446134,0.031138440022669408,-0.00697162652518277,0.04085492321877371,-0.027985974125180828,0.03890732198226795,0.030854149185853757,0.0313702913966555,-0.02639438745559904
SEMA4F,0.036235165140957794,0.044893713157485755,0.04497617178576218,-0.025990788769376376,0.04434915456694549,-0.09480725708749935,0.02349181401944172,0.02990893911579056,0.027052838802864236
NXPH1,0.05277867413835825,0.01398983107315848,-0.012619139674608034,-0.09148436014122588,-0.06946652202021224,0.09737459956925207,-0.01326258181248223,0.011634109321314033,0.11540261843854381
ARF1,-0.009153806314589044,-0.06660922775004495,0.004073174271783938,0.10720665354231537,0.10550617378560546,-0.04167837808977884,0.06563162543353959,-0.06178071661696763,0.005440920125972661
DSC3,-0.01259366156716165,,,,,,,-0.016006360032629237,
EBI3,0.0015231652865329494,-0.028428503695792005,0.005775220808115834,0.07651963805240064,0.12016987531974853,-0.012056325445292468,0.046619594581246294,0.0002884256740925616,0.07994222447354371
TIMP1,0.04534409109708343,0.07809622402400312,0.00023871467637113746,0.08779776372114029,-0.05864135773390199,0.06600819935552989,0.17003854255092743,0.02516381559691258,0.013145520612413114
SEMA3C,0.014898087491431459,0.06450303568424415,0.03332573745378984,0.04577337629265086,0.11437579590991305,0.07182002538506368,-0.0011022790528143489,0.08821448354866676,0.007590514216681174
GNRH2,,,,,,,,-0.017345072574361384,
GAS6,-0.00786307506492818,0.021300609742949773,0.015117066299186745,0.04593493212418135,-0.06753079107569059,-0.01996497900392394,-0.0015143790851304163,0.027078187775862825,0.007403245515156792
MEPE,-0.012769142257567492,0.04695880807320564,0.04079232627183016,0.02426144872914335,,,,0.09262105528400999,0.031821785605377566
SERPINE1,0.019540158434155706,0.053479858919605175,0.02301871665908087,0.11553822857845163,-0.09068406751759273,0.0055024303251314235,0.08435716625511418,-0.041872998912426865,-0.039552754657140386
RSPO2,-0.033989493639972945,-0.013055741432162054,0.031666858246769375,,,,,-0.01076154525702283,0.049726068847618037
SHBG,0.06980496562699989,-0.01703349943069089,0.03301813951278784,-0.02674070219773843,-0.0352937140217349,-0.024549090296110757,-0.040672651411458774,-0.020451953249883394,-0.04252923141888305
LGALS3BP,0.02389100147813589,0.029003371579371124,0.04640410051037937,0.014472521378822467,-0.0054333752133384795,0.03402163293418011,-0.02207456258388402,-0.031491916724944696,-0.007872446167384774
LAMB1,0.07454272018046668,0.06458967816875075,-0.008110471136133909,0.12954894688548957,0.11082302004653458,0.1291534990159255,0.1246994071723841,0.01621642067104236,0.13524495227608926
SPTBN2,0.11070389554408322,0.009117228044297584,0.002296616542770975,-0.043298547040040644,0.05278104331364104,-0.10919308865029544,-0.07858323240944139,-0.011059638178560843,0.040560212498100906
COL1A2,0.06641390075199535,0.04026292065642835,-0.004539478159580296,0.13411989846953432,0.09600185993716895,0.14797647370281955,0.10786777597195657,-0.0031650495925623036,0.11463743603078631
DEFB1,,,-0.01085101414446239,,,,,-0.03427833003262142,0.023521582829183818
CEACAM16,,,,,0.23930329048884627,,,,
SCT,,,-0.009973419188164264,,,,,,
WNT11,-0.018050806964823377,,,,,,,0.05731927068441798,0.06827355671288904
LGALS1,0.026061110966306044,0.033499858870907034,-0.05530763957328671,0.08440305871981069,-0.12364645233403933,0.07075175436625047,0.10835523019396695,0.0478117580277616,-0.01834942419367659
BCAN,0.01931293112669557,0.03929524262103458,-0.022586522579020624,-0.19232850910864271,0.08854574178438392,0.002440505703456907,0.004413556550994929,0.010986541245010476,0.018225795224002066
ANOS1,-0.023813547451513886,0.0007758118101818442,0.01863984067633983,0.0026311441999825585,-0.048067270708693294,0.005886508490181453,0.021402793458923916,-0.004264869962679209,0.026399824258508904
EDA,-0.01321493146394805,0.03413901804975348,0.053298552743598133,-0.03713439937901344,-0.026680625292723376,-0.05145017053229444,-0.036338357668554186,0.047315083521984505,-0.003587869276656806
FGF22,0.05234066690171611,-0.024965169654857195,,,,,0.05957473426292335,-0.03067680230754901,0.019926977546161212
SHANK1,0.001470284429790849,-0.01348305839415232,0.0605842606753087,,,,-0.03866137843751073,0.00031782295205041604,-0.039611331019434995
RAET1G,,,,,,,,0.06447745220425685,0.11753600145524018
TGFB1,0.04076511340941014,,0.03399077836366249,0.07971764969261685,0.011216025606412208,0.05223172068708184,0.11624396327344999,0.04934927054511184,0.04616900246966965
MSTN,0.02739744438118641,-0.023378817499108286,-0.026349608157750844,0.06282155506842466,-0.02186014866559015,-0.01764583340344092,0.019469276188460304,0.007005623889444059,-0.015904947398719543
WNT4,-0.012162593419605197,-0.027518589135948023,-0.015325338582076624,-0.00858605547456447,,,0.04335457034268888,0.012805669322103402,0.010986363660600258
TNFSF4,0.06327403462881044,-0.016459750535431927,0.08073537294556442,0.004829505215388442,0.06687227365626565,0.08698722049776964,0.05591353231034358,0.057702334692021094,-0.06366412373256583
NTN1,0.06482233782463967,0.04702975943944379,-0.017143651380878148,0.061173413453417286,0.06331080591563122,0.1345351617355878,0.10637362933089776,-0.007663924365583351,-0.03874585196589363
CXCL12,0.0918681193559528,0.03857819342903743,-0.03921303221792468,0.09205668928264042,0.054723586401215156,0.025575900574363954,0.06253912081046777,0.01760330468788825,0.0503421416941292
GNRH1,0.007877505081208267,0.09186165889343884,-0.02313147044823498,-0.021403420631488812,0.0029548135849591043,0.028790154760573904,0.0483325052121813,-0.014999671191120147,-0.03316710473817899
FGF8,,-0.019168300337412233,,,,,,,
RIMS1,-0.03185708326585802,0.036988977150501506,-0.015992296458552883,-0.03624115915658584,,-0.053318741706911255,0.07973840900185922,0.015960382544960777,-0.05510068012499437
FGF14,-0.03014960487524355,-0.06358426622074363,0.019354540070107975,-0.02118406237249184,-0.050345343590333234,-0.07185260387939772,-0.03433804929589194,-0.05057745124155108,0.032816790575705586
IGF1,0.018632014620109567,0.015623019726506943,-0.025964824730460787,0.050173355262784755,-0.040357157615338785,-0.04931664036009756,0.06106384870300543,0.038225660724126614,0.08407568095926811
TNFSF10,-0.051810115698645694,0.005627456173960325,0.018694647690911198,-0.00879478088694303,0.053178541620837946,0.12352159272843015,0.1406246957051093,0.038048204164828146,-0.005252250076747864
GDF5,0.09399923287374254,-0.015866580534046573,,,,,0.14136772760248117,-0.009284144398772565,-0.05054865363215907
CHAD,,0.045596139398411624,,,,,,,
RGMA,0.013452252291944933,0.04434074575427898,-0.024636361005742864,-0.11688172540295863,-0.0034313854123132932,-0.054448573097444816,0.0869226988084445,0.04491467777954192,-0.0526983105905051
WNT16,0.017720773598630262,0.022533370869197,-0.017156018434022376,,,,,-0.0032161328696780674,-0.03672176905536427
CX3CL1,0.10279896337400712,0.02165821242064691,-0.008093095375385715,0.04898034351956257,0.005729040596260264,-0.0011702474196420515,0.04646815849253911,0.02488149386039141,-0.003120281484287682
FGF1,0.008089577751667845,-0.012534537236591379,-0.022374621282487395,0.09012277063616846,-0.02942196075672917,-0.09798056552006218,-0.08858282163822322,0.029523801367372142,0.008736641369704591
ALOX5AP,-0.02282150756442663,-0.0317624438171295,0.08069411038093313,0.07070024007771168,-0.0460272487850645,0.04849158809818321,0.042972949556638655,0.0008323376941676144,-0.03196400121907658
IL1RN,-0.04106346500180576,-0.018828078618202095,0.016081673253242813,,-0.047561921458534336,0.01337853469628632,0.06558528574706363,0.005626968685370093,0.07062390831150483
NPW,,-0.01950306398181369,-0.013836102850684626,-0.01083246537011416,-0.03348920239256674,0.010913030463655613,0.017851025078866465,-0.017918458375216956,0.007446355948564822
CXCL9,0.008731422176059536,,-0.02691873579472957,0.10980322405563928,,-0.08515278370271502,-0.02148005090689403,0.012728874085704835,-0.014667986886556352
ANGPTL4,-0.0061454336150003975,0.01520747449113979,-0.0403335089158678,0.06045576812028533,-0.14580820765569247,-0.04101597110176177,0.0022887444652114532,0.04197833634597784,-0.05560402371214776
UCN2,,,-0.015627366958543262,,-0.04080563159499093,,,,
OBP2A,,,,0.06580936978157913,-0.07007501574913111,,,0.004664604430988351,
COL4A3,-0.024439060441786203,,0.08903302847820536,,,,,0.043236420489668775,-0.010867547064070452
NRG3,-0.011451106019180882,0.016860845289447847,-0.036052891488260234,-0.005526901792189647,,-0.025665277616496125,-0.04678985994907366,-0.03271025454953743,0.0067656408497132605
IL23A,0.013777826957342868,,,-0.028638537203709943,0.06386780783532069,-0.04739213524446928,,-0.009352942196495581,-0.03246388932631726
COLQ,0.0020593721046810376,0.0002893703765781532,0.051212835664760974,0.20094885998407983,0.0020717378658825494,-0.005457521563346978,0.017200704785738683,0.005058495679048899,0.05217990348902444
TNFSF12,-0.007800723873263588,0.0019394050858114957,0.019036036716434335,-0.04681678592476472,0.015442044825349086,0.05111488214924629,0.08264223571925901,0.0006285176284331311,0.027327247466545666
DKK2,0.012096598300580396,0.03190457529040622,-0.01602194774134525,,,,0.13652450801894944,-0.04021041532876639,-0.04099354711634069
FYN,0.0018376351997473953,-0.031524774435661526,-0.026077203620164257,0.04587018906364137,0.04245697690932944,0.055538354079609706,0.07469522924155106,0.016453622839352117,-0.03451232151726603
ACE,0.03797241344285214,0.05529358957665512,0.033736776542626565,0.09973782545778755,0.11452220735612023,0.11600050642802316,0.1371404502283736,0.04117079147286125,0.1396983696527959
IL18,-0.006250924871408825,0.031226535878173388,0.048603991372035645,-0.002912512897228102,-0.006624543641701572,0.1275705266301565,0.04632661307031913,0.011205889317521018,0.03888729658977946
PPBP,,,,,,,,,-0.007284432822690203
CCL27,-0.013214931552729441,,-0.0224143686285869,0.12601593946065281,0.100840906800771,0.03260523956519928,-0.046789874012564674,0.003294418990054843,-0.028154977918243083
SERPING1,0.06040507215407449,0.007980612677401766,0.07232185395606952,0.07782761570234856,-0.06690355065994194,0.1345615739774076,0.07481915274802729,-0.05693635949261189,-0.007994966304680199
AZGP1,-0.014202282835486248,-0.022586124577049147,0.05629835345190172,-0.02551924939020308,0.012287632902764222,,-0.011091279197692561,-0.026999365422441735,-0.021196583916846087
INHA,-0.025346131919576236,-0.024831623802224763,0.020972602011523515,,0.10059799517400315,-0.04755685614441075,-0.03807083198650207,-0.022410543798784953,-0.04365303297488828
SEMA3G,-0.04819194965704877,-0.021523484296891483,-0.024782462000104696,0.003276438893203784,-0.06092758803810626,0.039713108450100905,0.05881194753138727,-0.04440536778897034,0.0751948920917424
COL6A1,0.06151733683035488,0.028290488699109537,0.0044821455152481956,0.09955819744004686,-0.04781060042754113,0.08759066800191144,0.10969146327853468,0.02283679232424665,0.051405661800105154
FGF17,0.038277572793345926,0.017021921155234043,0.0018578385463141663,,,,,-0.01712878354005,-0.04118797465342232
TNFSF8,,,-0.012794194247868857,0.051015267781510346,-0.04622529802226866,,,0.007627005523091573,-0.03052028494946497
FGF20,0.000535144061074041,-0.01645975573177914,0.04742794827225507,-0.024712539815686094,,0.069427915571777,-0.02557992641857555,-0.0294883917204945,-0.02259303439206754
ICAM3,0.06693486815536129,0.006996551512801165,-0.04111080298652522,0.08420623004293491,-0.12000655212424678,-0.016823712838442258,0.04383635362966546,0.12423556616009652,-0.03630064243332421
