,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,0.002225855225924819,,,,,,,,,
BMP1,-0.03667590169272994,-0.04886825000193076,-0.06334845221057142,-0.040782206120909735,-0.2743185395901285,-0.1135404397367312,-0.05553765654128686,-0.12942038584907506,-0.20565495428716155,-0.03926617462423592,0.06301968142356217,0.0299130509146164,0.01708969417266455,-0.06298918551076035
NDP,-0.022389314555858523,-0.018798647280042238,0.1577283005083681,0.07478493153344418,-0.09068667590926571,0.03834029898917387,0.02175890369174556,-0.09600856604729105,-0.005980824785194964,-0.004526040039829749,0.007583615886279156,-0.0007309695932976898,-0.004239405776538556,0.0987562871012074
TNFSF18,-0.03292740179144819,0.049129115633901974,,-0.04755012230238141,-0.05306147962839442,-0.024768639582921366,,,,,,,-0.02294957648846622,
IL36G,,,,,,,,,-0.030314934385905212,,,,,
RTN4,0.2149419260893762,-0.018224711965938143,0.1706812572451076,0.2252017289721005,0.38811603644337167,0.047707363089876546,0.09808552221279995,0.27864041846762816,0.3002908728807984,-0.05011232512911106,-0.06553041157040773,-0.03201884916188951,0.13340076482443974,0.08250158300063043
HEBP1,-0.0626570711295152,0.0025453544782044657,-0.06281744357013734,-0.061246458797799525,-0.12247062409488625,-0.002072772055553447,-0.05347668101960719,-0.15899628950314723,-0.033210510055568715,0.06109965392877691,0.0668400803490291,0.005937810291098985,0.048796065271981603,-0.012366178273556067
WNT7B,0.1985689204550921,0.040150357005108356,-0.002602232896534634,0.00943829335387743,0.28664592922927495,0.003176005272786066,0.05333890476408938,,0.13577380036843434,-0.03199837609233401,-0.02444325297463311,-0.02415945712353435,-0.04120719018847706,0.1130806959004957
PTMA,0.014457336759974014,0.008794405814997545,-0.13771587252783382,-0.1943335227200601,0.06168670339110927,0.12389625933682855,-0.06921464919963473,-0.31431171727020435,-0.29089069537938067,-0.08843187792299187,-0.07078595642308973,-0.03633256632943089,0.022046105600265344,-0.08148756636444437
CEACAM1,,-0.013065069070416052,-0.028734896813856985,,-0.09315580729216087,-0.016383096764935226,,,,-0.017930268344180315,-0.01769328230601273,0.007594260695368723,,
PDAP1,-0.07454967355434672,0.05164539797999231,-0.032275037306407434,-0.005579750592531249,-0.2221329184476538,0.016665661139687534,-0.03774369753862679,-0.037464109002597515,-0.15412112569640007,-0.004672751723956305,0.003330680049663317,0.022187104565571554,0.038784918972131405,0.011053762662497317
QDPR,0.10695583226352467,0.027337922907141057,0.11951805376516708,0.0760036009817204,0.12250838051510823,0.07009767477628605,0.059515810933690676,-0.26949897079558605,0.057626210197451955,0.002758766611669104,0.0509052687485676,0.04693090127245221,0.007052222637741304,-0.03918697900249879
POMC,0.16496498960127853,-0.055018319944052416,0.1441309287835105,0.04351593541960622,0.022948385057353755,-0.009769486053963647,-0.006362907867604,-0.05340641179946436,0.06830530704437779,0.009042257095905212,0.18819499511519783,-0.02623112584178775,-0.029335674870951324,0.06095961056283561
CCL18,0.014673449488163359,-0.012233398649866422,,,,,,-0.09660008214699974,,-0.019824147093519467,0.06784294570463997,-0.012249427139308714,,
CCL17,,,,,,-0.021802342601770254,-0.035644303399677356,,-0.02769355320221982,-0.012720657540813444,-0.02554136378297625,,,
VEGFD,0.026600607358178652,0.031087170297240816,0.10793730657580997,,-0.07073667404289152,-0.03291208423168053,0.019948365100507705,-0.04558589233307055,-0.005117505789331993,,0.027715699381189483,,,
TNFSF13,,0.011820300293444053,,0.005496601019445985,,,,,,0.011030925669266566,-0.0277625892006494,-0.018006211272057714,0.023998205646654443,
WNT5A,-0.08304693866725178,0.023222323531415682,-0.07636603392892183,-0.14715918531675226,-0.2696563577754073,-0.006362298770390714,-0.024280903076704052,-0.0065168088889524,-0.03330050547745616,-0.01839422142256111,0.04418813460378671,-0.020658110136243447,0.05298459928863138,0.0054128014053836365
CXCL8,-0.10949149414578219,-0.04035572823768179,-0.10913256082681062,-0.020812065198656117,-0.11806950585522942,-0.04908110650992566,-0.02434785215147655,-0.10387500605997523,-0.06458294926471361,0.013849364803134217,-0.002479709580061504,0.05032085000572333,-0.0009740545585240934,0.04222396958463751
GRN,-0.08162644650962683,0.0016236157774004321,-0.05046955662456098,-0.12479812698540832,-0.34860814269590273,-0.028866302988980443,-0.050263882481083995,-0.18375988624790407,0.04329219111234964,-0.06284421791027356,0.025608414414010117,-0.0073924349294105665,0.0389813542514774,-0.00841761107998986
MIA,-0.05116020394315187,-0.012337097866419055,-0.03470623782563783,0.05098206141049224,-0.10672999239182857,-0.050978515721416706,0.051057306213932833,,-0.04064817320253753,0.03890932504562744,0.0025715859802974642,0.024317532183196273,-0.07144666345744552,
COL4A4,-0.0031690357721434015,-0.016231492018880474,-0.08254679789364469,0.019361994437767215,0.015725288281241718,-0.015555104831009922,0.05062666394780882,,-0.039430236017039134,0.05894131729289909,0.0014820532977130305,-0.03231603307061273,-0.054951585610662865,
TAC1,0.28027503860383685,0.09306609218675518,0.20567187175059445,0.2294071623532688,0.43588656912361334,0.13543279027381433,0.060421255359024886,0.2975975944811963,0.3050584043308545,,,0.043314468460931455,0.18514078035578466,0.10193419387911966
RARRES2,0.03514663799089968,0.04872157487240561,-0.12172929582167683,-0.14316335665295687,-0.3622483339966341,0.11545680018810825,0.0004166720012964658,-0.05151181168213745,-0.18892553515643373,-0.02829892733956967,0.030752968527227476,0.05501607206998358,-0.056923414910033075,-0.030563580279265295
FGF7,-0.056259758215504385,,0.058005921396718646,0.05796573373236207,-0.03100649762329415,0.00071242674199169,-0.01244610435041878,-0.008842376479672622,-0.02000293707876429,0.07023283024684909,0.04539964810306963,-0.007460884052033767,0.04258729838250693,-0.011940561163026634
EFNA2,,,,,,,,,,,-0.01681628074296781,,,
HBEGF,-0.09821171981042302,0.033620707205592994,-0.04412685221574152,-0.04776065158929895,-0.13182467148235075,-0.08409869053728809,-0.022557792070164305,-0.13331247048138722,-0.07194243547570048,-0.023066785732128493,0.05017900987414331,-0.029683359557764077,-0.058009230341625785,-0.012459041292770326
CSF3,-0.03820736072513803,,-0.02133037365206594,,-0.05051662894877447,,,,,-0.038159146427580115,0.06211093950333875,-0.022988338574946296,-0.05054917166031838,
PI3,-0.05933386057780768,-0.03307631427418224,-0.05334738887777177,,-0.06521210556521019,,,,,-0.004019477940165984,0.0008808047897700432,0.011568606608375795,-0.030816754382428622,
PCSK1N,0.2504632465717892,0.08602903185759078,0.012498046507041194,0.10859095615605055,0.21305703504944282,-0.0592794234008534,0.0736743027657208,0.29692962668224654,0.26969683949508144,-0.0167213855760961,-0.07387040516549805,0.04002491437714658,0.10921709037777745,0.07160241087966714
NTS,,,-0.04082926345217772,0.022042765026020376,-0.045207295417193746,-0.03684357775859152,-0.009015062976701516,-0.04104194652362406,,-0.029675969871069015,-0.02048744697029644,0.06287450953604411,,
SFRP1,0.1394685909003432,0.05555647166436988,0.0034579918078760305,-0.06705097896169455,-0.021538312223133956,0.0067347421221784776,0.04002129981542647,-0.07401778290110585,0.05475890999724388,0.003866413571996137,0.01624430004515094,-0.01839321655235503,-0.018473091161187383,-0.029566116874892415
CXCL13,,,-0.019535183325119974,,,,,,,0.002191751469753498,-0.022998704494738374,0.0019280372334228922,-0.022574782421602352,
