,UKF266,UKF296,ZH8811Abulk,ZH8811Bbulk
BMP1,-0.02253009848450067,0.0030355622671119566,-0.020012821090326722,-0.06404558398204614
NDP,0.046860989854946335,0.01953071494528007,-0.06841883619759605,0.06448811760560169
TNFSF18,-0.0166893557506774,,,
RTN4,-0.0029154002833750954,0.06536418850690129,-0.031341594878532754,-0.042928437463720506
HEBP1,-0.02818806957575026,-0.0241830909134891,0.036904642874691806,0.05245932282721869
WNT7B,0.00880375207889186,0.07163580180533356,-0.02248950858754989,-0.016092881210185175
PTMA,-0.025196977876402037,-0.015194552803146102,0.009165400316695252,-0.0057350126869198876
CEACAM1,,,-0.007036158484012787,-0.021442932813251298
PDAP1,-0.016996045862739756,0.019145223856774713,-0.03337760276351217,-0.04309178255488078
QDPR,0.016048125273026653,0.03574148835870747,0.056173782409140706,0.0908340815951764
POMC,-0.04402988655332628,0.08354251175780539,-0.017883718619036242,-0.02587842205160292
CCL18,,,-0.003754236464856939,-0.03672335030944644
CCL17,,-0.016841127818845406,-0.017371465592713867,-0.030954219691111264
VEGFD,,0.15100571591936623,,-0.021442932813251298
TNFSF13,0.006394199702895019,,0.032201832693931606,0.01551272148773563
WNT5A,0.01560974244615487,0.010920561632172851,0.030712433972581936,0.01247093705166712
CXCL8,0.009014380552256406,-0.01150380989634036,-0.10358180196030363,-0.12120559131465122
GRN,-0.04416790348633626,-0.0197748280155949,-0.052683961492376113,-0.07656645422116606
MIA,0.02044961048766308,-0.014049130370257694,0.1411636373985806,0.15467851425318296
COL4A4,-0.01539949652968756,-0.011588421316803847,0.13334102138658369,0.00098580630013246
TAC1,0.1078595725445381,0.025335719146527966,,
RARRES2,-0.045839025729043935,0.018138322780798015,-0.03380695843174177,-0.05111489306793219
FGF7,-0.026159303360850074,0.05999530685559043,0.05884060371759445,0.07422087310015714
EFNA2,,,,0.060520078329826116
HBEGF,0.017008869725313874,-0.0317241273820564,-0.0025251095427780415,0.06439113946551026
CSF3,,,-0.0682048830820117,-0.03606835240187284
PI3,,,-0.11499072095386473,-0.12362996952139793
PCSK1N,-0.03627745730355757,0.05661261351847743,0.00668213655039024,-0.0003988179605882554
NTS,0.00043546289626533426,0.010599595042473594,0.007115111984706592,0.0414341996480852
SFRP1,0.02243108708257649,-0.016841127988449396,0.0851136424276732,0.019809136857933313
CXCL13,,,-0.039019873370714796,-0.05236221628846443
MICA,0.10350273372477678,-0.0147502147634039,0.016859214890394353,-0.025837292127899644
TG,0.012798933274406319,-0.012187851067860925,0.014841824993264233,-0.003010221571393781
ADA,0.02830627117936323,0.0390867806627538,-0.008229557708946738,0.022581361102670786
LAMC3,0.03753414407355008,-0.03161953408021691,0.04255983404089519,-0.0007455776422959909
CCL7,,,-0.026035822789856326,
NGF,-0.020706983062282896,,-0.0012112320751408753,0.020802613453882787
TNFSF15,-0.010163894081650582,,-0.02538200364936036,
HMGB1,-0.02099197559557733,-0.023293093493948012,-0.04247842288970201,0.004033193847545792
ITGB3BP,0.017076230371361183,0.02558424712127583,-0.010896535290127046,-0.007700702521236652
AANAT,,-0.014049131151706196,0.15515829050908939,-0.012703675007689952
RELN,0.04649530932083062,0.019245712257370748,,
IL15,0.02395169161639639,-0.00984243649147521,0.024767470529274475,0.034226497798381224
UTS2,,,-0.019450581340166688,
BSG,0.01629772591265215,0.032381084458041935,0.003941282297813331,-0.06654474806405654
ADAMTS3,0.022334540036597874,0.01847392608432778,0.03583927443737432,0.029266129320178254
CD34,0.06522760863376764,0.03053679164179216,0.02148786136546333,0.04401341454688336
PLAT,-0.0220662625826588,-0.028901775934981798,0.1120174994396874,0.05971302239822941
NTF3,,0.054908641006791374,0.13201152913719807,0.020846008177587524
CKLF,0.020794659593911396,-0.03504124904191192,0.07026248064557722,0.02465535164354098
CD24,0.07277293569709194,-0.005583224604388377,0.052266206256718864,0.08713732399082012
HSP90AA1,0.0373995913772333,-0.0138316467306497,-0.0689755427333163,-0.147651691196907
BMP4,0.0206966230857294,0.018429056156527006,-0.01728947766533339,0.02443417618765292
SCGB3A1,-0.022837678915602486,-0.011850579536653241,-0.027466587756376042,-0.028232822868062682
IGFBP4,-0.0004442584467902457,-0.04022229424888632,-0.04280802570556641,-0.07837346700623364
RSPO4,,-0.011850577803237904,,
LEFTY2,0.06946221732129532,-0.012994303497001375,-0.0022147000035043734,-0.0234334218740834
PF4,,,,-0.018679747527008163
ANGPTL2,-0.01719048218244394,0.0043706818191234275,0.03798093255813678,0.09456940177709759
LRIG2,0.02725411599672485,-0.025566598261625034,0.03064581801696925,0.026600505982131133
ICOSLG,0.017235083026742468,0.06881098399917936,0.09471252445116188,0.017581070620967698
WIF1,-0.005969124078228595,0.030273366151672292,,
NPPC,0.08956289312318602,0.018290854805600283,0.07545349044944329,0.011502835030544405
LYZ,-0.03668799997069731,-0.009949622832822828,0.028074276396665692,0.019454903517965715
EREG,,,-0.0444343977552947,-0.04554672824238373
SPTAN1,0.03504825074847341,0.036829969266986055,0.0782644975586721,0.08670336443525535
LIPC,0.05405172664011997,,,
COL8A1,-0.02269081829463613,-0.013358391428525058,0.1114673677497111,-0.020393544141412052
GSTM2,-0.015128918998384904,-0.0017203016914738606,0.030583060529176514,0.1792180880412005
SPX,0.02137442438293451,-0.021277978404245803,0.10838257481364504,0.047134213195098355
MFGE8,-0.042601211053678346,-0.00030233379025369333,0.002908933080997493,0.0035501503338364842
TGFA,0.03000991536767379,-0.02358359001510317,0.09171639259549409,0.007404598716705247
SLIT2,0.04884641860503743,0.007217198640677261,0.052522922649669825,0.08125492057896368
PLTP,-0.0018455647715791043,-0.07391648426165649,-0.08405585366813598,-0.06556945156807449
APOD,-0.026056432305366806,0.012282211806649602,0.056574110832370204,0.11952651505654259
B2M,-0.057922000702317414,-0.044977691559102126,-0.008918614406054456,0.009797326186876227
OMG,0.03834534795874302,0.015108136985693901,0.05002908137573654,0.12554487312221546
CXCL3,,-0.01267761331357906,-0.046870644173967704,-0.012012329816826288
CXCL10,0.005082455128423466,-0.019258222519406315,-0.026885327103563523,0.043827592632220705
RSPO3,0.07652569529066955,0.01527040231243754,0.12379793685629811,0.07012557279949125
CORT,0.0401009902249782,0.0637639255638344,-0.029687728029119825,-0.01954740636822452
NCAN,0.008130510382204827,0.020641435189773925,-0.005424463965734902,0.13360597703572508
PRG4,,,-0.028516430799409343,-0.028843394281194323
TGM2,0.024753316157786164,-0.035355552490376654,-0.04771352436775886,-0.06434416473850703
VEGFC,-0.016122119957721844,-0.014208856058361854,-0.03350660823646448,0.0014166049089524707
WNT6,0.02123450934538081,,0.030631071771572576,-0.03632972843079846
NRG4,0.058917983279105066,0.03619084201996929,,
PMCH,,,-0.009945562620262511,-0.027426056909405562
COL9A1,0.05029593414155632,0.08884334656590041,0.06434843469790401,0.07184816288363662
GDF11,0.013679713957899974,-0.009459768726079305,-0.011198172599540408,-0.011501119058982136
IL24,,,-0.019730638630337853,-0.01838190844982285
SORBS1,-0.04705767261212579,-0.037407145146880365,0.047200627570735114,0.015651415900239305
DLL1,0.0358240819257281,0.01010595685343064,0.10104205699869549,0.11852952165821326
TLN1,-0.01674088090540368,0.05409153613201922,-0.00874480878994093,-0.035177642096446096
COL2A1,0.0550798504892233,,-0.022559558889375067,-0.019473832986984123
SHH,0.04532100379338744,-0.013606578769063174,-0.0008189821232445461,0.036661448912242434
PON2,-0.018125275037260264,0.0023252946066398563,0.03178937206895747,0.08480751779783101
ICAM5,0.010101550034614154,0.04745945175954074,-0.020360877052183483,0.0039467258285974605
HPX,0.00146387045991191,-0.011850578328515198,0.03236868928996399,0.023616137334506064
SFRP2,-0.026305315767879082,-0.005947544375064831,0.011681432328506812,-0.03473880064091091
CFC1,0.16482197519266528,,,
CD70,,,0.013333498173566863,-0.05230257811135567
HP,,0.007097603064706036,-0.00838083630725369,-0.004644950822142478
CXCL2,0.022981140779978034,0.08691085998607989,-0.02503361613074166,0.005785983187469546
NPPB,,,-0.00669426242704383,0.027370454083217283
CCK,0.0060070414141131356,-0.0034420047745998147,0.12004272112048356,0.03797673699836372
SEMA6A,-0.020180167171719245,0.040174986527107236,0.04969197836111186,-0.0054627945941842625
IRAK4,-0.023459527305700452,0.0171676875978947,-0.016702337669303385,-0.0013605388882878863
GSTP1,-0.036107917743105226,-0.011531361463792893,0.08559602755374975,0.09321179964822911
VCAM1,0.0277794300496759,-0.003063637504740935,-0.02252536500915599,0.004220645708136448
NXPH3,0.020998109724916073,0.006778414890710269,0.013698969850520397,0.04162404749489378
MTMR4,-0.005655582215778625,0.03571402435592019,-0.013948781443907057,0.02997435521738759
LAMC2,-0.009584413341732493,,-0.02425702031734672,-0.02414060365915328
IL10,,,0.022923953338462852,0.048967518222604874
SEMA4D,-0.025136428687675346,0.02195742284817509,0.07049863890447837,0.07537280467862152
TRH,-0.013368742667988985,,-0.0015096874028243717,0.003048690069443106
SEMA6D,-0.02137729141835415,0.0028253622064286533,-0.08113815616423434,0.011951455250841162
CEL,,,0.04437295542828324,0.136241326911273
PDCD1LG2,-0.01765655835509943,-0.02076242421438146,0.017672139129203315,0.048757928874158814
SPINT1,0.04434169591047712,-0.019366452178142163,0.03269055461390058,0.012174318978399387
CTHRC1,-0.043942891727395565,0.016092205593839795,-0.04230689014469946,-0.03041859771443389
PODXL,-0.0002304807073765289,0.05426778468394255,-0.008922976798025695,-0.024339320288539627
JAM3,-0.012661134113854276,0.017604707159884478,-0.021872508104433874,-0.06039602515168518
TGFB2,0.030768494883643194,0.030013352341766417,0.03570726100286054,0.004334989661380548
COL18A1,0.029487714128739934,-0.023849214796493517,0.031225578548854056,-0.05828239397044713
NODAL,0.06042863843373601,,-0.013982921105058436,0.04735014865675346
INHBB,0.014387840944507787,-0.061641999255643114,-0.00257582259915818,-0.039871839541040184
LCN1,,,0.040172315858371645,0.01854471845328549
ARF4,-0.005533012151243888,0.016540555666683162,0.04279653194889208,0.12039794576735456
CXCL14,0.01630528696413627,-0.02024723636542838,-0.05859732370367898,-0.09560800118293111
LIF,-0.022275169214752106,-0.014049131151706196,0.0039613126467331495,-0.06836475226421322
IL17B,,,0.0905724275565341,0.012619000933698105
MMP1,,,-0.043133766678387565,-0.011632103101917922
MATN1,0.11592883141983139,,-0.017052821345319318,-0.026874905565990464
ADAM28,-0.005598235358646575,0.005646009101924814,-0.0062520295187100325,-0.045096120066532235
TCN2,-0.005449951651312077,0.03955597865110168,0.03442838105576035,0.0045578109013094765
THPO,0.008543757411082487,-0.014619455106558089,,
CUBN,0.041486260728793474,0.029521846274064737,-0.009150226028085526,0.07507468641422063
TIMP3,-0.03334316849747224,-0.010148896908434355,-0.052393442398850854,-0.01000975745627016
PIGF,0.012490076713740075,-0.011932613091620558,0.06391320436268468,0.10017170367068963
CRH,0.10646638361898582,-0.003286366077899485,0.03615713521456723,-0.0027046029500893557
BDNF,-0.00279575692800384,0.0636758262574342,0.0009264169359247684,0.03614246337360721
CCL5,0.0010849885332345117,-0.00396296298691027,0.013624392667572696,-0.018488376647682943
GAD1,0.07017612239591633,0.024095094259134125,0.0007385336316688217,0.04565106507316157
COL14A1,-0.028053908296190866,-0.01914944028375328,0.052952849359978,0.014736407983512095
HLA-A,-0.01469502751432995,-0.011269181180046103,-0.08602266096743526,-0.15177016580987718
FGF18,0.02041359615265643,,-0.03227655502887596,-0.009583375446268397
ADM,0.04325579669409878,-0.018107516414250274,-0.03809007101919151,-0.12465941912994064
CCL15,,-0.013387500309210947,,
GNAI2,-0.021960007133515806,-0.04745745346028575,-0.04808681324693849,-0.04258154259505185
HDC,,-0.017797306204999343,,
COL11A1,0.0041759263963895964,-0.000785466399872561,0.021874245757937578,-0.06616358075799877
NUCB2,0.011245418303569793,0.013824703166464888,-0.09700983495466615,-0.03461535966978495
