,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,,,-0.009176221255235595,,,,,,,,,,-0.020915620924416106,,0.01280623030869092
BMP1,0.05391089159735635,0.026086368452811943,0.02858145738341316,0.0243253319825613,0.013453969689897823,0.11097896121174758,0.08468794406005907,0.021013259995299953,0.07323748905737738,0.001585143977510196,0.031337484380937336,0.06136471551487156,0.0013615843906801613,0.09695880253771053,0.011652271988116697,-0.010509777049392592,0.041312075023505784,-0.06588250847880749,0.0451530378949517
NDP,0.030913781650337764,0.044809761627524945,-0.005012928080675308,-0.01126463896114907,0.0033255682589731794,0.034114984694098335,-0.047614065113092234,-0.02265126513817229,-0.041687518558628615,0.007701493514318271,-0.05115379255108594,0.024589947135136254,-0.009997931227886574,0.02246726574236425,0.06352223236217137,0.037365693936519555,0.0734956882456795,0.036869588523913845,-0.0037369170029485396
TNFSF18,0.031135521168818903,-0.02998952522846138,,,,0.024872239123796585,0.024805364441022475,-0.002793667043813404,,,,,-0.04352266035869172,,,,-0.021569910676960763,,0.0019939129433942148
IL36G,,,,,,,,,,,,-0.03137865796631334,,,,,,,
RTN4,-0.03244244078048096,-0.027399352167921293,0.05266651135891159,0.045239034376962785,0.05968822226712967,-0.09012766752513254,-0.15733549079772285,-0.019968507143415564,-0.014125682774810128,0.11019238866848784,-0.021294431503989054,-0.024477805669237462,-0.0741351369077678,-0.11791282075829194,0.017473274441639527,-0.053368275288680975,-0.08244076308133108,0.10145658494461474,0.019671421762272573
HEBP1,0.060651094346229915,-0.012416230782703784,-0.022581794536216695,-0.03946486555464097,0.021496216708634313,0.028811998100085338,0.04029443194939972,-0.01200255586658978,0.04849952047415433,0.008175631636184634,-0.002651816108389018,0.01459708560464012,0.003094569691444261,0.06901927692370083,0.009294735827863892,0.03662858931158635,0.015309348051079781,0.05745255487693036,-0.035353742133438344
WNT7B,0.048346870985110195,-0.018628563433930274,-0.024240899615792476,0.031274647230019985,0.029383866918701124,0.020863058186062683,-0.022250364700425743,-0.0019206417477756212,0.020350884962263737,,0.03341775465452893,0.06883621602703337,,0.06418908818997314,0.033668961573724836,0.02169262281538531,-0.04510442818589426,-0.028032629979440782,0.03659565999705219
PTMA,0.03150369579202708,0.0007882072255578339,0.06006930321805658,0.04006048392521865,-0.017714114338933364,0.1462666928402687,-0.06559391381505204,-0.06133667651806594,-0.016161072155876054,-0.05741409127366366,0.005203868754838529,0.05768098355244049,0.06144606482346614,-0.07362685860928406,0.0011718615540388677,0.04128308431637864,-0.03826837446338713,-0.009090374441383248,0.07950753381670173
FASLG,,,,,,,,,,,,,,,,,,,-0.02014582158716418
CEACAM1,-0.038317650540290654,-0.014296302002897202,,-0.033333459485245374,-0.01876222383863889,,-0.0242240198933795,0.019163597690914625,,,,,0.03192841827563668,0.07790788546808594,0.05602163454308006,-0.04558318397940163,0.06933163986794715,-0.030835889451815708,-0.028029951855929797
PDAP1,0.0877472766441377,0.004943978583180673,-0.029466790058401266,-0.05377615165898147,-0.02842495323387599,0.07768842936064357,0.07449406958717913,-0.001866216276583796,-0.0018108471614009347,0.036605644641325485,-0.011639666117339208,0.050038723339225974,0.12233438091480081,0.0345490458183922,-0.05741238522661066,-0.04855849993951994,-0.052373091220062,0.06544190820659879,-0.07123695244679493
QDPR,-0.006037730590111957,-0.07172258383617748,0.05927700770507636,-0.008462404566611762,0.005154125742876783,-0.05752488780144332,-0.11942059608770994,-0.014535576315643938,-0.006022410218934891,-0.05151433844803628,0.03456460757842675,0.07984890005748671,0.03334445289273976,-0.12651771100731746,0.028422214209205005,0.06468082923552214,-0.054844673322042584,-0.029287370613564855,0.02859697122480778
POMC,0.03356150779813233,-0.02540224778999107,,-0.010494487141786657,-0.016660030037733534,0.019967203257196833,-0.01174904889403535,0.019846950007789528,0.028881739197386257,-0.008961078845577434,0.0032218400323617453,0.024417468219769763,0.04302911911056265,0.04046177958881772,0.008967448265533452,0.03715102213280627,0.05939795881473021,0.0077163872754389745,0.010962467061858152
CCL18,-0.024117233585151807,,,,,,,,,0.01014103889265589,0.019719993026882095,,,-0.022715284039633108,0.028355811854060352,-0.01992248482087747,,-0.026347557379486217,
CCL17,,,,-0.01932048539992305,,,,0.004304218789808934,0.11283540562623429,,,0.06634385337124638,,,-0.034546779021798,-0.007377157494387842,0.06841719034211241,,-0.018259924497760788
VEGFD,0.013109882047425624,0.04336423615892876,,0.11325515564567802,-0.017950633486245832,,0.08652607620297097,-0.0005641127303254881,-0.014298044222948557,-0.01731940215219576,-0.017599376870503728,0.0273738482606524,-0.019388486416931354,,,0.042123735099390776,0.03918453091470512,,
TNFSF13,0.02899672783274668,,,-0.01332683842363543,,-0.017110367250118306,,,,,,,,,0.06452858351034899,-0.003029806686235069,0.037335632860996566,-0.005063218509073271,0.05305021153438442
WNT5A,-0.028197482039665007,0.0335741234238979,0.007032333887510832,0.04152186971436285,0.05051177334760314,0.12931828194394784,-0.013739098821095601,0.009497325715152223,-0.022378821407879407,0.04213701040219015,-0.020186815055744455,0.022941982057541232,0.0771121566357246,0.03507008785492476,-0.022459261280311418,0.04448751471773789,0.034015605421643974,-0.05293605757121927,0.01739836533587552
CXCL8,0.04667135523014127,0.048707345320301756,-0.12248490904294043,0.04664490913586628,-0.031282738631915726,0.038417966751551375,0.048265960823894324,-0.011531943040540567,-0.013314960480041084,-0.013173446751683958,-0.04546313797770723,-0.013575960167017469,-0.04093140690826859,-0.039993833919536884,-0.044691150468839626,-0.10861673157633903,0.0011316376587603694,-0.08150018336509621,0.0376863355795579
GRN,0.006716202640046425,-0.0005371365031825863,0.10477098531850643,-0.028892984975229952,0.02815060752670469,0.027969643012504933,0.08035989336259255,0.03824042132682908,0.0012306153421232447,-0.020044373169099978,0.013304089251874686,-0.02992487202424802,0.13012823167991966,0.004019792232327226,-0.0464908765501878,-0.04986207735587224,0.06306414841865671,-0.08368564400546206,-0.011657430227224215
MIA,0.02715776283064738,-0.018210442145439786,-0.050425436332114555,0.006949111429327477,-0.03820241548651377,0.01706635681428873,0.023703109506272264,0.05223820219274276,-0.016261014163528174,,0.039477217516327406,-0.024759988201792444,0.08689107070491983,0.008628765613603,0.12052781613014836,0.20379365658015522,0.05796952305540441,-0.10217483686103773,-0.03591106483591588
COL4A4,-0.01769693606436689,-0.030624539771544765,0.08943214493577446,-0.018803149611887882,0.05861949807007015,0.006087214925316605,-0.024426030630082658,0.0018386525543991408,0.055587593694917344,,,-0.03205204584905506,-0.03257770514974806,0.020117434032917617,0.058046410476973294,0.053465575300412065,-0.042478657425557634,0.05094226272901762,0.04290222974809973
TAC1,-0.016327893219421033,0.040238673658489044,0.0013907171701109825,0.05205850949114086,0.04897473578696777,-0.04342459549490204,-0.04403053253182485,-0.023461287532548104,0.0029679979165877744,0.12163612464679736,,-0.02031136578117479,,,,,,0.0028710523902153516,0.010453603163781371
RARRES2,-0.013551884198696474,0.06640771311700135,-0.009811843278169623,-0.0024213804684723697,-0.04463344868706479,0.0013363773422754106,0.08475534749414165,-0.0015429985189993336,0.021581959861954873,-0.020551998652196996,-0.04344727171174774,0.03353726468604287,-0.018237247159735112,0.007672542580187316,-0.04069071155720864,-0.07295444278163572,0.00731302832698608,-0.027631979255190807,0.03775143722762243
FGF7,,0.03418278725705477,-0.03387664636259943,-0.007623433579002828,0.011570444757563159,0.007750882290873496,0.03090847015090038,-0.016576013772129784,0.02864523570732987,-0.07669116565523755,-0.03834569004183934,0.10679474554583501,0.03385928287473888,0.04820820938118762,0.04584518755318865,0.07447834334743891,0.016311532029212577,0.028289166918826554,0.037459215952082854
EFNA2,,,,,,,,,,,,,,,,-0.04332376580548179,,,
HBEGF,0.07086403788212325,0.02302807545346872,-0.027536187211475147,0.006747315658440254,-0.023190609424634186,0.040983697426034936,0.07257925393630871,0.0287829597687305,0.037270253459833654,-0.01888769723854012,0.0025645117455283194,0.023953956347392377,0.011464089341313013,0.07032116356225009,0.024591180714941038,0.054829968333085524,0.05047500547272087,0.0009256469967712185,0.04527325810449042
CSF3,,,-0.02685822083004461,0.05285232527537618,-0.05318206531897567,,-0.025842270263918825,,,,-0.026440005666943538,,,,-0.07597510474108095,-0.0540857390260337,,0.043915951355565336,-0.019224883570309978
