,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.052201154587147164,0.004012211152360076,0.01983755478078447,-0.028863141445238494,0.03182194890325103,-0.04016762738355774,-0.047347359528279565,0.015712951386566372,-0.13289708434474984,0.005581213120505862,0.024077945811254598,0.009626872926800142,0.12212632640636872,-0.0028647582090882127,0.051104821115717965,0.005804138086633987,-0.003605348052151243,-0.038382620800428896,0.0016374022081736294
NTS,,,,,-0.0749199604167843,0.07435480221923979,0.07173564652476984,-0.014466797541141566,-0.024026225327093375,,,,,,,-0.02501884513926834,-0.04420987418220051,-0.013901169865673446,
SFRP1,0.08852713556056438,-0.04797896722621069,-0.05032003711492158,0.032351075573806364,0.00332448647413749,-0.005229782114985532,-0.030542454875404447,-0.01749884602013899,0.07681535803688573,-0.002706605951669398,-0.03701377186534562,0.004223373721034796,-0.028401208856813277,0.041850806805177776,0.02438849057376582,0.027975197188907914,-0.025465332941616382,0.0023807128016785214,-0.02504181864997331
CXCL13,,,0.04990747852401667,,-0.025285266239238317,,,,,-0.04316981220863941,,,,,,0.04848684326205877,-0.014685573053846638,,-0.021519018526178293
MICA,-0.008241946868634678,0.014417273750533392,0.007840675184811036,-0.01891440923739429,-0.028962443712756927,-0.010489364649065932,-0.008376605217035057,-0.016603434098891142,0.0755026517190231,-0.01931715627243631,-0.004370680361371009,0.09431726055868363,0.027442317612993733,0.007421371466378774,-0.004489786107329393,0.014233803227234946,-0.05645562309358874,0.009106831027988531,-0.03338597191295826
TG,-0.02512914246431841,-0.010152375875038588,-0.02080533984583487,-0.0240825638076862,0.0007584315075380854,-0.01664926018461546,-0.02611725503415604,-0.012663838746380876,,0.01675057933704208,0.031862802573423825,-0.03969722177667373,-0.058955422008870065,-0.010734647479615285,-0.009941146819715852,-0.004649833137972001,-0.018522886035665504,0.008714058003694458,-0.03963927988969434
ADA,0.026090805612183923,0.018985149508018478,-0.0429810620425349,0.04124497104355971,-0.0023020109596440354,0.05004317176405185,-0.02675641597478229,0.06325134104908803,0.08226499385053078,0.0025450178532507913,0.05798260104170679,0.006992712835727211,0.020571898397446088,-0.06080566401755593,-0.022900221871617592,0.02805694327372435,-0.0605935548702648,0.058958792972238196,0.04431475070378467
LAMC3,0.041122666509920275,0.05702711112801285,0.02728986405113199,-0.03422081972825588,0.027073338525725174,-0.0012180735898823034,0.03086633310790411,-0.03274250716618369,0.0690113498730644,0.018659459821600027,-0.02676042850300541,0.04658168489681131,0.021984772078129825,0.04907269251361228,0.06632493796070328,0.014066223335561286,0.0011610998033577467,0.004730748191945017,-0.0025004690959129212
CCL7,,-0.017713769412396104,,0.04832482592288943,0.010433234223271911,,,,,,,,,,,,,-0.019999381870335772,-0.02502983967138172
NGF,-0.0181614987679353,0.01573311701697804,,0.027527800528095652,0.05180172944765906,,,,0.04282837465436096,-0.04788553736062797,,,,-0.057013793925590285,0.031891739760565835,-0.020259658852264356,0.04505969397367395,-0.01156011251008168,-0.05025694368057968
TNFSF15,0.004056016705540154,,,-0.019388729608837748,-0.024820755747028234,,,,,-0.014605547844568354,,-0.03659078941518087,,0.00974894540600139,-0.04024877341357264,,-0.013975916728283789,0.005239003177431184,-0.0025945848299971496
HMGB1,-0.03294618249039174,-0.006828814496997703,-0.041942114125585336,-0.04932426575836885,0.014774713203072685,-0.010597431528878428,-0.0019147185696564168,-0.03077960163505451,0.052513478368337925,-0.09048738901855304,-0.031221545930904766,-0.05402486850132654,-0.012363351770951369,0.012046076560109236,-0.028253584217378655,-0.022185686577865873,0.05057863039747479,0.05829820614800714,0.03685448505563996
ITGB3BP,-0.0024563215158729204,0.030486952250676904,0.03187005801129357,0.007124775636510947,0.017336205591266467,-0.010040497765841032,0.0015840306292944453,0.03489177225309665,-0.018644414933166466,-0.020657452908092924,0.016466096745981984,0.041930792422492896,0.014949430272706862,0.1132571812064668,0.08602107831742078,-0.021371028817749268,0.05961644992135215,0.06140741043075247,0.014027782722372442
AANAT,0.039006687601671974,0.04198461478478459,,0.04967399218793256,0.011666873214546203,-0.012443410550313476,-0.00046178664086151143,-0.014597809773137415,-0.022588200125865265,,0.009965549993973982,,-0.0662815178174784,,-0.0035399615181576053,-0.02763548093225751,,-0.02116018003660182,0.009550714913814587
RELN,-0.03131435157401244,-0.02948293793369929,-0.004054516006991143,-0.021079173549465473,-0.015550519600351148,-0.036512870799688846,0.006423917195025225,0.08907564723875813,-0.04505989143878516,,-0.008826437067649694,,,0.0155281280485438,,,-0.01688139280513553,,-0.02156639007308507
IL15,-0.03193793187257246,-0.035908190766663274,-0.0025928651182155972,-0.0027108926734514026,-0.021129421461554873,-0.01889098558214312,0.02325464810748343,0.00684092074743361,0.04262039512906076,-0.03434326512810771,-0.019839449644497492,0.026980414284193552,0.0587425618478584,-0.049586645220056624,-0.03265480012406732,0.03498395145779107,-0.010612811486228247,-0.0004440677045527794,0.03723417558127244
UTS2,,,,,,-0.019182053966261152,,,,,,-0.008825194485589084,0.1084749232290654,,,,,,
BSG,-0.09174889637379509,0.0025868586847775927,-0.011509174955965496,0.0496590280125151,-0.0703987977076056,-0.03129860457063194,-0.017467932839100225,-0.04497578007388099,-0.06230527720632327,-0.06778138677246669,0.036207047646926414,0.06053828325668514,0.07277495555435753,0.025911001617683845,0.1296944427175908,-0.01283741724638437,-0.006346822200162087,0.01861692476953935,-0.014944672549536327
ADAMTS3,0.025478119497568636,0.010798067880720795,-0.03655649052967533,-0.021264219645668315,-0.03954232589037817,0.0539676671767989,-0.032104887079262706,-0.034393128398899,0.007824816665320982,-0.028655422051665977,0.03199333652707259,0.12190423015216216,-0.05448012352263258,,0.008487072663093767,0.1292959684176062,0.0390918732551079,-0.024569579281801864,-0.04793821891577198
CD34,0.08643855672628095,0.017126225795353108,0.07138506457718027,-0.06874170935734229,0.018365207231466552,0.022741539765807624,0.06575386839669711,0.11256528801400859,-0.04226950616168502,-0.060549768035944154,-0.006492936445063891,0.00892631168428962,-0.09595764966602813,0.03650901812714609,0.03320973726550075,0.0005263344632485399,0.023578694927802134,0.06124991212071197,-0.019075632659154546
CCL23,,,,,,-0.01415862594484189,,,,,,0.009422791374026854,,,,,,,
PLAT,0.07755543431909513,0.01893577441914329,-0.06904523303979691,-0.07372468802447756,0.03632359990673748,-0.016109125946400436,-0.03763374970055853,-0.05417336202545393,0.03511439302366003,-0.06757243742554074,-0.01733387654331013,0.04911393271415314,0.0013316117421434102,0.028976817973635542,0.17421890102445853,0.028660589008833805,0.0225241663739786,0.024538950980847348,0.02635530126660896
NTF3,,,,,,,,0.002022773836124345,,0.021098165926199522,,,,,,0.02148388428771831,-0.0031706987138825963,,
LTA,,,-0.015300312318847162,-0.02231605843672704,,,0.07633886478954968,,,,0.11714858186163755,,,,,,,-0.028478413413600297,
CKLF,-0.04727428865269909,-0.017926812423972944,-0.00881648814642332,0.032023088363395354,-0.01548126286875249,0.03176823102930485,0.030962050806356587,-0.03713342908293728,-0.012328957861227575,-0.023396904599314906,-0.009851415682313135,0.10301901777425304,0.06188969664817558,-0.06525511975869458,0.06984681783134145,0.03482053640147712,-0.02174140436216706,-0.013770025676165747,0.08408026102607412
APELA,,,,,,,,,,-0.02692454467740124,,,,,,,,,
CD24,0.013257111498783749,0.037000576548275786,-0.0002193378302448008,0.019945844618490898,-0.014639296463666506,0.01633739661473159,0.040109352050059686,-0.01902964751261867,0.010386913995854914,0.047569575342527884,0.019650814650216546,0.06990945697154204,-0.03605662041027779,0.008670709681152203,-0.002921005405816717,0.018022108721857347,0.03570539606743844,-0.012807136638448355,0.018429126440394846
HSP90AA1,-0.023308477376361183,0.011323944913518772,-0.012764330219654438,-0.03069685082265416,0.06173981901735256,-0.03817236569505142,0.006886233815938585,0.055882610996766176,-0.0346214086004337,0.004194162092357646,-0.006187117366728682,-0.06866538635692133,0.030651938061447673,0.1274384132806528,-0.04848455754682751,-0.04553208243132601,-0.000759549592637726,0.0023201521041584404,-0.016833457129844208
BMP4,0.10189198446018233,0.05625873397394713,-0.01621922796237323,0.034445831000650975,0.00042332789384749096,-0.038114590986096965,0.025595901489376464,0.035279490550409374,-0.036028669339298436,-0.045420210372730606,0.08271318472757831,0.21253073194286193,-0.06245159353761421,0.015708740282235373,-0.0390526142572963,0.05189369979514005,-0.02163767315710545,0.00933843163516339,0.09736617003652315
SCGB3A1,,-0.017713767641042828,,,-0.026633936605826292,,,-0.012313395320285686,0.10350542970809978,-0.017496573752121394,-0.013843707305055125,0.1218848236814775,0.026296073091478443,-0.02599412510771128,,-0.02798706794837566,-0.001916378746667055,-0.021147941810074428,-0.011558822681567306
IGFBP4,-0.016168503306647188,0.08338690497943994,0.013304358215247116,0.026773888797471546,-0.04344304859633573,0.014869722560848836,-0.05730914345639457,-0.024520696470691127,0.056246379424441155,-0.08839890638913796,0.0857603533632693,0.01604059122569285,-0.031331257907350286,0.0018676957439577235,0.05601269301878192,-0.0002755161128962409,-0.023428791942309787,0.0028338715049210654,-0.003972329509762246
RSPO4,-0.022186132730446156,,-0.024734702319237547,0.01979419530213143,-0.030739892327029155,,0.014641666716020739,0.03316862361574856,,,0.05944401612399817,,,-0.04258963814659341,,,0.05810647566848397,-0.015884506653019156,-0.03414333190935984
LEFTY2,-0.037161915838331526,0.06587272949140167,-0.01548822343314007,0.029501043025559708,-0.008830730619308991,-0.009816905977894409,0.058833483400197874,0.029155278263280255,0.06662144784793199,-0.0165143448542386,0.003706733620604741,0.001753209897497693,-0.14299539735917366,,0.004449772964045618,-0.02361235749466072,-0.026581457116026025,-0.00655381263154216,0.06761048545116201
PF4,,-0.01837519045195325,0.10347263729125333,-0.015191326093147254,,,,,,,,,,,,-0.01882238449372746,,0.02853105405752429,-0.026746403874417308
ANGPTL2,0.06964700934646634,0.003326998527909546,-0.06469853830180598,0.04041026430665558,0.044834284083157996,-0.026288775856541366,-0.014557296643437483,0.02992029866648355,0.13082670513411368,0.0364138242316614,0.013580567421226868,0.06258514868382825,-0.02713835560540851,-0.06208674583867415,0.045640424694384965,0.06616973128309084,0.032041113619351316,0.011571227556445716,0.03770844455050253
LRIG2,0.019407230536125863,0.03580584391566783,-0.018160934061113986,-0.039333683971727026,0.032424432150823856,-0.026388411485973626,-0.019697495435381605,0.02770256836208585,-0.023596366927433995,0.027384320780878595,0.04269580571766354,0.03614675696965257,-0.03619003320954979,0.042828415550993766,0.14388716931957954,0.05391549519698134,0.05796091530709601,0.011931223114250294,0.05310409368856575
ICOSLG,-0.04349454153271303,0.0551974953236719,0.04743617586448755,0.05244431635879659,-0.03444540675689401,-0.05104390231041049,0.004734245281539437,-0.02336852147286439,0.0663286108898737,0.03976548538740738,0.005460767685954374,0.06522790840457991,0.037139547059138155,0.06158490854929515,0.11456692144013565,0.03724229613514057,0.06982777056126717,-0.013137861223299609,0.07888612898009363
WIF1,0.10129476059319874,-0.02237642676202292,,,0.09102257464331905,-0.04081296124425491,0.008055132577607644,-0.023171257173288336,-0.03302244075475124,,0.040892578007267685,,,,,,0.06351345595073385,,0.015079672606271756
NPPC,-0.017040032452990874,0.046644263721816966,,-0.02356549304909767,0.00456493835010168,0.005716592117491695,-0.017911694669362304,-0.0008281197206673347,0.006072944750367493,,0.01815657015811512,-0.030506157927929763,-0.05739406602896991,0.038177595457103156,0.05402921317905565,-0.013147337864587853,0.0034847278058053196,,-0.06427778658656631
LYZ,-0.02876368171893468,0.011586139813610447,-0.021627222040149306,-0.006439084231151566,-0.014170384342265977,0.04383452147573678,0.03275276864666667,-0.002200451612452163,0.058711336620880815,-0.028354619934084727,-0.0452888482537447,-0.0027510358544950504,0.008495496012295918,0.009578651185944892,-0.051908441477644514,-0.023609958178937324,0.011331899772577383,-0.03279785134271927,-0.016371633360191373
EREG,,,,,-0.0432583221428158,,,,-0.024715980750651758,-0.019310948753657027,,,,,,-0.02006378187138341,0.006573488209541357,0.005076427391957286,-0.03079303402129656
SPTAN1,0.07848078287342693,0.011231683336588015,-0.05556208962428544,0.01474577479587476,-0.0001574896799201475,-0.03447413681503963,-0.016060610233392517,0.024316602285152374,-0.09888438063521765,-0.057089627144775695,0.08400716278248098,-0.002759920880426738,-0.03296465990715518,0.05729000925604085,0.025331182903097386,-0.003914240864710895,-0.016708248761412137,-0.05733774709476603,-0.009547367254718405
PTH2,,,,,,,,,,,,,,,,,-0.01889078010797303,,
LIPC,-0.018022233945668202,0.10068170292265585,-0.020946902770087816,-0.004933507605197487,0.04456760762466965,-0.03254556598926001,-0.0011376001404187419,,0.06586167954792034,-0.024145860743879765,0.045464171559006165,0.08886093177569994,-0.06156909845011612,-0.038208301184638443,0.011658474624986611,,,-0.01151392142332051,-0.01762849945606155
COL8A1,0.08047127585176071,0.04349747343075221,0.03393348347650509,-0.008559646664026298,0.04846832015490786,0.038591739225975245,0.00016109346781440428,-0.00913844940957921,0.07186154092275338,0.04407859168694603,-0.02764167077422766,0.07153860269394727,0.03854598278921757,0.13479767177131996,-0.017838273004236214,0.0339352104149014,0.038222109263309774,0.0008688507043321204,0.042793984747670474
GSTM2,0.0016966273488812336,-0.033398186518585636,-0.030497305135215386,-0.020597421550319232,0.002118389091872874,0.031172322200626303,-0.05214752546939594,0.018057581082722172,-0.039311071886953056,0.04474185358972736,-0.048309705562790656,0.030328947614349663,0.015805176291461984,0.032622130097234005,0.06111137583630007,0.14165366731981374,-0.003193881616357576,-0.05564105687578073,0.01644585795986293
IL4,,,,,,,,,,,,,0.028174957914667665,,,,,,
SPX,-0.04745500684786049,0.08505443729458852,0.047572459817035534,-0.038297366521563105,0.16159528450209495,-0.02427349853219417,-0.010193171065235616,0.0310852760422606,0.02632817786386888,,0.05160133476220741,-0.021260871680552348,,,0.022888000467417974,-0.023370396199554312,0.015764612681720438,0.002218913260406142,-0.06980141211740055
MFGE8,-0.011762426672472737,0.03229646462083873,0.05564998940223027,0.027870462135267934,-0.0025504616262668526,0.07489435326589908,0.04512596984912966,-0.0020115426045213313,-0.014276046033687968,-0.0006274318106661371,0.04182189195390238,0.041203688233889965,-0.08344259196879424,0.06674596505757713,0.09586259074259357,0.02822537312390053,-0.01572934289986268,0.0021472891324243815,0.006536266029481392
TGFA,-0.04656059222399744,0.02814105731514006,-0.008673380725691592,-0.023499370971482154,-0.01609720725885176,0.02113756428777663,-0.05925814391313581,0.003149985777683016,0.07835318057543171,-0.02602520442115456,0.013420544962852868,0.05694415229202797,-0.03354153867759654,0.007200867663853878,-0.0168671915567443,0.04819978393694843,-0.030765991869599992,0.00139270720311131,-0.019403617668087358
SLIT2,0.06884309123475345,0.04196678649885992,0.01931458337951292,0.040681939945554094,0.06737599728871081,-0.007655089656409717,-0.003499511946046691,0.009720639654088483,-0.02853139887879903,-0.03198400103724519,0.0526816078280943,0.07119105061271207,0.011757230473516091,-0.035466787520766194,-0.0378245295580654,-0.0014901139856663289,-0.005068007034190719,0.014188048567952843,0.04889749181332698
PLTP,0.002455503025871457,-0.027985869431294184,-0.02489017608139546,-0.0027352987139667093,-0.012164626551209898,0.02612097568419616,0.07089727469940106,-0.008631946608903691,0.10255675036117401,-0.0630186027142489,0.025634806706363762,-0.040035502017733426,0.05709655280206213,0.09859625360080607,0.012152851474300091,-0.043508747165509176,-0.03174956227452877,-0.01617384699075109,0.038829359573270196
APOD,0.021167344082995084,-0.0731146847771525,0.04658052031294462,0.0031101718333148504,0.06377851099755007,-0.023681107858202547,0.07203003463947356,0.034834973506163956,0.14405629616230728,-0.03262806508718771,-0.003472705736328126,-0.0992942241569834,-0.0111625270364132,0.033867737395030045,-0.03545913685560988,0.022790619787434716,0.037809982776253054,-0.05887281794933369,-0.09171530608561508
B2M,-0.00811867920976173,0.08154595774481713,0.061668364395223524,-0.00864231999275448,0.02119059159014817,0.034979706645853245,0.042009621642650354,-0.05718396543485771,0.09737530714494474,-0.054341334029928044,-0.01811041760575739,0.060311318760410584,0.05158104209647755,-0.03929851368036349,-0.03647529460324935,0.042308885716171606,-0.028815859711762884,0.008114970867770447,0.07675101691437965
OMG,0.07629253086434339,-0.0181207127251941,-0.003684571245009017,0.0005170091004327238,0.0687332247821289,-0.002490446105274716,-0.007544883718841253,0.039551748802076236,-0.018341677128488117,-0.012229729947586926,-0.00460890935311048,-0.047647983757304516,0.012527462373910584,0.019247525018435494,-0.0654815454433879,0.05991409012746164,0.05735198758149663,-0.008150620725941745,-0.02074615476090049
CXCL3,-0.0615664278219483,-0.004412678418061932,-0.006118900209846254,0.006558294751207244,-0.04531199642689436,0.07858045374306379,-0.029738445311750607,0.008328527832720426,-0.03479379331434487,-0.039973151896639844,0.009432618743155824,-0.007552772501141643,0.13310797979454392,,,-0.003717193301906442,-0.0170483151372206,0.051771489011128685,-0.04305175299908574
CXCL10,-0.07459286169592266,-0.01179006143471927,0.00719215423175182,-0.03509390923378745,0.03685643146206723,0.021836469998070793,0.0032651382296556824,-0.020010338423874917,-1.0389503158605665e-05,-0.01666425988386061,-0.02270535818105612,0.04262731921769064,0.1624635853686167,0.04425980921380801,0.06407799703286636,-0.02524627414925907,-0.026707999662884865,-0.022253786218337658,-0.027896300428148422
RSPO3,,-0.024061902628079716,,-0.01764176156986426,-0.016642830056719748,-0.020432739927694083,0.05838878848333485,0.07084738511696408,-0.053082545645264156,,-0.014930682705158663,,,,,0.07986964469665293,0.02394858558092997,-0.020295461910087048,-0.019918745453500912
CORT,-0.024874563730955434,0.02274681501485148,-0.024856155127363735,0.01115330876453955,0.026135570836777273,-0.03536343428018728,-0.05049983236418804,0.006117145392661501,-0.05110316422622457,,-0.030044936407883912,,,,,0.001017937080091782,-0.019856446547800482,,
NCAN,-0.038987875128401864,0.003446928194921019,0.007973578837139809,0.023628216780649438,0.07702742771068684,0.022509881935221833,-0.02767699632274022,-0.06660052455026076,-0.04489386370981729,,0.042823476840689594,-0.05580432681371971,-0.033042429236100096,-0.02765644026216411,0.0424452312011204,0.01629563221640565,0.039737449792075774,0.012141891142040426,0.009446701241320691
PRG4,0.12694134904840687,-0.0014009302740621479,,-0.017411657868887157,0.18546287253580518,0.004808184913894578,0.02516453886076834,,,,0.022219069930520238,,,,,0.026193470287500718,0.025858859775350747,0.044407985176739204,0.016179254508624834
ZG16B,,0.0026427628330907417,0.021933761866072442,-0.006072009160602142,,0.022958516208023885,-0.017974290244934486,,,-0.021785420131851432,,,,,0.12921442604424524,,,0.07396018668681119,-0.02281742561102265
TGM2,-0.00284701710781185,0.03530023205080853,0.006505872401893148,-0.040574882071656146,-0.05381285935365114,0.033554587464675135,-0.0164264235634195,0.022218623396210942,-0.016034626841031865,-0.037019468661581255,-0.02328211943066754,0.04546791900846402,-0.014378679546036078,0.00019983534576105936,-0.025910293066955033,0.03179983441600987,-0.02630650402313977,-0.003404597840086206,-0.01211513275899401
