,UKF243,UKF259,UKF260,UKF266,UKF304,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,0.015450864577190417,-0.016774813158132867,-0.008549636636277112,0.03662586218980052,-0.025739373586347425,-0.00025365893851146877,-0.014498964400171541,0.00016010991884054775,-0.021014593961769787,-0.003640158508058977,-0.07434725482628268,-0.08329940071914689,-0.02539314765801533,-0.0022362018977507303
QDPR,-0.014850258769631062,-0.0013887939506104095,-0.0372177150547079,0.016814892733320607,0.0901202119283873,0.10008113813022441,-0.07044575285921306,0.04991555500808068,0.04203932256106211,0.007300092622572349,0.009936801955060777,-0.07729061073131002,0.01756447437172369,0.04935611938136863
POMC,0.11206328392235203,-0.0334855873799166,0.041865829743638165,0.012020970228984384,0.05636892850222017,0.09469656708741686,-0.0973527630612713,0.01344120790103478,0.09541235748123834,0.01155222531645163,0.07809182040947238,,0.05570521748789529,-0.0011553549495775263
CCL18,-0.02960629865780468,,,,0.04547969900228768,-0.03758156020013176,,0.005057050625027058,0.008483755960230554,,-0.06807436967662586,,,
CCL17,,0.007168275373584791,,,,,,0.035118266322166344,0.044444704455959744,-0.03432401459760198,,,-0.018911094654879862,
VEGFD,0.019579856689247117,-0.023219983993889342,0.009469220506796296,,-0.020126948151517582,0.03960062656653484,-0.029320350509347986,,-0.036061031897922285,0.023782998621203224,,,,
TNFSF13,,-0.014376155947500052,,0.046056979963704656,,,,-0.021598396363462086,-0.04168029853507186,0.07342946086965632,-0.031061919355425523,,0.022000793666670144,-0.025665210787092652
WNT5A,0.01306470186473825,0.0024017552180657003,0.0019895553050403854,0.06058178752699542,0.00326382329305637,-0.028164296804087212,0.08831111619807772,-0.0632886422079641,0.011495961472881368,-0.08246990306574159,0.03975466167357737,0.014992575334344258,0.009109504038700846,-0.017096306149743636
CXCL8,-0.11636614546056762,-0.047992897060246016,-0.020042719493712245,0.023552681437077127,-0.045862584984236336,-0.10323385535205548,-0.06017538989331989,0.04585116923399734,-0.10044695843077572,-0.0038857470445103418,-0.03867900756790933,0.017359235417326792,-0.04285767001484133,-0.07522257198555238
GRN,0.10293254373203536,0.014201958072454238,0.06529066962083271,0.03748037346896048,0.03981170565819702,0.12232826143383438,0.023178783636333057,-0.059537947975991844,0.07707381842765955,0.04535704897885265,0.01905070562737515,-0.03355866348970865,-0.041363067395881394,-0.03457674927673708
MIA,-0.05322313980763234,0.006884809438406747,0.001990138617643108,0.15982376151223132,,-0.05748558354636109,0.0102078112520121,0.05203126844693234,0.07195589871610752,-0.03883028999593164,0.023586465818225284,,-0.010596395303049115,-0.004001535470957056
COL4A4,-0.033580291419268535,0.04421535739987461,0.027676702021985067,-0.011776764690710899,,,-0.03961364355518355,0.003030024974436524,-0.04376845016423295,-0.03272471676478923,0.001600332540970435,,0.08420019182739105,-0.028684759225543675
TAC1,-0.04205669705070463,0.0076311806616169596,0.03719632804970448,0.02384636076451419,-0.012079465862086147,,,,,,-0.01632062536509665,-0.0339043994685335,0.008249448613887413,0.06208509179318528
RARRES2,-0.01661876893755382,-0.00164923616756458,-0.05251891687497466,0.03174179334700928,-0.008068851442773403,0.02689245558512772,-0.05753234521761834,0.04221540906639674,-0.060681433680595094,0.025689891849153473,-0.03536970996334156,-0.014924341859013885,0.010785209412168123,0.09709706607358416
FGF7,0.004631041903789416,-0.036943892586926964,0.02504816338830784,0.035443383036296405,-0.03354114414498135,0.02564167109056105,0.018891622802108297,0.019610866893147907,-0.05979812892175934,-0.0021207307783842554,0.025084731952817556,-0.028045909791168548,0.018024467205857958,0.10102098504772433
EFNA2,,,,,,,,,-0.03427359750375434,,,,,
HBEGF,0.09271539247616428,-0.011374050537171911,0.006201253081714831,0.049275643848612875,-0.03647281928200005,-0.010240589515345289,-0.06157874766151354,-0.05451605552045573,0.0046058556500016236,-0.019473176866482603,-0.043765995083697246,0.04233416132648611,-0.01862048528179938,0.030387342604631083
CSF3,0.0034459085220410217,-0.024841519800445886,-0.0014416953464586057,,,,,0.03007951599672856,-0.03204314494583015,,-0.019872340222727155,-0.03273932316754611,-0.01991046529090306,0.003685476136005866
PI3,-0.039780831217572386,-0.027882898519629145,-0.027553857882479726,,,-0.06015825317999674,,0.06448002839558854,-0.05922368429200467,-0.010593693928659081,-0.056461935856156276,,0.021442140643775646,0.06306885360911152
PCSK1N,0.010345481006645575,0.008094681103417167,-0.023965037171688748,0.013221150185893342,-0.10442414617314044,0.05143416989789119,0.06118337757395789,-0.017650983383743057,0.05549553562437464,-0.005709082072798642,0.07473328883578606,0.021586765511943894,0.004060395510661231,-0.004866951158452742
NTS,,,0.061470431242882324,-0.014376753910112733,-0.018120718657493,,,0.0003814230598016954,-0.020698568573174612,,-0.026488258490516507,,-0.029484684080539652,
SFRP1,0.07362233231147654,0.15682834183897337,-0.017038012741564232,0.04234631246280803,0.12454980379459694,0.15908024046025687,-0.06349063635207118,-0.050722802146560456,0.04900228239557667,0.09577682897560491,0.024054411556891173,0.13519641226598544,-0.028799534720241316,0.0036782908912074345
CXCL13,,,-0.016884888212252307,,,,,0.0021992600480141753,0.06604042477853841,,0.026601635017174566,,,0.12174095612585761
MICA,0.008481160234713507,-0.046407316800459876,0.0013290009533613678,0.01703303601613076,-0.0576871901865638,-0.03865411175674967,0.01655266111130232,-0.06339901423815004,0.05762668481737592,0.0761403704806267,-0.017299711715177635,0.018841285298778532,0.04488945604876019,0.02989946257178956
TG,0.015145371422543604,-0.019624724147491574,0.0082196070299357,-0.01659456391545042,,0.0667438555958582,-0.027866213239183247,0.05198101214815292,-0.026565677524172604,,0.002407271604280373,,-0.038829205086787444,0.029555765527942104
ADA,0.01912621129724015,-0.01916396173395685,0.029432820897355175,0.013093519790039405,0.08116326108694716,0.045786713654235596,0.05586390414781261,-0.051560326606037585,0.02744977616848901,0.07102910410869555,-0.0013866673140663663,0.18253784273244497,-0.03623536081106738,0.013684442871169508
LAMC3,0.10167480438074496,-0.04232572736850384,0.08789732151708517,0.09422600477922496,0.06006965348724909,-0.03717409214660947,0.09242553498937726,-0.08331652299507117,0.06906339699553231,0.06257244492789517,0.005693358324070561,-0.0643540863674646,-0.004559783465909891,-0.018016835642117274
CCL7,,-0.014188644203639513,0.12271893439115288,,,,,0.025391286071278347,,,,,0.05984879277302955,-0.008237767006021295
NGF,0.13428602323352365,-0.03250980782041744,-0.023894985865764544,-0.015835664919883554,-0.018120730588783947,,0.05471370091357221,0.023704355173171134,0.07894996547330242,,0.024021571506058822,,0.05381177021722623,0.025620783342778283
TNFSF15,0.0011725962041548958,-0.015799749278451118,-0.016574699359179674,0.05612921595170145,,,-0.006650939148671089,-0.04126281546915118,,,0.022766008343942597,,-0.05512692805710506,-0.01879267782087689
HMGB1,0.14916034181089477,-0.04494792528763444,-0.01763449909480698,0.04906480538655129,0.03287616371657856,0.1279844858839117,0.037209340869616504,0.006330819697612904,-0.02136142691282173,-0.012858043801499436,-0.0026106035447043753,0.06294804914814921,0.008545854150735065,-0.05448669711455152
ITGB3BP,-0.02291229280615037,-0.0006063805532466999,0.013960189424236144,0.09079359673427047,-0.020021931300030514,0.029026682737987395,0.006002752351094561,0.03476320483269737,0.04552816599645104,0.07438429216415195,-0.02653723476618413,-0.084478283741001,0.011562143153019474,-0.000965425847530378
AANAT,-0.018411923539605572,-0.014376157481839813,-0.014934795385036857,,-0.01703615170038323,-0.006481344293227676,,-0.03713159138858833,-0.008570718142904173,-0.042457704871518856,,,-0.0220752334756197,-0.01842364836320562
RELN,0.11042859425721317,-0.024953789919288007,-0.02707979128218644,0.015781743881477326,-0.03723960209522721,,0.10890783830753381,,,-0.004046242948790554,-0.029745487834217616,-0.059357083657356216,,-0.022443430142507017
IL15,0.07222664055263957,-0.036606183038050716,0.056851938731624425,-0.013681842971838776,-0.03491088012654656,-0.058991329126147865,-0.02459212596839913,0.012705453255211756,0.058438425996688616,-0.04245139920563904,-0.04667478733182777,-0.03462680970492148,0.04440062970953715,0.0037456829379701596
UTS2,,,,,,-0.030175152386671792,,-0.03162026763900646,,,,,,
BSG,-0.07813719970014997,0.004491808313562225,0.005942826552427063,0.04655502925749831,-0.04797437847260615,-0.08118132940580862,-0.011293079777144954,0.04334690875647771,0.01711407493888609,0.07277721019338834,-0.015562934405933268,0.007922595130069364,0.005116430841230245,-0.011079305487049829
ADAMTS3,0.07790362311366121,-0.05387526406116915,-0.01944315495738398,0.028047043187276445,0.01229646539802797,0.02640914579574915,,-0.03623187461533543,0.05082922703233564,-0.018858331451152663,0.04253032560093866,-0.014733395092706617,0.0754531226627788,-0.005331937509253339
CD34,0.008620489380707268,-0.03907976316657781,0.07687678961937632,0.08741544187769772,0.009254375781508924,-0.04337599297376005,0.05706177413431174,-0.020835206445400992,0.05635303096415562,0.03965549181056189,-0.0003798815423131853,-0.06255788697454086,0.029943485519616935,0.01609250006446999
PLAT,0.08592226345329432,0.0388149871728878,0.06230644848848422,0.03222743308444088,0.05317056726231228,0.07432770010362291,0.009924573895745943,-0.011972510316272719,0.06059389856290162,0.06375222175922032,0.015812300923243833,0.0006757572733062909,0.0404396976003992,-0.05459754952085375
NTF3,,,,,,,,-0.05291416777914229,0.04952465503546024,,-0.002045150269871835,,,
LTA,,-0.01818521044425905,,,,,,,,,,,-0.015869187794228478,
CKLF,0.01699852782030134,-0.09123522167219879,0.058847325134323926,0.0174418977569241,0.10687934493841365,0.08712318242952316,-0.05906890755713404,-0.042855338876486855,0.08141679495172603,0.05663900775509035,0.036105556948026696,0.10173491564544082,-0.021272130248362536,0.0036611726363223445
CD24,0.0311185433869091,-0.010558831581905685,0.0061771748213663245,0.08996870919621419,0.04823419423761665,0.11308599784534695,-0.06535484229992321,-0.033278124457801025,0.05245740581199445,0.034034909564110254,0.03683108104176847,-0.01772930519124297,0.05382348151265555,0.0689653264568292
HSP90AA1,-0.058139054826374756,0.0016003493438302195,-0.04990233864615959,-0.041977208517603344,-0.0930352538836314,-0.05923467238966976,0.04764429544588473,0.006074263995077584,-0.14611752867676667,0.026148851396340437,0.02198764684762705,-5.665457246430156e-05,0.09549408602189434,0.027076398274252744
BMP4,0.0145871482221566,0.026400456521641847,0.0740737511000135,0.09405136203542629,-0.007072358496729163,-0.009101888370693314,-0.04279948399531787,0.055723179686361805,0.06988101573953612,0.0584175817290806,-0.008095819226403357,,0.08439371787840165,0.06908086491268445
SCGB3A1,,,-0.017785497609027288,0.12762415473973412,0.006651735966874038,-0.04233978732545165,0.016395276831578834,0.04458508068830474,8.614453624168422e-05,,-0.0067010410189818305,,-0.04374672805685832,0.018799646038183883
IGFBP4,0.0632250340648296,-0.04941766027362967,0.06547732514515783,0.09264841474472682,0.10345361493653558,0.00183432946797805,-0.03963177139868169,-0.09071159833611077,0.0973189120472454,0.0309388400631685,0.05601643044186595,-0.08335524562271854,0.008622868912598228,-0.03923750174253662
RSPO4,-0.0236337883693674,-0.027835650641122877,-0.02052735536527991,,,,-0.049633736219247604,,,,-0.011503173328192352,,0.005304096434313094,-0.02323149080865693
LEFTY2,0.05952649717518302,-0.04063327117760365,-0.031861628649808266,0.09310234580750863,-0.018120730588783947,0.0843723966516973,,-0.023378057952925357,0.07893464452406246,0.05406480322659826,-0.04683727334512322,0.16389055043066036,0.053425353029756095,0.0040087639343031264
PF4,,-0.012379312534716752,,,,,,,-0.03141412498388739,,,,0.015251027285860265,-0.01819854129710218
ANGPTL2,0.06995443645970985,0.0051288548153725026,0.023245767713574873,0.08506204472272155,0.10987290902172545,0.08596372628232811,0.04220278684888352,-0.02622226155418727,0.09169526660933082,-0.02512746106897331,0.04419437816296721,0.045099689436231716,-0.02841091209434417,-0.07573148469271952
LRIG2,0.030703602485752383,-0.01750085824498364,0.005111144142196051,0.07031806025853289,-0.007974677116849864,0.011757725076289983,-0.0015324556977031787,0.09907493202884218,0.05466029079849608,0.06462343719721185,0.022311924801503166,0.016461235945462574,-0.011966424904336331,0.05743401224021205
ICOSLG,-0.03714501206467416,0.004148972389080359,-0.029508863631255162,0.015671105120743174,0.025427196157234173,-0.09017167117997284,-0.043711107434964896,-0.026467978002828917,0.1452177868503613,0.04132610337403791,-0.003962015244987135,0.119333154341048,0.007784126351951588,0.006697994974072886
WIF1,-0.054999602773398264,,0.03676334978801815,-0.07767755665150562,-0.04150945402411467,,,,,,-0.03201610109761239,-0.03523577923250926,,0.042781179701394015
NPPC,-0.034129595393898746,-0.019203366559359888,-0.02559227536634046,-0.008939406922426655,0.0069706056593823165,-0.0528942978898723,-0.08649614530025501,-0.020385340664992976,0.09205553299730765,-0.013365475567557074,0.008330031737260008,0.027341759930742525,,0.08464629962859842
LYZ,0.025485241869898888,0.015003065958384104,-0.0103037189358699,-0.039143596490818444,0.05497226779027947,0.01358992467482035,-0.027582961180792974,0.04658825578564194,0.015016151674210335,-0.026434207065204503,-0.002957717180504868,0.008959325073563888,0.03867624606239193,-0.06579657182949918
EREG,,,0.04814061418991036,,0.12332009625172564,,,0.06309916713970679,0.010961028565840348,,-0.024186821221531464,,-0.00536474391818941,-0.020951912037627012
SPTAN1,0.08651184690256974,0.03311872794012157,0.051835723801105675,0.027173892576140973,-0.08930491766660828,0.011322701718312844,-0.0050739271880202485,-0.025168776028912477,0.03575672853196365,0.061048294999207005,-0.008521111551840512,-0.037567893109378504,0.03701147934926029,0.05473294539576181
PTH2,,,,,,,,,,,0.008774049692127014,,,
LIPC,-0.025060333899366863,-0.022246546603311868,0.01635887459599491,-0.02121703024174678,-0.03338557698720648,-0.009588087395894498,-0.028443952040630365,,,-0.04944164310629996,,,0.007499322140433789,-0.028379535806972302
COL8A1,0.0585808014652639,0.01099320454142979,0.026203450806071914,-0.03365926277703819,0.05508358142692157,-0.007623594003175643,-0.042252321429786265,0.029805459805117066,-0.0023986081099436796,0.0520855564096139,-0.060576024605241925,0.022194762197022627,0.012439267868961842,0.06353163630117938
GSTM2,0.020737422036949966,-0.00890898551599806,-0.04024155621824966,-0.011569840528573403,0.006462327804731773,0.13142509995448926,0.02475792912995975,0.044315863387011586,0.05608460735803271,-0.018049763875743103,-0.012152656221270515,0.025600753313498825,-0.03447690802899356,0.06675969789990989
IL4,,,,,,-0.03645333663712556,,,,,,,,
SPX,-0.00864557950461944,-0.03645346761455265,-0.0005084845837174341,-0.05457481684298336,-0.011386138137878168,,,0.0696642842093917,0.0661558395495835,-0.03412790723048748,-0.04005663063375104,0.058651497197825184,0.019064467741759985,0.12109775073217015
MFGE8,0.021208741674128413,0.008719379809087461,0.08387231224692311,0.01525245967549125,-0.0041308980515702785,0.019835006691203992,0.023638798120582803,0.010198788387171599,0.10288243585839714,0.05431423555219087,0.007448580398613896,0.03258206121335409,0.013437467518345953,-0.0025034050254183647
TGFA,-0.1020190607679544,-0.0276650604570262,0.04903666641775694,0.05047062051588952,-0.04036727818972027,-0.020322430804721337,-0.06021803819746862,-0.013650568730745032,0.024741183274263102,0.05048286761598907,0.03418494196593582,0.0017398719141925784,0.0362746724318816,-0.03096250438249275
SLIT2,-0.022211569113423688,0.012432094520597636,-0.027938316492937494,0.04580753943365289,-0.07922762153195087,-0.008598856379744956,-0.0413328042443257,0.048760671682289175,0.007887203329965427,0.01989438937278123,0.0026741662105480802,0.03485711055893614,0.016703986841123106,-0.0028187261067202088
PLTP,0.1214710930543457,-0.002244908300578511,0.07099232493229495,-0.040604400995543445,0.09743340651858948,0.14521190130137937,0.0817368074406793,-0.03957758518547541,0.01654369258450996,0.05026517189596097,-0.013809141276239908,0.06654699161045999,0.017382511984485635,0.020556007015838734
APOD,0.03826015597509158,0.058416074394722226,0.086068499180391,-0.06250757071628482,0.06402195808783717,0.04877444322006192,-0.1058001978650462,0.012236809062583847,0.1199175171309809,-0.06243596228140485,-0.020103644497185436,-0.08660357129035565,-0.011553645770744431,-0.0707964247958757
B2M,0.0794800781279302,-0.052569911853961926,0.041928062675412776,0.02839121787549053,0.11094400997479943,-0.012766288606317422,-0.01074210323311959,0.0125721783680337,0.06554008753287978,0.0535818313564236,0.01039850982881232,0.01037384194960767,0.013148754366082812,-0.10248965763048763
OMG,0.01688534570206729,0.03411271339402809,-0.0059090748519438204,-0.06627788231272835,0.030283063272177033,0.13440920667264847,0.06932269920682602,0.005632019863083675,0.13617808998370973,-0.025634566271236604,-0.015866816190419967,-0.02749399256129358,0.030153241053438695,0.036545833988054985
CXCL3,-0.016802838542088343,-0.00739728242853772,0.021987306314268935,,-0.0047235782406253755,0.020184751465739087,,0.00955386638529207,-0.026704738784920422,-0.02989873621714593,-0.03232682662327266,-0.04829265043692351,-0.019734840665757755,-0.027149244733950646
CXCL10,0.037603627393677494,-0.006628829449085765,0.0010895551610661679,0.020192985385773972,-0.007544606187590448,-0.04581152915370106,-0.03675176688663327,-0.0016587350843562361,0.04240992508674089,0.023450002627206104,-0.04706024486361994,,0.051734067301135285,0.051018257110193976
RSPO3,,-0.014376156419604541,-0.019873846349789222,0.01219273381988632,-0.0400351641660779,,,-0.018196359599974912,0.18326193394169,,0.03781597024897184,-0.008150467126096454,-0.02117312137163972,0.08186283150656926
CORT,-0.02649764076237547,-0.03223963464612493,-0.024119913202185386,0.053142373394815444,0.06733874409046336,,,-0.04826251151353802,0.022643021621421414,,0.04399967595578697,-0.033165173933314945,,
NCAN,0.14364089204017855,0.01992872466165087,0.015049060283805402,0.04324522510786248,-0.066476756566333,0.017561362300958634,0.03269537266703805,0.05486904175529734,0.11689917287830705,0.08947614474119532,-0.002949891095818877,0.05277256703032908,0.005102480162527303,0.07332166542172441
PRG4,-0.019914580282016682,-0.014188646414729094,0.03713963227718752,,,,,-0.026911792860185847,0.08137042700533129,,0.006489346197906543,,0.02666552463383468,0.05335310249282442
ZG16B,,-0.01646765943207582,,,,,,,,,,,-0.02640060370162825,-0.015525222165396585
TGM2,0.01581833709592999,-0.03326121435089597,0.013895618225344764,0.048357372207554594,0.008282976053676349,-0.0667660400016238,0.09683074102166131,0.02498353710617419,0.028340890895035085,0.007825576297660338,-0.017474521774967566,-0.03307079883333641,-0.022238204299075262,0.06747189141625799
VEGFC,-0.02594771631659361,0.06976111332976041,0.044172525008886084,0.10487554874710373,0.08085177642940365,-0.012791333856621531,-0.0639643763873787,-0.046099460813969276,0.029846804976350793,0.00038969908046377195,-0.03315656505066444,,-0.02708880882760664,-0.02480573100769902
WNT6,-0.032908616985302536,-0.019624724962320532,0.12973394351396197,0.03782509714768991,,-0.0462253094487765,,0.010410898698431273,0.050680036629718504,,0.033130472961196866,,-0.005541406912599232,0.0763429457164442
NRG4,-0.024524668764316606,-0.017268231758743778,-0.02026820811328301,-0.017179421010100168,-0.023466739310272947,,0.08755476759003814,,,-0.03166728174757673,0.007678163662928975,,-0.021173123744641472,-0.024125026911662007
PMCH,,0.013464242926226949,,,,,,-0.022569697879441516,0.1321310864505607,,0.0025087048646545147,,-0.005682999403697954,0.03523967449056381
COL9A1,0.19435904461737027,-0.0180354077375667,0.050039324429115996,0.09582907332731665,-0.01838252115081153,0.03959450413119348,0.07303168000782624,-0.03648265088955651,0.09114868555728355,0.014553138924518939,0.020603722920144778,,-0.009894187362825546,0.033904821858116614
GDF11,0.059967673784077635,-0.014686055061176845,0.036128640360194406,0.09206419375640601,-0.0030833484225880232,0.02398100902163397,-0.019372824306166075,0.003328323500746818,0.004868853897828649,0.1510710653062387,0.06993200891032211,-0.03626807877495778,0.02868186879554943,0.052921837191534656
RAET1E,,,,,,,,,,,,,0.013638631805921283,
IL24,,,,,,,,-0.0041397603530285085,-0.003027711626400392,,,,,0.0524628103746702
SORBS1,0.08850335111626863,0.008761855585040034,-0.04521789548890903,-0.030075043454185674,-0.0588790189086537,0.026088598874254097,-0.002354103172204899,-0.06248924071366399,0.09225964488239281,0.05527481045391033,0.047444472522533414,-0.003070152903943627,-0.04034711704635897,0.07804546914276538
DLL1,0.04097633121656109,0.02346015704469375,0.012739992587420094,0.052661280923918155,0.05251746217039074,0.1593591309360376,0.03792253727594293,0.0004451603060589214,0.08490264171305337,0.07184322428158676,-0.017333696437797114,-0.03350930831551894,0.018634995540136375,-0.022370165963092135
TLN1,-0.0026335708402710147,0.048863511261997346,0.01577924018018473,0.04424979376399228,0.026326985202619547,-0.005136988490671278,0.07176816913188591,-0.07786480868390791,-0.022550083800425908,0.061998325111952045,-0.05729111244329838,0.01348713472106981,0.02881918577802179,-0.03750378406511695
COL2A1,-0.02510261347495232,,0.04338898623699141,0.03330812188003808,,,,-0.022885812397591333,0.019958072699997855,,-0.0263433715493991,,-0.030814047913158834,0.04689636447577172
SHH,,-0.01474433320293944,-0.008483247786164027,-0.016594565689470188,,-0.0947401166964723,,0.011756303831371702,0.054467918694497,0.03466692158135357,0.01781775943752466,,-0.02791830409760513,0.012446963026596449
PON2,0.12145399392921852,-0.00853216646609642,0.023160488869562325,-0.037379705633094625,0.04204404639410477,0.08182749581739746,-0.013849249247915203,0.02972920971489456,0.15542304406591978,-0.005812958593367764,0.002421526980933703,0.15528103191339532,0.009270724665590476,0.0845136559949068
ICAM5,-0.01602750530116867,-0.022980089793226296,-0.033704709721837894,0.038175332490572415,-0.07213343410439325,,,-0.02286326903173623,-0.004128506787023047,,0.009911688705280156,0.020462119406683972,-0.025321612308286452,-0.0015642148294900278
HPX,-0.03997428796192466,0.05355104073749903,0.008335862890918868,-0.014033356160799905,,0.03099884495617863,-0.030704499371618753,0.005043321574656569,0.19367988690268828,0.006017287142880664,0.011780870374178947,,-0.039590319636071306,0.00171935522354986
SFRP2,-0.032682150234874814,-0.016792197676818447,,0.06774490534074311,-0.042023261965663444,-0.03645335809298645,,-0.029307545579668994,0.05681599584296268,-0.01964365849016977,-0.008265870043080648,-0.006031111087136392,0.07433363704913247,-0.04954934927530086
CFC1,,,,0.007231432899565984,-0.01914804983217298,,,,,,,,,0.025889432045489737
CD70,,-0.007712529329249672,,,,,-0.04299225708782575,0.05351888082586773,-0.01980622660682657,,-0.010146849939613753,,-0.03230342596473024,-0.030900417389319906
HP,0.028258465862391908,0.01802975030976565,0.03445469605891749,,-0.0020891722237265774,0.1433188198083163,0.12799223511872915,-0.06615739784717176,0.013955835837137177,0.1297677082509986,-0.026323671477291,,-0.018115854745315678,0.060008673183661744
CXCL2,0.009375278137438605,-0.02843815567011393,0.028812693967008973,0.06212900982685507,-0.03798035020364361,-0.05161322048786365,0.010039715351602259,-0.01143660188973055,0.02423198844638199,0.04124911555899045,0.018336792503969333,-0.030852792432252845,0.057145450730282946,-0.017630974564235558
NPPB,,-0.05252275482107862,,,,,,0.025089636196337972,0.04603190030990146,,-0.03913697036818045,,-0.021477775983480517,
CCK,-0.03613992956329868,0.0022742032149547175,-0.015608410583122435,-0.06110863626263784,-0.10057545742869811,,,-0.0006514077108359756,0.030255252895902442,-0.06887119042597101,0.05232270866190345,-0.03159809933796775,-0.027862473492335123,0.0038018964797923334
SEMA6A,0.05448561441472813,0.017981646733860532,0.005583556840307674,0.07656974400780317,0.007939481381240171,0.0368225095742259,0.12071854019790172,0.055994623088988144,0.06508021321459061,0.030896412151132476,-0.023622305186655337,0.1272995880074063,0.05044443239853583,0.011770940443210157
IRAK4,0.07859281878260027,-0.02255571042944856,0.025622079433009808,0.011183159242974874,0.043314550374402475,-0.11429120037337279,0.11580756519608726,-0.021118006018811943,-0.014419614229788559,0.07704116673794816,0.0007349307901725116,0.18346024454572368,-0.007895549015212512,-0.033792238894281734
GSTP1,0.010382262055489967,-0.011475669664073316,0.011305635924493868,0.06936366784808498,0.14325663988125822,0.11681460252172325,-0.09152604509010313,0.01551695099850674,0.07647132057891326,0.034392189631396675,0.0019104717058183202,0.03490902201311781,-0.03365310167228461,0.062953986774817
VCAM1,0.08126764402951751,0.03922610256678249,0.01109486898759703,0.014453855662682999,-0.038946521522955094,0.04310569771071856,0.07086800038937492,0.05772097456110434,0.07958485194057031,0.058600203883334194,-0.0014645108425484963,-0.03172664594271787,0.004263858161559752,-0.014954430293934637
NXPH3,-0.06431357652329893,-0.015475528931401675,-0.03754647780580523,0.11454366178392672,-0.05899590199939229,0.17012183805199307,0.10974767188456934,-0.001605384814668034,0.09291221576492792,0.02653628191667309,0.0012380145093221274,-0.03823779798064963,-0.011918652935014136,0.014712256790411913
MTMR4,0.041486848400102125,-0.008761043844874099,-0.009424794940706383,-0.032850592750739385,-0.020110352254038733,0.00814839547335789,0.0073871590279485175,0.05232510581924625,0.03499291956858231,0.019108314842289725,0.014708234480090383,-0.049740896778250165,0.0515728966013543,0.06340114725469868
LAMC2,-0.02239584727572244,-0.02361977826323484,,-0.019227967024187106,,,0.01287881764596932,0.01579916252264143,-0.007556886635029945,0.08324045334087078,-0.02541713433404582,,0.002932376318789341,-0.02323150359753011
IL10,-0.003233509077262823,-0.03702515523202814,0.020722801507655382,,0.04038685792190115,-0.041580565786534913,0.017809412752576786,0.014938861870822613,0.05796643212280572,-0.011816719235727616,0.04432317088632206,,0.06528883613279873,-0.04041299974972768
SEMA4D,-0.04351483930936278,-0.055614284649375394,0.03082642849822785,-0.012933630356677514,0.148370855700305,-0.05363852512527119,-0.008219811620980072,-0.08216491501798046,0.08567337246939746,-0.011101878224313824,0.0007887361644959825,-0.024122748264868748,0.04179648612510317,0.01593050884835624
