,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
NUCB2,-0.06781005393007287,0.03017529831572188,-0.06712255782374342,-0.041123357107837835,-0.025943296335861222,-0.04808670456356621,-0.00046403125229494405,0.04431387989417307,-0.035212961872801166,0.06419200672165035,-0.05878749954358686,0.04115430294584348,0.0019187685359048727,-0.0019572039328443107,-0.03721780373298284,0.01622870361116141,0.15160694455442256
FGF16,,,,,,,,,,,,,,,,-0.033353637608895176,
CXCL1,0.03118086100523771,-0.004200832728300412,0.04490310233946874,,-0.042379342979421024,-0.020940180381870063,-0.022318144472181375,0.007960238756646941,0.038999503522012556,0.0031278204807851148,-0.011774132992577811,0.12552618299221788,-0.03962691070407285,0.06503720137612422,-0.001507399548347884,0.011037446834854274,-0.03086461840730651
VCAN,0.02705406184116378,0.05000352607361783,-0.14556428840056687,-0.04466335139622897,-0.08227317633723628,-0.01593642131202907,-0.020559994484010753,-0.03798202106293229,-0.1284538515184641,-0.012231377354203578,0.1603761965704732,-0.08006610167883954,-0.0020281427031641646,-0.011894174953817631,0.012318626575619766,-0.012293325910544044,-0.19722855634390185
MMP7,-0.020776964153787453,-0.01891519472993232,,-0.007400877279721875,-0.017813546841186165,0.06783401655417524,-0.009472931180272032,-0.03609258956875845,-0.020728943843539453,-0.03689899288852628,0.0007848965482428168,,-0.01709173864213447,0.015067930222567895,0.020520922217587143,-0.09094639335018272,
PTPN6,0.021559128218692623,0.010819311618673038,-0.03098796457941434,-0.0010463216466981026,-0.047234374680938135,-0.015672256644706353,0.00520794859679736,-0.12429714102975074,0.001117649955232001,-0.019892391367274435,-0.031054481923906696,0.07341543649737126,0.006201008605565494,0.040068299155857016,0.042729831864110744,0.05094090269731102,-0.01838008062202551
PTGS2,-0.015969611608012916,-0.01479948918244322,-0.040226495728720564,0.09782162774816602,0.10809715586295977,0.050953644872089976,-0.011199340398631775,0.0020348732403089576,0.07636930640011592,0.12362280575144748,0.12125279740101444,0.023760445552065034,-0.015824405145146596,-0.028964149569101857,0.0037833265128810528,-0.045375165981588375,0.16171337403177377
XCL1,0.0007166897615757756,-0.010351964104014745,0.062484430684699624,,,-0.0218936574242538,,-0.03420289176163161,,,,,,,,0.10195671939929492,
CD58,0.006079731498482126,-0.022275428438724716,0.005126781133089167,0.04553683651364091,-0.06414637180652188,-0.030302561933938085,0.010867381279035153,-0.005198308675420024,-0.044156304278760584,0.062345496793072476,0.019453903014641564,0.020036697105787895,0.00946340672583661,-0.015638740425757826,-0.011890742628811088,-0.059699655804091,0.14134653928405322
TNFSF14,-0.02628787501872965,-0.004770039468062332,-0.03979403263730143,,0.0049415514293701425,-0.008504674256376792,-0.02179895440885305,-0.059748377741701456,,-0.027102179205398428,-0.05062380295352482,,-0.021706376206903293,-0.005129640270874924,-0.003820378514783065,-0.0014918290428059964,-0.03351568508369776
CNTN4,0.02517825668052537,0.011977987705021923,0.13966260493853233,-0.004838776023698996,0.11102411836911003,-0.0289112211743356,0.09345701900425012,0.2031466858577622,0.09100591368353182,-0.05075083274926781,,,0.02258579745725704,0.05752899837950809,-0.03591315365325957,0.1325351015438584,0.15350948462001038
NTF4,,-0.013094781254853362,,,,,,,,,,,,,,,
INSL3,0.005359138656650899,-0.009514358061424023,,,,0.057871108877679434,,,,,,,0.10557974890373824,-0.030607684938012147,0.07768100761617588,,
BTLA,,-0.015102177699311537,0.1318719598165316,,,,0.03706249751977507,,,,,,,,0.07160604855342396,,
MFNG,-0.01153267118687049,0.012145292014770676,0.03890089430946749,0.007755966680779391,-0.02387620194378868,-0.006177004324412925,0.032698178258119326,-0.08246942557433087,-0.012119243729895954,0.149218594942923,0.04840797822486334,0.1444842734521337,0.03263280145652033,0.023696910566900205,0.03137592441438197,0.024439002284733183,0.0572642112710009
ICAM1,-0.06141531236720236,0.00476680072351645,-0.0455478572356045,-0.027826775759771258,-0.043228684386298837,-0.028832079548346476,-0.018409987981610868,-0.011737743144849622,-0.0017534141538366563,0.015849396527758897,-0.1667689158161061,0.08339142841530338,-0.013763066728805277,0.0311841359835909,0.000967194124975335,-0.06312717456566609,-0.01936743399911076
PROS1,0.003679988836683004,-0.01032133697141512,-0.02161201144426159,-0.0030524064286544215,-0.0969648333398703,-0.01371267000767612,-0.07130943048825272,-0.07854718081500962,-0.01792570768823899,0.041540681342472706,-0.14563684065634697,-0.010345191208730974,-0.0015562596136547858,-0.013255855222241871,0.0033219971064378183,-0.05340336921725927,0.08628245937756962
CLCF1,-0.05570888062678751,0.01349677064702001,-0.038819224165357116,0.052139157301042356,0.06633201913961925,-0.04312888701660618,-0.034534108999509025,-0.022013311595249965,-0.039940386988023054,0.048855060374253245,-0.019028428167995094,0.061834482145291456,0.002940441008791067,0.05953090251013637,0.038726719175878034,-0.12749182802441983,
PSAP,-0.025090836328416584,-0.06047255331448878,0.03047111622529952,0.027068112592844553,0.05099142373780028,0.046325826914981987,-0.016253047676374793,-0.03330200090415506,0.14050855723358444,-0.03486398687469583,-0.002735250214068465,-0.02768712704631135,0.035207005675815396,0.015670405581017417,0.046788309183586056,0.009505001671331245,-0.0797918954457211
EFEMP1,-0.01737764491831283,0.02336819316165996,-0.03716994537606944,-0.005036961277297725,-0.09451099946226471,0.010151590487765138,-0.09129007788935829,-0.21088276443159104,-0.05889832875409126,0.08101627462171046,-0.09804976277858492,-0.05779103661283742,0.006684052402608606,0.0008155823982338863,-0.005794954535836266,-0.12731849882029683,-0.13798389232130334
C1QTNF1,-0.03509325941675149,-0.017432128740135035,0.03421822298512069,0.039064991496806166,-0.04662328088682181,0.007908156219411908,-0.01794810728218105,-0.002590970587704688,-0.06233342108671357,0.0450103831962463,-0.06009720481338797,0.024798094892033388,0.04538200005145777,-0.03126950974741892,-0.03805687840563551,-0.03417596565336855,0.04047724068708621
ALB,-0.01677201791604646,0.0001518121640570092,0.07425837531974558,-0.03525391679787175,-0.0167287731041682,-0.00048758357999696976,0.054894405210246945,-0.06867366362358136,-0.029015902885865582,-0.057838341871890395,0.05830144283151044,0.02532219306300618,-0.023020108893299727,0.02113201628969318,0.05193549597040993,-0.047923889500419294,0.05415408622591422
CCL13,,,,,,,,,,,,,-0.016113315812448306,-0.03433287881542529,,,
EFNA3,0.08150903781441518,-0.019004763391531402,0.016821137284636037,-0.0030698845399134717,0.1392463734998376,0.12627366914680302,0.05081815111774987,0.19454096456413333,-0.07592942460304548,-0.0589163441131626,-0.07886751496679843,-0.010895900073952443,0.01897629784931345,0.09710090305877721,-0.012525616166783115,0.0980194711797482,0.2620725039321746
DRAXIN,0.0564099438211086,-0.006946892199417547,0.04973636346905736,-0.018713319980146605,-0.09244231287789065,-0.07001171273014051,0.03832880285683153,-0.026257714481941825,-0.059748893243175664,0.009798224669233843,-0.07471930466251023,0.010322220090224741,-0.016609454533861732,-0.0649418486588856,0.034285879893710014,0.020845738302095244,-0.043562919211298054
RAET1L,-0.01820653944840749,,,,,,0.0009845033887952296,,,,,,,-0.037185483336917076,,,
NPTX2,0.11573832995115665,0.005168864808858284,0.12271512250989423,0.06859747385883941,0.12388283441382958,0.08189789943081534,0.03251399930715054,-0.03794810710310154,-0.04809998349910351,-0.00829014639117538,-0.03531089251733025,,0.04386471331184136,0.04068869569227859,0.06515143245019395,0.011588803449733766,0.15392635411338584
FGF11,-0.04257282959541142,0.002222925182651268,-0.08056451515000308,-0.036548653967593395,-0.06401861963140189,-0.02107322422358944,-0.04506055269960761,0.05536694666169571,-0.07771238510705086,-0.0322708737375377,-0.12633235386136676,-0.018277389518902197,0.020657305224821836,0.035420398657169935,-0.03631678041381726,-0.0931425398853557,-0.051193505776148646
CD59,-0.007751782336086915,0.0008370145491871147,0.09941574584600961,0.08302809154381545,0.052019604205557256,-0.016887540539465545,0.04899730531217387,-0.05187537020094391,0.08299669316044335,0.08420083661432969,0.03378848617614312,0.11207030596074943,0.022346809476497108,0.021627177689346997,0.07554153187682773,0.07093049863327971,0.041128441398105224
COL9A2,0.06729962384066232,-0.005694684534874043,-0.0015261705780897999,-0.03307608301777007,-0.07370308168518928,0.011804179316302255,-0.0032600866422546116,-0.07336965258309269,0.023826876768044878,0.019854358684036646,0.054106751303015385,0.0016520106859236631,0.03240619748893721,0.015604675327694434,0.001747607727458748,0.08969624633672947,-0.04227519223183963
DLL3,0.0622509920037432,-0.03218236833299063,-0.011426429902113762,-0.03269639207364355,-0.0001431050423895931,0.035109811781539074,0.06676434967644226,0.1941229240411554,0.03177541763369158,-0.08345249757283177,0.016112148556424778,0.06573202335057994,0.017341095845059804,0.012971714191271029,0.009147879284732848,0.14297955631773365,-0.05310667594707261
FGF5,,,,,0.008855953437784126,,,-0.018960878512020753,,,,,,,-0.017255608339734104,0.025982390583464722,
LIN7C,0.01636401985878588,0.0045619409223686715,-0.03832730186136624,-0.00264112326038213,0.008658942905127105,0.036588757265369386,-0.05547112082137886,0.03149181659983572,0.01729224590983011,-0.05444200337956823,-0.03370855861333971,-0.023370355662116746,-0.006907212233307925,-0.048444741916138366,0.009532746257935905,0.05682580842555721,0.06936249896099385
GDF7,0.04075500596916249,-0.016976392505874748,,0.004466909370520955,-0.006377572077353781,0.06312365378707688,-0.008099106181520405,0.13343708050302025,,,,,,0.0064899407928324234,0.06314428841292115,0.00037145756976166103,
PSPN,-0.015750465113096544,0.006950900097177559,-0.028953567904339787,0.06887645471617512,-0.0482793934684683,-0.011683315851271275,-0.012240292693742277,-0.0044475092928985575,-0.011430857095115758,-0.024474062331827667,-0.035099590030911364,0.03505067152069872,0.01503950361764105,0.08904962262749232,0.08556326960966934,-0.042644674121376056,0.1389197563658179
ANGPT1,0.011130602856121103,0.005902939623880753,0.038532430648816576,0.03927017875373763,-0.05012829948619504,0.00031525212257542835,0.01038495490964419,-0.1291354729357034,0.02805551612378471,0.05975004690373877,0.04253970323518191,0.013535448990377412,0.02258654813353894,0.039083701707981776,0.06780806708851941,0.03327119910470894,-0.06715016279724097
PNOC,0.07701293926277963,-0.002258370687684129,0.1405827680429879,0.0544933079819689,0.10612942982458132,0.024390219143788826,0.11733429096326813,0.27949484737555014,0.15864393869839521,,,,,0.008930520780027932,0.018412920168200078,0.05977648849723957,0.2364789933499215
L1CAM,0.010617210329162794,-0.014905671511929728,-0.002841872128826157,0.022635648398553723,0.04687059861327775,0.08564580881645868,0.09919806184892856,0.10830236737463761,0.14012799562313194,-0.004374141135991336,0.004483499932098042,-0.011506406342235938,0.0038617318281828185,0.04848967290357268,0.08363666737041357,0.1320483553989123,0.20854603874287309
APOA1,0.046052899076261394,-0.01481704069406098,0.06478365996971253,-0.041397872104159815,-0.0509211809406681,-0.0058469912356294935,-0.019101278217348125,0.026686289190819834,0.034585203668984876,0.008015725548698397,0.00025152732555763996,0.04936699317135738,0.0043967935549603585,-0.02300241378468292,0.04629189750579193,-0.08100177429015644,-0.02799775468925666
PSEN1,-0.007819895229123299,-0.0362572949457576,0.07418254808589553,0.0008324966652223156,-0.011482119060561404,0.04285908011905188,0.01160916061810703,-0.0820730066226494,-0.02018972499133351,-0.11131062545307818,-0.01312001481202599,0.02968554273085205,0.040474067659248325,0.009411474564221926,-0.05020675567725815,0.05630749249220056,-0.15254635260492508
CALM2,0.06160760637902789,0.009566716701784307,0.05406095433630249,0.04610746370369165,0.10954528331214465,0.06769228282003771,0.1601746549121725,0.26304817385489215,0.14194262774814936,-0.011487111018291096,0.036056813157173406,-0.10138606263780785,-0.011043103860071493,0.07991979646611252,-0.012169703163961376,0.12187202452974574,0.11071349141657556
CLEC2B,-0.059534433568209644,0.0433687003493238,0.03961153174881376,0.015291389959354584,-0.02760338310517437,-0.002123070339995165,0.031315099458542064,-0.08843259012811229,0.059941851020564346,0.04794801790384229,-0.0560603883811429,0.062378231079005766,0.02833561286759178,0.016856446890623766,0.07106478495897331,-0.005674204329208049,0.036426765237011015
NTNG1,0.008500264380306072,0.03429375116979498,0.005291154212212037,-0.0177799102323335,-0.012003320709028343,-0.007912385747378651,-0.014453298358641216,0.06950063215570391,0.061684169842021644,-0.025005141951554767,-0.04913679008822402,-0.041913832372035165,0.017832432378368988,0.008890300346361762,0.08054740727319314,0.022478964500054568,0.10800501139824793
LRIG1,0.06425594111162304,0.017453558786904244,-0.15096561564991826,-0.07141248369499129,-0.05397975674632377,-0.008634078920135037,-0.0332012110280638,-0.07641979775434421,-0.027752708469068636,-0.039427452347654345,0.012660621236015513,0.08421997557643293,0.0431783754233227,-0.030736795685279827,-0.012689253012282155,-0.0933937404121582,-0.05514516059257402
CPAMD8,-0.017226499144910788,-0.011253787883202793,0.1445410322438279,0.11396431232049817,-0.021524208164191806,-0.017049580927911343,0.100909651729045,0.017290785138214353,-0.024770984668363142,-0.028753708197064177,,-0.05403309915826811,,,0.09443199122861541,0.10767331886550724,-0.03675485452872447
GHRL,-0.010455458399349988,-0.010835546745694329,0.0175053560630663,-0.017158017460821885,0.05840723582342135,-0.0022406719783829594,-0.01988026854210419,-0.03871395695405175,0.062278545467842276,0.07596480332126374,0.014138501217491658,0.10443732955344276,,0.002297227720592822,0.03331990970488457,-0.0006856316674759099,
NPY,-0.027420988146876824,-0.04340866378155775,-0.01456477371199664,0.005308851454912468,0.11218869503320608,0.06826992616555004,0.007784591278619784,-0.004051690093547773,0.1179156915183572,-0.007090773802866569,-0.05734231270969917,,0.028128100291702783,0.07003651752822795,0.08697101311320639,0.12459364976543919,-0.04661802746748661
MMP2,0.024494252829082682,-0.0016630000674550639,0.13732160852453057,-0.038189107174450815,-0.11037529946805029,-0.041742885747096274,0.003203171305169541,-0.04661658087852836,-0.08955755928677257,0.03055687248539442,0.1413631784404045,0.06654543702289849,0.08309790624449,0.05638612710870175,0.07468283306643815,-0.011570747925855758,0.012603335519295624
LHB,,-0.0098011993572572,,,,,,,,,,,,,,,
PPY,-0.008831570778165109,0.06765925223470666,,,,-0.012460469884115238,,,,,,,0.03566761168438766,0.014387934095954071,0.0312639999857727,0.04978308270216116,
ALKAL2,-0.03414350483799607,-0.009658803217842887,,-0.048233688869359914,-0.007844801031412373,0.028135890877597557,-0.029694950979011106,-0.09043077559231563,-0.044048102846814825,-0.030420332992075964,0.04725367727353096,,0.01845950233088097,0.07584926148667127,-0.0007936683983488121,0.07846845025751237,-0.05097460111068184
CSF1,0.037893487344526404,-0.010610956878127353,-0.07904134533602891,-0.04723205883069986,-0.06647586754876555,0.006886069344114935,-0.030281903879348916,-0.09907478514313049,-0.0345894809703257,0.06819764983038976,0.047015891077204934,-0.05903609515723003,0.033872774652472445,-0.002096116935721924,-0.007379682810826893,0.009197880164165898,-0.0817658079743481
SEMA4C,-0.014065023857640647,-0.014381584738488497,0.007778992250771431,-0.0016109756607499291,0.04015558418301462,0.01273055417323197,0.009927713107504033,0.0008683214233812092,-0.013650072598242705,0.04515763096867985,0.09232278755482164,0.12009511027552264,0.04572685188056781,0.05102333908144196,0.06081380387857212,0.06438192444892053,0.03999630621023596
BMP8A,,,,,,,,,,,,,,,0.11010494843496875,,
ICAM2,0.08146599443367092,0.0022479092136945874,0.0473092780638002,0.04258158603678807,-0.020894922342529404,-0.024597142743296344,-0.019242014945827668,-0.005817727328259381,0.01869935426971796,0.07192170317794148,0.11751882182167513,0.18265206443971715,0.02113316240073174,0.0382831671480182,0.08784845235715923,0.022814236199503287,-0.06715019525320974
SYTL3,-0.02562389687167411,0.04306327650697005,0.02795419430035466,0.06312971839791706,-0.0807275923812587,0.06370556735059796,0.02365677099796156,-0.04762308603743611,-0.023226492563587605,-0.04866400712032991,-0.08268880074546708,-0.03930696533661675,-0.011013777675842983,0.0194671409421297,0.05779036789514869,0.0449202518957057,
IL1A,-0.017327420752446084,-0.024670486993518533,-0.0014714403016556432,-0.042060208361396255,-0.022553591808656716,-0.02644061618784518,-0.01789510702248759,-0.049422912874492714,-0.025777000457202916,-0.03470468409886594,-0.035501395790586636,0.13956315128108007,0.0014104763917359825,-0.02011206599271237,-0.031944931270076186,-0.0405073245120826,0.032389384097448855
HLA-G,-0.028015516817700804,-0.010351963169145441,,0.06366399953798198,,,,,,,-0.046693937435569835,-0.04734465694147217,0.031084461923521513,-0.0192076015146227,,,
PGF,-0.040415044047077096,0.01668428955969392,0.052976234059341785,0.03459533307841635,-0.042766531735610985,0.02640349632178148,0.012855814813139717,0.03971872535883362,-0.07888232776070436,0.06371948424182246,0.08790508865568404,0.04197288904822482,0.061452259244731224,-0.0013842442637782748,0.1404378194075884,0.09067724168461846,0.14940197434976113
LGALS8,0.04922660073622328,0.017515438911611336,0.012506715117338705,-0.04238382092076197,-0.020019868421382928,0.029064068662150833,0.04366927240832017,0.13449159107792652,0.005612870801273936,-0.02583225859358903,-0.09510180514854018,0.06251642211788323,0.005813652342123463,0.021753944375371936,0.045039778384170434,0.02796778174335357,0.06018110046841309
DKK3,0.0226733109035714,-0.005907049020526352,0.12138591432796242,0.07708021284924337,0.11689718562369666,0.05306129422816429,0.06961889710737562,0.21835476948540788,0.1443602168718443,0.14194208099674788,0.0848116551903214,-0.03236309919870321,0.023848732707471253,0.0064945573974759235,0.06624062286838046,0.12436561785019894,0.15616214427190508
COL16A1,0.045067589548861337,0.026657927588524633,-0.07686990418183204,-0.00623506950369824,0.008275735499758465,0.0034875772240558754,0.004965062291869676,0.04304346582078087,-0.10159106140520195,0.011868078907418752,0.0914537937441208,0.08440478973051012,0.05295296764014253,0.08122400804438416,0.08500818116891706,0.0622873284205446,-0.027104598828796
TPH1,-0.02057050434795962,-0.01883789959495945,-0.01762086444884251,-0.028821137331697885,0.04977584375152406,-0.00954281459249609,,,-0.016140234299502815,,-0.022488050062615707,-0.04537530408907223,-0.017103438159958958,-0.040362868208709636,0.05483852011328363,-0.0082694740562033,-0.026775068314601483
TNC,-0.06528834756648001,-0.009778596118423436,-0.057713933233269794,-0.07056699392342901,-0.1143720470863674,-0.05996259476771799,-0.11179915278705674,-0.18141677350669025,-0.10317247521563452,-0.04610793225873172,-0.13396895306410328,0.015730877435467475,-0.025993301833796213,0.01066314082731194,0.0007670116906391859,-0.14928141958991903,-0.13406609152605514
TNFSF9,0.013980186927053637,0.053594225195575274,0.06912992116171479,0.030681914097001616,0.08003199586314984,0.008245823773539654,0.04430887200404708,0.025947671370849294,0.15305659224067955,,,0.01510477539743367,0.004557678747721515,0.0034596508970184004,-0.03644750073042539,0.08962932456811726,0.05743123894703667
C4A,,0.08750346158048833,,,,-0.014771262046575338,,-0.04177353703623623,-0.01418787908300657,,-0.01357169697445043,,0.07834782824968786,-0.0251446857061857,-0.004085476267077493,,
CNTN2,0.020851983597132303,0.060336040652725874,0.016668879968720494,-0.07155899421836863,-0.07617734832818085,-0.031034105361750743,-0.004110199624735725,-0.1778838633548369,0.02262146441156488,-0.07784174758308406,0.015345417456548726,-0.022207799591774238,-0.041139839850657396,-0.07101781661343944,0.10540287794737539,0.08569977584951942,-0.12475304338029455
F7,-0.02006807732036439,,,0.00533362773801006,0.033142186911710156,,,,,,,,-0.022602368552558018,-0.02488226370593856,,0.11279715093743742,
LUM,-0.0017979117413176183,0.011046787148406682,0.04677783261912734,0.06951522523232062,-0.02110365033176685,-0.020034699384605916,0.0045095751410092035,-0.06110900836601585,0.015171327994285727,0.10379670462602517,0.017879809670575404,0.03639058942749159,0.08379451176896996,0.13851707252188064,0.01213800450145199,0.03091313962922289,
BTC,0.0009409867775382763,0.08684671944657613,0.047167051005144775,,,,-0.046779634594263764,0.05075028953362748,,,,-0.03322652886666906,-0.016352019032236043,0.04033226679471644,0.08320631457130907,-0.04260338036077037,
APOC1,-0.022997625907705183,0.0256169863197467,0.11986277457880362,-0.03172960718546747,-0.08299921062124638,-0.02563429463975337,-0.040520182153232505,-0.22273002930431665,-0.05481949854143593,-0.026520839851970082,0.14712494033339477,0.10577503252302242,0.0044967015662865885,-0.02027990427877596,0.03650661800015586,0.03181901561907852,-0.1847717765300793
PKM,0.017626929311531883,0.006054389091105654,-0.04155349208334988,0.000708173771603954,0.027556024508311742,-0.03746165259805445,0.07345312254450799,0.17606919281018543,-0.08077343108751736,0.008998236365131352,-0.08961393228016926,-0.1152530360030265,-0.029891570022190277,-0.054010259711175325,-0.08246765323897769,-0.09819501196168905,0.1947885644135639
TNF,-0.024285686614175527,0.03439205640774312,0.013152979583197954,0.029589635544552483,-0.019421243237422312,-0.033699578419851405,-0.029064513244023298,-0.04752635453639132,-0.033702623076032126,0.14566686895261544,0.03949225510397343,0.0859321753710349,-0.01587124838032777,,0.03366564481576199,0.07949816399998523,-0.075358901661102
GNAS,0.013117969085081038,-0.016961032419547183,0.0750439298575294,0.08257555309700595,0.1553031238250113,0.020957332910854855,0.10538031206364072,0.23764987862387918,-0.10628246389282271,0.048161267795388096,-0.016276120603639577,-0.09341345576591878,-0.08120759457189972,-0.03916520190763845,-0.013317147122774863,0.14824207068245204,0.17844448345729755
BMP8B,0.012440867191459431,-0.015007680062205521,0.019098026729046168,-0.022227796419356485,0.005650672214823106,-0.00822127772304945,-0.019298538048417,0.015534004832411559,-0.014969454482964085,-0.01578843831227734,-0.04969789555062396,-0.04984604426736548,0.06071153817993962,0.008179390484292132,0.08195578488331734,0.058579606274769554,-0.0029038544964244033
LIPH,0.11107234402902395,-0.01472087644749069,,,,-0.011909675177717871,,,,,-0.0466939643673802,,-0.01611332173853389,-0.03951413530734541,-0.047058132629906886,0.022123840570812164,
CCL28,0.032016974023090734,,,0.0903612155799124,,0.012409641855162044,-0.022826095480259184,0.10739709626616274,-0.012799906933659521,,-0.04246697388855612,,,,0.07546233192050149,0.051678813054330364,
PTPN11,0.013582395262711745,-0.030065590563042942,0.014080408729539695,-0.013544415713994526,-0.03028449551859123,0.023234068295552513,0.003593713316417144,-0.027620399327367814,-0.03865545454932211,-0.03576973121846461,0.06480591119373694,-0.025805958073828524,-0.007597531131212928,-0.06135697221041502,-0.022451513658066635,0.03821859922262179,0.014273431893933666
ADAM12,-0.015222364472365883,0.06203122481264079,0.05914127447928889,0.023892727665240365,-0.017275181558642255,-0.048487069845059814,0.0303426474214332,-0.023015338466965105,-0.06043978243722372,0.013779343156339956,0.045683667299985124,0.10476666376373571,0.03759722998739317,0.01193277231002216,0.04750757727654614,-0.010429558508278714,
EPO,-0.027640062829841983,-0.015007680482436366,-0.018908081897241545,,,-0.012460470428017208,,,-0.016140236669750885,,,0.028431044645065587,-0.017499478921799382,0.05705977918069522,0.0034777716341329325,,
EDN3,-0.01710168463456879,-0.01868247619506987,0.16938275069573114,-0.025201904019606963,-0.03813783742381281,-0.019313114615052744,-0.02403180572525055,0.02044857492967776,0.08575867562570987,,,,0.04847508123826473,-0.06795926137834284,0.023041659638048835,0.09526394076632358,0.12003984560576648
CCL22,,,,,,-0.014151266584331844,,,,,,,0.04491099348653815,-0.020888430072838204,-0.001253251180587907,,
CCL2,-0.04355134112956739,-0.026757232283672782,-0.062410782985201224,-0.004715667651165276,0.06686521428765764,-0.05777773426851385,-0.00740081506559983,-0.15383601993677062,-0.08059372847792613,0.008583369062445723,-0.20943633577241888,0.03940482989987004,-0.004449364792167986,0.05862012394772892,-0.02043636193579182,-0.13641503045600478,-0.14783751862774436
DSCAM,0.047768453393095336,0.018661363438331177,-0.04761607962655454,-0.029664164843007337,-0.08904042716232419,0.0378367803526968,0.07699008289754711,-0.011679366209202907,-0.04084879490293597,-0.06454905106327088,-0.008737599954119567,-0.06782446129951983,0.006308061566723566,-0.04773242739035235,0.034298525717646196,0.023639004449782525,0.10892162308522098
GPHA2,-0.02292686669276935,,,,,,,,,,,,,,,,
ANG,-0.04779929326537813,0.014785477916414231,-0.007171755725088887,0.0010491594199513543,-0.05940515059064352,0.01747585938946166,-0.03984348205853381,0.015958734993013424,-0.05564886712082002,-0.04565088633465741,-0.04297162527752653,-0.020619578067560634,0.03918022121273438,0.02764769136117955,0.004050911215264786,0.058116857073679064,
FBLN2,-0.013749211192184942,-0.009923689511705903,0.21495568840077722,0.09588298368162258,0.005026526104660429,0.0538762593092114,0.004065733334377138,-0.03956629344406755,0.045465387978010786,0.010742134527235922,-0.006907992656128033,,0.12037942057698088,0.02660196413711899,0.03588100099791386,-2.9811247425795414e-05,-0.02739258206244386
VTN,-0.03888541240770637,-0.01929768590756302,-0.01906336948055853,-0.0009610544633769424,-0.004775826892691189,0.03423504898806808,0.06487460434616188,,-0.013411564925770444,0.0023610301528450618,-0.040541426129913766,0.02959493726863312,-0.020003101955435164,-0.03082511627735515,-0.034809791207965575,0.04208506112440048,
VEGFA,-0.026143649411975604,-0.006759265037274097,-0.100324334958762,-0.051307449164637975,-0.03669855031753833,-0.033523375431933754,0.04060275541166595,0.02115229358295569,-0.12965479578074385,-0.02544089377185676,-0.12023848203201078,-0.1561238297555433,-0.04007522275954037,-0.07582935810342072,-0.10144800038982167,-0.15038804051578353,0.054732548164051105
F10,,,0.14928841700084822,0.04186005696245215,0.009068155691017,0.06794511953733713,0.03440691028715128,0.02198906694695967,,0.09842505956735365,,-0.042626133466386947,,0.026492397992749432,0.02312667011186933,0.1407596827450115,
SERPINA1,0.014636836397601367,-0.03188850586749188,-3.2992017378854146e-05,0.02169178124726435,-0.10797805603946632,-0.015791804177701107,-0.015922400232813813,-0.147102602032994,-0.059644681151823184,0.009912544576489034,0.036591083353941956,0.0486263490466671,0.0024157515248128558,0.05034915071218782,0.013306518406688873,-0.020463420176337888,0.011298112224126066
VWF,0.036356539370589115,-0.014394656394431814,0.05944803288437059,0.018733650456056943,-0.033247090856901314,-0.01720768526971317,-0.03587644253643062,0.013292490598807194,0.029413310029588614,0.14771391831532907,0.023645371953798816,0.1555281179146256,0.07152870179765664,0.06491421891641015,0.06898560057864424,0.10487685950228597,0.04238321836178097
GDNF,0.022508422924302968,0.01191679917292322,,-0.020595987127166412,,,,,-0.016140235412801022,,,0.033341840331869974,-0.03402036349501971,-0.03333514853395556,,,0.084837424407733
VASP,-0.025986409455471367,-0.029056462707208477,-0.01712201978177346,0.05799408273553959,0.0375939485861192,-0.02169646227876581,0.020431460294929475,-0.08674478972997661,-0.07797965503300952,0.09969663269361032,0.15670321582607247,0.14169403484264123,0.10213227330822612,0.04675662405548115,0.09246435237590916,-0.08770698997977795,0.15954730814331536
ADAM15,0.06336906672057442,0.03131802545923318,-0.042126412079291034,0.0181142681897926,-0.021963844342464022,-0.035640619705726025,0.008058608666873126,-0.028672021545483845,-0.014121444928104694,0.006226626125592742,0.03759185050357166,0.047718943951272255,0.010424160977780806,0.03025936378548588,0.06434280178202333,-0.017748529747177975,-0.011826938492369283
WNT2,0.0026327991476386703,,-0.015318413119622986,0.038541269356869176,0.078514623343694,,0.10287057525975266,-0.009215255986980942,0.0739723309107971,,-0.00756468574483131,,-0.02170636636982429,-0.0017578154095857748,0.09366405481733987,0.12305378623967915,
CALCB,,,-0.02302658429803377,0.020998853392938423,-0.0076821976451610634,,,-0.011361780927440022,,,,,-0.01899704077578943,-0.037185476000514237,,-0.054374998977588955,
OLFM2,0.018642972523704344,-0.00980608820665042,0.00843805504286363,-0.02606718061007032,0.07865091067174784,-0.0660633324634607,-0.024353198921204206,0.14602692553477095,0.02694372243172775,-0.03456016128372327,0.0584994061986326,0.11139194849581574,-0.0221873510758318,-0.00463064033456926,-0.006234586535973322,-0.008465297568866161,0.009287907325957112
MFAP2,-0.009684198127870044,-0.0185801993092238,0.053191998084109744,-0.016622238949226306,-0.02270396928898871,-0.03272357868791061,0.0053711681743221105,-0.0457376811104726,-0.00848246199057092,0.11117223978547036,0.07647291915865782,0.10020146467047931,0.1246778443938509,0.07735459806748617,0.11628081349809874,0.01307169111391047,
