,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,-0.014158630793852984,,,,,,,-0.024541695941052735
BMP1,0.05439193238661116,-0.005372922983791591,-0.0414776249514751,0.00265651300577319,0.04614899902472618,0.05179989112341369,0.05266244116768387,0.02416092136425505,0.06168775153269167,0.029300628104165848,-0.021978996335747653,0.13142370972289974
NDP,-0.06496840353717417,-0.0681150866295854,-0.042384865642525645,-0.03603081632292978,0.04420565420765293,0.014665308602226828,0.0025413814649778645,-0.035829610728480656,0.04025437597007454,-0.019136416568998543,0.03094789371489873,-0.05575543086662242
TNFSF18,0.01996953158661573,,,,-0.021025141675127486,-0.011674764661574738,,-0.01582313353883766,,,,0.012329334316624946
RTN4,0.028413177641978222,0.053270314763832906,-0.03328598765875975,-0.005996260469600586,-0.09795794975739607,-0.032983925805252994,0.024178529201626706,0.03746690159234786,-0.026988700925790525,-0.06343503840971884,-0.027403398739474887,-0.05788301071669255
HEBP1,0.016416012512530432,0.02980268023135788,-0.01620633058113095,0.01582176917756657,0.07356310319549657,-0.0477855630426183,-0.0016193866138587208,0.03365768286893183,0.07243328370434607,0.026363820642666437,-0.00022618244980938693,0.0051762880542006486
WNT7B,-0.034341116979009004,0.01053151064016219,0.009073876126896014,-0.008831222514302036,-0.05860213556983141,0.055628707259564675,-0.014006903957875351,,-0.031398362956323034,-0.03348586888616612,-0.03692434424423658,-0.0033601434674491518
PTMA,-0.06463265086966467,-0.08812463333611514,-0.06966197761302903,0.008938235585439104,0.018504074625969216,-0.023242755843483346,-0.034101976216407176,-0.054745366513686576,-0.09676159835578028,-0.06962194557709384,0.03999699258693411,0.08573211894954065
FASLG,,,,,,,,,,,,-0.021285004517154482
CEACAM1,0.05291139702534984,,-0.007333163666713886,-0.01752851007327118,0.08652732918084309,-0.01836162348633581,,-0.03605280059089532,-0.028158554817743837,0.026679507220448102,0.07255292157091367,-0.029614957587494013
PDAP1,-0.00805470282419785,0.05465150060694405,-0.007515999852968671,0.005083057402425791,0.08377860606857468,0.03874308449473117,0.00880495573596059,-0.10027006129800622,0.06927992061557424,-0.0024503397518968882,-0.06065205291163115,0.02263280831767044
QDPR,0.027502350614027584,-0.004717241788986301,-0.03907151072946299,-0.0593553189842864,-0.030529204334413612,-0.03474871120309653,-0.059477096236646196,0.004598531953345858,-0.11070760328508474,-0.016752298829644036,0.040778392635857606,-0.009107703938073084
POMC,0.03894245889817912,,0.10551034492522092,-0.035271507271616674,0.009710758774817812,0.006898785950910227,0.02115320717672812,0.02700232301873293,-0.023139993696424152,-0.025511499725167294,0.06202629737526269,0.0566748112877818
CCL18,0.03648127211168416,,,,,,,,-0.019964878336832626,-0.03433749441042722,0.006217612242477202,
CCL17,,,-0.024890449298502405,,,-0.01456070453984554,0.04873454130284835,,,-0.013311996500333306,0.08317689054534062,-0.019292465871204423
VEGFD,0.03606382533733544,,0.025332837537881896,-0.016770286006143567,0.025594857834988643,-0.015513199125871216,0.009358484171510688,-0.029660026382193456,,,0.07104698837216088,
TNFSF13,0.02093146988409583,,0.017525340595115357,,,,,,,-0.025543721791589234,0.0009497241312822612,-0.01808431639917675
WNT5A,0.03320054816556392,0.05483905432540495,0.03396669862368978,-0.011629631047043466,0.10690701408650277,-0.007795935293369193,-0.027135341170677223,-0.07009975428652543,0.09370765973947391,0.05039210843003293,0.0023559154842704394,0.11679218395699595
CXCL8,0.05297130032397992,0.035788182116950354,0.023047553755959748,0.011817378594596317,-0.012354708906245586,-0.017178497598634105,-0.011842270272086675,0.09312471063780917,-0.014031100980676049,0.04891320400054262,-0.08537035902143025,-0.015758298139863312
GRN,0.05392510057999817,0.002251481909865937,-0.0211347638405567,0.0758466360899609,0.09083770514449514,0.010374674360576878,-0.013983425789078418,-0.02168694688855328,0.03584436777465861,-0.028644533786993966,0.022357074987338132,0.05721274461677004
MIA,0.016646008300526573,0.06852274949337733,0.05626426819229742,0.006915133229189049,0.0714648947157806,0.04220135948720146,-0.014462478120861525,-0.022199003801507078,-0.017241869490452838,0.04351879682315746,0.039268649360162264,0.07375366811702783
COL4A4,0.06366680147435416,0.05076771287103558,-0.03888737720709866,0.004407760218658959,0.09597087931965244,-0.015201826028453276,-0.012528556020090719,-0.03837813828205659,-0.025241844309307503,0.07696194555477393,0.10337296736129385,0.05459682987095947
TAC1,-0.013911935071077668,0.045429667989703916,0.01575706714744162,-0.013473179718035732,-0.0761621507851723,0.0011992457307279077,0.02193150315973206,,,,,0.10670918012866454
RARRES2,-0.040965893233523606,0.04798712428858626,-0.008000823948889454,0.013583202817025464,0.08643050009739493,-0.05251347903808952,-0.011786096976105226,-0.03619723516478488,0.07509304980948349,0.024906819138074816,-0.060395334678897024,-0.006011372705223243
FGF7,,0.0058405620201059695,0.009152699181524017,-0.019754895684949998,0.04150694401073625,0.059510254244213696,-0.007295879069927828,-0.015936360237030628,0.016271770843850605,-0.00998195238577405,0.024070001623723504,-0.00627352849482017
EFNA2,,,,,,,,,,,-0.017001466375513707,
HBEGF,-0.008419117037654926,0.09353745062584662,0.06003890039244701,0.08552230193640291,0.006907420326553012,0.020824339596750792,0.013670367934228118,0.0838466950453454,0.08323630925541352,0.07908243068137638,0.025680225338014027,0.033361725249083506
CSF3,,-0.0253574173342123,0.03977546734341576,-0.00512999256336278,-0.014761243396363108,,,,,0.052781991019854056,-0.059791315181978034,-0.020311990348238666
PI3,0.0037831172041799433,0.013684455111969767,0.02040127115738888,-0.006736078523352423,-0.01662135489162947,,,,,0.009630882376178014,-0.034808867262832915,-0.044131207029463666
PCSK1N,-0.055969006161429115,0.03108129189388854,-0.05728371584105091,-0.0883186607900896,-0.04075375826676756,-0.015361747506484875,0.014127150819606665,-0.01698935995224757,-0.012536269913703024,-0.05520059598725694,0.0029226516239111125,-0.04301771451888286
NTS,,,,0.07209274229231151,0.0035746876770509205,0.029829714935350922,-0.0013950527841994256,,,0.02384978899605723,-0.02071306052209394,0.012931397052256231
SFRP1,-0.0025688202262597786,,-0.021717879118177612,0.05641612024834351,0.1704202492319783,-0.03224561130810252,-0.0008896906183043351,0.02833855234502493,0.1309605286426084,0.013694326437836222,0.007462979648748635,0.07449648642986999
CXCL13,,-0.018412485345061163,,-0.018960048505803413,,,,,,-0.02990147348144708,-0.0029479961944181674,
MICA,0.028344471536388808,0.04912972416130638,0.038302961399099604,0.07517334917480302,-0.002438012838937647,0.00718448957120887,0.003997104132212173,-0.028148200502911416,-0.06642837160990671,0.07025221885115382,-0.024902559828113905,0.029240107972877315
TG,-0.03683289665787598,,-0.023437032424263343,-0.03178148778308975,-0.017815500120849655,-0.014669358795969116,-0.012546437022352457,-0.05190387283160958,0.01016889651038679,0.07812394126188156,-0.025510398310708303,-0.0291179807585278
ADA,-0.011827338972143131,0.008651273067851208,0.061614699398882575,0.04552564899722751,0.14200828583503558,0.07615007156938841,-0.02037642270943729,-0.0538512157253941,0.06466000443040054,0.036855028004056926,0.0617690481818573,0.11040159352371903
LAMC3,-0.004569896455203048,0.053767763723837084,0.03870218862874734,0.035584667149159796,0.10102737841051766,-0.030282449476069333,0.0082992429221965,-0.007633561145053281,0.050094515755666716,-0.010778927228975133,0.07094442093719641,0.13551428920704378
CCL7,0.031284981199074344,,-0.016944936996708848,0.10494118330002258,,,,,,-0.019951614330528084,,-0.02128499694846094
NGF,-0.012261927415296634,,-0.009397173532922638,-0.012745937529685397,,,,-0.026066127618893237,-0.029669069694302275,-0.02304251730426585,0.006939450434730963,0.04206432887964134
TNFSF15,,,-0.018869016112087453,-0.018611737304314438,,,,-0.0380177505596675,-0.006784132509334579,0.06882706812394508,,-0.024541984008033407
HMGB1,-0.06972224270641969,-0.06618346098512452,-0.04513921892983,-0.010952314798301301,0.11963801742370146,-0.03488791916225379,0.04255133063302329,-0.06598579023544211,-0.05440088242434638,-0.08130271845488674,0.06158871189482081,-0.049226707953300745
ITGB3BP,0.030220273503085555,0.005971308778145162,-0.008010341330516453,-0.06258537469781594,0.09086198516529481,0.03377410629652486,0.013722406736237413,0.033297203550786206,0.011814826985142546,-0.01703610937115288,-0.002673641934259778,0.01384325152397189
AANAT,0.010455015036319903,,-0.00015791580715048836,0.02722441678637498,-0.013315041011115759,-0.013192240093214668,-0.014462478925301484,,0.1858413625710998,0.030621297019236736,0.11905413357356867,0.05044583161778885
RELN,-0.03900033612774828,-0.028556326343492856,0.059658761817227485,0.08243958590570223,-0.019815016951799623,-0.029045054216034576,-0.022548123674501395,-0.008472676580350712,,,,
IL15,0.02336822998651703,,-0.011968491784694724,-0.0347829778456054,0.050320436705014564,-0.030248429234398855,0.07116347151318411,0.084246575148901,-0.03515140351806291,0.025669209840807557,0.01107318184899311,0.0796025358224181
UTS2,,,,,-0.005575025432404588,,,,,-0.014905251911407458,,
BSG,-0.05816411133291994,0.016724541512440988,-0.03300983780728665,0.010165028837520247,0.049758865828486286,0.04682693039653352,-0.013624412296733847,0.011977302332353692,0.09319373612941242,0.06338789342211434,-0.03277889229611755,0.018765875581690298
ADAMTS3,0.02937587680745004,,-0.03106715329292895,0.03954330119417668,0.05634809801340049,0.002549254733629119,0.010059261306129035,,-0.024899006626680736,0.02572671553937939,0.005053582991936071,0.0679455788624196
CD34,-0.02149434488470216,-0.0027833020317081683,-0.006463882324977782,0.019934063100939394,0.02949093527396728,-0.04415657117664112,-0.0049006367606138895,0.0002751063861814341,0.0679182956406917,0.02997844247373142,0.014638902202627957,0.12156730049524835
CCL23,,,,,-0.015150403047006121,,,,,,,
PLAT,-0.03041073996192882,0.009787953299313486,0.025823085350202463,0.046141813031513615,0.09885847621965273,0.04041976043822578,0.005699320012353627,-0.014311041846566157,0.025514148514136824,-0.00948147613331745,0.03689291797272195,0.06359543127060087
NTF3,,,,,,,-0.023345891075193515,,,0.014369327655940818,0.05895333539027011,
LTA,,,0.04552671097600069,,,0.1385797920691577,,,,,,-0.002249607675677252
CKLF,-0.029131040623695616,-0.01540020522799936,0.010842357500760786,-0.012091482946434393,0.08842530593828228,0.047799612670547435,0.06519627964401206,0.11573741516557505,-0.0547841772541896,-0.013559077251402455,0.1121487869058985,-0.010998991516040772
CD24,-0.010354062867542809,-0.07225846216155979,0.0250811981539164,-0.023964090744525945,0.005527725257306481,-0.03411888503694879,-0.002711392851359627,-0.09108049119113329,0.0495120340328881,-0.012776791734426344,0.014243978357293973,-0.049032057524493744
HSP90AA1,0.02855744551881042,-0.07780078955430096,-0.021319602409677004,-0.0033061524773625064,-0.0819634108874374,-0.04407127103750308,-0.007264275317988966,-0.007726053787588514,-0.04511720164547691,-0.007283066458398455,-0.0983852846768658,-0.07877094961618716
BMP4,-0.03659472929642424,0.01697939505611092,-0.011756566267708846,-0.03254545368686356,-0.011374426696212702,-0.027598268387926138,-0.0079206913892526,-0.03123753124668515,0.045445464467702285,0.024165817218594322,0.03356986005933956,0.1310983063379488
SCGB3A1,0.008220901559163305,-0.027104571525182468,,-0.019971343199199448,,,-0.01219924242650708,0.038581821538828553,,-0.03036720046325887,-0.006799257991445973,0.014175879873739783
IGFBP4,0.04711610475859896,0.04320673566758198,0.0046175648240302965,0.06070883898732781,0.044489654746026036,-0.035400404391666,-0.016616504223679097,0.09342269488516133,-0.01728142132166442,-0.016676056581867715,0.0007520838470557012,0.1434168821086585
RSPO4,,,-0.015013918265718634,-0.02305017649682473,,0.058155944329827416,-0.01219924064209191,-0.048085715453663455,,,,-0.03997450897223174
LEFTY2,0.043318065322311285,0.047881055829703166,0.008470784143764249,0.006982806543940918,0.1169612539742436,-0.028911735785970914,0.050552476182240055,,-0.026573299003109372,0.13343376092687123,0.06446818110121459,0.017396867700280358
PF4,-0.01543326724298532,,-0.0147841236944638,,,,,,,,-0.01558302099950969,-0.01635673159765269
ANGPTL2,0.015023080027746084,0.03692505292595284,-0.001983413600007598,0.04704747879813041,0.08591736882844515,-0.022390804997539208,0.002451969169629383,0.03884963027980661,0.019214433461013695,-0.026783737406458154,0.08994077040530332,0.08204677352538205
LRIG2,0.01716607148766779,-0.019192820894578154,0.02062582123996843,0.01398219077014937,0.07015086654061138,-0.005214460447614769,-0.027140703954554618,-0.017301915783132105,0.05278366147590123,0.031094918776155188,0.0003355448733204789,0.047691425687391285
ICOSLG,0.017778935993646112,-0.037083940781668503,0.009554546605522128,-0.02747067522851307,0.05521516498262588,-0.021079303171300925,-0.023151880629289738,-0.00606318659490507,0.038197021019158506,0.0858047743046624,0.05937585632769615,0.035706734052867506
WIF1,-0.027769659379045377,0.02779475669187096,,-0.056978747164755914,-0.07009740234311093,-0.011403271087897229,0.04176692675912971,,,,,
NPPC,-0.012577130412063297,-0.034004928595849714,0.0017930000130181646,-0.0025270941338544186,-0.0145887881711517,0.04366063711288076,-0.01695395907922943,-0.0837984271902117,0.034087112698774194,0.05689199861824872,-0.015658558699721613,
LYZ,0.07907716520509914,0.06404563256795756,0.01380038362469508,0.09778334414693854,0.08355890316566691,-0.03561346644229838,0.021046036841319726,0.042411445581934284,-0.04762110440489362,-0.041847675817929586,0.0297271870221477,0.08488048725114945
EREG,,-0.01773656896444232,,0.025669218823929918,,,,,,0.03184730060926071,-0.04123868936323109,0.049257294315024104
SPTAN1,-0.023000702888693474,0.032406848363270985,-0.016600048699334676,-0.00672525500378587,-0.04816530592342475,0.008954192780972788,-0.006459880073118093,0.07497140884293213,0.07219600818227657,-0.04059741372853358,-0.005926428134562674,0.047480881088290405
LIPC,0.054974822225070545,,0.027875398739100506,-0.022316364690936646,-0.0003357907038304092,-0.005851246937621901,,0.06763294437114635,0.09328655151918663,,,-0.015710771955640947
COL8A1,0.004058151854387077,-0.031659198325197056,0.0586608950472179,0.0732727974064059,0.07754194814448297,0.029721761626916154,0.01792252725143209,0.05470305894644015,-0.012128610974101915,0.015377228821045601,0.01950824972849153,-0.056870593085297176
GSTM2,0.053947893985504466,-0.01771323080822144,0.02863658122401929,0.015793931236302464,0.013713652269068517,-0.00951749068751824,-0.03605699845961211,-0.010270501819390475,-0.0626432284377923,0.06598714073057034,0.046720285297789835,0.03832762748094727
SPX,-0.01945972943998605,,-0.02121611177732613,-0.04475757133113235,-0.03790794519841428,0.05324770640391062,-0.012439006680130614,,-0.05878020430128631,-0.0201161366272681,0.022688328126753414,-0.013083912656341165
MFGE8,0.017518079201926925,-0.005299719510014107,0.01327968440343328,-0.038238460333251845,0.07444042357911601,-0.01224365032379368,-0.01863946014895428,0.04707156231271584,0.027154555520207402,0.05549512072399312,-0.034149802778866256,0.085696424504909
TGFA,-0.030262861336588967,-0.008679365701188468,0.01792093400187228,-0.005529674080961907,0.023709966810369628,0.058423856260354165,-0.03345964239549089,-0.07183169066626117,-0.011621285653465832,-0.025829027802492566,-0.005908148150802056,0.03599841632620578
SLIT2,0.035289467244289,-0.020146019862995298,-0.05031749284537309,-0.009963720146101902,-0.00921366316492996,-0.0045270684432268055,0.06210208677136699,0.008428268877274691,-0.02815852041292095,0.02141973940113302,-0.003908279431946531,-0.01496710719459701
PLTP,-0.030884842240057844,0.07634324318440902,0.031152889988819734,0.10691590323701179,0.03498933867397872,-0.03880006542906368,0.00588054365040012,-0.0014577121331713016,0.10909287587472474,0.015463724740167807,0.016457926177844036,0.0038149405511237224
