,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
IGFL3,,,,0.026677413426230232,,,,,,0.05559043059365142,,
BMP1,0.02920626380616658,0.034027394193586934,-0.010893209098705312,0.2958149553333656,0.010223682957603047,-0.0112563086275083,0.02235238720034287,0.005117632080636399,0.09098357294901985,0.013840232872186302,-0.026141596715995793,-0.03721547720973302
NDP,-0.018769683870104005,-0.007424629328040104,0.026228850440042195,0.0619696404001361,-0.03436903704481167,-0.02449289640213636,-0.0475537366228165,0.08883589999853596,0.03120597886574639,0.010652586649946274,0.006678226704411758,0.025617118239099387
TNFSF18,-0.024170223553461646,,-0.01258238987375054,0.13350618213092577,,,,-0.059905829449704275,,-0.025487239013792077,-0.02825215849171247,
RTN4,0.06570243717320429,0.005037179943931418,-0.02332654883797606,-0.3421185418170075,0.0031069708134997165,0.01597485033831767,0.012384254523581575,0.1416530464738044,-0.04089809528833844,0.07329109803313377,0.07935764326127724,-0.004179282013188176
HEBP1,-0.04983454608739456,-0.015859985425880945,-0.050262605192377297,0.12716097636938842,0.026154321844915875,-0.061283562178802334,-0.02284430235693582,0.04055720064507188,-0.014830918223379033,-0.001599568772388351,-0.018800140906128544,-0.06131584438238722
WNT7B,-0.015013793624536025,-0.005763107659141889,-0.045530808728150615,-0.14117791884926245,0.017181143525508313,,0.01066334399242195,,0.05079767725266532,0.03271586925374999,-0.06142896390373712,-0.046226029782946765
PTMA,-0.0022026064807531887,0.01614031717187737,-0.01139609121364821,-0.21268656253943374,-0.0672959308407363,-0.014679879162960176,0.049755087340152694,-0.0920449357954877,-0.1240633439016656,0.04516489736235697,-0.023614507713249796,-0.1267978113606522
CEACAM1,-0.01152218358795122,0.08132041456898327,,0.152693291109757,,,,-0.055684871743940816,0.14169923701003462,-0.036622501559050974,,
PDAP1,-0.016683862538379043,0.06900111080455225,-0.015313010721158158,0.2662690570528939,-0.012895695047046992,-0.017426767930892,0.012580550317612932,-0.05637623404462285,0.008582028030077715,0.029014488242395005,-0.06928426907883357,-0.027403648615063902
QDPR,-0.062128777614960544,-0.04939321632209408,0.036880028569497285,-0.3183148827515318,-0.035311319796945545,0.07466769728194901,0.010877749559195203,0.013190733913325637,-0.14708640026119107,0.07422224209909173,0.07631542431931747,0.046397484438260056
POMC,0.04253885324218658,-0.04102595799697443,0.011905471413006947,0.04067607331158563,-0.0159956403343019,-0.005959051343047782,-0.027761838812689864,0.012529436580639904,0.056891422940189125,-0.03658353150329706,-0.049668616805757834,-0.0523467397458421
CCL18,,,,,,0.005682045674536516,-0.05666148425450324,,-0.054769168030298326,,,
CCL17,,,,,-0.02804190197968269,,,,,-0.00147390709850675,,
VEGFD,-0.0165032163013506,-0.0020716214150111783,,0.1978975350179739,-0.006552601334024236,0.052992842919998215,-0.01875702053123978,0.0025642198971328545,,0.11723091329491174,,
TNFSF13,,,-0.01220229334294341,,,,,,,-0.034942280354955994,-0.030734318559961622,
WNT5A,-0.048190929380417157,-0.033932874425281596,-0.048422632156788006,0.24246992315062152,0.015970562345610062,-0.031456207110522286,0.030697060874253293,-0.007652437775305054,0.04616859590697333,-0.056626940356019756,-0.06250062512284443,-1.6123449420369688e-05
CXCL8,-0.015452633567758682,-0.0405829678133227,-0.01735697084989447,0.16362802811588403,-0.01915481629116904,-0.023059559789216002,-0.06380714765466844,-0.03742096441447151,-0.09642974335223586,-0.03497802112536443,-0.062411273419624526,-0.09506556058733084
GRN,0.04052699738520796,0.038797894129787736,-0.042591750835129956,0.23147432702328824,-0.03548356497055453,-0.078538499411832,0.025124872488349645,-0.03925490459411068,0.03828990249405197,-0.09470872947791921,0.03578391248722349,-0.034228899802087404
MIA,-0.014676806461908805,0.03199953499907633,-0.02206409971313248,0.05518650835909079,-0.011327293588454182,,-0.025437889593856566,0.008763119966403733,-0.03666622381768991,-0.03972492647924077,-0.0470445080792061,
COL4A4,0.060358815669646994,-0.04897271772870147,-0.011609943013416365,-0.039406414736590116,-0.024302036639064186,,,-0.007985175150002735,-0.05933193447671385,0.030972423380767795,0.04314962443527838,
TAC1,0.0020379799776012674,-0.01784671541779028,0.02523247733105585,-0.21048163371650472,0.028658759143574984,0.018599642338210425,,,,,-0.053849794849435945,-0.018071012628904308
RARRES2,0.023526895702347058,0.09651670357326166,0.05629532259880683,0.336981453305458,0.012035592918800502,0.0047467075909379,-0.035872644282353,-0.0474504769754648,0.03699682729000604,0.13250454887774388,-0.12815074303423366,-0.015090782902253345
FGF7,-0.018626931171673976,0.008399006750685112,0.060682652621991094,0.11166682801980105,0.025335518913581507,-0.053644717776598586,0.02431043716319807,-0.02441392982170822,0.047246470618052205,-0.018712539387615554,0.016538944422547653,0.10521456855641799
HBEGF,0.0022945502533898523,0.028036963796367772,-0.015405236816221335,0.17197959738618154,-0.03600673318163509,0.02265387959691392,-0.009010592022094931,0.06360520611073059,0.12443691617154615,-0.03648676879894703,-0.029250938244236312,-0.035724497366148564
CSF3,,-0.049054189202173804,,0.0055407011204782084,,,-0.028179164114164535,,,,-0.036132537745484375,
PI3,,-0.004591586734647824,,0.023250159073474178,,,,,,-0.027685544521622116,-0.07825606728761443,
PCSK1N,0.032527103450771123,-0.05097901852362988,0.014704539742769638,-0.055749972516979246,-0.004069939048639026,0.023465909232852394,0.033434731538381106,0.06098914422044653,-0.014645300738136328,0.018857943074969186,0.112154978596577,-0.03415912911321073
NTS,,0.12115560392923111,-0.014173102545385417,0.026187469608661945,-0.031102615265564685,0.024014949767407624,,,,,,
SFRP1,-0.02433230570485475,0.07764051092265313,-0.03255710432517446,0.10629712010374003,-0.028041902262087675,0.06445279511509766,0.005859043398974735,0.091244285962295,0.059196047793791284,-0.01699046787796292,-0.04507825007386346,0.06065048589438955
CXCL13,-0.02786162844084186,-0.038831437516196714,,,,,0.014645962472038752,,,,-0.029308396316588655,
MICA,-0.021580710879355734,0.01147192098805109,0.0345728435536189,0.2690770246897548,-0.049727849370744065,-0.012077200873107418,-0.027897971552238703,-0.02120492099269055,0.01510670980229812,-0.00017767247112440793,0.0029619668866033206,-0.049756287199174416
TG,-0.015667848140459177,0.007524441832582698,-0.016359496555351908,-0.0013984053982903834,-0.02029380268734034,,0.019030675363222442,-0.07407387331376497,0.013445839955329674,,-0.032298004410044705,
ADA,0.009007314113801375,0.0448108801414533,0.04078273873456132,0.1978484361007072,0.030030788576742923,-0.009021376076183326,-0.04869380600750113,-0.01800846836497348,0.0021366669360608397,0.017575481185060637,-0.004131695322509418,-0.025859007702887484
LAMC3,-0.01492455727282369,0.03098437401036075,-0.028412723524697918,0.21748332547133334,-0.04655438337703842,-0.022782785439570186,-0.0059996829070846774,-0.02681269492460473,0.14586567730595126,-0.05974988365526294,-0.05089672927075124,0.0015753294780638599
CCL7,,-0.0514833168105024,,,,,,,,,-0.06118415909788215,
NGF,,-0.05495308224330069,-0.015611347609281867,,,0.0057640874040423284,-0.0024628393867076335,-0.056250548847923194,0.1137889631251965,,-0.04094925521219521,
TNFSF15,,-0.006892567325710119,-0.018955598521137648,,,,-0.01794504558755904,-0.06675939190677335,0.0921021110552481,,0.011517401372703783,
HMGB1,-0.049011017064036884,0.02661683825387752,-0.023344938181960213,0.2326765800208144,-0.0187565781323091,-0.018664644660086466,-0.006455082075089572,-0.026157047129889237,-0.025777311656075528,0.016699458564516236,-0.046863324046514034,-0.02878673239050277
ITGB3BP,0.009092976775733345,-0.014959073430009516,-0.05681635997433901,0.23242327083593448,-0.004180668385865052,0.019436230867839965,0.05711870997543757,0.006887466652641802,0.04686174492650717,0.009626505971361995,0.005237581165228414,-0.031044532831186838
AANAT,,-0.03434666350887748,,-0.010263757388460313,0.02601521451696686,-0.03471768568784664,,,-0.041890243134935744,-0.04030554052772119,0.02436576193348044,
RELN,-0.027866606171169397,0.010867892014631751,0.06831104140489423,-0.10560325030265282,0.006882067632782744,-3.1448812789172935e-05,,-0.0669291724491042,,0.046774380621571986,-0.058412783826086556,0.07167840828737655
IL15,-0.01996059882684177,0.02680965291502461,-0.013488035245100137,0.09097462948375892,-0.012604638053738931,-0.02626558137750073,-0.0421957098020607,-0.001584555918188723,0.12309222839468806,-0.039889783409092064,-0.04720048449554304,
UTS2,,,,0.18908004599101744,,,,,,,,
BSG,-0.02351235214778346,0.02281603152593671,-0.024864991077897327,0.01145169355479246,-0.04035911465558541,0.005035845628743099,-0.03539998994573622,0.07805373754154193,0.11496938105509392,-0.04940192301873058,-0.03901832215132278,0.029324843714016675
ADAMTS3,-0.003584221188968035,0.03409715793374891,0.014102912056511078,0.3128337226535608,0.04919835614908013,0.0480652349179795,-0.03520736507252102,,-0.0141958447183177,0.002576491070561714,-0.06703739887599333,
CD34,0.023066540317194555,0.01535697200000043,0.039933654410772824,0.19761764340242005,-0.01669281494592251,0.08485723039557283,0.047920011874605095,0.034739316418834106,0.042888065155225426,0.01648804258932778,-0.03755621054509386,0.06710781885700746
CCL23,,,,-0.012493155208986358,,,,,,,,
PLAT,-0.041041022694032044,0.04685601138469458,-0.06690158896459078,0.26412783805461243,0.012873911035201246,0.043449453888195405,-0.011503794703598056,0.000996745863094664,0.0712222674007531,-0.04827886378389702,0.017841183823994376,0.1422091657328017
NTF3,,,,,-0.037761868664071434,,-0.03822401140782336,,,,,
LTA,-0.01152218477033364,,,,,,,,,,,
CKLF,0.0074991649846268185,-0.0405969651713067,-0.02155438832216642,0.30417830590366923,-0.05833585379683266,-0.02125528876223825,-0.006665457793967757,0.058062058670389965,0.1130327163239129,0.07627670017624115,-0.02286681606903775,0.05281290332394121
APELA,,,,,,,-0.03308072978857265,,,,,
CD24,0.04964880555220427,-0.02167221692638278,0.07888954829777374,0.02778832445757651,-0.006468958928985164,0.01582055917432368,0.03174778893220634,0.021123858006886667,0.08798743549379107,0.008265682388105109,-0.1088407549535401,-0.06580472970839399
HSP90AA1,0.03114920344122628,-0.04492503700707229,0.06794349792593403,-0.3159653976104134,-0.03935878323008012,0.0010363011886245523,0.07922809331412775,-0.032787619799582036,-0.08083408692799705,-0.023171871632169057,0.02725313738877175,0.11949820831274985
BMP4,-0.012214191287090491,0.05024160858478692,0.0016864813041235346,-0.005986159790920893,0.019015152455110044,-0.04445834860328352,0.055267626444553755,0.016002005096524163,0.1469186562376518,0.030482879922203394,-0.061184179826956904,
SCGB3A1,,0.01818774286471194,-0.017217715543991544,,-0.019732217066686115,0.04453947419433526,-0.037569459451002644,-0.08875476608771425,,,-0.03173541299354079,
IGFBP4,-0.020868338363257157,-0.022941878346666403,-0.03484192504901319,0.27444321148378525,-0.03641569711959489,-0.03419506982086313,-0.02985621556318565,-0.03890434785538569,0.05291829299231426,-0.05066979203383911,-0.01129923767180885,-0.07157744340487722
RSPO4,-0.018626927635352272,0.011729676933433361,,,-0.019732214180403,,,-0.09716615566658363,,,-0.027819917204621746,
LEFTY2,-0.011663694730010417,-0.009975209097098581,-0.01647083218282908,0.24714458128524783,-0.021636614179093745,-0.008821210520657588,-0.02029028109124933,,0.08618941751112234,-0.06406558827467439,-0.04415445538760336,
PF4,-0.010480993077320705,,,,,,,,,,-0.021792915327741802,
ANGPTL2,0.015078461195813207,0.07190404593246866,-0.04369854876062674,0.24764613020296397,-0.02452959121581497,0.033109137630137744,0.018709008323115065,-0.11855530330237539,-0.04907614400141433,0.044065274417795605,-0.048355680833878985,0.10298937138435182
LRIG2,-0.029878974670082634,-0.03187927236088494,-0.019759234651580537,0.1433712952355366,-0.014631421041799212,-0.03699831741368804,-0.07005610931930036,0.016431685244427008,0.09468779682907086,0.02981944409389761,-0.05637444654697666,0.04012593231234672
ICOSLG,0.058874641314028475,0.008848234329636114,0.006263907560798083,0.09544337790559315,-0.03744805768319776,0.08166172893019691,0.021057892892980094,0.008364431187900425,0.024037258408216543,-0.03827866624948835,0.04279750973253762,0.02465784048772747
WIF1,,-0.010044802505146045,0.015381619994950437,-0.20159001779217,0.06068958807237623,-0.0590515819634842,,,,,0.04368177416870347,-0.05177650758146102
NPPC,,-0.0615725635077035,0.0025768270209764045,-0.04492279763240179,0.015248915581734707,0.009039152857010778,,-0.027795040143370787,-0.042493921162565895,-0.010927778063265378,0.06615324642984884,-0.09867992533636184
LYZ,0.029216208447136825,0.02510183185221993,0.0037968709443198254,0.21445782090223137,-0.04613488129698586,0.04249821594143212,-0.07267796565374103,0.06826192213338814,0.06764877830992752,-0.0011650924371743392,-0.004029122272135633,0.012420425085916028
EREG,,0.00980496560405681,,,,-0.03798804890990073,-0.023726316835986725,,,,-0.02509010131834062,
SPTAN1,0.019403820740513625,0.06866705610832785,0.07160264122147476,-0.08817706478915362,-0.023309620111779776,-0.02698743583756947,-0.04111477862566765,0.09132384039239512,0.16394681048095908,-0.004807356651982454,0.049351172198327596,0.03989400473333516
LIPC,-0.015774454733571787,-0.012815866628788914,0.03366891919566143,0.09608908202196968,,0.03998152274921049,-0.029666711335372038,-0.003054910113486415,0.07046536641657397,-0.03558593520216896,0.028682365163032804,
COL8A1,-0.05179677524875859,-0.01842598779526439,0.0008476923663660899,0.12295289385026002,-0.025574269250427748,0.016048151299269918,-0.08770967694019308,0.06391737217016122,0.07889819438186298,-0.052820749849660904,-0.037915743947181106,
GSTM2,0.004998908095326688,0.059641783050687465,-0.011405949998899385,0.06434776081612906,0.025415817593869728,-0.017801956428531305,-0.014995197323511449,0.07640442558643493,0.014225560703020865,-0.050034420374134,-0.05223945690019972,
SPX,0.029812382276627865,-0.042360653956522054,0.08469952281720872,-0.07694802721591011,0.026271526430825757,0.08941160694725162,,,-0.07010980408489827,-0.01445301655153254,0.033000159929605914,-0.03942855779267982
MFGE8,-0.039394013035956826,-0.05036933748781545,-0.06004185887442614,0.05036729292504943,0.012658788844409135,-0.05577352921444387,-0.037394439971513795,0.011043477901501014,0.11739484043187559,-0.035145064318566614,-0.11739264375605313,-0.0991436645004265
TGFA,-0.03011745291169822,-0.028677338919234574,-0.029208088976650896,0.11033613903927048,-0.05564191666060821,-0.048052143104247616,-0.03197575912476591,-0.03256882389514199,-0.034092068888852384,0.09988282810101082,-0.011402982771204558,-0.09365224581478278
SLIT2,0.043450722496283914,-0.04108799487979912,-0.02092878241456604,-0.09750962057116139,0.007198797215294783,-0.04797399737728053,-0.039297009793394906,1.4180089148311491e-05,0.1266506035486109,-0.009811992035699527,-0.03784737122072966,0.09062612991706699
PLTP,0.03320694684385713,0.19667933099836116,-0.07694336269545292,0.3261131919001529,-0.04356058834761132,-0.006073736816950115,-0.06188051117726739,0.0915909749624893,0.09216720180838063,-0.08075915297379335,-0.10959684286287229,0.05472264675818766
APOD,0.0022451643677410572,-0.08058411551093415,0.03175256836145937,0.07665835201872967,-0.053720612181647864,0.013740918763404263,0.0218418872556638,0.10852450330406362,-0.1512882368845996,0.10852828653765247,0.02834973953921994,-0.02127252369189162
