,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
B2M,0.038358108905678714,0.1310877985601029,0.015197261754534177,0.355435873065341,-0.047320441640274394,-0.014653009015691158,-0.036673110267174854,-0.034845461657799955,0.05245100533696695,-0.01697818441692669,0.013453187743764068,0.0601156384470745
OMG,-0.027400195823577087,-0.03755731940345876,-0.01067484883950571,-0.08144244215938506,0.03974891191827016,0.008644203967013181,-0.015026006813883355,0.09616619382826198,-0.040206951888221515,0.07043846076358169,0.09065220483028442,0.0012106626232617063
CXCL3,-0.021547924309589624,-0.04368975885317635,,-0.027966410920926832,-0.021109298242953243,-0.03241402340749033,-0.05435788782345039,,,0.04513366384449499,-0.04008170927988318,
CXCL10,0.026335096438963188,0.027041357248651955,0.061431499086733565,0.2950788074219281,-0.032066569056485764,0.06765157540166204,-0.020474473568618656,-0.056399405048095756,0.08831989901791755,0.029642332654620424,-0.05047793707069914,
RSPO3,,-0.02914615030770371,0.08643011789831478,-0.07631186908644706,0.026673491977740008,-0.03601731981434867,,,,,-0.030248088005758574,0.1079885935825226
CORT,-0.018718389931476908,-0.042093943674110214,-0.031031863156353236,-0.09619001760709824,0.008770986194377724,-0.00500006458008225,,,,,,-0.037736652737073266
NCAN,0.0006946915816905105,-0.12708841228262238,0.006478102710992293,0.13603655341630894,-0.04690447223078691,-0.003371028547728025,,-0.0010634009327285822,0.16244529854565992,0.0036247903199245813,0.001331390449325855,-0.09427601059010639
PRG4,,0.031096289893189456,,0.08598793709954587,,,,,,,-0.030332769129062038,
ZG16B,-0.012612171707114653,,,0.009560516273113502,,,-0.02676656579887121,,0.04687968628520798,,-0.018591591851855896,
TGM2,-0.019625410549084146,-0.02779446842125723,-0.020688113399785074,0.17119563384238506,0.012562272834491376,0.08738322915769957,0.013879874637996443,-0.011766896983191694,0.09979704088003682,0.0064867568700622295,-0.006100949989599048,0.0031140753694601227
VEGFC,-0.016194514160672677,-0.020047809648715876,-0.027650634951959643,0.016644137898855528,0.023835832569223704,-0.002696814861707275,-0.058239630098199525,-0.03636860393520591,-0.03192574085570752,-0.008576449720201326,0.02237184880774593,
WNT6,0.09713223459845433,-0.01071969213065243,-0.013834568202915173,-0.0435300254953129,,,0.02030587868291982,,-0.060306966236144975,,-0.019210692263015382,
NRG4,,-0.022536879248863065,-0.01693606896026985,0.10104904989292098,-0.026711820073339127,-0.003415335649187177,,-0.03196912764304367,,0.02440679119582106,0.09765631904378141,
PMCH,,,,,,,,,,,-0.036997719079993455,
COL9A1,0.12734228190654628,-0.06817722922650563,-0.012269112125046932,0.0734248329153724,0.032857786474808505,-0.03746142924107158,,0.050664475350676176,0.09629861745656634,0.005528390219704574,-0.050378049936893904,0.03275608827318612
GDF11,0.018029841309298106,-0.0209092089925859,-0.04341367607920521,0.15944618578325684,-0.003057537630255009,-0.008525859786845363,0.002400073726399101,-0.02166738163137172,0.058693275917788765,0.047374928650085225,0.03814551209583926,-0.0030381299015254663
IL24,,,,,,,-0.016878904761229125,,,,-0.01672321557157606,
SORBS1,-0.013904870364538737,0.07492582697473399,0.010261899344267354,0.008538931084990204,-0.004796968444610002,-0.02191895448517569,0.06680010634773381,0.02917409083934474,0.08301521451544316,-0.012713860784332549,0.0378162117343395,-0.06126144469790343
DLL1,-0.007778205207178023,-0.016549745265394298,-0.030717885263417892,0.1428941525810095,-0.057125468169683176,0.03477435351183493,0.00724976072332603,-0.08537118530598167,0.04985891537791225,-0.06724022925047002,-0.04517842299919995,0.026456456438882073
TLN1,0.046673570182345324,0.06519701240922862,0.044183268655233095,0.21847322858024118,0.002946580951485924,-0.034646219404825915,-0.00854868428123888,0.07730361727574855,0.007059314091656969,0.02458583811641403,-0.05221338542132381,-0.11611314221855262
COL2A1,,-0.004715315039903506,0.08325225459479128,0.014841510614214968,,,,,,,-0.026028280465662985,
SHH,,-0.031240701696020372,-0.016359498304242114,0.01739632965504679,-0.022656104283819853,,,,,0.003617162057920403,-0.007113392533206955,
PON2,-0.08016545485537425,0.013645684969115621,0.019681155345669204,0.26871187963051585,-0.007818054000114243,0.04935475726868219,-0.06772533475296735,0.04562958209573862,0.11304977842813528,-0.010523409854208805,-0.049794593307261985,0.02434284766581412
ICAM5,-0.01501379498797857,-0.033673719259567435,0.03930660607006,-0.09372796330528468,0.06755000606396709,0.04923236637239203,-0.015977957246006456,,,,0.06783046878161217,-0.016078795405525977
HPX,,-0.026415746759577915,-0.01383456913615444,0.12931704710732722,0.04089402901380892,,-0.019881224505518602,0.07546469800364312,0.011140091235764288,-0.04030552402195913,-0.046104988245670456,
SFRP2,,,0.019571371281217744,0.008831137939232937,-0.01709174933918482,-0.049541431214460675,-0.016657988076497696,,-0.001519323815267004,0.0056624166316751965,0.0017141745504213113,-0.011984677970415561
CFC1,,,-0.023377036168593213,,,0.029325530004014687,,,,,-0.005372828107170545,
CD70,,,,,,,0.0016401607884842305,0.02717662912132926,,,-0.010066537114547988,
HP,,0.08217507715767983,,0.11990775914441583,-0.008924450354858747,-0.02712990315210494,,0.0237414204201069,0.12781520822685674,0.017961636217158086,-0.060206244978401546,
CXCL2,0.012974279966943957,0.025141574454569503,-0.0213819255066849,0.05315885684674049,-0.027422946672663536,-0.0015411802837951444,-0.04032541539336449,0.03834483180245453,,0.009118257655631713,-0.045006954566654885,-0.06380191534115112
CCK,0.002779347959816934,-0.08969384824615387,0.042153592852228326,-0.2653573801374539,0.03725012164859691,0.009957385530667825,,,-0.0255721493625433,-0.006202910163052094,0.10525476195227636,-0.028212067723102204
SEMA6A,-0.005475146803531332,0.029175249430758044,-0.06086838064051152,0.2164573796319578,-0.020665365850199045,0.02253597466384059,-0.0272115281981605,-0.07824465627559864,0.08814152319283816,0.023748277941113442,-0.07492240625102588,0.05938953067210929
IRAK4,-0.021496189369268195,0.030729486011200915,0.007869755928031704,0.22860628761869756,-0.037778444048050135,0.014087737858249565,-0.05901381981862047,0.007891004728556007,0.11588507519610983,-0.038525037717398514,-0.10805476118380926,-0.03202584051416909
GSTP1,0.009173906112948133,0.0342217375284516,-0.03535516364923771,0.26438545254745816,-0.05681164798420269,-0.03900748277547331,0.015859471444591752,-0.05931315976409909,-0.07765167173058299,0.06111154159645224,-0.03913803129818786,0.02089547127430153
VCAM1,-0.033920211558424895,0.025978782287773665,-0.038181271395477785,0.28196409773733483,-0.02637386097199795,0.01061752809168775,-0.004247944226787869,0.016717553248714247,0.06625044836353164,0.0029806333451768605,-0.08212558086529315,0.04726582662767782
NXPH3,-0.04826846182893339,-0.021608897610621236,0.006021509337951725,0.064062157872888,0.01666431362105421,0.0012337088498235035,0.10832299647068103,0.023144634856309586,0.09655821291950806,-0.023447494522132798,-0.038893178501266217,0.03842352845736205
MTMR4,0.015134997825712423,-0.023509066593648376,0.018593657821929725,0.0803530941055515,-0.014484548407685996,0.0029823850841403324,-0.0018881887805422093,-0.01861879519099075,0.05543631848365114,-0.0006358859007598922,0.050245917897630686,-0.0639021170438242
LAMC2,,,0.020168276754605814,,,,0.0852099082456809,-0.058208476607146495,,-0.029065384105817667,-0.02781993251941131,
IL10,0.002501134537283927,0.1267259699943349,,0.06607942705350746,,0.03021727770339426,-0.03021672382272148,0.017991037635588205,0.048771441135218356,-0.028036354257250866,-0.0022295559947875924,
SEMA4D,-0.0636166320452264,0.009291455560094721,0.004354221272654712,-0.11837498950760905,-0.018489092913772563,0.043836155120630535,-0.011460947409898116,-0.015354164350257483,-0.0713830652528611,0.03458035517736398,0.06546834474803405,-0.01386160126147344
TRH,,-0.028762844953378285,-0.025931620864904293,0.1912967725008705,,0.0016016943096793359,,,,-0.06424310298868048,-0.021230697407876135,
SEMA6D,-0.03247443436620187,0.028402458876846507,0.005041903293459741,0.16751335113317334,0.05021599405696531,-0.025332333626003452,0.04303127126362241,-0.06883829041905208,0.11446915283871929,-0.021322298475335576,-0.026051689814805348,0.05390860049675049
CEL,,-0.04339347540548691,,,,,,0.18163480466622461,-0.029479364374258122,0.013740312912937928,-0.0297218024390076,
PDCD1LG2,-0.0067435748360712405,0.031676577752521765,-0.013311580409176146,0.11231164399018913,0.012343482631501635,0.030092939024695956,0.05079172341895088,-0.0311267057542153,0.026553425023266283,-0.042714103449320695,-0.0005923525413735932,
SPINT1,-0.026985823792502042,0.01715685470925142,-0.017217720804869656,0.1433811908591809,-0.014151354872327713,-0.00972151310859572,-0.021233934127586625,-0.011801567023202408,0.06039941969069537,-0.006258628112108096,0.011243092568879228,
CTHRC1,-0.01749685877191237,0.040074640390291516,-0.06499949478449088,0.23158367067213378,-0.026248395895501448,0.032867260984747834,0.05811231857238195,-0.051578798102224356,0.030390855876775747,-0.05417704209478061,-0.049612759853775924,-0.06679040346075871
PODXL,-0.015423140335634147,0.07356443998691894,0.012464460723277056,0.31257665923134476,-0.0008330678430832054,0.008620128291806224,-0.00930097895297319,0.09466953211106185,0.06025385945015131,-0.025958857678186252,-0.05917509279867729,0.004983859172834877
JAM3,0.010651770620361243,0.033048244189924914,-0.07005680664312981,0.2557849945410016,0.001959395847420611,0.06076896404246517,-0.01890817016848731,0.07466818236200413,-0.05632665144656459,-0.034024152592740615,-0.07119584496732013,0.07204642468714088
TGFB2,-0.04840493171908758,0.09974096319388616,0.03168231052561384,0.32365890630013044,0.025072986904643012,-0.035636932660615614,0.006526424551580461,0.09558717139651506,0.03782876409265865,-0.0387276332793082,-0.014529942347217103,-0.05595685226979291
COL18A1,0.06132358642852279,-0.07034926340469409,-0.09024006732990394,0.2664459496481691,-0.011125825433734355,0.012981830164788112,0.03798490315630561,-0.007373012088439921,0.1240523756175132,-0.020917505758572638,0.017122414678130634,-0.10193847443824297
NODAL,-0.011234093859009614,-0.029436763230659267,-0.03725153259804231,0.1419883690338991,,,,-0.0022664557274990633,0.0358366974388628,-0.04372366778145246,0.02120049651180486,
INHBB,0.0070714004346953355,0.06050588957621039,0.041790126435606846,0.1442123950377245,-0.038332332447487016,0.07197039503433637,0.046662211716467845,0.02426243814324965,0.13236879434518162,0.0007187026718724743,-0.054503288654116924,-0.06873211463360318
LCN1,,,,0.026917382009023983,,,,,,,-0.019513309122464996,
ARF4,-0.01873446693533373,-0.04257664560676794,-0.033661602087578874,0.14047263670224427,0.06529177430946277,0.03055130048669283,0.02104708772698631,-0.07680535040349097,0.038008147566785576,-0.06350294105646095,-0.08010257001729398,0.00548797350507448
CXCL14,-0.013033347959194285,0.003678956901046912,0.08905676275705567,-0.04016681456952534,-0.014214664591066179,0.043274628327892986,-0.007257857030230084,0.06641615079704687,0.10835118026948888,-0.052197250098212536,-0.061877678509265795,0.02053726307430472
LIF,-0.014216101334910294,0.015041611317043202,-0.016793629889062713,0.13942178921697027,-0.023392991425134922,-0.053090926180599136,0.001898512028357593,-0.047728499474249814,0.0330110954925863,0.013042317292284462,-0.06145079670539476,
IL17B,,,,0.15496811314598077,,,-0.011318906562378009,0.06879029511109594,,,-0.02206247861405074,
MMP1,,-0.028762838678846617,,,,,-0.027920399562709784,,,,-0.049374135662411445,
MATN1,,,0.0068404679212737,-0.027946784294174964,,,-0.016878907194126058,0.04084795273509493,,0.05971489399876202,-0.020105758302431703,
ADAM28,-0.024217315083175487,0.050620381957142746,0.007969844631302063,0.15272883331256232,-0.009248378837740762,-0.006943223405821382,-0.030392739723164714,-0.01572374067872702,0.019641027749152145,-0.039573640088850975,-0.03449393163953161,-0.08243245794888739
TCN2,0.00159576890814651,-0.027912762721911736,-0.05691271607687422,0.24309747929287182,0.01312991250882241,-0.03188647912503817,-0.036628541713656614,0.048364431795942346,0.003229115179647867,-0.0916808797513936,-0.02422994848341299,0.1399231745917703
THPO,,,0.044065464156142084,0.08471018202299045,-0.02434262903911499,-0.011948705280178482,,0.06886776811979482,-0.01757088395704269,,-0.030130306839794518,
CUBN,-0.027059570218453073,0.006528973877890105,-0.02884141860475945,0.09898234894614948,-0.05560411816625523,-0.01399140758450026,0.03080242370756024,0.042300088951012095,0.10596011011847142,0.011015900679450368,-0.018621522719832424,
TIMP3,-0.03270215402905779,-0.040717886747213355,-0.024222649281292877,0.17544412642106672,-0.031825172402725185,0.012039968191802208,-0.008114026361626862,0.03686404808933842,0.009152455842405573,-0.010051326446704074,-0.007301410381019438,0.013255225155554606
PIGF,-0.019985191257212896,0.06651460960289135,-0.03179636142572134,0.20494061954527767,-0.021172934558232458,0.06354005122894313,-5.593123831622751e-05,0.02955741550342823,0.08694857757745404,0.0019335276930902824,-0.005747400183928362,-0.01115193296025167
CRH,-0.014098758170601706,-0.02922828683609254,-0.013662336847168532,-0.08234019336217044,-0.0011537094736757956,-0.019751946863246876,,,,-0.049555085389743285,-0.018519142967105332,0.0630046538320541
