,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
PODXL,0.014564729365988799,-0.0237680410328621,0.01889232455327599,0.04487454078125992,0.06318994220262117,0.005728266101766056,0.07582897339150944,0.06666664633319498,0.0641305652659215,0.09691745279465681,0.027331287651532594,0.012185028505262903,-0.08877403409031213
JAM3,0.09830469875552095,-0.05491732678113276,0.028585516911887182,-0.015337611103838847,-0.0007721520272103952,0.06062803562952768,-0.024864974288748228,0.05691898966045024,0.050944508284531516,0.03505342626991101,-0.014271873618421268,-0.005739085215294447,-0.11105417521143161
TGFB2,0.0030372054192717365,0.0019437346841283572,-0.006539547534225838,0.02895617159889754,-0.02591652839513599,0.03853257769294864,-0.03878598765015036,0.09625701957332371,0.07439552771002764,0.08258526594972114,0.01798958202885205,-0.036157137180004253,0.0031659242006649457
COL18A1,-0.07331871424932783,-0.02479401599110528,-0.03927580833782145,-2.983921041162484e-05,-0.060541148673079775,0.07541668031178314,0.06830650730272655,-0.04961954830394838,-0.04796493458195912,0.0030691663863865737,0.08934815103588334,0.11946482798818778,-0.07026606049996477
NODAL,,0.019012478651729663,-0.011583494319916277,0.08717872058876693,-0.013738210428981148,0.09732172392337128,0.09122004171529587,-0.05525068312644139,0.09073216533092582,-0.016069002405598408,0.013639787913130662,-0.014204247444002874,-0.022158161630775892
INHBB,-0.01854224377125907,-0.040706420971795006,0.0077067975102657746,0.04943731696218183,-0.027021525649585598,0.02193347488662557,0.006517541586224317,0.042741671693188876,0.04710809186992132,-0.014540104089262809,0.08984876784307787,0.0070547862986594335,0.025205569696188646
LCN1,,0.010281882109640381,,,,-0.01370128299721076,,,-0.012654751674123138,-0.015175140308222783,,,-0.01637270746006623
ARF4,0.09723688032050261,-0.07918753142427867,0.017224158555258263,-0.02850068894634411,0.005276378399095433,0.05551355628099582,-0.025976509638284125,-0.026830151746313095,-0.015423892361385312,0.011808740641453867,0.04433267631190594,-0.0028743231070734667,-0.02163203646763826
CXCL14,-0.04105969859055314,-0.07000713795960903,0.012962295832725082,-0.05213080418029014,-0.012144434981331807,0.024546482022771654,0.03668355171384106,0.1219372393038792,0.06631024490410733,0.07525773102700824,0.0830286121034847,-0.012531168434922853,-0.030946163031933992
LIF,0.0448497666286977,-0.0034418646144153122,-0.014658247574834214,-0.02649030567895575,0.0008939429734942187,0.040991892453663505,0.007656709979090697,-0.03146150310538803,0.003326450861786392,-0.012252305453694561,-0.00337910410731738,-0.004581190648599145,-0.0248825330679985
IL17B,0.2050310388647968,,,,,0.011691412761898426,,-0.035434026465033235,0.04841943947614954,0.04131254777904878,,0.024569887561670046,0.0028451699064369813
MMP1,,-0.019206608762722004,,,0.03605741358377024,,,,0.0438999156514373,-0.025012437971477168,,-0.012796411820130773,-0.04119299129732695
MATN1,0.00367351129054792,0.07755503620086364,,,,-0.014364863741118852,-0.016839256631838558,0.009949484534736507,0.10811060258931143,0.06600424660692769,-0.026682909980811548,-0.01821227863533342,-0.019691098840137082
ADAM28,-0.026086593821549084,-0.043814802867469346,-0.02502669810318871,0.0034674358377813504,-0.01607236847776881,-0.060832282914985436,-0.028669899011336205,0.10440112846999303,-0.01099020674427674,0.04238625063822597,0.03683228092780718,0.009664782635394924,0.07284167858673128
TCN2,-0.002689039023604876,0.01249319846192077,-0.0010387110363902052,0.02945818358086908,-0.079573247195104,0.07523912027739249,0.05253535320212339,-0.0021502842215166944,-0.05129743815480262,0.041092869252399834,0.07002036632646637,0.08425194076280942,0.05310922851263126
THPO,,-0.023834453076632414,,-0.027476576121365285,,0.08995237924798097,-0.016839258566206383,-0.037108530698334086,,,,0.00796302864283804,-0.02131629097301449
CUBN,-0.008353294578959827,-0.03252117606906279,0.030182071217484212,-0.012127702808686986,0.08197876963781757,-0.012651750957132498,-0.03467036663082527,-0.07726178895683243,-0.06636584736921022,0.015794124183995378,0.03837598414787293,0.003133170222602127,0.023012536470658422
TIMP3,-0.014029826929571205,-0.034335316929663046,0.017890573610399963,0.04264033828141192,-0.06283251251127343,0.03207404964987434,0.015218657420161114,0.02873173507929838,-0.029410441502519463,-0.024912066856579013,0.041365122714895904,0.08179247941591884,-0.06756825715393669
PIGF,0.0005805643848258837,0.03780456861452573,0.012107475021196808,-0.011632371967085456,-0.01062889424483446,0.02117699162122964,-0.003124868733915407,-0.026238428709815187,0.05582597584677593,0.057298781230165276,0.051243988768346925,-0.013424808128959617,-0.05821141503089343
CRH,,-0.016322186118766232,-0.014537254827728096,0.0034779074971128445,-0.01485284457879376,-0.02106897030872417,0.0069071587893561725,,0.011082759343465047,0.02623802864716591,0.1265933399580285,0.024557539327493924,-0.02427862966422391
BDNF,-0.04042329418165036,-0.038345695780159894,-0.013004430381132073,-0.012065884187100874,-0.00771304072189972,-0.03200213288897421,0.0702676899872289,,-0.006735707114982558,-0.0020239549095866015,0.08895913012937211,0.025003659536303933,-0.029597123824918112
CCL5,-0.022188523365834763,0.014062131462970641,0.00448525823255788,0.0032206362983769523,-0.01849624699276559,0.07424375549811667,0.09619445104118804,-0.045601772518827036,-0.0038264054818574907,0.11630747090416775,-0.028428134484538667,-0.03219924768474278,-0.013887836236684653
GAD1,-0.06280560058772781,0.026651332767111426,-0.015047453462318998,0.05296749891298392,-0.0627512851805274,-0.005406302555667125,0.018405604521176667,0.11828087061203627,0.09027271706395235,0.016246619140446287,0.0726729519076233,0.05323301209156193,-0.019100671330739873
COL14A1,-0.0044233697047270475,0.00940287693230808,-0.018140659536720494,-0.02466365017264994,-0.0032128701913276135,0.055433550742689165,0.009538568122606056,0.06462750945530255,0.033966320382836805,-0.01655652431649318,-0.02224526055245721,0.08178454497870918,-0.02379242495226293
HLA-A,0.1161197548904812,0.0027563910548648973,-0.07735965087657114,0.033405833518716926,0.05857445841800036,0.06268546390253965,-0.088570548832962,0.11768179700213913,-0.00017675164794959776,-0.01838295426521561,0.11861428723158156,0.013029474205462554,-0.02554153070894179
CD5L,,-0.016322184230413622,-0.03596835169697795,,,,,,,,,,
FGF18,,-0.014768626591272913,,-0.01213696013464796,-0.0016442373083205924,,,,0.016582637242838198,0.13108712402996933,,0.09863545991022789,-0.016190494010435937
ADM,-0.0044515527744717134,-0.034590880033904654,-0.028385765982351287,0.019321456194700028,0.08627875692911537,0.08091940053047823,-0.07556324348367323,0.0634409285996477,-0.0017382489955882748,-0.09813919328797113,0.043324695454351594,-0.02823414449136751,0.052360361337248494
CCL15,,0.011093376916777396,,,,,,,,,,,-0.014042014198330458
GNAI2,0.011210881599584794,-0.01604924759082598,-0.011701434669534846,-0.05426613118832199,0.032960584965284354,0.019957534707780417,0.01879026449618886,-0.15499589155618387,0.012601050283330159,0.008472999910659765,0.015267762761554867,0.08665735215865736,-0.015270717105270344
HDC,,,,,,0.01396934302794696,,0.04583225625870938,,,,,0.02635333885621308
COL11A1,,0.032480739632452404,0.05152614124044767,-0.02821242620177765,0.09398832496297806,-0.00970107904982179,-0.014240534375650005,,0.08206626707879958,-0.05360560368474292,0.05901791294291723,0.02993854933004937,-0.07985853762752132
NUCB2,0.025685394287080627,0.005336691706334701,0.005552390780516468,-0.05829375297271454,-0.04084685545021664,0.04513694724613332,0.030974185495845012,0.001463850339252258,0.007684600769319269,-0.021924874272864856,-0.07954334090574973,0.00036755439906458506,-0.018459367071867648
CXCL1,-0.04782838235639729,0.07626384630639661,-0.015594997869773208,0.0004244163770487757,-4.270578628963596e-05,0.02438081316866458,0.11008152573236793,0.03784817431031279,0.014944958573302922,0.08324804453969756,0.010951491448972374,0.039373243771307645,0.040019207330581036
VCAN,0.02399367959897351,0.041937132580628464,0.0074668510323884,-0.041918734491401946,-0.021957999282090947,0.030838796784959363,-0.035056421348828894,0.025511283154966678,0.016505270655423673,-0.029753691195115443,-0.023018967408833888,0.00923578737412623,-0.058357582219419606
MMP7,0.0016196419538568644,0.06738726825219746,,-0.02412910233825427,,-0.010000806650992105,0.028572283014788303,,0.019097284038295644,0.07475919504844608,,-0.02728348877996946,-0.03612677984638857
PTPN6,0.005963929977728615,0.00889009197749645,-0.03716998257271953,0.010296334152537792,-0.04434218118500193,0.024472030370201438,0.02810403373993237,0.06199865226931415,-0.04745071812222464,0.036974231889165196,-0.013791417229448018,0.036123887320235214,0.0685000689454422
PTGS2,-0.009984260232551468,0.035617929848348724,0.03207594483023121,-0.01577975851337475,0.06641403239641433,-0.02247536309478783,0.07127700288078409,0.029449382876315783,-0.031338075391213714,-0.06653260417528985,0.15929481999849252,0.016743617246353718,0.04811797476828771
XCL1,,-0.017886194528383668,,-0.013205446987676884,0.03250352129286233,,,,,,,,
CD58,-0.008775282515032144,-0.004026385192322362,-0.003800601872070997,0.02499249579598483,-0.01787715572376834,0.038680179446132744,-0.006630548361654902,0.05266122708263834,0.043740932317592185,0.052146053022893005,0.03989244488720368,-0.04781891889978397,0.028836037234629786
TNFSF14,0.04824822177334179,-0.01802218488494009,0.02422253978208512,-0.0027543226403130175,0.022269104730588345,-0.020838150389773026,,,-0.0045171799348379185,-0.025825325910887112,0.040369951862578315,-0.018477347097953862,0.004286867689917036
CNTN4,-0.021340163641785294,-0.03168516714288424,-0.012732243849339457,-0.011710203367112003,-0.03660314157160876,0.003090816241371942,-0.009331116432780081,,0.01777605012448333,0.03505120082774761,-0.03348498809551902,0.020621544909749854,-0.023893360399944847
NTF4,,,,-0.016704312141995113,,,,,,,,,
INSL3,,-0.01602272923879873,,-0.012136957754054068,,,,,0.026258462119272137,-0.014990410943691343,,-0.018477345312744618,0.024929022301284003
BTLA,,,,0.08943678800448905,-0.01620283568491673,,,,,,,,0.02626183558446932
MFNG,-0.037303815643424734,-0.023041984082140317,-0.015310649596330547,0.03311794418964099,0.030224757411115206,0.042307043869016916,0.003083739485420122,0.011263742235796705,-0.0038089065768812432,0.1336195828288607,0.06462020705344708,0.017261802914571994,-0.029644308023229805
ICAM1,-0.06195477784817376,-0.006573822486089892,0.0012633501367837008,0.012157922019255816,0.03664887451600604,0.006487633101233782,0.00822836796438047,-0.03938387849569597,-0.0026456346890727928,0.04623256118950026,0.052696030187804735,0.04719482537412449,0.02832866139540297
PROS1,-0.021072773094254666,0.04786404108439621,-0.0022280252507044934,-0.05559640508869983,0.10287171685785419,0.04823029156053183,-0.032581772945237945,0.018923539736286167,0.001956607942887702,0.002036743080927281,0.15306683165970897,0.04483123080982929,-0.016323010735909447
CLCF1,-0.0586891650604941,-0.0018455720808378568,-0.013473515678034686,0.0029422290052310536,-0.007725615687712807,-0.05095262282334875,0.017126569680769265,0.11575152093231651,-0.01657581716406952,0.022440501534323986,0.011326540482404692,-0.005699095228448341,0.031346993660281645
PSAP,-0.05399416981968631,-0.009970023368061479,-0.0738802922954895,-0.020658419920572407,0.011031415823607898,-0.0892829873457593,0.0528618533487476,0.06763111273920046,0.018213129405124037,0.009269631065768018,0.04017888043902823,-0.0017552860736010456,0.06950768204618613
EFEMP1,0.03153709154785232,0.01831927096410504,-0.03702000144354097,0.00990712750469106,0.0711953461894012,0.04723123207623341,0.019582929644293277,0.016958364514587654,0.06552338036665703,0.06566574807684557,0.02808349980939167,-0.027171812138603316,-0.0037687581659016293
C1QTNF1,-0.0007376926516896868,-0.00944212411772395,0.00923153829577103,-0.025224675507680573,0.07304282029753369,0.08565481574572009,-0.010972736960582255,0.09550061708604117,0.01059235342435208,0.03268579498110768,0.007351783350095522,-0.013621908701669247,-0.03697199471046393
ALB,-0.013111422689240333,-0.024771557515095865,0.038778928419623514,0.0060070904100594825,-0.00038338429959445446,-0.016775094902432095,0.07037740086921165,-0.04957566956276552,-0.015229147176438513,0.12167951450323534,0.017127098228298526,-0.00449293407637299,0.055158446767735576
CCL13,,,,,,,,,-0.017063475309098193,,,-0.020726182288467714,
EFNA3,0.018333864479868994,-0.04104194775853478,-0.017182745056336525,0.008824176420295619,0.019494409637390228,-0.018574618991167042,-0.0023493062482727706,0.03136780595634747,0.06877887601381606,0.001580447976907612,0.0972363674442723,-0.031948694854509546,0.035853705682698286
DRAXIN,0.064262609538195,0.018758975791230734,-0.0008928873351367757,0.11293957797434907,0.042139175224492176,0.04040043991901302,0.02899640311961297,0.08929293825506988,0.07843816441378837,-0.03880739547282832,0.006047962255988103,0.04260777277592978,-0.06616907905933843
RAET1L,,-0.012481861687959716,,,,,,,,-0.015175130363071264,,-0.02244825172596512,
NPTX2,-0.027988055908084765,-0.002326007577681529,0.004729234165789755,-0.0168319552108434,-0.05137840349264179,-0.0560617083901884,-0.07626770717599828,,0.05353526926988625,0.05610493573222857,0.0903245059724861,0.025676201655958446,0.0007758177246656085
FGF11,0.05887193069807951,-0.014307191827466873,0.01566302136971824,-0.01474158381842268,0.05081415402795454,0.010365535482735843,-0.018473326583655737,0.0723742622271084,-0.005939856259996285,-0.00839563944540105,0.07250848531575402,0.00966124664448221,0.028583964256441708
CD59,0.003699724910843287,-0.015416747644564138,-0.0017816839375454294,-0.030118463659353206,0.01685133773502882,-0.03804566241299213,0.030001852797895894,0.022155679780754205,-0.026013370421988615,0.05224691863100443,-0.06438265890833923,0.04245877979884388,-0.011319040637943872
COL9A2,0.03555171545127983,-0.013566814477407589,-0.047875563302790594,0.0009205092969151472,-0.03665447950820377,0.016625014653289777,0.02482128271954335,-0.10745296205669048,0.03218723083784649,0.051807188664301486,0.10198968619530609,-0.02711471744777214,0.04443413660217655
DLL3,-0.044790187120842755,0.002307252634579907,0.03417758561244176,-0.02329618687530271,-0.023971373436982787,0.024832713535218823,0.08249615658557621,-0.0863759608426395,-0.02665852326897311,0.026095174169792807,-0.058764787745079476,-0.012716918134214467,0.06000745454813436
FGF5,,,,,,-0.013357913636182866,,,,,,,-0.014533370985411673
LIN7C,-0.014924046936749783,-0.0045474368500470295,-0.014818424716053909,-0.02929423711742944,-0.02960562651691795,0.044795604782367375,0.04924625746699954,-0.008853353584926641,0.0823164499999217,0.0369493885380967,0.012550877807021845,-0.07412182350504341,0.0007075380030240564
GDF7,-0.02231520817749313,0.04462460338821714,-0.01366260366187517,-0.02165587602756286,,0.04319652790826653,,,,-0.013008860805783555,-0.01849097903038727,-0.015021003226184241,0.035042842465626535
PSPN,0.09045280742196131,-0.05997138243626833,-0.024616396372839404,-0.010096290953948619,-0.04219042689832563,0.044542934627757366,0.014464786969251615,-0.028494299184016778,-0.011102628912063086,0.026524750900327538,-0.003657089312163734,-0.02148192807397431,-0.003966705137571258
ANGPT1,0.050096565927933004,-0.013588259674007133,0.03428528222816644,0.04555622667781742,-0.04965931035286007,0.06663808027823857,0.05011192687380116,-0.06427472397418393,0.06076910285909119,0.06581871253296562,0.025095648510120735,-0.012033325096624118,-0.06623742730876937
PNOC,-0.04249768615231415,0.03712804574510121,-0.028591571415053973,0.06861988271267097,-0.06406186285508733,-0.039921719200042075,-0.012923341387161882,,,0.015506912560280143,,-0.01780801283064387,0.021305319293412027
L1CAM,-0.04196998721831729,0.04780345552078366,-0.03620849085613977,-0.04245953192794851,0.06991507720466092,-0.05768360245197053,0.05242354124829405,0.01435742614845149,0.06390308163043633,-0.07650876725116348,-0.029774147664021568,-0.03252878534876147,-0.024150781358552684
APOA1,0.13987663141913265,0.018920979777521458,-0.002156762604299506,-0.0189013064026941,0.0185970337066874,-0.028587955535636384,-0.021212165274905246,-0.04309660865608677,0.055821470962028566,0.10664638089326021,-0.02348038571289298,0.05606275778682896,-0.015737600869266344
PSEN1,-0.015325114341036656,0.009628837597513337,-0.009359698345408549,0.0049856802898539335,0.015403829503721529,0.0027783264445188976,-0.011168026681703422,0.04699827034419185,0.009082310770306055,0.04930513205067889,-0.028324994421443355,-0.0034978993454182795,0.0252514132402461
CALM2,0.046198106524052755,0.022078805758854264,-0.039978745693660306,-0.01136001785195687,-0.07394855625643665,-0.06922385988674713,0.07185285563140226,-0.0194979663066209,0.08464746402852052,0.034105495623910485,0.03339294145014223,0.03769786155191416,0.019668020951485576
CLEC2B,-0.055568852763700674,-0.026343894888807208,-0.016633823674631162,0.052551079217956057,0.04602026846914141,0.028720805774787708,-0.01213576423828499,-0.010514011317659605,-0.009665782324618758,-0.006078801291114827,-0.036284383056984025,0.015589292225830739,0.041192137702588935
NTNG1,-0.018518262814544068,0.019098345830999782,-0.03577548610209664,0.025538563669533332,0.03812419328858787,-0.03093530409716869,-0.005059252190089039,0.11168001613561578,0.014557477940075572,0.04591919045998817,0.022342281078208556,-0.015729646890058832,0.055322544149700004
LRIG1,0.06024827466293122,0.016390361635442822,0.05409174493787164,0.016654116584642244,0.018212825774016814,0.0005719320033281895,0.027137910084801754,0.005408058952033796,0.023810994155378462,0.06760613495205788,0.04736790549375625,-0.04892290095772148,0.013452826545763553
CPAMD8,,0.0029392362559099968,,-0.014355855353532367,-0.019732839037105435,-0.012084030546240972,-0.0078941911397691,-0.023134136956649006,,0.04113035697820194,-0.024128565940358723,,-0.020145890434746027
GHRL,,0.04626400256590685,-0.01732953722789718,-0.030568144822259738,-0.022024354344481245,0.020405743483416845,0.010279385994011079,-0.04367577153910581,,,0.08252453915443528,-0.0162481313362673,0.002198816783399163
NPY,0.0014256436616930915,0.055543355756500136,0.04111266256014685,-0.058060310207089086,0.025015874934931518,-0.01196244442886261,-0.014263027797849836,,0.06502934051810288,0.062493118422304685,0.033032700344478666,0.06967358217908959,-0.024278622876868456
MMP2,0.013542440012903573,-0.00197668697757119,0.010364058327823004,-0.01976805975426637,-0.05041562065251245,0.08104339244362145,0.02129025800497689,-0.04361836520445669,0.03921547645654713,0.03372282643900304,0.08839582840332112,0.008401100896102033,-0.056287540836779046
LHB,,,,-0.012502865854965326,,,,,,,,,
PPY,,-0.02104688542581445,,0.0045478938516055716,,,,,-0.02067660495201342,0.054422956009196846,,0.029706907263144778,0.03016918836620955
ALKAL2,-0.029167814713824392,0.005773375278994144,0.10621606216517236,-0.012321218715215656,,-0.013701280776627177,0.02664850454961051,,0.13246004388759786,0.0013632958072609344,0.018896353749516804,-0.033033056781682876,-0.04878768385599591
CSF1,0.026048097447962233,0.04532765273291643,-0.0015630557009428162,-0.02946576338856708,0.010806305126559326,0.008792356169400996,-0.006707483183337717,-0.002453704681072057,0.030625902048430565,0.04775003679738904,0.038646024080420956,-0.035981453959307186,0.007319490508453919
SEMA4C,0.009598974017898493,-0.032560137836362836,0.07591224003044067,0.0040842337048372975,-0.04209865889054079,-0.0038450158601810417,0.031908972360833954,-0.03185408335282744,-0.0004007251748771468,0.03387268019275976,-0.02207796120461332,-0.03684368997946533,-0.06591477671047445
BMP8A,,,,,,,,,,,,,-0.017257000476399314
ICAM2,-0.05576428773001324,-0.018744393785926083,0.0008679579985152094,0.05386814092066874,-0.015925523536238252,-0.025878828615149646,-0.00595145882730713,0.04777446142136667,-0.03584141745579466,0.0037444624348347503,0.035762645611657366,0.04664785648340882,0.0005355781077698834
SYTL3,-0.031220768889006194,0.024163015150409157,0.07917422866453667,0.056182625573166355,0.021402326194326752,-0.014252437664138069,0.001955017796201869,0.06378687530129916,0.021419255519004962,-0.027670878050051733,-0.02327679456149729,-0.015857363359706,0.003012087423623802
IL1A,-0.021057203686005565,-0.031769262854035814,0.03938422742878599,0.001898185821722286,0.039056116879261214,0.08008175557912191,-0.03236501455601219,0.012505623910090087,-0.009847510611741772,-0.021767894021581895,-0.00014648805112725237,-0.023959269704389816,0.15202282198613687
HLA-G,-0.01888799459109853,-0.019206604694218123,,-0.01320544579511411,,,,-0.013084908570189053,-0.0028561908019248176,-0.03679382143885415,,-0.02724275047729743,
PGF,0.06963774847627185,-0.03809022608921244,-0.024672998872790255,0.01692587345692511,0.02992096342390791,0.04448752213411521,-0.016886130911128762,0.10300115276735983,-0.05592118301324182,0.04741137244344127,0.042688525329188855,0.10076500626982657,-0.02865246323806148
LGALS8,-0.024758500549813003,-0.02407929784689779,-0.038365697190124594,-0.026417679079016744,0.02482761780397313,0.0016434071394997283,0.05809576486708561,-0.07537846503095512,-0.005917977793146748,-0.005577113266247898,0.048198088311265604,0.024544685133833004,0.053200583825508706
DKK3,-0.061767964805702465,0.06564507125946462,-0.03300235783176429,-0.035536259354103,-0.04332846253619585,-0.06331296282348706,0.08434925993087787,0.011413353698216885,-0.011878113605095194,0.04843916049897302,0.08204658120056546,0.050285814600354584,-0.04200629522754061
COL16A1,0.020489795525769926,-0.018876388910077403,0.022155686386360965,0.038380559491913664,0.02637448109740642,-0.011077417549746631,0.002183094385777301,-0.02821053863380951,-0.04996311295334166,0.05967850922437495,-0.05271308512535722,0.028367316509446804,-0.00432821167856752
TPH1,0.01114672507116051,0.03329352687511513,,-0.02403050106828911,0.05886199067993761,0.012081188271517116,-0.0029194463033423825,0.09104570705764282,0.010748397860301568,0.047248906750351725,0.06895782218700691,-0.013285048904256573,0.005883745809144813
TNC,0.016393091740738858,-0.02451382657128167,-0.03278518421557418,-0.003562615896509659,0.03141922814238814,0.07528319022015749,-0.05597704869770465,-0.046132349292359175,0.05394015953517559,0.014890299850803009,-0.012544041104251455,-0.004673305581489653,-0.0133601897491588
TNFSF9,-0.013651281390369202,-0.025077348158509403,-0.018338451169648627,0.0060074329883559345,0.014628898977865892,-0.03242731152791675,0.059464400536160006,0.012363294550306297,-0.041937610866467426,-0.03268102829498724,-0.017370026792115845,0.04239381840443427,-0.02731047293117492
C4A,,,-0.010806972437496032,-0.014822872983797556,,,-0.017813977766840444,,0.07192856248696579,,-0.02172945132323779,-0.015179424432607919,-0.02323918846313063
CNTN2,0.006338970122548578,0.015287233430970427,-0.020001303658119935,0.016918317242697867,-0.05617294179138343,0.012310932712116607,0.035625665308401444,-0.07026757277876511,0.007394550004555754,0.06732913577763934,-0.03541582469204525,-0.03137665500422068,-0.022451018123272545
F7,,-0.013758076660635223,,,,-0.01208402352259819,,,-0.023935170278593983,,,0.03403090338474151,
LUM,-0.05314081151907662,0.004311823910465296,-0.015933238574698843,-0.0069224275083437665,-0.017063130711226976,0.09928357543899086,0.03110764060616814,-0.04494623576838061,0.03142930243892064,0.05824159223800375,0.01062364499588538,0.09191597912130299,-0.0736729941422822
BTC,,-0.012481856488863166,-0.016910992445479393,-0.017185027596072194,-0.00448846346380385,,,0.03297273549618339,-0.01731625422465222,-0.00423166682395533,0.01689651471881434,-0.01453611614658756,0.005982491222422275
APOC1,-0.07849868737091589,0.015611770479741511,-0.016613154683201767,0.05448310167470977,-0.026496911899332867,0.040947950675761534,-0.037602049663619776,-0.05711121529286722,0.033194691807498726,0.07520991633291675,0.07986744269603659,0.02520889033939584,0.11774562832241577
PKM,0.009519791380177129,0.01959909981464808,-0.02151602748883453,0.0008571080437456174,0.12920040971712068,-0.0020576923110252844,-0.05175684070740549,0.10846714044296445,0.0034152017708429685,-0.018608084941369552,0.05594789304897127,0.0062506258137505905,-0.01729001983158765
TNF,0.019068605762854924,-0.03210399848410108,-0.023995973020362934,0.0036753894930619028,-0.03225215274765439,0.025869224455205245,-0.026715702330637834,-0.06581644522865865,-0.016807133802532882,0.011181353487603454,,,0.08932021245481798
GNAS,-0.05775555412411453,-0.041465584289771755,-0.0021681874953455465,-0.02924787980628997,-0.10803876468007999,-0.005930336669500573,-0.07631552190825525,-0.08287658727475238,0.02152657941153877,-0.02030823402903378,0.060741437251128176,0.04604834870963828,-0.053395781399817994
BMP8B,0.032405709234393024,0.0002562659832895844,0.02717375541088317,-0.019144494849302085,0.002585186432787836,0.005623242559599119,0.02055966808345087,-0.06283937544843769,-0.014510286095738631,-0.001993607966813913,0.06318031705541818,0.03463772854542337,0.027819779261301178
LIPH,0.00667679103361821,-0.014102522208491706,,0.04399140422169888,,,,,-0.017063481584629326,-0.01691896943371599,,-0.008195848452415944,0.009552679621669767
CCL28,-0.02231518858946716,0.015126316533209803,,,,,-0.01607127155509406,,,,-0.025126011729581857,,-0.01340009818506834
PTPN11,0.05539000234079403,-0.03962047456557894,0.05251184385933544,0.0389936618677115,0.01820407024538313,0.0045461359212139495,0.028155772713853344,-0.0016009683630638348,-0.006282200691112783,-0.06782419306904375,-0.050461745573202196,-0.016691088069175783,0.023987297365602765
ADAM12,0.03736053477856327,-0.0424888550229642,0.08573758456651641,-0.012635407149243017,0.023395591892679753,0.05383715890720895,0.02573272596620919,0.0705196909432212,0.0046048962983149845,0.05672689814661501,0.06507178363180707,-0.015182008568653099,-0.03945109143688679
EPO,-0.04081069583188587,0.052927437125738684,,-0.019144495385368096,0.049087296702460814,,-0.020265313476688862,-0.05292060567298006,0.02799524985761308,-0.01757163955074117,,-0.014371076930025106,0.10198253819069747
EDN3,0.008770561077787849,-0.024565925247027904,0.09381065733107556,0.013536626290063709,-0.02129371305197362,-0.02141118450822372,-0.0038123242902488473,,-0.013634215707223942,0.008926067895693278,0.04275633258023129,-0.02827663977694093,-0.009669070317019446
CCL22,,,-0.013662603331029775,,,,,,-0.0209735271829092,-0.01606899531993922,0.049399192543846476,-0.012609994394499852,0.09478520639179473
CCL2,0.07901927402454981,0.01599278870400827,0.034789475465961825,-0.02393894954503762,0.05086745557572731,0.01635125100644717,0.03488877750513952,-0.04378378899349225,0.014981461289171931,0.09371539471024169,-0.05504071751646759,-0.1004916609742909,-0.04215927989436636
DSCAM,-0.00929958455237493,0.006009070154577685,-0.02175804966301099,-0.02278423451992686,0.010824376005404512,0.04586969645694779,-0.00629322218976785,-0.034773878881330544,0.027317054247387576,-0.01812202038874264,0.016881947982450834,-0.024819901573618568,0.0032999600399981547
GPHA2,,-0.015717977587578758,,,,,,,,,,,
ANG,-0.020631815655142806,-0.06345376866368951,0.037909906446780925,0.032469991248979695,-0.017776651552539068,0.046190204729697926,-0.04227644253560623,0.07269283951155901,0.008636868292345204,-0.01713565443984763,-0.036062503990092094,0.005219005520852768,0.013516687403352712
FBLN2,0.001360855334104027,0.05052581270352383,0.027284360657162915,0.044299728285233514,-0.05187368375713477,0.020311052777406732,0.028293175033462185,,0.005157113725779166,0.04209912265762426,0.04318143438771521,0.07157784670487347,0.01885646543133575
VTN,-0.02888835274833612,0.02522734188348927,,0.02225248988573493,-0.003162956318018763,-0.020369721212789026,-0.0168392553959928,-0.056110805143539104,-0.02118263182418691,-0.012356022699332486,,-0.01860860496034586,0.10185188678453871
VEGFA,-0.01836434909681877,0.008748734745634684,0.003230666307618818,-0.017518474621637366,0.11928336195823559,0.09374104021946336,-0.0852385517043174,0.08597104210514694,-0.0029734331665065795,-0.09807787705516939,0.0009564940025939374,-0.019295199696521256,-0.03436514295028508
F10,,,0.0679604871308563,,-0.019552361102408874,-0.019648879946829012,,0.022887976112900825,,-0.021102958010197445,-0.026984397801809775,-0.024889778704984773,-0.025158107102449454
SERPINA1,-0.04994048357497584,-0.028132373889974752,0.024925378988100728,-0.016880085504473664,0.03986102740402593,0.008824575594223855,0.016606576063802427,0.04097098911304714,0.03462404459090694,0.04250039409274091,0.052333535975253885,-0.00102259454191216,0.013829256286163745
VWF,0.04510361488890459,-0.025021387380881614,-0.002722949322340872,-0.00824547849810146,-0.04156097481709919,0.055718702796993154,0.04300411990441952,0.01906855333469137,-0.041997519222710694,0.0676998921339225,0.07101014645739805,0.0368972080294746,-0.0037267652686468074
GDNF,,-0.006118177900202694,,-0.015571774811821195,,,-0.020265311898491244,0.06711634327822535,0.02253230552200957,0.0026407783171523706,,0.016259256096221593,
VASP,-0.010152159030597352,-0.004017701416616697,-0.016208574533591313,0.034425201345101894,0.03524567347569577,0.018423096667992616,-0.010153336581143016,0.03863657672717273,0.05014081341630546,0.011547346001812914,0.015970053505259065,0.07197081523829754,-0.04357848201304689
ADAM15,0.03394050222258181,-0.014964508368075667,0.005791929270210769,0.020591211244244702,0.066399675307958,0.01355380343512145,0.021805529944821996,0.04280529722134968,0.055227144043207076,0.03130502975619951,0.02433068548090062,0.009639328837070669,-0.00580780312982992
