,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,-0.021681349345867663,-0.009604929745737801,0.007567402548551308,0.04938036184620925,-0.04325151666010478,-0.039323493080624,-0.18072228277917748,-0.04229600056665909,0.009208848661314181,0.04342160375039995,0.061956350635361646,-0.047317109751383854,0.0547233858259097,-0.06676883433412062,0.014722116690617225,0.07161970179165639,0.062437343864781836,-0.02985713907471546,-0.04839878068904806,0.018276057948364136
POMC,0.10005381448386362,-0.011650450138622306,,0.04018159057104423,-0.03034866989294163,-0.042910196688965466,0.15111890406535478,-0.017297333283321736,-0.0006273450926790164,0.006288616673336379,0.00711957587717803,0.09871285172006639,-0.04442718923715611,0.06677444117196732,0.04158067583638483,0.06262274223430596,0.06226825386850184,-0.03955307832976991,0.10959317404163321,-0.0015243675631219623
CCL18,0.009497131134173026,,,,,,,,,0.005125928874559625,0.22399226034917696,,0.0058316885919943995,,-0.027926429003253594,0.08781381229945887,-0.006634922745541314,-0.060398539704963235,,
CCL17,,,,-0.017096752851567847,,,,0.012041735930014877,0.059786784127457,,,,,,,-0.0297141094632442,0.014795158438321984,,-0.026394050815736578,
VEGFD,0.06117747104152445,0.04464142311003434,,-0.019047670666284953,0.01972357875932958,,0.027688104817100642,0.0504556264344373,-0.015534392985921911,-0.023483945313375717,0.03757354863337358,,-0.052327595569593786,-0.006924155031735696,,,0.06496352327977355,,,
TNFSF13,-0.024900133444515665,,,-0.011792957480384027,,-0.015773600391336403,,,,,,,,,,0.09574469923700372,0.04023534000341578,-0.02715099188504924,0.05644325046466262,0.05478356032491831
WNT5A,0.020165144198168467,0.02260092319125455,0.10745116590391945,0.06442186296720293,-0.08278211305730782,0.015719573559879782,0.08465730332357721,-0.040929712736897425,-0.06438474226996746,-0.013012328742756532,0.041136511109150814,0.03307847582364476,0.08540920424463759,0.04750320487658355,0.029958641799317936,0.02807616328022433,0.036362728288156024,4.368567520056377e-05,0.0925304444721402,0.003565045776168778
CXCL8,-0.03314036167980758,0.05130198415610392,-0.03335708419130496,-0.02488432475810194,-0.05872738088118896,-0.022436923494273977,0.0184302572215665,-0.013276132013276275,0.04447392082274618,0.11019187640286615,0.056865387414385266,,-0.0024517751021959308,0.09948919426922168,-0.049168875087502624,-0.035738756808363734,-0.12591994838157658,0.004626810367712337,-0.028622419396057013,-0.024639159449108453
GRN,0.06651377484369737,-0.02787573877255655,0.006865322590330888,0.010086243373224606,-0.003204114495318021,0.04119214523567905,0.1122670191089676,0.0035589934786799246,0.002978530507462532,0.0494727788991236,0.0399678109370138,0.09849403984062502,0.08013805489793598,0.0830320086284038,0.043010445506793005,0.017843061732630058,-0.039705592114251426,-0.013665000692489576,0.11259580605678987,0.029818246204901675
MIA,-0.01677651474986961,-0.01763581096247582,0.09939551706288394,0.02692461444064445,-0.026049069273543696,-0.02852171162323499,0.04352651929973911,-0.0036939447710417,-0.017667100508785283,,-0.017885769290390905,0.06666076195376215,0.1556400277529238,-0.029755032945795522,-0.010138838781552785,0.17966723534648518,0.1491715747373161,-0.018788777332566533,0.03638346323117802,0.0292622785360648
COL4A4,-0.030558974350386105,-0.007162967112721943,-0.020956292349600773,0.014956078132504694,-0.04384114183047539,0.08367576551208335,-0.021367661171949485,-0.019411033251635162,0.09093592978179162,,,,,-0.007872905520489153,-0.03530773196421538,0.10186541403816488,0.011873052715695777,0.015494833110711996,0.022449909121720856,-0.009742372779598418
TAC1,-0.032114140816636674,-0.015829158273856676,0.04106771140688909,0.05175746054350106,-0.03573449493095405,-0.04005645255200421,-0.08084081392696704,-0.026461440962802146,0.017591666073376304,-0.04280964999743624,,,,,,,,-0.04171504157773218,0.05053027511505592,-0.05142314652477081
RARRES2,-0.0290001083884786,0.023304496098675843,-0.07097333086501359,0.02258439216172777,0.055290587415621144,0.05021011028382198,0.15958336218443323,0.004032452195583217,0.03477719358062992,0.036532689641336165,-0.04648502287814895,-0.012356915136115226,-0.021612103331715947,-0.03426434808556904,0.03568692904769183,0.004978467708466454,-0.006544128761677804,0.04279620292863506,-0.08319335714219489,0.016322664168644748
FGF7,,-0.022382323961773278,0.030877095069451587,0.011509313095611378,-0.025757562313240688,-0.03418509259128378,0.02591936798956808,-0.030634205389196114,0.02200580576022774,0.013263517451891211,0.10121205752959334,0.08058443188526201,-0.0024469099806452036,-0.014259072565056262,0.04730397786032564,0.06855237080829399,0.01817639460878283,0.011832099617247571,0.015313548947827521,0.021908151765299737
EFNA2,,,,,,,,,,,,,,,,,0.016541823452757256,,,
HBEGF,0.06181597960543818,0.03829625101573724,4.854816748164509e-05,-0.012662138671414956,0.025065253855023978,0.01751948157006689,0.05679784153527566,0.04621497962920446,0.03908472788308599,0.07543619178912951,0.11140256130737555,0.1452635958911961,0.00384486163394513,-0.039630473860628526,0.08256317364510538,0.04285042903528196,-0.0049587643447428255,0.003986747136048385,0.06621400912462068,0.044353575420184026
CSF3,,,-0.014249620855287663,-0.020377838681258864,-0.027128242104802837,,-0.022606574243516146,,,,0.05053094550963304,,,,,-0.04564544249504213,-0.030859882524645367,-0.03466338279989558,-0.02778886374604703,-0.024316029247251018
PI3,-0.015375616421830015,,-0.0026093019530025467,-0.035165997302902645,-0.05847875399794773,,-0.009520454375364258,,,,,,-0.07434930313419803,,,-0.07734369410848863,-0.08314090132116884,0.002735728543994922,-0.06037596897522654,0.04067610768740419
PCSK1N,-0.03157568734413041,0.06676364329765323,0.0579382856930172,0.06891486907033623,0.0022380384960034986,-0.014762940921496581,-0.028560512096039072,0.0400911364440325,0.02429358616091768,-0.06260084397563515,0.05890668997944055,-0.013530407961557285,0.02671181566034129,0.03903843001524258,-0.0022895186414628125,0.0880742472696461,0.018303628822345607,0.008529750197110633,-0.10766776571505858,0.022970973087992543
NTS,,,,,0.017028017846958295,0.02259246479516129,0.02751465440374218,-0.022174849101930287,0.003976321091733294,0.17670212210532976,,,,,,0.004671738883156919,-0.002911108436320955,0.001913928043421037,0.03212090755212968,
SFRP1,0.01978025936579477,-0.03603487466230043,,-0.014917577713876362,-0.0217480098667085,0.03667392947387673,0.002972372498668178,0.06128335722623414,0.005779591872004761,0.04368666305651793,0.07411420766593667,0.0032432971371449825,-0.03883543305129093,-0.11576246740131688,0.0757080013371249,0.06479552005772203,0.0823866273976658,0.030927528461797464,0.09347740980655472,0.09058938239368808
CXCL13,,0.03630896830174707,-0.022670587790255117,,-0.021552555512681235,,,,,,0.14674903824149285,,,,,0.026644381309049378,0.003357267581081088,0.026578704892264028,,-0.03829724472995031
MICA,-0.02371474722474755,0.0336743012488085,0.03525962601790691,-0.005725550124742918,0.028266065281221563,-0.038887382571790134,0.13707197655644848,0.03921788099523802,0.02816065822354907,0.005608640020713983,-0.016833207797091274,0.14591212701163775,-0.03411185883080963,0.05512515465285449,0.014487324466701387,0.09737775442341762,-0.0023087243784645803,0.0612667619702208,0.07803340563446871,0.04642971903037979
TG,0.03209797623322633,-0.01882665746877879,,-0.016098429808413355,0.014810209655805297,-0.02114751334156335,0.015376531339529357,-0.018731132091352787,-0.015326499514720884,,0.08580924784412454,0.08101179994589174,0.054758658508211856,-0.09851985171587405,0.11536804509460523,0.08909859057351407,-0.0061944814335969265,-0.028528496701987312,0.006253040696200786,0.09271017365584251
ADA,0.07214491736958575,-0.005339962389470606,0.010775262138480707,-0.035662483427119064,-0.0005808443610249229,0.02836406254592147,0.09239454228724772,-0.019717103466572797,0.021410260523772658,0.013250132544945246,0.13071799456176084,0.11337748445758153,0.10980484719035559,0.013833634834842637,0.06644564851021176,0.08716732054155933,-0.0215316199810858,0.10376727805648356,0.21088881548580873,0.05709734330336324
LAMC3,0.10242218190928162,0.03750008755775326,0.010335654576861612,-0.029908830948223077,-0.03703811034601537,0.05699792771597884,0.1704965703844868,0.06481526144374826,0.01244213478370515,0.08653890106760335,0.09138173967085506,0.2115195887847543,0.1184519898331529,-0.008834778365205827,-0.008273511209072798,0.08926815368218773,0.018232833343844342,0.045224406723585096,0.19640076863046602,0.0862265362114653
CCL7,-0.020988483742849867,,,-0.011639139030549773,0.021635827314871542,,,,,,,,,,,-0.004986384469462557,,,-0.0291200355009571,0.0061089822078459
NGF,0.04457896103034997,,,0.020322724321565108,-0.030500528216285253,0.01701758064095234,,,,-0.02114310838294331,0.08541402271233117,,,0.04040144563205522,-0.023500410342359716,0.07404433521640894,0.0009002364553024611,-0.026813455648261677,0.10438792792104917,0.06306191546157383
TNFSF15,,,,-0.012960750573514992,-0.02115661789134645,0.07025749006884863,,,,,0.05406090237742449,-0.010206822947493999,,-0.0333631079368881,-0.025226435287739095,-0.021928548699970418,,-0.0033154126669962636,0.04010320112103397,-0.012772773251113492
HMGB1,-0.0022898773697535256,0.030088282941639646,-0.01589063472306258,0.013182183841564698,0.017190942574900402,0.07653125749630632,0.12661132067347172,-0.019021293398418977,-0.02582025862422746,0.031724902741358106,0.18957999051867624,-0.011756769105286068,0.022428665847642845,-0.010714471799760187,0.07023611002265524,-0.09557767257192222,0.05577173049130622,0.0098739413908488,-0.03143437825582898,0.02160528769230925
ITGB3BP,0.024149515603307047,0.019666298207039044,0.0777822927548248,-0.025307482506064648,-0.04477996743738563,0.049269631678132614,0.1326448742099317,0.017552426912696952,0.004416112433870567,0.07976916230800045,0.12916153106173583,0.06262111710569836,0.05424045095314386,-0.12168399655857692,-0.0101502700314077,0.036610129639751826,-0.03802694566145829,-0.007577869465166219,-0.0009802538049823446,-0.027261469972318927
AANAT,0.09430202536764347,,,-0.011792958739023933,-0.0190633780076182,,-0.020391741744967995,-0.016845016554830228,-0.017667101491474522,-0.019877631316499743,,,0.0058184944611001585,,0.07357196017416685,-0.004299822061423687,0.023497555490151513,,0.0625275096362316,0.04018150980591735
RELN,0.012180168680591451,-0.02216601186818696,0.03775643316418062,-0.020469935396309667,0.02828338774426728,0.0031394848473340876,-0.04638697957479689,0.052565732659911324,0.006138156982984763,-0.009081207668997957,,,,0.07762552001187195,,,,0.04778074426473045,,-0.01445016769650334
IL15,0.0421693738048493,-0.023984873584155415,,-0.008835056216463954,-0.028995516202636483,-0.017435646893664208,-0.008793616504628702,0.010336463266993903,0.007021637285430611,0.13504610008467816,0.05021441209038031,-0.07510688725732288,-0.0014909714229472545,-0.02863833370105672,0.008427811111280445,0.05323094906689013,-0.010745728171608482,-0.037148936941250266,0.08918849059575175,0.01022854731368675
UTS2,,,,,,,0.06323907712971931,,,,,0.04108605174759543,0.010628437748567608,,,0.07983355881106825,,,,
BSG,-0.012536948436104449,0.020336007740895317,-0.012764571862570148,-0.07890476118820355,-0.053998920028110665,0.02396776505621214,-0.005168362094021257,-0.005792662257327981,-0.016824328025384187,0.050931161021753796,-0.01525865568857849,0.07940935627811187,-0.002376138651454265,0.07607248062442211,0.05200437741703624,0.09697977787795155,0.008107793926790147,0.01524646890994221,-0.026128691393204694,0.11430176756850774
ADAMTS3,-0.014952348419104368,0.005437460473596206,,-0.002120058047225287,-0.02117877821175525,0.013942275692574673,0.1749264903759737,0.00663296305199508,-0.0018911048986445449,0.001711766206366723,0.024965280494502928,0.08437456532355476,0.03562879884655422,,0.0050459701409256656,0.019480255724289595,0.034418219093278704,0.05947886934436776,0.0802784549943008,0.10338885838192043
CD34,0.08031642877251333,-0.02533167322034204,-0.008910942752850601,-0.039941046988856956,0.0103883981152937,0.016867121858064636,0.09837936742009273,0.037745877709042495,-0.024228771702542656,-0.015781476459934794,0.12039587854790904,0.13434640018955843,0.0662074553864106,0.02244850862145632,-8.280102327189167e-05,0.05412619881297539,-0.03704133870835273,-0.014689102859751783,0.1779226577634428,-0.027522232519731408
CCL23,,,,,,,0.07799821384258226,,,,,0.06834721425965334,,,,,,,,
PLAT,0.026398058096065942,0.04168652939888453,0.022117689102040237,0.07502649120286256,0.09348163776929277,0.08584933688745061,0.11431648569969842,0.046973245141621905,0.010005556867268735,0.05591410115406488,0.020624762754902215,0.14870944964803892,0.0036331818310236072,-0.040349262414539185,0.07144073915951327,0.0937958409068111,0.06506952108298808,0.058910977570621796,0.07564968102238397,0.03756260014351393
NTF3,,,,,,,,,-0.008054875468722524,,0.010371109266772401,,,,,0.14011656405705378,0.05545861425413708,0.06474452752093146,,
LTA,,-0.013845183079282364,,-0.01491757701600863,,,,0.018015648680284,,,,,,,,,,,0.009622244343290771,
CKLF,0.05890034063415544,0.04084755214872299,0.025304495793776575,0.008023173683275953,-0.04598655943482602,0.12586216717313162,0.15260978546640364,-0.03232061066277098,-0.0345215489741171,0.023252713630140347,0.10342573082248918,0.06191562159326419,0.06405292912647637,0.024631371016662094,0.043625026022535526,0.06175156663958291,0.07280355129528279,0.016738559051945875,0.03106299501595673,0.005235314107026673
APELA,,,,,,,,,,,-0.02544663663995999,,,,,,,,,
CD24,-0.027274473718687277,0.023046005911993534,-0.04561463192559013,-0.044116131043611256,0.061625156657321004,-0.0005611326534916078,-0.03273651148968317,0.011769969350860728,-0.08293634453546479,-0.011933832009939437,0.12237423383276991,-0.04745410146111354,0.03503092365209862,-0.04034414439874575,-0.022155195934987524,0.03284527720358236,0.030947442034973686,-0.014853432787655264,-0.0841188181353939,0.039053139958166394
HSP90AA1,-0.05446282036380402,0.001663629649257405,-0.04459836632207047,-0.03931533628513372,-0.017414530171219106,-0.04377300030742856,-0.12516581363160983,0.04134901056737235,-0.016051248348973833,-0.08843558785008646,-0.03386188802385073,0.0022697061864864992,-0.04936147487349182,0.050842765471415585,-0.07486490193635677,-0.14346308838513383,-0.16242714002929043,-0.008490624994451603,-0.13433171448803446,-0.0019885619086145037
BMP4,0.03761497284100021,-0.014676705668750236,0.04328353035829198,-0.03480449795947812,-0.03699556449219117,0.008140607817978303,0.01200599949150767,-0.03354130864755618,0.005684249415841581,-0.014043074254886498,0.031263570557924995,-0.005324171302854351,-0.02394498586582307,-0.037840510917128485,0.08251948822700875,0.021260188720419453,-0.05472762648353433,0.008928367756933266,0.09492223767216831,0.030986041242164527
SCGB3A1,0.06300038410825257,,0.031012655644161072,,0.10541971128979935,-0.02225691163208117,,,-0.014902372904492213,0.026756430497959043,-0.03705564053362263,0.012078868249565425,0.051201870334410954,-0.056627385353522165,,0.02124549443983321,0.012075087964255046,-0.011893512981585726,0.11864230388367991,-0.021412620905582703
IGFBP4,0.08770991947272617,0.0025546722406330877,0.020754525533432218,-0.04813456491014759,-0.06407825402342669,0.04755751640266756,0.15862255037828982,0.01025163934952212,-0.009146805866787601,0.02831562433508353,0.06669138795411672,0.10146729594090767,0.0691138128746239,0.10369425811642825,0.0033365404199876894,0.02555751627344954,-0.05689973725045301,0.038075201530737145,0.21054399969838328,0.03148069795034249
RSPO4,,0.03616939964416523,,0.0029809063635867056,0.0031391801609946964,,,-0.018868925683726022,0.0040351534987672685,,,,,0.18453301407507264,,,,-0.005549749011637712,0.038112436653890566,0.046707102018545214
LEFTY2,0.055183070635470365,0.03145685018828469,0.008409668036407183,-0.014320634127482208,0.01634690876565199,-0.017789217167033772,0.11644364591606937,0.012094431967813186,0.05309327751061318,-0.02114310838294331,-0.04934819626534175,0.07800592991076906,0.07520295320984197,,0.0010035454909653801,-0.03780483307372204,0.04057533529398428,-0.022081318777937176,0.07942972817490643,0.009917211626537185
PF4,-0.021772180561563634,-0.01259407576780201,,-0.010154919499442855,,,,,,,,,,,,,-0.00644891382492922,,-0.0005538629271226953,0.04529964375942287
ANGPTL2,0.0736128175827613,0.03830709808149324,0.017762130182661765,0.05620122263507059,0.028783629247538155,0.11147249275842233,0.1368191084271602,0.034189186044167874,-0.02508517114628977,0.12590881382365407,-0.04180209226623177,0.08866743985163054,0.0369655850250081,0.11444431216999063,0.076240138059472,0.09323473848031139,0.10473224072875734,-0.012048826124681106,0.1267845032161821,0.12022183624565302
LRIG2,0.013942823741253666,0.023541945976159554,0.028528737646460148,0.03727105325949735,0.013030486020166838,0.011997649615832343,0.057083424697770745,0.009440947110020718,-0.021054082887977957,-0.011182298445632002,0.056436842215187175,-0.003020221375185386,0.046566851907334963,-0.012163742404294003,0.010518854826560937,0.08927230447753069,0.026149178323400878,0.04936020273947504,0.07276578054920042,0.03745308827716071
ICOSLG,-0.07372988625641562,0.023360253838737292,0.0753233435994145,0.00928514172970499,0.008159207505593964,0.021917357423167028,0.08775539318092965,0.031093885360809453,0.02364632243143095,0.029097312582868236,-0.00550530111556208,0.05236558368254479,0.004487734436973488,0.1513597576507325,0.04835668308575437,0.11785472442211062,0.06396977582467545,-0.033108319570066894,0.050415510521397484,0.0007045721031450385
WIF1,-0.03917550500581778,,-0.05411783826800369,,0.008403585196610346,-0.04192535825528169,-0.08844577223679757,0.12117517081058993,-0.0280431762385926,0.027904299114151654,,,,,,,,0.05501703568835906,,-0.032669072190006594
NPPC,-0.013073046722371657,,0.009777584812538527,-0.015752784412034763,-0.02768014169763547,-0.014391334599651839,-0.0044535302631202745,0.02175939793712381,0.07576529621933721,0.036453624553505044,,-0.03668301354650856,-0.06537181483840585,-0.042707829833060484,-0.014403145931600594,0.10317459643211771,0.06453817299172078,0.018006836617942328,,-0.04449088146880053
LYZ,0.025574130005714128,-0.040400245926935405,0.010887538498360907,0.03597108910067524,-0.007876776766526256,0.02696262491110961,0.09657567450194515,0.040615520103391596,-0.008063086054392156,0.0408145009554663,0.0739368541710469,0.013614465664741178,0.05683934606760524,-0.03712237066519996,0.032266775970086946,0.06466628901472879,0.014646185014118863,0.01093146079767202,0.024498137296075122,-0.033119304420119795
EREG,,,-0.04208443981527263,,0.012917673110719835,,,,,-0.02175007969867367,0.018227332949802538,,,,,0.004893508031879478,0.03672615893540175,0.003743090496526093,0.026690882630188973,0.047789878229869666
SPTAN1,0.04748170090031848,-0.01668711166346575,0.053846225562729444,0.07587080833823905,0.0539034919704791,-0.01144666877158543,-0.04927013291487399,0.003475474225884404,0.004022242726933523,-0.01407808125640834,0.0791650870368559,-0.020363527575579597,0.07144027951711682,0.07679812422130915,0.003208697349241078,0.13189400171942842,0.03565253329743735,0.05061733893755263,0.020642435942908027,-0.01490467454369425
PTH2,,,,,,,,,,,,,,,,,,-0.013289570138685987,,
LIPC,-0.0011070943796191966,-0.018954757115549163,,-0.01824914665202004,-0.025367798436561572,-0.02703821759895367,0.12006529819747971,-0.027140521672392073,,-0.038953996319801516,0.04264065815514112,-0.0388985808416394,-0.04713075937001645,0.09211638249582677,0.10806766646598874,,,,-0.010911562346992722,0.0015933700120574384
COL8A1,0.01455697499072382,0.02987666845043303,0.05221318338740668,-0.045068976724808155,-0.0043250745321643195,0.012925417072554369,0.10523682366564885,0.04200830395272313,0.007215608255715472,0.0042458260474251535,-0.1808053782953369,-0.02272373593989279,0.1304894283043048,0.014614274721258003,0.010326403388617704,0.1526716763923954,0.026600482858744074,-0.015665914698974954,-0.005457114381220411,-0.03537784079460851
GSTM2,-0.04012729883806239,0.0550901472171212,-0.006308632575734519,-0.029879860865633098,-0.010063931689347314,-0.014744187203977233,0.04367600997940003,-0.010292910465017282,-0.037398929983559814,0.030660439392715087,0.0778386289720548,-0.042988484852019566,0.004626733568267596,0.05823763684613591,-0.03301770701538115,0.056270188229833096,0.09622274098862903,-0.05207493704784052,0.07299039074313739,0.007790027692338061
IL4,,,,,,,,,,,,,0.04941363258181093,,,,,,,
SPX,-0.03497537630834523,0.059250922844002456,,0.05510204082553331,0.0028776141944424623,0.017299106893354947,-0.06071136417563868,-0.041537986643869616,-0.02878797561677886,-0.03137069952074958,,0.01716316439657473,,,0.0002134828024516537,0.029708575334685565,0.0047456871795022474,-0.07408549885683981,0.038013917679902774,0.004426642133226155
MFGE8,0.07053716336983881,-0.0418668313305352,-0.008035805980193465,-0.04472354878174779,-0.015494490775415846,0.021600186785122016,0.013952984564124915,0.05319864726197142,-0.023902624591100596,-0.004032492355981216,-0.07284040922620594,0.12339252016461612,0.13468290926473162,-0.0032258038597751952,0.023807141309962344,0.0303963176330964,0.040029914440787524,-0.0002523775973073151,0.2162890040665106,0.04328466355885631
TGFA,0.048193768735396686,0.020493307225285067,0.04114956018752896,-0.025859573023219905,-0.0042641594772930965,0.05021586356269589,0.06554142608970975,-0.020729870016654835,-0.02634772869827449,0.013943553303656328,0.0899364096814343,-0.011441162165855438,-0.06774670766713517,-0.03204190697970396,-0.04015429887858004,0.07845261716259977,0.01591782783370882,-0.005824164298368812,0.04877301019107698,0.059692463955191
SLIT2,0.04560707017802054,-0.01296156948070761,0.06075155428484672,-0.025733252207481398,-0.003606344443549471,-0.060374183592149466,-0.06178601235626608,-0.04250356825684799,-0.0017308160052131496,-0.032029585165463254,0.008870601625595694,0.09783778698639761,0.025996335452731133,0.18355976075557015,0.050059965086300645,0.1284814755700546,-0.018595497133482453,0.05125726178717115,0.038931509940840346,0.041798116828881134
PLTP,0.008114872165407334,-0.020647090602477998,-0.048157021656039974,0.03409598609492397,0.041299984321005366,0.026928523271672635,0.13912278123834965,-0.0398545350700838,-0.03187431669865447,0.05338899592292464,0.06275968396965008,0.018103990157825982,0.022515690119058625,-0.023940272970422533,-0.05480637474246588,0.020372287096861334,0.009967786311709954,-0.06160058268556329,0.009026267969976399,0.040051147659635994
APOD,-0.09706310643242361,-0.003978957069777687,0.004041333910414157,0.023695462448949874,-0.031215986349278455,-0.04905827156342425,0.009397561704660287,0.03857296143989545,0.016356371249996556,0.03740037501164386,0.07492425355802335,-0.10764721669296869,-0.003409142463373679,0.01716705002097732,-0.0076098937799839094,0.0764725762728912,0.13640507357256162,0.07973556686291755,-0.1168327706000051,0.0525403159102922
B2M,0.10664967936504065,-0.018435883596893278,-0.017466061631982978,-0.08698265819382685,0.059501582186610884,0.05034719860131638,0.14688049225060573,-0.024327605068333324,-0.030804522662618215,0.05065091583950683,0.14409182458239267,0.15287426552950645,0.06879392517527755,0.018795246781510812,0.04546293308962209,0.0983048753785581,0.07163973931867416,-0.042477411339153504,0.13645129162813416,0.10461331305358666
OMG,-0.036407359231628675,-0.011952999627668345,0.06800007822240393,0.02710149617970685,0.0013187628088455888,0.0019536647538483834,-0.02884517743613363,-0.01360750539571781,-0.008869899290487185,0.0496050041840098,0.07620076084232254,-0.007875575528530854,0.0066315807059441866,-0.005002146077792247,-0.026434514235822788,0.05588410084995386,0.15154572496059263,-0.048160340927981715,-0.002373396746762958,0.03181132128151006
CXCL3,0.021114537458313168,0.023097240896431087,0.012285150850980054,0.002483529617348633,-0.04077194201938815,,0.03213594243630928,0.032559566745355886,0.002061625267914754,-0.012851979704506772,0.15163708553954794,0.11004896139841143,-0.044365454524864636,,,0.013394239005953601,-0.04158879144757172,0.03040862229578399,-0.026760479031646505,-0.0014743322961449988
CXCL10,0.0006900831143541054,0.05789965617051637,,-0.018638372744265448,-0.04431954299562417,0.03718640213983314,0.12281549412638385,-0.03160105142924071,-0.012018205733252954,0.018984253114063373,0.09794748814858449,0.195889378800885,0.026913885751894608,-0.0002705419075754053,0.012286090702278268,-0.027487952667744182,0.024359377242320412,-0.022551553350957917,0.04638755684435706,0.08522189162389184
RSPO3,-0.028510185515798373,,0.10114271453912115,-0.0117929578676578,-0.02536778279606942,-0.05787437037711671,-0.033484321204618396,-0.01851006238918718,-0.008240784477739606,-0.04671267590150284,,,,,,-0.0003041089992481809,0.16566362106529064,-0.058066526130827634,-0.029551141888373524,-0.038786664628345735
CORT,-0.011455722626982964,0.006899167967896804,-0.003889158159004242,-0.0035701948813914473,0.029524740526364102,0.03925436594061643,-0.024771303637193768,0.03306956042194638,-0.007624839051308307,-0.04199784880445216,,,,,,0.054883058541846275,0.0297863295868947,-0.004626955558630747,,
NCAN,-0.007091442982157248,-0.012376716846333213,0.031339533321273996,-0.01233895361159051,-0.03391637696079121,0.017247849502606858,0.07448939931479083,0.025139455379640154,-0.015993750544426345,0.01516144737174518,,-0.11900406694342282,0.12770928302827173,0.1292415974343082,0.021238200844024956,0.09931515175873512,0.14388344829281458,-0.04064849939709014,-0.0019584135566248317,-0.014159348459861032
