,MGH258,UKF248,UKF259,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015859555087067757,,,,,-0.025642305395145493,
BMP1,-0.03041768912171214,0.13537278591580726,0.052478553059133785,-0.03533359086974871,0.021950695549995555,-0.019785988497508174,-0.022883593302865702,-0.008864056113293358,0.011684972682925334,0.09599439421836935,0.10005698009072013
NDP,0.050280943011098915,-0.011333586267243408,0.026106381855015785,-0.017091736726965734,-0.011643865181882984,0.0176685791416674,-0.05432127598806182,-0.03108524100801195,0.00961721049284453,-0.008255919575480863,-0.012886154326238946
TNFSF18,0.08562745480363623,0.02270477634355525,,-0.017907434427568956,-0.02355096318740486,,,-0.03337002727530197,,0.017513419074396144,-0.03667364377851102
RTN4,-0.05752409150832877,-0.014992167573392771,-0.022738216854610537,-0.006738145996990537,-0.041277116107112086,0.013610976789232043,0.01528699958208728,-0.014168791959099822,-0.003437892448071111,0.029792560720829895,-0.0656614289603509
HEBP1,0.026620312433360455,0.0034547767021652974,0.02826683136348807,-0.009654797838359838,0.023504245567371015,-0.049539422162136824,-0.012661977955025536,-0.004600063653607957,-0.03362724954494894,0.032724715859505704,0.032287407631402684
WNT7B,-0.021979644978936317,-0.01661934181563994,-0.030648734824504732,0.006868816803317461,-0.00781907982029763,-0.011246852081635813,,-0.01710984430700429,0.023967558432982972,0.04073386525280677,-0.05195455524426512
PTMA,0.027343638944681233,-0.005260067990712521,0.009330263018112458,-0.04402430764211893,-0.012384361301304509,0.02813051240931767,-0.04096612267418106,0.03963031516908596,-0.04935540183937917,0.028707483339251463,-0.020235972813153015
FASLG,0.04084683367540322,,,,,,,,,0.14800854925770268,
CEACAM1,-0.03051893803985403,0.006921945341440637,-0.0007614710533040816,,-0.030991726192058942,,,,0.03227832120850039,-0.003954327657168662,
PDAP1,-0.0149709704486589,-0.055218903665296526,-0.004388251740127977,-0.013970850426934337,0.08883355743814977,-0.025033676323113548,0.059853817952552076,0.009956556383612142,0.008384212161172805,-0.07699885196848862,-0.052391926993749074
QDPR,-0.02433865691869252,-0.04709381880515811,-0.010114886924542937,0.040692520173106206,-0.11931829492154133,0.04291610597717484,-0.04108646600137583,-0.09124705896920217,-0.010107350228883363,0.01430356464086471,0.021498152648705866
POMC,0.030570458608284203,0.025472214568135036,-0.015731356109644667,0.03729872219204287,-0.039950053234942814,-0.030249569574315252,-0.0380462800503736,0.025071932664081916,-0.001392987503811287,0.013301722863940003,0.027267641354297278
CCL18,,-0.005969941845111645,,,,,0.01375793411468175,,-0.016957561690899778,,
CCL17,,,-0.005821804918146799,,,-0.013920450069987073,,,-0.012517674984375431,-0.020157665667567746,
VEGFD,,0.00816666462856562,-0.02285349390237671,,-0.026569008997600837,-0.010210818472261966,0.12051243523201213,,,,
TNFSF13,,-0.03151832211529902,-0.014149251453931679,-0.017366475693189328,,,,,-0.0240195381113882,0.032549888057019305,0.023942945872867716
WNT5A,-0.022711886701776696,-0.006262028845992224,0.04856752649581646,-0.05438091152602309,0.042578919043137105,-0.029328087968039818,0.0400948244497593,0.0820345933986324,0.05470345268035899,0.12319265163402707,0.03249032447595212
CXCL8,,-0.028743255183773384,0.04349113960762453,-0.02470268529861272,0.013807609400855195,-0.009508758142517792,0.005730415188441629,,0.03685356890586753,0.0068127081013642996,-0.04379918667051035
GRN,-0.02456858237859625,0.04989735177290108,0.04538053248348759,-0.025369047824055982,0.03952607840633487,0.002214922207079615,-0.05505191999126955,0.01148191985735361,0.08330119358627953,0.0795159629084574,0.11611274156158634
MIA,0.11918971407578337,-0.037113566477249046,-0.021086394758142533,0.017912087998163382,0.009975140301892888,0.01293954602916047,,0.09452740368015292,-0.09025543593186311,0.007350865890493028,-0.022705310109572815
COL4A4,-0.02545511428717671,-0.003894338560907759,0.016269533423525176,-0.016523434363951567,-0.01562841436017831,0.009787285929874908,,,-0.03307523781596195,0.02641154751727578,0.0011609600391808907
TAC1,-0.021979639234301806,0.06384131373239775,-0.021430546491081212,0.09131866034060845,-0.058321195175305825,0.050946399436558855,0.02099444655091851,,,-0.026499301237735674,0.005599190410691047
RARRES2,-0.008487117859162284,-0.06708221292287903,0.01247301626877589,-0.005554291695916966,0.049995794153107224,-0.01988615769488885,-0.01819230039761212,-0.08736095422808178,-0.011273529753112658,0.01459710784051034,-0.038331203959297365
FGF7,0.023062459998691505,,0.03522040642134294,0.028366474623701288,-0.025546716771517007,0.013860463952972083,0.006649232820129838,-0.04642328733198076,-0.0073496293191748245,-0.028480888422011484,-0.030205025950308766
HBEGF,0.00010006807178550578,0.059500718203206765,0.026733324154588668,0.010698106984749671,0.015078027095976117,-0.026222360876666156,-0.00412678313542929,0.012796373338802066,-0.02432750409526063,0.07152112664206844,0.04075103090042127
CSF3,,,-0.024449436374920093,,-0.016534561583445916,,,,0.04316779153044157,-0.021222912260987017,0.07031853259992081
PI3,,0.00728156169430598,-0.028329238242515497,,-0.018618134575551382,,,,0.01711284810924553,-0.026420058565747702,-0.08098162191996258
PCSK1N,-0.03684001369774114,-0.05377232320036591,0.0027560307475659558,0.024365065353672388,0.025615355381378564,-0.029776246385611216,0.04436705372290685,0.0492276218891375,0.008483421373357898,-0.012330185288622621,0.03372216561810323
NTS,,,,-0.02017135909897271,-0.020322965151034208,0.07190510017321727,-0.023173307960293717,,0.07590229859123908,0.023620786736115396,
SFRP1,-0.01771570367774165,-0.006245253305803163,-0.0178981869906929,0.007146305814798772,0.03520633479128256,0.02610119847021706,-0.07498262609815363,0.05167032928932403,-0.01217170366670947,-0.030697926421849518,0.01263088572888597
CXCL13,,,,,,,,,0.004589073252672762,,0.07153358910028937
MICA,0.038239926418902774,0.0920065218121999,0.03550747089006456,0.014600920716977587,0.011439743153875737,-0.046212531126600793,-0.02072923959904845,0.03456750844166242,0.06369230624625824,0.038864061018465734,0.05264300669436757
TG,-0.0254551085507687,-0.0347284816843299,-0.019314979448674503,-0.023283065838245277,0.018030812129931763,-0.010074169264409051,,-0.008699821440582867,-0.016632860456125883,0.019125488161248667,0.007424806602720712
ADA,0.035394736642733765,0.07123867988914379,0.026606461394729008,-0.009751851996766451,0.07532773820463846,-0.016361261050631775,-0.039113367677995274,-0.04537787941421285,0.0737854581414599,0.029912262509184828,-0.04576045526027763
LAMC3,-0.01899012517824904,0.10446620254837054,0.06951457755489604,-0.024912346341104983,0.042047803241779085,-0.018550601799365653,-0.06628210578542029,0.08590095988620418,0.010693230006390832,0.09313930488986658,0.06318005967737103
CCL7,,0.11814766369047543,-0.013964699281282958,,,,,,0.07230820533895156,0.051126869349771786,-0.05460113800212147
NGF,,0.06136604493873757,-0.03199669280507986,-0.0050295490627116244,,,-0.023173323218379484,,-0.021667579497141903,-0.010586311887272375,0.00356570379148931
TNFSF15,,,-0.015550375654401247,0.0009935015496976996,,,,-0.03941873307324464,0.07623157453321269,-0.037437303617837765,-0.03165913076445209
HMGB1,0.05856341484623948,-0.01741160844406531,0.022253678760948994,0.008207145372043659,0.056491714112797776,-0.004410672324574908,-0.020748991132487807,-0.015364040545110804,0.010358956018296058,-0.04743489196959267,-0.03273625365246706
ITGB3BP,0.06204360237070349,0.02453295803064261,-0.01739500135314973,-0.031118251145778954,0.026655056035179845,-0.024543861684799127,-0.0419336094662955,0.024732084416705866,-0.04489284118852089,0.03569376292894139,-0.02254662083242731
AANAT,,-0.029558609246561812,-0.014149252964054355,,0.03644898086260033,-0.01161265627977604,-0.021786331837783758,,-0.01645878673202455,0.0991040932538218,-0.02863893193476949
RELN,-0.021102959858302444,-0.025391073849484108,-7.796804600175916e-05,0.02861509851698278,-0.0056846954225645945,0.05708606647748012,-0.02874248537753413,,,,-0.04298375893139554
IL15,0.02672572523293714,0.029823927764460877,-0.0015955857423401254,-0.01919636167150279,0.01180179103817322,0.03627402128997978,0.004798868719549337,0.014800947481749654,0.04294477071618454,0.15654631836558877,-0.003944444102555009
UTS2,,,,,0.01791499329630419,,,0.042146224176277176,0.016406638497523482,,
BSG,-0.03011268627610241,-0.015763220950404524,-0.07126349196577768,0.029849578366243502,0.02510818682351903,-0.024893779498188332,-0.01098323260289847,-0.05990552743254051,0.03779359136016202,0.01837248806260826,0.016511899792301738
ADAMTS3,0.00443715499572203,0.0580067211024914,0.027472307975189653,-0.030919785387070322,0.08534351633452471,0.10577155964298067,-0.01881736379257439,0.05155990433880333,0.0847577819952593,0.03175701571459149,0.030537042442069704
CD34,0.02249681104844156,0.11989018148184527,0.057113290887973435,-0.01583355862866758,0.07060539529806434,-0.02172696459154348,-0.04442151361252499,0.08601473660482639,0.022855703366508075,0.03522458136935077,-0.02163850999789406
CCL23,,,,,-0.016970472301572448,,,-0.03719589155099978,,,
PLAT,-0.010693171322105583,0.05012841200201374,0.00147802869446073,-0.053477591934235874,0.07730927995871387,0.047199363973211804,-0.040995178796197414,0.10852136037808227,-0.009078882919996431,0.08622299217313337,-0.010726238697049115
NTF3,,,,,,0.011989558271724404,,,0.04967759908635291,,
LTA,,,-0.01789818615338758,,,,,,,0.07425237170199066,
CKLF,0.03375655802514069,0.03622268615723039,-0.002064003470275385,-0.014392263127655019,0.09359018521046898,-0.046152960700523396,-0.039656493226110645,0.1190341679748173,-0.020064564915350008,0.000245931865527455,0.0035621087051090215
CD24,0.10903328804855185,-0.01055584141861592,0.034725407429548626,0.04517932158940756,-0.02143887949321572,-0.005693807256426502,-0.0029770734946808182,0.028748980204513903,0.04067549551459242,-0.009756010187434196,-0.06477021833583606
HSP90AA1,0.024162072329523773,0.007376429696845493,-0.016627742097585774,0.0539380707107292,-0.05229144106315028,0.09507103748929628,0.06377235356369894,-0.023492084166012322,0.01983445938486958,-0.03509061197271672,-0.01528465039577543
BMP4,0.009106289833056997,0.020429475549224488,-0.019344654995853163,0.024232977911914994,-0.0029332152727725284,-0.014852126191055727,-0.01871665263923987,0.0790469891009526,0.014771764673434967,-0.0047226267573947725,-0.008384502773582103
SCGB3A1,,0.06954964299861623,,-0.02450449518654585,,-0.00979538915177604,-0.0383500408958835,-0.045902718350985396,0.033990740418223704,-0.028134671708457584,-0.000468822022798255
IGFBP4,0.004001644640231997,0.12990627367477733,0.11180935464794568,-0.01225255398176981,0.03529236041796737,0.0004750904812208764,0.00034301874565680426,0.08361179591410103,0.08006178364763547,0.08721715753354088,0.05824351299176704
RSPO4,,,-0.01663774163101951,,,-0.00979538771897879,,,,0.05328254877370474,-0.03611255875579389
LEFTY2,0.011354618532301353,0.08448079894466702,0.020253911611669194,-0.008300253955556327,0.04067589064671863,-0.010740762434084256,-0.023173323218379484,0.02374345487222651,-0.015926057411910468,0.06438850783859455,0.08744069175921537
PF4,,-0.027558992871299537,0.15167474397617595,,,,,,,0.020484248326969632,0.04329672087969808
ANGPTL2,-0.054181553348138116,0.08262468379548465,-0.025294608838894513,-0.04644223910868629,0.018777216047882288,-0.013109627749999084,0.044157539769531774,0.03639264607953696,0.018072275807996148,0.14066502625853722,0.07170319768825784
LRIG2,-0.027148014367248993,0.03496556759983075,0.02257264617364779,0.035312759073183764,0.03188013220846671,-0.029139588502917795,-0.018485284132661893,0.13530644696209718,0.04461516299809576,-0.0028873288563113935,-0.03755906918454756
ICOSLG,0.04387380054840499,0.008014517176310972,0.010012082170585874,-0.04919029100378659,0.0013739858017696122,-0.018589816681288066,0.03761384410395516,0.07293445168264694,0.05622124533851895,0.048902211275331224,-0.02182926999037865
WIF1,,0.007909176756702514,,0.04391394023457936,-0.024558023301003873,-0.01843289159849497,0.06453949761867624,,,,-0.022640833972844582
NPPC,0.04227054872794351,-0.03844921177856966,0.07220368031315955,-0.0067781599316552536,-0.02111013373980404,0.06974714974563642,0.003764143112978462,-0.03286384676774443,-0.02800695317902392,,0.06773056805098844
LYZ,-0.013649039345778446,0.02618841480379934,-0.036798060358764165,0.03074098531333338,-0.015595905129371373,0.017838930665492695,-0.02399604745784385,0.013262161761614452,0.024812840568920407,0.08012492773212826,0.005648039718706842
EREG,,,,,,,-0.023838577457678173,,-0.03808168815700962,0.02697346358351355,0.07452360143071662
SPTAN1,-0.018039209377182223,0.0031378396783380354,0.023814328626804868,0.042095904842652104,-0.01966411944431853,-0.029325212087613683,-0.011811357292618202,-0.02662886589156102,-0.02621665121239357,-0.03453656884516142,0.058416071327548655
LIPC,-0.004452101112613678,-0.013146206746086889,-0.02189542065496352,-0.02976863474855724,-0.00926818724142645,,-0.04269445774087559,-0.03484874541840985,,0.07946937662261011,0.0485230846190049
COL8A1,0.03423088263944665,0.023177876410144106,-0.005272452703080516,-0.027810293936661915,-0.0450723885783072,0.027745617613864557,-0.04392927928076871,-0.06234583523231551,-0.02202534263252639,0.061238758888570145,-0.02109537348579584
GSTM2,0.05970014422014172,-0.012815380416835758,-0.035562094685014575,0.07533519779469879,0.011025645964283768,-0.007547195571067219,-0.03791555113979337,-0.04605274933390516,-0.0031623048715630443,-0.020078734693622827,-0.06781114561929102
SPX,-0.042463286151276196,0.006383660911338097,0.04844432030074367,-0.05904848026977337,-0.015225982045045067,0.0541240479656058,-0.034907397139228954,-0.026201364993491863,0.027516553921658738,-0.03456751233665228,0.012231078349432305
MFGE8,-0.033206753917399155,0.09537575887094697,0.06125341990748213,0.09278575163982218,0.052792142787705186,-0.03647807699211218,0.028742559475344202,0.05775681708423268,0.00539984249349424,0.052943176954372305,-0.01265974454241498
TGFA,0.016971959316169474,0.026865635603869863,0.014684166033893017,-0.04648401501207803,-0.013510220940280062,0.014960157804593555,0.02462652167166749,0.06331051965923708,-0.0021698728678346286,0.03130782897122206,-0.044872617197814144
SLIT2,0.043321261838423435,0.026048789480582937,-0.041467764460276176,0.06130007367427534,-0.022032520903514964,-0.007843993204821173,-0.029079791575006654,0.030174425868820427,-0.005206518776778554,0.03784872820295816,-0.07248365768811753
PLTP,-0.005025950379170425,0.0392831111679153,-0.0394007449701983,0.019877464703911593,0.03084635378207362,-0.05930940720825697,-0.028866300435512512,-0.07481986359742267,0.08005023969089606,-0.01149631694273282,0.018375069966478978
APOD,-0.008737337522480307,-0.0549249415085593,0.02344378633651746,0.01431448041536647,0.039327863598094766,-0.03361763541294426,-0.035558815998486835,-0.025781251232104365,-0.06029475921242557,-0.043509956180006644,0.05660708418837566
B2M,0.08839899292287229,0.04061270610604033,0.05887729539915454,-0.04903323629069568,0.05013572518656212,0.0034108759106161344,-0.06064626699047559,0.048311448994972465,0.01416907428827205,0.07714997948524044,0.09334902293271304
OMG,0.017689054482681137,-0.014399256945730174,-0.0016099854801085067,0.09878977140077189,-0.019579043464827497,0.025312212217200297,0.018161974808319208,-0.028217954985722347,-0.031514026569125414,-0.0013962140532425725,0.018022547003974113
CXCL3,-0.020499079650369588,-0.03177534108815686,-0.05044702857528782,,-0.01958218573545825,-0.010478994342694779,0.04749444701930955,-0.03386948976871832,0.02414194937668693,-0.043126042149574814,-0.03795666992022688
CXCL10,-0.055730994581149114,-0.008531129903738433,-0.00475437916222502,0.0035676015635232,0.045811231408914084,-0.015918359381971336,-0.03080390315583298,-0.05795240974802588,0.15632351366513167,-0.023987062517004398,0.09199414877710432
RSPO3,,-0.005639874865245437,-0.014149251918584758,0.006012586822509965,-0.024490600171162162,0.054724818254337115,0.03701043454394124,,0.019381909717062638,-0.022568799402535606,-0.0046786302577522774
CORT,0.05071503883394636,0.030213487296904113,-0.031730783879694524,0.03273913927498774,-0.011166151755236369,0.00801201743290349,-0.020230549164339036,,0.10496079474855895,,
NCAN,0.021362647383998002,0.03147838136521092,-0.0052674266714162615,-0.01641917665198464,0.017787039049447322,0.0008070663138830921,0.06301924901279399,-0.08454110846419784,-0.03877288935591317,-0.0023190068779643633,-0.017591510959191505
PRG4,,-0.022972524396732388,-0.013964701457474044,,-0.021215513523031748,,,,0.02093276232878581,0.11993209582810585,-0.02674617206302215
ZG16B,,-0.01666671559335919,-0.01620774392077105,,-0.022905556165127707,,,,,0.015718132269122328,-0.02413342743530331
TGM2,0.006671996378708722,0.05471643786301155,-0.02027185388234635,0.025968633586906358,0.011370534560752543,-0.03565096671682287,-0.05032292712150149,0.07341279417384858,0.03400818922279794,0.07214411868674041,0.03734994412651657
VEGFC,0.050510558454721466,0.05701923031785369,-0.02488883718199199,-0.03935277298280613,-0.014433354067265808,-0.03054663493447566,0.13863051950106098,-0.042716181636718954,0.0513625722837233,0.0033760587633763083,-0.0471364052990691
WNT6,,0.07405737525518047,0.010519180143991549,-0.0005008687650957368,0.07075507431232504,,,,-0.028006956957664225,0.028922759347575433,-0.02493707109136778
NRG4,,-0.024469137708117344,0.05266849602657978,-0.02410365180302719,-0.026425267968232278,-0.009203001540774814,0.0613126784355708,,,-0.022568801931959565,-0.03750153010016279
