,MGH258,UKF248,UKF259,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH916T1,ZH916bulk
PMCH,,0.02087349427049278,0.025773898690191557,,,,,,-0.019069376345616614,-0.04866691063107022,0.006662411438517769
COL9A1,0.06211120323891942,0.0020924946211335537,-0.001839043655960068,-0.0312023580489792,0.0831130654034714,-0.020749701631806956,0.022425804735295447,0.008970460653899658,0.08747548087000129,0.03603676663720397,-0.0015373087762672745
GDF11,0.012317076262341372,-0.008614958799690044,0.013723239406880028,-0.029381276203932587,0.09582856471348475,0.021711187741202977,-0.008085220929664454,0.07490631336935533,0.05800041289977099,0.07783598148816309,0.00993832406879715
RAET1E,,,,,,,,,,-0.0247578153636964,
IL24,,,,,,,,,-0.014217667489858971,,-0.04192546309952118
SORBS1,-0.005620850125405684,0.0944167658588512,0.02842673214988333,0.019966725706990953,-0.002401416006832031,0.06115713331084624,-0.0340454995861733,-0.049491199676429454,-0.027174542698466843,0.02011276171291098,-0.006737363271180228
DLL1,-0.01763927049086807,0.01939853305403638,0.014073106090977382,0.004873826916835559,0.05754601756408082,0.01023912636187365,0.04607270136797761,0.1192488782314126,0.011946676893663563,0.01861606781671978,0.0922123634091222
TLN1,-0.01423599188507813,0.09625812741980933,-0.030703748083244796,-0.02071403741514051,0.007332700948100515,-0.029070111505944823,-0.06459136334342369,0.07303907046950342,-0.03155354363274305,0.05700908720878293,0.014531384448172143
COL2A1,0.057393995804464956,0.007199910169340268,,0.01352678931573683,-0.019582192399493083,,,,0.1281084875633505,0.01789043646516678,0.07369689852461787
SHH,,,-0.014511617623709923,0.10800573675755848,-0.015393982586806921,0.08970886460433682,,-0.02802827381489056,0.05372378879521229,-0.01784270362232869,0.008686231299422103
PON2,-0.0587850419668407,0.044331006590814834,0.039769583680578646,-0.013265012680014374,0.0690045766138793,0.022511689974679824,0.003801504606199792,0.025918117800118008,-0.009079182869953227,0.0017254795513096711,-0.014572463879488589
ICAM5,,0.011802367138065158,-0.02261738604573429,-0.02122383944211736,-0.0275522331074124,-0.0021470981601112633,0.03666809489662608,,0.03158479507045523,0.038723308875772834,0.12141463890575359
HPX,0.10817813749875135,-0.014596463580481679,-0.018812749820840833,-0.019689553584426363,0.024805074840922346,-0.009795388153159707,,0.011243743101957445,-0.010968914016476991,-0.018190973841864324,0.010901125303658723
SFRP2,,0.015295658389121983,-0.01652715985143084,-0.03861773913117266,-0.01562840975817811,-0.005160497538666572,0.025035501249433125,-0.012566450632890889,0.030528033099494672,0.04547805957847389,0.03965023740002874
CFC1,,,,0.01333323225032858,,,-0.024487089280894117,,,,-0.03318295355292611
CD70,,-0.009247114948723417,-0.007885758410741494,,,,,,0.03141934040501768,0.07811849945434544,0.012159733116618023
HP,-0.04744050318285305,0.007296180012346186,-0.054863261194381605,,-0.03788541104767416,0.016523748348068443,0.05240752950596117,-0.07604265030128943,0.05768009010605482,-0.021396112621501175,0.0048033511958663205
CXCL2,0.0057768324939334635,0.06436550760334285,0.05233909794042496,-0.0304310574372618,0.08501316629137326,0.02806237188144752,-0.04359405492985061,0.03003941480365715,0.04689598409087678,0.0037095441125414826,0.05121022311668065
NPPB,,0.0471666560342053,-0.05169376763375161,,,,,,-0.03745824665140168,-0.022893536067527375,
CCK,-0.0016163258887178656,-0.009497431356388154,0.011916480182609249,0.01665997864053466,-0.05351145476517019,0.03988840616808137,0.047637064205597025,-0.034848773546118095,0.027961530974441585,-0.015875276577665808,0.037904455277566515
SEMA6A,0.022772656573965048,-0.044270267012738576,0.0036647521243484385,-0.040260418254876966,0.04591633702166756,0.007037605054585425,-0.017139902052423526,-0.05689918417445811,0.023688676659239478,-0.03361844459038281,0.03253188272928484
IRAK4,-0.08136228796548708,0.04482492904985645,-0.014173193128011252,-0.05223873719824834,0.04270203265433594,0.009619984943109056,-0.01256965092543866,0.01919648794873429,-0.0035332192468285153,0.015153960467342546,-0.07712123867471196
GSTP1,0.09085151535360819,-0.06868472904778093,0.0010351474109783338,-0.031584891198897826,0.07511690020131472,0.0607271625122734,-0.09374914047152048,-0.025452506798809466,-0.044667999080973096,-0.045784663326962245,0.009746930536880569
VCAM1,-0.029476306553895118,-0.017419283382585016,-0.019151006597727404,-0.06769092926000729,0.04567873300391394,-0.029378162728966588,-0.0025524710205268256,0.030097965697590316,0.010047115772573155,0.047976986015764576,-0.050944829657811073
NXPH3,-0.04759478359187531,-0.004274954659375458,0.03221794560280223,-0.015147049118791221,0.05759922073851842,-0.0169232180773146,-0.03650250374349653,0.052798046481920304,-0.030759036793562615,0.037752119551130635,0.03225465235790098
MTMR4,0.062491490416193826,-0.032076942294910184,0.032781810394950046,0.00654986696068268,0.05515397797952867,0.005879333621151771,0.010478291668451442,0.12032176494198864,-0.02953470427426386,-0.0019332599871392886,-0.048075009215979125
LAMC2,,0.07625450068828248,-0.013385217937776054,0.014714354835128235,,,,,-0.017479325207269462,0.05626546717903137,-0.036112578635660315
IL10,-0.026440114146029675,0.05830471334068663,0.029254179925701448,,-0.010689974366802794,,0.0022308488083198057,0.0006905615507460794,0.01846759463797146,0.05377489607414781,0.06922373883946047
SEMA4D,0.031124185126720372,-0.0038400959293146335,0.06423847491379825,-0.07577385064906941,-0.04859945057796258,-0.008335533992348295,0.03579807545482826,-0.055631386974710456,0.032620019177528436,-0.00953694188877297,0.06520336370326889
TRH,0.0948303879910416,-0.03572212444881979,-0.034399657338119755,-0.03690624793050021,-0.020641233925683865,,-0.010209996710765301,0.007811229095431906,0.03776158699688619,-0.025642295669906064,0.028528711495445627
SEMA6D,-0.0216793937691292,0.024757652274933598,0.02422396416740994,-0.04555225263488918,0.05974516217093283,0.03417729426413927,-0.03128570914859575,-0.017304662288644655,0.024609504302990855,-0.0022030639670370567,-0.007177284321657121
CEL,,,,,,,,,-0.021530484180549984,0.06601009918529352,-0.024937341291159328
PDCD1LG2,0.02985598391171324,-0.0033863349695131386,0.037871080780804,-0.018945228664542926,0.03093681796732768,-0.028258674565935747,-0.044421782506853656,-0.04818599095748247,0.02315440927901008,0.08924295526686009,-0.024499147437516897
SPINT1,0.008105853971333787,-0.041035621543256746,0.009221386770309294,-0.024504502673901647,-0.014749012441111329,0.05595561877748339,-0.03703404137315179,0.009437962042708404,0.04408702739952485,0.014804196730139168,0.05495081751569346
CTHRC1,0.02302867150495734,0.08021099059014986,-0.002682477396418637,-0.008843163327669046,0.052449256246636135,-0.013231117322238948,-0.028781978164289478,0.08840763478853834,0.024429688466119193,0.08615183035456701,0.08074778960120596
PODXL,-0.008147395235873909,0.09819326038694492,0.0727129490907784,-0.046860008816389166,0.02943608208553953,0.03808256178059351,0.04539210613162519,0.11361464256670495,0.060934676929579476,0.09038743315201327,0.07297670840062914
JAM3,0.007969734728370113,0.09561147264377502,0.004098687913841295,-0.01175513662808458,0.025537784267153377,0.020329334939216646,-0.041689596840939716,-0.029939466067456205,0.008506218973439696,-0.00026111685703473207,0.007694832316853734
TGFB2,0.025095989099746006,0.09061621303447993,-0.00458273984557764,-0.07074621482428203,0.030626120317225208,0.03806391297222308,0.0011989649645687778,0.005891452062833154,0.026329768914451407,-0.05278824657081816,0.050124945853402984
COL18A1,0.0765449639665249,0.09443999409933132,0.0977437714896374,-0.029001009554399257,0.04640722308875013,-0.001960589084474174,-0.02392107000882143,0.10723717658244453,0.07346555548342655,0.10029263289349837,0.053985849974236846
NODAL,-0.010714370066965899,0.09760490241614897,-0.018615286006276394,-0.05301690569273769,0.004473579283204311,,,0.04346942038988526,0.05885069505010144,0.024148065755661745,0.07863207281198137
INHBB,0.032647882058935644,-0.011731912281430511,0.01846295425144609,0.0249108870513255,0.01935650400243071,-0.00585486874902444,-0.020987822677892155,-0.06361269946163378,0.043802989341786364,-0.032970333497414954,0.017383083365260375
LCN1,,0.02389745418524735,,,-0.01718450969769443,,,-0.044747756099807016,0.10950416882716843,0.08749134273361091,0.05648761601807287
ARF4,-0.0050977972467541564,0.00869603194014252,0.03916682644503209,-0.003999444963322188,0.05548694537620414,-0.02784528789455556,-0.04464345443245209,-0.04799378118619294,-0.048739709885071675,0.06753868541454958,0.008714904030190448
CXCL14,-0.008426001895488335,-0.038844760034540446,-0.00037782552766483997,-0.012360106176164964,-0.016433888292550453,0.0856364830398807,0.07894484252500782,-0.06684092529390544,0.011172760348962175,-0.06398447083012081,-0.061238337085140045
LIF,0.026013764727627627,0.04177715401024055,0.0035547483913974396,0.006946706070910356,-0.022005112272021253,-0.01161265627977604,0.03266055096211915,0.026531104922791118,0.02523490702490952,0.013800933324504262,0.006771313469074328
IL17B,,,,,0.054901910493344135,,,0.08910201068203552,-0.019672923728011434,0.18345937566034057,0.04058923670524431
MMP1,,-1.0556018756579657e-05,,,,,,0.10326939760589446,-0.031081687912297044,0.07449108615602526,-0.012132649471631422
MATN1,,-0.024990708255009677,,0.22109200193007383,0.06759863802271004,,,,0.0026756108041065883,-0.031186510968004677,0.11586958195024787
ADAM28,-0.022175532891648267,0.008137433085407266,0.029977238555752683,-0.014367290770063124,0.06015815398046488,0.059344806771215966,-0.06815529501272222,-0.004169465468928446,0.042439455242072655,0.05897235297489427,0.025665676810664503
TCN2,-0.02810059995852854,0.09131413402555243,0.019885791267656286,0.023401748458095204,0.037435932973449965,0.043981695777015585,-0.0758978180277129,0.06725814175670931,-0.02410221673023766,0.05030336609563464,0.05278655096824239
THPO,,0.030359809640106573,-0.029440356179949646,0.0580660959675583,0.03468038358281848,0.08049697850646613,-0.03307195962486249,,,0.015439961655850406,-0.039111636029650516
CUBN,0.07189707172387838,0.08599537211781184,0.08417187452432089,-0.04104751304362872,0.022013235742238336,-0.002077373605684507,-0.025431278917526976,0.05507063025642519,0.05607887599020945,0.015330511106035295,0.0322178179526672
TIMP3,-0.05565689847125145,0.027851599018727847,-0.013229850534286427,0.008024838878171106,0.08432094511091921,-0.04012525680470888,-0.014701783751977332,0.015241305977233792,-0.017193193053949413,0.09482905832626826,0.030255600460379416
PIGF,0.009898144248666831,0.020984184519621085,-0.040833727050301014,-0.015662068265272295,-0.016152173310344718,-0.0005251224934412711,-0.08020713838858892,0.0007530646791491822,0.008034707902945117,0.010663121839698132,-0.06979829633979369
CRH,,0.033609920940876246,-0.016368186233485814,-0.019444430165721973,-0.026425257011654525,0.17295964957692367,0.10943004357647598,,0.013224720458709694,0.015700452495767358,-0.012900333589916192
BDNF,,0.05441049947977866,0.005689961560641072,0.020257368935899994,-0.014210771740725964,-0.01965782859439985,-0.032826291255943246,0.055177659932540965,0.03510357116832239,0.027916472215738924,0.007585252261590636
CCL5,0.01430442022524021,0.0038704895090472123,-0.015925242660206878,-0.0008742775287052662,0.07281531767106138,-0.030196278569714335,0.0403091091346821,-0.02144026196108331,0.04864827229958562,0.12399572041440471,0.033640627461753496
GAD1,0.058661869060261114,-0.0151892079019692,0.005595091639822503,0.0193017695590164,-0.009611773953199964,-0.005815541275219426,0.07786836172215121,-0.017748174303942217,-0.026178162090383504,0.049270906026384696,-0.011035853524606178
