,UKF313,ZH1007nec
BMP1,0.03066999843035608,0.0013173380099896898
NDP,0.05264431807606885,0.030477911929540406
RTN4,-0.03127005380016918,-0.007962841861314402
HEBP1,-0.025073474727336374,-0.0037975729215359894
WNT7B,-0.016298002920814958,-0.022016288476625796
PTMA,0.07334017321176375,-0.10619509416294541
CEACAM1,,-0.06262181529983091
PDAP1,0.1099844702166972,0.0221091929142176
QDPR,0.06150805463398565,-0.04396295904555331
POMC,0.029961811873673284,-0.010222496810549547
CCL18,0.05657853587975033,-0.05369493275916084
VEGFD,0.13012719883623605,-0.023567886855346276
WNT5A,0.0838014365130214,-0.005330336182402997
CXCL8,0.10555132959531673,0.004182158550535105
GRN,0.04907265007505936,-0.15043360112815715
MIA,0.09952201109126424,0.0170057962675666
RARRES2,0.01924644860074405,-0.002342348183616896
FGF7,0.22392950089504382,-0.09816089368376658
HBEGF,0.09262439297385965,0.14762700387613872
CSF3,-0.013000613063621543,
PI3,,-0.0708981547293902
PCSK1N,0.09268596147159643,-0.06478325345180795
SFRP1,0.07424727833647068,-0.091317256838367
CXCL13,0.07270023314647853,
MICA,0.008274634249577974,0.09149981504689464
TG,0.014835297094467697,-0.0541917016469348
ADA,0.09308845141998483,0.08448971280740926
LAMC3,-0.006873859797388171,-0.02740546864517712
NGF,0.014983353010951692,
TNFSF15,0.02840588318644405,
HMGB1,0.055965720032199205,-0.11733290398851595
ITGB3BP,0.06189288616032603,-0.03494676749025027
AANAT,,-0.03960094077806919
IL15,0.1876031468468406,-0.055350882820659905
UTS2,,0.011278324014840075
BSG,-0.027937647672929663,0.03281439045765148
ADAMTS3,0.023172935910954984,0.05673178279525659
CD34,0.06696729851189612,0.023992121471822662
PLAT,0.009475051519112022,0.03167602244243697
NTF3,-0.036666968184727915,
CKLF,0.02317977692345175,0.045002467164585475
APELA,-0.018619794756260927,
CD24,-0.013581960484423916,-0.044701341951032446
HSP90AA1,-0.09592327823988187,-0.03094797074776981
BMP4,0.06916343459647714,0.11168685265503837
SCGB3A1,0.05368634440773038,-0.02323169625659173
IGFBP4,0.017436797620040235,-0.05437489412948205
LEFTY2,0.060570974955764516,0.08473085334376713
ANGPTL2,-0.10136785834876719,-0.035578749250484876
LRIG2,-0.03545840744570382,0.06053963881053504
ICOSLG,-0.029783041309699346,-0.04283186291979223
NPPC,,-0.06016023058819833
LYZ,0.07547011508419071,0.015663283879439
EREG,-0.0227598326947925,
SPTAN1,0.07831136077796413,0.017975075671762146
LIPC,0.0635068766184384,-0.010609786249962241
COL8A1,-0.06563547206382017,0.013583514737047704
GSTM2,0.1277692874257919,0.018365799779564183
IL4,,0.012238486595167379
MFGE8,0.004173945683626056,0.004967545190241481
TGFA,0.13358504792664191,0.09602882837309386
SLIT2,0.10248307759287385,0.03398925323902755
PLTP,0.06447487409981473,-0.09558951428186906
APOD,-0.015765437243111274,0.015966570276736626
B2M,0.14498113319410535,-0.04407063740320376
OMG,-0.014413927097023637,-0.030445272036265927
CXCL3,0.12732355623617697,0.09429352948103717
CXCL10,0.16043856554435515,-0.04318755132751009
NCAN,,-0.09593582738989972
ZG16B,-0.025676238061208893,
TGM2,0.008194918618149336,-0.035307942166796454
VEGFC,0.004921029367716345,0.016935130497982672
WNT6,-0.02871128263025251,0.09778712259056024
COL9A1,,0.025523440325717277
GDF11,0.009614523995914453,-0.09004098339676887
IL24,-0.016191347822441526,
SORBS1,0.015415299783765851,0.042247956282563566
DLL1,-0.003971028587003182,0.04915913696262223
TLN1,0.09392547735491592,-0.15447030335645687
SHH,,0.10802130244009128
PON2,0.12399753941116481,0.16045366732876465
ICAM5,-0.015327100124199735,
HPX,0.19375874655211417,0.11049055231885993
SFRP2,-0.0159794301101926,-0.02999490519799782
CD70,0.07914189085513434,
HP,,0.11011649078349801
CXCL2,0.15867563673033955,-0.05880546401551213
SEMA6A,0.03016823766164198,0.058516359995585625
IRAK4,0.04375871793737915,-0.07102524896732894
GSTP1,0.010027689675406359,0.014711483682477067
VCAM1,0.004216993121206403,0.08031118131191091
NXPH3,-0.017240374624824334,0.008381141669691594
MTMR4,0.04245871304435656,0.04755172150980543
LAMC2,-0.006571325863235289,
IL10,0.13788624513491407,0.02104762938765802
SEMA4D,0.02312363924713271,-0.09235126648449443
TRH,,-0.10161882705127635
SEMA6D,0.013055223979672867,0.06598856464978013
CEL,,0.0645664206007388
PDCD1LG2,0.01080369822690873,-0.03187138432579209
SPINT1,0.05584564991777246,-0.004075321327883547
CTHRC1,-0.11657115162708348,-0.027665749430662256
PODXL,0.09388903467546046,0.043118874009389525
JAM3,0.041956274151393136,0.023898618271411806
TGFB2,0.047106199548837206,0.08213993971288078
COL18A1,0.08173125438227717,0.010341000060385965
NODAL,,0.02838716141686624
INHBB,0.032963830074493675,-0.09641408013355125
ARF4,0.1055657612359609,0.05612806041590174
CXCL14,-0.020660400600881482,0.0038333982149490564
LIF,-0.024517058875056473,0.10936588768239082
IL17B,-0.038905169047445336,-0.016338688606348777
MMP1,-0.09201509593127197,0.045332277338465767
MATN1,-0.016191350156235157,
ADAM28,0.0858538454266916,-0.10158998014259664
TCN2,0.07725182241756079,0.05681410570522786
THPO,,0.027911243085517977
CUBN,0.1368832889088513,-0.016911942923748525
TIMP3,-0.06655195204710179,0.024602381743068173
PIGF,0.00616560160031508,0.05373124183082216
BDNF,0.036204301200295906,0.10085902607972656
CCL5,0.0690969890004295,0.033173747060389135
GAD1,0.00783749954387794,0.09966113847824724
COL14A1,0.0265131387231484,-0.0016864875228608056
HLA-A,-0.010406844673759286,-0.02191894388051813
FGF18,-0.016811982350234282,
ADM,-0.01888201181524577,0.00046643294323228413
GNAI2,-0.03449694804856282,-0.0184492475269854
COL11A1,-0.021578730681428113,0.1485133092417747
NUCB2,0.015948439823877586,-0.11448925134245601
CXCL1,0.16317695267279997,-0.04957994480189526
VCAN,0.07065691937444331,-0.12242420104334258
MMP7,0.0029644111851543442,-0.0008140566685426228
PTPN6,0.14526862835185886,-0.03081971749566349
PTGS2,0.02479342072734609,-0.04682308806437579
XCL1,0.047853267197812334,
CD58,0.07037989319539299,-0.07077311676460778
