,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,0.07389053104218793,,,0.033229776619723046,-0.018186162066943352,
BMP1,-0.014159493839546856,0.015695541556312465,0.08568539918671365,-0.06148533133428667,0.015911398334483132,-0.0613900268767007,-0.00012097316725062184,0.0029701015457738863,0.0660600827820079,-0.020550963626035097,-0.02229840713711902
NDP,-0.019242578294924137,0.003353830556629481,0.05572614611215946,0.08494195906473159,-0.022443336448294854,-0.0330306829614359,0.004478033216559486,0.027234998451418236,0.017404136083725152,-0.047699202048107577,0.021196243243110067
TNFSF18,-0.03035157982463022,-0.04296649303303831,,,0.0403396688311487,-0.024952085827035862,,,0.029998563959834558,0.05561562273058118,-0.03363549434037791
RTN4,-0.0007902832614104829,-0.07339712549292593,-0.04181648527118478,0.08440668788646001,0.03002267430154662,0.07725740168924847,-0.00730307299070045,0.10999602232808112,-0.0703002790718885,0.030299717791148442,0.1277218684401007
HEBP1,-0.0646945388843151,0.01849302388555873,0.02339949496111646,0.018763464818787476,-0.03160664514205029,0.06410757110448334,-0.0075470366945497615,0.05687495195948368,-0.0066234707054768326,-0.04485783777000427,-0.06230170494813895
WNT7B,0.019288128031748973,-0.02668945356426845,-0.0010472579113736866,-0.04142789539131533,0.06665539543751182,0.015012360106461651,-0.018173876203893807,,-0.0035118295456568562,0.02946926962093806,0.05077605412035643
PTMA,0.008923441222690329,0.007413902399763857,-0.03452307293108641,-0.05486101811186411,-0.010621230227928862,-0.020181087449520792,0.01826834892600646,-0.08157165724977629,-0.07300098310035402,0.05157584538428509,-0.12128927588010026
FASLG,,,,,,,,,,0.06307242128310475,
CEACAM1,0.015280118036457103,-0.02048255034803727,-0.02949687390483254,-0.01788904316720934,,-0.032835523783834794,,,-0.01118013572159014,0.017643365478952292,
PDAP1,-0.007563843713976913,0.025370124530924305,-0.0034526247665959985,-0.044707152386402625,0.04604060137636254,-0.03865312391345706,-0.020178482007306948,-0.04048605710478473,-0.0018466913196869593,-0.06112400374397039,-0.020332691285240786
QDPR,-0.006290732125940008,-0.03773885031177182,-0.07475331072509966,0.05333451074786412,0.009254483932148446,0.03006189704957286,0.040772463849457694,-0.021844484968267432,-0.0009266834279510323,-0.03347326329808273,0.08848227348384152
POMC,-0.030455263423247322,-0.03639422412917475,-0.016484941846660536,0.025215043343543537,0.058065269060359366,-0.0012991838034027317,-0.010046340446085811,0.005989435282131828,-0.06251438511657895,0.051968139815803616,0.015147980878971599
CCL18,-0.02410697480512021,,,,,,,0.014141592785772343,,,
CCL17,,,-0.01709675294500844,,,,0.027613690330974477,,-0.025717145156344122,-0.014296318878997847,
VEGFD,-0.024106982460213814,-0.017876323645578236,-0.019047670770388093,-0.017115223657703724,,-0.028149684901294113,-0.016499741395045585,0.0008881756389528661,-0.027123650560608982,,
TNFSF13,-0.01819190255300676,,0.0873666868298469,,0.09630945894278808,,,,0.04467103931160671,-0.023294658348074954,-0.008301785852110386
WNT5A,0.0680377488974785,0.024482750210834466,-0.0406404611665766,-0.06981797669749373,-0.0250792844763662,-0.021726646169503216,0.00201235984019392,-0.008855614226561621,-0.017317546428024806,0.07140956844589377,0.012030610660223161
CXCL8,-0.022901259852098666,-0.027469562747842586,-0.0482649189156373,-0.031682050319737566,-0.01880630392242807,-0.04189900741160564,0.059110894922004824,0.008714865190220007,-0.036512740179960104,-0.05696474439982123,-0.05601587447515107
GRN,0.09372692576911595,-0.01603649403333815,0.013206896383616135,-0.07876245526177267,-0.01736658871094208,-0.053669633991259215,0.015086987173900739,-0.03192592085493165,0.07593570254496669,0.05501635503503305,0.017874449709171035
MIA,-0.017245462980883763,-0.02609040421980461,-0.026697690617718116,0.06930588042433589,0.008738589859106615,-0.030583519076592493,-0.0035611700773960776,,0.045770198677153304,0.0057941433878411506,-0.017027093001563114
COL4A4,-0.017236594223612324,0.04427379539775475,0.028785999486922068,-0.06729559870004996,-0.012579390650627614,-0.016558199057616536,0.026087144020877574,,-0.039615183267253225,0.05741268788698732,-0.04089555841899982
TAC1,-0.05117731191791932,-0.06029612708669389,0.0016036001354150806,0.13452690392966102,0.08873873766708662,0.09581064368042962,0.010599994677487849,0.06776739274605456,,-0.018793964877333102,0.12816403419904052
RARRES2,0.020662031642189115,0.04516984737423069,-0.021314651956266903,-0.0322345279518266,-0.028767536560276356,-0.10815569743918853,-0.009969525751676624,0.012795838103193671,0.07283828431529357,0.08061180955643937,-0.010134358615691652
FGF7,,-0.033112391643559724,0.07155221030651775,0.10213318625290492,0.11951560110600325,-0.04718834619077469,0.03533021433598274,-0.027337541072044783,-0.00997156534494285,-0.05236236169781923,0.05915626838471747
HBEGF,0.022521429001093815,0.019910200900932002,0.020617272017376245,-0.026370667024899104,0.028812199484060236,-0.03161973004574172,-0.028247534999810534,-0.028304473328398982,0.06278000997947901,-0.002716670113586361,-0.03369492837361953
CSF3,,,-0.020377838792631907,0.05517380140183177,,-0.017518255897202427,,,,-0.015051818312088985,-0.04301744835525538
PI3,-0.025361553887332754,,-0.03516599749509888,-0.016098219721347343,,-0.00042549665498781245,,,0.02528917480253498,0.033091462731124656,-0.08526598327659264
PCSK1N,0.004440210828589413,0.08164231655467687,0.030740286400087673,0.03635933198733721,0.056177377665896325,0.04987266703272463,-0.013478057434639486,0.07672223814837974,0.03482051679860233,0.0179874338284225,0.12824080906431537
NTS,,,,-0.057333910209316004,0.008449655976396511,-0.0215320437925725,0.04426368223145416,-0.021121749147156293,,-0.022289690435933374,
SFRP1,0.03738863011049138,0.02580871477833883,-0.014917577795406893,0.03593242844279586,-0.014689831614693795,-0.03535975512589717,0.02850189758185073,-0.012034499262033356,0.0039808567008057395,-0.021771734499837474,0.0368659641639569
CXCL13,,0.01039170925799423,,-0.019350026029303167,,,,,,,-0.03489299405995288
MICA,0.07026107335469972,0.022223779775364865,-0.03377326631989866,0.01414611868631332,-0.021473181149159568,0.020845362249108976,-0.0009843316534466154,-0.0010162435829116933,0.01389538039093223,0.05066743480388125,-0.06695090238238022
TG,0.016269294654267748,-0.02785214156090531,-0.016098429896397714,-0.004578245095329201,-0.017725539029739956,-0.002346115316082408,-0.016278928871785493,,,-0.029353916728214118,-0.02518918377059915
ADA,-0.025268607877595783,0.08208758525103305,-0.025341246965938924,-0.01108395451020959,-0.023819714249647392,-0.05787959120594209,-0.004333995268045204,-0.04620925868536226,-0.05582914183486433,0.04346338240061792,-0.05489738402648893
LAMC3,-0.006748964394024877,0.019358995495688727,0.0343609835612504,-0.013641408038433354,0.05942459584776766,0.016308075308483726,-0.01646997784605315,-0.008666641726540797,-0.011839459918277931,0.061286462215063446,0.03698447895092608
CCL7,-0.015334072479414306,,-0.011639139094162324,-0.025654561975527256,,,,,,0.03539215651194189,-0.03766881442803184
NGF,-0.02632784097112679,,0.05411753084684971,-0.01416273981038411,0.050248388399111,,,0.02124393610414056,,0.041026379387840685,-0.0013520210844974356
TNFSF15,,,0.07620983565042523,0.037736224762981024,-0.020538419399500813,,,,,0.011514014271050064,0.018855176820224962
HMGB1,0.022713017428151374,0.04171328996016065,0.055840788304768595,0.03115933327858775,-0.059287228630693536,-0.11979548067684996,-0.018131792446837977,-0.00041879592624580083,-0.028723392560912206,0.007455353725232873,-0.07065091479431479
ITGB3BP,-0.027356851240100653,0.021990783849618424,-0.05219090116397098,0.011524572492688148,0.01301659596219813,-0.05642340650026314,0.023503279078318798,0.015154978144176004,0.011420558840049519,0.06625149127659388,0.08515570321468677
AANAT,-0.022247406251381552,,-0.01179295880347717,0.0037116668368229215,,0.008310107467954539,0.09034449257515541,-0.034159513889132784,-0.016043935141291328,0.03214113923805668,-0.006270116675134726
RELN,0.0975748298925569,-0.0018771503587632129,-0.020469935508186054,0.04227092012401173,0.03482812684919621,0.050351323984053196,-0.046591785464546204,-0.01645844399351545,-0.03978197152112934,,0.044569006255322674
IL15,0.03271749647108399,-0.02638997700847888,0.02470546375762319,0.014709154519362813,0.08447386904949582,-0.002347923881480485,0.03682372429037385,0.05717326946564258,0.014257907087802679,0.00782360843178465,-0.05159317312019497
UTS2,,,,,,-0.02716621011776528,,,,,
BSG,-0.014807488503938667,0.0028428895156070925,0.025309516144580373,-0.0527456001861775,-0.012611635317403145,0.030688875313482744,0.027121913482620524,0.06466662769758438,-0.015881296974365057,0.050575814962329026,-0.013947002129640725
ADAMTS3,-0.03895619662203045,-0.04139206282359002,-0.005275429526218485,-0.00547122778997881,-0.023539419871820594,-0.038597461314879594,0.007666256191118594,0.07903818070164823,0.028053193687111462,0.01808852125235731,0.013208050023463794
CD34,0.02932698262141775,-0.014082958171181251,0.029473806911922022,0.028747907277524267,0.01960431030172426,-0.00030558061986364296,-0.03510877193964695,0.017796674567721917,0.025138777824756427,0.06490429357347625,0.12440418925300692
CCL23,,,,,,-0.017980100347684817,,,,,
PLAT,0.07826938516829228,0.03612048880878705,0.054744750065911466,-0.00011854226995143323,-0.023723882266195536,-0.07601470220247085,-0.01773560211847099,0.0007708820401350048,-0.008751997148669729,0.004341711849930473,0.023767590017320678
NTF3,,,,,,,-0.03029115752818471,,,,
LTA,,-0.020482552449913816,-0.014917577097539155,,,,,,,0.05104769116933559,
CKLF,0.025796101060407927,0.03024713238448845,0.031698419905778284,-0.035190200476359804,0.01960024391656198,-0.054222089735591186,-0.048648378158909704,0.0031214638860183473,0.05144956251042183,0.00139827730371216,0.03468394675183992
CD24,0.006418735281662639,0.043897910000486866,-0.05795800308027912,-0.07363980189128232,-0.008852453493081593,-0.023534950145722728,0.0342955501867013,-0.034625369229891755,-0.0648576642461343,-0.03307886496278087,0.03942515151232496
HSP90AA1,-0.02001151997205248,0.05595028053124531,0.026849664186927504,0.0966627238656012,0.04855933652360355,0.06729542570810937,0.0006338633604421894,0.1038747330007487,-0.026233751939391294,0.044240178022158586,0.019263777502343375
BMP4,0.004747950108492875,-0.021712706284249872,-0.026023252205394795,-0.03321486101596899,-0.013951234064353654,-0.02173111985547727,-0.019421060736676994,-0.014310609825935593,0.028589286067727475,0.022408366989761334,0.09876958223308883
SCGB3A1,0.1201570046368205,,,-0.02038212141843257,0.08040889936856101,,-0.015828445908346093,0.09193720425551029,,-0.03307144222094327,0.018758733939898704
IGFBP4,0.0846614942162348,0.017860433168926083,0.04888748892149926,-0.062047437617284665,-0.006913111082494141,0.008798817281254655,0.02071575663263829,0.0034306503826409137,-0.006054112160725565,0.0899718301198843,0.03563047107982052
RSPO4,,0.018183953592037186,-0.009911535718871073,-0.007997459943529578,,,-0.015828443593077814,,,0.0294751787336843,-0.01767256059658052
LEFTY2,-0.005655238938804902,-0.02073410935765649,0.02935585755308022,0.005388960775960455,0.014173536026089735,-0.040008442443159216,0.016145215599903125,0.022960473633381686,-0.007400554724880321,0.022227162929978738,0.04974623424971119
PF4,0.06954231739023001,0.1380732026351364,-0.010154919554943551,,,,,,,0.08761023359301683,0.0957869600503982
ANGPTL2,0.09425151229884865,0.008211425193397027,0.0015090208111255274,-0.05420440189835722,-0.005382238292109946,-0.025778052639092813,-0.012951636618057729,-0.051745309076804455,-0.07238947625840572,0.003789500417749266,0.03642046166905888
LRIG2,-0.085507992734292,0.06508547253205173,0.05047143165653233,0.043870698140008615,0.017111189637359966,-0.01790694774911712,-0.012012042747625375,0.06066117195521807,-0.04072111634177068,-0.0035141452038413524,0.06411079294371567
ICOSLG,-0.002540784453982837,0.014191348694033849,-0.026155617110877858,0.02918101594446065,-0.0177387148046591,-0.0209889515350385,-0.01104616939237438,-0.0347066337786743,0.010559123239949047,0.011974775003879091,0.029562227054322498
WIF1,-0.02862141165302208,,,0.038993871070437294,0.0184206050328753,0.061668499979954786,0.00784981711170953,0.10030498784884133,,,-0.0026592356440699933
NPPC,-0.03881644210163117,,-0.015752784498130033,0.09517823382084355,0.03861001627904069,-0.032268346199574055,-0.021997663038059004,0.012091584961827388,-0.03017963064288387,,0.052781361864610576
LYZ,0.03937626083994439,0.08288460288452197,-0.01780116839909424,0.013184242230535305,0.019544589212223434,-0.03653308288927971,-0.0032269921434943975,0.00453460421095319,0.07693458677502468,0.103868700720622,-0.03902243184408842
EREG,,,,-0.03310424543398767,,,,0.02208206009164435,,0.017859083455490882,0.0055034291041458384
SPTAN1,0.019815548529539935,-0.05867294733592555,0.010709043542543864,0.03943404420195334,0.11715110387768132,0.06023957040564537,0.03165157059808557,0.05810873236402438,0.03703939762413561,0.03068681100077631,0.16100136549917346
LIPC,-0.01947390482148278,0.018850472479261283,0.0935902137252573,-0.022775376208392685,-0.022663041919113166,-0.020999014814757813,,-0.02607613516093751,0.01911107302419596,0.029931178615763,-0.04046040461321445
COL8A1,0.023010638190690852,-0.03942075640316334,-0.05471158813774768,0.022254755702030234,-0.04606295632469257,-0.047893107858999584,0.035339055137397976,0.0048729540994118525,-0.0704967904452502,-0.008704203396824524,-0.034156140281568284
GSTM2,0.0506140813932773,-0.007715493761310456,-0.0367407418166846,0.04504811499018843,-0.012358363913748472,-0.04375196427631867,0.007542585032439919,0.08154551162240865,0.026937826472193012,-0.04948072344777765,-0.022160545709010767
SPX,0.0034733673583883717,-0.028951618636564775,-0.008484961267936528,0.09129571227236391,-0.01881497296915594,0.02997897014434057,0.033080513044895565,0.00648769859811436,0.07106570630719826,-0.02863988681244951,0.06253988389451451
MFGE8,0.059220183506587386,0.03834128788077932,0.03091535162617569,0.0189536835437307,0.01005068664598139,0.010791068524506406,-0.0015667352320917005,0.0988977334188978,0.021271178439250114,0.02458253250329282,0.01942487824604795
TGFA,-0.03961100338373691,0.02540130824777327,-0.04732833495758155,-0.05829947962673725,-0.019601419815563452,-0.09117793992165531,0.04123042766989836,-0.04170138056645385,0.05185383192675335,0.014347593360482217,-0.0386119261556157
SLIT2,-0.013662456151175754,0.015437578725946819,0.019152532180825976,0.06664870612245312,0.06744647978024483,0.02291986832302728,0.011177577295213983,-0.0024021066966267877,-0.044869699931811946,0.03830768786352892,-0.03162630344701797
PLTP,0.025561193418637333,-0.02406611341038838,0.004183893799651452,-0.06375071770215687,-0.04295559132448586,-0.05264742851759688,0.05618412664401682,-0.047984256976580195,0.04159979359482641,0.0573082724922162,-0.021575193880569617
APOD,0.06967498525082517,-0.0008801775580711724,-0.007498627593902331,-0.10366458640941781,-0.006598589352852599,-0.07495724834246785,-0.046771174107092174,-0.03902151127665161,-0.08965783168482683,0.08911746163382446,0.10716752665138723
B2M,0.05068077032775571,-0.11530879382252193,0.010121424959705612,-0.056437582440276274,-0.03793370473925801,-0.09635161301876931,0.07962657264798507,-0.06521497509496951,-0.02766072151506259,0.07481308123659236,0.0008831698666222951
OMG,-0.013982055758832738,0.003784646377332021,0.01698484873682594,0.018106577306732353,0.03709155242435276,0.012327405119779321,0.042998077356755884,-0.06735779387654331,-0.020855686117730917,-0.024293779611540018,0.05612067538631968
CXCL3,-0.039280961490800875,0.00648781132823967,0.01236108551520473,-0.0497976857981673,,-0.020747193024080873,-0.01693308888061228,-0.0003899608652223449,-0.02240152115951216,-0.011521514377012211,-0.04357437474393382
