,ZH8812bulk,ZH881T1,ZH916T1
DCN,-0.08363539123354878,0.09340783041672718,-0.01555521942037242
RARRES2,0.04714882895488023,0.026300804879110656,-0.003972688075262087
SEMA4A,-0.026171713071315366,0.04264593614997816,-0.025447900983617055
GDF11,-0.022711646129094695,-0.029622145729159794,-0.02367509176029921
GPC3,-0.03939367431366707,0.05008449912880469,-0.010754360796435998
OSTN,-0.016617872706376585,,
GRN,-0.04727439540012947,0.03916358258546722,0.02588970861980782
CALM1,0.008552207393786183,-0.0006597319176690561,0.005159314484740509
ANGPTL4,0.010853920626996335,0.010570467152729857,-0.018927022547370175
BMP8B,-0.0008579009295513023,-0.03054011470565103,0.015949570943582833
TNFSF4,-0.027507165905380652,0.025647363848329326,-0.01251560471628508
RBP4,0.0001563631059379472,0.03369507917799862,-0.007408391135088153
DKK3,-0.039567930879137625,-0.013979010156916756,-0.012494503256301427
COL11A1,-0.004861228960400083,0.04776457233727266,0.03852161810531302
COL5A1,-0.06404764954925828,-0.016615580883775734,0.051872187964672245
KISS1,,-0.018009033333221947,
MEGF10,0.012991574926108643,-0.024365364878198622,0.0007001429214772571
CEACAM1,-0.024243190456226204,-0.014464089308812206,-0.018963323398701933
EFEMP2,-0.06419434578548254,-0.005984158030453889,0.03304096946481109
IGF1,0.006780059673301484,0.04052291774851268,0.02350000616309724
COL6A3,-0.04784867440900259,0.07271943724779621,0.031423635591389686
RLN2,0.010319273002059533,0.03453916279560156,0.030333622024042915
WIF1,,-0.016741142210409465,
PLAU,-0.02895129284802432,0.04152736362628358,0.035639056117448664
CXCL12,0.038703340083507204,-0.016543324723345215,0.00738836507789566
MMP9,-0.056218688695216755,-0.007808822972038507,0.0868013659751788
TNFSF14,-0.04049679828609564,0.018309609323953636,-0.032689846617198
HBEGF,-0.025947435170326823,0.009561056552211443,0.038392920420493054
NUCB2,0.011104832906245551,-0.0028272149804771237,0.0539513069496011
VCAN,-0.04854188042448781,-0.016370423198839218,0.03518859082945222
VEGFC,-0.02478295314356652,-0.030736320703488185,-0.014621621714136309
LMAN1,-0.10322229619277871,0.01155006743889587,-0.009923308629809401
IRAK4,-0.04078220347714401,-0.03280399951409852,-0.038841698026207724
MICB,-0.0006490086570201504,0.02631348546560581,-0.02689737059040741
COL1A2,-0.06794765999272852,0.07789961683083352,0.02760698876486005
ICOSLG,0.010551041640914912,-0.048985373960943386,0.020941105825186605
GNAS,-0.07456283582163399,0.0032445810964047955,0.01893031640129562
C4B,-0.01901598293072465,-0.017385738539365234,-0.015536038822225685
COL2A1,,0.026512797265200568,0.16948893391974784
GSTM2,0.054855073126560516,0.06685477306427513,-0.042756573271161086
NLGN1,0.012516064700730092,0.05841335897154958,-0.010561501077944825
SCGB3A2,,0.0712005670361063,0.033095273161964055
LEFTY2,-0.019605600733877723,-0.024491097508341015,-0.034494396601421964
ACE,-0.05969319495263682,0.044871091511061105,0.04070753659950266
RPH3A,0.02191910986975118,-0.011713916071463092,0.031003814656867867
NCAM1,-0.008831527797475163,0.07015104901576313,0.009661570612021905
EFNB2,-0.054019995809511535,0.06634822396044043,0.02870966293871661
ICAM5,,0.0720695565489288,-0.0012401935932284827
CCL5,0.0012861581341765144,-0.0002799359953250206,-0.009503150777339162
PSPN,-0.03995636543428486,0.029247194150002268,0.015595181673292382
PENK,-0.020957898515148645,-0.019487401718473466,-0.017082104008409
EGF,0.021860153826566368,-0.018908657414308177,-0.019018244325306306
SERPINC1,,-0.014651005834525473,
UTS2B,,,0.07298807496877877
F10,-0.019682669913444636,0.0019766965312514673,-0.024418874290980046
FN1,-0.0770562220886256,0.06664287347369409,0.055142836881309776
FGF2,-0.05459747494355464,0.014929668917328333,0.052154051704842774
GDF9,-0.025137211638799214,0.00018716631975105295,-0.034837460442723414
CSF1,0.023809731232319043,-0.025455734876055274,-0.045403291640405345
GZMB,,-0.031026674869627627,-0.034934443009578826
WNT11,,0.11374646512770367,-0.018355712058385383
GDNF,,0.05039176382011155,
FASLG,,,-0.01362941084785079
SHBG,0.034228808671704844,-0.021792636447928813,0.03096321943779096
EFNA5,0.009189734559423894,0.02424226596953936,-0.015044109703879965
THBS1,0.015377343569338658,0.030275969466615534,0.0005996154544062729
PODXL,-0.050802067512682375,0.0043666276122598935,0.025143361084643545
C5,0.00714891488905363,0.010725525249433238,0.005560522585494909
CXCL5,-0.03826885509000642,-0.03364398505414337,0.0032645474661450865
BCAN,-0.10028628721023852,-0.036632637102246624,0.05675632477721242
RELN,-0.03336657479850429,-0.01555384399969234,
COL4A3,-0.031217518617903353,-0.021004749237799873,-0.025131153716243616
GNB3,0.04128540902755678,0.09343045375378778,-0.05779132078503606
PYY,,,-0.023811765039489306
MSTN,-0.059364433856807494,-0.023298013394273287,-0.033353868905404836
COL18A1,-0.03559739632191251,0.04367709232570954,0.01870771106972422
FABP5,-0.02159682215276971,-0.005264767561998592,-0.002515034886326502
TGFB3,-0.01906407095413084,0.051098434499293424,0.04662283808705085
BSG,-0.06703901663485051,-0.02195508764449779,-0.026378951064787146
BMP8A,,,0.15470450694036814
S100A10,0.13661490746703303,-0.02641370271680578,-0.008509095392697931
PLAT,-0.05707996760797747,0.0026033534547743402,-0.008643053115901831
SFTPD,0.02412153006036873,0.047633557198212724,-0.04097067764557501
EPO,,0.03284663162685603,-0.013831179342951132
FGF7,-0.05439293405647629,-0.0009921581875141805,-0.005111192618872882
CGN,-0.0033305545706540825,-0.03956725036031782,-0.015343514942603404
FGF13,-0.01661787490051831,0.017995776372575937,-0.023565235409594026
CXCL13,,0.012198202703001882,
ACTR2,0.05090015754710474,-0.016427140004208068,0.043633901072504984
SLIT2,0.022186447626810872,-0.039923067337375294,0.051795236627318844
LAMA5,-0.019256270435726707,-0.015203806386236333,0.023788574646399756
TIMP1,-0.05438656811411843,0.03407227256536036,0.0344011205589938
PLTP,-0.024880823005430774,0.06846023159781692,-0.02027378867909372
TNFSF15,,-0.012876853886030491,2.4882778247991353e-05
PRND,,,-0.017729322138744518
NPW,-0.018559367094414983,-0.04703860440285958,0.027002681011492082
SHANK1,,-0.0449973208601814,-0.024658211528744835
PTHLH,-0.01213577288582207,0.03459668399279839,0.02312384814599911
SYK,0.06031115391878242,0.00923050326959732,-0.027909420975767225
FARP2,0.058911332903870746,-0.004523678680631518,-0.02826197755240588
P4HB,-0.03303880293653694,-0.029838612665746302,0.018142357377846273
TAC3,,0.03297610381439593,0.017118062415074898
C1QA,0.08909350166178975,0.07315690005113795,0.007601932629605579
EDN3,-0.04506599889296894,0.008340372332230502,-0.007442539215000423
AANAT,-0.02668127118184796,,-0.014420479925393664
GDF15,-0.04958134790011888,0.07010419483617994,0.022579148169375465
LRPAP1,-0.021508052480460255,-0.016375943523256206,0.008219567050600255
LAMA3,-0.018788951724482302,-0.015901497486127625,0.022229031789246796
VCL,-0.021708606626356354,-0.008736875171551767,0.005392614459734202
COL5A2,-0.03466863541492233,0.044474563391813805,0.005496338204756701
DKK1,-0.01687192247704538,0.03837418118339183,-0.0038226486069576574
COMP,-0.01990035021028676,,-0.021101975611757008
POMC,-0.052433070238033785,-0.023661350024990226,-0.01463880145852455
CCL13,,-0.005426770291331369,
CD34,-0.018631984866627923,0.021719959752509618,0.008352437528918124
SPON2,-0.0018855844510769029,0.06217536174719862,0.06902365926297097
THPO,,0.005095333208710531,-0.02068994410033792
SFRP1,0.07035846872798054,0.020515558666672033,0.026717502238426373
ARPC5,0.011782545151292892,0.036483263356821026,-0.040040793977590375
VEGFB,-0.019656423732855696,0.034037016450910965,-0.013735618582071226
GDF6,,0.04063479691721372,
LAMA4,-0.041570751668240036,0.03622985125599798,0.06093267535813516
NPPC,-0.025312745063481204,-0.010049145162695136,
HAS2,0.025145735293959845,-0.005818430393878196,-0.0028528695428048493
JAM3,-0.02638577248413635,-0.012049602697114747,0.009973013550462392
MEPE,,-0.02317581234443622,-0.01911250840882191
ALB,-0.023346459827786947,-0.03309620847143779,-0.02110197618251513
SAA1,-0.023774239251651338,0.01690769132600515,-0.01157513938896038
SFRP2,-0.0328015620372522,0.01350624051417146,0.02462977245728622
CHAD,-0.02011589082440902,0.04829505994766122,
CXCL8,-0.030624552522891306,0.04023505245453576,-0.00932011586112566
VASP,-0.056504205735595704,0.048119559565306315,0.046008917395276905
PDAP1,-0.028321606717662595,-0.013455801552971781,-0.030118300832085474
VCAM1,0.018668814882527623,0.020616963651457685,-0.07641045547084714
CALM3,-0.0162348904000307,0.017949299586318655,0.024553117578034665
JAG1,-0.06460404973365837,-0.005163462680531252,0.024182165649153167
CFH,0.005727561163198429,0.0893180074956751,-0.023430604073621575
VIP,,,0.0018540382975872848
IL7,-0.01761348196852521,-0.026632429860183625,-0.012180595266165271
FGF8,,-0.02770395422650333,
IL27,,-0.013692346902840602,-0.024298477967738492
PROS1,-0.047205553031362646,-0.01677321853479209,-0.03647276248388831
TGM2,-0.06334322850044412,0.05755018723847751,0.02503254130681066
C4A,0.10828615835915015,-0.016242203797313216,-0.022556340164810326
GPI,-0.06679500444512,0.006692709306018265,-0.036521304298401426
DLL1,-0.00624770640105175,-0.03387052844966262,-0.04428755275246158
ANGPT4,-0.02369276808138969,,
DRAXIN,-0.0058939098640389135,-0.010781610488728527,0.030942897810821917
PCSK9,,-0.013290559858900455,
NPTX2,0.0019684157341044355,-0.04723314045544131,-0.03851885964625395
PDYN,,0.05235445153891431,
RIMS1,-0.009887108606919512,0.022989110678447253,-0.014628554093295653
FGF9,,0.02182370468131771,-0.024177563868394255
COL4A4,-0.033226683472466975,-0.002012072019773858,-0.00997255994988443
WNT5A,-0.030409608103304127,0.009024643015905545,0.015337960916712955
F12,-0.035680613428990475,0.04045919604506639,-0.03609613567938243
BMP1,-0.0047351485583709,-0.02086725034213507,0.05021085450491765
CORT,,0.007546244055580486,
FAM3C,-0.03326774534333182,-0.018098783538627216,-0.029069086942845792
DSC2,-0.028527006743168215,0.03185328468022827,-0.05945430680899508
