,UKF248,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
NTS,,0.06241444368126895,-0.01328734393183493,,,-0.031055511145936448,-0.022232968640946083,0.001548077796833569,
SFRP1,-0.06046801139096376,-0.014600834785172184,-0.016503013234945987,0.0851675393813201,-0.04309171142729515,0.004473193174786816,0.025378584186414224,0.002455335138573337,-0.04044396758555555
CXCL13,,,,,,-0.00012023876433778624,-0.011397330980960903,,0.11396046781779075
MICA,0.02713194742915412,0.057994282360481014,-0.001016824873364305,0.04653600548374156,0.040923252783947844,-0.0037648492218903275,0.03431019390361679,-0.0022949617151871832,-0.007635521026146326
TG,-0.033647411442774076,-0.014669358795969116,-0.011943158891519031,-0.03041930323888151,-0.0584712175689943,0.0815312956429227,0.10796469843999484,-0.013574322609227403,-0.02897759875988071
ADA,0.021806137850097815,0.038271984745722534,-0.019396650509304236,0.06682799577993129,0.06620897100016834,-0.03528724283534316,-0.036798584937793116,0.053520898216764666,0.012554994354503869
LAMC3,0.06616936277651782,-0.013054811765432982,0.03189500821656897,-0.021150884239869445,-0.042073123011398955,0.013604309437040864,0.061501283108168804,0.04398213061415314,0.06444314522981436
CCL7,-0.013591043380326781,,,,,-0.019951620137266056,,0.0019328138182223382,0.04165113085758178
NGF,0.03656911939988415,,,,,0.013582744830608572,0.1366309958798437,0.13133862449635705,-0.03673945523042624
TNFSF15,,,,0.12964323904044073,,0.06995087477022141,,0.0215590786988798,-0.035878401383799025
HMGB1,0.04545505566039147,0.020914942917638377,-0.03606957160669022,-0.03602032342532536,0.10069905632397874,0.03677937397510375,-0.05174332033127308,-0.059199206091304024,0.006975875279765776
ITGB3BP,-0.025081012014273277,0.03296860926364738,0.006740289793199891,-0.030404104014282125,0.08720109332388377,0.018134437157376077,-0.023674215926306016,0.030301955578302304,0.052663223599240014
AANAT,-0.019718536211968455,-0.013192240093214668,-0.013767070560541864,,-0.05039587211206045,-0.01750320050782655,0.0746536853116924,-0.020847259101681104,0.005088598704687009
RELN,-0.03350671999064357,-0.009359530905803113,-0.007934655338492318,,,,,,-0.03336319789608608
IL15,-0.04297449765633685,-0.01256116300700821,-0.029589946373386047,0.09644141710024966,-0.03745783747800135,-0.03206658046593782,0.003391819611364473,0.05027632968252678,0.09275740382369678
UTS2,,,,-0.051819581596095926,0.056611238205973864,-0.014905256249447019,,,
BSG,0.02065094797503608,-0.041527260585279106,0.019811142316621625,0.07579097567179933,-0.1760136630086888,-0.002304015112175943,-0.024879355893943897,0.03080002142211052,0.0901421381305472
ADAMTS3,0.015615269037762995,-0.014706284281158196,0.02716840440464351,0.07432488841258773,0.10441729501242769,0.0036885631532202015,0.021685255164720373,0.07722537950703696,-0.027107021782162614
CD34,-0.010348356094784565,-0.009499552317901604,-0.025757815214000494,0.04060549720282083,-0.020803642268857177,-0.010161691530393608,0.08167104292978225,0.017631681778490983,0.022888815593210238
CCL23,,,,-0.026457770118318538,,,,,
PLAT,0.011069322598871714,-0.0021962178801169146,0.015578502556984794,0.04708891180600513,0.15179827154950543,0.07474991128782685,0.06581230302657637,0.038922467095831755,0.0014741747953075218
NTF3,,,-0.022223336081660952,,,0.020315632862946846,0.056724962276040534,,
LTA,,0.07309377223478576,,,,,,0.07678949820302214,
CKLF,0.005170685443075987,-0.01067606980110983,-0.007822345513953274,-0.05753139688888649,0.06364796598880279,0.046426385201964224,0.01669764148893094,0.06365430424742038,0.06365256771099544
CD24,0.016098782452845704,0.03148120827183014,0.03906403053162242,0.03160820330197528,0.12516155892973516,0.016657276921114555,0.05411373292822226,0.020627311437752656,-0.09737842867347656
HSP90AA1,-0.07133706755640437,0.02498142317200101,-0.04405968046252462,-0.027275498208259294,-0.13986267023295862,-0.05839429738785042,-0.08657797104282267,-0.07164030910519291,-0.13713282518985603
BMP4,0.039036492649250715,0.030292205932404555,-0.009169992041457365,-0.058518232912318675,-0.038088192445837145,0.005487851080908608,0.05400230690374252,0.0013165017806413412,-0.054894122589399026
SCGB3A1,-0.0135910420212406,,-0.011612658669259071,-0.03265101384305035,0.08810002548391169,0.06683193515622435,0.014916961687750517,-8.24679122151367e-05,0.05681917512620284
IGFBP4,0.070041391902808,-0.04190456564031386,0.0534903665926987,0.033689780164784945,-0.0774023110489328,0.00462078455423195,-0.06950398591998744,0.07381729718379133,0.05885432966863345
RSPO4,,-0.01477727238263597,-0.011612656970645044,,,,,0.05716217333392275,0.09687029675707019
LEFTY2,0.03978866034948188,-0.03639125978482754,-0.01273342039422759,0.013971001423632499,0.08255726946099522,-0.01693666615397823,-0.0009318595675460823,0.12701622364350673,-0.06090985250732015
PF4,-0.014098524415672718,,,,,,-0.01672649084589644,-0.013472454391564033,0.005465562394705919
ANGPTL2,0.017509552385520065,-0.051212703039723445,-0.05671821604798077,0.06307946196121138,0.08135568453154617,0.009063269363275908,0.05337151893218441,0.08636079726541392,0.04362711845914012
LRIG2,0.022851559304720874,-0.04254031338537366,-0.019764888614079462,0.012618080354671173,-0.0067872048709945905,-0.026730868718279774,0.061346010234725426,-0.009390165493877826,-0.007731519399167757
ICOSLG,-0.022720472938203472,-0.012570543928091853,-0.02203865436063408,0.04338913579367177,-0.07838269507397777,-0.009742373957462688,0.026361292712241413,0.05165512928964667,0.01775540032376224
WIF1,0.0022139491683906875,-0.011403271087897229,0.03291131980417816,,,,,,-0.03587839843943732
NPPC,0.0007796136524671422,-0.022244158654144197,0.05567243989011346,-0.02337634794403138,-0.05208296949167019,0.05659630196042182,0.0617889623942624,,-0.04698914596990484
LYZ,0.01611641821071701,0.045705781972587456,0.021913356238161343,0.044611756108835755,-0.09218869011892818,0.017386796575796743,-0.00606494779775535,0.06414788934631378,-0.0202535963491119
EREG,,,,,,-0.04049821134092019,-0.045080572401949154,-0.02065919294903558,-0.02251070622250318
SPTAN1,0.027133208718866268,0.01141946617242912,-0.0013115855607577292,0.009346347354656512,0.04957119783710617,0.026127077585221085,0.03190273190310614,-0.04018651258803629,-0.07978542349609673
LIPC,0.06354740621306454,0.01668318788572198,,0.1254390961064175,-0.037549973309685104,,,0.1002046995571372,0.00222938134973444
COL8A1,0.004392532837037277,-0.05782586369043553,0.04015666562188865,0.009331493845393595,-0.0019897416048455566,0.010375767649481423,-0.02182833538369851,0.03053532515484042,-0.011726837370284779
GSTM2,0.0478354847155027,-0.009392579426393873,-0.01606491675197065,-0.03186042606294987,0.07460671373029147,0.037614668614903264,0.022623537716333072,-0.054429305301576705,0.06679611766489246
IL4,,,,,0.11607549950591864,,,,
SPX,-0.027915807682842953,0.025717225427648614,0.00897404200427497,-0.030989833422338128,,0.13385217346679026,-0.02076807634160734,0.005361322060651724,0.030379164833268024
MFGE8,0.0249148674160442,0.0012144016597313916,0.05412257221699246,-0.0007390386699562616,-0.03647808393444414,-0.03477048767647956,0.006316982207816388,-0.001769693241993648,0.0062853300106192065
TGFA,-0.005444631850606258,-0.006435149867818603,0.056407849441401724,0.07081595012176514,-0.12484226225116205,-0.006255805275480836,0.041381118241722234,0.021233593886458815,0.021235714568243462
SLIT2,0.043326997597563144,-0.007778461211130366,-0.009858907125284177,0.08506613106308128,-0.025294420650472157,-0.032356636310967725,0.05969516705286084,0.025639282341740437,-0.04442760653824748
PLTP,0.012897706093190473,0.002051776168213626,0.030508980534798655,0.06722175919282532,0.011430765015316202,0.02855405617043129,0.027975080644656487,0.031063216105807097,0.0364634051052181
APOD,-0.023339503523769928,0.01511475877017553,0.027057135284897057,-0.0592924501204514,0.027458837154035565,0.05091508963051598,0.08267910782255145,0.01397166807118019,-0.00666267581053672
B2M,0.013593091018598869,-0.025453407662027486,0.02303286758598782,0.0547608976927355,-0.020855807734848453,0.04281533214198282,0.11545424545641772,0.03475931744068599,0.017829523202427786
OMG,-0.04910711373797254,0.010153345476517991,0.03161240687896412,0.032911441364954656,0.0423462834836789,0.07508101679963962,0.0819823784590448,-0.00614545585296628,-0.1365274811266779
CXCL3,0.005464272845151954,0.0023367991891777634,-0.012423088313622273,0.037150910673544923,-0.07274577274497993,-0.004966357895778913,-0.07405681719070321,0.06020020066901843,0.050826649566593676
CXCL10,-0.0025926241119015154,0.007355627280459262,-0.018871580415354326,-0.024738522438895835,-0.0773662494840531,-0.02060260733705059,-0.003870239725044486,-0.03443412906346602,-0.03426434172543534
RSPO3,-0.01846170370731919,0.05555957218753985,-0.03016702994949199,,,0.03447554293005531,0.020115054319172158,-0.019995328598150817,-0.05963099872048772
CORT,-0.023032518212354715,0.018038516259902486,-0.009394475431784195,,,-0.02275012689847601,-0.017503422527868212,,
NCAN,-0.045386206524855796,0.0001885029942194587,0.020934296059100754,-0.0680777450189464,0.12394339361717906,0.07746712100441153,0.04853316814772382,-0.03597401848877006,-0.05179571532609142
PRG4,0.048739984282302015,-0.01888476746961262,,,,-0.02185254522480905,0.038101444185785906,0.14169037229308376,0.10342654036424674
ZG16B,-0.0004052397648981876,-0.010095674769840985,,,,,,-0.024932022867005937,0.0442773885765739
TGM2,0.0572037025835244,-0.0121680454927044,-0.03840679452155714,0.027083439708373385,-0.08269041225333644,-0.0915552948970116,-0.041529054155872575,0.031043239880975702,0.042832947349884055
VEGFC,0.029569320128170342,-0.005079635488270993,-0.023464394404941084,0.0152450209560603,-0.04068857973416524,0.040437605815541344,-0.011198959369208058,0.015761740061823876,-0.019816896803079347
WNT6,0.04170617688925833,-0.010467321189922723,,,-0.021754268950854548,0.01613044868546621,0.045449434044118324,0.023806761862679326,-0.0172357315092841
NRG4,-0.012517828101317078,-0.01939542586815596,0.02530071038495892,,,,,-0.0199953308391501,0.05272605313665189
PMCH,-0.014427470545290446,-0.01477727166947297,,,,-0.020279448489790085,0.042975091465763234,0.017646059007872743,-0.01825839605946453
COL9A1,-0.01937735375025883,-0.02705772694231715,0.01193551214356283,-0.029892865249714004,0.07478531103626085,0.01740208579980746,0.08332856480328625,0.016221715941170004,0.019148833649150418
GDF11,0.07098417146589381,-0.047603790549654086,0.04745540191039006,0.00782693785902014,0.006273802152462083,-0.07064748019102124,0.004303372092413175,0.09070986075610042,-5.241839216374782e-05
RAET1E,,,,,,,,-0.021934735859889753,
IL24,,,,,,-0.01511986812153059,-0.01645979545341925,,-0.02897758212013463
SORBS1,-0.023046321955099258,0.01239892398252819,-0.008323762858902333,0.01776855999550989,0.0893535175074593,0.06991870203988879,0.03554571064269398,0.002715887259838447,-0.026610672565324314
DLL1,-0.030805985241836052,0.026662635760506263,-0.0012926387697517095,0.06383480896893216,0.06085884525456573,0.053461382284430835,0.07849996955193099,0.008710784687229123,0.03662855416371458
TLN1,0.039081573464246684,0.00011782248706919468,0.044113113910308546,-0.028409964626836048,-0.08364416656062282,0.05143708344475071,-0.004259624343581444,0.03655336456355461,0.03942768863707128
COL2A1,0.02736003497671044,,,,,-0.03305401381409412,0.016253477322881547,0.04294850188679706,-0.023352435592245275
SHH,,0.019236869767104245,-0.013333403181912368,0.04534964418508303,-0.1480990762271813,0.031871342167527725,0.09570325660879829,-0.031145737918190527,0.0033194176310112527
PON2,0.018078240251606693,-0.010272562121440475,0.0101045798302457,0.07810187756765002,0.06547647155462051,0.11250885297819899,0.094698316103202,-0.02421134569251525,0.029642875915297778
ICAM5,0.03522561201126524,-0.023923814363974366,0.003939652445138318,,,0.04017942133899767,-0.018085489965800314,0.02572912691079016,-0.013367513801427167
HPX,-0.011093884698254475,-0.005876483102202042,0.08610383192800841,-0.024091658194849673,0.002315440788217745,-0.038291903391562535,-0.01281377665601043,0.046459739904915774,0.04842641145229573
SFRP2,-0.018069326586551342,-0.01651211980932301,-0.00622451993590545,0.03365730704956296,-0.03589421191257495,0.061225595271523686,-0.006947669718620921,0.06575381334743523,-0.023984339873092564
CFC1,,-0.012705502824057613,,,,,,,-0.022935030181682383
CD70,-0.02204954852268728,-0.023700211373032985,,,,-0.020333712270775444,-0.020576413079224917,-0.0030249287198176253,0.02796266553400404
HP,-0.005170032161568611,-0.012077676924717656,-0.029459978559499493,-0.01918292251953881,0.10966791332331588,0.006274673765737322,0.014593850197650917,-0.0009750522685454502,-0.059752188539591855
CXCL2,-0.02684933431578171,-0.02677032571603037,0.05670206723632376,0.07004414175851018,0.04370428571270927,-0.0037440534238276564,-0.03682269442343422,0.08673874370510412,0.010043157686754456
NPPB,-0.0175337596111211,-0.011125454988874307,,,,-0.03983520854155073,0.022076428360917465,-0.020283036251915007,
CCK,0.01750023180707068,0.017796101950676563,-0.056091127925520325,-0.02478824410282888,,0.03179770693171438,0.059688499729728894,0.08839771431862738,-0.11248142748923382
SEMA6A,-0.02930450074461275,-0.025843514027951594,-0.0014754127068134148,-0.09274959572750936,0.04931098698416923,0.02713537347655204,0.006711006650885397,0.012327794428172029,0.024858680017854875
IRAK4,-0.029487473523390338,-0.03333784852085302,0.02617123631971285,0.0313306113129897,-0.1061530844682453,-0.011829016721552139,0.03768605428698982,0.04021557609631514,0.049954160235467664
GSTP1,0.018220134306124347,0.001345200292634688,0.011278864592308287,0.03329487450813337,-0.0007435054246707063,0.024074628585976428,0.06754797611598949,0.05538455600783925,0.07832476722101829
VCAM1,0.02594282129601777,0.022672441578299642,0.00548428550228522,0.009722781089734952,-0.060595193147164085,-0.028052611890356377,0.05498760445259744,0.019834248136638272,0.0035319252507376767
NXPH3,0.026144832761984156,0.037086620789862905,-0.02811610291082374,-0.007045586045696805,0.03952009109285654,0.016103177169019503,0.06540820847667823,0.004313482769794043,0.08591387914675427
MTMR4,-0.011087598984489199,-0.013613087624484724,-0.032717555151362814,0.017065744702481744,0.012431085569812454,-0.021559709372116254,0.013749264262485131,0.010961079713719282,0.002144167149875929
LAMC2,0.08395732981368556,-0.014005706628671559,,,,-0.018588498582891043,-0.021616329960317936,0.04046973278037012,0.016117827054747666
IL10,0.06591827311548067,0.011820453543155212,,-0.04538099217229818,-0.0142410648535912,0.060593432947021776,-0.025139415219734267,0.10367622019689124,0.048243925336807464
SEMA4D,0.012786891797911917,-0.0018354064216239484,-0.006706629544257885,0.014384081471351645,0.08530666753732127,0.011953642541454515,0.0630282735899481,0.02485584513002401,-0.05138119772906988
TRH,0.03741907671339225,-0.00689616800712531,,0.0024385391635509085,-0.07003297271471297,0.08074726195259217,-0.017316754589758322,-0.022718360812454506,0.014512087684757312
SEMA6D,0.0047644059104855144,0.022075856944766097,0.03247697386335547,0.07397199624021977,-0.03142702894945752,-0.027931106574896752,0.04141112413128367,0.038735802673651246,0.059583565418075524
CEL,,,,,-0.045976506355539404,-0.004419440296664176,-0.0268727987001814,-0.031683896746303813,0.04741958603517103
PDCD1LG2,0.05372629260807946,-0.0075917140412953355,0.05230371202778336,-0.025702091739869544,0.05846808058278052,-0.016808599237300534,0.07864777480964696,0.059054483298641824,-0.05583735571742531
SPINT1,-0.012966276498947016,-0.024331854697671258,-0.018977637176620935,0.07544134428541484,-0.0015671243326460585,-0.014552937334760822,0.0892658343149047,0.01718752893157063,0.07281759255028351
CTHRC1,0.04579790125571729,0.025689973430706572,-0.030167026490710135,0.05804888201319473,0.07632571357272616,-0.04892570437074791,0.025831546729795644,0.07261350169270255,0.08288704943475883
PODXL,0.07540609037761628,-0.002229458166561071,0.0010889852062201475,0.06354815598658672,-0.04371474163347227,0.01895889776519824,0.005664868501592169,0.0028265274427226525,0.0525392723087313
JAM3,-0.027589780184324557,-0.03033874173783193,-0.03201713163836728,-0.029859397641180403,-0.10491580770094015,0.022377627729404388,-0.05259365335741927,0.0074282842082077066,0.09947471056141112
TGFB2,0.022334904274616117,-0.06900498143403076,0.04582399854771009,0.05552198881008974,0.0051157495341347245,-0.0117270263326899,0.034609278492819334,-0.04423395602250236,0.031068872327358978
COL18A1,0.047271719547192975,-0.017587883903079585,0.048383797984059715,0.0665805598347441,0.002195915260454083,-0.021915279697186162,-0.013563002425610277,0.024460528270632307,0.035372219079721
NODAL,0.03325486055262231,,,0.03370688932991869,0.014987937420364344,0.09075513536051205,-0.020331724697649094,-0.0033045874873840492,-0.05199549712655389
INHBB,-0.023078123051139956,-0.016825692265096975,-0.013833836057440908,-0.01245207021512722,-0.08094047745140358,-0.05466197340821769,-0.02490766479656353,0.04900999485731732,0.05196545890485788
LCN1,0.03548613564732384,,,0.05919637679594637,,0.012127360514776222,-0.0192007423489768,0.04726952021010397,-0.01750723775529783
ARF4,0.00020712905722326848,0.0022678221268956533,0.04532883154653362,-0.028615908238281678,0.07316096062912415,0.09328465040783862,0.07731151812478806,0.059581718242350576,-0.004290272619772739
CXCL14,-0.02303181152563119,-0.034947514625996816,0.050885125038483935,0.08684217049990098,0.15293061503159258,-0.02049915229532451,-0.02968496382348843,-0.012235694653837934,0.0004344759124990785
LIF,-0.013187293103306035,-0.023562176203662643,-0.013767070560541864,-0.018726020331351085,-0.05853581954356561,-0.027324359624079423,-0.05082364824091297,0.015561758802365534,0.037590124727988006
IL17B,,,,0.09630978166044145,-0.0473358262031751,-0.020921294758414224,0.07599399712412656,0.10552070812176813,-0.019794339142748495
MMP1,-0.01897342530284663,,,0.0740024295952454,-0.03473419788300006,-0.03305401695205662,-0.03164763997271678,0.002199239878047801,0.00823759383981907
MATN1,-0.018069329048930823,-0.011265181979487428,,,,-0.030251301156968027,0.027888860802716516,0.03524755868748242,0.009453405773339358
ADAM28,0.008135835968334677,-0.003454719018725512,0.025830728676769683,0.03280148436034247,-0.11487062482820246,-0.011254648554222,0.024132462388239188,0.09544439420301591,-0.0061232730542881576
TCN2,0.0436719507051807,0.04584401713467849,0.027346525270513136,-0.024263102005353077,0.014647857426599306,-0.01486064150273489,0.05371749308954204,0.08463272350875653,0.056811743371574505
THPO,0.037556745488234386,-0.023126930138368626,-0.014325944276220696,,-0.02066273273842491,,,-0.029910837065796763,-0.008157804541022143
CUBN,-0.034509292647675806,-0.03390204964926668,-0.04110584107433957,0.02490930900771462,0.06428975187198048,0.029120660016906972,0.013597491011181373,0.006446622219425514,0.055010968941788724
TIMP3,-0.007324182215219689,-0.006652814976433496,0.024299520684382153,-0.07489564993219162,-0.088312010130486,-0.03556661266668493,-0.021211299406359036,0.039070210128880546,0.031779053927253616
PIGF,0.056381866307102645,0.020728016904033864,-0.019237634720274913,0.020656647640337335,0.10196518856688848,-0.008975251142734434,0.09048122062733381,0.034897827637396364,0.004182396293084219
CRH,-0.016124021836933674,-0.0017603307723513956,-0.02591981229293098,,,-0.029248949025117602,0.026935137032507057,0.02643360545011901,0.03910273564020681
BDNF,0.007376722226065979,0.0005689511533401222,-0.023304806997297912,0.06923315879893178,-0.06719480758105754,0.02579134834102661,0.02839865407790383,0.09590099299491672,-0.007036506486615272
CCL5,-0.010548614647657986,-0.03362085386741984,-0.018134532492107207,-0.046384981528818474,0.005324959541124574,0.0043991696949597535,-0.0199267563502043,0.057711244316205876,-0.00688907344622806
GAD1,-0.07197942374106517,0.03156989410362966,-0.06741213581083018,0.05800808602361733,0.14733752947425166,-0.006267097158035914,0.0698764375866237,-0.01751719571305287,-0.015387800132118962
COL14A1,0.0002762658565620444,-0.0005168372709586661,-0.01876498217110725,0.08346127565163573,-0.030477970670120588,0.027719411530986726,-0.033975100505395844,0.09695782522977174,0.07832490000150436
HLA-A,0.011063504378548824,-0.059259294379856685,0.012775924640614326,0.03496672490381009,-0.11126430746880732,-0.04275615405788434,-0.08449757277760887,0.03740588715557015,-0.031062307326987143
CD5L,-0.016124019971507163,,,,,,,,
FGF18,-0.014589323753968052,-0.012071086304508753,,,,0.04719666598781728,0.06667062336583647,-0.0037708656268406063,0.07856400549940888
ADM,-0.07725333218256543,-0.07121469306757204,-0.02507905328122751,0.0021010467402950463,-0.1391296934348437,-0.052555934825888724,-0.07065080065193571,0.011805574764820494,0.07084296238180289
CCL15,0.051945091976606926,,0.01611842479740459,-0.024091670799094057,,,,-0.019703634149748652,
GNAI2,0.027328753909632904,0.026762556768320882,0.06226266232516479,0.027634796365675635,0.015276861830044081,0.02370691613609734,-0.0449212271781957,-0.023901173194456758,0.033577197757799285
HDC,,,-0.01743999452108748,,,,,-0.045734275494603835,0.010514359179996007
COL11A1,0.04700655820497755,-0.011238635490352587,0.012636718738035334,-0.001996131906492081,-0.046592530078765786,0.0020564214838697387,0.0010320991758027522,0.019850009090872173,0.11320625023732486
NUCB2,0.005801090039766029,-0.007169823905567778,0.004486177075599482,0.07482828743418053,0.07753003086284833,0.03193302196041343,-0.04893186573356134,-0.006071268751874317,-0.02143543117138375
FGF16,,,,,,,,,-0.017774864639397776
CXCL1,-0.04975226043195031,0.009718373924196999,-0.013036694818168777,0.059706362275664296,-0.03416916945671923,-0.029008601827486522,-0.07808549892311176,-0.013178400813131477,0.04394730879275327
VCAN,-0.0318467240049456,0.047179740709554704,-0.016894573883991022,-0.07418802489138279,-0.01776834992134538,0.019129062844816358,0.010577048311598707,0.018218804763321612,-0.006132331487802872
MMP7,0.010420393277026868,-0.011125454928088967,-0.02518407016520506,-0.04926111109826674,-0.02585348278177903,-0.03758296238558191,-0.02345451116285348,0.07572992318940798,-0.0012760555138468645
PTPN6,0.022641701735327622,-0.0066509007668449525,-0.007889266898682424,0.018879244808509353,0.04621970281200927,-0.029776625644756652,0.016877346758954227,0.04463902243714606,0.03182615345091882
PTGS2,-0.05792203627561537,-0.001891776880229077,-0.02780329497765853,0.012410968797489649,-0.054136871127898535,-0.047525257219239204,-0.08410098958179935,-0.01807548628105355,0.015368176291345313
XCL1,0.05965826477475106,-0.018273143444103617,,,,,,,0.06385185996174665
CD58,0.009085837144299027,0.0021132263625919133,-0.00275560193450191,0.08500222965139342,0.10967362347318683,0.04963796402016907,0.014098791461882462,0.012237692089840423,-0.014250611095971238
TNFSF14,-0.01780338127010619,0.0790511937082834,-0.01273342039422759,0.11922068968914397,-0.044113021005422255,0.07123908142177628,-0.007830178439626911,-0.037986335604916405,-0.029411276247112608
CNTN4,-0.00810312611516619,0.05681030557487445,-0.02947553065747493,-0.028649956907315654,,0.048800415507990566,0.08591616867474655,-0.008194959808980481,-0.0269841814328368
INSL3,0.00562637482969181,-0.012828819659370643,,,,-0.02200437117320517,0.022953176791914366,0.06677550739617566,
BTLA,,,0.05426837219721222,,,,,-0.026087096920176963,
MFNG,0.011725229942623655,-0.006631036355208195,0.010712807675023951,0.023247787561907207,-0.040839108502463424,0.004479616085864286,0.11266836912979263,0.06060783635202203,0.013392359917491142
ICAM1,0.022874349897966852,0.016314539989824857,-0.021993790560572806,0.0217559500987221,0.0063939760681937284,-0.036662038981794084,-0.07829571949700112,-0.0040260572813179876,0.07671702113314448
PROS1,-0.0161437065240295,0.037141376885734226,-0.017041504316976326,0.029089947074843407,-0.007042577875690636,0.0702669491700775,-0.006416223228392166,0.024471905909474796,-0.004938020793661597
CLCF1,-0.03643397064723354,0.05593695751856438,-0.03477682206767611,0.06898618663294884,-0.038072478290089126,0.029480322969266143,0.04720424597344404,0.033120636972177125,0.017354945910872662
PSAP,-0.009506375138652268,-0.030221110263892927,0.03289981159051675,-0.005668682909314805,-0.11282910967433955,-0.014810816223210073,-0.02034696699332189,0.08287194078182678,-0.09537378630084553
EFEMP1,0.01588408394478273,-0.012892742694076193,-0.01317989826015151,0.15669658333151745,-0.11760955898692957,0.037838167940388454,0.01835843944172762,0.04217592910894711,0.004833915988603804
